m,kW/m2,m,kW/m2,m,kW/m2,m,kW,m,kW
NaN,NaN,NaN,NaN,NaN,NaN, 2.7000000E+000, 4.7359480E+002, 2.1000000E+000, 3.3999643E+000
NaN,NaN,NaN,NaN,NaN,NaN, 2.9000000E+000, 3.7681199E+002, 2.3000000E+000, 1.6963197E+000
NaN,NaN,NaN,NaN,NaN,NaN, 3.1000000E+000, 2.9703605E+002, 2.5000000E+000, 8.9365334E-001
NaN,NaN,NaN,NaN,NaN,NaN, 3.3000000E+000, 2.3203451E+002, 2.7000000E+000, 4.8230059E-001
NaN,NaN,NaN,NaN,NaN,NaN, 3.5000000E+000, 1.7949755E+002, 2.9000000E+000, 2.7538640E-001
NaN,NaN,NaN,NaN,NaN,NaN, 3.7000000E+000, 1.3746453E+002, 3.1000000E+000, 1.5705432E-001
NaN,NaN,NaN,NaN,NaN,NaN, 3.9000000E+000, 1.0371426E+002, 3.3000000E+000, 9.7293731E-002
NaN,NaN,NaN,NaN,NaN,NaN, 4.1000000E+000, 7.6554810E+001, 3.5000000E+000, 5.8727141E-002
NaN,NaN,NaN,NaN,NaN,NaN, 4.3000000E+000, 5.5197634E+001, 3.7000000E+000, 3.8931833E-002
NaN,NaN,NaN,NaN,NaN,NaN, 4.5000000E+000, 3.9161500E+001, 3.9000000E+000, 2.7538689E-002
NaN,NaN,NaN,NaN,NaN,NaN, 4.7000000E+000, 2.7580502E+001, 4.1000000E+000, 1.8874346E-002
NaN,NaN,NaN,NaN,NaN,NaN, 4.9000000E+000, 1.9367041E+001, 4.3000000E+000, 1.3991918E-002
NaN,NaN,NaN,NaN,NaN,NaN, 5.1000000E+000, 1.3635685E+001, 4.5000000E+000, 1.0272039E-002
NaN,NaN,NaN,NaN,NaN,NaN, 5.3000000E+000, 9.6038337E+000, 4.7000000E+000, 6.7091533E-003
NaN,NaN,NaN,NaN,NaN,NaN, 5.5000000E+000, 6.7894590E+000, 4.9000000E+000, 3.9074935E-003
NaN,NaN,NaN,NaN,NaN,NaN, 5.7000000E+000, 4.8024330E+000, 5.1000000E+000, 2.0006146E-003
NaN,NaN,NaN,NaN,NaN,NaN, 5.9000000E+000, 3.3922989E+000, 5.3000000E+000, 9.8148420E-004
NaN,NaN,NaN,NaN,NaN,NaN, 6.1000000E+000, 2.4112295E+000, 5.5000000E+000, 4.3800481E-004
NaN,NaN,NaN,NaN,NaN,NaN, 6.3000000E+000, 1.7302009E+000, 5.7000000E+000, 1.8004099E-004
NaN,NaN,NaN,NaN,NaN,NaN, 6.5000000E+000, 1.2523096E+000, 5.9000000E+000, 7.4428254E-005
NaN,NaN,NaN,NaN,NaN,NaN, 6.7000000E+000, 9.0987329E-001, 6.1000000E+000, 3.2790759E-005
NaN,NaN,NaN,NaN,NaN,NaN, 6.9000000E+000, 6.6282076E-001, 6.3000000E+000, 1.5368883E-005
NaN,NaN,NaN,NaN,NaN,NaN, 7.1000000E+000, 4.8434106E-001, 6.5000000E+000, 7.1301981E-006
NaN,NaN,NaN,NaN,NaN,NaN, 7.3000000E+000, 3.5675020E-001, 6.7000000E+000, 3.1970591E-006
NaN,NaN,NaN,NaN,NaN,NaN, 7.5000000E+000, 2.6338856E-001, 6.9000000E+000, 1.4000684E-006
NaN,NaN,NaN,NaN,NaN,NaN, 7.7000000E+000, 1.9554291E-001, 7.1000000E+000, 7.3012416E-007
NaN,NaN,NaN,NaN,NaN,NaN, 7.9000000E+000, 1.4562325E-001, 7.3000000E+000, 4.0247983E-007
NaN,NaN,NaN,NaN,NaN,NaN, 8.1000000E+000, 1.0891898E-001, 7.5000000E+000, 1.4440306E-007
NaN,NaN,NaN,NaN,NaN,NaN, 8.3000000E+000, 8.1381886E-002, 7.7000000E+000, 1.0831389E-008
NaN,NaN,NaN,NaN,NaN,NaN, 8.5000000E+000, 6.0984836E-002, 7.9000000E+000, 0.0000000E+000
NaN,NaN,NaN,NaN,NaN,NaN, 8.7000000E+000, 4.5735646E-002, 8.1000000E+000, 0.0000000E+000
NaN,NaN,NaN,NaN,NaN,NaN, 8.9000000E+000, 3.4422604E-002, 8.3000000E+000, 0.0000000E+000
NaN,NaN,NaN,NaN,NaN,NaN, 9.1000000E+000, 2.5904244E-002, 8.5000000E+000, 0.0000000E+000
NaN,NaN,NaN,NaN,NaN,NaN, 9.3000000E+000, 1.9680939E-002, 8.7000000E+000, 0.0000000E+000
NaN,NaN,NaN,NaN,NaN,NaN, 9.5000000E+000, 1.4946431E-002, 8.9000000E+000, 0.0000000E+000
NaN,NaN,NaN,NaN,NaN,NaN, 9.7000000E+000, 1.1499187E-002, 9.1000000E+000, 0.0000000E+000
NaN,NaN,NaN,NaN,NaN,NaN, 9.9000000E+000, 6.8477244E-003, 9.3000000E+000, 0.0000000E+000
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 9.5000000E+000, 0.0000000E+000
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 9.7000000E+000, 0.0000000E+000
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 9.9000000E+000, 0.0000000E+000
