m,kW/m2,m,kW/m2,m,kW/m2,m,kW,m,kW
NaN,NaN,NaN,NaN,NaN,NaN, 6.3000000E+000, 6.6837249E-004,-3.7000000E+000, 9.0225127E-001
NaN,NaN,NaN,NaN,NaN,NaN, 6.5000000E+000, 4.3568803E-004,-3.5000000E+000, 1.2903444E+000
NaN,NaN,NaN,NaN,NaN,NaN, 6.7000000E+000, 2.8390629E-004,-3.3000000E+000, 1.8740454E+000
NaN,NaN,NaN,NaN,NaN,NaN, 6.9000000E+000, 1.8490547E-004,-3.1000000E+000, 2.7387151E+000
NaN,NaN,NaN,NaN,NaN,NaN, 7.1000000E+000, 1.1996546E-004,-2.9000000E+000, 4.0746786E+000
NaN,NaN,NaN,NaN,NaN,NaN, 7.3000000E+000, 7.7361668E-005,-2.7000000E+000, 6.0954823E+000
NaN,NaN,NaN,NaN,NaN,NaN, 7.5000000E+000, 4.9539464E-005,-2.5000000E+000, 8.9742096E+000
NaN,NaN,NaN,NaN,NaN,NaN, 7.7000000E+000, 3.1536172E-005,-2.3000000E+000, 1.3274931E+001
NaN,NaN,NaN,NaN,NaN,NaN, 7.9000000E+000, 1.9822375E-005,-2.1000000E+000, 2.0086878E+001
NaN,NaN,NaN,NaN,NaN,NaN, 8.1000000E+000, 1.2258638E-005,-1.9000000E+000, 3.1013026E+001
NaN,NaN,NaN,NaN,NaN,NaN, 8.3000000E+000, 7.4542181E-006,-1.7000000E+000, 4.6877659E+001
NaN,NaN,NaN,NaN,NaN,NaN, 8.5000000E+000, 4.4480081E-006,-1.5000000E+000, 7.0602512E+001
NaN,NaN,NaN,NaN,NaN,NaN, 8.7000000E+000, 2.6070512E-006,-1.3000000E+000, 1.0716417E+002
NaN,NaN,NaN,NaN,NaN,NaN, 8.9000000E+000, 1.4973484E-006,-1.1000000E+000, 1.6447343E+002
NaN,NaN,NaN,NaN,NaN,NaN, 9.1000000E+000, 8.2704793E-007,-9.0000000E-001, 2.6260020E+002
NaN,NaN,NaN,NaN,NaN,NaN, 9.3000000E+000, 4.3896049E-007,-7.0000000E-001, 4.3810751E+002
NaN,NaN,NaN,NaN,NaN,NaN, 9.5000000E+000, 2.4173030E-007,-5.0000000E-001, 6.5212940E+002
NaN,NaN,NaN,NaN,NaN,NaN, 9.7000000E+000, 1.4948259E-007,-3.0000000E-001, 1.8773296E+003
NaN,NaN,NaN,NaN,NaN,NaN, 9.9000000E+000, 6.6616501E-008,-1.0000000E-001, 1.5269525E+003
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.0000000E-001, 1.4432978E+003
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.0000000E-001, 1.0083881E+003
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 5.0000000E-001, 1.2389363E+001
