s,C,C,kg/m2,kW/kg
 2.8000000E+001, 4.8000000E+001, 4.4327013E+001, 1.6000000E-002, 3.6464302E-017
 2.9000000E+001, 4.8960000E+001, 4.5345626E+001, 1.6000000E-002, 5.1141919E-017
 3.0000000E+001, 5.0080000E+001, 4.6348112E+001, 1.6000000E-002, 7.1114428E-017
 3.1000000E+001, 5.1040000E+001, 4.7374622E+001, 1.6000000E-002, 9.8170324E-017
 3.2000000E+001, 5.2000000E+001, 4.8412460E+001, 1.6000000E-002, 1.3628583E-016
 3.3000000E+001, 5.2960000E+001, 4.9429688E+001, 1.6000000E-002, 1.8948225E-016
 3.4000000E+001, 5.4080000E+001, 5.0430447E+001, 1.6000000E-002, 2.6118651E-016
 3.5000000E+001, 5.5040000E+001, 5.1456207E+001, 1.6000000E-002, 3.5745471E-016
 3.6000000E+001, 5.6000000E+001, 5.2493551E+001, 1.6000000E-002, 4.9206645E-016
 3.7000000E+001, 5.6960000E+001, 5.3509438E+001, 1.6000000E-002, 6.7842935E-016
 3.8000000E+001, 5.8080000E+001, 5.4508524E+001, 1.6000000E-002, 9.2734585E-016
 3.9000000E+001, 5.9040000E+001, 5.5533617E+001, 1.6000000E-002, 1.2586737E-015
 4.0000000E+001, 6.0000000E+001, 5.6570541E+001, 1.6000000E-002, 1.7186988E-015
 4.1000000E+001, 6.0960000E+001, 5.7585135E+001, 1.6000000E-002, 2.3506716E-015
 4.2000000E+001, 6.2080000E+001, 5.8582608E+001, 1.6000000E-002, 3.1873538E-015
 4.3000000E+001, 6.3040000E+001, 5.9607117E+001, 1.6000000E-002, 4.2918898E-015
 4.4000000E+001, 6.4000000E+001, 6.0643691E+001, 1.6000000E-002, 5.8151732E-015
 4.5000000E+001, 6.4960000E+001, 6.1657041E+001, 1.6000000E-002, 7.8923482E-015
 4.6000000E+001, 6.6080000E+001, 6.2652957E+001, 1.6000000E-002, 1.0619006E-014
 4.7000000E+001, 6.7040000E+001, 6.3676961E+001, 1.6000000E-002, 1.4190137E-014
 4.8000000E+001, 6.8000000E+001, 6.4713251E+001, 1.6000000E-002, 1.9083748E-014
 4.9000000E+001, 6.8960000E+001, 6.5725396E+001, 1.6000000E-002, 2.5709326E-014
 5.0000000E+001, 7.0080000E+001, 6.6719809E+001, 1.6000000E-002, 3.4335068E-014
 5.1000000E+001, 7.1040000E+001, 6.7743382E+001, 1.6000000E-002, 4.5546497E-014
 5.2000000E+001, 7.2000000E+001, 6.8779449E+001, 1.6000000E-002, 6.0816719E-014
 5.3000000E+001, 7.2960000E+001, 6.9790426E+001, 1.6000000E-002, 8.1350087E-014
 5.4000000E+001, 7.4080000E+001, 7.0783382E+001, 1.6000000E-002, 1.0786930E-013
 5.5000000E+001, 7.5040000E+001, 7.1806596E+001, 1.6000000E-002, 1.4208627E-013
 5.6000000E+001, 7.6000000E+001, 7.2842494E+001, 1.6000000E-002, 1.8842214E-013
 5.7000000E+001, 7.6960000E+001, 7.3852335E+001, 1.6000000E-002, 2.5031833E-013
 5.8000000E+001, 7.8080000E+001, 7.4843879E+001, 1.6000000E-002, 3.2964114E-013
 5.9000000E+001, 7.9040000E+001, 7.5866802E+001, 1.6000000E-002, 4.3126981E-013
 6.0000000E+001, 8.0000000E+001, 7.6902581E+001, 1.6000000E-002, 5.6813964E-013
 6.1000000E+001, 8.0960000E+001, 7.7911313E+001, 1.6000000E-002, 7.4981264E-013
 6.2000000E+001, 8.2080000E+001, 7.8901488E+001, 1.6000000E-002, 9.8089040E-013
 6.3000000E+001, 8.3040000E+001, 7.9924183E+001, 1.6000000E-002, 1.2749457E-012
 6.4000000E+001, 8.4000000E+001, 8.0959889E+001, 1.6000000E-002, 1.6689074E-012
 6.5000000E+001, 8.4960000E+001, 8.1967536E+001, 1.6000000E-002, 2.1886291E-012
 6.6000000E+001, 8.6080000E+001, 8.2956381E+001, 1.6000000E-002, 2.8448747E-012
 6.7000000E+001, 8.7040000E+001, 8.3978909E+001, 1.6000000E-002, 3.6745346E-012
 6.8000000E+001, 8.8000000E+001, 8.5014585E+001, 1.6000000E-002, 4.7805753E-012
 6.9000000E+001, 8.8960000E+001, 8.6021166E+001, 1.6000000E-002, 6.2310622E-012
 7.0000000E+001, 9.0080000E+001, 8.7008718E+001, 1.6000000E-002, 8.0496169E-012
 7.1000000E+001, 9.1040000E+001, 8.8031139E+001, 1.6000000E-002, 1.0334313E-011
 7.2000000E+001, 9.2000000E+001, 8.9066821E+001, 1.6000000E-002, 1.3365775E-011
 7.3000000E+001, 9.2960000E+001, 9.0072354E+001, 1.6000000E-002, 1.7318597E-011
 7.4000000E+001, 9.4080000E+001, 9.1058648E+001, 1.6000000E-002, 2.2240363E-011
 7.5000000E+001, 9.5040000E+001, 9.2081017E+001, 1.6000000E-002, 2.8386365E-011
 7.6000000E+001, 9.6000000E+001, 9.3116741E+001, 1.6000000E-002, 3.6504767E-011
 7.7000000E+001, 9.6960000E+001, 9.4121240E+001, 1.6000000E-002, 4.7032117E-011
 7.8000000E+001, 9.8080000E+001, 9.5106309E+001, 1.6000000E-002, 6.0052206E-011
 7.9000000E+001, 9.9040000E+001, 9.6128679E+001, 1.6000000E-002, 7.6216340E-011
 8.0000000E+001, 1.0000000E+002, 9.7164476E+001, 1.6000000E-002, 9.7477224E-011
 8.1000000E+001, 1.0096000E+002, 9.8167953E+001, 1.6000000E-002, 1.2489924E-010
 8.2000000E+001, 1.0208000E+002, 9.9151829E+001, 1.6000000E-002, 1.5859313E-010
 8.3000000E+001, 1.0304000E+002, 1.0017425E+002, 1.6000000E-002, 2.0018896E-010
 8.4000000E+001, 1.0400000E+002, 1.0121015E+002, 1.6000000E-002, 2.5467960E-010
 8.5000000E+001, 1.0496000E+002, 1.0221261E+002, 1.6000000E-002, 3.2459630E-010
 8.6000000E+001, 1.0608000E+002, 1.0319533E+002, 1.6000000E-002, 4.0995773E-010
 8.7000000E+001, 1.0704000E+002, 1.0421786E+002, 1.6000000E-002, 5.1476958E-010
 8.8000000E+001, 1.0800000E+002, 1.0525388E+002, 1.6000000E-002, 6.5154677E-010
 8.9000000E+001, 1.0896000E+002, 1.0625533E+002, 1.6000000E-002, 8.2616142E-010
 9.0000000E+001, 1.1008000E+002, 1.0723692E+002, 1.6000000E-002, 1.0380263E-009
 9.1000000E+001, 1.1104000E+002, 1.0825960E+002, 1.6000000E-002, 1.2968145E-009
 9.2000000E+001, 1.1200000E+002, 1.0929577E+002, 1.6000000E-002, 1.6332970E-009
 9.3000000E+001, 1.1296000E+002, 1.1029622E+002, 1.6000000E-002, 2.0607620E-009
 9.4000000E+001, 1.1408000E+002, 1.1127670E+002, 1.6000000E-002, 2.5762775E-009
 9.5000000E+001, 1.1504000E+002, 1.1229958E+002, 1.6000000E-002, 3.2028158E-009
 9.6000000E+001, 1.1600000E+002, 1.1333591E+002, 1.6000000E-002, 4.0146370E-009
 9.7000000E+001, 1.1696000E+002, 1.1433537E+002, 1.6000000E-002, 5.0410648E-009
 9.8000000E+001, 1.1808000E+002, 1.1531478E+002, 1.6000000E-002, 6.2716024E-009
 9.9000000E+001, 1.1904000E+002, 1.1633789E+002, 1.6000000E-002, 7.7599424E-009
 1.0000000E+002, 1.2000000E+002, 1.1737441E+002, 1.6000000E-002, 9.6820845E-009
 1.0100000E+002, 1.2096000E+002, 1.1837287E+002, 1.6000000E-002, 1.2101102E-008
 1.0200000E+002, 1.2208000E+002, 1.1935123E+002, 1.6000000E-002, 1.4984406E-008
 1.0300000E+002, 1.2304000E+002, 1.2037463E+002, 1.6000000E-002, 1.8455587E-008
 1.0400000E+002, 1.2400000E+002, 1.2141135E+002, 1.6000000E-002, 2.2924518E-008
 1.0500000E+002, 1.2496000E+002, 1.2240881E+002, 1.6000000E-002, 2.8523311E-008
 1.0600000E+002, 1.2608000E+002, 1.2338616E+002, 1.6000000E-002, 3.5159034E-008
 1.0700000E+002, 1.2704000E+002, 1.2440988E+002, 1.6000000E-002, 4.3112025E-008
 1.0800000E+002, 1.2800000E+002, 1.2544681E+002, 1.6000000E-002, 5.3320683E-008
 1.0900000E+002, 1.2896000E+002, 1.2644328E+002, 1.6000000E-002, 6.6054116E-008
 1.1000000E+002, 1.3008000E+002, 1.2741963E+002, 1.6000000E-002, 8.1062588E-008
 1.1100000E+002, 1.3104000E+002, 1.2844372E+002, 1.6000000E-002, 9.8973085E-008
 1.1200000E+002, 1.3200000E+002, 1.2948086E+002, 1.6000000E-002, 1.2189882E-007
 1.1300000E+002, 1.3296000E+002, 1.3047633E+002, 1.6000000E-002, 1.5037173E-007
 1.1400000E+002, 1.3408000E+002, 1.3145172E+002, 1.6000000E-002, 1.8375069E-007
 1.1500000E+002, 1.3504000E+002, 1.3247622E+002, 1.6000000E-002, 2.2341903E-007
 1.1600000E+002, 1.3600000E+002, 1.3351359E+002, 1.6000000E-002, 2.7405971E-007
 1.1700000E+002, 1.3696000E+002, 1.3450805E+002, 1.6000000E-002, 3.3668973E-007
 1.1800000E+002, 1.3808000E+002, 1.3548251E+002, 1.6000000E-002, 4.0972363E-007
 1.1900000E+002, 1.3904000E+002, 1.3650744E+002, 1.6000000E-002, 4.9617367E-007
 1.2000000E+002, 1.4000000E+002, 1.3754504E+002, 1.6000000E-002, 6.0625651E-007
 1.2100000E+002, 1.4096000E+002, 1.3853851E+002, 1.6000000E-002, 7.4184323E-007
 1.2200000E+002, 1.4208000E+002, 1.3951205E+002, 1.6000000E-002, 8.9913616E-007
 1.2300000E+002, 1.4304000E+002, 1.4053746E+002, 1.6000000E-002, 1.0846117E-006
 1.2400000E+002, 1.4400000E+002, 1.4157529E+002, 1.6000000E-002, 1.3202231E-006
 1.2500000E+002, 1.4496000E+002, 1.4256775E+002, 1.6000000E-002, 1.6092551E-006
 1.2600000E+002, 1.4608000E+002, 1.4354042E+002, 1.6000000E-002, 1.9428624E-006
 1.2700000E+002, 1.4704000E+002, 1.4456633E+002, 1.6000000E-002, 2.3347983E-006
 1.2800000E+002, 1.4800000E+002, 1.4560440E+002, 1.6000000E-002, 2.8315432E-006
 1.2900000E+002, 1.4896000E+002, 1.4659585E+002, 1.6000000E-002, 3.4385173E-006
 1.3000000E+002, 1.5008000E+002, 1.4756766E+002, 1.6000000E-002, 4.1356311E-006
 1.3100000E+002, 1.5104000E+002, 1.4859412E+002, 1.6000000E-002, 4.9517413E-006
 1.3200000E+002, 1.5200000E+002, 1.4963242E+002, 1.6000000E-002, 5.9838520E-006
 1.3300000E+002, 1.5296000E+002, 1.5062285E+002, 1.6000000E-002, 7.2401228E-006
 1.3400000E+002, 1.5408000E+002, 1.5159383E+002, 1.6000000E-002, 8.6759603E-006
 1.3500000E+002, 1.5504000E+002, 1.5262087E+002, 1.6000000E-002, 1.0351204E-005
 1.3600000E+002, 1.5600000E+002, 1.5365939E+002, 1.6000000E-002, 1.2465483E-005
 1.3700000E+002, 1.5696000E+002, 1.5464880E+002, 1.6000000E-002, 1.5029202E-005
 1.3800000E+002, 1.5808000E+002, 1.5561899E+002, 1.6000000E-002, 1.7945451E-005
 1.3900000E+002, 1.5904000E+002, 1.5664663E+002, 1.6000000E-002, 2.1336898E-005
 1.4000000E+002, 1.6000000E+002, 1.5768538E+002, 1.6000000E-002, 2.5608804E-005
 1.4100000E+002, 1.6096000E+002, 1.5867377E+002, 1.6000000E-002, 3.0769517E-005
 1.4200000E+002, 1.6208000E+002, 1.5964319E+002, 1.6000000E-002, 3.6612551E-005
 1.4300000E+002, 1.6304000E+002, 1.6067145E+002, 1.6000000E-002, 4.3386550E-005
 1.4400000E+002, 1.6400000E+002, 1.6171043E+002, 1.6000000E-002, 5.1903358E-005
 1.4500000E+002, 1.6496000E+002, 1.6269778E+002, 1.6000000E-002, 6.2154490E-005
 1.4600000E+002, 1.6608000E+002, 1.6366646E+002, 1.5999999E-002, 7.3708074E-005
 1.4700000E+002, 1.6704000E+002, 1.6469538E+002, 1.5999999E-002, 8.7062547E-005
 1.4800000E+002, 1.6800000E+002, 1.6573457E+002, 1.5999999E-002, 1.0382331E-004
 1.4900000E+002, 1.6896000E+002, 1.6672089E+002, 1.5999999E-002, 1.2392447E-004
 1.5000000E+002, 1.7008000E+002, 1.6768886E+002, 1.5999999E-002, 1.4647842E-004
 1.5100000E+002, 1.7104000E+002, 1.6871846E+002, 1.5999999E-002, 1.7247354E-004
 1.5200000E+002, 1.7200000E+002, 1.6975785E+002, 1.5999999E-002, 2.0504458E-004
 1.5300000E+002, 1.7296000E+002, 1.7074314E+002, 1.5999998E-002, 2.4396839E-004
 1.5400000E+002, 1.7408000E+002, 1.7171042E+002, 1.5999998E-002, 2.8745080E-004
 1.5500000E+002, 1.7504000E+002, 1.7274073E+002, 1.5999998E-002, 3.3743070E-004
 1.5600000E+002, 1.7600000E+002, 1.7378031E+002, 1.5999997E-002, 3.9995429E-004
 1.5700000E+002, 1.7696000E+002, 1.7476456E+002, 1.5999997E-002, 4.7441146E-004
 1.5800000E+002, 1.7808000E+002, 1.7573119E+002, 1.5999996E-002, 5.5723242E-004
 1.5900000E+002, 1.7904000E+002, 1.7676223E+002, 1.5999995E-002, 6.5218080E-004
 1.6000000E+002, 1.8000000E+002, 1.7780199E+002, 1.5999994E-002, 7.7077894E-004
 1.6100000E+002, 1.8096000E+002, 1.7878519E+002, 1.5999993E-002, 9.1152636E-004
 1.6200000E+002, 1.8208000E+002, 1.7975119E+002, 1.5999992E-002, 1.0674271E-003
 1.6300000E+002, 1.8304000E+002, 1.8078298E+002, 1.5999991E-002, 1.2457109E-003
 1.6400000E+002, 1.8400000E+002, 1.8182291E+002, 1.5999989E-002, 1.4680804E-003
 1.6500000E+002, 1.8496000E+002, 1.8280507E+002, 1.5999987E-002, 1.7310816E-003
 1.6600000E+002, 1.8608000E+002, 1.8377047E+002, 1.5999985E-002, 2.0212013E-003
 1.6700000E+002, 1.8704000E+002, 1.8480304E+002, 1.5999982E-002, 2.3521853E-003
 1.6800000E+002, 1.8800000E+002, 1.8584312E+002, 1.5999979E-002, 2.7644463E-003
 1.6900000E+002, 1.8896000E+002, 1.8682423E+002, 1.5999976E-002, 3.2503984E-003
 1.7000000E+002, 1.9008000E+002, 1.8778906E+002, 1.5999971E-002, 3.7843007E-003
 1.7100000E+002, 1.9104000E+002, 1.8882242E+002, 1.5999967E-002, 4.3920239E-003
 1.7200000E+002, 1.9200000E+002, 1.8986264E+002, 1.5999961E-002, 5.1479858E-003
 1.7300000E+002, 1.9296000E+002, 1.9084270E+002, 1.5999954E-002, 6.0361180E-003
 1.7400000E+002, 1.9408000E+002, 1.9180699E+002, 1.5999946E-002, 7.0080395E-003
 1.7500000E+002, 1.9504000E+002, 1.9284115E+002, 1.5999937E-002, 8.1119556E-003
 1.7600000E+002, 1.9600000E+002, 1.9388150E+002, 1.5999927E-002, 9.4834183E-003
 1.7700000E+002, 1.9696000E+002, 1.9486051E+002, 1.5999914E-002, 1.1089379E-002
 1.7800000E+002, 1.9808000E+002, 1.9582429E+002, 1.5999900E-002, 1.2840069E-002
 1.7900000E+002, 1.9904000E+002, 1.9685927E+002, 1.5999884E-002, 1.4824428E-002
 1.8000000E+002, 2.0000000E+002, 1.9789973E+002, 1.5999864E-002, 1.7286750E-002
 1.8100000E+002, 2.0096000E+002, 1.9887769E+002, 1.5999842E-002, 2.0160734E-002
 1.8200000E+002, 2.0208000E+002, 1.9984099E+002, 1.5999816E-002, 2.3281886E-002
 1.8300000E+002, 2.0304000E+002, 2.0087680E+002, 1.5999786E-002, 2.6812699E-002
 1.8400000E+002, 2.0400000E+002, 2.0191735E+002, 1.5999751E-002, 3.1188895E-002
 1.8500000E+002, 2.0496000E+002, 2.0289426E+002, 1.5999711E-002, 3.6280323E-002
 1.8600000E+002, 2.0608000E+002, 2.0385712E+002, 1.5999664E-002, 4.1789159E-002
 1.8700000E+002, 2.0704000E+002, 2.0489378E+002, 1.5999611E-002, 4.8009438E-002
 1.8800000E+002, 2.0800000E+002, 2.0593440E+002, 1.5999549E-002, 5.5710453E-002
 1.8900000E+002, 2.0896000E+002, 2.0691026E+002, 1.5999477E-002, 6.4641596E-002
 1.9000000E+002, 2.1008000E+002, 2.0787270E+002, 1.5999394E-002, 7.4269878E-002
 1.9100000E+002, 2.1104000E+002, 2.0891021E+002, 1.5999299E-002, 8.5122334E-002
 1.9200000E+002, 2.1200000E+002, 2.0995090E+002, 1.5999189E-002, 9.8543738E-002
 1.9300000E+002, 2.1296000E+002, 2.1092571E+002, 1.5999062E-002, 1.1405991E-001
 1.9400000E+002, 2.1408000E+002, 2.1188776E+002, 1.5998917E-002, 1.3072765E-001
 1.9500000E+002, 2.1504000E+002, 2.1292614E+002, 1.5998750E-002, 1.4948282E-001
 1.9600000E+002, 2.1600000E+002, 2.1396687E+002, 1.5998558E-002, 1.7265333E-001
 1.9700000E+002, 2.1696000E+002, 2.1494064E+002, 1.5998336E-002, 1.9935620E-001
 1.9800000E+002, 2.1808000E+002, 2.1590233E+002, 1.5998082E-002, 2.2794036E-001
 1.9900000E+002, 2.1904000E+002, 2.1694159E+002, 1.5997792E-002, 2.6005226E-001
 2.0000000E+002, 2.2000000E+002, 2.1798234E+002, 1.5997458E-002, 2.9968315E-001
 2.0100000E+002, 2.2096000E+002, 2.1895507E+002, 1.5997074E-002, 3.4521300E-001
 2.0200000E+002, 2.2208000E+002, 2.1991644E+002, 1.5996635E-002, 3.9378165E-001
 2.0300000E+002, 2.2304000E+002, 2.2095659E+002, 1.5996136E-002, 4.4825927E-001
 2.0400000E+002, 2.2400000E+002, 2.2199735E+002, 1.5995562E-002, 5.1542417E-001
 2.0500000E+002, 2.2496000E+002, 2.2296905E+002, 1.5994902E-002, 5.9234464E-001
 2.0600000E+002, 2.2608000E+002, 2.2393013E+002, 1.5994151E-002, 6.7411560E-001
 2.0700000E+002, 2.2704000E+002, 2.2497117E+002, 1.5993298E-002, 7.6569529E-001
 2.0800000E+002, 2.2800000E+002, 2.2601194E+002, 1.5992320E-002, 8.7848617E-001
 2.0900000E+002, 2.2896000E+002, 2.2698260E+002, 1.5991198E-002, 1.0072510E+000
 2.1000000E+002, 2.3008000E+002, 2.2794344E+002, 1.5989924E-002, 1.1436581E+000
 2.1100000E+002, 2.3104000E+002, 2.2898538E+002, 1.5988480E-002, 1.2961957E+000
 2.1200000E+002, 2.3200000E+002, 2.3002615E+002, 1.5986827E-002, 1.4838611E+000
 2.1300000E+002, 2.3296000E+002, 2.3099578E+002, 1.5984936E-002, 1.6974113E+000
 2.1400000E+002, 2.3408000E+002, 2.3195642E+002, 1.5982794E-002, 1.9228219E+000
 2.1500000E+002, 2.3504000E+002, 2.3299928E+002, 1.5980372E-002, 2.1744943E+000
 2.1600000E+002, 2.3600000E+002, 2.3404007E+002, 1.5977605E-002, 2.4837634E+000
 2.1700000E+002, 2.3696000E+002, 2.3500866E+002, 1.5974448E-002, 2.8345036E+000
 2.1800000E+002, 2.3808000E+002, 2.3596916E+002, 1.5970880E-002, 3.2033064E+000
 2.1900000E+002, 2.3904000E+002, 2.3701295E+002, 1.5966854E-002, 3.6143835E+000
 2.2000000E+002, 2.4000000E+002, 2.3805377E+002, 1.5962266E-002, 4.1188702E+000
 2.2100000E+002, 2.4096000E+002, 2.3902133E+002, 1.5957043E-002, 4.6889377E+000
 2.2200000E+002, 2.4208000E+002, 2.3998176E+002, 1.5951155E-002, 5.2858122E+000
 2.2300000E+002, 2.4304000E+002, 2.4102651E+002, 1.5944527E-002, 5.9498227E+000
 2.2400000E+002, 2.4400000E+002, 2.4206742E+002, 1.5936993E-002, 6.7634221E+000
 2.2500000E+002, 2.4496000E+002, 2.4303392E+002, 1.5928439E-002, 7.6790859E+000
 2.2600000E+002, 2.4608000E+002, 2.4399439E+002, 1.5918823E-002, 8.6330155E+000
 2.2700000E+002, 2.4704000E+002, 2.4504014E+002, 1.5908027E-002, 9.6917449E+000
 2.2800000E+002, 2.4800000E+002, 2.4608122E+002, 1.5895789E-002, 1.0986359E+001
 2.2900000E+002, 2.4896000E+002, 2.4704662E+002, 1.5881936E-002, 1.2436531E+001
 2.3000000E+002, 2.5008000E+002, 2.4800730E+002, 1.5866410E-002, 1.3937859E+001
 2.3100000E+002, 2.5104000E+002, 2.4905408E+002, 1.5849034E-002, 1.5599013E+001
 2.3200000E+002, 2.5200000E+002, 2.5009548E+002, 1.5829402E-002, 1.7624749E+001
 2.3300000E+002, 2.5296000E+002, 2.5105971E+002, 1.5807256E-002, 1.9880735E+001
 2.3400000E+002, 2.5408000E+002, 2.5202082E+002, 1.5782531E-002, 2.2196852E+001
 2.3500000E+002, 2.5504000E+002, 2.5306871E+002, 1.5754963E-002, 2.4748720E+001
 2.3600000E+002, 2.5600000E+002, 2.5411066E+002, 1.5723942E-002, 2.7848823E+001
 2.3700000E+002, 2.5696000E+002, 2.5507358E+002, 1.5689104E-002, 3.1275178E+001
 2.3800000E+002, 2.5808000E+002, 2.5603545E+002, 1.5650393E-002, 3.4751580E+001
 2.3900000E+002, 2.5904000E+002, 2.5708453E+002, 1.5607442E-002, 3.8558714E+001
 2.4000000E+002, 2.6000000E+002, 2.5812737E+002, 1.5559367E-002, 4.3158475E+001
 2.4100000E+002, 2.6096000E+002, 2.5908876E+002, 1.5505688E-002, 4.8189563E+001
 2.4200000E+002, 2.6208000E+002, 2.6005186E+002, 1.5446421E-002, 5.3205605E+001
 2.4300000E+002, 2.6304000E+002, 2.6110223E+002, 1.5381090E-002, 5.8650251E+001
 2.4400000E+002, 2.6400000E+002, 2.6214641E+002, 1.5308489E-002, 6.5176071E+001
 2.4500000E+002, 2.6496000E+002, 2.6310588E+002, 1.5228056E-002, 7.2207822E+001
 2.4600000E+002, 2.6608000E+002, 2.6407086E+002, 1.5140022E-002, 7.9031153E+001
 2.4700000E+002, 2.6704000E+002, 2.6512261E+002, 1.5043846E-002, 8.6340278E+001
 2.4800000E+002, 2.6800000E+002, 2.6616872E+002, 1.4938024E-002, 9.4999353E+001
 2.4900000E+002, 2.6896000E+002, 2.6712563E+002, 1.4822039E-002, 1.0412414E+002
 2.5000000E+002, 2.7008000E+002, 2.6809333E+002, 1.4696615E-002, 1.1259694E+002
 2.5100000E+002, 2.7104000E+002, 2.6914645E+002, 1.4561280E-002, 1.2149530E+002
 2.5200000E+002, 2.7200000E+002, 2.7019511E+002, 1.4414395E-002, 1.3186282E+002
 2.5300000E+002, 2.7296000E+002, 2.7114849E+002, 1.4255755E-002, 1.4241681E+002
 2.5400000E+002, 2.7408000E+002, 2.7211987E+002, 1.4087009E-002, 1.5148851E+002
 2.5500000E+002, 2.7504000E+002, 2.7317417E+002, 1.3907963E-002, 1.6073565E+002
 2.5600000E+002, 2.7600000E+002, 2.7422583E+002, 1.3717186E-002, 1.7126759E+002
 2.5700000E+002, 2.7696000E+002, 2.7517439E+002, 1.3515134E-002, 1.8138838E+002
 2.5800000E+002, 2.7808000E+002, 2.7615031E+002, 1.3304819E-002, 1.8880726E+002
 2.5900000E+002, 2.7904000E+002, 2.7720539E+002, 1.3086472E-002, 1.9601678E+002
 2.6000000E+002, 2.8000000E+002, 2.7825993E+002, 1.2859219E-002, 2.0401259E+002
 2.6100000E+002, 2.8096000E+002, 2.7920233E+002, 1.2624366E-002, 2.1083570E+002
 2.6200000E+002, 2.8208000E+002, 2.8018316E+002, 1.2386299E-002, 2.1372037E+002
 2.6300000E+002, 2.8304000E+002, 2.8123851E+002, 1.2145487E-002, 2.1618494E+002
 2.6400000E+002, 2.8400000E+002, 2.8229492E+002, 1.1901601E-002, 2.1894454E+002
 2.6500000E+002, 2.8496000E+002, 2.8323043E+002, 1.1656458E-002, 2.2007387E+002
 2.6600000E+002, 2.8608000E+002, 2.8421563E+002, 1.1415036E-002, 2.1673253E+002
 2.6700000E+002, 2.8704000E+002, 2.8527108E+002, 1.1177435E-002, 2.1330237E+002
 2.6800000E+002, 2.8800000E+002, 2.8632739E+002, 1.0943359E-002, 2.1013734E+002
 2.6900000E+002, 2.8896000E+002, 2.8725666E+002, 1.0714380E-002, 2.0556236E+002
 2.7000000E+002, 2.9008000E+002, 2.8824467E+002, 1.0494837E-002, 1.9709064E+002
 2.7100000E+002, 2.9104000E+002, 2.8930079E+002, 1.0283977E-002, 1.8929676E+002
 2.7200000E+002, 2.9200000E+002, 2.9035464E+002, 1.0081021E-002, 1.8220029E+002
 2.7300000E+002, 2.9296000E+002, 2.9127966E+002, 9.8868102E-003, 1.7434929E+002
 2.7400000E+002, 2.9408000E+002, 2.9226840E+002, 9.7043312E-003, 1.6381755E+002
 2.7500000E+002, 2.9504000E+002, 2.9332632E+002, 9.5321287E-003, 1.5459190E+002
 2.7600000E+002, 2.9600000E+002, 2.9437582E+002, 9.3689493E-003, 1.4649163E+002
 2.7700000E+002, 2.9696000E+002, 2.9529899E+002, 9.2150233E-003, 1.3818456E+002
