s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,MB,MB,MB
 4.5009234E+002, 3.4104333E+001, 3.4165337E+001, 3.5850302E+001, 3.6971302E+001, 3.7147234E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 2.0079009E+001, 2.0079017E+001, 2.0084565E+001, 2.0084999E+001, 2.0081821E+001, 2.0079529E+001, 2.0081952E+001, 2.0081133E+001, 2.0075686E+001, 2.0075548E+001, 2.0114434E+001, 2.0114548E+001, 2.0106135E+001, 2.0115969E+001, 2.0120063E+001, 2.0140738E+001, 2.0141078E+001, 2.0145960E+001, 2.0147790E+001, 2.0145314E+001, 2.0151618E+001, 2.0158128E+001, 2.0157509E+001, 2.0151903E+001, 2.0151885E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.0560813E+004, 1.0560813E+004, 1.0560813E+004
 5.0003546E+002, 4.0047865E+001, 4.0136330E+001, 4.2481243E+001, 4.3577121E+001, 4.3930273E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 2.0238879E+001, 2.0239478E+001, 2.0246562E+001, 2.0247132E+001, 2.0242935E+001, 2.0240335E+001, 2.0244127E+001, 2.0243089E+001, 2.0235975E+001, 2.0234998E+001, 2.0298665E+001, 2.0298667E+001, 2.0288138E+001, 2.0300762E+001, 2.0306999E+001, 2.0338473E+001, 2.0338977E+001, 2.0344891E+001, 2.0347883E+001, 2.0343771E+001, 2.0354049E+001, 2.0362106E+001, 2.0361918E+001, 2.0354449E+001, 2.0354198E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.0561141E+004, 1.0561141E+004, 1.0561141E+004
 5.5022774E+002, 4.7341239E+001, 4.7526632E+001, 5.0404813E+001, 5.2130896E+001, 5.2182900E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 2.0473793E+001, 2.0475500E+001, 2.0484677E+001, 2.0485657E+001, 2.0479842E+001, 2.0477220E+001, 2.0482725E+001, 2.0481786E+001, 2.0472062E+001, 2.0469695E+001, 2.0568547E+001, 2.0568579E+001, 2.0555566E+001, 2.0572038E+001, 2.0580796E+001, 2.0624574E+001, 2.0624785E+001, 2.0632433E+001, 2.0636722E+001, 2.0629812E+001, 2.0646346E+001, 2.0654273E+001, 2.0655054E+001, 2.0645358E+001, 2.0644763E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.0561428E+004, 1.0561428E+004, 1.0561428E+004
 6.0013921E+002, 5.6322570E+001, 5.6191278E+001, 5.9778262E+001, 6.2231686E+001, 6.2284531E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 2.0810619E+001, 2.0813519E+001, 2.0825449E+001, 2.0827159E+001, 2.0819120E+001, 2.0816867E+001, 2.0824450E+001, 2.0823972E+001, 2.0810390E+001, 2.0806461E+001, 2.0950628E+001, 2.0952554E+001, 2.0936940E+001, 2.0958140E+001, 2.0969430E+001, 2.1026890E+001, 2.1027146E+001, 2.1037061E+001, 2.1042476E+001, 2.1031669E+001, 2.1055089E+001, 2.1063012E+001, 2.1064993E+001, 2.1052890E+001, 2.1051583E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.0561696E+004, 1.0561696E+004, 1.0561696E+004
 6.5020901E+002, 6.6245202E+001, 6.6273530E+001, 7.0027940E+001, 7.3144474E+001, 7.2987402E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 2.1274502E+001, 2.1278730E+001, 2.1293839E+001, 2.1296183E+001, 2.1285067E+001, 2.1283762E+001, 2.1294322E+001, 2.1293993E+001, 2.1275846E+001, 2.1270732E+001, 2.1469220E+001, 2.1476048E+001, 2.1457251E+001, 2.1484939E+001, 2.1497566E+001, 2.1572156E+001, 2.1573395E+001, 2.1586840E+001, 2.1592183E+001, 2.1576339E+001, 2.1605732E+001, 2.1615457E+001, 2.1618557E+001, 2.1603099E+001, 2.1601307E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.0562297E+004, 1.0562297E+004, 1.0562297E+004
 7.0005540E+002, 7.6898146E+001, 7.7248156E+001, 8.1819410E+001, 8.5618273E+001, 8.5193081E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 2.1894215E+001, 2.1900381E+001, 2.1919464E+001, 2.1921637E+001, 2.1906217E+001, 2.1906266E+001, 2.1921274E+001, 2.1920567E+001, 2.1897327E+001, 2.1891044E+001, 2.2154538E+001, 2.2169582E+001, 2.2146466E+001, 2.2182869E+001, 2.2196430E+001, 2.2295152E+001, 2.2296414E+001, 2.2315603E+001, 2.2319559E+001, 2.2296838E+001, 2.2331593E+001, 2.2344662E+001, 2.2349259E+001, 2.2328355E+001, 2.2326439E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.0562452E+004, 1.0562452E+004, 1.0562452E+004
 7.5008210E+002, 8.8868654E+001, 8.9339719E+001, 9.4620067E+001, 9.8841182E+001, 9.8320648E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 2.2697648E+001, 2.2706482E+001, 2.2730140E+001, 2.2731245E+001, 2.2710862E+001, 2.2712450E+001, 2.2733523E+001, 2.2732448E+001, 2.2702829E+001, 2.2695200E+001, 2.3034510E+001, 2.3061478E+001, 2.3032366E+001, 2.3078522E+001, 2.3095654E+001, 2.3226153E+001, 2.3226730E+001, 2.3252721E+001, 2.3254477E+001, 2.3224446E+001, 2.3261591E+001, 2.3279819E+001, 2.3285951E+001, 2.3258170E+001, 2.3255678E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.0562968E+004, 1.0562968E+004, 1.0562968E+004
 8.0008855E+002, 1.0160474E+002, 1.0213809E+002, 1.0802213E+002, 1.1322829E+002, 1.1280894E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 2.3707903E+001, 2.3720183E+001, 2.3748500E+001, 2.3748567E+001, 2.3723269E+001, 2.3727140E+001, 2.3755761E+001, 2.3754040E+001, 2.3716735E+001, 2.3707869E+001, 2.4135647E+001, 2.4178229E+001, 2.4141562E+001, 2.4197421E+001, 2.4223409E+001, 2.4394139E+001, 2.4395519E+001, 2.4428932E+001, 2.4427746E+001, 2.4390294E+001, 2.4424522E+001, 2.4451152E+001, 2.4458013E+001, 2.4423050E+001, 2.4418397E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.0563476E+004, 1.0563476E+004, 1.0563476E+004
 8.5021929E+002, 1.1518951E+002, 1.1607906E+002, 1.2232516E+002, 1.2786273E+002, 1.2776642E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 2.4955695E+001, 2.4973219E+001, 2.5006002E+001, 2.5005956E+001, 2.4975519E+001, 2.4983884E+001, 2.5021525E+001, 2.5018049E+001, 2.4972223E+001, 2.4962282E+001, 2.5498755E+001, 2.5559209E+001, 2.5514498E+001, 2.5580709E+001, 2.5620371E+001, 2.5843454E+001, 2.5847791E+001, 2.5890082E+001, 2.5885465E+001, 2.5839442E+001, 2.5866068E+001, 2.5904151E+001, 2.5911279E+001, 2.5868014E+001, 2.5859236E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.0563476E+004, 1.0563476E+004, 1.0563476E+004
 9.0005843E+002, 1.2968001E+002, 1.3077470E+002, 1.3757351E+002, 1.4383102E+002, 1.4323597E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 2.6479464E+001, 2.6504314E+001, 2.6541150E+001, 2.6541656E+001, 2.6505959E+001, 2.6523399E+001, 2.6571005E+001, 2.6564275E+001, 2.6509674E+001, 2.6498068E+001, 2.7165454E+001, 2.7244329E+001, 2.7191081E+001, 2.7270823E+001, 2.7325625E+001, 2.7615055E+001, 2.7623936E+001, 2.7677862E+001, 2.7668909E+001, 2.7613038E+001, 2.7630524E+001, 2.7680642E+001, 2.7689129E+001, 2.7634440E+001, 2.7619972E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.0563807E+004, 1.0563807E+004, 1.0563807E+004
 9.5020834E+002, 1.4409938E+002, 1.4509161E+002, 1.5274494E+002, 1.5942386E+002, 1.5871585E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 2.8318791E+001, 2.8353348E+001, 2.8394859E+001, 2.8395285E+001, 2.8354603E+001, 2.8387539E+001, 2.8445619E+001, 2.8435137E+001, 2.8371740E+001, 2.8356478E+001, 2.9177741E+001, 2.9278299E+001, 2.9213739E+001, 2.9310583E+001, 2.9382325E+001, 2.9756349E+001, 2.9772463E+001, 2.9840026E+001, 2.9826724E+001, 2.9757972E+001, 2.9766812E+001, 2.9828641E+001, 2.9840536E+001, 2.9771322E+001, 2.9748602E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.0563988E+004, 1.0563988E+004, 1.0563988E+004
 1.0001108E+003, 1.5740116E+002, 1.5877372E+002, 1.6649241E+002, 1.7311528E+002, 1.7248489E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 3.0517597E+001, 3.0564826E+001, 3.0613905E+001, 3.0611881E+001, 3.0566558E+001, 3.0623563E+001, 3.0694413E+001, 3.0679401E+001, 3.0605690E+001, 3.0583588E+001, 3.1606223E+001, 3.1737201E+001, 3.1655472E+001, 3.1774006E+001, 3.1868917E+001, 3.2359190E+001, 3.2386481E+001, 3.2469459E+001, 3.2452542E+001, 3.2366678E+001, 3.2366264E+001, 3.2439702E+001, 3.2455859E+001, 3.2371102E+001, 3.2337497E+001, 1.9800000E+001, 1.9800000E+001, 1.9800001E+001, 1.9800001E+001, 1.9800000E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.9800000E+001, 1.9800001E+001, 1.9800001E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.0564315E+004, 1.0564315E+004, 1.0564315E+004
 1.0502308E+003, 1.6998530E+002, 1.7152024E+002, 1.7966980E+002, 1.8689632E+002, 1.8646908E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 3.3151649E+001, 3.3214059E+001, 3.3275323E+001, 3.3268274E+001, 3.3219341E+001, 3.3308907E+001, 3.3395666E+001, 3.3374584E+001, 3.3288727E+001, 3.3256977E+001, 3.4529664E+001, 3.4696528E+001, 3.4596771E+001, 3.4737965E+001, 3.4863521E+001, 3.5498614E+001, 3.5540311E+001, 3.5639573E+001, 3.5618670E+001, 3.5513946E+001, 3.5501125E+001, 3.5589271E+001, 3.5606286E+001, 3.5509819E+001, 3.5464186E+001, 1.9800000E+001, 1.9800000E+001, 1.9800001E+001, 1.9800001E+001, 1.9800000E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.9800001E+001, 1.9800000E+001, 1.9800000E+001, 1.9800001E+001, 1.9800002E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.0564500E+004, 1.0564500E+004, 1.0564500E+004
 1.1000984E+003, 1.8305328E+002, 1.8474162E+002, 1.9401536E+002, 2.0148910E+002, 2.0128979E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 3.6274289E+001, 3.6355829E+001, 3.6431627E+001, 3.6419543E+001, 3.6369088E+001, 3.6496729E+001, 3.6602017E+001, 3.6574943E+001, 3.6476044E+001, 3.6431246E+001, 3.7997591E+001, 3.8201060E+001, 3.8085631E+001, 3.8250507E+001, 3.8412279E+001, 3.9215096E+001, 3.9273976E+001, 3.9389770E+001, 3.9363129E+001, 3.9237565E+001, 3.9211112E+001, 3.9320552E+001, 3.9332871E+001, 3.9230042E+001, 3.9170225E+001, 1.9800001E+001, 1.9800001E+001, 1.9800002E+001, 1.9800002E+001, 1.9800001E+001, 1.9800001E+001, 1.9800002E+001, 1.9800001E+001, 1.9800002E+001, 1.9800001E+001, 1.9800001E+001, 1.9800003E+001, 1.9800003E+001, 1.9800001E+001, 1.9800001E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.0564500E+004, 1.0564500E+004, 1.0564500E+004
 1.1501581E+003, 1.9726097E+002, 1.9888389E+002, 2.0851977E+002, 2.1612924E+002, 2.1582283E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 3.9901896E+001, 4.0008658E+001, 4.0097021E+001, 4.0082619E+001, 4.0033666E+001, 4.0203463E+001, 4.0328819E+001, 4.0295683E+001, 4.0184289E+001, 4.0122866E+001, 4.2024348E+001, 4.2263145E+001, 4.2133592E+001, 4.2326813E+001, 4.2526710E+001, 4.3524067E+001, 4.3604359E+001, 4.3738645E+001, 4.3703591E+001, 4.3550770E+001, 4.3513695E+001, 4.3651414E+001, 4.3657373E+001, 4.3550832E+001, 4.3471432E+001, 1.9800001E+001, 1.9800001E+001, 1.9800004E+001, 1.9800004E+001, 1.9800001E+001, 1.9800001E+001, 1.9800004E+001, 1.9800001E+001, 1.9800004E+001, 1.9800001E+001, 1.9800001E+001, 1.9800005E+001, 1.9800005E+001, 1.9800001E+001, 1.9800001E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.0564742E+004, 1.0564742E+004, 1.0564742E+004
 1.2000064E+003, 2.1186133E+002, 2.1337110E+002, 2.2330013E+002, 2.3030846E+002, 2.3115059E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 4.4068208E+001, 4.4206958E+001, 4.4308219E+001, 4.4295373E+001, 4.4248494E+001, 4.4468212E+001, 4.4618262E+001, 4.4576982E+001, 4.4451873E+001, 4.4370405E+001, 4.6687573E+001, 4.6963561E+001, 4.6820879E+001, 4.7047762E+001, 4.7291773E+001, 4.8518159E+001, 4.8623705E+001, 4.8781318E+001, 4.8736868E+001, 4.8546837E+001, 4.8504181E+001, 4.8676813E+001, 4.8677296E+001, 4.8568063E+001, 4.8463773E+001, 1.9800002E+001, 1.9800002E+001, 1.9800006E+001, 1.9800006E+001, 1.9800002E+001, 1.9800002E+001, 1.9800007E+001, 1.9800002E+001, 1.9800007E+001, 1.9800002E+001, 1.9800002E+001, 1.9800008E+001, 1.9800008E+001, 1.9800002E+001, 1.9800002E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.0565012E+004, 1.0565012E+004, 1.0565012E+004
 1.2502091E+003, 2.2525279E+002, 2.2679738E+002, 2.3667998E+002, 2.4374417E+002, 2.4438022E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 4.8861915E+001, 4.9035829E+001, 4.9153733E+001, 4.9145417E+001, 4.9097078E+001, 4.9375421E+001, 4.9554258E+001, 4.9502196E+001, 4.9363518E+001, 4.9258884E+001, 5.2038605E+001, 5.2356527E+001, 5.2200652E+001, 5.2462215E+001, 5.2757516E+001, 5.4222571E+001, 5.4356396E+001, 5.4538164E+001, 5.4491569E+001, 5.4252014E+001, 5.4209776E+001, 5.4424496E+001, 5.4422917E+001, 5.4307795E+001, 5.4177683E+001, 1.9800003E+001, 1.9800003E+001, 1.9800011E+001, 1.9800011E+001, 1.9800003E+001, 1.9800003E+001, 1.9800012E+001, 1.9800004E+001, 1.9800012E+001, 1.9800004E+001, 1.9800004E+001, 1.9800013E+001, 1.9800013E+001, 1.9800004E+001, 1.9800004E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.0565012E+004, 1.0565012E+004, 1.0565012E+004
