s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,MB,MB,MB
 2.1501113E+003, 3.2836063E+002, 3.3068790E+002, 3.3838448E+002, 3.4086077E+002, 3.4529768E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.6919056E+002, 1.7013977E+002, 1.6988287E+002, 1.7064371E+002, 1.7042359E+002, 1.7141069E+002, 1.7230161E+002, 1.7154548E+002, 1.7181553E+002, 1.7079326E+002, 1.7831821E+002, 1.7980603E+002, 1.7927417E+002, 1.8020231E+002, 1.8018761E+002, 1.8250806E+002, 1.8359452E+002, 1.8330448E+002, 1.8398991E+002, 1.8283867E+002, 1.8424422E+002, 1.8595892E+002, 1.8549605E+002, 1.8579162E+002, 1.8469174E+002, 1.9802726E+001, 1.9802756E+001, 1.9805056E+001, 1.9805084E+001, 1.9802767E+001, 1.9802735E+001, 1.9805585E+001, 1.9803038E+001, 1.9805670E+001, 1.9803218E+001, 1.9803247E+001, 1.9805946E+001, 1.9805968E+001, 1.9803265E+001, 1.9803236E+001, 1.9800000E+001, 1.9800002E+001, 1.9800000E+001, 1.9800003E+001, 1.9800000E+001, 1.9800000E+001, 1.9800002E+001, 1.9800000E+001, 1.9800002E+001, 1.9800000E+001, 1.9800000E+001, 1.9800003E+001, 1.9800000E+001, 1.9800003E+001, 1.9800000E+001, 1.9800000E+001, 1.9800003E+001, 1.9800000E+001, 1.9800003E+001, 1.9800000E+001, 1.9800000E+001, 1.9800003E+001, 1.9800000E+001, 1.9800003E+001, 1.9800000E+001, 1.0566036E+004, 1.0566036E+004, 1.0566036E+004
 2.2002153E+003, 3.3176087E+002, 3.3433856E+002, 3.4146372E+002, 3.4376397E+002, 3.4802719E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.7427028E+002, 1.7532461E+002, 1.7497356E+002, 1.7583703E+002, 1.7553843E+002, 1.7657097E+002, 1.7755751E+002, 1.7669129E+002, 1.7706591E+002, 1.7593729E+002, 1.8339880E+002, 1.8500228E+002, 1.8437599E+002, 1.8542588E+002, 1.8529765E+002, 1.8749163E+002, 1.8872629E+002, 1.8830255E+002, 1.8912931E+002, 1.8785880E+002, 1.8935766E+002, 1.9124672E+002, 1.9063706E+002, 1.9106151E+002, 1.8979921E+002, 1.9803530E+001, 1.9803568E+001, 1.9806432E+001, 1.9806470E+001, 1.9803584E+001, 1.9803544E+001, 1.9807104E+001, 1.9803933E+001, 1.9807213E+001, 1.9804165E+001, 1.9804201E+001, 1.9807562E+001, 1.9807588E+001, 1.9804222E+001, 1.9804186E+001, 1.9800000E+001, 1.9800004E+001, 1.9800000E+001, 1.9800004E+001, 1.9800000E+001, 1.9800000E+001, 1.9800004E+001, 1.9800000E+001, 1.9800003E+001, 1.9800000E+001, 1.9800000E+001, 1.9800004E+001, 1.9800000E+001, 1.9800004E+001, 1.9800000E+001, 1.9800000E+001, 1.9800004E+001, 1.9800000E+001, 1.9800004E+001, 1.9800000E+001, 1.9800000E+001, 1.9800004E+001, 1.9800000E+001, 1.9800004E+001, 1.9800000E+001, 1.0566095E+004, 1.0566095E+004, 1.0566095E+004
 2.2500298E+003, 3.3510493E+002, 3.3794408E+002, 3.4463739E+002, 3.4668430E+002, 3.5101378E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.7921484E+002, 1.8039433E+002, 1.7994069E+002, 1.8091450E+002, 1.8052407E+002, 1.8160572E+002, 1.8270410E+002, 1.8171651E+002, 1.8220880E+002, 1.8095726E+002, 1.8831588E+002, 1.9008895E+002, 1.8933758E+002, 1.9052070E+002, 1.9027362E+002, 1.9233799E+002, 1.9373919E+002, 1.9316493E+002, 1.9414345E+002, 1.9273753E+002, 1.9432888E+002, 1.9640325E+002, 1.9563500E+002, 1.9620171E+002, 1.9476554E+002, 1.9804532E+001, 1.9804580E+001, 1.9808120E+001, 1.9808172E+001, 1.9804603E+001, 1.9804554E+001, 1.9808967E+001, 1.9805050E+001, 1.9809106E+001, 1.9805345E+001, 1.9805392E+001, 1.9809544E+001, 1.9809573E+001, 1.9805416E+001, 1.9805370E+001, 1.9800000E+001, 1.9800005E+001, 1.9800000E+001, 1.9800005E+001, 1.9800000E+001, 1.9800000E+001, 1.9800005E+001, 1.9800000E+001, 1.9800005E+001, 1.9800000E+001, 1.9800000E+001, 1.9800006E+001, 1.9800000E+001, 1.9800006E+001, 1.9800000E+001, 1.9800000E+001, 1.9800006E+001, 1.9800000E+001, 1.9800006E+001, 1.9800000E+001, 1.9800000E+001, 1.9800006E+001, 1.9800000E+001, 1.9800006E+001, 1.9800000E+001, 1.0566548E+004, 1.0566548E+004, 1.0566548E+004
 2.3001483E+003, 3.3863238E+002, 3.4151220E+002, 3.4757688E+002, 3.4959064E+002, 3.5397030E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.8407237E+002, 1.8540491E+002, 1.8481621E+002, 1.8592211E+002, 1.8541290E+002, 1.8653766E+002, 1.8778696E+002, 1.8664796E+002, 1.8728740E+002, 1.8588053E+002, 1.9313138E+002, 1.9508969E+002, 1.9420255E+002, 1.9551066E+002, 1.9514936E+002, 1.9706621E+002, 1.9863926E+002, 1.9790168E+002, 1.9904492E+002, 1.9749354E+002, 1.9916456E+002, 2.0142463E+002, 2.0048636E+002, 2.0121428E+002, 1.9959915E+002, 1.9805774E+001, 1.9805835E+001, 1.9810180E+001, 1.9810251E+001, 1.9805868E+001, 1.9805806E+001, 1.9811241E+001, 1.9806434E+001, 1.9811417E+001, 1.9806809E+001, 1.9806868E+001, 1.9811964E+001, 1.9811998E+001, 1.9806895E+001, 1.9806838E+001, 1.9800000E+001, 1.9800007E+001, 1.9800000E+001, 1.9800007E+001, 1.9800000E+001, 1.9800000E+001, 1.9800007E+001, 1.9800000E+001, 1.9800007E+001, 1.9800000E+001, 1.9800000E+001, 1.9800008E+001, 1.9800000E+001, 1.9800008E+001, 1.9800000E+001, 1.9800000E+001, 1.9800008E+001, 1.9800000E+001, 1.9800008E+001, 1.9800000E+001, 1.9800000E+001, 1.9800008E+001, 1.9800000E+001, 1.9800008E+001, 1.9800000E+001, 1.0566548E+004, 1.0566548E+004, 1.0566548E+004
 2.3500377E+003, 3.4218817E+002, 3.4491979E+002, 3.5059136E+002, 3.5252328E+002, 3.5679478E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.8886105E+002, 1.9037993E+002, 1.8962352E+002, 1.9089222E+002, 1.9023400E+002, 1.9140712E+002, 1.9282412E+002, 1.9152074E+002, 1.9232659E+002, 1.9074090E+002, 1.9784442E+002, 1.9999850E+002, 1.9896010E+002, 2.0040579E+002, 1.9991715E+002, 2.0167457E+002, 2.0342876E+002, 2.0251437E+002, 2.0383190E+002, 2.0212984E+002, 2.0386758E+002, 2.0631040E+002, 2.0519658E+002, 2.0609786E+002, 2.0430006E+002, 1.9807304E+001, 1.9807379E+001, 1.9812681E+001, 1.9812774E+001, 1.9807425E+001, 1.9807349E+001, 1.9814000E+001, 1.9808140E+001, 1.9814221E+001, 1.9808611E+001, 1.9808685E+001, 1.9814900E+001, 1.9814940E+001, 1.9808717E+001, 1.9808645E+001, 1.9800000E+001, 1.9800009E+001, 1.9800000E+001, 1.9800009E+001, 1.9800001E+001, 1.9800001E+001, 1.9800010E+001, 1.9800000E+001, 1.9800009E+001, 1.9800000E+001, 1.9800001E+001, 1.9800011E+001, 1.9800000E+001, 1.9800011E+001, 1.9800001E+001, 1.9800000E+001, 1.9800011E+001, 1.9800000E+001, 1.9800011E+001, 1.9800001E+001, 1.9800001E+001, 1.9800011E+001, 1.9800000E+001, 1.9800011E+001, 1.9800000E+001, 1.0566548E+004, 1.0566548E+004, 1.0566548E+004
 2.4001737E+003, 3.4562883E+002, 3.4838597E+002, 3.5355530E+002, 3.5533805E+002, 3.5972628E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9358744E+002, 1.9529294E+002, 1.9436625E+002, 1.9580730E+002, 1.9498560E+002, 1.9621098E+002, 1.9779805E+002, 1.9631989E+002, 1.9730525E+002, 1.9553046E+002, 2.0245578E+002, 2.0481208E+002, 2.0360184E+002, 2.0520582E+002, 2.0457299E+002, 2.0616003E+002, 2.0811088E+002, 2.0700058E+002, 2.0850609E+002, 2.0664588E+002, 2.0843331E+002, 2.1108138E+002, 2.0976638E+002, 2.1087258E+002, 2.0886598E+002, 1.9809175E+001, 1.9809269E+001, 1.9815697E+001, 1.9815818E+001, 1.9809332E+001, 1.9809238E+001, 1.9817330E+001, 1.9810227E+001, 1.9817606E+001, 1.9810816E+001, 1.9810909E+001, 1.9818442E+001, 1.9818489E+001, 1.9810946E+001, 1.9810857E+001, 1.9800000E+001, 1.9800013E+001, 1.9800000E+001, 1.9800013E+001, 1.9800001E+001, 1.9800001E+001, 1.9800013E+001, 1.9800000E+001, 1.9800013E+001, 1.9800000E+001, 1.9800001E+001, 1.9800014E+001, 1.9800000E+001, 1.9800014E+001, 1.9800001E+001, 1.9800000E+001, 1.9800015E+001, 1.9800000E+001, 1.9800015E+001, 1.9800001E+001, 1.9800001E+001, 1.9800015E+001, 1.9800000E+001, 1.9800015E+001, 1.9800000E+001, 1.0566548E+004, 1.0566548E+004, 1.0566548E+004
 2.4501316E+003, 3.4910406E+002, 3.5177497E+002, 3.5665998E+002, 3.5795790E+002, 3.6214605E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9823579E+002, 2.0013721E+002, 1.9903279E+002, 2.0065924E+002, 1.9966021E+002, 2.0093835E+002, 2.0269979E+002, 2.0103476E+002, 2.0220622E+002, 2.0023955E+002, 2.0694007E+002, 2.0951590E+002, 2.0810903E+002, 2.0990354E+002, 2.0910773E+002, 2.1052105E+002, 2.1271270E+002, 2.1137326E+002, 2.1310623E+002, 2.1104496E+002, 2.1291072E+002, 2.1581251E+002, 2.1427289E+002, 2.1560608E+002, 2.1335669E+002, 1.9811450E+001, 1.9811566E+001, 1.9819315E+001, 1.9819472E+001, 1.9811651E+001, 1.9811536E+001, 1.9821324E+001, 1.9812765E+001, 1.9821666E+001, 1.9813496E+001, 1.9813612E+001, 1.9822690E+001, 1.9822747E+001, 1.9813655E+001, 1.9813545E+001, 1.9800000E+001, 1.9800017E+001, 1.9800000E+001, 1.9800017E+001, 1.9800001E+001, 1.9800001E+001, 1.9800017E+001, 1.9800000E+001, 1.9800017E+001, 1.9800000E+001, 1.9800001E+001, 1.9800019E+001, 1.9800000E+001, 1.9800019E+001, 1.9800001E+001, 1.9800001E+001, 1.9800020E+001, 1.9800001E+001, 1.9800021E+001, 1.9800001E+001, 1.9800001E+001, 1.9800021E+001, 1.9800001E+001, 1.9800021E+001, 1.9800001E+001, 1.0566592E+004, 1.0566592E+004, 1.0566592E+004
 2.5000528E+003, 3.5167388E+002, 3.5453626E+002, 3.5960124E+002, 3.6025567E+002, 3.6442600E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 2.0278821E+002, 2.0489391E+002, 2.0360727E+002, 2.0542224E+002, 2.0423940E+002, 2.0555640E+002, 2.0750422E+002, 2.0564332E+002, 2.0700947E+002, 2.0484633E+002, 2.1130416E+002, 2.1415284E+002, 2.1251986E+002, 2.1455453E+002, 2.1357238E+002, 2.1481997E+002, 2.1728311E+002, 2.1568972E+002, 2.1768057E+002, 2.1538759E+002, 2.1732002E+002, 2.2048062E+002, 2.1869533E+002, 2.2027580E+002, 2.1778082E+002, 1.9814191E+001, 1.9814334E+001, 1.9823621E+001, 1.9823820E+001, 1.9814447E+001, 1.9814306E+001, 1.9826078E+001, 1.9815825E+001, 1.9826499E+001, 1.9816726E+001, 1.9816869E+001, 1.9827746E+001, 1.9827816E+001, 1.9816921E+001, 1.9816786E+001, 1.9800001E+001, 1.9800023E+001, 1.9800001E+001, 1.9800023E+001, 1.9800001E+001, 1.9800001E+001, 1.9800023E+001, 1.9800001E+001, 1.9800023E+001, 1.9800001E+001, 1.9800001E+001, 1.9800026E+001, 1.9800001E+001, 1.9800026E+001, 1.9800001E+001, 1.9800001E+001, 1.9800027E+001, 1.9800001E+001, 1.9800027E+001, 1.9800002E+001, 1.9800002E+001, 1.9800028E+001, 1.9800001E+001, 1.9800027E+001, 1.9800001E+001, 1.0567060E+004, 1.0567060E+004, 1.0567060E+004
 2.5500338E+003, 3.5437780E+002, 3.5713577E+002, 3.6141572E+002, 3.6248673E+002, 3.6661591E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 2.0722471E+002, 2.0954986E+002, 2.0806359E+002, 2.1007857E+002, 2.0869925E+002, 2.1005237E+002, 2.1221367E+002, 2.1013120E+002, 2.1172049E+002, 2.0932944E+002, 2.1562422E+002, 2.1875958E+002, 2.1689550E+002, 2.1918277E+002, 2.1797753E+002, 2.1904891E+002, 2.2179160E+002, 2.1992096E+002, 2.2219480E+002, 2.1965680E+002, 2.2162057E+002, 2.2506717E+002, 2.2299507E+002, 2.2487366E+002, 2.2209399E+002, 1.9817478E+001, 1.9817652E+001, 1.9828722E+001, 1.9828973E+001, 1.9817801E+001, 1.9817630E+001, 1.9831709E+001, 1.9819495E+001, 1.9832225E+001, 1.9820599E+001, 1.9820775E+001, 1.9833734E+001, 1.9833821E+001, 1.9820837E+001, 1.9820672E+001, 1.9800001E+001, 1.9800031E+001, 1.9800001E+001, 1.9800031E+001, 1.9800002E+001, 1.9800002E+001, 1.9800031E+001, 1.9800001E+001, 1.9800031E+001, 1.9800001E+001, 1.9800002E+001, 1.9800034E+001, 1.9800001E+001, 1.9800034E+001, 1.9800002E+001, 1.9800001E+001, 1.9800036E+001, 1.9800001E+001, 1.9800036E+001, 1.9800002E+001, 1.9800002E+001, 1.9800037E+001, 1.9800001E+001, 1.9800036E+001, 1.9800001E+001, 1.0567060E+004, 1.0567060E+004, 1.0567060E+004
 2.6001319E+003, 3.5667391E+002, 3.5957864E+002, 3.6351427E+002, 3.6463037E+002, 3.6861813E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 2.1154635E+002, 2.1414091E+002, 2.1241010E+002, 2.1467395E+002, 2.1306823E+002, 2.1448000E+002, 2.1689113E+002, 2.1454972E+002, 2.1640093E+002, 2.1373558E+002, 2.1987743E+002, 2.2330926E+002, 2.2118269E+002, 2.2375653E+002, 2.2227199E+002, 2.2317470E+002, 2.2622946E+002, 2.2404344E+002, 2.2663400E+002, 2.2382250E+002, 2.2579821E+002, 2.2949249E+002, 2.2712194E+002, 2.2932111E+002, 2.2625452E+002, 1.9821405E+001, 1.9821616E+001, 1.9834745E+001, 1.9835059E+001, 1.9821810E+001, 1.9821603E+001, 1.9838360E+001, 1.9823881E+001, 1.9838989E+001, 1.9825226E+001, 1.9825440E+001, 1.9840804E+001, 1.9840914E+001, 1.9825518E+001, 1.9825317E+001, 1.9800001E+001, 1.9800040E+001, 1.9800001E+001, 1.9800040E+001, 1.9800002E+001, 1.9800002E+001, 1.9800041E+001, 1.9800001E+001, 1.9800040E+001, 1.9800001E+001, 1.9800003E+001, 1.9800045E+001, 1.9800001E+001, 1.9800045E+001, 1.9800003E+001, 1.9800001E+001, 1.9800047E+001, 1.9800001E+001, 1.9800048E+001, 1.9800003E+001, 1.9800003E+001, 1.9800048E+001, 1.9800001E+001, 1.9800048E+001, 1.9800001E+001, 1.0567060E+004, 1.0567060E+004, 1.0567060E+004
 2.6502119E+003, 3.5882481E+002, 3.6188548E+002, 3.6552607E+002, 3.6630341E+002, 3.7058760E+002, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 1.9800000E+001, 2.1579287E+002, 2.1869818E+002, 2.1668850E+002, 2.1923783E+002, 2.1737764E+002, 2.1883889E+002, 2.2151703E+002, 2.1889107E+002, 2.2102633E+002, 2.1807231E+002, 2.2402418E+002, 2.2774840E+002, 2.2533098E+002, 2.2821374E+002, 2.2642367E+002, 2.2715631E+002, 2.3049464E+002, 2.2800489E+002, 2.3089518E+002, 2.2782708E+002, 2.2977407E+002, 2.3374050E+002, 2.3103923E+002, 2.3359033E+002, 2.3019933E+002, 1.9826068E+001, 1.9826323E+001, 1.9841816E+001, 1.9842206E+001, 1.9826571E+001, 1.9826322E+001, 1.9846168E+001, 1.9829091E+001, 1.9846930E+001, 1.9830718E+001, 1.9830980E+001, 1.9849101E+001, 1.9849242E+001, 1.9831077E+001, 1.9830833E+001, 1.9800001E+001, 1.9800052E+001, 1.9800001E+001, 1.9800053E+001, 1.9800003E+001, 1.9800003E+001, 1.9800053E+001, 1.9800001E+001, 1.9800053E+001, 1.9800001E+001, 1.9800003E+001, 1.9800058E+001, 1.9800002E+001, 1.9800059E+001, 1.9800004E+001, 1.9800002E+001, 1.9800062E+001, 1.9800002E+001, 1.9800062E+001, 1.9800004E+001, 1.9800004E+001, 1.9800063E+001, 1.9800002E+001, 1.9800062E+001, 1.9800002E+001, 1.0567060E+004, 1.0567060E+004, 1.0567060E+004
 2.7001480E+003, 3.6083914E+002, 3.6400373E+002, 3.6766163E+002, 3.6815640E+002, 3.7255477E+002, 1.9800000E+001, 1.9800000E+001, 1.9800001E+001, 1.9800001E+001, 1.9800001E+001, 2.1993641E+002, 2.2316998E+002, 2.2084768E+002, 2.2372578E+002, 2.2157351E+002, 2.2307289E+002, 2.2605380E+002, 2.2310682E+002, 2.2556252E+002, 2.2227939E+002, 2.2800952E+002, 2.3197725E+002, 2.2926147E+002, 2.3245677E+002, 2.3035808E+002, 2.3091999E+002, 2.3457652E+002, 2.3175150E+002, 2.3498595E+002, 2.3161538E+002, 2.3356348E+002, 2.3784666E+002, 2.3478702E+002, 2.3771732E+002, 2.3396616E+002, 1.9831559E+001, 1.9831866E+001, 1.9850055E+001, 1.9850534E+001, 1.9832182E+001, 1.9831882E+001, 1.9855265E+001, 1.9835229E+001, 1.9856183E+001, 1.9837186E+001, 1.9837503E+001, 1.9858766E+001, 1.9858946E+001, 1.9837626E+001, 1.9837332E+001, 1.9800002E+001, 1.9800068E+001, 1.9800002E+001, 1.9800068E+001, 1.9800004E+001, 1.9800004E+001, 1.9800069E+001, 1.9800002E+001, 1.9800068E+001, 1.9800002E+001, 1.9800005E+001, 1.9800076E+001, 1.9800002E+001, 1.9800076E+001, 1.9800005E+001, 1.9800002E+001, 1.9800080E+001, 1.9800002E+001, 1.9800081E+001, 1.9800005E+001, 1.9800005E+001, 1.9800081E+001, 1.9800002E+001, 1.9800081E+001, 1.9800002E+001, 1.0567472E+004, 1.0567472E+004, 1.0567472E+004
 2.7500842E+003, 3.6292306E+002, 3.6605773E+002, 3.6967759E+002, 3.6983627E+002, 3.7459888E+002, 1.9800001E+001, 1.9800001E+001, 1.9800001E+001, 1.9800001E+001, 1.9800001E+001, 2.2396099E+002, 2.2753174E+002, 2.2487617E+002, 2.2809979E+002, 2.2564629E+002, 2.2715883E+002, 2.3040425E+002, 2.2716603E+002, 2.2992912E+002, 2.2634572E+002, 2.3179124E+002, 2.3606080E+002, 2.3299561E+002, 2.3654423E+002, 2.3412374E+002, 2.3452192E+002, 2.3852788E+002, 2.3533579E+002, 2.3894729E+002, 2.3524301E+002, 2.3721446E+002, 2.4184435E+002, 2.3840139E+002, 2.4173374E+002, 2.3760181E+002, 1.9837993E+001, 1.9838360E+001, 1.9859606E+001, 1.9860191E+001, 1.9838757E+001, 1.9838399E+001, 1.9865811E+001, 1.9842423E+001, 1.9866910E+001, 1.9844763E+001, 1.9845144E+001, 1.9869964E+001, 1.9870195E+001, 1.9845302E+001, 1.9844948E+001, 1.9800003E+001, 1.9800087E+001, 1.9800003E+001, 1.9800088E+001, 1.9800005E+001, 1.9800005E+001, 1.9800088E+001, 1.9800003E+001, 1.9800088E+001, 1.9800003E+001, 1.9800006E+001, 1.9800097E+001, 1.9800003E+001, 1.9800098E+001, 1.9800006E+001, 1.9800003E+001, 1.9800103E+001, 1.9800003E+001, 1.9800104E+001, 1.9800006E+001, 1.9800006E+001, 1.9800104E+001, 1.9800003E+001, 1.9800104E+001, 1.9800003E+001, 1.0567572E+004, 1.0567572E+004, 1.0567572E+004
 2.8000203E+003, 3.6461187E+002, 3.6787271E+002, 3.7104496E+002, 3.7151474E+002, 3.7630970E+002, 1.9800001E+001, 1.9800001E+001, 1.9800001E+001, 1.9800001E+001, 1.9800001E+001, 2.2784179E+002, 2.3170289E+002, 2.2873195E+002, 2.3227066E+002, 2.2952624E+002, 2.3102980E+002, 2.3456933E+002, 2.3100764E+002, 2.3410582E+002, 2.3020034E+002, 2.3542165E+002, 2.4004355E+002, 2.3659197E+002, 2.4052752E+002, 2.3775773E+002, 2.3799793E+002, 2.4238844E+002, 2.3878649E+002, 2.4280735E+002, 2.3874420E+002, 2.4074579E+002, 2.4577054E+002, 2.4190218E+002, 2.4567419E+002, 2.4112727E+002, 1.9845501E+001, 1.9845939E+001, 1.9870640E+001, 1.9871349E+001, 1.9846433E+001, 1.9846007E+001, 1.9877992E+001, 1.9850821E+001, 1.9879303E+001, 1.9853602E+001, 1.9854059E+001, 1.9882894E+001, 1.9883191E+001, 1.9854262E+001, 1.9853838E+001, 1.9800003E+001, 1.9800111E+001, 1.9800003E+001, 1.9800112E+001, 1.9800007E+001, 1.9800007E+001, 1.9800113E+001, 1.9800003E+001, 1.9800112E+001, 1.9800003E+001, 1.9800008E+001, 1.9800124E+001, 1.9800004E+001, 1.9800125E+001, 1.9800008E+001, 1.9800004E+001, 1.9800131E+001, 1.9800004E+001, 1.9800132E+001, 1.9800008E+001, 1.9800008E+001, 1.9800133E+001, 1.9800004E+001, 1.9800132E+001, 1.9800004E+001, 1.0567572E+004, 1.0567572E+004, 1.0567572E+004
 2.8502013E+003, 3.6617178E+002, 3.6959767E+002, 3.7251392E+002, 3.7299981E+002, 3.7759926E+002, 1.9800001E+001, 1.9800001E+001, 1.9800001E+001, 1.9800001E+001, 1.9800001E+001, 2.3151932E+002, 2.3571503E+002, 2.3239055E+002, 2.3628643E+002, 2.3321759E+002, 2.3474074E+002, 2.3860987E+002, 2.3468704E+002, 2.3814963E+002, 2.3388306E+002, 2.3893149E+002, 2.4394958E+002, 2.4006472E+002, 2.4443231E+002, 2.4127102E+002, 2.4135228E+002, 2.4619136E+002, 2.4212363E+002, 2.4660769E+002, 2.4213992E+002, 2.4416668E+002, 2.4963323E+002, 2.4530908E+002, 2.4954861E+002, 2.4453649E+002, 1.9854243E+001, 1.9854762E+001, 1.9883363E+001, 1.9884217E+001, 1.9855373E+001, 1.9854868E+001, 1.9892035E+001, 1.9860601E+001, 1.9893591E+001, 1.9863891E+001, 1.9864436E+001, 1.9897794E+001, 1.9898173E+001, 1.9864697E+001, 1.9864193E+001, 1.9800004E+001, 1.9800141E+001, 1.9800004E+001, 1.9800142E+001, 1.9800009E+001, 1.9800009E+001, 1.9800143E+001, 1.9800004E+001, 1.9800142E+001, 1.9800004E+001, 1.9800010E+001, 1.9800157E+001, 1.9800005E+001, 1.9800158E+001, 1.9800010E+001, 1.9800005E+001, 1.9800167E+001, 1.9800005E+001, 1.9800168E+001, 1.9800011E+001, 1.9800011E+001, 1.9800168E+001, 1.9800005E+001, 1.9800167E+001, 1.9800005E+001, 1.0567572E+004, 1.0567572E+004, 1.0567572E+004
 2.9001374E+003, 3.6773670E+002, 3.7121056E+002, 3.7391445E+002, 3.7435926E+002, 3.7902161E+002, 1.9800001E+001, 1.9800001E+001, 1.9800002E+001, 1.9800002E+001, 1.9800002E+001, 2.3502751E+002, 2.3959243E+002, 2.3588605E+002, 2.4017362E+002, 2.3675162E+002, 2.3830520E+002, 2.4254361E+002, 2.3822203E+002, 2.4207550E+002, 2.3741771E+002, 2.4231554E+002, 2.4777261E+002, 2.4340036E+002, 2.4824810E+002, 2.4466264E+002, 2.4458293E+002, 2.4991492E+002, 2.4535214E+002, 2.5033791E+002, 2.4542546E+002, 2.4748874E+002, 2.5341306E+002, 2.4861507E+002, 2.5333676E+002, 2.4784038E+002, 1.9864348E+001, 1.9864961E+001, 1.9897931E+001, 1.9898953E+001, 1.9865711E+001, 1.9865115E+001, 1.9908111E+001, 1.9871909E+001, 1.9909948E+001, 1.9875779E+001, 1.9876426E+001, 1.9914842E+001, 1.9915324E+001, 1.9876761E+001, 1.9876163E+001, 1.9800006E+001, 1.9800178E+001, 1.9800006E+001, 1.9800179E+001, 1.9800012E+001, 1.9800012E+001, 1.9800181E+001, 1.9800006E+001, 1.9800179E+001, 1.9800006E+001, 1.9800013E+001, 1.9800199E+001, 1.9800006E+001, 1.9800199E+001, 1.9800013E+001, 1.9800007E+001, 1.9800210E+001, 1.9800007E+001, 1.9800211E+001, 1.9800014E+001, 1.9800014E+001, 1.9800212E+001, 1.9800007E+001, 1.9800211E+001, 1.9800007E+001, 1.0567572E+004, 1.0567572E+004, 1.0567572E+004
 2.9500736E+003, 3.6930040E+002, 3.7265283E+002, 3.7538498E+002, 3.7583052E+002, 3.8045848E+002, 1.9800002E+001, 1.9800002E+001, 1.9800002E+001, 1.9800002E+001, 1.9800002E+001, 2.3838631E+002, 2.4336127E+002, 2.3923046E+002, 2.4395814E+002, 2.4014057E+002, 2.4172200E+002, 2.4638436E+002, 2.4161426E+002, 2.4590493E+002, 2.4080623E+002, 2.4557286E+002, 2.5149169E+002, 2.4661294E+002, 2.5196386E+002, 2.4794102E+002, 2.4770416E+002, 2.5354651E+002, 2.4847901E+002, 2.5398269E+002, 2.4860452E+002, 2.5070710E+002, 2.5710706E+002, 2.5180157E+002, 2.5702877E+002, 2.5103713E+002, 1.9875946E+001, 1.9876666E+001, 1.9914499E+001, 1.9915714E+001, 1.9877579E+001, 1.9876878E+001, 1.9926388E+001, 1.9884888E+001, 1.9928547E+001, 1.9889416E+001, 1.9890180E+001, 1.9934214E+001, 1.9934824E+001, 1.9890610E+001, 1.9889904E+001, 1.9800007E+001, 1.9800223E+001, 1.9800007E+001, 1.9800224E+001, 1.9800015E+001, 1.9800015E+001, 1.9800226E+001, 1.9800007E+001, 1.9800225E+001, 1.9800007E+001, 1.9800016E+001, 1.9800249E+001, 1.9800008E+001, 1.9800250E+001, 1.9800016E+001, 1.9800009E+001, 1.9800263E+001, 1.9800009E+001, 1.9800265E+001, 1.9800017E+001, 1.9800017E+001, 1.9800266E+001, 1.9800009E+001, 1.9800264E+001, 1.9800009E+001, 1.0567572E+004, 1.0567572E+004, 1.0567572E+004
