s,m3/s,m/s,kg/m/s,kg/m3
 3.550E+01, 3.333E+00, 4.997E+00, 2.500E-02, 1.165E+00
 3.600E+01, 3.333E+00, 4.997E+00, 2.500E-02, 1.165E+00
 3.650E+01, 3.333E+00, 4.998E+00, 2.500E-02, 1.165E+00
 3.700E+01, 3.334E+00, 4.998E+00, 2.500E-02, 1.165E+00
 3.750E+01, 3.334E+00, 4.998E+00, 2.500E-02, 1.165E+00
 3.800E+01, 3.334E+00, 4.998E+00, 2.500E-02, 1.165E+00
 3.850E+01, 3.334E+00, 4.998E+00, 2.500E-02, 1.165E+00
 3.900E+01, 3.334E+00, 4.999E+00, 2.500E-02, 1.165E+00
 3.950E+01, 3.334E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.000E+01, 3.334E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.050E+01, 3.334E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.100E+01, 3.334E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.150E+01, 3.334E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.200E+01, 3.334E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.250E+01, 3.335E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.300E+01, 3.335E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.350E+01, 3.335E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.400E+01, 3.335E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.450E+01, 3.335E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.500E+01, 3.335E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.550E+01, 3.335E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.600E+01, 3.335E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.650E+01, 3.335E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.700E+01, 3.335E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.750E+01, 3.335E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.800E+01, 3.335E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.850E+01, 3.335E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.900E+01, 3.335E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.950E+01, 3.335E+00, 5.000E+00, 2.500E-02, 1.165E+00
 5.000E+01, 3.335E+00, 5.000E+00, 2.500E-02, 1.165E+00
