s,m3/s,m/s,kg/m/s,kg/m3
 2.153E+01, 3.397E+00, 4.939E+00, 2.500E-02, 1.165E+00
 2.209E+01, 3.401E+00, 4.945E+00, 2.500E-02, 1.165E+00
 2.255E+01, 3.405E+00, 4.950E+00, 2.500E-02, 1.165E+00
 2.301E+01, 3.408E+00, 4.955E+00, 2.500E-02, 1.165E+00
 2.356E+01, 3.411E+00, 4.959E+00, 2.500E-02, 1.165E+00
 2.403E+01, 3.414E+00, 4.963E+00, 2.500E-02, 1.165E+00
 2.458E+01, 3.416E+00, 4.967E+00, 2.500E-02, 1.165E+00
 2.504E+01, 3.418E+00, 4.970E+00, 2.500E-02, 1.165E+00
 2.550E+01, 3.420E+00, 4.973E+00, 2.500E-02, 1.165E+00
 2.606E+01, 3.422E+00, 4.976E+00, 2.500E-02, 1.165E+00
 2.652E+01, 3.423E+00, 4.978E+00, 2.500E-02, 1.165E+00
 2.708E+01, 3.425E+00, 4.980E+00, 2.500E-02, 1.165E+00
 2.754E+01, 3.426E+00, 4.982E+00, 2.500E-02, 1.165E+00
 2.809E+01, 3.427E+00, 4.984E+00, 2.500E-02, 1.165E+00
 2.855E+01, 3.428E+00, 4.986E+00, 2.500E-02, 1.165E+00
 2.902E+01, 3.429E+00, 4.987E+00, 2.500E-02, 1.165E+00
 2.957E+01, 3.430E+00, 4.988E+00, 2.500E-02, 1.165E+00
 3.003E+01, 3.431E+00, 4.989E+00, 2.500E-02, 1.165E+00
 3.059E+01, 3.431E+00, 4.991E+00, 2.500E-02, 1.165E+00
 3.105E+01, 3.432E+00, 4.991E+00, 2.500E-02, 1.165E+00
 3.151E+01, 3.432E+00, 4.992E+00, 2.500E-02, 1.165E+00
 3.206E+01, 3.433E+00, 4.993E+00, 2.500E-02, 1.165E+00
 3.253E+01, 3.433E+00, 4.994E+00, 2.500E-02, 1.165E+00
 3.308E+01, 3.434E+00, 4.994E+00, 2.500E-02, 1.165E+00
 3.354E+01, 3.434E+00, 4.995E+00, 2.500E-02, 1.165E+00
 3.400E+01, 3.434E+00, 4.995E+00, 2.500E-02, 1.165E+00
 3.456E+01, 3.435E+00, 4.996E+00, 2.500E-02, 1.165E+00
 3.502E+01, 3.435E+00, 4.996E+00, 2.500E-02, 1.165E+00
 3.557E+01, 3.435E+00, 4.997E+00, 2.500E-02, 1.165E+00
 3.604E+01, 3.436E+00, 4.997E+00, 2.500E-02, 1.165E+00
 3.659E+01, 3.436E+00, 4.997E+00, 2.500E-02, 1.165E+00
 3.705E+01, 3.436E+00, 4.998E+00, 2.500E-02, 1.165E+00
 3.751E+01, 3.436E+00, 4.998E+00, 2.500E-02, 1.165E+00
 3.807E+01, 3.436E+00, 4.998E+00, 2.500E-02, 1.165E+00
 3.853E+01, 3.436E+00, 4.998E+00, 2.500E-02, 1.165E+00
 3.908E+01, 3.436E+00, 4.998E+00, 2.500E-02, 1.165E+00
 3.955E+01, 3.437E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.001E+01, 3.437E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.056E+01, 3.437E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.102E+01, 3.437E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.158E+01, 3.437E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.204E+01, 3.437E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.250E+01, 3.437E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.306E+01, 3.437E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.352E+01, 3.437E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.407E+01, 3.437E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.454E+01, 3.437E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.509E+01, 3.437E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.555E+01, 3.437E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.601E+01, 3.437E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.657E+01, 3.437E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.703E+01, 3.437E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.758E+01, 3.437E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.805E+01, 3.437E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.851E+01, 3.437E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.906E+01, 3.437E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.952E+01, 3.437E+00, 5.000E+00, 2.500E-02, 1.165E+00
 5.000E+01, 3.437E+00, 5.000E+00, 2.500E-02, 1.165E+00
