s,m3/s,m/s,kg/m/s,kg/m3
 1.520E+01, 1.402E+02, 1.579E+02, 7.789E-02, 1.195E+00
 1.540E+01, 1.402E+02, 1.603E+02, 8.731E-02, 1.195E+00
 1.560E+01, 1.403E+02, 1.549E+02, 8.180E-02, 1.195E+00
 1.580E+01, 1.403E+02, 1.599E+02, 8.645E-02, 1.195E+00
 1.600E+01, 1.403E+02, 1.589E+02, 8.606E-02, 1.195E+00
 1.620E+01, 1.403E+02, 1.584E+02, 9.069E-02, 1.195E+00
 1.640E+01, 1.403E+02, 1.595E+02, 7.919E-02, 1.195E+00
 1.660E+01, 1.402E+02, 1.567E+02, 8.994E-02, 1.195E+00
 1.680E+01, 1.402E+02, 1.570E+02, 7.802E-02, 1.195E+00
 1.700E+01, 1.403E+02, 1.547E+02, 7.640E-02, 1.195E+00
 1.720E+01, 1.403E+02, 1.593E+02, 8.377E-02, 1.195E+00
 1.740E+01, 1.403E+02, 1.585E+02, 8.139E-02, 1.195E+00
 1.760E+01, 1.403E+02, 1.544E+02, 8.073E-02, 1.195E+00
 1.780E+01, 1.403E+02, 1.590E+02, 9.073E-02, 1.195E+00
 1.800E+01, 1.403E+02, 1.582E+02, 8.901E-02, 1.195E+00
 1.820E+01, 1.403E+02, 1.562E+02, 8.312E-02, 1.195E+00
 1.840E+01, 1.403E+02, 1.614E+02, 9.228E-02, 1.195E+00
 1.860E+01, 1.403E+02, 1.576E+02, 7.804E-02, 1.195E+00
 1.880E+01, 1.404E+02, 1.569E+02, 7.354E-02, 1.195E+00
 1.900E+01, 1.404E+02, 1.574E+02, 7.987E-02, 1.195E+00
 1.920E+01, 1.403E+02, 1.569E+02, 8.534E-02, 1.195E+00
 1.940E+01, 1.404E+02, 1.599E+02, 9.525E-02, 1.195E+00
 1.960E+01, 1.404E+02, 1.587E+02, 8.600E-02, 1.195E+00
 1.980E+01, 1.404E+02, 1.594E+02, 8.925E-02, 1.195E+00
 2.000E+01, 1.404E+02, 1.617E+02, 8.812E-02, 1.195E+00
