s,m3/s,m/s,kg/m/s,kg/m3
 7.300E+01, 1.197E+01, 1.469E+01, 3.459E-03, 1.195E+00
 7.400E+01, 1.197E+01, 1.474E+01, 3.932E-03, 1.195E+00
 7.500E+01, 1.197E+01, 1.463E+01, 3.624E-03, 1.195E+00
 7.600E+01, 1.196E+01, 1.467E+01, 3.612E-03, 1.195E+00
 7.700E+01, 1.195E+01, 1.466E+01, 3.533E-03, 1.195E+00
 7.800E+01, 1.195E+01, 1.474E+01, 3.784E-03, 1.195E+00
 7.900E+01, 1.195E+01, 1.470E+01, 3.894E-03, 1.195E+00
 8.000E+01, 1.194E+01, 1.474E+01, 3.363E-03, 1.195E+00
 8.100E+01, 1.194E+01, 1.470E+01, 3.611E-03, 1.195E+00
 8.200E+01, 1.194E+01, 1.485E+01, 3.701E-03, 1.195E+00
 8.300E+01, 1.194E+01, 1.475E+01, 3.845E-03, 1.195E+00
 8.400E+01, 1.195E+01, 1.437E+01, 3.446E-03, 1.195E+00
 8.500E+01, 1.194E+01, 1.452E+01, 3.544E-03, 1.195E+00
 8.600E+01, 1.194E+01, 1.505E+01, 3.438E-03, 1.195E+00
 8.700E+01, 1.194E+01, 1.488E+01, 3.210E-03, 1.195E+00
 8.800E+01, 1.193E+01, 1.479E+01, 3.831E-03, 1.195E+00
 8.900E+01, 1.193E+01, 1.460E+01, 3.873E-03, 1.195E+00
 9.000E+01, 1.194E+01, 1.500E+01, 4.184E-03, 1.195E+00
 9.100E+01, 1.194E+01, 1.450E+01, 3.725E-03, 1.195E+00
 9.200E+01, 1.193E+01, 1.472E+01, 3.800E-03, 1.195E+00
 9.300E+01, 1.193E+01, 1.491E+01, 3.520E-03, 1.195E+00
 9.400E+01, 1.193E+01, 1.437E+01, 4.516E-03, 1.195E+00
 9.500E+01, 1.193E+01, 1.464E+01, 3.846E-03, 1.195E+00
 9.600E+01, 1.193E+01, 1.465E+01, 3.860E-03, 1.195E+00
 9.700E+01, 1.193E+01, 1.448E+01, 3.344E-03, 1.195E+00
 9.800E+01, 1.192E+01, 1.488E+01, 4.015E-03, 1.195E+00
 9.900E+01, 1.192E+01, 1.465E+01, 3.676E-03, 1.195E+00
 1.000E+02, 1.192E+01, 1.484E+01, 3.994E-03, 1.195E+00
