s,m3/s,m/s,kg/m/s,kg/m3
 2.302E+01, 3.332E+00, 4.958E+00, 2.500E-02, 1.165E+00
 2.351E+01, 3.335E+00, 4.962E+00, 2.500E-02, 1.165E+00
 2.400E+01, 3.337E+00, 4.966E+00, 2.500E-02, 1.165E+00
 2.452E+01, 3.340E+00, 4.969E+00, 2.500E-02, 1.165E+00
 2.502E+01, 3.342E+00, 4.972E+00, 2.500E-02, 1.165E+00
 2.551E+01, 3.343E+00, 4.975E+00, 2.500E-02, 1.165E+00
 2.600E+01, 3.345E+00, 4.978E+00, 2.500E-02, 1.165E+00
 2.652E+01, 3.346E+00, 4.980E+00, 2.500E-02, 1.165E+00
 2.702E+01, 3.348E+00, 4.982E+00, 2.500E-02, 1.165E+00
 2.751E+01, 3.349E+00, 4.984E+00, 2.500E-02, 1.165E+00
 2.803E+01, 3.350E+00, 4.985E+00, 2.500E-02, 1.165E+00
 2.852E+01, 3.351E+00, 4.987E+00, 2.500E-02, 1.165E+00
 2.901E+01, 3.352E+00, 4.988E+00, 2.500E-02, 1.165E+00
 2.951E+01, 3.353E+00, 4.989E+00, 2.500E-02, 1.165E+00
 3.003E+01, 3.353E+00, 4.990E+00, 2.500E-02, 1.165E+00
 3.052E+01, 3.354E+00, 4.991E+00, 2.500E-02, 1.165E+00
 3.101E+01, 3.354E+00, 4.992E+00, 2.500E-02, 1.165E+00
 3.150E+01, 3.355E+00, 4.993E+00, 2.500E-02, 1.165E+00
 3.202E+01, 3.355E+00, 4.994E+00, 2.500E-02, 1.165E+00
 3.252E+01, 3.356E+00, 4.994E+00, 2.500E-02, 1.165E+00
 3.301E+01, 3.356E+00, 4.995E+00, 2.500E-02, 1.165E+00
 3.350E+01, 3.356E+00, 4.995E+00, 2.500E-02, 1.165E+00
 3.402E+01, 3.357E+00, 4.996E+00, 2.500E-02, 1.165E+00
 3.451E+01, 3.357E+00, 4.996E+00, 2.500E-02, 1.165E+00
 3.501E+01, 3.357E+00, 4.997E+00, 2.500E-02, 1.165E+00
 3.553E+01, 3.357E+00, 4.997E+00, 2.500E-02, 1.165E+00
 3.602E+01, 3.358E+00, 4.997E+00, 2.500E-02, 1.165E+00
 3.651E+01, 3.358E+00, 4.998E+00, 2.500E-02, 1.165E+00
 3.700E+01, 3.358E+00, 4.998E+00, 2.500E-02, 1.165E+00
 3.753E+01, 3.358E+00, 4.998E+00, 2.500E-02, 1.165E+00
 3.802E+01, 3.358E+00, 4.998E+00, 2.500E-02, 1.165E+00
 3.851E+01, 3.358E+00, 4.998E+00, 2.500E-02, 1.165E+00
 3.900E+01, 3.358E+00, 4.999E+00, 2.500E-02, 1.165E+00
 3.952E+01, 3.359E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.002E+01, 3.359E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.051E+01, 3.359E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.100E+01, 3.359E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.152E+01, 3.359E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.201E+01, 3.359E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.251E+01, 3.359E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.303E+01, 3.359E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.352E+01, 3.359E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.401E+01, 3.359E+00, 4.999E+00, 2.500E-02, 1.165E+00
 4.450E+01, 3.359E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.503E+01, 3.359E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.552E+01, 3.359E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.601E+01, 3.359E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.650E+01, 3.359E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.702E+01, 3.359E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.752E+01, 3.359E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.801E+01, 3.359E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.853E+01, 3.359E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.902E+01, 3.359E+00, 5.000E+00, 2.500E-02, 1.165E+00
 4.951E+01, 3.359E+00, 5.000E+00, 2.500E-02, 1.165E+00
 5.000E+01, 3.359E+00, 5.000E+00, 2.500E-02, 1.165E+00
