m,Pa
 1.2684250E+002, 2.3627510E+001
 1.2784125E+002, 2.3619480E+001
 1.2884000E+002, 2.3611436E+001
 1.2983875E+002, 2.3603390E+001
 1.3083750E+002, 2.3595343E+001
 1.3183625E+002, 2.3587299E+001
 1.3283500E+002, 2.3579263E+001
 1.3383375E+002, 2.3571246E+001
 1.3483250E+002, 2.3563250E+001
 1.3583125E+002, 2.3555264E+001
 1.3683000E+002, 2.3547279E+001
 1.3782875E+002, 2.3539294E+001
 1.3882750E+002, 2.3531319E+001
 1.3982625E+002, 2.3523369E+001
 1.4082500E+002, 2.3515432E+001
 1.4182375E+002, 2.3507504E+001
 1.4282250E+002, 2.3499579E+001
 1.4382125E+002, 2.3491625E+001
 1.4482000E+002, 2.3483643E+001
 1.4581875E+002, 2.3475626E+001
 1.4681750E+002, 2.3467576E+001
 1.4781625E+002, 2.3459503E+001
 1.4881500E+002, 2.3451437E+001
 1.4981375E+002, 2.3443389E+001
 1.5081250E+002, 2.3435332E+001
 1.5181125E+002, 2.3427273E+001
 1.5281000E+002, 2.3419216E+001
 1.5380875E+002, 2.3411146E+001
 1.5480750E+002, 2.3403098E+001
 1.5580625E+002, 2.3395083E+001
 1.5680500E+002, 2.3387066E+001
 1.5780375E+002, 2.3379069E+001
 1.5880250E+002, 2.3371062E+001
 1.5980125E+002, 2.3363035E+001
 1.6080000E+002, 2.3355030E+001
 1.6179875E+002, 2.3347020E+001
 1.6279750E+002, 2.3338993E+001
 1.6379625E+002, 2.3330951E+001
 1.6479500E+002, 2.3322921E+001
 1.6579375E+002, 2.3314877E+001
 1.6679250E+002, 2.3306792E+001
 1.6779125E+002, 2.3298670E+001
 1.6879000E+002, 2.3290510E+001
 1.6978875E+002, 2.3282338E+001
 1.7078750E+002, 2.3274169E+001
 1.7178625E+002, 2.3265992E+001
 1.7278500E+002, 2.3257816E+001
 1.7378375E+002, 2.3249662E+001
 1.7478250E+002, 2.3241523E+001
 1.7578125E+002, 2.3233372E+001
 1.7678000E+002, 2.3225218E+001
 1.7777875E+002, 2.3217081E+001
 1.7877750E+002, 2.3208924E+001
 1.7977625E+002, 2.3200746E+001
 1.8077500E+002, 2.3192605E+001
 1.8177375E+002, 2.3184476E+001
 1.8277250E+002, 2.3176359E+001
 1.8377125E+002, 2.3168280E+001
 1.8477000E+002, 2.3160215E+001
 1.8576875E+002, 2.3152141E+001
 1.8676750E+002, 2.3144092E+001
 1.8776625E+002, 2.3136025E+001
 1.8876500E+002, 2.3127933E+001
 1.8976375E+002, 2.3119869E+001
 1.9076250E+002, 2.3111796E+001
 1.9176125E+002, 2.3103707E+001
 1.9276000E+002, 2.3095626E+001
 1.9375875E+002, 2.3087574E+001
 1.9475750E+002, 2.3079587E+001
 1.9575625E+002, 2.3071566E+001
 1.9675500E+002, 2.3063507E+001
 1.9775375E+002, 2.3055459E+001
 1.9875250E+002, 2.3047386E+001
 1.9975125E+002, 2.3039329E+001
 2.0075000E+002, 2.3031300E+001
 2.0174875E+002, 2.3023238E+001
 2.0274750E+002, 2.3015182E+001
 2.0374625E+002, 2.3007124E+001
 2.0474500E+002, 2.2999061E+001
 2.0574375E+002, 2.2990980E+001
 2.0674250E+002, 2.2982913E+001
 2.0774125E+002, 2.2974820E+001
 2.0874000E+002, 2.2966738E+001
 2.0973875E+002, 2.2958733E+001
 2.1073750E+002, 2.2950723E+001
 2.1173625E+002, 2.2942715E+001
 2.1273500E+002, 2.2934689E+001
 2.1373375E+002, 2.2926648E+001
 2.1473250E+002, 2.2918627E+001
 2.1573125E+002, 2.2910631E+001
 2.1673000E+002, 2.2902637E+001
 2.1772875E+002, 2.2894666E+001
 2.1872750E+002, 2.2886739E+001
 2.1972625E+002, 2.2878771E+001
 2.2072500E+002, 2.2870784E+001
 2.2172375E+002, 2.2862775E+001
 2.2272250E+002, 2.2854704E+001
 2.2372125E+002, 2.2846631E+001
 2.2472000E+002, 2.2838555E+001
 2.2571875E+002, 2.2830455E+001
 2.2671750E+002, 2.2822370E+001
 2.2771625E+002, 2.2814253E+001
 2.2871500E+002, 2.2806121E+001
 2.2971375E+002, 2.2798046E+001
 2.3071250E+002, 2.2790012E+001
 2.3171125E+002, 2.2781976E+001
 2.3271000E+002, 2.2773918E+001
 2.3370875E+002, 2.2765863E+001
 2.3470750E+002, 2.2757863E+001
 2.3570625E+002, 2.2749874E+001
 2.3670500E+002, 2.2741850E+001
 2.3770375E+002, 2.2733810E+001
 2.3870250E+002, 2.2725827E+001
 2.3970125E+002, 2.2717841E+001
 2.4070000E+002, 2.2709870E+001
 2.4169875E+002, 2.2701864E+001
 2.4269750E+002, 2.2693884E+001
 2.4369625E+002, 2.2685942E+001
 2.4469500E+002, 2.2678044E+001
 2.4569375E+002, 2.2670147E+001
 2.4669250E+002, 2.2662276E+001
 2.4769125E+002, 2.2654395E+001
 2.4869000E+002, 2.2646489E+001
 2.4968875E+002, 2.2638572E+001
 2.5068750E+002, 2.2630632E+001
 2.5168625E+002, 2.2622600E+001
 2.5268500E+002, 2.2614526E+001
 2.5368375E+002, 2.2606466E+001
 2.5468250E+002, 2.2598381E+001
 2.5568125E+002, 2.2590302E+001
 2.5668000E+002, 2.2582221E+001
 2.5767875E+002, 2.2574093E+001
 2.5867750E+002, 2.2565937E+001
 2.5967625E+002, 2.2557811E+001
 2.6067500E+002, 2.2549708E+001
 2.6167375E+002, 2.2541583E+001
 2.6267250E+002, 2.2533485E+001
 2.6367125E+002, 2.2525453E+001
 2.6467000E+002, 2.2517457E+001
 2.6566875E+002, 2.2509544E+001
 2.6666750E+002, 2.2501679E+001
 2.6766625E+002, 2.2493746E+001
 2.6866500E+002, 2.2485813E+001
 2.6966375E+002, 2.2477913E+001
 2.7066250E+002, 2.2470004E+001
 2.7166125E+002, 2.2462045E+001
 2.7266000E+002, 2.2454146E+001
 2.7365875E+002, 2.2446292E+001
 2.7465750E+002, 2.2438352E+001
 2.7565625E+002, 2.2430403E+001
 2.7665500E+002, 2.2422432E+001
 2.7765375E+002, 2.2414466E+001
 2.7865250E+002, 2.2406493E+001
 2.7965125E+002, 2.2398495E+001
 2.8065000E+002, 2.2390471E+001
 2.8164875E+002, 2.2382495E+001
 2.8264750E+002, 2.2374552E+001
 2.8364625E+002, 2.2366550E+001
 2.8464500E+002, 2.2358576E+001
 2.8564375E+002, 2.2350654E+001
 2.8664250E+002, 2.2342673E+001
 2.8764125E+002, 2.2334683E+001
 2.8864000E+002, 2.2326679E+001
 2.8963875E+002, 2.2318652E+001
 2.9063750E+002, 2.2310645E+001
 2.9163625E+002, 2.2302685E+001
 2.9263500E+002, 2.2294694E+001
 2.9363375E+002, 2.2286716E+001
 2.9463250E+002, 2.2278777E+001
 2.9563125E+002, 2.2270851E+001
 2.9663000E+002, 2.2262919E+001
 2.9762875E+002, 2.2255021E+001
 2.9862750E+002, 2.2247182E+001
 2.9962625E+002, 2.2239295E+001
 3.0062500E+002, 2.2231375E+001
 3.0162375E+002, 2.2223462E+001
 3.0262250E+002, 2.2215534E+001
 3.0362125E+002, 2.2207610E+001
 3.0462000E+002, 2.2199678E+001
 3.0561875E+002, 2.2191719E+001
 3.0661750E+002, 2.2183713E+001
 3.0761625E+002, 2.2175722E+001
 3.0861500E+002, 2.2167748E+001
 3.0961375E+002, 2.2159787E+001
 3.1061250E+002, 2.2151762E+001
 3.1161125E+002, 2.2143681E+001
 3.1261000E+002, 2.2135504E+001
 3.1360875E+002, 2.2127391E+001
 3.1460750E+002, 2.2119400E+001
 3.1560625E+002, 2.2111410E+001
 3.1660500E+002, 2.2103391E+001
 3.1760375E+002, 2.2095331E+001
 3.1860250E+002, 2.2087265E+001
 3.1960125E+002, 2.2079175E+001
 3.2060000E+002, 2.2071009E+001
 3.2159875E+002, 2.2062812E+001
 3.2259750E+002, 2.2054634E+001
 3.2359625E+002, 2.2046430E+001
 3.2459500E+002, 2.2038278E+001
 3.2559375E+002, 2.2030136E+001
 3.2659250E+002, 2.2022012E+001
 3.2759125E+002, 2.2013923E+001
 3.2859000E+002, 2.2005863E+001
 3.2958875E+002, 2.1997825E+001
 3.3058750E+002, 2.1989793E+001
 3.3158625E+002, 2.1981744E+001
 3.3258500E+002, 2.1973689E+001
 3.3358375E+002, 2.1965673E+001
 3.3458250E+002, 2.1957642E+001
 3.3558125E+002, 2.1949632E+001
 3.3658000E+002, 2.1941676E+001
 3.3757875E+002, 2.1933716E+001
 3.3857750E+002, 2.1925766E+001
 3.3957625E+002, 2.1917783E+001
 3.4057500E+002, 2.1909823E+001
 3.4157375E+002, 2.1901917E+001
 3.4257250E+002, 2.1894005E+001
 3.4357125E+002, 2.1886065E+001
 3.4457000E+002, 2.1878061E+001
 3.4556875E+002, 2.1870019E+001
 3.4656750E+002, 2.1861951E+001
 3.4756625E+002, 2.1853877E+001
 3.4856500E+002, 2.1845776E+001
 3.4956375E+002, 2.1837654E+001
 3.5056250E+002, 2.1829518E+001
 3.5156125E+002, 2.1821396E+001
 3.5256000E+002, 2.1813323E+001
 3.5355875E+002, 2.1805278E+001
 3.5455750E+002, 2.1797237E+001
 3.5555625E+002, 2.1789245E+001
 3.5655500E+002, 2.1781255E+001
 3.5755375E+002, 2.1773235E+001
 3.5855250E+002, 2.1765190E+001
 3.5955125E+002, 2.1757157E+001
 3.6055000E+002, 2.1749130E+001
 3.6154875E+002, 2.1741079E+001
 3.6254750E+002, 2.1733089E+001
 3.6354625E+002, 2.1725074E+001
 3.6454500E+002, 2.1716993E+001
 3.6554375E+002, 2.1708872E+001
 3.6654250E+002, 2.1700766E+001
 3.6754125E+002, 2.1692629E+001
 3.6854000E+002, 2.1684463E+001
 3.6953875E+002, 2.1676245E+001
 3.7053750E+002, 2.1667979E+001
 3.7153625E+002, 2.1659678E+001
 3.7253500E+002, 2.1651357E+001
 3.7353375E+002, 2.1643061E+001
 3.7453250E+002, 2.1634816E+001
 3.7553125E+002, 2.1626604E+001
 3.7653000E+002, 2.1618406E+001
 3.7752875E+002, 2.1610170E+001
 3.7852750E+002, 2.1601933E+001
 3.7952625E+002, 2.1593662E+001
 3.8052500E+002, 2.1585332E+001
 3.8152375E+002, 2.1577092E+001
 3.8252250E+002, 2.1568863E+001
 3.8352125E+002, 2.1560698E+001
 3.8452000E+002, 2.1552618E+001
 3.8551875E+002, 2.1544571E+001
 3.8651750E+002, 2.1536545E+001
 3.8751625E+002, 2.1528494E+001
 3.8851500E+002, 2.1520459E+001
 3.8951375E+002, 2.1512395E+001
 3.9051250E+002, 2.1504358E+001
 3.9151125E+002, 2.1496289E+001
 3.9251000E+002, 2.1488157E+001
 3.9350875E+002, 2.1480040E+001
 3.9450750E+002, 2.1471888E+001
 3.9550625E+002, 2.1463740E+001
 3.9650500E+002, 2.1455654E+001
 3.9750375E+002, 2.1447578E+001
 3.9850250E+002, 2.1439477E+001
 3.9950125E+002, 2.1431382E+001
 4.0050000E+002, 2.1423348E+001
 4.0149875E+002, 2.1419320E+001
 4.0249750E+002, 2.1411264E+001
 4.0349625E+002, 2.1403212E+001
 4.0449500E+002, 2.1395097E+001
 4.0549375E+002, 2.1386973E+001
 4.0649250E+002, 2.1378936E+001
 4.0749125E+002, 2.1370862E+001
 4.0849000E+002, 2.1362746E+001
 4.0948875E+002, 2.1354697E+001
 4.1048750E+002, 2.1346639E+001
 4.1148625E+002, 2.1338659E+001
 4.1248500E+002, 2.1330711E+001
 4.1348375E+002, 2.1322738E+001
 4.1448250E+002, 2.1314808E+001
 4.1548125E+002, 2.1306863E+001
 4.1648000E+002, 2.1298842E+001
 4.1747875E+002, 2.1290812E+001
 4.1847750E+002, 2.1282728E+001
 4.1947625E+002, 2.1274516E+001
 4.2047500E+002, 2.1266271E+001
 4.2147375E+002, 2.1258049E+001
 4.2247250E+002, 2.1249820E+001
 4.2347125E+002, 2.1241560E+001
 4.2447000E+002, 2.1233420E+001
 4.2546875E+002, 2.1225259E+001
 4.2646750E+002, 2.1217102E+001
 4.2746625E+002, 2.1208956E+001
 4.2846500E+002, 2.1200750E+001
 4.2946375E+002, 2.1192606E+001
 4.3046250E+002, 2.1184454E+001
 4.3146125E+002, 2.1176262E+001
 4.3246000E+002, 2.1168108E+001
 4.3345875E+002, 2.1159951E+001
 4.3445750E+002, 2.1151755E+001
 4.3545625E+002, 2.1143610E+001
 4.3645500E+002, 2.1135454E+001
 4.3745375E+002, 2.1127278E+001
 4.3845250E+002, 2.1119135E+001
 4.3945125E+002, 2.1111034E+001
 4.4045000E+002, 2.1102848E+001
 4.4144875E+002, 2.1094641E+001
 4.4244750E+002, 2.1086519E+001
 4.4344625E+002, 2.1078328E+001
 4.4444500E+002, 2.1070069E+001
 4.4544375E+002, 2.1061874E+001
 4.4644250E+002, 2.1053622E+001
 4.4744125E+002, 2.1045492E+001
 4.4844000E+002, 2.1037281E+001
 4.4943875E+002, 2.1029123E+001
 4.5043750E+002, 2.1020944E+001
 4.5143625E+002, 2.1012758E+001
 4.5243500E+002, 2.1004650E+001
 4.5343375E+002, 2.0996507E+001
 4.5443250E+002, 2.0988370E+001
 4.5543125E+002, 2.0980291E+001
 4.5643000E+002, 2.0972148E+001
 4.5742875E+002, 2.0964019E+001
 4.5842750E+002, 2.0955890E+001
 4.5942625E+002, 2.0947804E+001
 4.6042500E+002, 2.0939707E+001
 4.6142375E+002, 2.0931654E+001
 4.6242250E+002, 2.0923592E+001
 4.6342125E+002, 2.0915556E+001
 4.6442000E+002, 2.0907546E+001
 4.6541875E+002, 2.0899521E+001
 4.6641750E+002, 2.0891512E+001
 4.6741625E+002, 2.0883428E+001
 4.6841500E+002, 2.0875301E+001
 4.6941375E+002, 2.0867221E+001
 4.7041250E+002, 2.0859082E+001
 4.7141125E+002, 2.0850976E+001
 4.7241000E+002, 2.0842929E+001
 4.7340875E+002, 2.0834829E+001
 4.7440750E+002, 2.0826746E+001
 4.7540625E+002, 2.0818694E+001
 4.7640500E+002, 2.0810608E+001
 4.7740375E+002, 2.0802445E+001
 4.7840250E+002, 2.0794326E+001
 4.7940125E+002, 2.0786173E+001
 4.8040000E+002, 2.0778018E+001
 4.8139875E+002, 2.0769765E+001
 4.8239750E+002, 2.0761508E+001
 4.8339625E+002, 2.0753273E+001
 4.8439500E+002, 2.0744979E+001
 4.8539375E+002, 2.0736793E+001
 4.8639250E+002, 2.0728495E+001
 4.8739125E+002, 2.0720236E+001
 4.8839000E+002, 2.0711940E+001
 4.8938875E+002, 2.0703657E+001
 4.9038750E+002, 2.0695356E+001
 4.9138625E+002, 2.0687110E+001
 4.9238500E+002, 2.0678907E+001
 4.9338375E+002, 2.0670755E+001
 4.9438250E+002, 2.0662591E+001
 4.9538125E+002, 2.0654422E+001
 4.9638000E+002, 2.0646256E+001
 4.9737875E+002, 2.0638111E+001
 4.9837750E+002, 2.0630016E+001
 4.9937625E+002, 2.0621962E+001
 5.0037500E+002, 2.0613944E+001
 5.0137375E+002, 2.0605915E+001
 5.0237250E+002, 2.0597920E+001
 5.0337125E+002, 2.0589861E+001
 5.0437000E+002, 2.0581799E+001
 5.0536875E+002, 2.0573640E+001
 5.0636750E+002, 2.0565591E+001
 5.0736625E+002, 2.0557424E+001
 5.0836500E+002, 2.0549270E+001
 5.0936375E+002, 2.0541126E+001
 5.1036250E+002, 2.0532979E+001
 5.1136125E+002, 2.0524778E+001
 5.1236000E+002, 2.0516587E+001
 5.1335875E+002, 2.0508466E+001
 5.1435750E+002, 2.0500369E+001
 5.1535625E+002, 2.0492361E+001
 5.1635500E+002, 2.0484360E+001
 5.1735375E+002, 2.0476365E+001
 5.1835250E+002, 2.0468372E+001
 5.1935125E+002, 2.0460341E+001
 5.2035000E+002, 2.0452292E+001
 5.2134875E+002, 2.0444168E+001
 5.2234750E+002, 2.0436055E+001
 5.2334625E+002, 2.0427887E+001
 5.2434500E+002, 2.0419854E+001
 5.2534375E+002, 2.0411679E+001
 5.2634250E+002, 2.0403531E+001
 5.2734125E+002, 2.0395385E+001
 5.2834000E+002, 2.0387331E+001
 5.2933875E+002, 2.0379175E+001
 5.3033750E+002, 2.0371137E+001
 5.3133625E+002, 2.0362992E+001
 5.3233500E+002, 2.0354902E+001
 5.3333375E+002, 2.0346773E+001
 5.3433250E+002, 2.0338598E+001
 5.3533125E+002, 2.0330446E+001
 5.3633000E+002, 2.0322296E+001
 5.3732875E+002, 2.0314227E+001
 5.3832750E+002, 2.0306037E+001
 5.3932625E+002, 2.0297937E+001
 5.4032500E+002, 2.0289750E+001
 5.4132375E+002, 2.0281656E+001
 5.4232250E+002, 2.0273453E+001
 5.4332125E+002, 2.0265264E+001
 5.4432000E+002, 2.0257131E+001
 5.4531875E+002, 2.0249003E+001
 5.4631750E+002, 2.0240825E+001
 5.4731625E+002, 2.0232702E+001
 5.4831500E+002, 2.0224617E+001
 5.4931375E+002, 2.0216450E+001
 5.5031250E+002, 2.0208405E+001
 5.5131125E+002, 2.0200270E+001
 5.5231000E+002, 2.0192264E+001
 5.5330875E+002, 2.0184116E+001
 5.5430750E+002, 2.0175963E+001
 5.5530625E+002, 2.0167752E+001
 5.5630500E+002, 2.0159363E+001
 5.5730375E+002, 2.0151243E+001
 5.5830250E+002, 2.0142909E+001
 5.5930125E+002, 2.0134614E+001
 5.6030000E+002, 2.0126466E+001
 5.6129875E+002, 2.0118037E+001
 5.6229750E+002, 2.0109842E+001
 5.6329625E+002, 2.0101375E+001
 5.6429500E+002, 2.0093216E+001
 5.6529375E+002, 2.0084756E+001
 5.6629250E+002, 2.0076458E+001
 5.6729125E+002, 2.0068075E+001
 5.6829000E+002, 2.0059826E+001
 5.6928875E+002, 2.0051530E+001
 5.7028750E+002, 2.0043049E+001
 5.7128625E+002, 2.0034760E+001
 5.7228500E+002, 2.0026411E+001
 5.7328375E+002, 2.0018155E+001
 5.7428250E+002, 2.0009851E+001
 5.7528125E+002, 2.0001664E+001
 5.7628000E+002, 1.9993546E+001
 5.7727875E+002, 1.9985359E+001
 5.7827750E+002, 1.9977168E+001
 5.7927625E+002, 1.9969010E+001
 5.8027500E+002, 1.9960797E+001
 5.8127375E+002, 1.9952574E+001
 5.8227250E+002, 1.9944377E+001
 5.8327125E+002, 1.9936286E+001
 5.8427000E+002, 1.9928129E+001
 5.8526875E+002, 1.9920050E+001
 5.8626750E+002, 1.9911945E+001
 5.8726625E+002, 1.9903804E+001
 5.8826500E+002, 1.9895573E+001
 5.8926375E+002, 1.9887442E+001
 5.9026250E+002, 1.9879245E+001
 5.9126125E+002, 1.9870890E+001
 5.9226000E+002, 1.9862718E+001
 5.9325875E+002, 1.9854513E+001
 5.9425750E+002, 1.9846151E+001
 5.9525625E+002, 1.9837981E+001
 5.9625500E+002, 1.9829829E+001
 5.9725375E+002, 1.9821546E+001
 5.9825250E+002, 1.9813539E+001
 5.9925125E+002, 1.9805477E+001
 6.0025000E+002, 1.9797331E+001
 6.0124875E+002, 1.9789267E+001
 6.0224750E+002, 1.9781022E+001
 6.0324625E+002, 1.9773053E+001
 6.0424500E+002, 1.9764893E+001
 6.0524375E+002, 1.9756646E+001
 6.0624250E+002, 1.9748349E+001
 6.0724125E+002, 1.9740475E+001
 6.0824000E+002, 1.9732192E+001
 6.0923875E+002, 1.9724061E+001
 6.1023750E+002, 1.9715911E+001
 6.1123625E+002, 1.9708091E+001
 6.1223500E+002, 1.9699830E+001
 6.1323375E+002, 1.9691805E+001
 6.1423250E+002, 1.9683367E+001
 6.1523125E+002, 1.9675176E+001
 6.1623000E+002, 1.9666459E+001
 6.1722875E+002, 1.9657855E+001
 6.1822750E+002, 1.9647806E+001
 6.1922625E+002, 1.9637365E+001
 6.2022500E+002, 1.9624615E+001
 6.2122375E+002, 1.9608747E+001
 6.2222250E+002, 1.9588385E+001
 6.2322125E+002, 1.9560769E+001
 6.2422000E+002, 1.9524083E+001
 6.2521875E+002, 1.9476103E+001
 6.2621750E+002, 1.9414613E+001
 6.2721625E+002, 1.9338591E+001
 6.2821500E+002, 1.9248329E+001
 6.2921375E+002, 1.9143894E+001
 6.3021250E+002, 1.9027544E+001
 6.3121125E+002, 1.8899856E+001
 6.3221000E+002, 1.8763227E+001
 6.3320875E+002, 1.8619931E+001
 6.3420750E+002, 1.8472203E+001
 6.3520625E+002, 1.8322871E+001
 6.3620500E+002, 1.8174583E+001
 6.3720375E+002, 1.8029382E+001
 6.3820250E+002, 1.7889462E+001
 6.3920125E+002, 1.7756262E+001
 6.4020000E+002, 1.7631039E+001
 6.4119875E+002, 1.7515534E+001
 6.4219750E+002, 1.7409421E+001
 6.4319625E+002, 1.7311921E+001
 6.4419500E+002, 1.7223315E+001
 6.4519375E+002, 1.7142508E+001
 6.4619250E+002, 1.7070849E+001
 6.4719125E+002, 1.7008324E+001
 6.4819000E+002, 1.6952225E+001
 6.4918875E+002, 1.6901656E+001
 6.5018750E+002, 1.6854880E+001
 6.5118625E+002, 1.6808924E+001
 6.5218500E+002, 1.6760435E+001
 6.5318375E+002, 1.6710661E+001
 6.5418250E+002, 1.6658012E+001
 6.5518125E+002, 1.6601236E+001
 6.5618000E+002, 1.6541116E+001
 6.5717875E+002, 1.6478968E+001
 6.5817750E+002, 1.6415952E+001
 6.5917625E+002, 1.6353412E+001
 6.6017500E+002, 1.6293359E+001
 6.6117375E+002, 1.6235710E+001
 6.6217250E+002, 1.6177508E+001
 6.6317125E+002, 1.6116167E+001
 6.6417000E+002, 1.6050639E+001
 6.6516875E+002, 1.5981629E+001
 6.6616750E+002, 1.5909313E+001
 6.6716625E+002, 1.5834992E+001
 6.6816500E+002, 1.5757937E+001
 6.6916375E+002, 1.5678661E+001
 6.7016250E+002, 1.5598057E+001
 6.7116125E+002, 1.5515107E+001
 6.7216000E+002, 1.5429452E+001
 6.7315875E+002, 1.5341906E+001
 6.7415750E+002, 1.5253981E+001
 6.7515625E+002, 1.5166948E+001
 6.7615500E+002, 1.5082764E+001
 6.7715375E+002, 1.5002352E+001
 6.7815250E+002, 1.4926231E+001
 6.7915125E+002, 1.4854531E+001
 6.8015000E+002, 1.4788993E+001
 6.8114875E+002, 1.4729090E+001
 6.8214750E+002, 1.4670262E+001
 6.8314625E+002, 1.4610490E+001
 6.8414500E+002, 1.4548044E+001
 6.8514375E+002, 1.4483562E+001
 6.8614250E+002, 1.4416418E+001
 6.8714125E+002, 1.4347175E+001
 6.8814000E+002, 1.4275458E+001
 6.8913875E+002, 1.4202499E+001
 6.9013750E+002, 1.4126954E+001
 6.9113625E+002, 1.4050002E+001
 6.9213500E+002, 1.3972352E+001
 6.9313375E+002, 1.3894468E+001
 6.9413250E+002, 1.3817770E+001
 6.9513125E+002, 1.3741980E+001
 6.9613000E+002, 1.3667548E+001
 6.9712875E+002, 1.3594468E+001
 6.9812750E+002, 1.3524783E+001
