s,m3/s,m/s,kg/m/s,kg/m3
 7.300E+00, 1.452E+02, 1.744E+02, 4.616E-02, 1.195E+00
 7.400E+00, 1.452E+02, 1.757E+02, 4.641E-02, 1.195E+00
 7.500E+00, 1.452E+02, 1.753E+02, 4.400E-02, 1.195E+00
 7.600E+00, 1.452E+02, 1.772E+02, 4.644E-02, 1.195E+00
 7.700E+00, 1.452E+02, 1.750E+02, 4.556E-02, 1.195E+00
 7.800E+00, 1.452E+02, 1.744E+02, 4.259E-02, 1.195E+00
 7.900E+00, 1.452E+02, 1.740E+02, 4.802E-02, 1.195E+00
 8.000E+00, 1.453E+02, 1.713E+02, 4.608E-02, 1.195E+00
 8.100E+00, 1.453E+02, 1.703E+02, 4.232E-02, 1.195E+00
 8.200E+00, 1.453E+02, 1.758E+02, 4.668E-02, 1.195E+00
 8.300E+00, 1.453E+02, 1.721E+02, 4.563E-02, 1.195E+00
 8.400E+00, 1.453E+02, 1.753E+02, 4.457E-02, 1.195E+00
 8.500E+00, 1.453E+02, 1.728E+02, 4.226E-02, 1.195E+00
 8.600E+00, 1.453E+02, 1.732E+02, 4.400E-02, 1.195E+00
 8.700E+00, 1.453E+02, 1.726E+02, 4.887E-02, 1.195E+00
 8.800E+00, 1.453E+02, 1.774E+02, 4.171E-02, 1.195E+00
 8.900E+00, 1.453E+02, 1.762E+02, 4.670E-02, 1.195E+00
 9.000E+00, 1.453E+02, 1.746E+02, 4.377E-02, 1.195E+00
 9.100E+00, 1.453E+02, 1.759E+02, 4.599E-02, 1.195E+00
 9.200E+00, 1.453E+02, 1.758E+02, 4.832E-02, 1.195E+00
 9.300E+00, 1.453E+02, 1.758E+02, 3.828E-02, 1.195E+00
 9.400E+00, 1.453E+02, 1.699E+02, 3.593E-02, 1.195E+00
 9.500E+00, 1.452E+02, 1.739E+02, 4.318E-02, 1.195E+00
 9.600E+00, 1.452E+02, 1.735E+02, 4.346E-02, 1.195E+00
 9.700E+00, 1.452E+02, 1.713E+02, 3.877E-02, 1.195E+00
 9.800E+00, 1.452E+02, 1.724E+02, 4.103E-02, 1.195E+00
 9.900E+00, 1.452E+02, 1.703E+02, 3.839E-02, 1.195E+00
 1.000E+01, 1.452E+02, 1.690E+02, 4.113E-02, 1.195E+00
