s,kg/s,kg/s,m3/s,m3/s
 5.9004169E+001, 2.3891231E+002, 3.2234526E+002, 2.0000000E+002, 2.6984403E+002
 6.0011282E+001, 2.3891230E+002, 3.1868882E+002, 2.0000000E+002, 2.6678343E+002
 6.1000229E+001, 2.3891231E+002, 3.1602073E+002, 2.0000000E+002, 2.6455000E+002
 6.2011886E+001, 2.3891231E+002, 3.2243484E+002, 2.0000000E+002, 2.6991997E+002
 6.3011038E+001, 2.3891231E+002, 3.1757732E+002, 2.0000000E+002, 2.6585329E+002
 6.4002939E+001, 2.3891231E+002, 3.1756953E+002, 2.0000000E+002, 2.6584658E+002
 6.5007763E+001, 2.3891230E+002, 3.2189332E+002, 1.9999999E+002, 2.6946533E+002
 6.6000290E+001, 2.3891231E+002, 3.1854185E+002, 2.0000000E+002, 2.6665946E+002
 6.7010337E+001, 2.3891230E+002, 3.2009603E+002, 2.0000000E+002, 2.6796065E+002
 6.8005182E+001, 2.3891231E+002, 3.1301030E+002, 2.0000000E+002, 2.6202978E+002
 6.9006710E+001, 2.3891231E+002, 3.1828072E+002, 2.0000000E+002, 2.6644107E+002
 7.0005667E+001, 2.3891230E+002, 3.0984488E+002, 2.0000000E+002, 2.5937786E+002
 7.1004541E+001, 2.3891231E+002, 3.2299451E+002, 2.0000000E+002, 2.7038579E+002
 7.2009151E+001, 2.3891231E+002, 3.1681229E+002, 2.0000000E+002, 2.6521085E+002
 7.3014211E+001, 2.3891230E+002, 3.1416395E+002, 2.0000000E+002, 2.6299511E+002
 7.4005470E+001, 2.3891230E+002, 3.1392439E+002, 2.0000000E+002, 2.6279540E+002
 7.5009184E+001, 2.3891230E+002, 3.1390842E+002, 2.0000000E+002, 2.6278108E+002
 7.6010676E+001, 2.3891231E+002, 3.1202876E+002, 2.0000000E+002, 2.6120844E+002
 7.7014961E+001, 2.3891230E+002, 3.1466085E+002, 2.0000001E+002, 2.6341181E+002
 7.8003135E+001, 2.3891231E+002, 3.1196831E+002, 2.0000000E+002, 2.6115816E+002
 7.9013001E+001, 2.3891231E+002, 3.1192621E+002, 2.0000000E+002, 2.6112229E+002
 8.0001446E+001, 2.3891231E+002, 3.1416893E+002, 2.0000001E+002, 2.6299906E+002
 8.1002802E+001, 2.3891230E+002, 3.1054160E+002, 2.0000000E+002, 2.5996318E+002
 8.2004020E+001, 2.3891230E+002, 3.0788104E+002, 2.0000000E+002, 2.5773643E+002
 8.3009963E+001, 2.3891232E+002, 3.1174108E+002, 2.0000000E+002, 2.6096768E+002
 8.4002995E+001, 2.3891230E+002, 3.1078800E+002, 2.0000000E+002, 2.6016979E+002
 8.5011071E+001, 2.3891230E+002, 3.0911143E+002, 2.0000000E+002, 2.5876475E+002
 8.6005807E+001, 2.3891231E+002, 3.1026683E+002, 2.0000000E+002, 2.5973041E+002
 8.7012165E+001, 2.3891230E+002, 3.0819224E+002, 2.0000000E+002, 2.5799649E+002
 8.8000622E+001, 2.3891230E+002, 3.1288640E+002, 2.0000000E+002, 2.6192859E+002
 8.9009150E+001, 2.3891231E+002, 3.0831698E+002, 2.0000001E+002, 2.5810247E+002
 9.0015029E+001, 2.3891231E+002, 3.0864119E+002, 2.0000000E+002, 2.5837087E+002
 9.1009637E+001, 2.3891230E+002, 3.1154997E+002, 2.0000000E+002, 2.6080617E+002
 9.2003320E+001, 2.3891231E+002, 3.0918057E+002, 2.0000000E+002, 2.5882442E+002
 9.3005628E+001, 2.3891231E+002, 3.0172605E+002, 1.9999999E+002, 2.5258230E+002
 9.4013496E+001, 2.3891230E+002, 3.0580024E+002, 2.0000000E+002, 2.5599190E+002
 9.5000484E+001, 2.3891232E+002, 3.0757656E+002, 2.0000000E+002, 2.5747890E+002
 9.6001807E+001, 2.3891230E+002, 3.0912303E+002, 2.0000000E+002, 2.5877383E+002
 9.7012326E+001, 2.3891230E+002, 3.0439805E+002, 2.0000000E+002, 2.5481911E+002
 9.8002713E+001, 2.3891232E+002, 3.0020541E+002, 2.0000000E+002, 2.5131062E+002
 9.9008901E+001, 2.3891230E+002, 3.0986573E+002, 2.0000000E+002, 2.5939850E+002
 1.0000745E+002, 2.3891230E+002, 3.0713233E+002, 2.0000000E+002, 2.5710945E+002
 1.0100533E+002, 2.3891231E+002, 3.0000256E+002, 2.0000000E+002, 2.5114117E+002
 1.0200349E+002, 2.3891231E+002, 3.0888163E+002, 2.0000000E+002, 2.5857537E+002
 1.0300265E+002, 2.3891230E+002, 3.0569593E+002, 2.0000000E+002, 2.5590793E+002
 1.0400713E+002, 2.3891231E+002, 2.9700775E+002, 2.0000000E+002, 2.4863359E+002
 1.0500460E+002, 2.3891231E+002, 3.0189466E+002, 2.0000000E+002, 2.5272336E+002
 1.0600039E+002, 2.3891230E+002, 3.0441147E+002, 2.0000000E+002, 2.5482759E+002
 1.0701381E+002, 2.3891230E+002, 3.0045107E+002, 2.0000000E+002, 2.5151439E+002
 1.0801320E+002, 2.3891230E+002, 3.0686111E+002, 2.0000000E+002, 2.5688173E+002
 1.0900110E+002, 2.3891231E+002, 3.0366767E+002, 2.0000000E+002, 2.5420881E+002
 1.1000330E+002, 2.3891230E+002, 2.9897008E+002, 2.0000000E+002, 2.5027710E+002
 1.1100430E+002, 2.3891231E+002, 3.0371175E+002, 2.0000000E+002, 2.5424583E+002
 1.1200715E+002, 2.3891232E+002, 3.0073758E+002, 2.0000000E+002, 2.5175625E+002
 1.1301211E+002, 2.3891230E+002, 2.9970756E+002, 2.0000000E+002, 2.5089342E+002
 1.1400569E+002, 2.3891231E+002, 3.0018655E+002, 2.0000000E+002, 2.5129265E+002
 1.1501402E+002, 2.3891231E+002, 2.9827967E+002, 2.0000000E+002, 2.4969724E+002
 1.1600258E+002, 2.3891231E+002, 2.9646327E+002, 2.0000000E+002, 2.4817625E+002
 1.1700494E+002, 2.3891230E+002, 3.0071724E+002, 2.0000000E+002, 2.5173803E+002
 1.1800988E+002, 2.3891231E+002, 3.0018682E+002, 2.0000000E+002, 2.5129511E+002
 1.1900143E+002, 2.3891231E+002, 3.0304127E+002, 1.9999999E+002, 2.5368433E+002
 1.2000259E+002, 2.3891229E+002, 2.9761987E+002, 2.0000000E+002, 2.4914719E+002
 1.2101671E+002, 2.3891231E+002, 2.9792622E+002, 2.0000000E+002, 2.4940361E+002
 1.2201384E+002, 2.3891231E+002, 3.0269923E+002, 2.0000000E+002, 2.5339733E+002
 1.2300178E+002, 2.3891230E+002, 2.9616480E+002, 2.0000000E+002, 2.4792686E+002
 1.2400188E+002, 2.3891230E+002, 2.9109492E+002, 2.0000000E+002, 2.4368234E+002
 1.2500430E+002, 2.3891230E+002, 2.9776350E+002, 2.0000000E+002, 2.4926630E+002
 1.2600104E+002, 2.3891230E+002, 2.9660141E+002, 2.0000000E+002, 2.4829473E+002
 1.2700442E+002, 2.3891230E+002, 3.0235724E+002, 2.0000000E+002, 2.5311196E+002
 1.2800340E+002, 2.3891231E+002, 2.9167326E+002, 2.0000000E+002, 2.4416750E+002
 1.2900218E+002, 2.3891230E+002, 3.0315142E+002, 2.0000000E+002, 2.5377680E+002
 1.3000249E+002, 2.3891230E+002, 2.8973139E+002, 2.0000001E+002, 2.4254308E+002
 1.3101429E+002, 2.3891231E+002, 2.9596749E+002, 2.0000000E+002, 2.4776348E+002
 1.3200513E+002, 2.3891230E+002, 2.9038492E+002, 2.0000000E+002, 2.4309024E+002
 1.3301170E+002, 2.3891230E+002, 2.9211924E+002, 2.0000000E+002, 2.4454119E+002
 1.3401199E+002, 2.3891231E+002, 2.9945634E+002, 2.0000000E+002, 2.5068288E+002
 1.3500743E+002, 2.3891231E+002, 2.9863178E+002, 2.0000000E+002, 2.4999160E+002
 1.3600872E+002, 2.3891231E+002, 2.9482694E+002, 2.0000000E+002, 2.4680687E+002
 1.3700676E+002, 2.3891230E+002, 2.9509014E+002, 2.0000000E+002, 2.4702720E+002
 1.3800742E+002, 2.3891231E+002, 2.8941923E+002, 2.0000000E+002, 2.4228121E+002
 1.3900877E+002, 2.3891231E+002, 2.9040818E+002, 2.0000000E+002, 2.4310929E+002
 1.4000282E+002, 2.3891230E+002, 2.9585950E+002, 2.0000000E+002, 2.4767304E+002
 1.4100701E+002, 2.3891230E+002, 2.9337453E+002, 2.0000000E+002, 2.4559266E+002
 1.4200231E+002, 2.3891231E+002, 2.9013855E+002, 2.0000000E+002, 2.4288242E+002
 1.4301329E+002, 2.3891230E+002, 2.9458461E+002, 2.0000000E+002, 2.4660332E+002
 1.4400822E+002, 2.3891230E+002, 2.9113251E+002, 2.0000000E+002, 2.4371339E+002
 1.4500002E+002, 2.3891232E+002, 2.9073602E+002, 2.0000000E+002, 2.4338311E+002
 1.4600743E+002, 2.3891231E+002, 2.8893816E+002, 2.0000000E+002, 2.4187886E+002
 1.4701036E+002, 2.3891230E+002, 2.9472958E+002, 2.0000000E+002, 2.4672650E+002
 1.4801210E+002, 2.3891231E+002, 2.9284630E+002, 2.0000000E+002, 2.4514959E+002
 1.4901366E+002, 2.3891231E+002, 2.8710257E+002, 2.0000000E+002, 2.4034135E+002
 1.5000170E+002, 2.3891230E+002, 2.8954178E+002, 1.9999999E+002, 2.4238446E+002
 1.5100216E+002, 2.3891230E+002, 2.9350924E+002, 2.0000000E+002, 2.4570618E+002
 1.5200146E+002, 2.3891231E+002, 2.8698148E+002, 2.0000000E+002, 2.4024087E+002
 1.5300527E+002, 2.3891230E+002, 2.9325677E+002, 1.9999999E+002, 2.4549341E+002
 1.5400869E+002, 2.3891230E+002, 2.9179420E+002, 2.0000000E+002, 2.4426800E+002
 1.5500029E+002, 2.3891231E+002, 2.9084625E+002, 2.0000000E+002, 2.4347478E+002
 1.5600728E+002, 2.3891231E+002, 2.8307475E+002, 2.0000000E+002, 2.3696932E+002
 1.5700067E+002, 2.3891231E+002, 2.8995396E+002, 2.0000000E+002, 2.4272763E+002
 1.5800444E+002, 2.3891230E+002, 2.9290284E+002, 2.0000000E+002, 2.4519684E+002
 1.5900581E+002, 2.3891231E+002, 2.8854264E+002, 2.0000000E+002, 2.4154669E+002
 1.6001410E+002, 2.3891231E+002, 2.8980610E+002, 2.0000000E+002, 2.4260495E+002
 1.6100367E+002, 2.3891230E+002, 2.9167076E+002, 2.0000000E+002, 2.4416751E+002
 1.6200209E+002, 2.3891231E+002, 2.8628307E+002, 2.0000000E+002, 2.3965579E+002
 1.6300437E+002, 2.3891230E+002, 2.8680040E+002, 2.0000000E+002, 2.4008795E+002
 1.6401433E+002, 2.3891230E+002, 2.8883432E+002, 2.0000000E+002, 2.4179275E+002
 1.6501305E+002, 2.3891230E+002, 2.8356382E+002, 2.0000000E+002, 2.3738110E+002
 1.6600376E+002, 2.3891231E+002, 2.7994738E+002, 2.0000000E+002, 2.3435285E+002
 1.6700927E+002, 2.3891230E+002, 2.9103751E+002, 2.0000000E+002, 2.4363529E+002
 1.6801267E+002, 2.3891230E+002, 2.8738049E+002, 2.0000000E+002, 2.4057465E+002
 1.6900183E+002, 2.3891231E+002, 2.8936536E+002, 2.0000000E+002, 2.4223613E+002
 1.7000469E+002, 2.3891230E+002, 2.8990106E+002, 2.0000000E+002, 2.4268468E+002
 1.7100691E+002, 2.3891230E+002, 2.8027264E+002, 2.0000000E+002, 2.3462307E+002
 1.7200280E+002, 2.3891231E+002, 2.8393460E+002, 2.0000000E+002, 2.3768827E+002
 1.7300751E+002, 2.3891230E+002, 2.8607365E+002, 2.0000000E+002, 2.3947890E+002
 1.7401225E+002, 2.3891230E+002, 2.8685845E+002, 2.0000000E+002, 2.4013605E+002
 1.7501475E+002, 2.3891230E+002, 2.8933913E+002, 2.0000000E+002, 2.4221378E+002
 1.7600985E+002, 2.3891231E+002, 2.8509592E+002, 2.0000000E+002, 2.3866229E+002
 1.7701004E+002, 2.3891229E+002, 2.8932112E+002, 2.0000000E+002, 2.4219970E+002
 1.7800631E+002, 2.3891231E+002, 2.8306590E+002, 2.0000001E+002, 2.3696220E+002
 1.7900103E+002, 2.3891231E+002, 2.8538516E+002, 2.0000000E+002, 2.3890228E+002
 1.8001164E+002, 2.3891230E+002, 2.8370533E+002, 2.0000000E+002, 2.3749700E+002
 1.8101119E+002, 2.3891231E+002, 2.8235112E+002, 2.0000000E+002, 2.3636364E+002
 1.8200117E+002, 2.3891232E+002, 2.8816872E+002, 2.0000000E+002, 2.4123408E+002
 1.8300276E+002, 2.3891230E+002, 2.7847416E+002, 2.0000000E+002, 2.3311820E+002
 1.8400621E+002, 2.3891230E+002, 2.8223022E+002, 2.0000000E+002, 2.3626165E+002
 1.8501021E+002, 2.3891231E+002, 2.8721340E+002, 2.0000000E+002, 2.4043250E+002
 1.8601288E+002, 2.3891231E+002, 2.8051701E+002, 2.0000000E+002, 2.3482767E+002
 1.8701140E+002, 2.3891230E+002, 2.8607500E+002, 2.0000000E+002, 2.3948152E+002
 1.8800124E+002, 2.3891231E+002, 2.8389017E+002, 2.0000000E+002, 2.3765236E+002
 1.8900906E+002, 2.3891231E+002, 2.8318672E+002, 2.0000000E+002, 2.3706266E+002
 1.9000865E+002, 2.3891230E+002, 2.7932529E+002, 2.0000000E+002, 2.3382989E+002
 1.9100954E+002, 2.3891230E+002, 2.7585656E+002, 2.0000000E+002, 2.3092651E+002
 1.9200606E+002, 2.3891231E+002, 2.9156759E+002, 2.0000000E+002, 2.4407842E+002
 1.9301419E+002, 2.3891231E+002, 2.8131091E+002, 2.0000000E+002, 2.3549212E+002
 1.9400089E+002, 2.3891230E+002, 2.8653017E+002, 2.0000000E+002, 2.3986103E+002
 1.9501085E+002, 2.3891231E+002, 2.8215796E+002, 2.0000000E+002, 2.3620230E+002
 1.9601284E+002, 2.3891231E+002, 2.7742513E+002, 2.0000000E+002, 2.3224095E+002
 1.9701280E+002, 2.3891231E+002, 2.8079418E+002, 2.0000000E+002, 2.3506059E+002
 1.9800266E+002, 2.3891230E+002, 2.8224119E+002, 2.0000000E+002, 2.3627122E+002
 1.9900958E+002, 2.3891230E+002, 2.8244016E+002, 2.0000000E+002, 2.3643813E+002
 2.0000046E+002, 2.3891231E+002, 2.7911001E+002, 2.0000000E+002, 2.3365108E+002
 2.0101646E+002, 2.3891230E+002, 2.7989041E+002, 2.0000000E+002, 2.3430583E+002
 2.0201473E+002, 2.3891230E+002, 2.8539697E+002, 2.0000000E+002, 2.3891739E+002
 2.0300319E+002, 2.3891231E+002, 2.8090167E+002, 2.0000000E+002, 2.3530577E+002
 2.0400845E+002, 2.3891230E+002, 2.7748352E+002, 2.0000000E+002, 2.3354095E+002
 2.0500134E+002, 2.3891230E+002, 2.7363612E+002, 2.0000000E+002, 2.3357463E+002
 2.0600620E+002, 2.3891231E+002, 2.7178824E+002, 2.0000000E+002, 2.3438751E+002
 2.0701125E+002, 2.3891231E+002, 2.7041083E+002, 2.0000000E+002, 2.3419940E+002
 2.0800190E+002, 2.3891230E+002, 2.7023137E+002, 2.0000000E+002, 2.3403126E+002
 2.0901569E+002, 2.3891230E+002, 2.7192685E+002, 2.0000000E+002, 2.3551861E+002
 2.1000448E+002, 2.3891230E+002, 2.6782706E+002, 2.0000000E+002, 2.3183683E+002
 2.1101489E+002, 2.3891231E+002, 2.6990746E+002, 2.0000000E+002, 2.3380518E+002
 2.1200442E+002, 2.3891230E+002, 2.7203702E+002, 2.0000000E+002, 2.3587533E+002
 2.1300979E+002, 2.3891230E+002, 2.6404559E+002, 2.0000000E+002, 2.2911660E+002
 2.1400208E+002, 2.3891232E+002, 2.6920557E+002, 2.0000000E+002, 2.3362434E+002
 2.1500546E+002, 2.3891231E+002, 2.6183710E+002, 2.0000000E+002, 2.2743485E+002
 2.1600685E+002, 2.3891229E+002, 2.7553963E+002, 2.0000000E+002, 2.3950296E+002
 2.1701190E+002, 2.3891232E+002, 2.7039000E+002, 2.0000000E+002, 2.3531035E+002
 2.1800052E+002, 2.3891231E+002, 2.6676018E+002, 2.0000000E+002, 2.3219038E+002
 2.1900822E+002, 2.3891229E+002, 2.6597945E+002, 2.0000000E+002, 2.3158637E+002
 2.2000853E+002, 2.3891230E+002, 2.6732606E+002, 2.0000000E+002, 2.3305997E+002
 2.2100083E+002, 2.3891231E+002, 2.6485265E+002, 2.0000000E+002, 2.3121152E+002
 2.2201252E+002, 2.3891230E+002, 2.7241197E+002, 2.0000000E+002, 2.3795472E+002
 2.2300949E+002, 2.3891230E+002, 2.6486536E+002, 2.0000000E+002, 2.3170063E+002
 2.2400993E+002, 2.3891230E+002, 2.6191778E+002, 2.0000000E+002, 2.2938497E+002
 2.2500607E+002, 2.3891231E+002, 2.6700010E+002, 2.0000000E+002, 2.3376670E+002
 2.2601623E+002, 2.3891230E+002, 2.6246697E+002, 2.0000001E+002, 2.2968423E+002
 2.2700375E+002, 2.3891231E+002, 2.6326803E+002, 2.0000000E+002, 2.3063776E+002
 2.2800619E+002, 2.3891231E+002, 2.6925238E+002, 2.0000000E+002, 2.3595544E+002
 2.2900427E+002, 2.3891231E+002, 2.6306640E+002, 2.0000000E+002, 2.3076981E+002
 2.3001093E+002, 2.3891230E+002, 2.6349804E+002, 2.0000000E+002, 2.3139829E+002
 2.3100509E+002, 2.3891231E+002, 2.6471836E+002, 2.0000000E+002, 2.3268997E+002
 2.3201264E+002, 2.3891231E+002, 2.6622961E+002, 2.0000000E+002, 2.3415920E+002
 2.3300107E+002, 2.3891230E+002, 2.6040669E+002, 2.0000000E+002, 2.2921049E+002
 2.3401168E+002, 2.3891231E+002, 2.6310476E+002, 2.0000000E+002, 2.3177038E+002
 2.3500760E+002, 2.3891231E+002, 2.6352046E+002, 2.0000000E+002, 2.3224514E+002
 2.3600957E+002, 2.3891230E+002, 2.6001868E+002, 2.0000000E+002, 2.2925875E+002
 2.3700128E+002, 2.3891230E+002, 2.6445240E+002, 2.0000000E+002, 2.3321000E+002
 2.3801035E+002, 2.3891231E+002, 2.6109510E+002, 2.0000000E+002, 2.3039208E+002
 2.3900971E+002, 2.3891230E+002, 2.6186143E+002, 2.0000000E+002, 2.3123060E+002
 2.4000429E+002, 2.3891230E+002, 2.6325709E+002, 2.0000000E+002, 2.3246302E+002
 2.4100520E+002, 2.3891231E+002, 2.5722122E+002, 2.0000000E+002, 2.2741111E+002
 2.4200309E+002, 2.3891230E+002, 2.5685602E+002, 2.0000000E+002, 2.2742100E+002
 2.4301423E+002, 2.3891230E+002, 2.6535618E+002, 2.0000000E+002, 2.3499202E+002
 2.4401384E+002, 2.3891231E+002, 2.5992572E+002, 2.0000000E+002, 2.3035528E+002
 2.4500304E+002, 2.3891230E+002, 2.5959173E+002, 2.0000000E+002, 2.3014686E+002
 2.4600240E+002, 2.3891230E+002, 2.6514564E+002, 2.0000000E+002, 2.3514629E+002
 2.4701400E+002, 2.3891231E+002, 2.6249395E+002, 2.0000000E+002, 2.3284685E+002
 2.4800113E+002, 2.3891231E+002, 2.5756820E+002, 2.0000000E+002, 2.2846314E+002
 2.4900356E+002, 2.3891230E+002, 2.5784830E+002, 1.9999999E+002, 2.2873193E+002
 2.5000001E+002, 2.3891230E+002, 2.5550961E+002, 2.0000000E+002, 2.2660495E+002
 2.5101508E+002, 2.3891231E+002, 2.6034591E+002, 2.0000000E+002, 2.3085904E+002
 2.5200574E+002, 2.3891230E+002, 2.5858137E+002, 2.0000000E+002, 2.2947930E+002
 2.5301052E+002, 2.3891230E+002, 2.5229953E+002, 2.0000000E+002, 2.2418594E+002
 2.5400815E+002, 2.3891231E+002, 2.6702402E+002, 2.0000000E+002, 2.3729364E+002
 2.5501184E+002, 2.3891231E+002, 2.6446403E+002, 2.0000001E+002, 2.3523452E+002
 2.5600002E+002, 2.3891230E+002, 2.5780924E+002, 2.0000000E+002, 2.2948702E+002
 2.5700412E+002, 2.3891230E+002, 2.6275641E+002, 2.0000000E+002, 2.3381510E+002
 2.5801011E+002, 2.3891231E+002, 2.5359617E+002, 2.0000000E+002, 2.2583535E+002
 2.5900374E+002, 2.3891231E+002, 2.6018157E+002, 2.0000000E+002, 2.3193581E+002
 2.6000134E+002, 2.3891230E+002, 2.5814806E+002, 2.0000000E+002, 2.3007673E+002
 2.6100857E+002, 2.3891231E+002, 2.5590945E+002, 2.0000000E+002, 2.2806744E+002
 2.6201347E+002, 2.3891230E+002, 2.5500856E+002, 2.0000000E+002, 2.2735366E+002
 2.6300084E+002, 2.3891231E+002, 2.5585560E+002, 2.0000000E+002, 2.2829167E+002
 2.6400325E+002, 2.3891230E+002, 2.5882420E+002, 2.0000000E+002, 2.3089163E+002
 2.6500662E+002, 2.3891231E+002, 2.5884604E+002, 2.0000000E+002, 2.3103499E+002
 2.6601337E+002, 2.3891231E+002, 2.5976791E+002, 2.0000000E+002, 2.3198806E+002
 2.6700341E+002, 2.3891230E+002, 2.5615380E+002, 2.0000001E+002, 2.2894576E+002
 2.6800028E+002, 2.3891231E+002, 2.5703519E+002, 2.0000000E+002, 2.2966215E+002
 2.6901157E+002, 2.3891230E+002, 2.5585640E+002, 2.0000000E+002, 2.2862155E+002
 2.7000491E+002, 2.3891231E+002, 2.6009570E+002, 2.0000001E+002, 2.3248813E+002
 2.7101089E+002, 2.3891230E+002, 2.5722931E+002, 2.0000000E+002, 2.3008098E+002
 2.7201045E+002, 2.3891231E+002, 2.5495706E+002, 2.0000001E+002, 2.2809789E+002
 2.7300869E+002, 2.3891230E+002, 2.5578493E+002, 2.0000000E+002, 2.2882114E+002
 2.7400042E+002, 2.3891230E+002, 2.5902528E+002, 2.0000000E+002, 2.3176006E+002
 2.7500465E+002, 2.3891231E+002, 2.5009947E+002, 2.0000000E+002, 2.2399386E+002
 2.7600876E+002, 2.3891230E+002, 2.5510350E+002, 2.0000000E+002, 2.2852178E+002
 2.7701435E+002, 2.3891231E+002, 2.5881821E+002, 2.0000000E+002, 2.3182428E+002
