s,m3/s,m/s,kg/m/s,kg/m3
 3.650E+02, 9.502E-01, 1.182E+00, 2.878E-04, 1.195E+00
 3.700E+02, 9.503E-01, 1.226E+00, 3.558E-04, 1.195E+00
 3.750E+02, 9.498E-01, 1.196E+00, 3.121E-04, 1.195E+00
 3.800E+02, 9.495E-01, 1.166E+00, 2.212E-04, 1.195E+00
 3.850E+02, 9.493E-01, 1.181E+00, 2.979E-04, 1.195E+00
 3.900E+02, 9.492E-01, 1.201E+00, 2.538E-04, 1.195E+00
 3.950E+02, 9.495E-01, 1.222E+00, 3.238E-04, 1.195E+00
 4.000E+02, 9.500E-01, 1.212E+00, 3.392E-04, 1.195E+00
 4.050E+02, 9.503E-01, 1.229E+00, 3.186E-04, 1.195E+00
 4.100E+02, 9.505E-01, 1.215E+00, 2.640E-04, 1.195E+00
 4.150E+02, 9.507E-01, 1.219E+00, 2.850E-04, 1.195E+00
 4.200E+02, 9.507E-01, 1.261E+00, 3.315E-04, 1.195E+00
 4.250E+02, 9.508E-01, 1.221E+00, 3.836E-04, 1.195E+00
 4.300E+02, 9.511E-01, 1.217E+00, 3.168E-04, 1.195E+00
 4.350E+02, 9.512E-01, 1.235E+00, 2.561E-04, 1.195E+00
 4.400E+02, 9.512E-01, 1.234E+00, 3.031E-04, 1.195E+00
 4.450E+02, 9.515E-01, 1.211E+00, 3.240E-04, 1.195E+00
 4.500E+02, 9.517E-01, 1.260E+00, 3.932E-04, 1.195E+00
 4.550E+02, 9.517E-01, 1.223E+00, 2.889E-04, 1.195E+00
 4.600E+02, 9.519E-01, 1.195E+00, 3.735E-04, 1.195E+00
 4.650E+02, 9.523E-01, 1.248E+00, 3.114E-04, 1.195E+00
 4.700E+02, 9.526E-01, 1.243E+00, 3.989E-04, 1.195E+00
 4.750E+02, 9.529E-01, 1.257E+00, 3.444E-04, 1.195E+00
 4.800E+02, 9.530E-01, 1.248E+00, 3.833E-04, 1.195E+00
 4.850E+02, 9.531E-01, 1.240E+00, 3.027E-04, 1.195E+00
 4.900E+02, 9.526E-01, 1.252E+00, 3.375E-04, 1.195E+00
 4.950E+02, 9.522E-01, 1.259E+00, 3.526E-04, 1.195E+00
 5.000E+02, 9.520E-01, 1.219E+00, 3.292E-04, 1.195E+00
