s,m3/s,m/s,kg/m/s,kg/m3
 3.500E+01, 1.119E+01, 1.207E+01, 1.504E-02, 1.195E+00
 3.600E+01, 1.121E+01, 1.234E+01, 1.106E-02, 1.195E+00
 3.700E+01, 1.122E+01, 1.220E+01, 1.292E-02, 1.195E+00
 3.801E+01, 1.124E+01, 1.212E+01, 1.410E-02, 1.195E+00
 3.900E+01, 1.126E+01, 1.214E+01, 1.386E-02, 1.195E+00
 4.000E+01, 1.126E+01, 1.216E+01, 1.515E-02, 1.195E+00
 4.100E+01, 1.127E+01, 1.228E+01, 1.284E-02, 1.195E+00
 4.200E+01, 1.128E+01, 1.207E+01, 1.380E-02, 1.195E+00
 4.301E+01, 1.128E+01, 1.223E+01, 1.460E-02, 1.195E+00
 4.400E+01, 1.129E+01, 1.190E+01, 1.203E-02, 1.195E+00
 4.500E+01, 1.130E+01, 1.233E+01, 1.473E-02, 1.195E+00
 4.601E+01, 1.132E+01, 1.228E+01, 1.423E-02, 1.195E+00
 4.700E+01, 1.132E+01, 1.220E+01, 1.434E-02, 1.195E+00
 4.801E+01, 1.132E+01, 1.209E+01, 1.395E-02, 1.195E+00
 4.900E+01, 1.132E+01, 1.212E+01, 1.468E-02, 1.195E+00
 5.000E+01, 1.132E+01, 1.229E+01, 1.289E-02, 1.195E+00
 5.100E+01, 1.132E+01, 1.240E+01, 1.646E-02, 1.195E+00
 5.200E+01, 1.132E+01, 1.228E+01, 1.481E-02, 1.195E+00
 5.300E+01, 1.132E+01, 1.190E+01, 1.351E-02, 1.195E+00
 5.400E+01, 1.132E+01, 1.205E+01, 1.639E-02, 1.195E+00
 5.500E+01, 1.132E+01, 1.238E+01, 1.664E-02, 1.195E+00
 5.600E+01, 1.133E+01, 1.228E+01, 1.411E-02, 1.195E+00
 5.700E+01, 1.134E+01, 1.234E+01, 1.488E-02, 1.195E+00
 5.801E+01, 1.134E+01, 1.191E+01, 1.406E-02, 1.195E+00
 5.901E+01, 1.134E+01, 1.228E+01, 1.359E-02, 1.195E+00
 6.000E+01, 1.135E+01, 1.221E+01, 1.284E-02, 1.195E+00
 6.101E+01, 1.135E+01, 1.202E+01, 1.386E-02, 1.195E+00
 6.200E+01, 1.136E+01, 1.229E+01, 1.151E-02, 1.195E+00
 6.300E+01, 1.136E+01, 1.225E+01, 1.086E-02, 1.195E+00
 6.401E+01, 1.137E+01, 1.210E+01, 1.458E-02, 1.195E+00
 6.500E+01, 1.138E+01, 1.243E+01, 1.123E-02, 1.195E+00
 6.600E+01, 1.139E+01, 1.246E+01, 1.054E-02, 1.195E+00
 6.700E+01, 1.139E+01, 1.197E+01, 1.388E-02, 1.195E+00
 6.801E+01, 1.140E+01, 1.242E+01, 1.394E-02, 1.195E+00
 6.900E+01, 1.140E+01, 1.229E+01, 1.178E-02, 1.195E+00
 7.000E+01, 1.140E+01, 1.210E+01, 1.461E-02, 1.195E+00
 7.101E+01, 1.140E+01, 1.226E+01, 1.212E-02, 1.195E+00
 7.200E+01, 1.140E+01, 1.234E+01, 1.248E-02, 1.195E+00
 7.300E+01, 1.141E+01, 1.270E+01, 1.379E-02, 1.195E+00
 7.400E+01, 1.142E+01, 1.191E+01, 1.134E-02, 1.195E+00
 7.501E+01, 1.142E+01, 1.251E+01, 9.797E-03, 1.195E+00
 7.600E+01, 1.142E+01, 1.250E+01, 1.332E-02, 1.195E+00
 7.700E+01, 1.142E+01, 1.234E+01, 1.319E-02, 1.195E+00
 7.801E+01, 1.142E+01, 1.249E+01, 1.777E-02, 1.195E+00
 7.900E+01, 1.142E+01, 1.212E+01, 1.280E-02, 1.195E+00
 8.000E+01, 1.141E+01, 1.210E+01, 1.344E-02, 1.195E+00
 8.101E+01, 1.142E+01, 1.224E+01, 9.532E-03, 1.195E+00
 8.200E+01, 1.141E+01, 1.201E+01, 1.550E-02, 1.195E+00
 8.300E+01, 1.141E+01, 1.260E+01, 1.642E-02, 1.195E+00
 8.400E+01, 1.141E+01, 1.237E+01, 1.221E-02, 1.195E+00
 8.501E+01, 1.141E+01, 1.233E+01, 1.449E-02, 1.195E+00
 8.600E+01, 1.141E+01, 1.222E+01, 1.247E-02, 1.195E+00
 8.700E+01, 1.141E+01, 1.207E+01, 1.223E-02, 1.195E+00
 8.801E+01, 1.141E+01, 1.234E+01, 1.584E-02, 1.195E+00
 8.900E+01, 1.142E+01, 1.263E+01, 1.415E-02, 1.195E+00
 9.000E+01, 1.142E+01, 1.222E+01, 1.277E-02, 1.195E+00
 9.101E+01, 1.142E+01, 1.232E+01, 1.640E-02, 1.195E+00
 9.200E+01, 1.142E+01, 1.225E+01, 1.262E-02, 1.195E+00
 9.300E+01, 1.141E+01, 1.267E+01, 1.436E-02, 1.195E+00
 9.400E+01, 1.142E+01, 1.245E+01, 1.480E-02, 1.195E+00
 9.501E+01, 1.142E+01, 1.221E+01, 1.036E-02, 1.195E+00
 9.600E+01, 1.143E+01, 1.232E+01, 1.361E-02, 1.195E+00
 9.700E+01, 1.143E+01, 1.245E+01, 1.581E-02, 1.195E+00
 9.801E+01, 1.143E+01, 1.274E+01, 1.508E-02, 1.195E+00
 9.900E+01, 1.143E+01, 1.264E+01, 1.666E-02, 1.195E+00
 1.000E+02, 1.143E+01, 1.284E+01, 1.711E-02, 1.195E+00
