s,kg/s,kW/m2,kW/m2,kW/m2,kW/m2,mol/mol,mol/mol,kW/m2,kW/m2,kW/m2,kW/m2
Time,"MLRPUA","C 1","C 2","R 1","R 2","G 1","G 2","R 1.1","R 1.2","R 1.3","R 1.4"
 3.3800066E+002, 4.5636417E-003,-1.8140085E-001, 3.5173686E+000, 1.7142376E+001, 3.5488974E+001, 5.1865571E-007, 5.6811677E-003, 1.4512226E+001, 1.0282903E+001, 7.4331262E+000, 5.4051901E+000
 3.3900327E+002, 4.4588973E-003,-4.7328508E-003, 3.0953602E+000, 1.9492665E+001, 3.5464782E+001, 1.1728559E-006, 4.4344608E-003, 1.6907082E+001, 1.2966225E+001, 1.0621794E+001, 9.1134702E+000
 3.4000311E+002, 4.3155254E-003,-5.5709689E-001, 3.1440458E+000, 1.6887949E+001, 3.2195712E+001, 1.7694607E-007, 1.8429272E-003, 1.4415012E+001, 1.0773832E+001, 8.4509334E+000, 6.6564147E+000
 3.4100444E+002, 4.0457662E-003,-6.4182632E-001, 3.1927531E+000, 1.4524078E+001, 2.9834091E+001, 1.9704566E-007, 3.9883103E-003, 1.2002189E+001, 8.6116870E+000, 6.7460013E+000, 5.3593852E+000
 3.4200320E+002, 3.7422723E-003,-9.7883835E-001, 1.7231681E+000, 1.4063541E+001, 2.8260129E+001, 6.3965491E-008, 9.9136438E-004, 1.1644919E+001, 8.2479394E+000, 6.1699529E+000, 4.8354303E+000
 3.4300167E+002, 3.5494254E-003,-1.0922795E+000, 3.3280883E+000, 1.0603497E+001, 3.6112475E+001, 3.4859383E-008, 2.2710015E-003, 8.3568763E+000, 5.7132158E+000, 4.3243432E+000, 3.4906650E+000
 3.4400263E+002, 3.6496802E-003,-9.9193288E-001, 3.4476429E+000, 1.3083192E+001, 3.2702265E+001, 9.3550353E-008, 1.6145397E-003, 1.0730854E+001, 7.7811618E+000, 5.9603087E+000, 4.6492661E+000
 3.4500088E+002, 3.2609400E-003,-1.1643334E+000, 5.5970860E+000, 9.8834606E+000, 4.7051636E+001, 3.8261267E-008, 9.0503646E-003, 7.7162194E+000, 5.0023713E+000, 3.4208855E+000, 2.3575097E+000
 3.4600377E+002, 3.1836797E-003,-1.1760142E+000, 3.2267512E+000, 8.2535738E+000, 3.8883425E+001, 1.1433019E-008, 4.3601947E-003, 6.1378853E+000, 3.6801822E+000, 2.4537624E+000, 1.7144203E+000
 3.4700043E+002, 2.9218164E-003,-1.2845157E+000, 2.3990706E+000, 7.2822533E+000, 3.4211202E+001, 3.7014843E-008, 1.4504810E-003, 5.4020708E+000, 3.4215432E+000, 2.4407331E+000, 1.8787148E+000
 3.4800594E+002, 2.6729384E-003,-1.2364856E+000, 1.6067189E+000, 7.4077130E+000, 2.8922387E+001, 6.8534692E-009, 2.7037072E-003, 5.6395361E+000, 3.7500644E+000, 2.6225993E+000, 1.7053985E+000
 3.4900224E+002, 2.6057339E-003,-1.2602715E+000, 4.9873271E-001, 7.3443025E+000, 1.2739921E+001, 4.3918576E-009, 6.6848852E-004, 5.6055718E+000, 3.7341983E+000, 2.6528016E+000, 1.8649095E+000
 3.5000528E+002, 2.0612454E-003,-1.3295852E+000,-1.0451887E+000, 5.1186124E+000, 3.8743115E+000, 3.9158375E-010, 7.9434525E-006, 3.6247392E+000, 2.1518261E+000, 1.4363704E+000, 9.8488240E-001
 3.5100631E+002, 1.7889771E-003,-1.3632762E+000,-7.9849154E-001, 3.9708534E+000, 4.9049240E+000, 2.8728488E-011, 3.9364706E-006, 2.6937265E+000, 1.6303691E+000, 1.0682789E+000, 6.8116827E-001
 3.5200138E+002, 2.0018135E-003,-1.3380065E+000,-8.7909022E-001, 4.6019527E+000, 4.0949935E+000, 1.3041553E-011, 7.7197751E-006, 3.1750655E+000, 1.8243224E+000, 1.1502203E+000, 7.3219441E-001
 3.5300055E+002, 1.7853265E-003,-1.3196305E+000,-1.0208171E+000, 4.4421188E+000, 4.1196477E+000, 1.0025209E-011, 1.8923026E-005, 3.1315330E+000, 1.8667320E+000, 1.1954286E+000, 7.6198441E-001
 3.5400108E+002, 1.6287555E-003,-1.2871407E+000,-1.1476282E+000, 3.4369507E+000, 3.0792468E+000, 1.2637390E-011, 8.8318440E-007, 2.2828306E+000, 1.2961870E+000, 8.1073633E-001, 5.0738683E-001
 3.5500673E+002, 1.5940470E-003,-1.2328004E+000,-1.0594493E+000, 3.7322293E+000, 2.2793825E+000, 1.9399780E-011, 2.9733876E-007, 2.5543221E+000, 1.4546884E+000, 8.7897338E-001, 5.2066143E-001
 3.5600255E+002, 1.5652328E-003,-1.2344211E+000,-1.1352252E+000, 3.8270663E+000, 2.4660124E+000, 1.2074598E-011, 3.4106221E-007, 2.7579282E+000, 1.7369917E+000, 1.0966579E+000, 6.5916477E-001
 3.5700883E+002, 1.4430031E-003,-1.2499101E+000,-1.1255541E+000, 3.5729745E+000, 2.0524900E+000, 2.1065671E-011, 1.2286104E-007, 2.5362605E+000, 1.5279797E+000, 8.6534896E-001, 4.6149084E-001
 3.5800357E+002, 1.4008873E-003,-1.2624601E+000,-1.1598048E+000, 3.3861310E+000, 1.9765078E+000, 2.4009311E-011, 2.3793118E-007, 2.3860295E+000, 1.4081431E+000, 8.1603279E-001, 4.4302031E-001
 3.5900003E+002, 1.5068551E-003,-1.2227154E+000,-1.1730538E+000, 3.4799977E+000, 1.9086468E+000, 2.4361376E-011, 5.2614559E-008, 2.5242602E+000, 1.6286961E+000, 1.0422247E+000, 6.4669295E-001
 3.6000070E+002, 1.4795850E-003,-1.2196762E+000,-6.4220515E-001, 3.4212471E+000, 2.1492896E+000, 1.8981559E-011, 3.7328158E-006, 2.3641540E+000, 1.3451567E+000, 7.6197677E-001, 4.4015012E-001
 3.6100647E+002, 1.4918517E-003,-1.1748536E+000,-9.5799727E-001, 3.3532833E+000, 2.3713156E+000, 2.7448154E-011, 3.3198268E-007, 2.3193763E+000, 1.3875799E+000, 8.5609222E-001, 5.1553146E-001
 3.6200437E+002, 1.4080925E-003,-1.1659862E+000,-9.4260773E-001, 3.1649601E+000, 2.1211226E+000, 2.8108058E-011, 1.9052301E-006, 2.0623979E+000, 1.0725011E+000, 5.6648055E-001, 3.2033578E-001
 3.6300134E+002, 1.3984468E-003,-1.1231254E+000,-1.0929280E+000, 3.6791374E+000, 1.9472495E+000, 2.9726608E-011, 1.5629946E-007, 2.7265234E+000, 1.8504414E+000, 1.2603846E+000, 8.2943070E-001
 3.6400189E+002, 1.2731589E-003,-1.1364383E+000,-9.6947684E-001, 3.6439887E+000, 1.9001271E+000, 4.0315231E-011, 5.9816246E-007, 2.5954332E+000, 1.5575256E+000, 9.2966392E-001, 5.5218718E-001
 3.6500673E+002, 9.9930400E-004,-1.1730432E+000,-1.0607205E+000, 2.2036287E+000, 2.0041035E+000, 2.5341660E-011, 3.1385259E-007, 1.2916086E+000, 6.6531044E-001, 3.5956137E-001, 1.9385237E-001
 3.6600368E+002, 9.4175347E-004,-1.1679593E+000,-1.1160814E+000, 2.0085167E+000, 2.2178754E+000, 1.1110318E-011, 6.4647933E-007, 1.1837047E+000, 6.6097753E-001, 3.8833151E-001, 2.3085125E-001
 3.6700577E+002, 8.3904885E-004,-1.0777061E+000,-8.1167884E-001, 1.7410941E+000, 2.0545967E+000, 5.8494994E-012, 1.2812967E-006, 1.0197028E+000, 6.1945309E-001, 3.7337975E-001, 2.2579265E-001
 3.6800220E+002, 7.1318065E-004,-1.1139789E+000,-1.0400200E+000, 1.2887082E+000, 1.4084179E+000, 1.5754610E-012, 3.1092358E-007, 6.1488158E-001, 2.9620877E-001, 1.4775197E-001, 8.2257592E-002
 3.6900960E+002, 6.3971539E-004,-1.0658043E+000,-1.0751546E+000, 1.2791757E+000, 1.8688452E+000, 9.9379901E-013, 1.0029803E-007, 6.0905787E-001, 3.0114761E-001, 1.4284960E-001, 7.3207943E-002
 3.7000101E+002, 4.8219091E-004,-1.0548998E+000,-1.0076046E+000, 1.0182970E+000, 1.6155740E+000, 1.1203493E-012, 4.0690153E-007, 3.8752326E-001, 1.8072819E-001, 9.2537959E-002, 5.0392670E-002
 3.7100277E+002, 5.2513076E-004,-1.0087064E+000,-1.0179770E+000, 1.1916082E+000, 1.6106083E+000, 1.0980074E-012, 2.4038648E-007, 5.3896960E-001, 2.7054818E-001, 1.3561048E-001, 7.5787986E-002
 3.7200811E+002, 4.3417222E-004,-9.9726789E-001,-1.0839319E+000, 1.1501519E+000, 2.2747796E+000, 2.2646795E-013, 2.2364592E-007, 5.1732620E-001, 2.7119613E-001, 1.3261378E-001, 7.0024988E-002
 3.7300229E+002, 2.6830053E-004,-9.6930055E-001,-9.7902609E-001, 8.5569288E-001, 1.9038565E+000, 2.0954243E-013, 2.7176861E-007, 2.6606148E-001, 1.2346680E-001, 6.5101602E-002, 3.8469065E-002
 3.7400974E+002, 2.1905221E-004,-9.4349639E-001,-1.0993975E+000, 7.0419182E-001, 9.8970358E-001, 5.0917388E-013, 1.1920368E-008, 1.5376537E-001, 5.8266953E-002, 2.4164947E-002, 1.4328161E-002
 3.7500870E+002, 1.9246039E-004,-9.8978177E-001,-1.1024957E+000, 6.5940395E-001, 6.6511699E-001, 3.6988009E-014, 1.7501305E-010, 1.1583699E-001, 4.2925704E-002, 1.9947849E-002, 1.3641156E-002
 3.7600090E+002, 1.8729708E-004,-1.0415929E+000,-1.0682138E+000, 6.5996711E-001, 6.7978645E-001, 1.5579601E-014, 2.7461505E-012, 1.1961310E-001, 4.2914231E-002, 1.7250471E-002, 9.8206054E-003
 3.7700177E+002, 1.6300351E-004,-1.0135193E+000,-1.0035501E+000, 6.5363215E-001, 6.7593170E-001, 2.7270056E-014, 2.6497868E-013, 1.2508869E-001, 4.9053616E-002, 2.1564655E-002, 1.2159756E-002
 3.7801181E+002, 1.4659444E-004,-1.0340945E+000,-9.4907583E-001, 6.2113383E-001, 6.6822157E-001, 6.1480746E-015, 1.0688518E-013, 1.0242816E-001, 3.9612682E-002, 1.5583805E-002, 7.4115854E-003
 3.7900153E+002, 1.4798869E-004,-1.0112214E+000,-1.0066271E+000, 6.0978781E-001, 6.5526167E-001, 1.8792118E-015, 6.4073615E-014, 8.5789603E-002, 2.7428505E-002, 9.6571102E-003, 6.0273693E-003
 3.8000383E+002, 1.4534399E-004,-1.0410762E+000,-9.6662725E-001, 6.2044549E-001, 6.5037721E-001, 4.2073906E-015, 3.6682557E-014, 9.6211070E-002, 3.6816281E-002, 1.5099102E-002, 8.0893356E-003
 3.8101324E+002, 1.3025857E-004,-9.9875027E-001,-8.5845816E-001, 5.9090651E-001, 6.4993887E-001, 6.7242991E-015, 2.4260894E-014, 8.1155445E-002, 2.9452521E-002, 1.1962873E-002, 7.8830115E-003
 3.8200017E+002, 1.8946932E-004,-8.5650544E-001,-8.0821442E-001, 6.6195826E-001, 6.6728001E-001, 5.4505099E-015, 1.1283877E-014, 1.1815294E-001, 4.4967810E-002, 1.7012901E-002, 7.3900314E-003
 3.8300618E+002, 1.6665404E-004,-7.4705765E-001,-9.6232108E-001, 6.4551816E-001, 6.5768653E-001, 1.6861263E-015, 1.3633111E-015, 1.1875290E-001, 4.8914095E-002, 1.7511333E-002, 8.8051090E-003
 3.8401056E+002, 1.3738993E-004,-8.4281740E-001,-9.8121632E-001, 6.1434347E-001, 6.4534970E-001, 3.2464532E-016, 2.3659808E-016, 9.8510451E-002, 3.8869845E-002, 1.6647659E-002, 8.7581941E-003
 3.8500249E+002, 1.3657679E-004,-8.8118104E-001,-9.9809562E-001, 6.2397216E-001, 6.4165274E-001, 1.0458003E-015, 6.8414227E-017, 1.0417935E-001, 4.3270833E-002, 1.8041369E-002, 8.7834742E-003
 3.8600513E+002, 9.4208434E-005,-8.9368423E-001,-9.3652573E-001, 6.0212452E-001, 6.3390100E-001, 1.2281986E-015, 3.8865431E-017, 8.4326800E-002, 3.3252281E-002, 1.3609462E-002, 8.2150530E-003
 3.8700363E+002, 6.8740700E-005,-7.3727637E-001,-9.2562859E-001, 5.4008588E-001, 6.1566926E-001, 6.5697640E-017, 2.1555932E-017, 4.7862929E-002, 2.2288434E-002, 1.2121825E-002, 8.4277655E-003
 3.8800853E+002, 5.2513408E-005,-8.9825294E-001,-8.2475472E-001, 5.2633054E-001, 6.1359838E-001, 4.4078305E-017, 2.1324905E-017, 4.0385704E-002, 1.5796428E-002, 7.0355534E-003, 5.5846881E-003
 3.8901306E+002, 8.3734319E-005,-8.1197239E-001,-7.0659834E-001, 5.5482542E-001, 6.2283211E-001, 1.0823150E-014, 1.2686247E-017, 5.1847267E-002, 1.7869327E-002, 7.1086606E-003, 4.7798141E-003
 3.9001129E+002, 6.6406366E-005,-9.3543492E-001,-7.7961862E-001, 5.2944404E-001, 6.0765061E-001, 5.2177550E-015, 4.4840836E-018, 4.0127060E-002, 1.2994577E-002, 5.8806122E-003, 4.9848711E-003
 3.9101335E+002, 6.8258910E-005,-9.2905126E-001,-8.4709142E-001, 5.6388216E-001, 6.2447589E-001, 1.6007190E-015, 2.4676670E-018, 7.0699505E-002, 2.8285656E-002, 1.1576704E-002, 6.4671095E-003
 3.9201147E+002, 4.3513894E-005,-8.3089133E-001,-8.2996139E-001, 5.0851991E-001, 5.9602923E-001, 1.4767049E-015, 1.1505223E-018, 2.9986503E-002, 1.1516165E-002, 5.7557589E-003, 5.2828030E-003
 3.9300962E+002, 5.2023500E-005,-9.2926099E-001,-8.7229465E-001, 5.4460105E-001, 6.1047295E-001, 5.6164292E-017, 3.0518997E-019, 5.5220125E-002, 2.0557406E-002, 9.1589573E-003, 5.5132340E-003
 3.9400489E+002, 6.4835978E-005,-9.0465829E-001,-7.8986870E-001, 5.4293870E-001, 6.1453214E-001, 1.3905440E-017, 1.5012883E-019, 5.4650608E-002, 2.1399438E-002, 9.9908131E-003, 5.7959855E-003
 3.9501208E+002, 6.5397149E-005,-9.2004812E-001,-8.3394674E-001, 5.4299985E-001, 6.1755730E-001, 8.7978626E-018, 1.7800083E-019, 5.3384609E-002, 1.9887996E-002, 8.9686597E-003, 5.3749389E-003
 3.9600037E+002, 5.3669773E-005,-9.1082384E-001,-8.6149432E-001, 5.5790548E-001, 6.2429699E-001, 1.0710145E-017, 5.9060064E-019, 6.2946745E-002, 2.5129188E-002, 1.0981126E-002, 5.8631558E-003
 3.9700393E+002, 3.1359044E-005,-7.7811574E-001,-8.9010149E-001, 5.0315140E-001, 5.8386861E-001, 7.2600499E-018, 1.5097689E-018, 2.8922076E-002, 1.2446217E-002, 7.2525681E-003, 5.4232184E-003
 3.9801008E+002, 2.1150080E-005,-8.8657075E-001,-8.4975329E-001, 4.8774875E-001, 5.7549547E-001, 1.1655060E-017, 9.7037307E-019, 1.7434075E-002, 7.8718424E-003, 5.1536782E-003, 4.6232262E-003
 3.9901054E+002, 0.0000000E+000,-7.9766375E-001,-8.3031660E-001, 4.8710186E-001, 5.7294593E-001, 9.0285389E-016, 1.4317207E-018, 1.6449992E-002, 7.4976629E-003, 5.2826447E-003, 4.9009112E-003
 4.0000433E+002, 0.0000000E+000,-8.3746407E-001,-7.5421234E-001, 4.6725404E-001, 5.6529719E-001, 3.0325849E-016, 1.2207617E-017, 4.9881657E-003, 4.7350140E-003, 4.6436857E-003, 4.5401684E-003
 4.0100202E+002, 0.0000000E+000,-8.6979560E-001,-7.4368972E-001, 4.6645518E-001, 5.6404685E-001, 6.5099296E-017, 1.4526307E-017, 4.8943225E-003, 4.6477594E-003, 4.4821012E-003, 4.4068744E-003
 4.0202294E+002, 0.0000000E+000,-8.7335815E-001,-7.9806384E-001, 4.6583787E-001, 5.6254817E-001, 1.4228807E-016, 5.0235533E-018, 4.7503747E-003, 4.4974660E-003, 4.2058135E-003, 4.0535133E-003
 4.0301655E+002, 0.0000000E+000,-8.6430025E-001,-8.0435498E-001, 4.6527652E-001, 5.6111110E-001, 7.0644216E-017, 2.2490009E-018, 4.6852932E-003, 4.7477883E-003, 4.6213242E-003, 4.2822552E-003
 4.0401016E+002, 0.0000000E+000,-6.9390560E-001,-7.7891209E-001, 4.6548402E-001, 5.5983435E-001, 2.6577893E-015, 2.1592852E-018, 4.6452360E-003, 4.2281426E-003, 4.2793853E-003, 4.3102245E-003
 4.0500378E+002, 0.0000000E+000,-6.9132446E-001,-7.4393888E-001, 4.6528617E-001, 5.5844304E-001, 1.2570351E-015, 6.4044656E-018, 5.1855359E-003, 4.3021584E-003, 3.9427822E-003, 3.8492120E-003
 4.0602354E+002, 0.0000000E+000,-7.0350116E-001,-7.6450305E-001, 4.6486460E-001, 5.5722630E-001, 1.4240630E-015, 2.2268848E-018, 5.2277289E-003, 4.3545568E-003, 4.0088825E-003, 3.8974726E-003
 4.0701715E+002, 0.0000000E+000,-7.3650566E-001,-7.3382926E-001, 4.6427788E-001, 5.5620961E-001, 2.1428677E-016, 4.4509174E-019, 4.9044544E-003, 4.3406800E-003, 4.0267508E-003, 3.7677327E-003
 4.0802384E+002, 0.0000000E+000,-7.9688034E-001,-7.3471445E-001, 4.6346946E-001, 5.5523441E-001, 1.1213793E-016, 3.6071241E-019, 4.7232534E-003, 4.4367543E-003, 4.2116028E-003, 3.9282299E-003
 4.0900318E+002, 0.0000000E+000,-8.4032653E-001,-7.4466880E-001, 4.6274649E-001, 5.5318884E-001, 7.0528460E-017, 5.7491467E-019, 4.5570194E-003, 4.5007203E-003, 4.4718302E-003, 4.3114807E-003
 4.1000873E+002, 0.0000000E+000,-8.3464071E-001,-6.8341895E-001, 4.6212751E-001, 5.5262983E-001, 1.0001016E-016, 9.0026676E-019, 4.2879003E-003, 3.9935136E-003, 3.8837512E-003, 3.8517607E-003
 4.1101427E+002, 0.0000000E+000,-7.2457200E-001,-7.8621124E-001, 4.6235289E-001, 5.5078220E-001, 5.1805167E-017, 7.4334136E-019, 4.6016030E-003, 4.0566801E-003, 3.6147079E-003, 3.4491761E-003
 4.1201982E+002, 0.0000000E+000,-7.1632010E-001,-7.8072772E-001, 4.6256715E-001, 5.4957767E-001, 1.6123230E-016, 1.1265836E-019, 5.1684105E-003, 4.5301777E-003, 4.2154650E-003, 3.8500699E-003
 4.1302537E+002, 0.0000000E+000,-6.7246775E-001,-7.8724324E-001, 4.6240946E-001, 5.4815498E-001, 1.6174332E-016, 5.1404706E-020, 5.2408593E-003, 4.6828006E-003, 4.4162231E-003, 4.2279890E-003
 4.1401136E+002, 0.0000000E+000,-8.1650300E-001,-7.5880836E-001, 4.6088878E-001, 5.4658302E-001, 1.0934113E-017, 3.3364085E-020, 4.4735046E-003, 4.2335726E-003, 4.1433819E-003, 4.1132725E-003
 4.1502529E+002, 0.0000000E+000,-7.9574586E-001,-7.0325915E-001, 4.6017057E-001, 5.4545681E-001, 5.6488990E-018, 1.4001319E-020, 4.0871528E-003, 3.9016385E-003, 3.8293269E-003, 3.7624454E-003
 4.1601007E+002, 0.0000000E+000,-8.0419710E-001,-7.5779551E-001, 4.5978443E-001, 5.4427603E-001, 6.0342301E-018, 1.4431953E-020, 4.0672175E-003, 3.7734127E-003, 3.4863995E-003, 3.2365541E-003
 4.1701211E+002, 0.0000000E+000,-7.7223220E-001,-6.3199598E-001, 4.5978664E-001, 5.4416000E-001, 2.9339053E-018, 3.6465259E-020, 4.2398620E-003, 3.9681324E-003, 3.8799914E-003, 3.6761039E-003
 4.1801415E+002, 0.0000000E+000,-7.4342953E-001,-5.9574354E-001, 4.5992344E-001, 5.4362237E-001, 1.1743593E-018, 2.1517296E-020, 4.7160687E-003, 4.3013827E-003, 4.0516628E-003, 3.8245266E-003
 4.1902160E+002, 0.0000000E+000,-7.6114543E-001,-5.8640567E-001, 4.5968998E-001, 5.4239062E-001, 2.1056604E-019, 1.4747417E-020, 4.8443984E-003, 4.6321051E-003, 4.4198607E-003, 4.2035540E-003
 4.2000468E+002, 0.0000000E+000,-7.3421369E-001,-6.0564827E-001, 4.5934910E-001, 5.4123833E-001, 7.8218513E-020, 3.6550627E-021, 4.7035021E-003, 4.3622460E-003, 4.3460083E-003, 4.3206154E-003
 4.2101756E+002, 0.0000000E+000,-6.6491660E-001,-6.8088948E-001, 4.5920053E-001, 5.3975514E-001, 1.2739435E-019, 1.6361326E-021, 4.7363421E-003, 4.0395270E-003, 3.7229953E-003, 3.5233528E-003
 4.2200064E+002, 0.0000000E+000,-6.5229537E-001,-5.5001101E-001, 4.5938100E-001, 5.3911519E-001, 1.3582305E-019, 2.0213718E-021, 5.2259916E-003, 4.2337252E-003, 3.8121072E-003, 3.5095306E-003
 4.2302245E+002, 0.0000000E+000,-6.5148262E-001,-6.2831605E-001, 4.5938106E-001, 5.3835836E-001, 4.0877650E-020, 1.4752958E-021, 5.6189332E-003, 4.9082749E-003, 4.2929338E-003, 3.9132112E-003
 4.2400925E+002, 0.0000000E+000,-7.5171600E-001,-6.2403241E-001, 4.5898429E-001, 5.3674856E-001, 1.9217322E-020, 5.9411510E-022, 5.8588991E-003, 5.5690813E-003, 5.2321122E-003, 4.8489825E-003
 4.2501433E+002, 0.0000000E+000,-7.5474641E-001,-6.2986253E-001, 4.5787706E-001, 5.3549417E-001, 8.1320030E-021, 2.8784368E-022, 5.1356218E-003, 4.8431985E-003, 4.7633417E-003, 4.7257531E-003
 4.2601940E+002, 0.0000000E+000,-6.6057429E-001,-5.7919714E-001, 4.5740791E-001, 5.3526804E-001, 3.4989095E-021, 2.4121656E-022, 4.5747077E-003, 4.3165169E-003, 4.1428424E-003, 4.0631264E-003
 4.2700973E+002, 0.0000000E+000,-6.9491739E-001,-5.9589427E-001, 4.5723166E-001, 5.3427678E-001, 1.4644339E-021, 1.0728106E-022, 4.6868468E-003, 4.2758890E-003, 4.1419908E-003, 3.9397771E-003
 4.2801666E+002, 0.0000000E+000,-5.5208951E-001,-7.2295667E-001, 4.5748563E-001, 5.3237212E-001, 4.7285275E-022, 4.5769309E-023, 5.0818504E-003, 4.4335810E-003, 4.2149402E-003, 4.1906520E-003
 4.2902358E+002, 0.0000000E+000,-5.3964036E-001,-7.2168858E-001, 4.5739309E-001, 5.3072006E-001, 3.3866669E-022, 1.3860593E-023, 5.1190228E-003, 4.4640804E-003, 4.0701142E-003, 3.8810961E-003
 4.3001760E+002, 0.0000000E+000,-3.8464210E-001,-6.6430626E-001, 4.5809742E-001, 5.2974290E-001, 1.3116183E-022, 6.9017515E-024, 5.7689043E-003, 4.6987797E-003, 4.3047437E-003, 4.0017369E-003
 4.3102532E+002, 0.0000000E+000,-5.8478347E-001,-5.4304651E-001, 4.5718062E-001, 5.2940250E-001, 2.4752100E-023, 5.0297928E-024, 5.7011111E-003, 4.9466969E-003, 4.6568710E-003, 4.5001392E-003
 4.3201389E+002, 0.0000000E+000,-5.4907416E-001,-6.4796421E-001, 4.5670798E-001, 5.2839111E-001, 9.9302240E-024, 2.3105190E-024, 5.6450095E-003, 4.9871737E-003, 4.5251190E-003, 4.0983474E-003
 4.3301905E+002, 0.0000000E+000,-6.2481451E-001,-6.4602094E-001, 4.5610436E-001, 5.2795137E-001, 3.9213135E-024, 1.2326123E-024, 5.4735167E-003, 5.0208281E-003, 4.7065243E-003, 4.4859042E-003
 4.3400189E+002, 0.0000000E+000,-5.6442864E-001,-5.0942159E-001, 4.5529627E-001, 5.2745431E-001, 4.9579803E-024, 1.2458092E-024, 4.5884451E-003, 4.3420707E-003, 4.2133450E-003, 4.0414089E-003
 4.3501202E+002, 0.0000000E+000,-5.4117209E-001,-6.5742693E-001, 4.5517368E-001, 5.2610345E-001, 2.4069192E-024, 4.0916277E-025, 4.7474121E-003, 4.0514039E-003, 3.8863641E-003, 3.8097646E-003
 4.3602215E+002, 0.0000000E+000,-5.6411467E-001,-6.6508910E-001, 4.5484645E-001, 5.2441242E-001, 4.6178214E-025, 1.5670509E-025, 4.8013963E-003, 4.3102148E-003, 4.0247325E-003, 3.8388844E-003
 4.3701363E+002, 0.0000000E+000,-7.4403670E-001,-6.7596332E-001, 4.5382800E-001, 5.2353593E-001, 2.0790245E-025, 4.5098068E-026, 4.4206206E-003, 4.2091052E-003, 4.0691035E-003, 3.9600172E-003
 4.3800800E+002, 0.0000000E+000,-6.8374833E-001,-6.4520443E-001, 4.5353479E-001, 5.2299806E-001, 1.4907071E-025, 3.8268343E-026, 4.2860540E-003, 3.9419652E-003, 3.8782890E-003, 3.8171677E-003
 4.3902145E+002, 0.0000000E+000,-6.3219529E-001,-5.9615244E-001, 4.5370869E-001, 5.2266697E-001, 6.7162994E-026, 3.6916206E-026, 4.5834449E-003, 3.9948660E-003, 3.7327387E-003, 3.6321270E-003
 4.4001083E+002, 0.0000000E+000,-7.0100648E-001,-6.3810329E-001, 4.5322291E-001, 5.2191724E-001, 5.5405382E-026, 3.4062539E-026, 4.5213837E-003, 4.2756724E-003, 4.0287928E-003, 3.7808976E-003
 4.4100020E+002, 0.0000000E+000,-6.1973638E-001,-6.8660177E-001, 4.5325467E-001, 5.2086892E-001, 2.7940475E-026, 2.7845758E-026, 4.5428635E-003, 4.1818131E-003, 3.9988867E-003, 3.8586714E-003
 4.4200830E+002, 0.0000000E+000,-6.5698048E-001,-6.6710568E-001, 4.5297301E-001, 5.2028043E-001, 8.5237447E-027, 1.4474586E-026, 4.7414320E-003, 4.2844863E-003, 4.0387315E-003, 3.8617939E-003
 4.4302679E+002, 0.0000000E+000,-6.5011648E-001,-5.7069442E-001, 4.5270587E-001, 5.1990643E-001, 5.4227730E-027, 1.1806160E-026, 4.5776723E-003, 4.2327620E-003, 4.0023719E-003, 3.8162616E-003
 4.4400392E+002, 0.0000000E+000,-6.2143838E-001,-4.7029812E-001, 4.5243526E-001, 5.1970115E-001, 1.9004973E-027, 6.4188618E-027, 4.4503203E-003, 3.9735501E-003, 3.7910994E-003, 3.6370732E-003
 4.4500603E+002, 0.0000000E+000,-7.0187675E-001,-5.6403634E-001, 4.5147416E-001, 5.1875644E-001, 6.4538195E-028, 2.7839939E-027, 3.9402650E-003, 3.6351628E-003, 3.5488390E-003, 3.5368837E-003
 4.4600815E+002, 0.0000000E+000,-6.9202738E-001,-6.0488999E-001, 4.5105667E-001, 5.1747384E-001, 5.4085488E-028, 8.8089127E-028, 3.7559036E-003, 3.5097773E-003, 3.2972860E-003, 3.2680457E-003
 4.4701387E+002, 0.0000000E+000,-6.1169585E-001,-6.1888194E-001, 4.5127459E-001, 5.1646038E-001, 4.2668285E-028, 4.5680007E-028, 3.9106726E-003, 3.5249342E-003, 3.3853905E-003, 3.2911270E-003
 4.4802348E+002, 0.0000000E+000,-6.1235837E-001,-6.0327860E-001, 4.5171500E-001, 5.1612901E-001, 1.8923039E-028, 2.7562367E-028, 4.6465633E-003, 3.9202652E-003, 3.5462843E-003, 3.3882219E-003
 4.4900086E+002, 0.0000000E+000,-6.0266438E-001,-5.7654908E-001, 4.5138522E-001, 5.1569725E-001, 1.0637215E-028, 6.9419771E-029, 4.6622948E-003, 4.4957717E-003, 4.2632405E-003, 3.9941361E-003
 4.5000138E+002, 0.0000000E+000,-5.8194812E-001,-6.4313884E-001, 4.5104042E-001, 5.1447827E-001, 5.5537177E-029, 3.2403455E-029, 4.3193307E-003, 4.0722490E-003, 4.0888622E-003, 4.1271122E-003
 4.5102697E+002, 0.0000000E+000,-5.5195108E-001,-6.7074231E-001, 4.5048880E-001, 5.1292814E-001, 3.3038234E-029, 1.4148144E-029, 3.8630495E-003, 3.4548544E-003, 3.4817015E-003, 3.5310268E-003
 4.5200488E+002, 0.0000000E+000,-4.7833240E-001,-5.7036040E-001, 4.5096907E-001, 5.1255817E-001, 1.1966003E-029, 9.0661912E-030, 4.5426288E-003, 3.4618102E-003, 3.1193651E-003, 3.0091162E-003
