s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
 2.9600239E+003, 7.0069984E+000,-3.7683446E+000,-1.5994721E+000,-2.2440301E+000,-2.4720189E-002, 3.3555929E-003, 0.0000000E+000, 0.0000000E+000,-6.6710222E-001,-6.2621290E-001, 1.6666667E-004, 1.6666667E-004, 1.0528911E+002
 2.9700205E+003, 7.0030390E+000,-3.7677336E+000,-1.5860159E+000,-2.2348137E+000,-2.4719312E-002, 1.4546187E-003, 0.0000000E+000, 0.0000000E+000,-6.4900294E-001,-6.0878885E-001, 1.6666667E-004, 1.6666667E-004, 1.0541533E+002
 2.9800115E+003, 7.0014826E+000,-3.7639359E+000,-1.5872952E+000,-2.2241859E+000,-2.4710022E-002, 2.0969031E-004, 0.0000000E+000, 0.0000000E+000,-6.3886491E-001,-5.9843482E-001, 1.6666667E-004, 1.6666667E-004, 1.0543094E+002
 2.9900227E+003, 7.0039911E+000,-3.7669884E+000,-1.5747655E+000,-2.2123342E+000,-2.4724638E-002, 2.8407680E-003, 0.0000000E+000, 0.0000000E+000,-6.1257142E-001,-5.7198078E-001, 1.6666667E-004, 1.6666667E-004, 1.0566429E+002
 3.0000312E+003, 7.0008301E+000,-3.7673565E+000,-1.5844873E+000,-2.2428862E+000,-2.4693393E-002,-4.1996630E-003, 0.0000000E+000, 0.0000000E+000,-6.6322307E-001,-6.2279288E-001, 1.6666667E-004, 1.6666667E-004, 1.0531333E+002
 3.0100356E+003, 7.0019263E+000,-3.7625348E+000,-1.5819828E+000,-2.2615450E+000,-2.4679308E-002,-3.2973701E-003, 0.0000000E+000, 0.0000000E+000,-6.7200887E-001,-6.3211303E-001, 1.6666667E-004, 1.6666667E-004, 1.0504164E+002
 3.0200310E+003, 7.0033834E+000,-3.7537187E+000,-1.5838961E+000,-2.2441206E+000,-2.4694619E-002, 6.7233145E-003, 0.0000000E+000, 0.0000000E+000,-6.3696761E-001,-5.9632332E-001, 1.6666667E-004, 1.6666667E-004, 1.0559980E+002
 3.0300205E+003, 7.0092766E+000,-3.7485897E+000,-1.5782811E+000,-2.1819975E+000,-2.4696630E-002, 5.3566622E-003, 0.0000000E+000, 0.0000000E+000,-5.5895783E-001,-5.1893173E-001, 1.6666667E-004, 1.6666667E-004, 1.0604895E+002
 3.0400149E+003, 7.0000126E+000,-3.7505435E+000,-1.5859812E+000,-2.2175221E+000,-2.4667630E-002,-5.5435751E-003, 0.0000000E+000, 0.0000000E+000,-6.2457083E-001,-5.8424549E-001, 1.6666667E-004, 1.6666667E-004, 1.0558011E+002
 3.0500234E+003, 7.0040367E+000,-3.7432537E+000,-1.5773784E+000,-2.1964821E+000,-2.4690590E-002, 5.8773991E-003, 0.0000000E+000, 0.0000000E+000,-5.7141398E-001,-5.3189070E-001, 1.6666667E-004, 1.6666667E-004, 1.0607584E+002
 3.0600364E+003, 7.0023242E+000,-3.7414840E+000,-1.5718092E+000,-2.2266354E+000,-2.4681221E-002,-7.9359890E-003, 0.0000000E+000, 0.0000000E+000,-6.0970203E-001,-5.7022177E-001, 1.6666667E-004, 1.6666667E-004, 1.0541140E+002
 3.0700168E+003, 7.0031876E+000,-3.7330776E+000,-1.5725006E+000,-2.1495846E+000,-2.4688076E-002, 1.6263807E-002, 0.0000000E+000, 0.0000000E+000,-5.0057017E-001,-4.6039940E-001, 1.6666667E-004, 1.6666667E-004, 1.0676743E+002
 3.0800073E+003, 7.0046460E+000,-3.7356793E+000,-1.5594933E+000,-2.1959883E+000,-2.4653351E-002,-1.0071145E-002, 0.0000000E+000, 0.0000000E+000,-5.6041626E-001,-5.2123933E-001, 1.6666667E-004, 1.6666667E-004, 1.0592902E+002
 3.0900020E+003, 7.0035742E+000,-3.7422833E+000,-1.5536671E+000,-2.1720589E+000,-2.4644767E-002, 2.3360055E-003, 0.0000000E+000, 0.0000000E+000,-5.2681329E-001,-4.8674381E-001, 1.6666667E-004, 1.6666667E-004, 1.0611635E+002
 3.1000027E+003, 7.0022123E+000,-3.7393109E+000,-1.5432532E+000,-2.2051787E+000,-2.4693640E-002,-2.2102894E-004, 0.0000000E+000, 0.0000000E+000,-5.4989941E-001,-5.1044522E-001, 1.6666667E-004, 1.6666667E-004, 1.0610112E+002
 3.1100161E+003, 7.0014234E+000,-3.7248339E+000,-1.5229444E+000,-2.1856669E+000,-2.4679630E-002, 6.4003950E-003, 0.0000000E+000, 0.0000000E+000,-4.9005027E-001,-4.5030115E-001, 1.6666667E-004, 1.6666667E-004, 1.0663554E+002
 3.1200090E+003, 7.0069231E+000,-3.7335206E+000,-1.5403876E+000,-2.1961257E+000,-2.4688038E-002,-6.1439906E-003, 0.0000000E+000, 0.0000000E+000,-5.3251137E-001,-4.9394288E-001, 1.6666667E-004, 1.6666667E-004, 1.0612845E+002
 3.1300315E+003, 6.9989204E+000,-3.7302404E+000,-1.5371373E+000,-2.2247703E+000,-2.4653752E-002,-2.2613671E-003, 0.0000000E+000, 0.0000000E+000,-5.5970718E-001,-5.2014275E-001, 1.6666667E-004, 1.6666667E-004, 1.0593858E+002
 3.1400203E+003, 7.0025900E+000,-3.7254338E+000,-1.5467832E+000,-2.2279154E+000,-2.4643822E-002,-1.9382712E-004, 0.0000000E+000, 0.0000000E+000,-5.6188405E-001,-5.2238000E-001, 1.6666667E-004, 1.6666667E-004, 1.0592117E+002
 3.1500015E+003, 7.0055030E+000,-3.7217542E+000,-1.5324921E+000,-2.2381050E+000,-2.4683642E-002, 2.6011521E-003, 0.0000000E+000, 0.0000000E+000,-5.4776117E-001,-5.0893068E-001, 1.6666667E-004, 1.6666667E-004, 1.0614934E+002
 3.1600117E+003, 7.0088013E+000,-3.7253371E+000,-1.5248652E+000,-2.1869025E+000,-2.4650835E-002, 3.0625661E-003, 0.0000000E+000, 0.0000000E+000,-4.8954633E-001,-4.4989169E-001, 1.6666667E-004, 1.6666667E-004, 1.0639720E+002
 3.1700024E+003, 7.0037512E+000,-3.7286738E+000,-1.5268302E+000,-2.2278830E+000,-2.4657631E-002,-4.3174077E-003, 0.0000000E+000, 0.0000000E+000,-5.4794001E-001,-5.0861078E-001, 1.6666667E-004, 1.6666667E-004, 1.0603191E+002
 3.1800332E+003, 7.0016608E+000,-3.7093232E+000,-1.5343500E+000,-2.2234781E+000,-2.4676078E-002, 5.3884627E-003, 0.0000000E+000, 0.0000000E+000,-5.2450317E-001,-4.8477810E-001, 1.6666667E-004, 1.6666667E-004, 1.0647741E+002
 3.1900059E+003, 7.0044023E+000,-3.7136836E+000,-1.5287023E+000,-2.1748626E+000,-2.4672468E-002, 8.2678596E-004, 0.0000000E+000, 0.0000000E+000,-4.7528382E-001,-4.3669185E-001, 1.6666667E-004, 1.6666667E-004, 1.0655225E+002
 3.2000249E+003, 7.0003708E+000,-3.7067780E+000,-1.5090643E+000,-2.2304383E+000,-2.4637095E-002,-1.9771398E-003, 0.0000000E+000, 0.0000000E+000,-5.1196851E-001,-4.7252401E-001, 1.6666667E-004, 1.6666667E-004, 1.0638317E+002
 3.2100220E+003, 7.0059771E+000,-3.7078984E+000,-1.5033445E+000,-2.2051711E+000,-2.4669982E-002, 1.0004415E-003, 0.0000000E+000, 0.0000000E+000,-4.7267546E-001,-4.3410651E-001, 1.6666667E-004, 1.6666667E-004, 1.0646800E+002
 3.2200269E+003, 7.0011801E+000,-3.7059566E+000,-1.5225782E+000,-2.1725968E+000,-2.4656187E-002, 5.2043288E-003, 0.0000000E+000, 0.0000000E+000,-4.5795303E-001,-4.1940337E-001, 1.6666667E-004, 1.6666667E-004, 1.0690874E+002
 3.2300120E+003, 7.0021777E+000,-3.7007957E+000,-1.5198354E+000,-2.1437271E+000,-2.4655697E-002, 4.0266441E-004, 0.0000000E+000, 0.0000000E+000,-4.2496513E-001,-3.8643352E-001, 1.6666667E-004, 1.6666667E-004, 1.0694009E+002
 3.2400042E+003, 7.0045621E+000,-3.6934408E+000,-1.5145648E+000,-2.1820687E+000,-2.4665029E-002,-1.0508464E-003, 0.0000000E+000, 0.0000000E+000,-4.4965872E-001,-4.1122810E-001, 1.6666667E-004, 1.6666667E-004, 1.0685273E+002
 3.2500178E+003, 7.0006217E+000,-3.6924537E+000,-1.5052206E+000,-2.1965265E+000,-2.4686473E-002,-6.3690589E-004, 0.0000000E+000, 0.0000000E+000,-4.5747841E-001,-4.1890252E-001, 1.6666667E-004, 1.6666667E-004, 1.0679819E+002
 3.2600002E+003, 7.0083718E+000,-3.6925549E+000,-1.5053366E+000,-2.1976198E+000,-2.4643305E-002,-5.9953322E-004, 0.0000000E+000, 0.0000000E+000,-4.5057381E-001,-4.1238244E-001, 1.6666667E-004, 1.6666667E-004, 1.0674981E+002
 3.2700042E+003, 7.0009525E+000,-3.6896304E+000,-1.4986632E+000,-2.2090216E+000,-2.4670314E-002,-4.8901823E-004, 0.0000000E+000, 0.0000000E+000,-4.6087572E-001,-4.2152200E-001, 1.6666667E-004, 1.6666667E-004, 1.0669571E+002
 3.2800310E+003, 7.0046195E+000,-3.6938249E+000,-1.4909248E+000,-2.1538925E+000,-2.4674611E-002, 4.3283221E-003, 0.0000000E+000, 0.0000000E+000,-3.9163216E-001,-3.5436898E-001, 1.6666667E-004, 1.6666667E-004, 1.0707284E+002
 3.2900229E+003, 7.0041127E+000,-3.6943426E+000,-1.4801929E+000,-2.1950230E+000,-2.4654264E-002,-1.8490694E-003, 0.0000000E+000, 0.0000000E+000,-4.3051176E-001,-3.9194910E-001, 1.6666667E-004, 1.6666667E-004, 1.0691697E+002
 3.3000000E+003, 7.0015286E+000,-3.6877486E+000,-1.4850804E+000,-2.2442039E+000,-2.4660980E-002,-7.8565723E-003, 0.0000000E+000, 0.0000000E+000,-4.8636661E-001,-4.4802183E-001, 1.6666667E-004, 1.6666667E-004, 1.0625578E+002
