s,C,C,C,C,C,C
 1.4002237E+002, 1.9901286E+002, 3.6782147E+001, 3.7769863E+001, 3.7335019E+001, 3.6487665E+001, 3.6956266E+001
 1.5004490E+002, 2.1319070E+002, 3.8634836E+001, 3.9774073E+001, 3.9228454E+001, 3.8276676E+001, 3.8844838E+001
 1.6003062E+002, 2.2540836E+002, 4.0792233E+001, 4.2073613E+001, 4.1402452E+001, 4.0363760E+001, 4.1041466E+001
 1.7004293E+002, 2.3760592E+002, 4.3242113E+001, 4.4637827E+001, 4.3828085E+001, 4.2739544E+001, 4.3531948E+001
 1.8004705E+002, 2.4984426E+002, 4.5985759E+001, 4.7467591E+001, 4.6506595E+001, 4.5405121E+001, 4.6317889E+001
 1.9005155E+002, 2.6206794E+002, 4.9019009E+001, 5.0556504E+001, 4.9431820E+001, 4.8356723E+001, 4.9394876E+001
 2.0006065E+002, 2.7428220E+002, 5.2353234E+001, 5.3918935E+001, 5.2617517E+001, 5.1604708E+001, 5.2774959E+001
 2.1002612E+002, 2.8647859E+002, 5.5986499E+001, 5.7552119E+001, 5.6060633E+001, 5.5147618E+001, 5.6455836E+001
 2.2002911E+002, 2.9868731E+002, 5.9949198E+001, 6.1492730E+001, 5.9797425E+001, 5.9013223E+001, 6.0469809E+001
 2.3004368E+002, 3.1089604E+002, 6.4266032E+001, 6.5760935E+001, 6.3846613E+001, 6.3226530E+001, 6.4841049E+001
 2.4001598E+002, 3.2310512E+002, 6.8936447E+001, 7.0357450E+001, 6.8209368E+001, 6.7786910E+001, 6.9569138E+001
 2.5003018E+002, 3.3531646E+002, 7.3983061E+001, 7.5304226E+001, 7.2907226E+001, 7.2716492E+001, 7.4677006E+001
 2.6004804E+002, 3.4753963E+002, 7.9442171E+001, 8.0639907E+001, 7.7978620E+001, 7.8049960E+001, 8.0202062E+001
 2.7001247E+002, 3.5974649E+002, 8.5294826E+001, 8.6337975E+001, 8.3397544E+001, 8.3770270E+001, 8.6123945E+001
 2.8001964E+002, 3.7194220E+002, 9.1573194E+001, 9.2435128E+001, 8.9199536E+001, 8.9907976E+001, 9.2475979E+001
 2.9000948E+002, 3.8098630E+002, 9.8298681E+001, 9.8945309E+001, 9.5400349E+001, 9.6484789E+001, 9.9279356E+001
 3.0001220E+002, 3.8691688E+002, 1.0541799E+002, 1.0577666E+002, 1.0191465E+002, 1.0345344E+002, 1.0647672E+002
 3.1004228E+002, 3.9285559E+002, 1.1282904E+002, 1.1277863E+002, 1.0860018E+002, 1.1072055E+002, 1.1396044E+002
 3.2000147E+002, 3.9878476E+002, 1.2041518E+002, 1.1984526E+002, 1.1535646E+002, 1.1817064E+002, 1.2161405E+002
 3.3002468E+002, 4.0471186E+002, 1.2814658E+002, 1.2696879E+002, 1.2217833E+002, 1.2577086E+002, 1.2941023E+002
 3.4003816E+002, 4.1065072E+002, 1.3602715E+002, 1.3417313E+002, 1.2908939E+002, 1.3352196E+002, 1.3735520E+002
 3.5000737E+002, 4.1657673E+002, 1.4400146E+002, 1.4142402E+002, 1.3605968E+002, 1.4136737E+002, 1.4539459E+002
 3.6003083E+002, 4.2250842E+002, 1.5208890E+002, 1.4875192E+002, 1.4311807E+002, 1.4932472E+002, 1.5354890E+002
 3.7002274E+002, 4.2844023E+002, 1.6029480E+002, 1.5616886E+002, 1.5027455E+002, 1.5739866E+002, 1.6182370E+002
 3.8000595E+002, 4.3436812E+002, 1.6859481E+002, 1.6365374E+002, 1.5750305E+002, 1.6556530E+002, 1.7019399E+002
 3.9001610E+002, 4.4029557E+002, 1.7700546E+002, 1.7122876E+002, 1.6483075E+002, 1.7384164E+002, 1.7867610E+002
 4.0002441E+002, 4.4623096E+002, 1.8552334E+002, 1.7890133E+002, 1.7226611E+002, 1.8222390E+002, 1.8726712E+002
 4.1002995E+002, 4.5216443E+002, 1.9412340E+002, 1.8664979E+002, 1.7979030E+002, 1.9068867E+002, 1.9594093E+002
 4.2002854E+002, 4.5809867E+002, 2.0279692E+002, 1.9447337E+002, 1.8739997E+002, 1.9922663E+002, 2.0468929E+002
 4.3001822E+002, 4.6339287E+002, 2.1155294E+002, 2.0237998E+002, 1.9509949E+002, 2.0784608E+002, 2.1352140E+002
 4.4001395E+002, 4.6496365E+002, 2.2036335E+002, 2.1033058E+002, 2.0285628E+002, 2.1652260E+002, 2.2240681E+002
 4.5000538E+002, 4.6592316E+002, 2.2913760E+002, 2.1818440E+002, 2.1053525E+002, 2.2517354E+002, 2.3124970E+002
 4.6002136E+002, 4.6688271E+002, 2.3775415E+002, 2.2580248E+002, 2.1800452E+002, 2.3368389E+002, 2.3992475E+002
 4.7003883E+002, 4.6784480E+002, 2.4614496E+002, 2.3314573E+002, 2.2522615E+002, 2.4198440E+002, 2.4836522E+002
 4.8002358E+002, 4.6880508E+002, 2.5424636E+002, 2.4018277E+002, 2.3216813E+002, 2.5001004E+002, 2.5650857E+002
 4.9000939E+002, 4.6976358E+002, 2.6207980E+002, 2.4696681E+002, 2.3887675E+002, 2.5777579E+002, 2.6438051E+002
 5.0002906E+002, 4.7072398E+002, 2.6967360E+002, 2.5352995E+002, 2.4538242E+002, 2.6531024E+002, 2.7200859E+002
 5.1001361E+002, 4.7168423E+002, 2.7702738E+002, 2.5989260E+002, 2.5170216E+002, 2.7261060E+002, 2.7939414E+002
 5.2001102E+002, 4.7264349E+002, 2.8416347E+002, 2.6608161E+002, 2.5786019E+002, 2.7969740E+002, 2.8656028E+002
 5.3003193E+002, 4.7360397E+002, 2.9111133E+002, 2.7212754E+002, 2.6388643E+002, 2.8660003E+002, 2.9353645E+002
 5.4000518E+002, 4.7456362E+002, 2.9782558E+002, 2.7797199E+002, 2.6972559E+002, 2.9327839E+002, 3.0027324E+002
 5.5000587E+002, 4.7552255E+002, 3.0428582E+002, 2.8361767E+002, 2.7537897E+002, 2.9971414E+002, 3.0674919E+002
 5.6002012E+002, 4.7928065E+002, 3.1054099E+002, 2.8912299E+002, 2.8090028E+002, 3.0595207E+002, 3.1301594E+002
 5.7002773E+002, 4.8581800E+002, 3.1668135E+002, 2.9463016E+002, 2.8642283E+002, 3.1207103E+002, 3.1917163E+002
 5.8000808E+002, 4.9233983E+002, 3.2281863E+002, 3.0027857E+002, 2.9208010E+002, 3.1817899E+002, 3.2532959E+002
 5.9000178E+002, 4.9885877E+002, 3.2902904E+002, 3.0613360E+002, 2.9793815E+002, 3.2435316E+002, 3.3156502E+002
 6.0001117E+002, 5.0538421E+002, 3.3533943E+002, 3.1219211E+002, 3.0399768E+002, 3.3062571E+002, 3.3790085E+002
 6.1000813E+002, 5.1191282E+002, 3.4177372E+002, 3.1847145E+002, 3.1027520E+002, 3.3701875E+002, 3.4436278E+002
 6.2002663E+002, 5.1844334E+002, 3.4833637E+002, 3.2494740E+002, 3.1675014E+002, 3.4353874E+002, 3.5095401E+002
 6.3001550E+002, 5.2497189E+002, 3.5502990E+002, 3.3161024E+002, 3.2341297E+002, 3.5018735E+002, 3.5767769E+002
 6.4001446E+002, 5.3149639E+002, 3.6187297E+002, 3.3847950E+002, 3.3028143E+002, 3.5697951E+002, 3.6455542E+002
 6.5002849E+002, 5.3802608E+002, 3.6890392E+002, 3.4555456E+002, 3.3735895E+002, 3.6395213E+002, 3.7162627E+002
 6.6002224E+002, 5.4455528E+002, 3.7600010E+002, 3.5268841E+002, 3.4450319E+002, 3.7099826E+002, 3.7875632E+002
 6.7003334E+002, 5.5108207E+002, 3.8318897E+002, 3.5995522E+002, 3.5178310E+002, 3.7813684E+002, 3.8597987E+002
 6.8003505E+002, 5.5761232E+002, 3.9045553E+002, 3.6729859E+002, 3.5914690E+002, 3.8535653E+002, 3.9327882E+002
 6.9002141E+002, 5.6413867E+002, 3.9776229E+002, 3.7469763E+002, 3.6657185E+002, 3.9261977E+002, 4.0061630E+002
 7.0002445E+002, 5.7065747E+002, 4.0514244E+002, 3.8218531E+002, 3.7409058E+002, 3.9995510E+002, 4.0802864E+002
 7.1001981E+002, 5.7718335E+002, 4.1259454E+002, 3.8974905E+002, 3.8169235E+002, 4.0736146E+002, 4.1551407E+002
 7.2001983E+002, 5.8370706E+002, 4.2008254E+002, 3.9734349E+002, 3.8933041E+002, 4.1480791E+002, 4.2303225E+002
 7.3002701E+002, 5.9023662E+002, 4.2756233E+002, 4.0493453E+002, 3.9697066E+002, 4.2225533E+002, 4.3053605E+002
 7.4002398E+002, 5.9676467E+002, 4.3511757E+002, 4.1263982E+002, 4.0472728E+002, 4.2977144E+002, 4.3812108E+002
 7.5001010E+002, 6.0244408E+002, 4.4274621E+002, 4.2041903E+002, 4.1256357E+002, 4.3735601E+002, 4.4578339E+002
 7.6000666E+002, 6.0729928E+002, 4.5043482E+002, 4.2823183E+002, 4.2044276E+002, 4.4499768E+002, 4.5350785E+002
 7.7001327E+002, 6.1215551E+002, 4.5804794E+002, 4.3589694E+002, 4.2818685E+002, 4.5258031E+002, 4.6114494E+002
 7.8002206E+002, 6.1701487E+002, 4.6549946E+002, 4.4335807E+002, 4.3573739E+002, 4.6001808E+002, 4.6860963E+002
 7.9001000E+002, 6.2187174E+002, 4.7282330E+002, 4.5069791E+002, 4.4317054E+002, 4.6733338E+002, 4.7594415E+002
 8.0002777E+002, 6.2673187E+002, 4.8007923E+002, 4.5798244E+002, 4.5055089E+002, 4.7458003E+002, 4.8321192E+002
 8.1002720E+002, 6.3159121E+002, 4.8727475E+002, 4.6520766E+002, 4.5787639E+002, 4.8176602E+002, 4.9041968E+002
 8.2000127E+002, 6.3644372E+002, 4.9439249E+002, 4.7235568E+002, 4.6512774E+002, 4.8887562E+002, 4.9754866E+002
 8.3002081E+002, 6.4129842E+002, 5.0140581E+002, 4.7939702E+002, 4.7227571E+002, 4.9588826E+002, 5.0456805E+002
 8.4000958E+002, 6.4615791E+002, 5.0836918E+002, 4.8640744E+002, 4.7939349E+002, 5.0285035E+002, 5.1153786E+002
 8.5001032E+002, 6.5101185E+002, 5.1524443E+002, 4.9334051E+002, 4.8643515E+002, 5.0972856E+002, 5.1841696E+002
 8.6001942E+002, 6.5587206E+002, 5.2206717E+002, 5.0023546E+002, 4.9343911E+002, 5.1655588E+002, 5.2524245E+002
 8.7001420E+002, 6.6072899E+002, 5.2877164E+002, 5.0699946E+002, 5.0031507E+002, 5.2327467E+002, 5.3194236E+002
 8.8001470E+002, 6.6558448E+002, 5.3540373E+002, 5.1372698E+002, 5.0715331E+002, 5.2992007E+002, 5.3857135E+002
 8.9002240E+002, 6.6691974E+002, 5.4198916E+002, 5.2041039E+002, 5.1394901E+002, 5.3651916E+002, 5.4515333E+002
 9.0000908E+002, 6.6477406E+002, 5.4834017E+002, 5.2675800E+002, 5.2041867E+002, 5.4290701E+002, 5.5148435E+002
 9.1001761E+002, 6.6262857E+002, 5.5424667E+002, 5.3251449E+002, 5.2631597E+002, 5.4888232E+002, 5.5734997E+002
 9.2002417E+002, 6.6048040E+002, 5.5963342E+002, 5.3763517E+002, 5.3159444E+002, 5.5436408E+002, 5.6267944E+002
 9.3000208E+002, 6.5833516E+002, 5.6438557E+002, 5.4205471E+002, 5.3617872E+002, 5.5924372E+002, 5.6735254E+002
 9.4000323E+002, 6.5619152E+002, 5.6863294E+002, 5.4600529E+002, 5.4029506E+002, 5.6362654E+002, 5.7151705E+002
 9.5000245E+002, 6.5404507E+002, 5.7246497E+002, 5.4956993E+002, 5.4402512E+002, 5.6759793E+002, 5.7526394E+002
 9.6003049E+002, 6.5189665E+002, 5.7581990E+002, 5.5267646E+002, 5.4729651E+002, 5.7110863E+002, 5.7852212E+002
 9.7000884E+002, 6.4974832E+002, 5.7881302E+002, 5.5550856E+002, 5.5028826E+002, 5.7425601E+002, 5.8142022E+002
 9.8001148E+002, 6.4760450E+002, 5.8147154E+002, 5.5805548E+002, 5.5299189E+002, 5.7707193E+002, 5.8398121E+002
 9.9000726E+002, 6.4545782E+002, 5.8380949E+002, 5.6033388E+002, 5.5542594E+002, 5.7957024E+002, 5.8621978E+002
 1.0000173E+003, 6.4331129E+002, 5.8584715E+002, 5.6235913E+002, 5.5760636E+002, 5.8176992E+002, 5.8815708E+002
 1.0100004E+003, 6.4116519E+002, 5.8764438E+002, 5.6423618E+002, 5.5962894E+002, 5.8372737E+002, 5.8985515E+002
 1.0200259E+003, 6.3901822E+002, 5.8925452E+002, 5.6599086E+002, 5.6152499E+002, 5.8549480E+002, 5.9136809E+002
 1.0300059E+003, 6.3687134E+002, 5.9065460E+002, 5.6755998E+002, 5.6323621E+002, 5.8705306E+002, 5.9267023E+002
 1.0400280E+003, 6.3472420E+002, 5.9176904E+002, 5.6885621E+002, 5.6467275E+002, 5.8833721E+002, 5.9367839E+002
 1.0500193E+003, 6.3257673E+002, 5.9264120E+002, 5.6996761E+002, 5.6591940E+002, 5.8938132E+002, 5.9444303E+002
 1.0600291E+003, 6.3043043E+002, 5.9330603E+002, 5.7092187E+002, 5.6700337E+002, 5.9021897E+002, 5.9499945E+002
 1.0700099E+003, 6.2828428E+002, 5.9383350E+002, 5.7180311E+002, 5.6801126E+002, 5.9091023E+002, 5.9542499E+002
 1.0800116E+003, 6.2614025E+002, 5.9423870E+002, 5.7259369E+002, 5.6892591E+002, 5.9147404E+002, 5.9573163E+002
 1.0900133E+003, 6.2314306E+002, 5.9449808E+002, 5.7325407E+002, 5.6970859E+002, 5.9189292E+002, 5.9589141E+002
 1.1000152E+003, 6.1511365E+002, 5.9455274E+002, 5.7369132E+002, 5.7027167E+002, 5.9211186E+002, 5.9584340E+002
 1.1100069E+003, 6.0626286E+002, 5.9429785E+002, 5.7372914E+002, 5.7044791E+002, 5.9203208E+002, 5.9547933E+002
 1.1200034E+003, 5.9740903E+002, 5.9354857E+002, 5.7316052E+002, 5.7003093E+002, 5.9148341E+002, 5.9460361E+002
 1.1300089E+003, 5.8855020E+002, 5.9225946E+002, 5.7200214E+002, 5.6903411E+002, 5.9041305E+002, 5.9317694E+002
 1.1400179E+003, 5.7968760E+002, 5.9044144E+002, 5.7029279E+002, 5.6749357E+002, 5.8882600E+002, 5.9121423E+002
 1.1500127E+003, 5.7082911E+002, 5.8815909E+002, 5.6817965E+002, 5.6554546E+002, 5.8677904E+002, 5.8878496E+002
 1.1600049E+003, 5.6197727E+002, 5.8551418E+002, 5.6576299E+002, 5.6329202E+002, 5.8436643E+002, 5.8599586E+002
 1.1700136E+003, 5.5311906E+002, 5.8251066E+002, 5.6302321E+002, 5.6071826E+002, 5.8159439E+002, 5.8284874E+002
 1.1800215E+003, 5.4425584E+002, 5.7917697E+002, 5.6000126E+002, 5.5786130E+002, 5.7849180E+002, 5.7937167E+002
 1.1900153E+003, 5.3539582E+002, 5.7552514E+002, 5.5671524E+002, 5.5473811E+002, 5.7507247E+002, 5.7557561E+002
 1.2000024E+003, 5.2654236E+002, 5.7161100E+002, 5.5322165E+002, 5.5140591E+002, 5.7138679E+002, 5.7152021E+002
 1.2100062E+003, 5.1769420E+002, 5.6744126E+002, 5.4952173E+002, 5.4786603E+002, 5.6744291E+002, 5.6721098E+002
 1.2200023E+003, 5.0883759E+002, 5.6309964E+002, 5.4572516E+002, 5.4422917E+002, 5.6331344E+002, 5.6274009E+002
 1.2300009E+003, 4.9956443E+002, 5.5864165E+002, 5.4185511E+002, 5.4051831E+002, 5.5905506E+002, 5.5816099E+002
 1.2400290E+003, 4.8776336E+002, 5.5397856E+002, 5.3779793E+002, 5.3661696E+002, 5.5459687E+002, 5.5337221E+002
 1.2500042E+003, 4.7557079E+002, 5.4907592E+002, 5.3348688E+002, 5.3246681E+002, 5.4990431E+002, 5.4834070E+002
 1.2600190E+003, 4.6337790E+002, 5.4389387E+002, 5.2889312E+002, 5.2803882E+002, 5.4493677E+002, 5.4302705E+002
 1.2700320E+003, 4.5116946E+002, 5.3846240E+002, 5.2408023E+002, 5.2339429E+002, 5.3971812E+002, 5.3746564E+002
 1.2800095E+003, 4.3898071E+002, 5.3279281E+002, 5.1903962E+002, 5.1852422E+002, 5.3426180E+002, 5.3166588E+002
 1.2900111E+003, 4.2680091E+002, 5.2688526E+002, 5.1378827E+002, 5.1344345E+002, 5.2856736E+002, 5.2562867E+002
 1.3000305E+003, 4.1458653E+002, 5.2076169E+002, 5.0836911E+002, 5.0819461E+002, 5.2265267E+002, 5.1937920E+002
 1.3100144E+003, 4.0239560E+002, 5.1450877E+002, 5.0285952E+002, 5.0285775E+002, 5.1659752E+002, 5.1300820E+002
 1.3200330E+003, 3.9020921E+002, 5.0813496E+002, 4.9727454E+002, 4.9744344E+002, 5.1041404E+002, 5.0652128E+002
 1.3300445E+003, 3.7798502E+002, 5.0162964E+002, 4.9157288E+002, 4.9191264E+002, 5.0409559E+002, 4.9990517E+002
 1.3400122E+003, 3.6580539E+002, 4.9500603E+002, 4.8577762E+002, 4.8628625E+002, 4.9765630E+002, 4.9317227E+002
 1.3500410E+003, 3.5361525E+002, 4.8827853E+002, 4.7992023E+002, 4.8059491E+002, 4.9110839E+002, 4.8633837E+002
 1.3600114E+003, 3.4141862E+002, 4.8151323E+002, 4.7407116E+002, 4.7490960E+002, 4.8451173E+002, 4.7947443E+002
 1.3700286E+003, 3.2923553E+002, 4.7470825E+002, 4.6819579E+002, 4.6919718E+002, 4.7786927E+002, 4.7257435E+002
 1.3800065E+003, 3.1704029E+002, 4.6783079E+002, 4.6225558E+002, 4.6341648E+002, 4.7115398E+002, 4.6560138E+002
 1.3900269E+003, 3.0964103E+002, 4.6090748E+002, 4.5630365E+002, 4.5762141E+002, 4.6438637E+002, 4.5858760E+002
 1.4000024E+003, 3.0694668E+002, 4.5405191E+002, 4.5047215E+002, 4.5194353E+002, 4.5766782E+002, 4.5165479E+002
 1.4100341E+003, 3.0425370E+002, 4.4734014E+002, 4.4485466E+002, 4.4646646E+002, 4.5107410E+002, 4.4487781E+002
 1.4200362E+003, 3.0155554E+002, 4.4084821E+002, 4.3951895E+002, 4.4125628E+002, 4.4468084E+002, 4.3833255E+002
 1.4300523E+003, 2.9886054E+002, 4.3456284E+002, 4.3439643E+002, 4.3624536E+002, 4.3848552E+002, 4.3199813E+002
 1.4400491E+003, 2.9616348E+002, 4.2846800E+002, 4.2947568E+002, 4.3142258E+002, 4.3247510E+002, 4.2585703E+002
 1.4500528E+003, 2.9346983E+002, 4.2258822E+002, 4.2476810E+002, 4.2680327E+002, 4.2667051E+002, 4.1993661E+002
 1.4600507E+003, 2.9077586E+002, 4.1689596E+002, 4.2021689E+002, 4.2233516E+002, 4.2104674E+002, 4.1420774E+002
 1.4700329E+003, 2.8808492E+002, 4.1139806E+002, 4.1582617E+002, 4.1802401E+002, 4.1560782E+002, 4.0867929E+002
 1.4800060E+003, 2.8539790E+002, 4.0607900E+002, 4.1157481E+002, 4.1384764E+002, 4.1034157E+002, 4.0333318E+002
 1.4900029E+003, 2.8270948E+002, 4.0094361E+002, 4.0747773E+002, 4.0982249E+002, 4.0524891E+002, 3.9817742E+002
 1.5000458E+003, 2.8001105E+002, 3.9594065E+002, 4.0345998E+002, 4.0587238E+002, 4.0028571E+002, 3.9315535E+002
 1.5100515E+003, 2.7730977E+002, 3.9104099E+002, 3.9949124E+002, 4.0196719E+002, 3.9542622E+002, 3.8823578E+002
 1.5200270E+003, 2.7461986E+002, 3.8626542E+002, 3.9559975E+002, 3.9813752E+002, 3.9068563E+002, 3.8344410E+002
 1.5300076E+003, 2.7193044E+002, 3.8163022E+002, 3.9181750E+002, 3.9441400E+002, 3.8607821E+002, 3.7879725E+002
 1.5400031E+003, 2.6924081E+002, 3.7711258E+002, 3.8810980E+002, 3.9076324E+002, 3.8158442E+002, 3.7426967E+002
 1.5500484E+003, 2.6654139E+002, 3.7267948E+002, 3.8444447E+002, 3.8715228E+002, 3.7717290E+002, 3.6982807E+002
 1.5600231E+003, 2.6384490E+002, 3.6833766E+002, 3.8082529E+002, 3.8358444E+002, 3.7285108E+002, 3.6547871E+002
 1.5700209E+003, 2.6115519E+002, 3.6407760E+002, 3.7724323E+002, 3.8005140E+002, 3.6860966E+002, 3.6121192E+002
 1.5800047E+003, 2.5846502E+002, 3.5990820E+002, 3.7372767E+002, 3.7658316E+002, 3.6445361E+002, 3.5703923E+002
 1.5900111E+003, 2.5577198E+002, 3.5582805E+002, 3.7026729E+002, 3.7316810E+002, 3.6038344E+002, 3.5295742E+002
 1.6000240E+003, 2.5307523E+002, 3.5182171E+002, 3.6684952E+002, 3.6979340E+002, 3.5638531E+002, 3.4895024E+002
 1.6100444E+003, 2.5037665E+002, 3.4791105E+002, 3.6350809E+002, 3.6649440E+002, 3.5247706E+002, 3.4504266E+002
 1.6200252E+003, 2.4768437E+002, 3.4414834E+002, 3.6029364E+002, 3.6332514E+002, 3.4870510E+002, 3.4129123E+002
 1.6300610E+003, 2.4498777E+002, 3.4048777E+002, 3.5713317E+002, 3.6020792E+002, 3.4503373E+002, 3.3764201E+002
 1.6400486E+003, 2.4229292E+002, 3.3686633E+002, 3.5396982E+002, 3.5708516E+002, 3.4140608E+002, 3.3402835E+002
 1.6500634E+003, 2.3959793E+002, 3.3331140E+002, 3.5084386E+002, 3.5399926E+002, 3.3784258E+002, 3.3048287E+002
 1.6600035E+003, 2.3690831E+002, 3.2981207E+002, 3.4773773E+002, 3.5093076E+002, 3.3433522E+002, 3.2699209E+002
 1.6700263E+003, 2.3421893E+002, 3.2633116E+002, 3.4461892E+002, 3.4784707E+002, 3.3084947E+002, 3.2351744E+002
 1.6800170E+003, 2.3152471E+002, 3.2289204E+002, 3.4154374E+002, 3.4480433E+002, 3.2740353E+002, 3.2008613E+002
 1.6900522E+003, 2.2882978E+002, 3.1950598E+002, 3.3850240E+002, 3.4179354E+002, 3.2400980E+002, 3.1670829E+002
 1.7000370E+003, 2.2613188E+002, 3.1615997E+002, 3.3547647E+002, 3.3879849E+002, 3.2065557E+002, 3.1337056E+002
 1.7100535E+003, 2.2343887E+002, 3.1289925E+002, 3.3253952E+002, 3.3589188E+002, 3.1738022E+002, 3.1012251E+002
 1.7200284E+003, 2.2074669E+002, 3.0972175E+002, 3.2966051E+002, 3.3304385E+002, 3.1418504E+002, 3.0695933E+002
 1.7300504E+003, 2.1805380E+002, 3.0656004E+002, 3.2676427E+002, 3.3017535E+002, 3.1101084E+002, 3.0380810E+002
 1.7400566E+003, 2.1535472E+002, 3.0343880E+002, 3.2390099E+002, 3.2733936E+002, 3.0787537E+002, 3.0069875E+002
 1.7500355E+003, 2.1266400E+002, 3.0036064E+002, 3.2106817E+002, 3.2453269E+002, 3.0478293E+002, 2.9763239E+002
 1.7600487E+003, 2.0997030E+002, 2.9734430E+002, 3.1828912E+002, 3.2177995E+002, 3.0174861E+002, 2.9463028E+002
 1.7700328E+003, 2.0727942E+002, 2.9434923E+002, 3.1550357E+002, 3.1901833E+002, 2.9873907E+002, 2.9164663E+002
 1.7800087E+003, 2.0458992E+002, 2.9137006E+002, 3.1272003E+002, 3.1625851E+002, 2.9574799E+002, 2.8867708E+002
 1.7900340E+003, 2.0189654E+002, 2.8842141E+002, 3.0996361E+002, 3.1352621E+002, 2.9278608E+002, 2.8573894E+002
 1.8000493E+003, 1.9919686E+002, 2.8551472E+002, 3.0724511E+002, 3.1083202E+002, 2.8986374E+002, 2.8284428E+002
 1.8100049E+003, 1.9650871E+002, 2.8264869E+002, 3.0455131E+002, 3.0816082E+002, 2.8698272E+002, 2.7998954E+002
 1.8200251E+003, 1.9381659E+002, 2.7981734E+002, 3.0188573E+002, 3.0551736E+002, 2.8413526E+002, 2.7717026E+002
 1.8300621E+003, 1.9111649E+002, 2.7703495E+002, 2.9928285E+002, 3.0293599E+002, 2.8133288E+002, 2.7440292E+002
 1.8400348E+003, 1.8842024E+002, 2.7431682E+002, 2.9672624E+002, 3.0040071E+002, 2.7859388E+002, 2.7170025E+002
 1.8500773E+003, 1.8572402E+002, 2.7160061E+002, 2.9414589E+002, 2.9783989E+002, 2.7586168E+002, 2.6899582E+002
 1.8600564E+003, 1.8302879E+002, 2.6890686E+002, 2.9158354E+002, 2.9529706E+002, 2.7315171E+002, 2.6631384E+002
 1.8700193E+003, 1.8034432E+002, 2.6624969E+002, 2.8905523E+002, 2.9278627E+002, 2.7047851E+002, 2.6366837E+002
 1.8800458E+003, 1.7765166E+002, 2.6364114E+002, 2.8659142E+002, 2.9033902E+002, 2.6785065E+002, 2.6107407E+002
 1.8900544E+003, 1.7495261E+002, 2.6106896E+002, 2.8414964E+002, 2.8791437E+002, 2.6525919E+002, 2.5851598E+002
 1.9000125E+003, 1.7226361E+002, 2.5853850E+002, 2.8173828E+002, 2.8552067E+002, 2.6270876E+002, 2.5600009E+002
 1.9100235E+003, 1.6957425E+002, 2.5603836E+002, 2.7934410E+002, 2.8314382E+002, 2.6018907E+002, 2.5351391E+002
 1.9200544E+003, 1.6687395E+002, 2.5353378E+002, 2.7693165E+002, 2.8074831E+002, 2.5766764E+002, 2.5102126E+002
 1.9300095E+003, 1.6418178E+002, 2.5108098E+002, 2.7457523E+002, 2.7841031E+002, 2.5519488E+002, 2.4858261E+002
 1.9400542E+003, 1.6149036E+002, 2.4863029E+002, 2.7219929E+002, 2.7605113E+002, 2.5272773E+002, 2.4614339E+002
 1.9500239E+003, 1.5878940E+002, 2.4619815E+002, 2.6985378E+002, 2.7372163E+002, 2.5027879E+002, 2.4372332E+002
 1.9600058E+003, 1.5610657E+002, 2.4381922E+002, 2.6756485E+002, 2.7145057E+002, 2.4788056E+002, 2.4135830E+002
 1.9700129E+003, 1.5341562E+002, 2.4145944E+002, 2.6528080E+002, 2.6918309E+002, 2.4550260E+002, 2.3901147E+002
