s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
 2.700E+02, 7.557E+02, 7.959E+02, 7.624E+02, 6.812E+02, 5.017E+02, 7.714E+02, 8.042E+02, 7.895E+02, 7.152E+02, 5.562E+02, 7.752E+02, 8.534E+02, 8.239E+02, 7.203E+02, 5.449E+02, 3.702E+02, 3.619E+02, 3.070E+02, 2.254E+02, 1.464E+02
 3.000E+02, 7.322E+02, 7.368E+02, 7.227E+02, 6.674E+02, 4.994E+02, 7.447E+02, 6.700E+02, 6.184E+02, 5.320E+02, 4.024E+02, 7.978E+02, 7.243E+02, 6.507E+02, 5.744E+02, 4.113E+02, 4.042E+02, 3.966E+02, 3.367E+02, 2.487E+02, 1.629E+02
 3.300E+02, 7.791E+02, 7.553E+02, 7.050E+02, 6.235E+02, 4.929E+02, 8.117E+02, 7.830E+02, 7.035E+02, 6.144E+02, 4.703E+02, 8.545E+02, 8.130E+02, 7.496E+02, 6.433E+02, 4.879E+02, 4.392E+02, 4.372E+02, 3.725E+02, 2.784E+02, 1.836E+02
 3.600E+02, 8.092E+02, 7.979E+02, 7.627E+02, 6.776E+02, 4.936E+02, 8.139E+02, 7.963E+02, 7.840E+02, 6.877E+02, 5.060E+02, 8.571E+02, 8.107E+02, 7.940E+02, 6.947E+02, 5.050E+02, 4.693E+02, 4.807E+02, 4.164E+02, 3.160E+02, 2.085E+02
 3.900E+02, 7.762E+02, 7.774E+02, 7.328E+02, 6.549E+02, 5.213E+02, 7.677E+02, 7.773E+02, 6.837E+02, 6.048E+02, 4.999E+02, 7.730E+02, 8.107E+02, 7.043E+02, 6.071E+02, 5.191E+02, 4.916E+02, 5.056E+02, 4.454E+02, 3.436E+02, 2.284E+02
 4.200E+02, 7.565E+02, 7.660E+02, 7.490E+02, 6.844E+02, 5.758E+02, 7.775E+02, 7.499E+02, 7.298E+02, 6.582E+02, 5.203E+02, 8.353E+02, 8.185E+02, 8.070E+02, 7.272E+02, 5.719E+02, 5.109E+02, 5.243E+02, 4.704E+02, 3.686E+02, 2.495E+02
 4.500E+02, 7.588E+02, 7.753E+02, 7.391E+02, 6.618E+02, 5.393E+02, 7.589E+02, 7.785E+02, 7.372E+02, 6.174E+02, 5.020E+02, 7.498E+02, 8.088E+02, 7.787E+02, 6.720E+02, 5.512E+02, 5.359E+02, 5.449E+02, 4.830E+02, 3.813E+02, 2.563E+02
 4.800E+02, 7.574E+02, 7.730E+02, 7.203E+02, 6.339E+02, 5.173E+02, 7.770E+02, 7.535E+02, 6.250E+02, 5.128E+02, 3.822E+02, 8.275E+02, 7.984E+02, 6.748E+02, 5.442E+02, 4.124E+02, 5.503E+02, 5.637E+02, 5.057E+02, 3.966E+02, 2.665E+02
 5.100E+02, 7.550E+02, 7.426E+02, 6.764E+02, 5.815E+02, 4.636E+02, 7.527E+02, 7.360E+02, 6.799E+02, 5.716E+02, 4.507E+02, 7.611E+02, 7.736E+02, 7.283E+02, 6.021E+02, 4.838E+02, 5.632E+02, 5.738E+02, 5.268E+02, 4.170E+02, 2.783E+02
 5.400E+02, 7.452E+02, 7.908E+02, 7.475E+02, 6.513E+02, 5.174E+02, 7.744E+02, 8.149E+02, 7.276E+02, 5.856E+02, 4.645E+02, 7.618E+02, 8.490E+02, 7.630E+02, 6.199E+02, 4.871E+02, 5.752E+02, 5.816E+02, 5.375E+02, 4.310E+02, 2.895E+02
 5.700E+02, 7.810E+02, 8.047E+02, 7.394E+02, 6.381E+02, 4.989E+02, 7.856E+02, 8.161E+02, 7.387E+02, 6.311E+02, 4.649E+02, 8.231E+02, 8.756E+02, 7.862E+02, 6.580E+02, 4.868E+02, 5.871E+02, 5.845E+02, 5.377E+02, 4.369E+02, 3.003E+02
 6.000E+02, 7.637E+02, 8.034E+02, 7.681E+02, 6.686E+02, 5.168E+02, 7.710E+02, 7.757E+02, 7.290E+02, 6.423E+02, 5.215E+02, 7.770E+02, 8.104E+02, 7.975E+02, 6.963E+02, 5.560E+02, 5.913E+02, 5.943E+02, 5.451E+02, 4.488E+02, 3.134E+02
 6.301E+02, 7.716E+02, 8.019E+02, 7.469E+02, 6.557E+02, 5.436E+02, 7.841E+02, 8.041E+02, 7.143E+02, 5.600E+02, 4.354E+02, 8.096E+02, 8.367E+02, 7.648E+02, 6.157E+02, 4.912E+02, 5.960E+02, 5.947E+02, 5.457E+02, 4.561E+02, 3.265E+02
 6.600E+02, 7.811E+02, 8.065E+02, 7.768E+02, 6.338E+02, 4.983E+02, 8.046E+02, 8.182E+02, 8.189E+02, 6.327E+02, 4.515E+02, 8.063E+02, 8.259E+02, 8.324E+02, 6.141E+02, 4.402E+02, 5.963E+02, 6.016E+02, 5.481E+02, 4.632E+02, 3.349E+02
 6.900E+02, 7.707E+02, 7.984E+02, 7.844E+02, 6.435E+02, 5.066E+02, 7.573E+02, 7.911E+02, 7.071E+02, 5.619E+02, 4.263E+02, 7.874E+02, 8.420E+02, 7.591E+02, 6.023E+02, 4.704E+02, 5.955E+02, 6.133E+02, 5.509E+02, 4.629E+02, 3.377E+02
 7.200E+02, 7.545E+02, 7.794E+02, 7.938E+02, 6.782E+02, 5.326E+02, 7.550E+02, 7.394E+02, 7.600E+02, 6.844E+02, 5.590E+02, 7.902E+02, 7.799E+02, 8.132E+02, 7.411E+02, 6.112E+02, 6.000E+02, 6.238E+02, 5.698E+02, 4.818E+02, 3.594E+02
 7.500E+02, 7.472E+02, 8.060E+02, 7.822E+02, 7.085E+02, 5.530E+02, 7.563E+02, 8.472E+02, 7.709E+02, 6.752E+02, 5.089E+02, 7.329E+02, 8.922E+02, 8.221E+02, 7.231E+02, 5.288E+02, 6.017E+02, 6.270E+02, 5.791E+02, 4.905E+02, 3.675E+02
 7.800E+02, 7.614E+02, 8.009E+02, 7.582E+02, 6.953E+02, 5.232E+02, 7.852E+02, 7.330E+02, 6.754E+02, 5.848E+02, 4.064E+02, 8.566E+02, 7.858E+02, 7.241E+02, 6.341E+02, 4.396E+02, 6.051E+02, 6.287E+02, 5.910E+02, 5.035E+02, 3.736E+02
 8.100E+02, 7.697E+02, 7.558E+02, 7.303E+02, 6.236E+02, 5.007E+02, 7.754E+02, 7.689E+02, 6.986E+02, 5.271E+02, 4.047E+02, 8.086E+02, 8.167E+02, 7.507E+02, 5.505E+02, 4.457E+02, 6.010E+02, 6.220E+02, 5.858E+02, 5.039E+02, 3.727E+02
 8.400E+02, 7.747E+02, 7.961E+02, 7.729E+02, 6.479E+02, 5.202E+02, 7.883E+02, 8.121E+02, 7.473E+02, 6.698E+02, 5.651E+02, 7.955E+02, 8.725E+02, 8.268E+02, 6.969E+02, 5.611E+02, 5.952E+02, 6.147E+02, 5.724E+02, 4.989E+02, 3.758E+02
 8.700E+02, 7.947E+02, 7.992E+02, 7.470E+02, 6.749E+02, 5.656E+02, 8.143E+02, 7.978E+02, 6.867E+02, 5.774E+02, 4.506E+02, 8.751E+02, 8.667E+02, 7.168E+02, 6.256E+02, 5.104E+02, 5.971E+02, 6.173E+02, 5.762E+02, 5.031E+02, 3.814E+02
 9.000E+02, 7.841E+02, 8.068E+02, 7.507E+02, 6.704E+02, 5.459E+02, 7.715E+02, 7.729E+02, 7.432E+02, 6.658E+02, 5.090E+02, 8.087E+02, 8.091E+02, 7.723E+02, 6.808E+02, 5.101E+02, 5.955E+02, 6.231E+02, 5.825E+02, 5.062E+02, 3.838E+02
 9.300E+02, 7.592E+02, 8.021E+02, 7.785E+02, 6.978E+02, 5.557E+02, 7.581E+02, 8.393E+02, 8.007E+02, 6.844E+02, 4.900E+02, 7.400E+02, 8.793E+02, 8.156E+02, 6.914E+02, 4.895E+02, 5.904E+02, 6.164E+02, 5.805E+02, 5.059E+02, 3.856E+02
 9.600E+02, 7.489E+02, 7.993E+02, 7.905E+02, 7.226E+02, 5.369E+02, 7.509E+02, 7.814E+02, 7.607E+02, 6.600E+02, 4.995E+02, 7.788E+02, 8.440E+02, 8.097E+02, 7.057E+02, 5.234E+02, 5.927E+02, 6.126E+02, 5.748E+02, 4.987E+02, 3.812E+02
 9.900E+02, 7.627E+02, 8.012E+02, 7.823E+02, 7.120E+02, 5.609E+02, 7.926E+02, 8.056E+02, 7.581E+02, 6.273E+02, 4.830E+02, 8.151E+02, 8.569E+02, 7.873E+02, 6.502E+02, 5.065E+02, 5.905E+02, 6.185E+02, 5.829E+02, 5.061E+02, 3.871E+02
 1.020E+03, 7.536E+02, 7.670E+02, 7.261E+02, 6.244E+02, 4.977E+02, 7.187E+02, 6.503E+02, 5.568E+02, 4.565E+02, 3.450E+02, 7.694E+02, 7.296E+02, 6.461E+02, 5.357E+02, 4.162E+02, 5.890E+02, 6.115E+02, 5.721E+02, 4.937E+02, 3.801E+02
 1.050E+03, 7.350E+02, 6.911E+02, 6.189E+02, 5.182E+02, 4.023E+02, 7.394E+02, 6.931E+02, 5.454E+02, 3.732E+02, 2.450E+02, 7.987E+02, 7.331E+02, 5.852E+02, 4.473E+02, 3.077E+02, 5.903E+02, 5.957E+02, 5.460E+02, 4.707E+02, 3.663E+02
 1.080E+03, 6.544E+02, 6.097E+02, 5.408E+02, 4.417E+02, 3.391E+02, 4.591E+02, 2.873E+02, 2.237E+02, 2.092E+02, 1.727E+02, 5.386E+02, 3.746E+02, 3.118E+02, 2.797E+02, 2.195E+02, 5.854E+02, 5.779E+02, 5.212E+02, 4.481E+02, 3.509E+02
 1.110E+03, 4.869E+02, 4.414E+02, 3.980E+02, 3.422E+02, 2.773E+02, 7.731E+01, 7.949E+01, 8.029E+01, 7.629E+01, 6.570E+01, 1.462E+02, 1.348E+02, 1.249E+02, 1.064E+02, 9.121E+01, 5.486E+02, 5.365E+02, 4.853E+02, 4.217E+02, 3.345E+02
 1.140E+03, 3.801E+02, 3.560E+02, 3.272E+02, 2.873E+02, 2.378E+02, 4.240E+01, 4.185E+01, 4.447E+01, 4.633E+01, 4.669E+01, 7.045E+01, 6.810E+01, 6.860E+01, 6.744E+01, 6.300E+01, 5.068E+02, 4.966E+02, 4.532E+02, 3.978E+02, 3.194E+02
 1.170E+03, 3.204E+02, 3.054E+02, 2.837E+02, 2.518E+02, 2.109E+02, 4.301E+01, 4.300E+01, 4.623E+01, 4.787E+01, 5.041E+01, 6.651E+01, 6.726E+01, 6.847E+01, 6.819E+01, 6.736E+01, 4.717E+02, 4.631E+02, 4.257E+02, 3.767E+02, 3.057E+02
 1.200E+03, 2.809E+02, 2.701E+02, 2.523E+02, 2.253E+02, 1.902E+02, 3.916E+01, 4.232E+01, 4.153E+01, 4.078E+01, 4.103E+01, 6.073E+01, 6.527E+01, 6.280E+01, 5.909E+01, 5.550E+01, 4.419E+02, 4.346E+02, 4.018E+02, 3.581E+02, 2.934E+02
