s,C
 1.5701000E+003, 1.3791406E+002
 1.5801000E+003, 1.3443091E+002
 1.5901000E+003, 1.3109795E+002
 1.6001000E+003, 1.2793173E+002
 1.6101000E+003, 1.2494054E+002
 1.6201000E+003, 1.2209047E+002
 1.6301000E+003, 1.1933103E+002
 1.6401000E+003, 1.1667805E+002
 1.6501000E+003, 1.1411442E+002
 1.6601000E+003, 1.1168809E+002
 1.6701000E+003, 1.0933249E+002
 1.6801000E+003, 1.0705991E+002
 1.6901000E+003, 1.0487459E+002
 1.7001000E+003, 1.0278804E+002
 1.7101000E+003, 1.0075987E+002
 1.7201000E+003, 9.8806080E+001
 1.7301000E+003, 9.6916825E+001
 1.7401000E+003, 9.5074171E+001
 1.7501000E+003, 9.3296070E+001
 1.7601000E+003, 9.1580103E+001
 1.7701000E+003, 8.9924047E+001
 1.7801000E+003, 8.8332593E+001
 1.7901000E+003, 8.6783073E+001
 1.8001000E+003, 8.5270367E+001
 1.8101000E+003, 8.3807542E+001
 1.8201000E+003, 8.2390407E+001
 1.8301000E+003, 8.0995196E+001
 1.8401000E+003, 7.9661519E+001
 1.8501000E+003, 7.8392418E+001
 1.8601000E+003, 7.7130022E+001
 1.8701000E+003, 7.5890844E+001
 1.8801000E+003, 7.4684368E+001
 1.8901000E+003, 7.3493512E+001
 1.9001000E+003, 7.2366193E+001
 1.9101000E+003, 7.1260115E+001
 1.9201000E+003, 7.0188421E+001
 1.9301000E+003, 6.9143990E+001
 1.9401000E+003, 6.8125575E+001
 1.9501000E+003, 6.7127426E+001
 1.9601000E+003, 6.6163148E+001
 1.9701000E+003, 6.5218730E+001
 1.9801000E+003, 6.4281565E+001
 1.9901000E+003, 6.3357726E+001
 2.0001000E+003, 6.2475306E+001
 2.0101000E+003, 6.1626933E+001
 2.0201000E+003, 6.0818288E+001
 2.0301000E+003, 6.0004277E+001
 2.0401000E+003, 5.9213398E+001
 2.0501000E+003, 5.8447979E+001
 2.0601000E+003, 5.7686801E+001
 2.0701000E+003, 5.6940676E+001
 2.0801000E+003, 5.6208283E+001
 2.0901000E+003, 5.5484691E+001
 2.1000000E+003, 5.4795130E+001
