s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
 2.700E+02, 7.369E+02, 6.690E+02, 5.316E+02, 3.458E+02, 2.183E+02, 7.507E+02, 6.822E+02, 5.331E+02, 3.550E+02, 2.422E+02, 8.185E+02, 7.483E+02, 5.903E+02, 4.032E+02, 3.035E+02, 3.400E+02, 3.111E+02, 2.095E+02, 1.133E+02, 6.161E+01
 3.001E+02, 7.233E+02, 6.856E+02, 5.414E+02, 3.405E+02, 2.130E+02, 7.406E+02, 6.953E+02, 5.794E+02, 3.847E+02, 2.480E+02, 7.887E+02, 7.650E+02, 6.355E+02, 4.283E+02, 2.946E+02, 3.780E+02, 3.482E+02, 2.357E+02, 1.287E+02, 6.772E+01
 3.300E+02, 7.154E+02, 7.117E+02, 5.825E+02, 3.824E+02, 2.303E+02, 7.295E+02, 7.439E+02, 5.758E+02, 4.134E+02, 2.664E+02, 7.675E+02, 8.081E+02, 6.156E+02, 4.556E+02, 3.076E+02, 4.103E+02, 3.779E+02, 2.558E+02, 1.417E+02, 7.412E+01
 3.600E+02, 7.233E+02, 7.274E+02, 5.879E+02, 4.112E+02, 2.509E+02, 7.467E+02, 7.306E+02, 5.505E+02, 3.951E+02, 2.837E+02, 7.823E+02, 7.902E+02, 5.766E+02, 4.191E+02, 3.220E+02, 4.379E+02, 3.995E+02, 2.781E+02, 1.553E+02, 7.973E+01
 3.900E+02, 7.264E+02, 7.313E+02, 6.106E+02, 4.100E+02, 2.516E+02, 7.349E+02, 7.447E+02, 6.336E+02, 4.052E+02, 2.502E+02, 7.788E+02, 7.869E+02, 6.368E+02, 4.064E+02, 2.658E+02, 4.600E+02, 4.287E+02, 2.987E+02, 1.644E+02, 8.427E+01
 4.200E+02, 7.221E+02, 7.347E+02, 6.817E+02, 4.769E+02, 2.863E+02, 7.444E+02, 7.225E+02, 6.441E+02, 4.609E+02, 3.048E+02, 7.866E+02, 7.910E+02, 7.101E+02, 4.916E+02, 3.473E+02, 4.769E+02, 4.503E+02, 3.187E+02, 1.748E+02, 8.959E+01
 4.500E+02, 7.482E+02, 7.393E+02, 6.428E+02, 4.571E+02, 2.717E+02, 7.748E+02, 7.711E+02, 6.115E+02, 4.043E+02, 2.436E+02, 8.393E+02, 8.353E+02, 6.405E+02, 4.248E+02, 2.819E+02, 4.945E+02, 4.554E+02, 3.265E+02, 1.800E+02, 9.271E+01
 4.800E+02, 7.297E+02, 7.503E+02, 6.540E+02, 4.455E+02, 2.630E+02, 7.303E+02, 7.337E+02, 6.466E+02, 4.331E+02, 2.681E+02, 7.579E+02, 7.766E+02, 6.980E+02, 4.665E+02, 3.093E+02, 5.093E+02, 4.600E+02, 3.335E+02, 1.861E+02, 9.641E+01
 5.100E+02, 7.168E+02, 7.294E+02, 6.133E+02, 4.152E+02, 2.550E+02, 6.798E+02, 6.960E+02, 5.666E+02, 3.477E+02, 2.259E+02, 7.169E+02, 7.527E+02, 6.047E+02, 4.027E+02, 2.807E+02, 5.195E+02, 4.699E+02, 3.434E+02, 1.942E+02, 1.012E+02
 5.400E+02, 7.135E+02, 7.224E+02, 6.042E+02, 3.915E+02, 2.433E+02, 7.363E+02, 7.155E+02, 5.617E+02, 3.499E+02, 2.089E+02, 7.472E+02, 7.403E+02, 5.652E+02, 3.666E+02, 2.531E+02, 5.267E+02, 4.768E+02, 3.487E+02, 1.979E+02, 1.045E+02
 5.700E+02, 7.288E+02, 7.733E+02, 6.918E+02, 4.617E+02, 2.683E+02, 7.572E+02, 7.878E+02, 7.236E+02, 5.133E+02, 3.368E+02, 7.746E+02, 8.434E+02, 7.739E+02, 5.425E+02, 3.731E+02, 5.341E+02, 4.993E+02, 3.658E+02, 2.069E+02, 1.098E+02
 6.000E+02, 7.573E+02, 7.705E+02, 6.791E+02, 4.751E+02, 2.870E+02, 7.762E+02, 7.806E+02, 6.432E+02, 4.319E+02, 2.571E+02, 8.000E+02, 7.967E+02, 6.499E+02, 4.515E+02, 3.052E+02, 5.413E+02, 5.167E+02, 3.829E+02, 2.157E+02, 1.151E+02
 6.301E+02, 7.504E+02, 7.442E+02, 6.465E+02, 4.338E+02, 2.721E+02, 7.493E+02, 6.619E+02, 5.177E+02, 3.127E+02, 2.168E+02, 8.228E+02, 7.230E+02, 5.690E+02, 3.511E+02, 2.566E+02, 5.436E+02, 5.243E+02, 3.949E+02, 2.233E+02, 1.183E+02
 6.600E+02, 7.395E+02, 7.102E+02, 6.202E+02, 4.246E+02, 2.583E+02, 7.513E+02, 7.032E+02, 5.678E+02, 3.760E+02, 2.295E+02, 8.013E+02, 7.531E+02, 5.909E+02, 4.172E+02, 2.731E+02, 5.460E+02, 5.349E+02, 4.127E+02, 2.360E+02, 1.224E+02
 6.901E+02, 7.402E+02, 7.224E+02, 5.807E+02, 4.001E+02, 2.399E+02, 7.497E+02, 7.657E+02, 5.749E+02, 3.716E+02, 2.197E+02, 8.020E+02, 8.228E+02, 5.747E+02, 3.823E+02, 2.544E+02, 5.489E+02, 5.357E+02, 4.251E+02, 2.430E+02, 1.244E+02
 7.200E+02, 7.525E+02, 7.725E+02, 6.181E+02, 4.281E+02, 2.632E+02, 7.574E+02, 7.713E+02, 6.092E+02, 4.128E+02, 2.651E+02, 8.005E+02, 8.307E+02, 6.395E+02, 4.527E+02, 3.018E+02, 5.504E+02, 5.405E+02, 4.308E+02, 2.504E+02, 1.285E+02
 7.500E+02, 7.291E+02, 7.604E+02, 6.500E+02, 4.421E+02, 2.696E+02, 7.358E+02, 7.719E+02, 6.498E+02, 4.392E+02, 2.617E+02, 7.412E+02, 8.339E+02, 6.870E+02, 4.513E+02, 3.058E+02, 5.535E+02, 5.527E+02, 4.403E+02, 2.571E+02, 1.323E+02
 7.800E+02, 7.427E+02, 7.648E+02, 6.483E+02, 4.504E+02, 2.792E+02, 7.591E+02, 7.730E+02, 6.453E+02, 4.157E+02, 2.851E+02, 7.906E+02, 8.248E+02, 6.675E+02, 4.211E+02, 3.310E+02, 5.554E+02, 5.585E+02, 4.543E+02, 2.694E+02, 1.373E+02
 8.100E+02, 7.347E+02, 7.675E+02, 6.568E+02, 4.495E+02, 2.696E+02, 7.359E+02, 7.697E+02, 5.975E+02, 4.126E+02, 2.316E+02, 7.951E+02, 8.523E+02, 6.388E+02, 4.323E+02, 2.667E+02, 5.604E+02, 5.598E+02, 4.606E+02, 2.774E+02, 1.417E+02
 8.400E+02, 7.270E+02, 7.263E+02, 6.132E+02, 4.183E+02, 2.509E+02, 7.249E+02, 6.901E+02, 5.392E+02, 3.601E+02, 2.193E+02, 8.127E+02, 7.776E+02, 5.916E+02, 3.897E+02, 2.642E+02, 5.619E+02, 5.482E+02, 4.494E+02, 2.747E+02, 1.424E+02
 8.700E+02, 6.924E+02, 6.393E+02, 5.194E+02, 3.758E+02, 2.312E+02, 6.535E+02, 4.773E+02, 2.960E+02, 2.260E+02, 1.713E+02, 7.864E+02, 5.735E+02, 3.852E+02, 3.043E+02, 2.284E+02, 5.582E+02, 5.322E+02, 4.331E+02, 2.682E+02, 1.413E+02
 9.001E+02, 5.834E+02, 4.944E+02, 4.038E+02, 3.029E+02, 2.012E+02, 3.351E+02, 1.760E+02, 1.310E+02, 1.098E+02, 9.467E+01, 4.129E+02, 2.522E+02, 1.913E+02, 1.482E+02, 1.227E+02, 5.368E+02, 5.011E+02, 4.103E+02, 2.598E+02, 1.392E+02
 9.302E+02, 4.361E+02, 3.814E+02, 3.233E+02, 2.511E+02, 1.735E+02, 5.201E+01, 5.257E+01, 5.288E+01, 5.359E+01, 4.988E+01, 9.541E+01, 8.807E+01, 8.026E+01, 7.395E+01, 6.708E+01, 5.001E+02, 4.669E+02, 3.876E+02, 2.505E+02, 1.363E+02
 9.602E+02, 3.518E+02, 3.198E+02, 2.760E+02, 2.177E+02, 1.530E+02, 3.866E+01, 4.229E+01, 4.439E+01, 4.284E+01, 3.886E+01, 6.423E+01, 6.723E+01, 6.331E+01, 5.595E+01, 4.790E+01, 4.661E+02, 4.377E+02, 3.677E+02, 2.418E+02, 1.332E+02
 9.901E+02, 3.008E+02, 2.795E+02, 2.432E+02, 1.931E+02, 1.375E+02, 3.651E+01, 4.171E+01, 4.604E+01, 4.524E+01, 4.166E+01, 5.800E+01, 6.414E+01, 6.526E+01, 5.935E+01, 5.176E+01, 4.372E+02, 4.124E+02, 3.500E+02, 2.337E+02, 1.303E+02
 1.020E+03, 2.654E+02, 2.500E+02, 2.186E+02, 1.742E+02, 1.252E+02, 3.874E+01, 3.991E+01, 4.171E+01, 4.412E+01, 4.276E+01, 5.787E+01, 5.933E+01, 5.956E+01, 5.843E+01, 5.367E+01, 4.120E+02, 3.902E+02, 3.340E+02, 2.261E+02, 1.274E+02
 1.050E+03, 2.395E+02, 2.260E+02, 1.984E+02, 1.588E+02, 1.152E+02, 3.933E+01, 4.361E+01, 4.483E+01, 4.361E+01, 4.172E+01, 5.973E+01, 6.264E+01, 6.052E+01, 5.658E+01, 5.171E+01, 3.897E+02, 3.704E+02, 3.194E+02, 2.190E+02, 1.247E+02
 1.080E+03, 2.186E+02, 2.065E+02, 1.817E+02, 1.460E+02, 1.068E+02, 3.621E+01, 4.051E+01, 4.396E+01, 4.385E+01, 4.159E+01, 5.354E+01, 5.865E+01, 6.042E+01, 5.699E+01, 5.172E+01, 3.699E+02, 3.526E+02, 3.061E+02, 2.122E+02, 1.221E+02
 1.110E+03, 2.014E+02, 1.905E+02, 1.677E+02, 1.352E+02, 9.972E+01, 3.767E+01, 3.900E+01, 4.093E+01, 4.221E+01, 3.949E+01, 5.396E+01, 5.502E+01, 5.619E+01, 5.468E+01, 4.921E+01, 3.522E+02, 3.366E+02, 2.937E+02, 2.058E+02, 1.195E+02
 1.140E+03, 1.870E+02, 1.764E+02, 1.557E+02, 1.260E+02, 9.359E+01, 3.759E+01, 4.152E+01, 4.181E+01, 4.017E+01, 3.763E+01, 5.452E+01, 5.781E+01, 5.530E+01, 5.150E+01, 4.609E+01, 3.360E+02, 3.219E+02, 2.823E+02, 1.997E+02, 1.171E+02
 1.170E+03, 1.745E+02, 1.642E+02, 1.451E+02, 1.179E+02, 8.823E+01, 3.578E+01, 3.905E+01, 4.013E+01, 4.009E+01, 3.949E+01, 5.107E+01, 5.440E+01, 5.405E+01, 5.170E+01, 4.906E+01, 3.215E+02, 3.086E+02, 2.717E+02, 1.939E+02, 1.147E+02
 1.200E+03, 1.634E+02, 1.536E+02, 1.357E+02, 1.106E+02, 8.340E+01, 3.597E+01, 4.024E+01, 4.191E+01, 4.104E+01, 3.780E+01, 5.119E+01, 5.524E+01, 5.510E+01, 5.190E+01, 4.548E+01, 3.082E+02, 2.963E+02, 2.619E+02, 1.885E+02, 1.124E+02
