s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m3/s
 9.0000220E+001, 2.1025672E+001, 2.1574221E+001, 2.1874852E+001, 2.2201477E+001, 2.2753349E+001, 2.3331210E+001, 2.5231132E+001, 2.7708233E+001, 3.0158235E+001, 3.1048576E+001, 2.9722741E+001, 2.7043325E+001, 2.4369841E+001, 2.0552298E+001, 1.9918960E+001, 1.8417198E+001, 8.7470051E-002
 1.0000790E+002, 2.4952031E+001, 2.6085897E+001, 2.6576129E+001, 2.7858923E+001, 2.8424066E+001, 2.8625262E+001, 2.9493683E+001, 3.0364761E+001, 3.1107689E+001, 3.0988065E+001, 2.9536899E+001, 2.7271142E+001, 2.4953937E+001, 2.4343374E+001, 2.2626255E+001, 2.0933102E+001,-6.3794227E-002
 1.1000615E+002, 2.6570397E+001, 2.6256983E+001, 2.6144769E+001, 2.6760845E+001, 2.6621578E+001, 2.6413930E+001, 2.6044228E+001, 2.6861377E+001, 2.7650315E+001, 3.0233512E+001, 2.9420975E+001, 2.8355926E+001, 2.6201820E+001, 2.3618350E+001, 2.2365671E+001, 2.0786366E+001, 2.1461922E-001
 1.2000529E+002, 2.4839791E+001, 2.4749929E+001, 2.4618695E+001, 2.4830667E+001, 2.4830795E+001, 2.5853457E+001, 2.6423880E+001, 2.8056266E+001, 2.9352424E+001, 3.1924726E+001, 3.0966046E+001, 2.9716611E+001, 2.6716436E+001, 2.4323663E+001, 2.4014470E+001, 2.2919635E+001, 2.4990833E-001
 1.3000226E+002, 2.3694443E+001, 2.4133952E+001, 2.4706620E+001, 2.5484030E+001, 2.6241935E+001, 2.7476008E+001, 2.8256901E+001, 2.9447874E+001, 3.1290249E+001, 3.3028447E+001, 3.3460189E+001, 3.0818501E+001, 2.7855714E+001, 2.5591426E+001, 2.5282986E+001, 2.4537135E+001, 2.2667932E-001
 1.4000541E+002, 2.3410034E+001, 2.4151021E+001, 2.5388506E+001, 2.6082621E+001, 2.7172893E+001, 2.7944847E+001, 2.9234272E+001, 3.0209056E+001, 3.0882264E+001, 3.1980003E+001, 3.3608108E+001, 3.2437570E+001, 2.9090480E+001, 2.5774331E+001, 2.5457103E+001, 2.5295972E+001, 1.5337022E+000
 1.5000187E+002, 1.7908528E+001, 1.8990560E+001, 2.0266318E+001, 2.1399352E+001, 2.2440544E+001, 2.3625426E+001, 2.4391869E+001, 2.4914962E+001, 2.4898818E+001, 2.5042656E+001, 2.6916785E+001, 2.3048578E+001, 3.1861284E+001, 2.8713943E+001, 2.6879125E+001, 2.6151390E+001, 3.7789389E+000
 1.6000099E+002, 1.5399813E+001, 1.5550296E+001, 1.5755115E+001, 1.5983307E+001, 1.6209021E+001, 1.6535445E+001, 1.6834756E+001, 1.6986068E+001, 1.6686158E+001, 1.6752448E+001, 1.7237512E+001, 1.5422072E+001, 1.7179201E+001, 2.2476239E+001, 2.2825691E+001, 2.3387458E+001, 4.3643592E+000
 1.7000066E+002, 1.5068858E+001, 1.5097266E+001, 1.5132819E+001, 1.5169405E+001, 1.5199572E+001, 1.5244802E+001, 1.5309760E+001, 1.5347421E+001, 1.5285663E+001, 1.5330367E+001, 1.5432265E+001, 1.5102231E+001, 1.5410964E+001, 1.8953671E+001, 1.9673920E+001, 2.0267790E+001, 4.1398302E+000
 1.8000171E+002, 1.5023780E+001, 1.5035390E+001, 1.5049042E+001, 1.5063290E+001, 1.5074649E+001, 1.5094794E+001, 1.5135024E+001, 1.5160292E+001, 1.5167660E+001, 1.5207955E+001, 1.5240318E+001, 1.5078432E+001, 1.5175798E+001, 1.7113904E+001, 1.7925391E+001, 1.8785144E+001, 3.8496700E+000
 1.9000113E+002, 1.5017569E+001, 1.5028156E+001, 1.5041353E+001, 1.5056510E+001, 1.5067817E+001, 1.5089377E+001, 1.5134400E+001, 1.5161526E+001, 1.5176111E+001, 1.5220533E+001, 1.5234121E+001, 1.5081465E+001, 1.5170960E+001, 1.7158703E+001, 1.7853857E+001, 1.8570209E+001, 3.7216523E+000
 2.0000328E+002, 1.5014330E+001, 1.5021819E+001, 1.5031491E+001, 1.5042849E+001, 1.5051095E+001, 1.5065136E+001, 1.5096959E+001, 1.5129311E+001, 1.5147808E+001, 1.5189929E+001, 1.5226151E+001, 1.5076166E+001, 1.5144079E+001, 1.7039363E+001, 1.7864834E+001, 1.8202496E+001, 4.0962622E+000
 2.1000216E+002, 1.5013727E+001, 1.5020917E+001, 1.5029979E+001, 1.5040438E+001, 1.5048059E+001, 1.5062245E+001, 1.5094897E+001, 1.5137861E+001, 1.5164554E+001, 1.5214406E+001, 1.5235549E+001, 1.5074950E+001, 1.5147237E+001, 1.6137002E+001, 1.6960806E+001, 1.7568251E+001, 4.0722913E+000
 2.2000068E+002, 1.5014475E+001, 1.5022619E+001, 1.5032762E+001, 1.5044959E+001, 1.5055189E+001, 1.5076849E+001, 1.5119288E+001, 1.5163966E+001, 1.5187065E+001, 1.5241860E+001, 1.5261116E+001, 1.5083376E+001, 1.5149317E+001, 1.6461380E+001, 1.7140166E+001, 1.7796563E+001, 3.8980500E+000
 2.3000296E+002, 1.5013485E+001, 1.5021534E+001, 1.5031972E+001, 1.5044259E+001, 1.5052857E+001, 1.5067883E+001, 1.5099461E+001, 1.5139380E+001, 1.5177022E+001, 1.5223516E+001, 1.5238006E+001, 1.5086080E+001, 1.5150527E+001, 1.6715218E+001, 1.7458634E+001, 1.8185432E+001, 4.1845737E+000
 2.4000297E+002, 1.5012798E+001, 1.5019646E+001, 1.5028705E+001, 1.5039306E+001, 1.5046186E+001, 1.5057546E+001, 1.5088316E+001, 1.5134836E+001, 1.5177771E+001, 1.5226536E+001, 1.5246282E+001, 1.5071087E+001, 1.5138981E+001, 1.6238378E+001, 1.7025994E+001, 1.7652015E+001, 4.3486992E+000
 2.5000014E+002, 1.5013200E+001, 1.5021044E+001, 1.5031221E+001, 1.5043880E+001, 1.5054546E+001, 1.5074516E+001, 1.5117247E+001, 1.5172536E+001, 1.5223137E+001, 1.5275360E+001, 1.5270619E+001, 1.5091679E+001, 1.5154573E+001, 1.6482788E+001, 1.6809467E+001, 1.7211509E+001, 4.0729789E+000
 2.6000070E+002, 1.5012869E+001, 1.5020518E+001, 1.5031188E+001, 1.5044764E+001, 1.5055490E+001, 1.5073860E+001, 1.5117385E+001, 1.5180395E+001, 1.5231563E+001, 1.5293753E+001, 1.5292876E+001, 1.5086410E+001, 1.5169693E+001, 1.6244077E+001, 1.6741349E+001, 1.7365650E+001, 4.2297174E+000
 2.7000373E+002, 1.5012213E+001, 1.5019346E+001, 1.5028857E+001, 1.5039923E+001, 1.5047074E+001, 1.5059576E+001, 1.5094198E+001, 1.5148382E+001, 1.5204401E+001, 1.5264231E+001, 1.5269196E+001, 1.5080552E+001, 1.5146929E+001, 1.5833625E+001, 1.6499760E+001, 1.6965060E+001, 4.1385526E+000
 2.8000260E+002, 1.5012510E+001, 1.5021255E+001, 1.5033045E+001, 1.5047655E+001, 1.5060212E+001, 1.5081577E+001, 1.5127273E+001, 1.5195985E+001, 1.5256130E+001, 1.5311311E+001, 1.5308026E+001, 1.5094093E+001, 1.5168645E+001, 1.5874784E+001, 1.6188094E+001, 1.6451269E+001, 3.9075419E+000
 2.9000088E+002, 1.5011436E+001, 1.5018938E+001, 1.5029104E+001, 1.5040910E+001, 1.5048690E+001, 1.5062247E+001, 1.5099392E+001, 1.5155541E+001, 1.5222568E+001, 1.5283122E+001, 1.5286395E+001, 1.5081615E+001, 1.5162891E+001, 1.5873468E+001, 1.6286862E+001, 1.6608416E+001, 4.0945122E+000
 3.0000340E+002, 1.5011128E+001, 1.5018437E+001, 1.5028499E+001, 1.5040357E+001, 1.5048077E+001, 1.5060704E+001, 1.5097126E+001, 1.5156758E+001, 1.5226944E+001, 1.5295544E+001, 1.5291110E+001, 1.5082322E+001, 1.5164772E+001, 1.5714988E+001, 1.6114188E+001, 1.6628871E+001, 4.0303378E+000
 3.1000363E+002, 1.5011108E+001, 1.5018615E+001, 1.5028951E+001, 1.5041251E+001, 1.5049792E+001, 1.5064243E+001, 1.5103986E+001, 1.5167184E+001, 1.5236699E+001, 1.5309009E+001, 1.5323938E+001, 1.5087210E+001, 1.5191769E+001, 1.5795138E+001, 1.5860663E+001, 1.6239670E+001, 3.9141878E+000
 3.2000047E+002, 1.5010689E+001, 1.5018186E+001, 1.5028668E+001, 1.5041580E+001, 1.5052075E+001, 1.5071467E+001, 1.5114930E+001, 1.5181474E+001, 1.5256215E+001, 1.5331810E+001, 1.5333576E+001, 1.5088096E+001, 1.5192333E+001, 1.5720220E+001, 1.5755805E+001, 1.6078645E+001, 3.9053656E+000
 3.3000364E+002, 1.5016696E+001, 1.5025534E+001, 1.5035671E+001, 1.5048202E+001, 1.5056850E+001, 1.5072970E+001, 1.5119741E+001, 1.5201675E+001, 1.5288479E+001, 1.5381062E+001, 1.5378417E+001, 1.5124427E+001, 1.6127669E+001, 1.6518546E+001, 1.6236258E+001, 1.6002851E+001, 3.9620108E+000
 3.4000060E+002, 1.5295906E+001, 1.5300352E+001, 1.5248633E+001, 1.5197716E+001, 1.5176028E+001, 1.5227221E+001, 1.5401313E+001, 1.5694682E+001, 1.5985003E+001, 1.6291101E+001, 1.8297597E+001, 1.8564397E+001, 6.5372825E+001, 3.4382319E+001, 3.3789377E+001, 3.0894068E+001, 4.1168837E+000
 3.5000266E+002, 1.6059672E+001, 1.6094260E+001, 1.5936454E+001, 1.5738836E+001, 1.5601954E+001, 1.5703687E+001, 1.6308158E+001, 1.7339303E+001, 1.8211923E+001, 2.6127856E+001, 5.0694862E+001, 5.3073141E+001, 1.4182322E+002, 7.1495043E+001, 7.6421829E+001, 8.0655742E+001, 4.3595874E+000
 3.6000014E+002, 1.6667367E+001, 1.6851129E+001, 1.6755747E+001, 1.6556925E+001, 1.6324564E+001, 1.6425627E+001, 1.7588554E+001, 1.9822941E+001, 2.1740844E+001, 4.2676676E+001, 1.1683439E+002, 1.2678573E+002, 2.0570630E+002, 1.4360836E+002, 1.4026875E+002, 1.2884963E+002, 4.7874125E+000
 3.7000149E+002, 1.7389282E+001, 1.7680161E+001, 1.7608048E+001, 1.7407713E+001, 1.7106946E+001, 1.7212249E+001, 1.8889062E+001, 2.2473774E+001, 2.5637151E+001, 4.8654216E+001, 1.6121041E+002, 1.8417077E+002, 2.9163269E+002, 2.2368758E+002, 2.1117625E+002, 1.9478087E+002, 5.1600632E+000
 3.8000086E+002, 1.7383354E+001, 1.7755801E+001, 1.7821467E+001, 1.7794601E+001, 1.7626302E+001, 1.7991020E+001, 2.3457327E+001, 3.2658990E+001, 4.4310213E+001, 1.5882229E+002, 2.4606082E+002, 2.8632334E+002, 3.8204030E+002, 2.9618442E+002, 2.8086361E+002, 2.3320160E+002, 5.0591903E+000
 3.9000052E+002, 1.7544878E+001, 1.8048773E+001, 1.8225832E+001, 1.8273493E+001, 1.8140217E+001, 1.8741919E+001, 3.1150353E+001, 8.0082379E+001, 1.2044997E+002, 2.1230230E+002, 2.9136737E+002, 3.3660796E+002, 4.2459043E+002, 3.7091222E+002, 3.2815490E+002, 2.7616849E+002, 5.1650446E+000
 4.0000003E+002, 1.7528755E+001, 1.8046380E+001, 1.8311154E+001, 1.8535686E+001, 1.8522180E+001, 1.8975454E+001, 2.4604240E+001, 4.5970477E+001, 5.8492866E+001, 1.6120565E+002, 3.3423860E+002, 3.6638097E+002, 5.0050694E+002, 4.0847594E+002, 3.7177855E+002, 3.2554192E+002, 5.9166484E+000
 4.1000144E+002, 1.7665254E+001, 1.8246187E+001, 1.8579899E+001, 1.8900461E+001, 1.8991772E+001, 1.9601991E+001, 2.3111833E+001, 3.2096769E+001, 3.9829953E+001, 8.9065664E+001, 3.6445260E+002, 4.3969671E+002, 5.6256166E+002, 4.9994671E+002, 4.3902409E+002, 3.7011535E+002, 6.0317155E+000
 4.2000016E+002, 1.7877069E+001, 1.8561183E+001, 1.9053216E+001, 1.9603824E+001, 1.9876656E+001, 2.0736757E+001, 2.4292332E+001, 3.2494903E+001, 4.1001664E+001, 6.6217268E+001, 3.1658762E+002, 4.2200998E+002, 5.0882857E+002, 4.9539668E+002, 4.4089319E+002, 3.8778458E+002, 6.7138354E+000
 4.3000054E+002, 1.7439501E+001, 1.7996265E+001, 1.8462304E+001, 1.9027667E+001, 1.9477819E+001, 2.0419839E+001, 2.3276461E+001, 2.9578005E+001, 3.7676813E+001, 5.4480352E+001, 1.7860760E+002, 2.0270973E+002, 4.5746563E+002, 4.1361473E+002, 3.9050762E+002, 3.4255765E+002, 6.6699022E+000
 4.4000122E+002, 1.7157267E+001, 1.7669900E+001, 1.8078897E+001, 1.8573447E+001, 1.8994859E+001, 2.0254156E+001, 2.3247694E+001, 2.9355329E+001, 3.8737406E+001, 7.6867349E+001, 3.3673328E+002, 2.4150015E+002, 4.3607044E+002, 3.7601657E+002, 3.6485633E+002, 3.3009012E+002, 6.7231128E+000
 4.5000069E+002, 1.7141471E+001, 1.7681543E+001, 1.8089641E+001, 1.8558338E+001, 1.9012986E+001, 2.0227096E+001, 2.3450102E+001, 3.0019004E+001, 4.2807361E+001, 1.5224193E+002, 3.9060212E+002, 2.7790715E+002, 4.2922378E+002, 3.7294814E+002, 3.6730963E+002, 3.4523298E+002, 6.2862640E+000
 4.6000014E+002, 1.7126555E+001, 1.7756064E+001, 1.8244854E+001, 1.8590906E+001, 1.9647383E+001, 2.0508994E+001, 2.3595854E+001, 3.5129902E+001, 1.3856402E+002, 3.8522311E+002, 5.6664177E+002, 3.9369699E+002, 4.3013949E+002, 3.4480257E+002, 3.3527137E+002, 3.0927279E+002, 5.4548190E+000
 4.7000142E+002, 1.7179798E+001, 1.7797406E+001, 1.8158340E+001, 1.8339402E+001, 1.9051586E+001, 1.9624182E+001, 2.2158897E+001, 2.9555666E+001, 6.7323724E+001, 2.3136304E+002, 3.4470818E+002, 2.4309828E+002, 3.5509381E+002, 3.1652011E+002, 2.9745323E+002, 2.6452848E+002, 5.2027847E+000
 4.8000164E+002, 1.7094371E+001, 1.7615585E+001, 1.7857152E+001, 1.7916247E+001, 1.8562135E+001, 1.8991144E+001, 2.1163210E+001, 2.6557641E+001, 3.6992926E+001, 9.1719068E+001, 2.9403530E+002, 2.8378005E+002, 3.6455158E+002, 3.0285034E+002, 2.7357806E+002, 2.3028010E+002, 5.2185313E+000
 4.9000162E+002, 1.7039595E+001, 1.7421107E+001, 1.7512728E+001, 1.7520834E+001, 1.7943062E+001, 1.8482568E+001, 2.0463007E+001, 2.5003192E+001, 3.2879864E+001, 6.6910946E+001, 2.2547454E+002, 1.9933034E+002, 3.3009342E+002, 2.6516513E+002, 2.4882853E+002, 2.0083897E+002, 4.6977139E+000
 5.0000012E+002, 1.7084482E+001, 1.7479065E+001, 1.7503984E+001, 1.7388554E+001, 1.7946463E+001, 1.8496539E+001, 2.0368431E+001, 2.5098444E+001, 3.3460875E+001, 1.1074505E+002, 2.4932251E+002, 2.1804453E+002, 2.7830038E+002, 1.9871460E+002, 1.9151514E+002, 1.5999828E+002, 4.7031768E+000
 5.1000120E+002, 1.6929422E+001, 1.7318392E+001, 1.7387766E+001, 1.7383539E+001, 1.7556962E+001, 1.8265517E+001, 2.0229617E+001, 2.4801945E+001, 3.2670407E+001, 5.2679764E+001, 2.0452737E+002, 2.0315758E+002, 2.7790772E+002, 2.0337284E+002, 1.9897275E+002, 1.7832002E+002, 4.8499695E+000
 5.2000034E+002, 1.7161970E+001, 1.7569410E+001, 1.7638217E+001, 1.7563978E+001, 1.8049824E+001, 1.8607536E+001, 2.0661309E+001, 2.5559842E+001, 3.4278010E+001, 7.2330411E+001, 2.5477221E+002, 2.4812419E+002, 2.9814702E+002, 2.2700747E+002, 2.1462735E+002, 1.7908809E+002, 4.7641145E+000
 5.3000034E+002, 1.7167995E+001, 1.7589210E+001, 1.7659149E+001, 1.7544128E+001, 1.7984011E+001, 1.8558449E+001, 2.0567642E+001, 2.5451889E+001, 3.4016666E+001, 6.1776479E+001, 2.6284946E+002, 2.4353875E+002, 3.1465264E+002, 2.5372165E+002, 2.2834690E+002, 1.8731393E+002, 4.8210742E+000
 5.4000117E+002, 1.6869500E+001, 1.7272551E+001, 1.7348243E+001, 1.7333491E+001, 1.7590283E+001, 1.8200259E+001, 2.0091015E+001, 2.4600021E+001, 3.2496439E+001, 4.6226871E+001, 1.6384852E+002, 1.8648431E+002, 2.7647434E+002, 2.0691433E+002, 2.0357241E+002, 1.9131393E+002, 4.8190925E+000
 5.5000064E+002, 1.6889343E+001, 1.7253131E+001, 1.7307787E+001, 1.7368818E+001, 1.7722987E+001, 1.8224525E+001, 1.9965267E+001, 2.4480367E+001, 3.2854244E+001, 6.7678540E+001, 2.4138659E+002, 2.2661327E+002, 2.5591923E+002, 1.7081961E+002, 1.7519253E+002, 1.5721330E+002, 4.3947940E+000
 5.6000175E+002, 1.7021689E+001, 1.7449443E+001, 1.7486090E+001, 1.7343196E+001, 1.7971159E+001, 1.8371749E+001, 2.0357855E+001, 2.6385377E+001, 3.5708492E+001, 1.0932897E+002, 2.5939345E+002, 2.4476932E+002, 2.6503103E+002, 1.8197255E+002, 1.6756664E+002, 1.4277697E+002, 4.4484724E+000
 5.7000184E+002, 1.7077765E+001, 1.7479436E+001, 1.7466039E+001, 1.7329191E+001, 1.7719243E+001, 1.8161280E+001, 2.0117621E+001, 2.5132270E+001, 3.3844391E+001, 6.5912017E+001, 1.9399163E+002, 1.9440853E+002, 2.5970895E+002, 1.9672880E+002, 1.7395948E+002, 1.4902155E+002, 4.6351600E+000
 5.8000071E+002, 1.7027523E+001, 1.7418777E+001, 1.7433670E+001, 1.7352616E+001, 1.7522005E+001, 1.8084783E+001, 2.0062746E+001, 2.4974669E+001, 3.3346741E+001, 4.9485740E+001, 2.1600784E+002, 1.7644010E+002, 2.5062331E+002, 1.8667385E+002, 1.7630861E+002, 1.4374288E+002, 4.7077721E+000
 5.9000133E+002, 1.7080051E+001, 1.7504666E+001, 1.7557716E+001, 1.7637231E+001, 1.8099640E+001, 1.8541458E+001, 2.0582644E+001, 2.5783464E+001, 3.5118636E+001, 8.7553734E+001, 2.7747316E+002, 2.1240180E+002, 2.9202789E+002, 1.9705881E+002, 1.8131757E+002, 1.6087040E+002, 4.7758797E+000
 6.0000026E+002, 1.7008377E+001, 1.7449785E+001, 1.7594085E+001, 1.7702259E+001, 1.8201985E+001, 1.8499897E+001, 2.0612056E+001, 2.6043812E+001, 3.5605250E+001, 6.9419369E+001, 2.4765424E+002, 2.1283295E+002, 3.1596362E+002, 2.3755605E+002, 2.1018031E+002, 1.8418093E+002, 4.9603090E+000
 6.1000167E+002, 1.6817334E+001, 1.7212489E+001, 1.7354580E+001, 1.7404770E+001, 1.7645983E+001, 1.8127744E+001, 2.0061714E+001, 2.4979272E+001, 3.3567838E+001, 4.9089610E+001, 2.3841256E+002, 2.0288829E+002, 2.7638358E+002, 1.9957878E+002, 2.1219361E+002, 1.9033098E+002, 4.8181883E+000
 6.2000128E+002, 1.6755152E+001, 1.7128442E+001, 1.7209039E+001, 1.7192926E+001, 1.7672850E+001, 1.8003491E+001, 1.9630900E+001, 2.4200116E+001, 3.2171570E+001, 5.2357424E+001, 2.1140385E+002, 1.6284110E+002, 2.2126063E+002, 1.5933415E+002, 1.5667887E+002, 1.4253429E+002, 4.2638300E+000
 6.3000192E+002, 1.6633684E+001, 1.6972182E+001, 1.7012252E+001, 1.7137350E+001, 1.7544092E+001, 1.7724041E+001, 1.9129815E+001, 2.3287443E+001, 3.0799783E+001, 5.1848922E+001, 1.6064454E+002, 1.2703821E+002, 1.7897059E+002, 1.3774063E+002, 1.3457929E+002, 1.0982621E+002, 4.1864089E+000
