s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m3/s
 1.2002140E+002, 2.4666379E+001, 2.5603161E+001, 2.5742161E+001, 2.5255510E+001, 2.5411327E+001, 2.6361216E+001, 2.7646512E+001, 2.7832625E+001, 2.9237356E+001, 2.9935700E+001, 2.9932742E+001, 2.8775371E+001, 2.6150135E+001, 2.4381656E+001, 2.4105564E+001, 2.2878953E+001, 2.5081331E-001
 1.3001428E+002, 2.4030571E+001, 2.4603846E+001, 2.4899537E+001, 2.5728693E+001, 2.6679508E+001, 2.7456377E+001, 2.8423229E+001, 2.8854042E+001, 3.0453465E+001, 3.1247801E+001, 3.1857023E+001, 3.0424556E+001, 2.8118086E+001, 2.5878186E+001, 2.5296989E+001, 2.4122358E+001, 2.3028466E-001
 1.4000732E+002, 2.3156154E+001, 2.4080242E+001, 2.5159790E+001, 2.6722348E+001, 2.7413559E+001, 2.8965148E+001, 2.9443146E+001, 3.0115407E+001, 3.1100287E+001, 3.0328749E+001, 3.0283558E+001, 2.9943151E+001, 2.7903083E+001, 2.6028487E+001, 2.5763169E+001, 2.4889092E+001, 1.5348431E+000
 1.5000665E+002, 1.7017265E+001, 1.7876339E+001, 1.8648404E+001, 1.9923656E+001, 2.1148981E+001, 2.2414615E+001, 2.3031757E+001, 2.3639371E+001, 2.2699597E+001, 2.2179650E+001, 2.2528754E+001, 2.2408854E+001, 2.9675449E+001, 3.0713154E+001, 2.8092260E+001, 2.5699965E+001, 3.7816054E+000
 1.6000904E+002, 1.5172157E+001, 1.5240182E+001, 1.5297162E+001, 1.5394105E+001, 1.5505719E+001, 1.5624920E+001, 1.5707572E+001, 1.5759273E+001, 1.5571133E+001, 1.5533858E+001, 1.5674689E+001, 1.8043721E+001, 1.8791377E+001, 2.2579751E+001, 2.2860930E+001, 2.2530285E+001, 4.3689018E+000
 1.7000767E+002, 1.5030623E+001, 1.5044467E+001, 1.5055882E+001, 1.5070154E+001, 1.5082496E+001, 1.5096357E+001, 1.5115795E+001, 1.5141115E+001, 1.5150823E+001, 1.5169335E+001, 1.5674182E+001, 1.7235558E+001, 1.7086589E+001, 1.9166590E+001, 1.9571976E+001, 1.9897307E+001, 4.1444685E+000
 1.8000747E+002, 1.5015983E+001, 1.5023835E+001, 1.5031944E+001, 1.5042881E+001, 1.5052074E+001, 1.5064230E+001, 1.5082329E+001, 1.5109756E+001, 1.5138469E+001, 1.5158789E+001, 1.5344461E+001, 1.6954209E+001, 1.6368153E+001, 1.7602741E+001, 1.8245107E+001, 1.8732430E+001, 3.8519797E+000
 1.9000702E+002, 1.5015287E+001, 1.5022664E+001, 1.5029902E+001, 1.5039765E+001, 1.5048582E+001, 1.5059803E+001, 1.5077809E+001, 1.5108265E+001, 1.5147463E+001, 1.5167842E+001, 1.5420049E+001, 1.7023060E+001, 1.6429384E+001, 1.8004475E+001, 1.8589726E+001, 1.9187372E+001, 3.7259375E+000
 2.0000691E+002, 1.5014804E+001, 1.5022881E+001, 1.5030598E+001, 1.5039261E+001, 1.5046139E+001, 1.5054797E+001, 1.5071038E+001, 1.5105295E+001, 1.5152843E+001, 1.5170213E+001, 1.5401362E+001, 1.6992016E+001, 1.6598505E+001, 1.7918098E+001, 1.8209316E+001, 1.8564450E+001, 4.1012165E+000
 2.1000621E+002, 1.5013215E+001, 1.5020281E+001, 1.5027215E+001, 1.5035577E+001, 1.5043591E+001, 1.5053469E+001, 1.5071669E+001, 1.5109353E+001, 1.5166248E+001, 1.5184404E+001, 1.5497422E+001, 1.7032855E+001, 1.6877784E+001, 1.8130935E+001, 1.8241390E+001, 1.8295451E+001, 4.0756098E+000
 2.2000673E+002, 1.5016023E+001, 1.5023960E+001, 1.5031019E+001, 1.5039119E+001, 1.5045478E+001, 1.5054108E+001, 1.5073601E+001, 1.5118460E+001, 1.5184803E+001, 1.5193920E+001, 1.5471015E+001, 1.6859277E+001, 1.6683080E+001, 1.7802924E+001, 1.8182066E+001, 1.8323435E+001, 3.9020337E+000
 2.3000198E+002, 1.5016571E+001, 1.5024997E+001, 1.5032821E+001, 1.5042009E+001, 1.5049134E+001, 1.5058595E+001, 1.5079205E+001, 1.5126835E+001, 1.5199385E+001, 1.5213013E+001, 1.5469523E+001, 1.6897709E+001, 1.6615461E+001, 1.7871982E+001, 1.8373271E+001, 1.8761518E+001, 4.1900763E+000
 2.4000653E+002, 1.5015310E+001, 1.5022638E+001, 1.5029262E+001, 1.5036682E+001, 1.5042859E+001, 1.5051506E+001, 1.5071565E+001, 1.5121529E+001, 1.5202101E+001, 1.5209321E+001, 1.5378825E+001, 1.7287599E+001, 1.6782186E+001, 1.7989662E+001, 1.8123702E+001, 1.8314989E+001, 4.3534635E+000
 2.5000111E+002, 1.5014665E+001, 1.5022254E+001, 1.5029963E+001, 1.5038980E+001, 1.5046782E+001, 1.5057918E+001, 1.5081202E+001, 1.5137074E+001, 1.5221637E+001, 1.5233999E+001, 1.5341738E+001, 1.7118605E+001, 1.6265658E+001, 1.8037198E+001, 1.8389930E+001, 1.8475912E+001, 4.0765830E+000
 2.6000181E+002, 1.5013013E+001, 1.5019934E+001, 1.5027447E+001, 1.5037105E+001, 1.5045622E+001, 1.5056571E+001, 1.5079603E+001, 1.5135765E+001, 1.5227810E+001, 1.5239864E+001, 1.5447438E+001, 1.7013274E+001, 1.6402114E+001, 1.7708203E+001, 1.8495226E+001, 1.8634776E+001, 4.2350154E+000
 2.7000216E+002, 1.5011555E+001, 1.5018250E+001, 1.5025502E+001, 1.5034433E+001, 1.5042012E+001, 1.5052228E+001, 1.5074709E+001, 1.5132611E+001, 1.5230537E+001, 1.5243127E+001, 1.5541306E+001, 1.7132230E+001, 1.6687804E+001, 1.7846900E+001, 1.8209020E+001, 1.8337914E+001, 4.1418859E+000
 2.8000221E+002, 1.5013503E+001, 1.5021515E+001, 1.5030060E+001, 1.5040944E+001, 1.5049770E+001, 1.5060608E+001, 1.5084932E+001, 1.5147261E+001, 1.5252043E+001, 1.5263666E+001, 1.5420328E+001, 1.6521327E+001, 1.6111497E+001, 1.7088496E+001, 1.7564953E+001, 1.7856087E+001, 3.9125311E+000
 2.9000593E+002, 1.5012762E+001, 1.5019630E+001, 1.5027055E+001, 1.5037302E+001, 1.5045531E+001, 1.5055226E+001, 1.5078882E+001, 1.5143704E+001, 1.5254536E+001, 1.5260173E+001, 1.5380607E+001, 1.6501614E+001, 1.6346354E+001, 1.6716305E+001, 1.7018823E+001, 1.7210275E+001, 4.0997723E+000
 3.0000366E+002, 1.5011255E+001, 1.5017662E+001, 1.5025058E+001, 1.5034946E+001, 1.5043216E+001, 1.5052915E+001, 1.5076436E+001, 1.5140025E+001, 1.5257167E+001, 1.5269764E+001, 1.5364330E+001, 1.6560999E+001, 1.6175363E+001, 1.6643111E+001, 1.6871958E+001, 1.7004776E+001, 4.0345550E+000
 3.1000384E+002, 1.5010446E+001, 1.5016918E+001, 1.5024478E+001, 1.5034834E+001, 1.5042936E+001, 1.5052305E+001, 1.5076381E+001, 1.5143853E+001, 1.5265910E+001, 1.5272815E+001, 1.5314982E+001, 1.6374404E+001, 1.6268632E+001, 1.6869491E+001, 1.6904587E+001, 1.7015168E+001, 3.9183795E+000
 3.2000718E+002, 1.5009246E+001, 1.5015366E+001, 1.5022916E+001, 1.5033788E+001, 1.5042593E+001, 1.5052005E+001, 1.5076109E+001, 1.5145198E+001, 1.5269310E+001, 1.5275170E+001, 1.5304794E+001, 1.6239951E+001, 1.6021078E+001, 1.6565177E+001, 1.6762090E+001, 1.6849929E+001, 3.9096563E+000
 3.3000534E+002, 1.5015129E+001, 1.5023360E+001, 1.5032067E+001, 1.5043234E+001, 1.5051602E+001, 1.5063416E+001, 1.5093468E+001, 1.5178246E+001, 1.5320642E+001, 1.5328205E+001, 1.5507557E+001, 1.6288835E+001, 1.5993115E+001, 1.6396084E+001, 1.6420787E+001, 1.6356153E+001, 3.9665569E+000
 3.4000201E+002, 1.5198917E+001, 1.5238094E+001, 1.5244289E+001, 1.5231464E+001, 1.5224843E+001, 1.5266755E+001, 1.5400060E+001, 1.5711050E+001, 1.6114646E+001, 1.6258624E+001, 2.3557411E+001, 2.3680717E+001, 5.1320339E+001, 3.1729978E+001, 3.0239831E+001, 2.8385205E+001, 4.1525383E+000
 3.5000405E+002, 1.5688830E+001, 1.5793729E+001, 1.5796529E+001, 1.5740001E+001, 1.5711104E+001, 1.5826764E+001, 1.6199861E+001, 1.7063721E+001, 1.8122185E+001, 1.8839105E+001, 4.5976467E+001, 4.5653093E+001, 1.2096658E+002, 7.9702785E+001, 7.2010790E+001, 7.2097754E+001, 4.4580370E+000
 3.6000452E+002, 1.6149385E+001, 1.6324826E+001, 1.6356542E+001, 1.6302738E+001, 1.6263994E+001, 1.6476248E+001, 1.7118140E+001, 1.8622134E+001, 2.0656539E+001, 2.2876491E+001, 4.3949408E+001, 7.2492215E+001, 1.9697489E+002, 1.5191384E+002, 1.3870238E+002, 1.2852494E+002, 4.9151352E+000
 3.7000291E+002, 1.6664886E+001, 1.7014668E+001, 1.7184684E+001, 1.7235907E+001, 1.7234553E+001, 1.7559036E+001, 1.8619132E+001, 2.1285617E+001, 2.5011405E+001, 3.0116848E+001, 6.1206516E+001, 1.1831806E+002, 2.8380127E+002, 2.1630646E+002, 2.0076329E+002, 1.8261342E+002, 5.3381643E+000
 3.8000057E+002, 1.6659875E+001, 1.7076910E+001, 1.7368265E+001, 1.7640369E+001, 1.7849095E+001, 1.8356524E+001, 1.9698350E+001, 2.3162499E+001, 2.8035968E+001, 3.6198921E+001, 1.4622800E+002, 1.8143444E+002, 3.5951025E+002, 2.6155651E+002, 2.5057647E+002, 2.3285007E+002, 5.3360855E+000
 3.9000122E+002, 1.6848635E+001, 1.7345167E+001, 1.7678352E+001, 1.7957480E+001, 1.8185695E+001, 1.8875059E+001, 2.0665869E+001, 2.5029792E+001, 3.1020304E+001, 5.2090413E+001, 2.5989352E+002, 3.5239858E+002, 4.4365576E+002, 3.2923450E+002, 3.0301668E+002, 2.7409898E+002, 5.5439880E+000
 4.0000138E+002, 1.6886315E+001, 1.7445695E+001, 1.7884013E+001, 1.8328470E+001, 1.8710591E+001, 1.9472289E+001, 2.1370435E+001, 2.6284419E+001, 3.3165944E+001, 4.4588432E+001, 1.1981693E+002, 2.2950644E+002, 4.8786575E+002, 3.7848852E+002, 3.5052103E+002, 3.2076231E+002, 6.1896734E+000
 4.1000417E+002, 1.6939209E+001, 1.7546394E+001, 1.8085767E+001, 1.8735724E+001, 1.9344617E+001, 2.0292109E+001, 2.2399030E+001, 2.8084757E+001, 3.6577079E+001, 4.9899044E+001, 7.1641654E+001, 1.6271146E+002, 6.3589578E+002, 4.3626560E+002, 4.0657146E+002, 3.6314265E+002, 6.6154638E+000
 4.2000224E+002, 1.6970362E+001, 1.7597459E+001, 1.8178917E+001, 1.8924560E+001, 1.9627598E+001, 2.0629530E+001, 2.2807766E+001, 2.8911448E+001, 3.8480360E+001, 5.2880362E+001, 7.1280662E+001, 1.4120954E+002, 6.4578106E+002, 4.7055341E+002, 4.2137115E+002, 3.7892467E+002, 7.0151987E+000
 4.3000299E+002, 1.6294395E+001, 1.6755089E+001, 1.7217850E+001, 1.7790211E+001, 1.8370534E+001, 1.9251121E+001, 2.1002305E+001, 2.5631118E+001, 3.3019478E+001, 4.3703092E+001, 5.5180131E+001, 1.1393163E+002, 3.5153600E+002, 3.5279024E+002, 3.3277629E+002, 3.0600780E+002, 6.5661089E+000
 4.4000308E+002, 1.5827080E+001, 1.6089561E+001, 1.6383590E+001, 1.6852091E+001, 1.7443229E+001, 1.8480397E+001, 2.0267929E+001, 2.4397700E+001, 3.1332016E+001, 4.2223962E+001, 5.5915919E+001, 1.1007088E+002, 3.1905565E+002, 3.2113464E+002, 2.9164468E+002, 2.6147849E+002, 6.7504207E+000
 4.5000249E+002, 1.5830599E+001, 1.6052462E+001, 1.6308024E+001, 1.6800359E+001, 1.7434157E+001, 1.8541843E+001, 2.0360464E+001, 2.4331992E+001, 3.0992260E+001, 4.1855491E+001, 5.6400728E+001, 1.1971936E+002, 2.9929347E+002, 3.1043869E+002, 2.8552561E+002, 2.5787989E+002, 6.2546908E+000
 4.6000047E+002, 1.5709689E+001, 1.5907490E+001, 1.6132496E+001, 1.6585256E+001, 1.7238392E+001, 1.8347277E+001, 2.0084658E+001, 2.3763942E+001, 3.0069335E+001, 4.1262738E+001, 6.0654902E+001, 1.2478841E+002, 3.4777312E+002, 2.8912575E+002, 2.6560612E+002, 2.2248773E+002, 5.4306494E+000
 4.7000081E+002, 1.5668169E+001, 1.5859946E+001, 1.6069785E+001, 1.6461342E+001, 1.7040052E+001, 1.8014119E+001, 1.9435237E+001, 2.2412104E+001, 2.7746776E+001, 3.7246596E+001, 5.7542810E+001, 1.3156435E+002, 2.8349738E+002, 2.3293464E+002, 2.1431946E+002, 1.8199734E+002, 5.1011222E+000
 4.8000274E+002, 1.5639220E+001, 1.5812201E+001, 1.5977567E+001, 1.6264158E+001, 1.6751766E+001, 1.7631321E+001, 1.8948015E+001, 2.1841249E+001, 2.6918882E+001, 3.5768522E+001, 7.3065100E+001, 1.1728804E+002, 2.3388796E+002, 1.9924810E+002, 1.8393783E+002, 1.5237791E+002, 4.9137369E+000
 4.9000453E+002, 1.5616961E+001, 1.5771191E+001, 1.5923323E+001, 1.6226489E+001, 1.6712649E+001, 1.7512404E+001, 1.8678216E+001, 2.1110828E+001, 2.5510707E+001, 3.3123499E+001, 7.4461522E+001, 1.0399317E+002, 2.1000099E+002, 1.8351655E+002, 1.6411725E+002, 1.3710405E+002, 4.6621609E+000
 5.0000365E+002, 1.5667045E+001, 1.5828494E+001, 1.5951945E+001, 1.6187531E+001, 1.6615444E+001, 1.7374187E+001, 1.8476553E+001, 2.0756737E+001, 2.4633014E+001, 3.0670081E+001, 4.8736820E+001, 1.0814493E+002, 2.0085012E+002, 1.5942149E+002, 1.4716388E+002, 1.2847305E+002, 4.5800713E+000
 5.1000005E+002, 1.5622670E+001, 1.5777620E+001, 1.5893840E+001, 1.6063253E+001, 1.6378830E+001, 1.7064328E+001, 1.8155060E+001, 2.0443475E+001, 2.4183129E+001, 2.9659817E+001, 5.2122941E+001, 7.1335479E+001, 1.8406398E+002, 1.3859245E+002, 1.3764449E+002, 1.2223599E+002, 4.7207045E+000
 5.2000069E+002, 1.5634323E+001, 1.5787747E+001, 1.5910262E+001, 1.6151281E+001, 1.6592771E+001, 1.7393807E+001, 1.8615291E+001, 2.1077868E+001, 2.5135299E+001, 3.1334635E+001, 5.6139104E+001, 1.0866081E+002, 2.1805249E+002, 1.6254183E+002, 1.5421755E+002, 1.3148289E+002, 4.6353891E+000
 5.3000060E+002, 1.5630175E+001, 1.5776930E+001, 1.5901862E+001, 1.6174435E+001, 1.6622431E+001, 1.7387340E+001, 1.8510056E+001, 2.0842958E+001, 2.4715466E+001, 3.0672508E+001, 4.5238256E+001, 9.5378104E+001, 2.1779825E+002, 1.6260526E+002, 1.5379969E+002, 1.3932503E+002, 4.6746041E+000
 5.4000247E+002, 1.5603589E+001, 1.5752260E+001, 1.5892189E+001, 1.6144718E+001, 1.6484330E+001, 1.7142324E+001, 1.8150287E+001, 2.0329306E+001, 2.4047671E+001, 3.0079856E+001, 5.1337029E+001, 9.8522800E+001, 1.8816619E+002, 1.3865405E+002, 1.3341894E+002, 1.2420761E+002, 4.6477995E+000
 5.5000273E+002, 1.5573656E+001, 1.5716885E+001, 1.5824499E+001, 1.6008645E+001, 1.6344857E+001, 1.7028520E+001, 1.8091414E+001, 2.0287987E+001, 2.3852446E+001, 2.9143923E+001, 4.7653326E+001, 1.0020917E+002, 1.7776676E+002, 1.1691547E+002, 1.1771395E+002, 1.1392951E+002, 4.3117417E+000
 5.6000156E+002, 1.5702539E+001, 1.5902336E+001, 1.6048175E+001, 1.6233786E+001, 1.6446519E+001, 1.7078822E+001, 1.8113442E+001, 2.0397845E+001, 2.4201287E+001, 2.9478598E+001, 6.2966366E+001, 1.0255156E+002, 1.7631934E+002, 1.2248032E+002, 1.1443704E+002, 1.0778210E+002, 4.2952619E+000
 5.7000099E+002, 1.5699324E+001, 1.5886650E+001, 1.6012765E+001, 1.6110694E+001, 1.6324921E+001, 1.6942674E+001, 1.7954024E+001, 2.0156034E+001, 2.3641558E+001, 2.8053171E+001, 3.6416480E+001, 5.8966356E+001, 1.5087334E+002, 1.3372236E+002, 1.2252771E+002, 1.0968078E+002, 4.4843153E+000
 5.8000060E+002, 1.5606001E+001, 1.5763146E+001, 1.5887062E+001, 1.6094763E+001, 1.6443173E+001, 1.7104755E+001, 1.8154749E+001, 2.0421044E+001, 2.4106108E+001, 2.9058644E+001, 5.4807778E+001, 8.9697682E+001, 1.6280889E+002, 1.2931962E+002, 1.2522601E+002, 1.0679838E+002, 4.5750191E+000
 5.9000284E+002, 1.5645425E+001, 1.5807314E+001, 1.5935247E+001, 1.6164062E+001, 1.6574803E+001, 1.7360528E+001, 1.8579454E+001, 2.1102691E+001, 2.5157922E+001, 3.1008998E+001, 5.0719022E+001, 1.0811911E+002, 1.9608072E+002, 1.3715529E+002, 1.3531214E+002, 1.2044154E+002, 4.6629592E+000
 6.0000190E+002, 1.5619567E+001, 1.5770224E+001, 1.5904986E+001, 1.6167524E+001, 1.6629160E+001, 1.7412937E+001, 1.8543510E+001, 2.0897546E+001, 2.4740927E+001, 3.0711361E+001, 4.4545779E+001, 1.1044445E+002, 1.8942111E+002, 1.5358188E+002, 1.4918641E+002, 1.3292420E+002, 4.8051024E+000
 6.1000319E+002, 1.5538912E+001, 1.5673592E+001, 1.5806532E+001, 1.6057019E+001, 1.6441726E+001, 1.7120776E+001, 1.8161936E+001, 2.0420905E+001, 2.4222749E+001, 3.0417283E+001, 4.3898269E+001, 1.3082263E+002, 1.6657680E+002, 1.3302805E+002, 1.2394949E+002, 1.1446443E+002, 4.7007889E+000
 6.2000296E+002, 1.5539716E+001, 1.5673799E+001, 1.5782604E+001, 1.5963474E+001, 1.6279356E+001, 1.6856371E+001, 1.7756733E+001, 1.9687161E+001, 2.2756651E+001, 2.7095838E+001, 3.9272482E+001, 7.6005122E+001, 1.3911041E+002, 1.0609737E+002, 1.0316774E+002, 1.0348310E+002, 4.1663179E+000
 6.3000499E+002, 1.5507244E+001, 1.5623432E+001, 1.5706126E+001, 1.5861874E+001, 1.6144105E+001, 1.6635902E+001, 1.7383955E+001, 1.9004192E+001, 2.1471940E+001, 2.4390507E+001, 4.6225910E+001, 5.0085462E+001, 9.8124552E+001, 8.8587731E+001, 8.7912024E+001, 8.8174675E+001, 4.0791055E+000
 6.4000245E+002, 1.5444559E+001, 1.5570589E+001, 1.5671301E+001, 1.5756389E+001, 1.5887589E+001, 1.6270871E+001, 1.6940314E+001, 1.8399838E+001, 2.0528465E+001, 2.2814609E+001, 2.7908958E+001, 4.3618555E+001, 6.6756616E+001, 7.5789468E+001, 7.5053127E+001, 7.2262587E+001, 4.4022954E+000
 6.5000057E+002, 1.5363939E+001, 1.5456225E+001, 1.5530818E+001, 1.5649062E+001, 1.5828944E+001, 1.6202261E+001, 1.6854655E+001, 1.8213158E+001, 2.0079079E+001, 2.1974018E+001, 2.4876115E+001, 4.3514684E+001, 6.6647683E+001, 6.6670412E+001, 6.0656973E+001, 5.5082837E+001, 4.1469660E+000
 6.6000371E+002, 1.5353205E+001, 1.5453130E+001, 1.5517493E+001, 1.5607585E+001, 1.5766231E+001, 1.6115068E+001, 1.6694106E+001, 1.7901217E+001, 1.9582766E+001, 2.1276740E+001, 3.1302705E+001, 3.8213430E+001, 6.0072594E+001, 6.3049942E+001, 5.5161207E+001, 5.2194029E+001, 3.8493519E+000
 6.7000088E+002, 1.5315468E+001, 1.5413380E+001, 1.5493117E+001, 1.5621323E+001, 1.5703357E+001, 1.5964774E+001, 1.6467320E+001, 1.7522454E+001, 1.9009062E+001, 2.0556324E+001, 2.4033477E+001, 3.3549718E+001, 4.6987904E+001, 5.8097261E+001, 5.2527150E+001, 4.9439318E+001, 3.9310499E+000
 6.8000492E+002, 1.5307144E+001, 1.5405723E+001, 1.5473787E+001, 1.5578322E+001, 1.5717463E+001, 1.6017616E+001, 1.6541915E+001, 1.7656654E+001, 1.9165088E+001, 2.0560566E+001, 2.4627876E+001, 3.4416984E+001, 4.8012537E+001, 5.4661297E+001, 4.9397329E+001, 4.4503342E+001, 3.7038297E+000
 6.9000342E+002, 1.5319015E+001, 1.5425523E+001, 1.5492025E+001, 1.5572644E+001, 1.5697882E+001, 1.6002396E+001, 1.6505440E+001, 1.7554406E+001, 1.8942312E+001, 2.0101864E+001, 2.4458310E+001, 3.6295724E+001, 5.3090963E+001, 5.7274444E+001, 5.1713046E+001, 4.8828957E+001, 3.8497138E+000
 7.0000099E+002, 1.5365333E+001, 1.5459907E+001, 1.5526863E+001, 1.5603178E+001, 1.5705703E+001, 1.6015622E+001, 1.6569780E+001, 1.7745533E+001, 1.9408777E+001, 2.0725195E+001, 2.6506632E+001, 3.3041818E+001, 5.0997046E+001, 5.8375750E+001, 5.3888302E+001, 5.0071054E+001, 4.3468737E+000
 7.1000070E+002, 1.5382028E+001, 1.5474621E+001, 1.5530552E+001, 1.5585891E+001, 1.5728888E+001, 1.6105804E+001, 1.6750119E+001, 1.8095565E+001, 1.9910299E+001, 2.1513587E+001, 2.4158297E+001, 3.5086352E+001, 6.5206573E+001, 6.4896777E+001, 6.0142869E+001, 5.2585883E+001, 4.3425793E+000
 7.2000144E+002, 1.5312785E+001, 1.5395898E+001, 1.5449368E+001, 1.5519145E+001, 1.5647947E+001, 1.5957591E+001, 1.6509225E+001, 1.7645248E+001, 1.9127434E+001, 2.0448783E+001, 2.2896863E+001, 3.2565149E+001, 5.1397354E+001, 6.2556139E+001, 5.6046202E+001, 5.0572296E+001, 4.3651065E+000
 7.3000158E+002, 1.5326040E+001, 1.5411964E+001, 1.5471665E+001, 1.5550584E+001, 1.5671841E+001, 1.5959607E+001, 1.6475028E+001, 1.7534178E+001, 1.8923753E+001, 2.0057590E+001, 2.2011564E+001, 3.5570745E+001, 4.5338228E+001, 5.4856574E+001, 4.8069853E+001, 4.4045034E+001, 4.0394655E+000
 7.4000171E+002, 1.5360023E+001, 1.5474011E+001, 1.5560006E+001, 1.5673440E+001, 1.5730534E+001, 1.6002609E+001, 1.6526112E+001, 1.7592360E+001, 1.9088878E+001, 2.0435457E+001, 2.2861626E+001, 3.6567108E+001, 5.9765627E+001, 5.6158459E+001, 5.0031318E+001, 4.7601934E+001, 3.6982491E+000
 7.5000072E+002, 1.5292586E+001, 1.5380228E+001, 1.5429117E+001, 1.5495322E+001, 1.5612856E+001, 1.5897494E+001, 1.6383024E+001, 1.7323711E+001, 1.8625590E+001, 1.9729376E+001, 2.1765195E+001, 2.6157185E+001, 4.1112901E+001, 5.8089525E+001, 5.2575529E+001, 5.0167100E+001, 3.8023702E+000
 7.6000269E+002, 1.5243658E+001, 1.5313556E+001, 1.5352811E+001, 1.5411696E+001, 1.5542763E+001, 1.5825928E+001, 1.6324959E+001, 1.7262595E+001, 1.8517592E+001, 1.9531114E+001, 2.1672032E+001, 2.9661015E+001, 4.0600500E+001, 5.1280315E+001, 4.7512085E+001, 4.3254766E+001, 3.8789108E+000
