s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m3/s
 1.2000039E+002, 1.5021296E+001, 1.5034509E+001, 1.5041713E+001, 1.5055422E+001, 1.5069200E+001, 1.5075220E+001, 1.5086757E+001, 1.5095724E+001, 1.5099750E+001, 1.5098564E+001, 1.5119767E+001, 1.5094009E+001, 1.5064985E+001, 1.5039684E+001, 1.5033043E+001, 1.5024725E+001, 2.1584823E+000
 1.3000684E+002, 1.5001953E+001, 1.5003238E+001, 1.5003881E+001, 1.5005300E+001, 1.5006918E+001, 1.5007888E+001, 1.5009388E+001, 1.5009623E+001, 1.5007534E+001, 1.5007599E+001, 1.5012710E+001, 1.5030113E+001, 1.5008917E+001, 1.5005471E+001, 1.5010877E+001, 1.5018335E+001, 3.1296097E+000
 1.4000496E+002, 1.4999703E+001, 1.4999842E+001, 1.4999911E+001, 1.5000040E+001, 1.5000149E+001, 1.5000163E+001, 1.5000240E+001, 1.5000045E+001, 1.4999384E+001, 1.4999342E+001, 1.5000297E+001, 1.5008173E+001, 1.5002581E+001, 1.5000791E+001, 1.5000237E+001, 1.5000386E+001, 3.0793477E+000
 1.5000102E+002, 1.4999477E+001, 1.4999466E+001, 1.4999441E+001, 1.4999419E+001, 1.4999400E+001, 1.4999362E+001, 1.4999362E+001, 1.4999240E+001, 1.4998861E+001, 1.4998824E+001, 1.4999185E+001, 1.5006445E+001, 1.5000078E+001, 1.4998418E+001, 1.4998061E+001, 1.4997751E+001, 3.2159705E+000
 1.6000866E+002, 1.4999480E+001, 1.4999468E+001, 1.4999448E+001, 1.4999417E+001, 1.4999388E+001, 1.4999348E+001, 1.4999333E+001, 1.4999207E+001, 1.4998832E+001, 1.4998782E+001, 1.4999264E+001, 1.5006417E+001, 1.5000609E+001, 1.4998619E+001, 1.4997496E+001, 1.4996263E+001, 3.3417437E+000
 1.7000462E+002, 1.4999414E+001, 1.4999401E+001, 1.4999395E+001, 1.4999395E+001, 1.4999387E+001, 1.4999352E+001, 1.4999349E+001, 1.4999233E+001, 1.4998872E+001, 1.4998828E+001, 1.5000246E+001, 1.5012231E+001, 1.5005273E+001, 1.5000817E+001, 1.4998795E+001, 1.4998441E+001, 3.5037942E+000
 1.8000312E+002, 1.4999420E+001, 1.4999409E+001, 1.4999393E+001, 1.4999369E+001, 1.4999341E+001, 1.4999298E+001, 1.4999276E+001, 1.4999149E+001, 1.4998815E+001, 1.4998816E+001, 1.5002436E+001, 1.5011501E+001, 1.5005536E+001, 1.5001852E+001, 1.5000501E+001, 1.4999504E+001, 3.6169545E+000
 1.9001033E+002, 1.4999423E+001, 1.4999408E+001, 1.4999406E+001, 1.4999410E+001, 1.4999409E+001, 1.4999387E+001, 1.4999379E+001, 1.4999292E+001, 1.4998985E+001, 1.4998982E+001, 1.5000110E+001, 1.5015987E+001, 1.5004364E+001, 1.5002724E+001, 1.5000731E+001, 1.4999502E+001, 3.4668294E+000
 2.0000285E+002, 1.4999427E+001, 1.4999371E+001, 1.4999317E+001, 1.4999252E+001, 1.4999208E+001, 1.4999178E+001, 1.4999173E+001, 1.4999101E+001, 1.4998854E+001, 1.4998855E+001, 1.4999734E+001, 1.5009242E+001, 1.4999471E+001, 1.4999377E+001, 1.4998575E+001, 1.4997572E+001, 3.4287437E+000
 2.1000141E+002, 1.4999422E+001, 1.4999387E+001, 1.4999359E+001, 1.4999328E+001, 1.4999319E+001, 1.4999310E+001, 1.4999319E+001, 1.4999245E+001, 1.4998963E+001, 1.4998972E+001, 1.4999900E+001, 1.5008620E+001, 1.5000194E+001, 1.5000045E+001, 1.4999189E+001, 1.4998393E+001, 3.2915782E+000
 2.2000793E+002, 1.4999428E+001, 1.4999394E+001, 1.4999362E+001, 1.4999332E+001, 1.4999319E+001, 1.4999312E+001, 1.4999311E+001, 1.4999187E+001, 1.4998821E+001, 1.4998789E+001, 1.5000079E+001, 1.5015660E+001, 1.5001267E+001, 1.4999984E+001, 1.4998446E+001, 1.4998126E+001, 3.0912410E+000
 2.3000502E+002, 1.4999462E+001, 1.4999429E+001, 1.4999398E+001, 1.4999362E+001, 1.4999328E+001, 1.4999303E+001, 1.4999293E+001, 1.4999170E+001, 1.4998811E+001, 1.4998780E+001, 1.4999975E+001, 1.5015162E+001, 1.5005169E+001, 1.4999907E+001, 1.4997875E+001, 1.4997110E+001, 3.4411698E+000
 2.4000194E+002, 1.4999766E+001, 1.4999784E+001, 1.4999846E+001, 1.5000056E+001, 1.5000326E+001, 1.5000773E+001, 1.5001415E+001, 1.5002441E+001, 1.5002743E+001, 1.5002850E+001, 1.5005150E+001, 1.5138110E+001, 1.5050806E+001, 1.5011934E+001, 1.5006480E+001, 1.5002324E+001, 3.7319170E+000
 2.5000533E+002, 1.5011127E+001, 1.5014834E+001, 1.5016986E+001, 1.5018559E+001, 1.5019946E+001, 1.5026130E+001, 1.5039664E+001, 1.5068689E+001, 1.5092780E+001, 1.5094695E+001, 1.5190768E+001, 1.5947884E+001, 1.6092553E+001, 1.6317822E+001, 1.5887044E+001, 1.5618417E+001, 3.7535466E+000
 2.6000414E+002, 1.5137791E+001, 1.5150791E+001, 1.5143288E+001, 1.5126608E+001, 1.5126949E+001, 1.5168120E+001, 1.5256097E+001, 1.5409044E+001, 1.5561034E+001, 1.5762172E+001, 1.6041585E+001, 1.7089507E+001, 4.9995055E+001, 4.1590070E+001, 3.7388748E+001, 3.4033904E+001, 3.8433958E+000
 2.7000602E+002, 1.5283189E+001, 1.5306068E+001, 1.5288318E+001, 1.5253408E+001, 1.5251099E+001, 1.5325808E+001, 1.5491620E+001, 1.5779832E+001, 1.6067722E+001, 1.6234373E+001, 1.6771674E+001, 2.0387624E+001, 8.7636395E+001, 6.1350578E+001, 5.7571587E+001, 5.3598607E+001, 3.9274887E+000
 2.8000402E+002, 1.5558933E+001, 1.5606300E+001, 1.5574847E+001, 1.5502455E+001, 1.5483247E+001, 1.5593104E+001, 1.5876171E+001, 1.6422908E+001, 1.7023070E+001, 1.7465711E+001, 2.1769047E+001, 3.8486320E+001, 1.2328442E+002, 9.8759445E+001, 8.8821004E+001, 8.2234496E+001, 4.0246366E+000
 2.9000464E+002, 1.5700388E+001, 1.5775300E+001, 1.5746324E+001, 1.5661392E+001, 1.5631979E+001, 1.5756109E+001, 1.6096013E+001, 1.6789816E+001, 1.7549450E+001, 1.8260664E+001, 2.4490881E+001, 3.4925934E+001, 1.3273528E+002, 1.0938066E+002, 1.0281239E+002, 9.5793643E+001, 4.3613796E+000
 3.0000632E+002, 1.5907286E+001, 1.6027365E+001, 1.6031982E+001, 1.5972443E+001, 1.5945067E+001, 1.6079742E+001, 1.6509156E+001, 1.7492761E+001, 1.8665987E+001, 1.9888959E+001, 3.0649257E+001, 2.8454807E+001, 1.5774458E+002, 1.0537500E+002, 1.0692567E+002, 1.0601508E+002, 4.9240737E+000
 3.1000507E+002, 1.6000674E+001, 1.6103906E+001, 1.6091290E+001, 1.6025121E+001, 1.5995241E+001, 1.6130944E+001, 1.6563305E+001, 1.7614361E+001, 1.8940303E+001, 2.0364078E+001, 2.1809473E+001, 2.7866725E+001, 1.5096590E+002, 1.2338477E+002, 1.1936638E+002, 1.1407092E+002, 5.3304977E+000
 3.2000391E+002, 1.6047947E+001, 1.6204150E+001, 1.6237319E+001, 1.6194211E+001, 1.6154452E+001, 1.6282956E+001, 1.6763413E+001, 1.8060408E+001, 1.9797579E+001, 2.1611171E+001, 2.2373454E+001, 2.9510692E+001, 1.6084705E+002, 1.1905829E+002, 1.1377581E+002, 1.1202388E+002, 5.5740848E+000
 3.3000506E+002, 1.6111980E+001, 1.6310603E+001, 1.6407528E+001, 1.6459709E+001, 1.6487471E+001, 1.6652542E+001, 1.7227145E+001, 1.8794975E+001, 2.0820509E+001, 2.3112540E+001, 2.5367440E+001, 3.5845455E+001, 1.9374346E+002, 1.2895211E+002, 1.2275360E+002, 1.2263339E+002, 5.6877767E+000
 3.4000168E+002, 1.6036379E+001, 1.6203792E+001, 1.6298170E+001, 1.6394706E+001, 1.6481619E+001, 1.6709242E+001, 1.7349267E+001, 1.9055495E+001, 2.1303069E+001, 2.3998876E+001, 2.7964454E+001, 3.8757360E+001, 1.8982805E+002, 1.2718094E+002, 1.2700535E+002, 1.2614976E+002, 5.9410499E+000
 3.5000280E+002, 1.6103734E+001, 1.6323868E+001, 1.6443179E+001, 1.6514461E+001, 1.6574096E+001, 1.6839577E+001, 1.7566955E+001, 1.9284571E+001, 2.1472346E+001, 2.5325422E+001, 3.1759553E+001, 5.3680232E+001, 1.1035083E+002, 1.4415543E+002, 1.4179042E+002, 1.3664741E+002, 5.9117702E+000
 3.6000267E+002, 1.6179281E+001, 1.6461081E+001, 1.6609787E+001, 1.6648197E+001, 1.6678094E+001, 1.7001403E+001, 1.7836013E+001, 1.9791328E+001, 2.2350773E+001, 2.6141653E+001, 2.8565177E+001, 5.3014025E+001, 1.1980393E+002, 1.6032038E+002, 1.5743439E+002, 1.4904819E+002, 5.2134079E+000
 3.7000245E+002, 1.6259288E+001, 1.6567488E+001, 1.6713757E+001, 1.6727064E+001, 1.6755821E+001, 1.7180850E+001, 1.8160553E+001, 2.0232000E+001, 2.3208226E+001, 2.7486075E+001, 3.1186172E+001, 5.6679921E+001, 1.5187528E+002, 1.7372155E+002, 1.7088370E+002, 1.5669777E+002, 4.7396096E+000
 3.8000322E+002, 1.6335820E+001, 1.6646851E+001, 1.6763259E+001, 1.6728644E+001, 1.6753401E+001, 1.7246892E+001, 1.8271946E+001, 2.0421463E+001, 2.3695928E+001, 2.8203551E+001, 4.0315009E+001, 5.7093104E+001, 1.7486743E+002, 1.7528069E+002, 1.6659911E+002, 1.5308492E+002, 4.5170056E+000
 3.9000059E+002, 1.6641203E+001, 1.7014661E+001, 1.7135510E+001, 1.7064809E+001, 1.7127774E+001, 1.7820065E+001, 1.9084130E+001, 2.1586018E+001, 2.5531537E+001, 3.7093330E+001, 4.8693845E+001, 7.0657538E+001, 2.2426759E+002, 2.1629142E+002, 2.0484761E+002, 1.7444380E+002, 4.3324980E+000
 4.0000254E+002, 1.6532074E+001, 1.6936815E+001, 1.7109552E+001, 1.7108882E+001, 1.7242847E+001, 1.7997555E+001, 1.9299577E+001, 2.1961661E+001, 2.6412355E+001, 6.0186764E+001, 9.7387896E+001, 1.1664139E+002, 2.4606881E+002, 2.0991958E+002, 2.0615730E+002, 1.6819636E+002, 4.1994412E+000
 4.1000088E+002, 1.6698522E+001, 1.7117998E+001, 1.7292256E+001, 1.7286540E+001, 1.7464443E+001, 1.8354155E+001, 1.9811501E+001, 2.2768897E+001, 2.8186440E+001, 7.0012459E+001, 1.0353677E+002, 9.4837411E+001, 2.6058179E+002, 2.3125901E+002, 2.1360329E+002, 1.7422479E+002, 4.5029717E+000
 4.2000105E+002, 1.6686202E+001, 1.7104847E+001, 1.7293806E+001, 1.7313606E+001, 1.7439586E+001, 1.8226193E+001, 1.9634897E+001, 2.2306940E+001, 2.6881491E+001, 3.8944008E+001, 4.7625226E+001, 7.0268398E+001, 2.4330626E+002, 2.2492603E+002, 2.1142971E+002, 1.8142340E+002, 4.5469305E+000
 4.3000295E+002, 1.6492427E+001, 1.6835927E+001, 1.6974854E+001, 1.6982443E+001, 1.7159266E+001, 1.7958841E+001, 1.9372201E+001, 2.1888857E+001, 2.5902476E+001, 7.6089704E+001, 1.1643666E+002, 8.0035785E+001, 2.4996070E+002, 2.1481680E+002, 1.9879387E+002, 1.6971532E+002, 4.2147903E+000
 4.4000031E+002, 1.6465671E+001, 1.6833220E+001, 1.6989773E+001, 1.7030366E+001, 1.7212057E+001, 1.7996316E+001, 1.9333110E+001, 2.2140808E+001, 2.7946575E+001, 7.6261744E+001, 1.0235123E+002, 1.0451278E+002, 2.4359159E+002, 2.0176239E+002, 1.8959398E+002, 1.5529745E+002, 3.9046109E+000
 4.5000210E+002, 1.6496701E+001, 1.6878217E+001, 1.7049945E+001, 1.7101267E+001, 1.7332680E+001, 1.8201233E+001, 1.9601414E+001, 2.3283474E+001, 3.7883375E+001, 1.2696471E+002, 8.9236217E+001, 1.0936195E+002, 2.4717846E+002, 2.0059453E+002, 1.8968323E+002, 1.5254261E+002, 4.2001643E+000
 4.6000091E+002, 1.6142463E+001, 1.6433215E+001, 1.6590117E+001, 1.6666347E+001, 1.6811199E+001, 1.7355369E+001, 1.8350850E+001, 2.0362733E+001, 2.4220472E+001, 3.6208519E+001, 3.8150333E+001, 5.9522050E+001, 1.8352224E+002, 1.7025845E+002, 1.6787054E+002, 1.5390036E+002, 4.3025994E+000
 4.7000019E+002, 1.5583239E+001, 1.5752249E+001, 1.5868180E+001, 1.5967653E+001, 1.6097175E+001, 1.6367943E+001, 1.6834763E+001, 1.7875385E+001, 1.9611405E+001, 2.2898630E+001, 2.1190259E+001, 3.4803603E+001, 6.5476227E+001, 1.0712774E+002, 1.1433995E+002, 1.1072526E+002, 3.5625438E+000
 4.8000079E+002, 1.5234589E+001, 1.5337256E+001, 1.5439896E+001, 1.5562739E+001, 1.5686766E+001, 1.5844771E+001, 1.6095317E+001, 1.6743627E+001, 1.8225500E+001, 2.0640589E+001, 2.0564867E+001, 2.8075793E+001, 2.9909296E+001, 4.5362021E+001, 5.5429505E+001, 6.0095504E+001, 3.2264663E+000
 4.9000008E+002, 1.5146921E+001, 1.5232231E+001, 1.5320927E+001, 1.5451623E+001, 1.5564892E+001, 1.5693060E+001, 1.5891649E+001, 1.6456950E+001, 1.7690746E+001, 2.0020221E+001, 1.9478605E+001, 2.4159854E+001, 2.2969389E+001, 2.4104652E+001, 2.5599698E+001, 2.7120788E+001, 3.3057338E+000
 5.0000147E+002, 1.5134108E+001, 1.5216765E+001, 1.5304463E+001, 1.5427122E+001, 1.5535196E+001, 1.5646873E+001, 1.5836388E+001, 1.6287400E+001, 1.7178915E+001, 1.9208722E+001, 1.7855784E+001, 2.1057264E+001, 2.0233604E+001, 2.0852890E+001, 2.0967951E+001, 2.1096376E+001, 6.0308329E+000
 5.1000158E+002, 1.5100804E+001, 1.5150378E+001, 1.5212210E+001, 1.5294686E+001, 1.5373644E+001, 1.5460943E+001, 1.5619862E+001, 1.5961685E+001, 1.6556197E+001, 1.8031394E+001, 1.7050858E+001, 1.7778654E+001, 1.8467110E+001, 1.9008205E+001, 1.9063906E+001, 1.9087697E+001, 9.8654227E+000
 5.2000130E+002, 1.5076717E+001, 1.5119439E+001, 1.5167075E+001, 1.5230931E+001, 1.5295344E+001, 1.5372991E+001, 1.5516931E+001, 1.5834340E+001, 1.6349369E+001, 1.7618928E+001, 1.6907519E+001, 1.6954917E+001, 1.7473651E+001, 1.8490493E+001, 1.8686763E+001, 1.8680993E+001, 1.1004509E+001
 5.3000177E+002, 1.5069499E+001, 1.5110047E+001, 1.5152352E+001, 1.5204430E+001, 1.5261644E+001, 1.5330587E+001, 1.5468444E+001, 1.5760873E+001, 1.6230046E+001, 1.7374240E+001, 1.6780202E+001, 1.6632675E+001, 1.7216513E+001, 1.8333766E+001, 1.8488816E+001, 1.8445203E+001, 1.1451870E+001
 5.4000000E+002, 1.5067297E+001, 1.5109574E+001, 1.5155375E+001, 1.5201377E+001, 1.5250579E+001, 1.5315175E+001, 1.5444368E+001, 1.5706330E+001, 1.6135290E+001, 1.7234723E+001, 1.6707929E+001, 1.6695612E+001, 1.7146901E+001, 1.8298467E+001, 1.8317303E+001, 1.8273775E+001, 1.0077391E+001
