s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m3/s
 1.2002205E+002, 1.6112197E+001, 1.6085187E+001, 1.6008094E+001, 1.6127584E+001, 1.6113878E+001, 1.5953224E+001, 1.5825035E+001, 1.5727301E+001, 1.5528315E+001, 1.5691917E+001, 1.6235848E+001, 1.6084138E+001, 1.6441072E+001, 1.5687261E+001, 1.5636982E+001, 1.5691492E+001, 5.0103981E-001
 1.3000976E+002, 1.6043411E+001, 1.6024432E+001, 1.5970426E+001, 1.5903588E+001, 1.5846774E+001, 1.5687228E+001, 1.5608419E+001, 1.5531541E+001, 1.5403803E+001, 1.5452092E+001, 1.5637928E+001, 1.5586119E+001, 1.6300833E+001, 1.6001340E+001, 1.5929135E+001, 1.5652687E+001, 3.7321877E-001
 1.4000520E+002, 1.5557430E+001, 1.5681494E+001, 1.5682788E+001, 1.5659490E+001, 1.5633825E+001, 1.5573747E+001, 1.5529861E+001, 1.5483220E+001, 1.5408240E+001, 1.5374523E+001, 1.5374869E+001, 1.5344968E+001, 1.5738504E+001, 1.5708102E+001, 1.5807213E+001, 1.5645913E+001, 2.3987510E+000
 1.5000087E+002, 1.5055981E+001, 1.5075064E+001, 1.5084631E+001, 1.5094469E+001, 1.5103377E+001, 1.5109248E+001, 1.5113290E+001, 1.5106674E+001, 1.5082605E+001, 1.5079126E+001, 1.5119538E+001, 1.5790600E+001, 1.5698485E+001, 1.5696176E+001, 1.5742378E+001, 1.5711872E+001, 5.1665149E+000
 1.6000123E+002, 1.5005475E+001, 1.5006978E+001, 1.5007871E+001, 1.5009111E+001, 1.5010606E+001, 1.5012638E+001, 1.5015544E+001, 1.5018564E+001, 1.5019091E+001, 1.5021398E+001, 1.5104024E+001, 1.5715462E+001, 1.5612181E+001, 1.5724983E+001, 1.5791060E+001, 1.5881314E+001, 6.0285171E+000
 1.7000229E+002, 1.5002762E+001, 1.5003077E+001, 1.5003322E+001, 1.5004061E+001, 1.5005292E+001, 1.5007346E+001, 1.5010377E+001, 1.5014328E+001, 1.5017131E+001, 1.5019361E+001, 1.5070681E+001, 1.5680056E+001, 1.5516221E+001, 1.5520331E+001, 1.5594806E+001, 1.5652996E+001, 5.8000430E+000
 1.8000237E+002, 1.5001397E+001, 1.5001851E+001, 1.5002444E+001, 1.5003510E+001, 1.5004775E+001, 1.5006555E+001, 1.5009202E+001, 1.5013516E+001, 1.5017393E+001, 1.5021213E+001, 1.5059162E+001, 1.5570413E+001, 1.5567018E+001, 1.5581079E+001, 1.5648355E+001, 1.5605419E+001, 5.7228810E+000
 1.9000199E+002, 1.5001581E+001, 1.5002001E+001, 1.5002541E+001, 1.5003574E+001, 1.5004812E+001, 1.5006637E+001, 1.5009481E+001, 1.5014286E+001, 1.5019094E+001, 1.5021125E+001, 1.5047688E+001, 1.5397265E+001, 1.5333433E+001, 1.5470465E+001, 1.5536299E+001, 1.5535946E+001, 5.8728651E+000
 2.0000407E+002, 1.5001249E+001, 1.5001674E+001, 1.5002189E+001, 1.5003158E+001, 1.5004339E+001, 1.5006081E+001, 1.5008891E+001, 1.5014183E+001, 1.5020326E+001, 1.5022746E+001, 1.5064904E+001, 1.5372458E+001, 1.5300268E+001, 1.5412391E+001, 1.5430127E+001, 1.5495101E+001, 5.7344793E+000
 2.1000063E+002, 1.5001255E+001, 1.5001620E+001, 1.5002128E+001, 1.5003149E+001, 1.5004425E+001, 1.5006260E+001, 1.5009262E+001, 1.5015120E+001, 1.5022328E+001, 1.5025152E+001, 1.5061085E+001, 1.5496888E+001, 1.5387672E+001, 1.5424925E+001, 1.5405806E+001, 1.5424030E+001, 5.8338540E+000
 2.2000596E+002, 1.5000937E+001, 1.5001343E+001, 1.5001944E+001, 1.5003045E+001, 1.5004329E+001, 1.5006193E+001, 1.5009287E+001, 1.5015706E+001, 1.5023965E+001, 1.5026722E+001, 1.5040216E+001, 1.5442231E+001, 1.5316065E+001, 1.5445396E+001, 1.5436857E+001, 1.5433536E+001, 6.1342716E+000
 2.3000104E+002, 1.5001005E+001, 1.5001439E+001, 1.5002052E+001, 1.5003140E+001, 1.5004398E+001, 1.5006199E+001, 1.5009415E+001, 1.5016504E+001, 1.5026216E+001, 1.5030430E+001, 1.5043576E+001, 1.5440618E+001, 1.5322203E+001, 1.5421913E+001, 1.5419670E+001, 1.5430288E+001, 6.0843588E+000
 2.4000100E+002, 1.5001247E+001, 1.5001701E+001, 1.5002343E+001, 1.5003528E+001, 1.5004884E+001, 1.5006812E+001, 1.5010318E+001, 1.5017955E+001, 1.5028483E+001, 1.5031465E+001, 1.5047903E+001, 1.5430179E+001, 1.5271977E+001, 1.5384223E+001, 1.5392981E+001, 1.5395718E+001, 5.8955760E+000
 2.5000273E+002, 1.5000966E+001, 1.5001533E+001, 1.5002312E+001, 1.5003608E+001, 1.5004958E+001, 1.5006777E+001, 1.5010151E+001, 1.5018110E+001, 1.5029610E+001, 1.5034729E+001, 1.5073372E+001, 1.5462207E+001, 1.5330098E+001, 1.5406405E+001, 1.5411095E+001, 1.5420157E+001, 5.8570220E+000
 2.6000511E+002, 1.5000631E+001, 1.5001168E+001, 1.5001955E+001, 1.5003251E+001, 1.5004579E+001, 1.5006353E+001, 1.5009698E+001, 1.5017906E+001, 1.5030457E+001, 1.5035516E+001, 1.5062276E+001, 1.5308314E+001, 1.5292219E+001, 1.5399742E+001, 1.5446166E+001, 1.5449329E+001, 6.0305352E+000
 2.7000219E+002, 1.5000425E+001, 1.5000889E+001, 1.5001636E+001, 1.5002908E+001, 1.5004184E+001, 1.5005788E+001, 1.5009016E+001, 1.5017418E+001, 1.5030460E+001, 1.5034749E+001, 1.5050338E+001, 1.5286711E+001, 1.5227861E+001, 1.5253683E+001, 1.5314635E+001, 1.5360607E+001, 6.2924000E+000
 2.8000272E+002, 1.5000344E+001, 1.5000810E+001, 1.5001493E+001, 1.5002591E+001, 1.5003622E+001, 1.5004917E+001, 1.5007858E+001, 1.5016036E+001, 1.5029922E+001, 1.5034377E+001, 1.5046718E+001, 1.5249772E+001, 1.5178383E+001, 1.5265244E+001, 1.5301603E+001, 1.5298828E+001, 6.2754562E+000
 2.9000399E+002, 1.5000081E+001, 1.5000574E+001, 1.5001282E+001, 1.5002379E+001, 1.5003397E+001, 1.5004626E+001, 1.5007528E+001, 1.5016203E+001, 1.5030887E+001, 1.5036194E+001, 1.5044000E+001, 1.5111473E+001, 1.5099438E+001, 1.5133496E+001, 1.5141036E+001, 1.5153185E+001, 5.4094182E+000
 3.0000183E+002, 1.5000023E+001, 1.5000446E+001, 1.5001066E+001, 1.5002134E+001, 1.5003185E+001, 1.5004458E+001, 1.5007466E+001, 1.5016753E+001, 1.5033100E+001, 1.5038100E+001, 1.5041592E+001, 1.5132670E+001, 1.5096889E+001, 1.5102147E+001, 1.5105659E+001, 1.5111333E+001, 5.4474706E+000
 3.1000555E+002, 1.4999982E+001, 1.5000395E+001, 1.5001026E+001, 1.5002019E+001, 1.5002885E+001, 1.5003981E+001, 1.5006854E+001, 1.5015778E+001, 1.5031849E+001, 1.5037835E+001, 1.5041401E+001, 1.5132511E+001, 1.5116404E+001, 1.5146240E+001, 1.5140991E+001, 1.5131727E+001, 6.1621404E+000
 3.2000349E+002, 1.5000034E+001, 1.5000537E+001, 1.5001277E+001, 1.5002403E+001, 1.5003328E+001, 1.5004393E+001, 1.5007246E+001, 1.5016138E+001, 1.5032022E+001, 1.5038042E+001, 1.5049999E+001, 1.5113596E+001, 1.5096596E+001, 1.5115009E+001, 1.5118944E+001, 1.5117906E+001, 6.1738077E+000
 3.3000532E+002, 1.5007391E+001, 1.5009671E+001, 1.5011035E+001, 1.5012203E+001, 1.5013654E+001, 1.5017840E+001, 1.5027842E+001, 1.5051227E+001, 1.5078517E+001, 1.5083805E+001, 1.5184015E+001, 1.5998562E+001, 1.5778112E+001, 1.5400792E+001, 1.5326823E+001, 1.5324585E+001, 6.2932700E+000
 3.4000602E+002, 1.5060640E+001, 1.5084564E+001, 1.5099954E+001, 1.5105315E+001, 1.5101606E+001, 1.5113502E+001, 1.5166654E+001, 1.5321839E+001, 1.5492457E+001, 1.5503775E+001, 1.5725631E+001, 2.7138250E+001, 2.2762540E+001, 2.2321223E+001, 2.2051154E+001, 2.2016788E+001, 6.3555380E+000
 3.5000174E+002, 1.5398404E+001, 1.5447016E+001, 1.5450400E+001, 1.5428422E+001, 1.5406290E+001, 1.5447111E+001, 1.5619220E+001, 1.6094372E+001, 1.6692487E+001, 1.7026706E+001, 1.7361478E+001, 3.6734053E+001, 3.4527114E+001, 4.0302815E+001, 3.9472992E+001, 3.7685779E+001, 6.4110635E+000
 3.6000431E+002, 1.5775838E+001, 1.5852861E+001, 1.5845001E+001, 1.5801044E+001, 1.5765439E+001, 1.5812992E+001, 1.6068208E+001, 1.6856638E+001, 1.7896442E+001, 1.8734481E+001, 1.8868928E+001, 5.3109543E+001, 4.2974427E+001, 6.2455928E+001, 5.7923545E+001, 5.5081463E+001, 6.6086335E+000
 3.7000071E+002, 1.5985081E+001, 1.6116191E+001, 1.6158356E+001, 1.6176349E+001, 1.6170508E+001, 1.6223638E+001, 1.6564130E+001, 1.7784295E+001, 1.9596736E+001, 2.1363919E+001, 2.1705683E+001, 7.0309132E+001, 5.3783578E+001, 8.4501495E+001, 8.0172483E+001, 7.5821210E+001, 6.7916422E+000
 3.8000191E+002, 1.6133803E+001, 1.6317281E+001, 1.6422746E+001, 1.6524732E+001, 1.6583956E+001, 1.6701773E+001, 1.7166681E+001, 1.8729487E+001, 2.1099037E+001, 2.3817704E+001, 2.4851209E+001, 7.1262348E+001, 1.0304856E+002, 1.2097606E+002, 1.1093539E+002, 1.0374248E+002, 6.8814794E+000
 3.9000153E+002, 1.6262665E+001, 1.6516077E+001, 1.6716410E+001, 1.6956004E+001, 1.7126438E+001, 1.7326056E+001, 1.7932131E+001, 2.0061350E+001, 2.3497323E+001, 2.7638213E+001, 2.9357163E+001, 1.1553117E+002, 9.8143036E+001, 1.4288663E+002, 1.3410477E+002, 1.2996287E+002, 7.1747450E+000
 4.0000526E+002, 1.6392529E+001, 1.6700547E+001, 1.6961701E+001, 1.7328673E+001, 1.7608860E+001, 1.7896553E+001, 1.8657419E+001, 2.1367535E+001, 2.5907455E+001, 3.1574088E+001, 3.4802583E+001, 1.5181178E+002, 1.0651731E+002, 1.6697741E+002, 1.6687232E+002, 1.6210202E+002, 7.5572072E+000
 4.1000473E+002, 1.6425617E+001, 1.6787958E+001, 1.7154225E+001, 1.7691846E+001, 1.8124056E+001, 1.8522814E+001, 1.9452429E+001, 2.2884234E+001, 2.9100882E+001, 3.6831564E+001, 3.9587810E+001, 1.7928770E+002, 1.1953727E+002, 2.0076004E+002, 1.8105386E+002, 1.7167219E+002, 7.8187144E+000
 4.2000010E+002, 1.6517579E+001, 1.6923144E+001, 1.7374889E+001, 1.8097958E+001, 1.8791105E+001, 1.9474241E+001, 2.0799079E+001, 2.5591499E+001, 3.4715953E+001, 4.6105489E+001, 4.9847177E+001, 3.4543299E+002, 1.8471165E+002, 2.0421938E+002, 2.0247273E+002, 2.0809198E+002, 7.9362636E+000
 4.3000345E+002, 1.6654991E+001, 1.7121231E+001, 1.7630512E+001, 1.8435573E+001, 1.9193680E+001, 1.9914643E+001, 2.1394688E+001, 2.6549493E+001, 3.5874989E+001, 4.7332472E+001, 5.1988012E+001, 2.5903822E+002, 2.0569103E+002, 2.4572787E+002, 2.4649387E+002, 2.4737672E+002, 7.4511649E+000
 4.4000278E+002, 1.6806482E+001, 1.7334403E+001, 1.7899050E+001, 1.8756099E+001, 1.9547844E+001, 2.0395680E+001, 2.2180517E+001, 2.7968402E+001, 3.7966810E+001, 5.0241455E+001, 5.5074952E+001, 1.8504057E+002, 3.0061162E+002, 3.4368005E+002, 3.1874380E+002, 2.8963318E+002, 7.5750644E+000
 4.5000071E+002, 1.6912260E+001, 1.7512335E+001, 1.8183992E+001, 1.9242583E+001, 2.0260090E+001, 2.1294871E+001, 2.3348773E+001, 3.0225874E+001, 4.2686818E+001, 5.7590794E+001, 6.2750010E+001, 2.5043271E+002, 2.2786464E+002, 3.5871219E+002, 3.3466079E+002, 3.0823225E+002, 7.6797381E+000
 4.6000470E+002, 1.7024067E+001, 1.7676059E+001, 1.8355058E+001, 1.9284832E+001, 2.0099122E+001, 2.0984730E+001, 2.3006874E+001, 2.9540418E+001, 4.0906629E+001, 5.5686889E+001, 6.6215790E+001, 1.3654142E+002, 4.1803437E+002, 3.9019874E+002, 3.5731645E+002, 3.3201086E+002, 7.5737383E+000
 4.7000393E+002, 1.7020939E+001, 1.7652491E+001, 1.8362444E+001, 1.9453035E+001, 2.0475192E+001, 2.1507610E+001, 2.3718057E+001, 3.1085944E+001, 4.4815973E+001, 6.1309131E+001, 6.8057546E+001, 2.5057034E+002, 2.7311853E+002, 3.8495574E+002, 3.4861961E+002, 3.2436650E+002, 7.9067940E+000
 4.8000133E+002, 1.7091866E+001, 1.7773587E+001, 1.8559669E+001, 1.9800119E+001, 2.0973986E+001, 2.2222371E+001, 2.4803317E+001, 3.3283584E+001, 4.8818718E+001, 6.7628303E+001, 7.6295492E+001, 2.4382130E+002, 4.0601987E+002, 4.5107382E+002, 4.1184876E+002, 3.7576813E+002, 7.7667893E+000
 4.9000325E+002, 1.7193902E+001, 1.7905622E+001, 1.8688476E+001, 1.9834940E+001, 2.0876934E+001, 2.2114254E+001, 2.4877390E+001, 3.3604497E+001, 4.9124036E+001, 6.8338849E+001, 8.1733772E+001, 1.5010973E+002, 5.6455492E+002, 4.5009262E+002, 4.0514209E+002, 3.6624501E+002, 7.1554493E+000
 5.0000143E+002, 1.7289145E+001, 1.8047562E+001, 1.8835966E+001, 1.9935489E+001, 2.0944644E+001, 2.2266151E+001, 2.5232900E+001, 3.4127365E+001, 4.9820350E+001, 7.0848421E+001, 9.2210233E+001, 1.1636044E+002, 5.7914727E+002, 4.3600904E+002, 4.0073330E+002, 3.6626439E+002, 6.6829701E+000
 5.1000221E+002, 1.7333080E+001, 1.8121974E+001, 1.8957132E+001, 2.0176319E+001, 2.1351565E+001, 2.2856349E+001, 2.5977915E+001, 3.5282400E+001, 5.1700264E+001, 7.3446668E+001, 9.3904149E+001, 1.1841179E+002, 6.2044768E+002, 4.5121718E+002, 4.1214865E+002, 3.7427538E+002, 7.0120835E+000
 5.2000362E+002, 1.7398623E+001, 1.8204225E+001, 1.9070170E+001, 2.0328918E+001, 2.1499180E+001, 2.2972843E+001, 2.6203952E+001, 3.5902387E+001, 5.2977682E+001, 7.6715955E+001, 1.0352136E+002, 1.4987441E+002, 5.8721895E+002, 4.6363418E+002, 4.1910847E+002, 3.8162036E+002, 6.7908791E+000
 5.3000016E+002, 1.7446378E+001, 1.8258643E+001, 1.9084545E+001, 2.0224974E+001, 2.1312040E+001, 2.2857930E+001, 2.6266597E+001, 3.6064452E+001, 5.3208961E+001, 7.7275224E+001, 1.2266315E+002, 2.0193015E+002, 5.3719271E+002, 4.2473535E+002, 3.9730710E+002, 3.6542939E+002, 6.3032842E+000
 5.4000091E+002, 1.7426772E+001, 1.8271034E+001, 1.9162670E+001, 2.0426292E+001, 2.1628983E+001, 2.3215237E+001, 2.6666263E+001, 3.6654278E+001, 5.4064467E+001, 7.7638102E+001, 1.0364502E+002, 1.3089413E+002, 5.8642747E+002, 4.4101249E+002, 4.0011957E+002, 3.6065384E+002, 6.8049369E+000
 5.5000105E+002, 1.7504265E+001, 1.8400085E+001, 1.9358787E+001, 2.0691757E+001, 2.1901374E+001, 2.3467493E+001, 2.6970933E+001, 3.7529030E+001, 5.6477713E+001, 8.2120806E+001, 1.1145438E+002, 1.4392182E+002, 6.3533114E+002, 4.9346072E+002, 4.4764478E+002, 3.9892431E+002, 6.9357788E+000
 5.6000353E+002, 1.7543774E+001, 1.8509191E+001, 1.9565605E+001, 2.1071258E+001, 2.2516231E+001, 2.4455501E+001, 2.8479977E+001, 4.0080673E+001, 6.0483599E+001, 8.8422084E+001, 1.2119473E+002, 1.7482524E+002, 6.5081607E+002, 5.0464987E+002, 4.5572605E+002, 4.1068332E+002, 6.7683426E+000
 5.7000182E+002, 1.7688640E+001, 1.8701038E+001, 1.9785022E+001, 2.1286847E+001, 2.2752391E+001, 2.4873251E+001, 2.9318309E+001, 4.1896403E+001, 6.4371701E+001, 9.6619240E+001, 2.0281385E+002, 3.3089447E+002, 6.0459620E+002, 4.9513130E+002, 4.5435266E+002, 4.1082252E+002, 6.3589396E+000
 5.8000332E+002, 1.7809254E+001, 1.8883538E+001, 1.9973488E+001, 2.1425248E+001, 2.2778698E+001, 2.4818921E+001, 2.9174863E+001, 4.1501740E+001, 6.3095269E+001, 9.5333981E+001, 2.9157706E+002, 4.2189749E+002, 5.3762756E+002, 4.3285501E+002, 4.0196190E+002, 3.6459283E+002, 5.7790408E+000
 5.9000455E+002, 1.7622639E+001, 1.8558996E+001, 1.9492734E+001, 2.0748086E+001, 2.1978830E+001, 2.3867761E+001, 2.7856480E+001, 3.8864416E+001, 5.8251642E+001, 8.8046339E+001, 2.7499747E+002, 3.4148051E+002, 4.5914105E+002, 3.7825413E+002, 3.5128828E+002, 3.2392223E+002, 5.5910789E+000
 6.0000042E+002, 1.6998579E+001, 1.7679471E+001, 1.8439991E+001, 1.9585002E+001, 2.0727834E+001, 2.2212966E+001, 2.5311886E+001, 3.4652230E+001, 5.1995530E+001, 7.4211625E+001, 1.3482348E+002, 1.4352175E+002, 4.2214829E+002, 2.9403839E+002, 2.9244070E+002, 2.7700821E+002, 5.5453023E+000
 6.1000389E+002, 1.6928556E+001, 1.7626459E+001, 1.8406946E+001, 1.9566174E+001, 2.0678476E+001, 2.2148431E+001, 2.5279937E+001, 3.4575084E+001, 5.1864427E+001, 7.4400299E+001, 1.6078060E+002, 1.7724894E+002, 3.9112753E+002, 2.7572335E+002, 2.7645634E+002, 2.5706587E+002, 5.1556760E+000
 6.2000128E+002, 1.7042069E+001, 1.7703800E+001, 1.8394338E+001, 1.9400584E+001, 2.0381691E+001, 2.1878554E+001, 2.5063390E+001, 3.4189327E+001, 5.0577134E+001, 7.2112339E+001, 1.9740979E+002, 2.4609288E+002, 3.4305704E+002, 2.7527949E+002, 2.6599674E+002, 2.4768825E+002, 5.0387360E+000
 6.3000223E+002, 1.7056396E+001, 1.7659935E+001, 1.8268264E+001, 1.9162695E+001, 2.0070801E+001, 2.1500831E+001, 2.4579324E+001, 3.3122470E+001, 4.8520325E+001, 6.7271953E+001, 1.3219707E+002, 1.9648935E+002, 3.3317494E+002, 2.5769589E+002, 2.5473554E+002, 2.4244822E+002, 5.2253800E+000
 6.4000131E+002, 1.7235278E+001, 1.7909551E+001, 1.8560869E+001, 1.9442569E+001, 2.0302693E+001, 2.1644720E+001, 2.4587217E+001, 3.3046993E+001, 4.8244480E+001, 6.6157838E+001, 1.3285467E+002, 1.9584315E+002, 3.0236963E+002, 2.4972417E+002, 2.4082776E+002, 2.2577415E+002, 5.2217145E+000
 6.5000023E+002, 1.7272799E+001, 1.7947784E+001, 1.8582311E+001, 1.9415540E+001, 2.0218683E+001, 2.1524815E+001, 2.4465597E+001, 3.2931041E+001, 4.8194068E+001, 6.5888041E+001, 1.3831216E+002, 1.7558902E+002, 3.0806716E+002, 2.5025529E+002, 2.3657651E+002, 2.1736067E+002, 5.2599064E+000
 6.6000159E+002, 1.7192143E+001, 1.7891945E+001, 1.8626680E+001, 1.9657754E+001, 2.0635152E+001, 2.2065761E+001, 2.5106638E+001, 3.4011553E+001, 4.9962655E+001, 7.0095034E+001, 1.9171074E+002, 1.8327147E+002, 3.2298031E+002, 2.5233005E+002, 2.4480096E+002, 2.2751759E+002, 5.2321382E+000
 6.7000220E+002, 1.7216425E+001, 1.7892223E+001, 1.8579972E+001, 1.9572988E+001, 2.0537663E+001, 2.2016939E+001, 2.5203507E+001, 3.4012095E+001, 4.9663653E+001, 6.8764702E+001, 1.5309272E+002, 1.8623872E+002, 3.1681186E+002, 2.5988927E+002, 2.5285525E+002, 2.3514163E+002, 5.3284352E+000
 6.8000472E+002, 1.6867151E+001, 1.7429132E+001, 1.8045561E+001, 1.8975069E+001, 1.9972039E+001, 2.1400587E+001, 2.4399837E+001, 3.2644062E+001, 4.7411260E+001, 6.3755620E+001, 8.7131969E+001, 1.0455244E+002, 3.4290705E+002, 2.5003508E+002, 2.4992090E+002, 2.3990743E+002, 5.4598239E+000
 6.9000585E+002, 1.6909130E+001, 1.7529770E+001, 1.8213139E+001, 1.9220664E+001, 2.0216051E+001, 2.1602001E+001, 2.4524580E+001, 3.2828309E+001, 4.7555573E+001, 6.4233226E+001, 8.7123670E+001, 8.5364128E+001, 3.3577495E+002, 2.3419190E+002, 2.3711619E+002, 2.3730233E+002, 5.4562135E+000
 7.0000376E+002, 1.6940017E+001, 1.7558999E+001, 1.8239798E+001, 1.9232844E+001, 2.0238074E+001, 2.1763523E+001, 2.4964199E+001, 3.3737731E+001, 4.9132713E+001, 6.7103017E+001, 1.4017199E+002, 1.4399929E+002, 3.5465249E+002, 2.5307693E+002, 2.4223171E+002, 2.3196120E+002, 5.3060218E+000
 7.1000192E+002, 1.7315223E+001, 1.8079664E+001, 1.8868646E+001, 1.9974871E+001, 2.1119176E+001, 2.3004490E+001, 2.6957145E+001, 3.7355668E+001, 5.6129128E+001, 1.6264226E+002, 3.8172263E+002, 3.4548805E+002, 4.2318363E+002, 3.2065899E+002, 3.0724479E+002, 2.8326505E+002, 5.3195453E+000
 7.2000216E+002, 1.7873100E+001, 1.8902609E+001, 1.9909713E+001, 2.1248015E+001, 2.2573174E+001, 2.4860631E+001, 2.9791879E+001, 4.3012602E+001, 8.1394838E+001, 2.8867884E+002, 4.6350708E+002, 5.1657470E+002, 5.0909699E+002, 4.1832375E+002, 3.8599041E+002, 3.5876651E+002, 5.9432379E+000
 7.3000353E+002, 1.8009161E+001, 1.9118373E+001, 2.0293599E+001, 2.1961557E+001, 2.3653861E+001, 2.6163437E+001, 3.1246871E+001, 4.4993239E+001, 7.0519250E+001, 1.3367738E+002, 2.3782999E+002, 3.1403122E+002, 5.9672286E+002, 4.8835828E+002, 4.4798484E+002, 4.0698548E+002, 6.5461578E+000
 7.4000514E+002, 1.7763529E+001, 1.8769594E+001, 1.9869949E+001, 2.1516670E+001, 2.3188624E+001, 2.5409499E+001, 2.9739100E+001, 4.1895818E+001, 6.3619056E+001, 9.2096054E+001, 1.3245527E+002, 1.9954954E+002, 5.0435450E+002, 4.4190425E+002, 4.1163463E+002, 3.8102587E+002, 7.4476028E+000
 7.5000244E+002, 1.7393959E+001, 1.8285445E+001, 1.9428620E+001, 2.1432199E+001, 2.3512242E+001, 2.5697568E+001, 2.9454276E+001, 4.1490012E+001, 6.5112601E+001, 9.0055937E+001, 9.7092176E+001, 3.5320161E+002, 2.4965416E+002, 2.3629566E+002, 2.3684856E+002, 2.3961263E+002, 8.9076485E+000
 7.6000046E+002, 1.7042688E+001, 1.7807553E+001, 1.8881434E+001, 2.0930881E+001, 2.3126268E+001, 2.5362103E+001, 2.9037553E+001, 4.1236016E+001, 6.7085721E+001, 9.4126840E+001, 1.0000345E+002, 4.2778173E+002, 2.8182436E+002, 1.3775036E+002, 1.2710225E+002, 1.2292360E+002, 8.9295860E+000
