m,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 4.9000000E-001, 4.8723088E+000, 1.2723825E+001, 3.5639727E+001, 3.5685749E+001, 1.3479019E+001, 4.9658151E+000
 5.1000000E-001, 4.9841836E+000, 1.2952858E+001, 3.5498278E+001, 3.5555827E+001, 1.3570814E+001, 5.0842139E+000
 5.3000000E-001, 5.0958205E+000, 1.3182978E+001, 3.5379422E+001, 3.5443386E+001, 1.3649179E+001, 5.2126028E+000
 5.5000000E-001, 5.2097781E+000, 1.3404332E+001, 3.5272825E+001, 3.5341246E+001, 1.3730388E+001, 5.3403497E+000
 5.7000000E-001, 5.3151315E+000, 1.3598370E+001, 3.5183731E+001, 3.5248460E+001, 1.3828141E+001, 5.4574828E+000
 5.9000000E-001, 5.4215089E+000, 1.3771095E+001, 3.5100507E+001, 3.5158241E+001, 1.3927586E+001, 5.5521887E+000
 6.1000000E-001, 5.5351321E+000, 1.3946263E+001, 3.5018802E+001, 3.5064929E+001, 1.4054392E+001, 5.6375291E+000
 6.3000000E-001, 5.6599383E+000, 1.4116661E+001, 3.4931221E+001, 3.4969743E+001, 1.4192492E+001, 5.7141460E+000
 6.5000000E-001, 5.7838980E+000, 1.4264080E+001, 3.4834988E+001, 3.4873387E+001, 1.4314228E+001, 5.7819589E+000
 6.7000000E-001, 5.9159697E+000, 1.4372738E+001, 3.4724641E+001, 3.4759254E+001, 1.4425396E+001, 5.8346094E+000
 6.9000000E-001, 6.0519512E+000, 1.4440004E+001, 3.4589656E+001, 3.4621891E+001, 1.4526990E+001, 5.8912702E+000
 7.1000000E-001, 6.1835191E+000, 1.4477837E+001, 3.4422091E+001, 3.4451583E+001, 1.4629257E+001, 5.9503674E+000
 7.3000000E-001, 6.3280549E+000, 1.4482935E+001, 3.4215323E+001, 3.4240890E+001, 1.4715341E+001, 6.0065934E+000
 7.5000000E-001, 6.4655347E+000, 1.4465473E+001, 3.3976211E+001, 3.3993603E+001, 1.4792234E+001, 6.0637210E+000
 7.7000000E-001, 6.5788033E+000, 1.4438145E+001, 3.3708192E+001, 3.3700109E+001, 1.4858749E+001, 6.1286953E+000
 7.9000000E-001, 6.6586452E+000, 1.4406829E+001, 3.3413706E+001, 3.3376270E+001, 1.4916853E+001, 6.1949256E+000
 8.1000000E-001, 6.7077520E+000, 1.4361996E+001, 3.3092483E+001, 3.3017912E+001, 1.4956233E+001, 6.2505375E+000
 8.3000000E-001, 6.7125172E+000, 1.4300808E+001, 3.2754101E+001, 3.2649517E+001, 1.4975440E+001, 6.2851808E+000
 8.5000000E-001, 6.6954177E+000, 1.4238664E+001, 3.2404695E+001, 3.2264223E+001, 1.4978262E+001, 6.3139587E+000
 8.7000000E-001, 6.6765659E+000, 1.4155950E+001, 3.2046821E+001, 3.1875191E+001, 1.4969480E+001, 6.3509251E+000
 8.9000000E-001, 6.6537993E+000, 1.4057320E+001, 3.1673468E+001, 3.1469921E+001, 1.4945470E+001, 6.3932861E+000
 9.1000000E-001, 6.6165247E+000, 1.3930399E+001, 3.1281963E+001, 3.1046643E+001, 1.4896948E+001, 6.4389012E+000
 9.3000000E-001, 6.5688136E+000, 1.3754491E+001, 3.0876000E+001, 3.0601201E+001, 1.4803477E+001, 6.4702927E+000
 9.5000000E-001, 6.5182984E+000, 1.3548181E+001, 3.0439425E+001, 3.0125371E+001, 1.4698000E+001, 6.4886670E+000
 9.7000000E-001, 6.4659261E+000, 1.3327605E+001, 2.9971016E+001, 2.9615025E+001, 1.4580222E+001, 6.4984876E+000
 9.9000000E-001, 6.3935498E+000, 1.3106289E+001, 2.9467504E+001, 2.9079981E+001, 1.4433083E+001, 6.5110509E+000
 1.0100000E+000, 6.2891931E+000, 1.2879734E+001, 2.8937524E+001, 2.8534184E+001, 1.4263663E+001, 6.5269065E+000
 1.0300000E+000, 6.1562906E+000, 1.2645374E+001, 2.8381501E+001, 2.7980583E+001, 1.4065737E+001, 6.5359629E+000
 1.0500000E+000, 6.0147204E+000, 1.2401429E+001, 2.7800969E+001, 2.7403766E+001, 1.3830007E+001, 6.5189535E+000
 1.0700000E+000, 5.8747121E+000, 1.2146977E+001, 2.7192916E+001, 2.6796471E+001, 1.3577246E+001, 6.4692732E+000
 1.0900000E+000, 5.7291281E+000, 1.1891441E+001, 2.6576068E+001, 2.6177061E+001, 1.3308625E+001, 6.4052780E+000
 1.1100000E+000, 5.5722554E+000, 1.1638651E+001, 2.5951229E+001, 2.5557694E+001, 1.3020065E+001, 6.3308301E+000
 1.1300000E+000, 5.4253204E+000, 1.1385505E+001, 2.5323420E+001, 2.4942745E+001, 1.2710642E+001, 6.2543093E+000
 1.1500000E+000, 5.2961816E+000, 1.1145230E+001, 2.4685092E+001, 2.4323762E+001, 1.2392039E+001, 6.1672291E+000
 1.1700000E+000, 5.1743492E+000, 1.0915541E+001, 2.4039254E+001, 2.3692423E+001, 1.2071839E+001, 6.0628007E+000
 1.1900000E+000, 5.0622417E+000, 1.0686785E+001, 2.3369460E+001, 2.3048900E+001, 1.1771123E+001, 5.9391213E+000
 1.2100000E+000, 4.9616033E+000, 1.0453125E+001, 2.2690191E+001, 2.2392682E+001, 1.1488619E+001, 5.8088183E+000
 1.2300000E+000, 4.8655317E+000, 1.0211858E+001, 2.2003247E+001, 2.1731736E+001, 1.1216267E+001, 5.6775084E+000
 1.2500000E+000, 4.7747275E+000, 9.9616519E+000, 2.1319228E+001, 2.1075765E+001, 1.0951735E+001, 5.5383733E+000
 1.2700000E+000, 4.6849558E+000, 9.7004366E+000, 2.0645803E+001, 2.0435866E+001, 1.0698541E+001, 5.3962362E+000
 1.2900000E+000, 4.5998998E+000, 9.4423693E+000, 1.9980802E+001, 1.9806550E+001, 1.0447702E+001, 5.2597837E+000
 1.3100000E+000, 4.5136451E+000, 9.1927420E+000, 1.9332000E+001, 1.9183916E+001, 1.0191770E+001, 5.1289378E+000
 1.3300000E+000, 4.4287364E+000, 8.9572111E+000, 1.8695401E+001, 1.8569258E+001, 9.9281497E+000, 5.0040349E+000
 1.3500000E+000, 4.3424681E+000, 8.7308974E+000, 1.8075663E+001, 1.7971186E+001, 9.6574765E+000, 4.8816248E+000
 1.3700000E+000, 4.2585807E+000, 8.5078211E+000, 1.7467977E+001, 1.7380922E+001, 9.3877630E+000, 4.7644944E+000
 1.3900000E+000, 4.1673188E+000, 8.2914258E+000, 1.6883686E+001, 1.6808691E+001, 9.1247929E+000, 4.6546882E+000
 1.4100000E+000, 4.0666048E+000, 8.0755952E+000, 1.6320116E+001, 1.6252501E+001, 8.8697437E+000, 4.5426146E+000
 1.4300000E+000, 3.9540072E+000, 7.8616977E+000, 1.5778764E+001, 1.5711447E+001, 8.6150040E+000, 4.4247122E+000
 1.4500000E+000, 3.8383125E+000, 7.6498090E+000, 1.5253972E+001, 1.5183349E+001, 8.3549815E+000, 4.3020609E+000
 1.4700000E+000, 3.7278213E+000, 7.4420173E+000, 1.4742725E+001, 1.4665674E+001, 8.0954184E+000, 4.1794847E+000
 1.4900000E+000, 3.6215764E+000, 7.2414713E+000, 1.4241172E+001, 1.4162352E+001, 7.8346040E+000, 4.0614873E+000
 1.5100000E+000, 3.5140329E+000, 7.0511108E+000, 1.3750366E+001, 1.3673852E+001, 7.5781878E+000, 3.9443582E+000
 1.5300000E+000, 3.4119858E+000, 6.8609221E+000, 1.3269260E+001, 1.3197588E+001, 7.3254172E+000, 3.8240189E+000
 1.5500000E+000, 3.3110440E+000, 6.6681826E+000, 1.2804642E+001, 1.2735263E+001, 7.0779186E+000, 3.7014104E+000
 1.5700000E+000, 3.2129969E+000, 6.4768546E+000, 1.2353925E+001, 1.2290867E+001, 6.8346135E+000, 3.5834150E+000
 1.5900000E+000, 3.1199519E+000, 6.2844914E+000, 1.1917322E+001, 1.1861437E+001, 6.5952259E+000, 3.4688515E+000
 1.6100000E+000, 3.0296563E+000, 6.0918868E+000, 1.1485621E+001, 1.1442888E+001, 6.3626350E+000, 3.3615529E+000
 1.6300000E+000, 2.9409631E+000, 5.9018379E+000, 1.1070296E+001, 1.1032864E+001, 6.1361387E+000, 3.2591233E+000
 1.6500000E+000, 2.8560253E+000, 5.7098738E+000, 1.0668234E+001, 1.0627369E+001, 5.9190996E+000, 3.1639301E+000
 1.6700000E+000, 2.7790816E+000, 5.5147202E+000, 1.0283323E+001, 1.0238080E+001, 5.7138728E+000, 3.0715952E+000
 1.6900000E+000, 2.7050455E+000, 5.3274867E+000, 9.9090101E+000, 9.8626658E+000, 5.5208808E+000, 2.9798438E+000
 1.7100000E+000, 2.6367427E+000, 5.1484033E+000, 9.5504906E+000, 9.5033840E+000, 5.3423979E+000, 2.8883673E+000
 1.7300000E+000, 2.5669188E+000, 4.9755137E+000, 9.2031833E+000, 9.1587784E+000, 5.1682998E+000, 2.8005737E+000
 1.7500000E+000, 2.4944998E+000, 4.8079645E+000, 8.8718519E+000, 8.8266142E+000, 5.0000448E+000, 2.7146553E+000
 1.7700000E+000, 2.4206179E+000, 4.6491766E+000, 8.5533145E+000, 8.5050876E+000, 4.8372611E+000, 2.6313650E+000
 1.7900000E+000, 2.3445879E+000, 4.4926371E+000, 8.2494579E+000, 8.1970806E+000, 4.6801776E+000, 2.5500600E+000
 1.8100000E+000, 2.2750995E+000, 4.3383642E+000, 7.9555855E+000, 7.8999218E+000, 4.5267101E+000, 2.4701736E+000
 1.8300000E+000, 2.2045746E+000, 4.1879811E+000, 7.6718214E+000, 7.6074278E+000, 4.3801262E+000, 2.3909662E+000
 1.8500000E+000, 2.1393623E+000, 4.0409233E+000, 7.3923341E+000, 7.3198883E+000, 4.2323055E+000, 2.3150417E+000
 1.8700000E+000, 2.0757367E+000, 3.8940644E+000, 7.1163502E+000, 7.0398648E+000, 4.0862821E+000, 2.2367998E+000
 1.8900000E+000, 2.0155778E+000, 3.7503739E+000, 6.8386623E+000, 6.7686993E+000, 3.9437890E+000, 2.1614491E+000
 1.9100000E+000, 1.9511860E+000, 3.6065652E+000, 6.5608770E+000, 6.4976378E+000, 3.7976664E+000, 2.0852507E+000
 1.9300000E+000, 1.8888522E+000, 3.4654073E+000, 6.2732421E+000, 6.2219096E+000, 3.6473837E+000, 2.0102541E+000
 1.9500000E+000, 1.8222148E+000, 3.3145585E+000, 5.9694277E+000, 5.9285821E+000, 3.4859280E+000, 1.9336615E+000
 1.9700000E+000, 1.7590395E+000, 3.1567946E+000, 5.6283413E+000, 5.5979994E+000, 3.3177435E+000, 1.8616528E+000
 1.9900000E+000, 1.6978627E+000, 2.9827231E+000, 5.1733899E+000, 5.1445906E+000, 3.1159639E+000, 1.7907639E+000
