m,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 1.2700000E+000, 3.2322083E+000, 6.7717385E+000, 1.3602436E+001, 1.3582980E+001, 7.3902643E+000, 3.1601888E+000
 1.2900000E+000, 3.1622389E+000, 6.5916019E+000, 1.3107526E+001, 1.3084160E+001, 7.1721989E+000, 3.0841967E+000
 1.3100000E+000, 3.0856742E+000, 6.4163170E+000, 1.2623749E+001, 1.2604421E+001, 6.9532974E+000, 3.0186191E+000
 1.3300000E+000, 3.0117343E+000, 6.2419873E+000, 1.2151138E+001, 1.2138839E+001, 6.7354916E+000, 2.9587110E+000
 1.3500000E+000, 2.9393558E+000, 6.0615620E+000, 1.1687581E+001, 1.1685816E+001, 6.5267005E+000, 2.8966536E+000
 1.3700000E+000, 2.8693274E+000, 5.8816310E+000, 1.1242293E+001, 1.1244382E+001, 6.3243349E+000, 2.8350317E+000
 1.3900000E+000, 2.7948705E+000, 5.7055399E+000, 1.0811554E+001, 1.0818985E+001, 6.1304838E+000, 2.7744005E+000
 1.4100000E+000, 2.7183955E+000, 5.5344138E+000, 1.0395011E+001, 1.0404021E+001, 5.9446691E+000, 2.7120235E+000
 1.4300000E+000, 2.6415318E+000, 5.3646252E+000, 9.9927611E+000, 1.0003444E+001, 5.7703994E+000, 2.6460228E+000
 1.4500000E+000, 2.5645984E+000, 5.1995390E+000, 9.6081576E+000, 9.6148425E+000, 5.6064410E+000, 2.5793824E+000
 1.4700000E+000, 2.4910960E+000, 5.0368535E+000, 9.2408475E+000, 9.2370927E+000, 5.4464476E+000, 2.5094036E+000
 1.4900000E+000, 2.4172514E+000, 4.8744961E+000, 8.8890348E+000, 8.8722459E+000, 5.2837843E+000, 2.4406072E+000
 1.5100000E+000, 2.3412315E+000, 4.7132857E+000, 8.5479675E+000, 8.5207348E+000, 5.1162457E+000, 2.3763138E+000
 1.5300000E+000, 2.2702245E+000, 4.5503079E+000, 8.2190429E+000, 8.1795121E+000, 4.9522709E+000, 2.3109388E+000
 1.5500000E+000, 2.1999954E+000, 4.3896942E+000, 7.9056238E+000, 7.8487337E+000, 4.7970710E+000, 2.2474220E+000
 1.5700000E+000, 2.1364351E+000, 4.2295991E+000, 7.6058714E+000, 7.5302551E+000, 4.6453223E+000, 2.1846827E+000
 1.5900000E+000, 2.0765943E+000, 4.0779863E+000, 7.3158223E+000, 7.2281638E+000, 4.4942136E+000, 2.1259687E+000
 1.6100000E+000, 2.0219762E+000, 3.9323453E+000, 7.0367064E+000, 6.9396345E+000, 4.3431577E+000, 2.0723328E+000
 1.6300000E+000, 1.9702036E+000, 3.7945435E+000, 6.7690119E+000, 6.6686832E+000, 4.1938381E+000, 2.0203439E+000
 1.6500000E+000, 1.9211834E+000, 3.6612311E+000, 6.5183683E+000, 6.4106847E+000, 4.0493493E+000, 1.9707147E+000
 1.6700000E+000, 1.8715896E+000, 3.5314279E+000, 6.2793823E+000, 6.1680311E+000, 3.9091818E+000, 1.9228225E+000
 1.6900000E+000, 1.8177987E+000, 3.4019576E+000, 6.0547690E+000, 5.9402073E+000, 3.7692735E+000, 1.8735324E+000
 1.7100000E+000, 1.7559576E+000, 3.2778914E+000, 5.8374093E+000, 5.7297396E+000, 3.6312298E+000, 1.8236969E+000
 1.7300000E+000, 1.6947546E+000, 3.1627937E+000, 5.6304616E+000, 5.5320165E+000, 3.4979315E+000, 1.7756490E+000
 1.7500000E+000, 1.6357201E+000, 3.0557878E+000, 5.4335877E+000, 5.3422452E+000, 3.3696285E+000, 1.7270356E+000
 1.7700000E+000, 1.5820587E+000, 2.9521935E+000, 5.2462702E+000, 5.1630152E+000, 3.2459305E+000, 1.6809542E+000
 1.7900000E+000, 1.5316100E+000, 2.8540717E+000, 5.0685064E+000, 4.9928657E+000, 3.1302418E+000, 1.6374567E+000
 1.8100000E+000, 1.4868067E+000, 2.7612570E+000, 4.9011486E+000, 4.8336378E+000, 3.0190265E+000, 1.5980876E+000
 1.8300000E+000, 1.4453563E+000, 2.6728469E+000, 4.7375283E+000, 4.6810208E+000, 2.9111674E+000, 1.5625370E+000
 1.8500000E+000, 1.4058401E+000, 2.5882619E+000, 4.5805363E+000, 4.5297667E+000, 2.8081575E+000, 1.5264262E+000
 1.8700000E+000, 1.3696138E+000, 2.5059644E+000, 4.4279222E+000, 4.3813615E+000, 2.7096504E+000, 1.4929730E+000
 1.8900000E+000, 1.3407180E+000, 2.4263819E+000, 4.2777322E+000, 4.2345671E+000, 2.6158807E+000, 1.4601178E+000
 1.9100000E+000, 1.3089575E+000, 2.3470884E+000, 4.1272390E+000, 4.0893025E+000, 2.5211432E+000, 1.4255808E+000
 1.9300000E+000, 1.2770792E+000, 2.2682086E+000, 3.9777662E+000, 3.9439265E+000, 2.4266721E+000, 1.3945211E+000
 1.9500000E+000, 1.2417864E+000, 2.1802181E+000, 3.8223245E+000, 3.7915564E+000, 2.3287859E+000, 1.3554101E+000
 1.9700000E+000, 1.2094921E+000, 2.0961322E+000, 3.6542560E+000, 3.6280737E+000, 2.2359385E+000, 1.3164971E+000
 1.9900000E+000, 1.1746781E+000, 2.0017080E+000, 3.4310913E+000, 3.4027866E+000, 2.1297480E+000, 1.2731297E+000
