m,C,m,kW/m2,kW/m2,m,kW
NaN,NaN,NaN,NaN,NaN, 3.5500000E+000, 2.0443508E-002
NaN,NaN,NaN,NaN,NaN, 3.6500000E+000, 1.6983790E-002
NaN,NaN,NaN,NaN,NaN, 3.7500000E+000, 1.4093799E-002
NaN,NaN,NaN,NaN,NaN, 3.8500000E+000, 1.1675720E-002
NaN,NaN,NaN,NaN,NaN, 3.9500000E+000, 9.6627327E-003
NaN,NaN,NaN,NaN,NaN, 4.0500000E+000, 7.9866522E-003
NaN,NaN,NaN,NaN,NaN, 4.1500000E+000, 6.5947237E-003
NaN,NaN,NaN,NaN,NaN, 4.2500000E+000, 5.4475393E-003
NaN,NaN,NaN,NaN,NaN, 4.3500000E+000, 4.5014740E-003
NaN,NaN,NaN,NaN,NaN, 4.4500000E+000, 3.7174342E-003
NaN,NaN,NaN,NaN,NaN, 4.5500000E+000, 3.0600178E-003
NaN,NaN,NaN,NaN,NaN, 4.6500000E+000, 2.5197803E-003
NaN,NaN,NaN,NaN,NaN, 4.7500000E+000, 2.0795499E-003
NaN,NaN,NaN,NaN,NaN, 4.8500000E+000, 1.7197668E-003
NaN,NaN,NaN,NaN,NaN, 4.9500000E+000, 1.4197390E-003
NaN,NaN,NaN,NaN,NaN, 5.0500000E+000, 1.1690094E-003
NaN,NaN,NaN,NaN,NaN, 5.1500000E+000, 9.6206423E-004
NaN,NaN,NaN,NaN,NaN, 5.2500000E+000, 7.9393437E-004
NaN,NaN,NaN,NaN,NaN, 5.3500000E+000, 6.5702142E-004
NaN,NaN,NaN,NaN,NaN, 5.4500000E+000, 5.4393570E-004
NaN,NaN,NaN,NaN,NaN, 5.5500000E+000, 4.5032193E-004
NaN,NaN,NaN,NaN,NaN, 5.6500000E+000, 3.7317191E-004
NaN,NaN,NaN,NaN,NaN, 5.7500000E+000, 3.0900687E-004
NaN,NaN,NaN,NaN,NaN, 5.8500000E+000, 2.5511123E-004
NaN,NaN,NaN,NaN,NaN, 5.9500000E+000, 2.0968251E-004
NaN,NaN,NaN,NaN,NaN, 6.0500000E+000, 1.7188079E-004
NaN,NaN,NaN,NaN,NaN, 6.1500000E+000, 1.4137647E-004
NaN,NaN,NaN,NaN,NaN, 6.2500000E+000, 1.1650918E-004
NaN,NaN,NaN,NaN,NaN, 6.3500000E+000, 9.6141795E-005
NaN,NaN,NaN,NaN,NaN, 6.4500000E+000, 7.9128290E-005
NaN,NaN,NaN,NaN,NaN, 6.5500000E+000, 6.4870947E-005
NaN,NaN,NaN,NaN,NaN, 6.6500000E+000, 5.3037052E-005
NaN,NaN,NaN,NaN,NaN, 6.7500000E+000, 4.3285359E-005
NaN,NaN,NaN,NaN,NaN, 6.8500000E+000, 3.5244747E-005
NaN,NaN,NaN,NaN,NaN, 6.9500000E+000, 2.8632815E-005
NaN,NaN,NaN,NaN,NaN, 7.0500000E+000, 2.3181681E-005
NaN,NaN,NaN,NaN,NaN, 7.1500000E+000, 1.8742030E-005
NaN,NaN,NaN,NaN,NaN, 7.2500000E+000, 1.5125572E-005
NaN,NaN,NaN,NaN,NaN, 7.3500000E+000, 1.2200698E-005
NaN,NaN,NaN,NaN,NaN, 7.4500000E+000, 9.8135674E-006
NaN,NaN,NaN,NaN,NaN, 7.5500000E+000, 7.8721473E-006
NaN,NaN,NaN,NaN,NaN, 7.6500000E+000, 6.2614035E-006
NaN,NaN,NaN,NaN,NaN, 7.7500000E+000, 4.9482892E-006
NaN,NaN,NaN,NaN,NaN, 7.8500000E+000, 3.8866438E-006
NaN,NaN,NaN,NaN,NaN, 7.9500000E+000, 3.0148930E-006
NaN,NaN,NaN,NaN,NaN, 8.0500000E+000, 2.3166267E-006
NaN,NaN,NaN,NaN,NaN, 8.1500000E+000, 1.7584322E-006
NaN,NaN,NaN,NaN,NaN, 8.2500000E+000, 1.3192969E-006
NaN,NaN,NaN,NaN,NaN, 8.3500000E+000, 9.8211274E-007
NaN,NaN,NaN,NaN,NaN, 8.4500000E+000, 7.2740393E-007
NaN,NaN,NaN,NaN,NaN, 8.5500000E+000, 5.3305113E-007
NaN,NaN,NaN,NaN,NaN, 8.6500000E+000, 3.8874938E-007
NaN,NaN,NaN,NaN,NaN, 8.7500000E+000, 2.7851786E-007
NaN,NaN,NaN,NaN,NaN, 8.8500000E+000, 1.9606866E-007
NaN,NaN,NaN,NaN,NaN, 8.9500000E+000, 1.3796678E-007
NaN,NaN,NaN,NaN,NaN, 9.0500000E+000, 9.3034316E-008
NaN,NaN,NaN,NaN,NaN, 9.1500000E+000, 6.2303483E-008
NaN,NaN,NaN,NaN,NaN, 9.2500000E+000, 4.1491428E-008
NaN,NaN,NaN,NaN,NaN, 9.3500000E+000, 2.7302710E-008
NaN,NaN,NaN,NaN,NaN, 9.4500000E+000, 1.6622116E-008
NaN,NaN,NaN,NaN,NaN, 9.5500000E+000, 1.0642325E-008
NaN,NaN,NaN,NaN,NaN, 9.6500000E+000, 6.7855474E-009
NaN,NaN,NaN,NaN,NaN, 9.7500000E+000, 4.5930179E-009
NaN,NaN,NaN,NaN,NaN, 9.8500000E+000, 2.8565516E-009
NaN,NaN,NaN,NaN,NaN, 9.9500000E+000, 9.5694717E-010
