m,C,m,kW/m2,kW/m2,m,kW
NaN,NaN,NaN,NaN,NaN, 4.0500000E+000, 8.9350200E-003
NaN,NaN,NaN,NaN,NaN, 4.1500000E+000, 7.3818080E-003
NaN,NaN,NaN,NaN,NaN, 4.2500000E+000, 6.0975708E-003
NaN,NaN,NaN,NaN,NaN, 4.3500000E+000, 5.0349999E-003
NaN,NaN,NaN,NaN,NaN, 4.4500000E+000, 4.1515555E-003
NaN,NaN,NaN,NaN,NaN, 4.5500000E+000, 3.4213454E-003
NaN,NaN,NaN,NaN,NaN, 4.6500000E+000, 2.8216610E-003
NaN,NaN,NaN,NaN,NaN, 4.7500000E+000, 2.3294671E-003
NaN,NaN,NaN,NaN,NaN, 4.8500000E+000, 1.9218495E-003
NaN,NaN,NaN,NaN,NaN, 4.9500000E+000, 1.5854377E-003
NaN,NaN,NaN,NaN,NaN, 5.0500000E+000, 1.3102497E-003
NaN,NaN,NaN,NaN,NaN, 5.1500000E+000, 1.0843680E-003
NaN,NaN,NaN,NaN,NaN, 5.2500000E+000, 8.9693175E-004
NaN,NaN,NaN,NaN,NaN, 5.3500000E+000, 7.4187465E-004
NaN,NaN,NaN,NaN,NaN, 5.4500000E+000, 6.1288343E-004
NaN,NaN,NaN,NaN,NaN, 5.5500000E+000, 5.0571986E-004
NaN,NaN,NaN,NaN,NaN, 5.6500000E+000, 4.1545708E-004
NaN,NaN,NaN,NaN,NaN, 5.7500000E+000, 3.4090322E-004
NaN,NaN,NaN,NaN,NaN, 5.8500000E+000, 2.8011708E-004
NaN,NaN,NaN,NaN,NaN, 5.9500000E+000, 2.3046131E-004
NaN,NaN,NaN,NaN,NaN, 6.0500000E+000, 1.8943364E-004
NaN,NaN,NaN,NaN,NaN, 6.1500000E+000, 1.5541845E-004
NaN,NaN,NaN,NaN,NaN, 6.2500000E+000, 1.2737559E-004
NaN,NaN,NaN,NaN,NaN, 6.3500000E+000, 1.0484544E-004
NaN,NaN,NaN,NaN,NaN, 6.4500000E+000, 8.6430559E-005
NaN,NaN,NaN,NaN,NaN, 6.5500000E+000, 7.1075182E-005
NaN,NaN,NaN,NaN,NaN, 6.6500000E+000, 5.8165471E-005
NaN,NaN,NaN,NaN,NaN, 6.7500000E+000, 4.7571416E-005
NaN,NaN,NaN,NaN,NaN, 6.8500000E+000, 3.8848251E-005
NaN,NaN,NaN,NaN,NaN, 6.9500000E+000, 3.1723498E-005
NaN,NaN,NaN,NaN,NaN, 7.0500000E+000, 2.5883039E-005
NaN,NaN,NaN,NaN,NaN, 7.1500000E+000, 2.1077849E-005
NaN,NaN,NaN,NaN,NaN, 7.2500000E+000, 1.7123578E-005
NaN,NaN,NaN,NaN,NaN, 7.3500000E+000, 1.3870439E-005
NaN,NaN,NaN,NaN,NaN, 7.4500000E+000, 1.1184413E-005
NaN,NaN,NaN,NaN,NaN, 7.5500000E+000, 8.9500020E-006
NaN,NaN,NaN,NaN,NaN, 7.6500000E+000, 7.1405829E-006
NaN,NaN,NaN,NaN,NaN, 7.7500000E+000, 5.6882680E-006
NaN,NaN,NaN,NaN,NaN, 7.8500000E+000, 4.5243979E-006
NaN,NaN,NaN,NaN,NaN, 7.9500000E+000, 3.5676795E-006
NaN,NaN,NaN,NaN,NaN, 8.0500000E+000, 2.8079919E-006
NaN,NaN,NaN,NaN,NaN, 8.1500000E+000, 2.1942272E-006
NaN,NaN,NaN,NaN,NaN, 8.2500000E+000, 1.7033554E-006
NaN,NaN,NaN,NaN,NaN, 8.3500000E+000, 1.3165887E-006
NaN,NaN,NaN,NaN,NaN, 8.4500000E+000, 1.0078310E-006
NaN,NaN,NaN,NaN,NaN, 8.5500000E+000, 7.6220157E-007
NaN,NaN,NaN,NaN,NaN, 8.6500000E+000, 5.6947612E-007
NaN,NaN,NaN,NaN,NaN, 8.7500000E+000, 4.1999099E-007
NaN,NaN,NaN,NaN,NaN, 8.8500000E+000, 3.0315455E-007
NaN,NaN,NaN,NaN,NaN, 8.9500000E+000, 2.1866788E-007
NaN,NaN,NaN,NaN,NaN, 9.0500000E+000, 1.5882813E-007
NaN,NaN,NaN,NaN,NaN, 9.1500000E+000, 1.1465089E-007
NaN,NaN,NaN,NaN,NaN, 9.2500000E+000, 7.9546030E-008
NaN,NaN,NaN,NaN,NaN, 9.3500000E+000, 5.4383541E-008
NaN,NaN,NaN,NaN,NaN, 9.4500000E+000, 3.5629090E-008
NaN,NaN,NaN,NaN,NaN, 9.5500000E+000, 2.2485485E-008
NaN,NaN,NaN,NaN,NaN, 9.6500000E+000, 1.4144840E-008
NaN,NaN,NaN,NaN,NaN, 9.7500000E+000, 8.8946671E-009
NaN,NaN,NaN,NaN,NaN, 9.8500000E+000, 5.2850125E-009
NaN,NaN,NaN,NaN,NaN, 9.9500000E+000, 1.6378586E-009
