m,C,m,kW/m2,kW/m2,m,kW
 6.5000000E+000, 2.0208223E+002,NaN,NaN,NaN, 1.7500000E+000, 3.5510110E+001
 7.0000000E+000, 1.8295583E+002,NaN,NaN,NaN, 1.8500000E+000, 3.4143691E+001
 7.4990000E+000, 1.7367364E+002,NaN,NaN,NaN, 1.9500000E+000, 3.2673925E+001
NaN,NaN,NaN,NaN,NaN, 2.0500000E+000, 3.1406366E+001
NaN,NaN,NaN,NaN,NaN, 2.1500000E+000, 3.0020605E+001
NaN,NaN,NaN,NaN,NaN, 2.2500000E+000, 2.8541082E+001
NaN,NaN,NaN,NaN,NaN, 2.3500000E+000, 2.7065271E+001
NaN,NaN,NaN,NaN,NaN, 2.4500000E+000, 2.5801648E+001
NaN,NaN,NaN,NaN,NaN, 2.5500000E+000, 2.4593787E+001
NaN,NaN,NaN,NaN,NaN, 2.6500000E+000, 2.3427887E+001
NaN,NaN,NaN,NaN,NaN, 2.7500000E+000, 2.2214566E+001
NaN,NaN,NaN,NaN,NaN, 2.8500000E+000, 2.1067688E+001
NaN,NaN,NaN,NaN,NaN, 2.9500000E+000, 1.9934191E+001
NaN,NaN,NaN,NaN,NaN, 3.0500000E+000, 1.8743420E+001
NaN,NaN,NaN,NaN,NaN, 3.1500000E+000, 1.7610183E+001
NaN,NaN,NaN,NaN,NaN, 3.2500000E+000, 1.6567862E+001
NaN,NaN,NaN,NaN,NaN, 3.3500000E+000, 1.5618425E+001
NaN,NaN,NaN,NaN,NaN, 3.4500000E+000, 1.4726924E+001
NaN,NaN,NaN,NaN,NaN, 3.5500000E+000, 1.3875534E+001
NaN,NaN,NaN,NaN,NaN, 3.6500000E+000, 1.3031119E+001
NaN,NaN,NaN,NaN,NaN, 3.7500000E+000, 1.2129094E+001
NaN,NaN,NaN,NaN,NaN, 3.8500000E+000, 1.1271925E+001
NaN,NaN,NaN,NaN,NaN, 3.9500000E+000, 1.0463607E+001
NaN,NaN,NaN,NaN,NaN, 4.0500000E+000, 9.6429275E+000
NaN,NaN,NaN,NaN,NaN, 4.1500000E+000, 8.8093219E+000
NaN,NaN,NaN,NaN,NaN, 4.2500000E+000, 8.0082101E+000
NaN,NaN,NaN,NaN,NaN, 4.3500000E+000, 7.2821518E+000
NaN,NaN,NaN,NaN,NaN, 4.4500000E+000, 6.6191516E+000
NaN,NaN,NaN,NaN,NaN, 4.5500000E+000, 6.0145851E+000
NaN,NaN,NaN,NaN,NaN, 4.6500000E+000, 5.4606911E+000
NaN,NaN,NaN,NaN,NaN, 4.7500000E+000, 4.9846419E+000
NaN,NaN,NaN,NaN,NaN, 4.8500000E+000, 4.5574900E+000
NaN,NaN,NaN,NaN,NaN, 4.9500000E+000, 4.1377734E+000
NaN,NaN,NaN,NaN,NaN, 5.0500000E+000, 3.7425310E+000
NaN,NaN,NaN,NaN,NaN, 5.1500000E+000, 3.3537137E+000
NaN,NaN,NaN,NaN,NaN, 5.2500000E+000, 2.9908544E+000
NaN,NaN,NaN,NaN,NaN, 5.3500000E+000, 2.6554843E+000
NaN,NaN,NaN,NaN,NaN, 5.4500000E+000, 2.3437607E+000
NaN,NaN,NaN,NaN,NaN, 5.5500000E+000, 2.0707895E+000
NaN,NaN,NaN,NaN,NaN, 5.6500000E+000, 1.7997602E+000
NaN,NaN,NaN,NaN,NaN, 5.7500000E+000, 1.5521825E+000
NaN,NaN,NaN,NaN,NaN, 5.8500000E+000, 1.3321414E+000
NaN,NaN,NaN,NaN,NaN, 5.9500000E+000, 1.1608298E+000
NaN,NaN,NaN,NaN,NaN, 6.0500000E+000, 1.0157150E+000
NaN,NaN,NaN,NaN,NaN, 6.1500000E+000, 8.9299812E-001
NaN,NaN,NaN,NaN,NaN, 6.2500000E+000, 7.9652045E-001
NaN,NaN,NaN,NaN,NaN, 6.3500000E+000, 7.2732929E-001
NaN,NaN,NaN,NaN,NaN, 6.4500000E+000, 6.6181156E-001
NaN,NaN,NaN,NaN,NaN, 6.5500000E+000, 5.9228281E-001
NaN,NaN,NaN,NaN,NaN, 6.6500000E+000, 5.2573681E-001
NaN,NaN,NaN,NaN,NaN, 6.7500000E+000, 4.7015560E-001
NaN,NaN,NaN,NaN,NaN, 6.8500000E+000, 4.0966735E-001
NaN,NaN,NaN,NaN,NaN, 6.9500000E+000, 3.5676141E-001
NaN,NaN,NaN,NaN,NaN, 7.0500000E+000, 3.0613315E-001
NaN,NaN,NaN,NaN,NaN, 7.1500000E+000, 2.6424261E-001
NaN,NaN,NaN,NaN,NaN, 7.2500000E+000, 2.3149023E-001
NaN,NaN,NaN,NaN,NaN, 7.3500000E+000, 2.0526611E-001
NaN,NaN,NaN,NaN,NaN, 7.4500000E+000, 1.7848822E-001
NaN,NaN,NaN,NaN,NaN, 7.5500000E+000, 1.5547584E-001
NaN,NaN,NaN,NaN,NaN, 7.6500000E+000, 1.3135692E-001
NaN,NaN,NaN,NaN,NaN, 7.7500000E+000, 1.1142875E-001
NaN,NaN,NaN,NaN,NaN, 7.8500000E+000, 9.2899578E-002
NaN,NaN,NaN,NaN,NaN, 7.9500000E+000, 7.3768113E-002
NaN,NaN,NaN,NaN,NaN, 8.0500000E+000, 5.8359420E-002
NaN,NaN,NaN,NaN,NaN, 8.1500000E+000, 4.6840149E-002
NaN,NaN,NaN,NaN,NaN, 8.2500000E+000, 3.8590029E-002
NaN,NaN,NaN,NaN,NaN, 8.3500000E+000, 3.1227893E-002
NaN,NaN,NaN,NaN,NaN, 8.4500000E+000, 2.5356359E-002
NaN,NaN,NaN,NaN,NaN, 8.5500000E+000, 2.0635841E-002
NaN,NaN,NaN,NaN,NaN, 8.6500000E+000, 1.6966515E-002
NaN,NaN,NaN,NaN,NaN, 8.7500000E+000, 1.3766269E-002
NaN,NaN,NaN,NaN,NaN, 8.8500000E+000, 1.1344019E-002
NaN,NaN,NaN,NaN,NaN, 8.9500000E+000, 9.3526843E-003
NaN,NaN,NaN,NaN,NaN, 9.0500000E+000, 7.4697239E-003
NaN,NaN,NaN,NaN,NaN, 9.1500000E+000, 6.2308774E-003
NaN,NaN,NaN,NaN,NaN, 9.2500000E+000, 5.1262137E-003
NaN,NaN,NaN,NaN,NaN, 9.3500000E+000, 4.2543247E-003
NaN,NaN,NaN,NaN,NaN, 9.4500000E+000, 3.5827559E-003
NaN,NaN,NaN,NaN,NaN, 9.5500000E+000, 2.9528787E-003
NaN,NaN,NaN,NaN,NaN, 9.6500000E+000, 2.4629097E-003
NaN,NaN,NaN,NaN,NaN, 9.7500000E+000, 2.0248329E-003
NaN,NaN,NaN,NaN,NaN, 9.8500000E+000, 1.7602658E-003
NaN,NaN,NaN,NaN,NaN, 9.9500000E+000, 1.0832747E-003
