m,C,m,kW/m2,kW/m2,m,kW
 6.5000000E+000, 9.3152281E+001,NaN,NaN,NaN, 1.7500000E+000, 2.5918488E-001
 7.0000000E+000, 8.5434387E+001,NaN,NaN,NaN, 1.8500000E+000, 2.1380455E-001
 7.4990000E+000, 8.0818910E+001,NaN,NaN,NaN, 1.9500000E+000, 1.7682863E-001
NaN,NaN,NaN,NaN,NaN, 2.0500000E+000, 1.4648260E-001
NaN,NaN,NaN,NaN,NaN, 2.1500000E+000, 1.2159488E-001
NaN,NaN,NaN,NaN,NaN, 2.2500000E+000, 1.0104679E-001
NaN,NaN,NaN,NaN,NaN, 2.3500000E+000, 8.4045206E-002
NaN,NaN,NaN,NaN,NaN, 2.4500000E+000, 6.9919875E-002
NaN,NaN,NaN,NaN,NaN, 2.5500000E+000, 5.8245696E-002
NaN,NaN,NaN,NaN,NaN, 2.6500000E+000, 4.8602817E-002
NaN,NaN,NaN,NaN,NaN, 2.7500000E+000, 4.0563234E-002
NaN,NaN,NaN,NaN,NaN, 2.8500000E+000, 3.3836977E-002
NaN,NaN,NaN,NaN,NaN, 2.9500000E+000, 2.8190006E-002
NaN,NaN,NaN,NaN,NaN, 3.0500000E+000, 2.3507537E-002
NaN,NaN,NaN,NaN,NaN, 3.1500000E+000, 1.9626981E-002
NaN,NaN,NaN,NaN,NaN, 3.2500000E+000, 1.6421474E-002
NaN,NaN,NaN,NaN,NaN, 3.3500000E+000, 1.3735148E-002
NaN,NaN,NaN,NaN,NaN, 3.4500000E+000, 1.1481868E-002
NaN,NaN,NaN,NaN,NaN, 3.5500000E+000, 9.5653354E-003
NaN,NaN,NaN,NaN,NaN, 3.6500000E+000, 7.9631476E-003
NaN,NaN,NaN,NaN,NaN, 3.7500000E+000, 6.6412656E-003
NaN,NaN,NaN,NaN,NaN, 3.8500000E+000, 5.5485769E-003
NaN,NaN,NaN,NaN,NaN, 3.9500000E+000, 4.6401166E-003
NaN,NaN,NaN,NaN,NaN, 4.0500000E+000, 3.8831785E-003
NaN,NaN,NaN,NaN,NaN, 4.1500000E+000, 3.2461509E-003
NaN,NaN,NaN,NaN,NaN, 4.2500000E+000, 2.7137830E-003
NaN,NaN,NaN,NaN,NaN, 4.3500000E+000, 2.2707241E-003
NaN,NaN,NaN,NaN,NaN, 4.4500000E+000, 1.8994873E-003
NaN,NaN,NaN,NaN,NaN, 4.5500000E+000, 1.5891448E-003
NaN,NaN,NaN,NaN,NaN, 4.6500000E+000, 1.3278876E-003
NaN,NaN,NaN,NaN,NaN, 4.7500000E+000, 1.1079050E-003
NaN,NaN,NaN,NaN,NaN, 4.8500000E+000, 9.2454033E-004
NaN,NaN,NaN,NaN,NaN, 4.9500000E+000, 7.7094214E-004
NaN,NaN,NaN,NaN,NaN, 5.0500000E+000, 6.4212788E-004
NaN,NaN,NaN,NaN,NaN, 5.1500000E+000, 5.3491602E-004
NaN,NaN,NaN,NaN,NaN, 5.2500000E+000, 4.4465566E-004
NaN,NaN,NaN,NaN,NaN, 5.3500000E+000, 3.6966693E-004
NaN,NaN,NaN,NaN,NaN, 5.4500000E+000, 3.0878559E-004
NaN,NaN,NaN,NaN,NaN, 5.5500000E+000, 2.5777868E-004
NaN,NaN,NaN,NaN,NaN, 5.6500000E+000, 2.1457665E-004
NaN,NaN,NaN,NaN,NaN, 5.7500000E+000, 1.7869963E-004
NaN,NaN,NaN,NaN,NaN, 5.8500000E+000, 1.4865001E-004
NaN,NaN,NaN,NaN,NaN, 5.9500000E+000, 1.2375639E-004
NaN,NaN,NaN,NaN,NaN, 6.0500000E+000, 1.0288888E-004
NaN,NaN,NaN,NaN,NaN, 6.1500000E+000, 8.5272517E-005
NaN,NaN,NaN,NaN,NaN, 6.2500000E+000, 7.0495666E-005
NaN,NaN,NaN,NaN,NaN, 6.3500000E+000, 5.8167343E-005
NaN,NaN,NaN,NaN,NaN, 6.4500000E+000, 4.7850761E-005
NaN,NaN,NaN,NaN,NaN, 6.5500000E+000, 3.9173432E-005
NaN,NaN,NaN,NaN,NaN, 6.6500000E+000, 3.2003458E-005
NaN,NaN,NaN,NaN,NaN, 6.7500000E+000, 2.6096408E-005
NaN,NaN,NaN,NaN,NaN, 6.8500000E+000, 2.1243207E-005
NaN,NaN,NaN,NaN,NaN, 6.9500000E+000, 1.7218249E-005
NaN,NaN,NaN,NaN,NaN, 7.0500000E+000, 1.3920736E-005
NaN,NaN,NaN,NaN,NaN, 7.1500000E+000, 1.1225969E-005
NaN,NaN,NaN,NaN,NaN, 7.2500000E+000, 9.0142994E-006
NaN,NaN,NaN,NaN,NaN, 7.3500000E+000, 7.2183843E-006
NaN,NaN,NaN,NaN,NaN, 7.4500000E+000, 5.7368285E-006
NaN,NaN,NaN,NaN,NaN, 7.5500000E+000, 4.5422227E-006
NaN,NaN,NaN,NaN,NaN, 7.6500000E+000, 3.5636170E-006
NaN,NaN,NaN,NaN,NaN, 7.7500000E+000, 2.7707065E-006
NaN,NaN,NaN,NaN,NaN, 7.8500000E+000, 2.1336386E-006
NaN,NaN,NaN,NaN,NaN, 7.9500000E+000, 1.6332702E-006
NaN,NaN,NaN,NaN,NaN, 8.0500000E+000, 1.2512912E-006
NaN,NaN,NaN,NaN,NaN, 8.1500000E+000, 9.5460778E-007
NaN,NaN,NaN,NaN,NaN, 8.2500000E+000, 7.2069636E-007
NaN,NaN,NaN,NaN,NaN, 8.3500000E+000, 5.3647485E-007
NaN,NaN,NaN,NaN,NaN, 8.4500000E+000, 3.9330770E-007
NaN,NaN,NaN,NaN,NaN, 8.5500000E+000, 2.8404054E-007
NaN,NaN,NaN,NaN,NaN, 8.6500000E+000, 2.0545883E-007
NaN,NaN,NaN,NaN,NaN, 8.7500000E+000, 1.4982270E-007
NaN,NaN,NaN,NaN,NaN, 8.8500000E+000, 1.0765374E-007
NaN,NaN,NaN,NaN,NaN, 8.9500000E+000, 7.5591596E-008
NaN,NaN,NaN,NaN,NaN, 9.0500000E+000, 5.2433652E-008
NaN,NaN,NaN,NaN,NaN, 9.1500000E+000, 3.6795834E-008
NaN,NaN,NaN,NaN,NaN, 9.2500000E+000, 2.6287447E-008
NaN,NaN,NaN,NaN,NaN, 9.3500000E+000, 1.8903178E-008
NaN,NaN,NaN,NaN,NaN, 9.4500000E+000, 1.3413124E-008
NaN,NaN,NaN,NaN,NaN, 9.5500000E+000, 9.4732615E-009
NaN,NaN,NaN,NaN,NaN, 9.6500000E+000, 6.9864850E-009
NaN,NaN,NaN,NaN,NaN, 9.7500000E+000, 5.5946467E-009
NaN,NaN,NaN,NaN,NaN, 9.8500000E+000, 4.2292568E-009
NaN,NaN,NaN,NaN,NaN, 9.9500000E+000, 2.1353098E-009
