s,[K],[mg],[W/g]
 6.0000000E+001, 3.0999330E+002, 5.0000000E+000, 3.1467154E-001
 6.1000000E+001, 3.1016827E+002, 5.0000000E+000, 4.1191361E-001
 6.2000000E+001, 3.1033619E+002, 5.0000000E+000, 3.4707612E-001
 6.3000000E+001, 3.1050241E+002, 5.0000000E+000, 3.5523003E-001
 6.4000000E+001, 3.1066331E+002, 5.0000000E+000, 3.2372212E-001
 6.5000000E+001, 3.1083015E+002, 5.0000000E+000, 3.2904375E-001
 6.6000000E+001, 3.1100295E+002, 5.0000000E+000, 3.7229124E-001
 6.7000000E+001, 3.1116835E+002, 5.0000000E+000, 3.8287066E-001
 6.8000000E+001, 3.1133242E+002, 5.0000000E+000, 3.3692105E-001
 6.9000000E+001, 3.1149872E+002, 5.0000000E+000, 3.4468185E-001
 7.0000000E+001, 3.1166945E+002, 5.0000000E+000, 3.3222117E-001
 7.1000000E+001, 3.1183087E+002, 5.0000000E+000, 3.6353149E-001
 7.2000000E+001, 3.1200020E+002, 5.0000000E+000, 3.5616972E-001
 7.3000000E+001, 3.1216572E+002, 5.0000000E+000, 3.6748771E-001
 7.4000000E+001, 3.1233770E+002, 5.0000000E+000, 3.4931564E-001
 7.5000000E+001, 3.1249825E+002, 5.0000000E+000, 3.1944638E-001
 7.6100000E+001, 3.1267342E+002, 5.0000000E+000, 3.5166903E-001
 7.7100000E+001, 3.1284842E+002, 5.0000000E+000, 3.8255322E-001
 7.8100000E+001, 3.1301243E+002, 5.0000000E+000, 3.3687292E-001
 7.9100000E+001, 3.1317872E+002, 5.0000000E+000, 3.4467456E-001
 8.0100000E+001, 3.1334945E+002, 5.0000000E+000, 3.3222006E-001
 8.1100000E+001, 3.1351087E+002, 5.0000000E+000, 3.6353133E-001
 8.2100000E+001, 3.1368020E+002, 5.0000000E+000, 3.5616970E-001
 8.3100000E+001, 3.1384572E+002, 5.0000000E+000, 3.6748770E-001
 8.4100000E+001, 3.1401770E+002, 5.0000000E+000, 3.4931564E-001
 8.5100000E+001, 3.1417825E+002, 5.0000000E+000, 3.1944638E-001
 8.6100000E+001, 3.1434541E+002, 5.0000000E+000, 3.2328029E-001
 8.7100000E+001, 3.1451043E+002, 5.0000000E+000, 4.0205851E-001
 8.8100000E+001, 3.1468424E+002, 5.0000000E+000, 3.7424541E-001
 8.9100000E+001, 3.1484779E+002, 5.0000000E+000, 3.3068551E-001
 9.0100000E+001, 3.1501456E+002, 5.0000000E+000, 3.3627670E-001
 9.1100000E+001, 3.1517330E+002, 5.0000000E+000, 3.1467154E-001
 9.2100000E+001, 3.1534827E+002, 5.0000000E+000, 4.1191361E-001
 9.3100000E+001, 3.1551619E+002, 5.0000000E+000, 3.4707612E-001
 9.4100000E+001, 3.1568241E+002, 5.0000000E+000, 3.5523003E-001
 9.5100000E+001, 3.1584331E+002, 5.0000000E+000, 3.2372212E-001
 9.6100000E+001, 3.1601015E+002, 5.0000000E+000, 3.2904375E-001
 9.7100000E+001, 3.1618295E+002, 5.0000000E+000, 3.7229124E-001
 9.8100000E+001, 3.1634835E+002, 5.0000000E+000, 3.8287066E-001
 9.9100000E+001, 3.1651242E+002, 5.0000000E+000, 3.3692105E-001
 1.0010000E+002, 3.1667872E+002, 5.0000000E+000, 3.4468185E-001
 1.0110000E+002, 3.1684945E+002, 5.0000000E+000, 3.3222117E-001
 1.0210000E+002, 3.1701087E+002, 5.0000000E+000, 3.6353149E-001
 1.0310000E+002, 3.1718020E+002, 5.0000000E+000, 3.5616972E-001
 1.0410000E+002, 3.1734572E+002, 5.0000000E+000, 3.6748771E-001
 1.0510000E+002, 3.1751770E+002, 5.0000000E+000, 3.4931564E-001
 1.0610000E+002, 3.1767825E+002, 5.0000000E+000, 3.1944638E-001
 1.0710000E+002, 3.1784541E+002, 5.0000000E+000, 3.2328029E-001
 1.0810000E+002, 3.1801043E+002, 5.0000000E+000, 4.0205851E-001
 1.0910000E+002, 3.1818424E+002, 5.0000000E+000, 3.7424541E-001
 1.1010000E+002, 3.1834779E+002, 5.0000000E+000, 3.3068551E-001
 1.1110000E+002, 3.1851456E+002, 5.0000000E+000, 3.3627670E-001
 1.1210000E+002, 3.1867330E+002, 5.0000000E+000, 3.1467154E-001
 1.1310000E+002, 3.1884827E+002, 5.0000000E+000, 4.1191361E-001
 1.1410000E+002, 3.1901619E+002, 5.0000000E+000, 3.4707612E-001
 1.1510000E+002, 3.1918241E+002, 5.0000000E+000, 3.5523003E-001
 1.1610000E+002, 3.1934331E+002, 5.0000000E+000, 3.2372212E-001
 1.1710000E+002, 3.1951015E+002, 5.0000000E+000, 3.2904375E-001
 1.1810000E+002, 3.1968295E+002, 5.0000000E+000, 3.7229124E-001
 1.1910000E+002, 3.1984835E+002, 5.0000000E+000, 3.8287066E-001
 1.2010000E+002, 3.2001242E+002, 5.0000000E+000, 3.3692105E-001
 1.2110000E+002, 3.2017872E+002, 5.0000000E+000, 3.4468185E-001
 1.2210000E+002, 3.2034945E+002, 5.0000000E+000, 3.3222117E-001
 1.2310000E+002, 3.2051087E+002, 5.0000000E+000, 3.6353149E-001
 1.2410000E+002, 3.2068020E+002, 5.0000000E+000, 3.5616972E-001
 1.2510000E+002, 3.2084572E+002, 5.0000000E+000, 3.6748771E-001
 1.2610000E+002, 3.2101770E+002, 5.0000000E+000, 3.4931565E-001
 1.2710000E+002, 3.2117825E+002, 5.0000000E+000, 3.1944638E-001
 1.2810000E+002, 3.2134541E+002, 5.0000000E+000, 3.2328029E-001
 1.2910000E+002, 3.2151043E+002, 5.0000000E+000, 4.0205851E-001
 1.3010000E+002, 3.2168424E+002, 5.0000000E+000, 3.7424541E-001
 1.3110000E+002, 3.2184779E+002, 5.0000000E+000, 3.3068551E-001
 1.3210000E+002, 3.2201456E+002, 5.0000000E+000, 3.3627670E-001
 1.3310000E+002, 3.2217330E+002, 5.0000000E+000, 3.1467154E-001
 1.3410000E+002, 3.2234827E+002, 5.0000000E+000, 4.1191361E-001
 1.3510000E+002, 3.2251619E+002, 5.0000000E+000, 3.4707612E-001
 1.3610000E+002, 3.2268241E+002, 5.0000000E+000, 3.5523003E-001
 1.3710000E+002, 3.2284331E+002, 5.0000000E+000, 3.2372212E-001
 1.3810000E+002, 3.2301015E+002, 5.0000000E+000, 3.2904375E-001
 1.3910000E+002, 3.2318295E+002, 5.0000000E+000, 3.7229124E-001
 1.4010000E+002, 3.2334835E+002, 5.0000000E+000, 3.8287066E-001
 1.4110000E+002, 3.2351242E+002, 5.0000000E+000, 3.3692105E-001
 1.4210000E+002, 3.2367872E+002, 5.0000000E+000, 3.4468185E-001
 1.4310000E+002, 3.2384945E+002, 5.0000000E+000, 3.3222117E-001
 1.4410000E+002, 3.2401087E+002, 5.0000000E+000, 3.6353149E-001
 1.4510000E+002, 3.2418020E+002, 5.0000000E+000, 3.5616972E-001
 1.4610000E+002, 3.2434572E+002, 5.0000000E+000, 3.6748771E-001
 1.4710000E+002, 3.2451770E+002, 5.0000000E+000, 3.4931565E-001
 1.4810000E+002, 3.2467825E+002, 5.0000000E+000, 3.1944638E-001
 1.4910000E+002, 3.2484541E+002, 5.0000000E+000, 3.2328029E-001
 1.5010000E+002, 3.2501043E+002, 5.0000000E+000, 4.0205851E-001
 1.5110000E+002, 3.2518424E+002, 5.0000000E+000, 3.7424541E-001
 1.5210000E+002, 3.2534779E+002, 5.0000000E+000, 3.3068551E-001
 1.5310000E+002, 3.2551456E+002, 5.0000000E+000, 3.3627670E-001
 1.5410000E+002, 3.2567330E+002, 5.0000000E+000, 3.1467155E-001
 1.5510000E+002, 3.2584827E+002, 5.0000000E+000, 4.1191361E-001
 1.5610000E+002, 3.2601619E+002, 5.0000000E+000, 3.4707612E-001
 1.5710000E+002, 3.2618241E+002, 5.0000000E+000, 3.5523003E-001
 1.5810000E+002, 3.2634331E+002, 5.0000000E+000, 3.2372212E-001
 1.5910000E+002, 3.2651015E+002, 5.0000000E+000, 3.2904375E-001
 1.6010000E+002, 3.2668295E+002, 5.0000000E+000, 3.7229124E-001
 1.6110000E+002, 3.2684835E+002, 5.0000000E+000, 3.8287066E-001
 1.6210000E+002, 3.2701242E+002, 5.0000000E+000, 3.3692105E-001
 1.6310000E+002, 3.2717872E+002, 5.0000000E+000, 3.4468185E-001
 1.6410000E+002, 3.2734945E+002, 5.0000000E+000, 3.3222117E-001
 1.6510000E+002, 3.2751087E+002, 5.0000000E+000, 3.6353150E-001
 1.6610000E+002, 3.2768020E+002, 5.0000000E+000, 3.5616973E-001
 1.6710000E+002, 3.2784572E+002, 5.0000000E+000, 3.6748771E-001
 1.6810000E+002, 3.2801770E+002, 5.0000000E+000, 3.4931565E-001
 1.6910000E+002, 3.2817825E+002, 5.0000000E+000, 3.1944638E-001
 1.7010000E+002, 3.2834541E+002, 5.0000000E+000, 3.2328029E-001
 1.7110000E+002, 3.2851043E+002, 5.0000000E+000, 4.0205851E-001
 1.7210000E+002, 3.2868424E+002, 5.0000000E+000, 3.7424541E-001
 1.7310000E+002, 3.2884779E+002, 5.0000000E+000, 3.3068551E-001
 1.7410000E+002, 3.2901456E+002, 5.0000000E+000, 3.3627670E-001
 1.7510000E+002, 3.2917330E+002, 5.0000000E+000, 3.1467155E-001
 1.7610000E+002, 3.2934827E+002, 5.0000000E+000, 4.1191362E-001
 1.7710000E+002, 3.2951619E+002, 5.0000000E+000, 3.4707612E-001
 1.7810000E+002, 3.2968241E+002, 5.0000000E+000, 3.5523003E-001
 1.7910000E+002, 3.2984331E+002, 5.0000000E+000, 3.2372213E-001
 1.8010000E+002, 3.3001015E+002, 5.0000000E+000, 3.2904375E-001
 1.8110000E+002, 3.3018295E+002, 5.0000000E+000, 3.7229124E-001
 1.8210000E+002, 3.3034835E+002, 5.0000000E+000, 3.8287067E-001
 1.8310000E+002, 3.3051242E+002, 5.0000000E+000, 3.3692105E-001
 1.8410000E+002, 3.3067872E+002, 5.0000000E+000, 3.4468186E-001
 1.8510000E+002, 3.3084945E+002, 5.0000000E+000, 3.3222117E-001
 1.8610000E+002, 3.3101087E+002, 5.0000000E+000, 3.6353150E-001
 1.8710000E+002, 3.3118020E+002, 5.0000000E+000, 3.5616973E-001
 1.8810000E+002, 3.3134572E+002, 5.0000000E+000, 3.6748771E-001
 1.8910000E+002, 3.3151770E+002, 5.0000000E+000, 3.4931565E-001
 1.9010000E+002, 3.3167825E+002, 5.0000000E+000, 3.1944638E-001
 1.9110000E+002, 3.3184541E+002, 5.0000000E+000, 3.2328029E-001
 1.9210000E+002, 3.3201043E+002, 5.0000000E+000, 4.0205852E-001
 1.9310000E+002, 3.3218424E+002, 5.0000000E+000, 3.7424541E-001
 1.9410000E+002, 3.3234779E+002, 5.0000000E+000, 3.3068552E-001
 1.9510000E+002, 3.3251456E+002, 5.0000000E+000, 3.3627670E-001
 1.9610000E+002, 3.3267330E+002, 5.0000000E+000, 3.1467155E-001
 1.9710000E+002, 3.3284827E+002, 5.0000000E+000, 4.1191362E-001
 1.9810000E+002, 3.3301619E+002, 5.0000000E+000, 3.4707612E-001
 1.9910000E+002, 3.3318241E+002, 5.0000000E+000, 3.5523004E-001
 2.0010000E+002, 3.3334331E+002, 5.0000000E+000, 3.2372213E-001
 2.0110000E+002, 3.3351015E+002, 5.0000000E+000, 3.2904376E-001
 2.0210000E+002, 3.3368295E+002, 5.0000000E+000, 3.7229124E-001
 2.0310000E+002, 3.3384835E+002, 5.0000000E+000, 3.8287067E-001
 2.0410000E+002, 3.3401242E+002, 5.0000000E+000, 3.3692106E-001
 2.0510000E+002, 3.3417872E+002, 5.0000000E+000, 3.4468186E-001
 2.0610000E+002, 3.3434945E+002, 5.0000000E+000, 3.3222117E-001
 2.0710000E+002, 3.3451087E+002, 5.0000000E+000, 3.6353150E-001
 2.0810000E+002, 3.3468020E+002, 5.0000000E+000, 3.5616973E-001
 2.0910000E+002, 3.3484572E+002, 5.0000000E+000, 3.6748771E-001
 2.1010000E+002, 3.3501770E+002, 5.0000000E+000, 3.4931565E-001
 2.1110000E+002, 3.3517825E+002, 5.0000000E+000, 3.1944639E-001
 2.1210000E+002, 3.3534541E+002, 5.0000000E+000, 3.2328030E-001
 2.1310000E+002, 3.3551043E+002, 5.0000000E+000, 4.0205852E-001
 2.1410000E+002, 3.3568424E+002, 5.0000000E+000, 3.7424541E-001
 2.1510000E+002, 3.3584779E+002, 5.0000000E+000, 3.3068552E-001
 2.1610000E+002, 3.3601456E+002, 5.0000000E+000, 3.3627671E-001
 2.1710000E+002, 3.3617330E+002, 5.0000000E+000, 3.1467155E-001
 2.1810000E+002, 3.3634827E+002, 5.0000000E+000, 4.1191362E-001
 2.1910000E+002, 3.3651619E+002, 5.0000000E+000, 3.4707613E-001
 2.2010000E+002, 3.3668241E+002, 5.0000000E+000, 3.5523004E-001
 2.2110000E+002, 3.3684331E+002, 5.0000000E+000, 3.2372213E-001
 2.2210000E+002, 3.3701015E+002, 5.0000000E+000, 3.2904376E-001
 2.2310000E+002, 3.3718295E+002, 5.0000000E+000, 3.7229125E-001
 2.2410000E+002, 3.3734835E+002, 5.0000000E+000, 3.8287067E-001
 2.2510000E+002, 3.3751242E+002, 5.0000000E+000, 3.3692106E-001
 2.2610000E+002, 3.3767872E+002, 5.0000000E+000, 3.4468187E-001
 2.2710000E+002, 3.3784945E+002, 5.0000000E+000, 3.3222118E-001
 2.2810000E+002, 3.3801087E+002, 5.0000000E+000, 3.6353151E-001
 2.2910000E+002, 3.3818020E+002, 5.0000000E+000, 3.5616974E-001
 2.3010000E+002, 3.3834572E+002, 5.0000000E+000, 3.6748772E-001
 2.3110000E+002, 3.3851770E+002, 5.0000000E+000, 3.4931566E-001
 2.3210000E+002, 3.3867825E+002, 5.0000000E+000, 3.1944640E-001
 2.3310000E+002, 3.3884541E+002, 5.0000000E+000, 3.2328030E-001
 2.3410000E+002, 3.3901043E+002, 5.0000000E+000, 4.0205853E-001
 2.3510000E+002, 3.3918424E+002, 5.0000000E+000, 3.7424542E-001
 2.3610000E+002, 3.3934779E+002, 5.0000000E+000, 3.3068553E-001
 2.3710000E+002, 3.3951456E+002, 5.0000000E+000, 3.3627671E-001
 2.3810000E+002, 3.3967330E+002, 5.0000000E+000, 3.1467156E-001
 2.3910000E+002, 3.3984827E+002, 5.0000000E+000, 4.1191363E-001
 2.4010000E+002, 3.4001619E+002, 5.0000000E+000, 3.4707614E-001
 2.4110000E+002, 3.4018241E+002, 5.0000000E+000, 3.5523005E-001
 2.4210000E+002, 3.4034331E+002, 5.0000000E+000, 3.2372214E-001
 2.4310000E+002, 3.4051015E+002, 5.0000000E+000, 3.2904377E-001
 2.4410000E+002, 3.4068295E+002, 5.0000000E+000, 3.7229126E-001
 2.4510000E+002, 3.4084835E+002, 5.0000000E+000, 3.8287069E-001
 2.4610000E+002, 3.4101242E+002, 5.0000000E+000, 3.3692107E-001
 2.4710000E+002, 3.4117872E+002, 5.0000000E+000, 3.4468188E-001
 2.4810000E+002, 3.4134945E+002, 5.0000000E+000, 3.3222119E-001
 2.4910000E+002, 3.4151087E+002, 5.0000000E+000, 3.6353152E-001
 2.5010000E+002, 3.4168020E+002, 5.0000000E+000, 3.5616975E-001
 2.5110000E+002, 3.4184572E+002, 5.0000000E+000, 3.6748773E-001
 2.5210000E+002, 3.4201770E+002, 5.0000000E+000, 3.4931567E-001
 2.5310000E+002, 3.4217825E+002, 5.0000000E+000, 3.1944641E-001
 2.5410000E+002, 3.4234541E+002, 5.0000000E+000, 3.2328032E-001
 2.5510000E+002, 3.4251043E+002, 5.0000000E+000, 4.0205854E-001
 2.5610000E+002, 3.4268424E+002, 5.0000000E+000, 3.7424544E-001
 2.5710000E+002, 3.4284779E+002, 5.0000000E+000, 3.3068554E-001
 2.5810000E+002, 3.4301456E+002, 5.0000000E+000, 3.3627673E-001
 2.5910000E+002, 3.4317330E+002, 5.0000000E+000, 3.1467158E-001
 2.6010000E+002, 3.4334827E+002, 5.0000000E+000, 4.1191365E-001
 2.6110000E+002, 3.4351619E+002, 5.0000000E+000, 3.4707616E-001
 2.6210000E+002, 3.4368241E+002, 5.0000000E+000, 3.5523007E-001
 2.6310000E+002, 3.4384331E+002, 5.0000000E+000, 3.2372216E-001
 2.6410000E+002, 3.4401015E+002, 5.0000000E+000, 3.2904379E-001
 2.6510000E+002, 3.4418295E+002, 5.0000000E+000, 3.7229128E-001
 2.6610000E+002, 3.4434835E+002, 5.0000000E+000, 3.8287070E-001
 2.6710000E+002, 3.4451242E+002, 5.0000000E+000, 3.3692109E-001
 2.6810000E+002, 3.4467872E+002, 5.0000000E+000, 3.4468190E-001
 2.6910000E+002, 3.4484945E+002, 5.0000000E+000, 3.3222121E-001
 2.7010000E+002, 3.4501087E+002, 5.0000000E+000, 3.6353154E-001
 2.7110000E+002, 3.4518020E+002, 5.0000000E+000, 3.5616977E-001
 2.7210000E+002, 3.4534572E+002, 5.0000000E+000, 3.6748776E-001
 2.7310000E+002, 3.4551770E+002, 5.0000000E+000, 3.4931570E-001
 2.7410000E+002, 3.4567825E+002, 5.0000000E+000, 3.1944643E-001
 2.7510000E+002, 3.4584541E+002, 5.0000000E+000, 3.2328034E-001
 2.7610000E+002, 3.4601043E+002, 5.0000000E+000, 4.0205857E-001
 2.7710000E+002, 3.4618424E+002, 5.0000000E+000, 3.7424546E-001
 2.7810000E+002, 3.4634779E+002, 5.0000000E+000, 3.3068557E-001
 2.7910000E+002, 3.4651456E+002, 5.0000000E+000, 3.3627676E-001
 2.8010000E+002, 3.4667330E+002, 5.0000000E+000, 3.1467161E-001
 2.8110000E+002, 3.4684827E+002, 5.0000000E+000, 4.1191368E-001
 2.8210000E+002, 3.4701619E+002, 5.0000000E+000, 3.4707618E-001
 2.8310000E+002, 3.4718241E+002, 5.0000000E+000, 3.5523010E-001
 2.8410000E+002, 3.4734331E+002, 5.0000000E+000, 3.2372219E-001
 2.8510000E+002, 3.4751015E+002, 5.0000000E+000, 3.2904382E-001
 2.8610000E+002, 3.4768295E+002, 5.0000000E+000, 3.7229131E-001
 2.8710000E+002, 3.4784835E+002, 5.0000000E+000, 3.8287074E-001
 2.8810000E+002, 3.4801242E+002, 5.0000000E+000, 3.3692113E-001
 2.8910000E+002, 3.4817872E+002, 5.0000000E+000, 3.4468193E-001
 2.9010000E+002, 3.4834945E+002, 5.0000000E+000, 3.3222125E-001
 2.9110000E+002, 3.4851087E+002, 5.0000000E+000, 3.6353158E-001
 2.9210000E+002, 3.4868020E+002, 5.0000000E+000, 3.5616981E-001
 2.9310000E+002, 3.4884572E+002, 5.0000000E+000, 3.6748779E-001
 2.9410000E+002, 3.4901770E+002, 4.9999999E+000, 3.4931574E-001
 2.9510000E+002, 3.4917825E+002, 4.9999999E+000, 3.1944647E-001
 2.9610000E+002, 3.4934541E+002, 4.9999999E+000, 3.2328038E-001
 2.9710000E+002, 3.4951043E+002, 4.9999999E+000, 4.0205861E-001
 2.9810000E+002, 3.4968424E+002, 4.9999999E+000, 3.7424551E-001
 2.9910000E+002, 3.4984779E+002, 4.9999999E+000, 3.3068562E-001
 3.0010000E+002, 3.5001456E+002, 4.9999999E+000, 3.3627680E-001
 3.0110000E+002, 3.5017330E+002, 4.9999999E+000, 3.1467165E-001
 3.0200000E+002, 3.5033890E+002, 4.9999999E+000, 3.9816879E-001
 3.0300000E+002, 3.5049982E+002, 4.9999999E+000, 3.5790384E-001
 3.0400000E+002, 3.5066566E+002, 4.9999999E+000, 3.6775069E-001
 3.0500000E+002, 3.5083769E+002, 4.9999999E+000, 3.4935562E-001
 3.0600000E+002, 3.5099825E+002, 4.9999999E+000, 3.1945255E-001
 3.0700000E+002, 3.5116541E+002, 4.9999999E+000, 3.2328133E-001
 3.0800000E+002, 3.5133043E+002, 4.9999999E+000, 4.0205878E-001
 3.0900000E+002, 3.5150424E+002, 4.9999999E+000, 3.7424556E-001
 3.1000000E+002, 3.5166779E+002, 4.9999999E+000, 3.3068565E-001
 3.1100000E+002, 3.5183456E+002, 4.9999999E+000, 3.3627684E-001
 3.1200000E+002, 3.5199330E+002, 4.9999999E+000, 3.1467169E-001
 3.1300000E+002, 3.5216827E+002, 4.9999999E+000, 4.1191376E-001
 3.1400000E+002, 3.5233619E+002, 4.9999999E+000, 3.4707627E-001
 3.1500000E+002, 3.5250241E+002, 4.9999999E+000, 3.5523019E-001
 3.1600000E+002, 3.5266331E+002, 4.9999999E+000, 3.2372228E-001
 3.1700000E+002, 3.5283015E+002, 4.9999999E+000, 3.2904392E-001
 3.1800000E+002, 3.5300295E+002, 4.9999999E+000, 3.7229141E-001
 3.1900000E+002, 3.5316835E+002, 4.9999999E+000, 3.8287084E-001
 3.2000000E+002, 3.5333242E+002, 4.9999999E+000, 3.3692123E-001
 3.2100000E+002, 3.5349872E+002, 4.9999999E+000, 3.4468204E-001
 3.2200000E+002, 3.5366945E+002, 4.9999999E+000, 3.3222136E-001
 3.2300000E+002, 3.5383087E+002, 4.9999999E+000, 3.6353169E-001
 3.2400000E+002, 3.5400020E+002, 4.9999999E+000, 3.5616992E-001
 3.2500000E+002, 3.5416572E+002, 4.9999999E+000, 3.6748791E-001
 3.2600000E+002, 3.5433770E+002, 4.9999999E+000, 3.4931586E-001
 3.2700000E+002, 3.5449825E+002, 4.9999999E+000, 3.1944660E-001
 3.2800000E+002, 3.5466541E+002, 4.9999999E+000, 3.2328051E-001
 3.2900000E+002, 3.5483043E+002, 4.9999999E+000, 4.0205874E-001
 3.3000000E+002, 3.5500424E+002, 4.9999999E+000, 3.7424564E-001
 3.3100000E+002, 3.5516779E+002, 4.9999999E+000, 3.3068575E-001
 3.3200000E+002, 3.5533456E+002, 4.9999999E+000, 3.3627694E-001
 3.3300000E+002, 3.5549330E+002, 4.9999999E+000, 3.1467180E-001
 3.3400000E+002, 3.5566827E+002, 4.9999998E+000, 4.1191387E-001
 3.3500000E+002, 3.5583619E+002, 4.9999998E+000, 3.4707638E-001
 3.3600000E+002, 3.5600241E+002, 4.9999998E+000, 3.5523030E-001
 3.3700000E+002, 3.5616331E+002, 4.9999998E+000, 3.2372240E-001
 3.3800000E+002, 3.5633015E+002, 4.9999998E+000, 3.2904404E-001
 3.3900000E+002, 3.5650295E+002, 4.9999998E+000, 3.7229153E-001
 3.4000000E+002, 3.5666835E+002, 4.9999998E+000, 3.8287096E-001
 3.4100000E+002, 3.5683242E+002, 4.9999998E+000, 3.3692136E-001
 3.4200000E+002, 3.5699872E+002, 4.9999998E+000, 3.4468217E-001
 3.4300000E+002, 3.5716945E+002, 4.9999998E+000, 3.3222149E-001
 3.4400000E+002, 3.5733087E+002, 4.9999998E+000, 3.6353183E-001
 3.4500000E+002, 3.5750020E+002, 4.9999998E+000, 3.5617007E-001
 3.4600000E+002, 3.5766572E+002, 4.9999998E+000, 3.6748806E-001
 3.4700000E+002, 3.5783770E+002, 4.9999998E+000, 3.4931600E-001
