s,C,C,C
2640,483.0,373.4,320.2
2660,482.6,375.5,321.4
2680,478.3,372.7,320.2
2700,485.1,375.0,322.5
2720,489.5,374.1,323.4
2740,487.2,372.4,324.2
2760,489.0,370.7,323.7
2780,485.5,372.5,325.7
2800,487.4,373.8,326.3
2820,493.7,376.7,327.0
2840,492.0,372.4,325.9
2860,490.2,375.3,326.8
2880,482.4,372.5,324.8
2900,469.1,369.5,325.6
2920,466.5,365.2,323.2
2940,474.7,369.8,326.5
2960,484.8,372.5,327.2
2980,485.7,376.1,328.9
3000,476.1,371.2,324.7
3020,479.7,369.4,325.8
3040,479.7,370.2,327.3
3060,479.3,374.2,332.3
3080,475.1,369.7,327.7
3100,486.4,372.9,328.1
3120,499.9,376.6,327.1
3140,503.7,385.2,329.3
3160,495.4,376.4,324.0
3180,489.6,375.2,324.1
3200,491.0,375.5,324.5
3220,498.2,379.9,329.5
3240,503.2,383.1,328.1
3260,502.4,384.5,327.9
3280,501.1,385.9,327.7
3300,504.0,386.0,329.2
3320,512.3,389.8,332.7
3340,507.9,391.7,335.3
3360,496.4,387.4,330.8
3380,493.2,389.4,333.7
3400,496.4,386.5,333.4
3420,501.7,384.6,331.5
3440,491.7,377.1,330.8
3460,486.8,378.2,330.1
3480,475.9,371.1,328.3
3500,479.3,376.4,330.3
3520,482.6,380.1,329.8
3540,481.7,380.7,328.2
3560,484.2,380.9,326.4
3580,487.4,380.2,328.7
3600,485.1,378.0,326.4
3620,488.3,379.6,329.0
3640,479.2,374.5,328.8
3660,476.0,372.1,326.5
3680,480.2,369.3,325.7
3700,488.0,372.7,326.7
3720,488.9,371.3,326.0
3740,495.0,368.1,326.8
3760,495.3,368.9,325.7
3780,492.3,365.5,325.4
3800,488.7,365.4,323.4
3820,493.7,369.1,323.8
3840,491.6,367.4,322.0
3860,497.4,369.5,322.7
3880,497.1,368.7,322.6
3900,490.2,367.8,324.1
3920,484.9,367.1,324.8
3940,476.8,363.2,322.6
3960,471.0,361.8,323.4
3980,469.3,365.0,324.4
4000,457.4,361.4,324.1
4020,461.0,360.3,324.2
4040,460.0,357.2,322.7
4060,455.1,355.6,321.9
4080,464.2,359.4,322.8
4100,473.4,368.2,325.1
4120,473.0,367.2,323.8
4140,490.1,376.2,325.2
4160,506.4,381.6,328.5
4180,518.1,388.8,330.1
4200,517.1,390.8,329.6
4220,513.6,394.7,332.0
4240,527.0,400.0,335.5
4260,524.9,402.5,335.0
4280,530.3,404.8,336.3
4300,531.7,402.6,336.8
4320,516.3,392.1,331.7
4340,519.6,398.5,334.3
4360,519.3,391.9,333.5
4380,518.2,392.2,333.6
4400,527.2,386.7,332.8
4420,521.7,383.2,330.3
4440,506.8,372.3,324.1
4460,508.9,374.4,320.0
4480,510.3,380.1,321.8
4500,508.8,377.0,321.1
4520,519.3,381.6,322.6
4540,524.3,385.6,323.7
4560,515.1,376.7,320.6
4580,511.7,378.0,319.7
4600,517.2,382.7,323.4
4620,510.6,381.0,324.1
4640,517.8,382.2,325.4
4660,529.5,385.9,327.7
4680,535.2,384.5,328.6
4700,534.2,381.2,326.8
4720,544.9,387.7,330.4
4740,543.4,385.4,329.8
4760,543.7,384.5,327.8
4780,549.9,389.1,330.5
4800,547.8,387.9,327.4
4820,539.4,381.3,321.6
4840,537.4,377.0,321.2
4860,539.9,384.1,325.9
4880,544.1,386.1,328.7
4900,534.0,384.5,328.0
4920,533.2,384.3,328.4
4940,523.7,384.3,328.9
4960,521.1,384.9,330.6
4980,514.2,386.9,329.8
5000,512.2,389.0,332.1
5020,504.5,382.1,325.8
5040,502.1,383.4,325.8
5060,502.4,383.9,327.5
5080,487.8,379.4,324.9
5100,486.1,379.7,325.2
5120,483.5,378.5,324.1
5140,481.6,373.1,318.0
5160,479.0,373.2,316.7
5180,480.2,375.9,318.0
5200,481.5,375.2,319.2
5220,477.7,367.0,317.6
5240,482.4,370.1,319.2
5260,484.5,369.7,318.2
5280,486.2,373.8,319.4
5300,491.5,373.8,320.0
5320,468.0,363.5,314.3
5340,442.6,349.7,306.6
5360,421.9,338.9,302.8
5380,389.8,322.1,294.8
5400,359.5,302.6,289.5
5420,332.9,288.9,288.4
5440,319.3,280.0,287.9
5460,302.4,274.4,286.2
5480,280.3,266.1,286.9
5500,248.3,266.0,286.8
5520,239.1,265.2,285.8
5540,241.6,267.0,286.3
5560,248.5,269.6,287.6
5580,250.3,277.7,289.6
5600,249.8,278.4,290.3
5620,249.3,285.0,289.7
5640,248.7,286.5,289.5
5660,250.6,286.4,289.3
5680,258.7,291.3,290.6
5700,267.6,296.5,292.0
5720,275.3,301.4,295.9
5740,285.3,300.2,295.8
5760,287.3,300.8,295.4
5780,282.6,301.0,294.1
5800,280.2,295.5,289.8
5820,292.6,301.1,293.3
5840,290.2,298.8,293.0
5860,298.4,303.1,297.1
5880,302.4,308.1,298.3
5900,294.8,302.8,295.7
5920,290.0,300.5,297.5
5940,292.6,302.4,299.3
5960,279.5,303.4,300.3
5980,277.6,302.6,300.1
6000,292.0,312.4,305.5
6020,298.8,318.3,306.8
6040,289.7,314.0,306.0
6060,296.1,320.2,310.6
6080,289.0,318.1,311.3
6100,286.1,314.4,309.0
6120,291.0,320.3,312.6
6140,282.6,313.6,308.6
6160,271.5,300.1,303.5
6180,266.6,298.0,299.9
6200,267.0,295.0,297.0
6220,251.8,282.4,289.9
6240,243.7,272.7,287.6
6260,236.5,267.4,284.9
6280,228.3,262.8,281.5
6300,216.8,259.3,277.2
6320,209.7,259.1,276.8
6340,208.6,259.6,276.8
6360,208.3,258.2,273.8
6380,208.2,258.1,273.6
6400,206.3,256.7,272.5
6420,203.8,255.8,270.7
6440,202.2,255.7,271.9
6460,204.1,255.8,271.4
6480,202.8,255.8,270.4
6500,204.2,255.5,269.8
6520,205.0,255.5,270.4
6540,201.8,254.8,269.6
6560,201.5,253.0,268.5
6580,200.5,251.5,268.5
6600,200.1,251.7,268.4
6620,200.1,251.5,267.7
6640,199.1,251.4,267.7
6660,198.9,251.8,267.2
6680,196.0,252.6,267.6
6700,196.9,253.3,268.7
6720,198.2,253.2,269.5
6740,198.7,254.1,270.0
6760,198.6,254.0,269.3
6780,197.3,253.4,269.5
6800,195.3,255.0,270.0
6820,194.9,254.7,270.2
6840,195.9,255.1,271.5
6860,195.0,255.6,271.9
6880,195.8,256.1,272.8
6900,196.6,255.5,273.6
6920,195.1,255.5,273.9
6940,194.8,255.4,273.3
6960,193.9,254.9,272.9
6980,194.6,255.7,274.1
7000,196.1,256.9,274.1
7020,195.4,256.2,273.3
7040,192.8,254.2,271.6
7060,191.9,252.4,270.0
7080,193.9,251.9,269.4
7100,192.9,251.1,268.8
7120,191.0,249.1,266.1
7140,189.9,243.8,260.0
7160,187.2,238.6,252.9
7180,183.5,232.4,245.7
7200,178.5,226.1,237.9
7220,173.0,219.4,230.8
7240,166.4,212.4,223.6
7260,160.9,205.2,216.9
7280,154.3,197.4,208.6
7300,148.4,188.6,200.4
7320,139.6,180.3,191.3
7340,133.0,172.8,183.3
7360,126.2,168.4,179.1
7380,120.1,164.8,175.9
7400,114.9,160.7,172.7
7420,112.0,158.3,171.0
7440,110.8,156.1,169.3
7460,109.9,154.4,167.5
7480,107.7,152.7,165.5
7500,105.3,151.8,163.5
