s,C,C,C,m/s,m/s,C,C,C,
 1.200E+002, 2.289E+002, 5.166E+002, 3.762E+001, 1.553E+000, 7.467E+000, 3.808E+001, 4.938E+001, 8.850E+001, 2.400E+001
 1.300E+002, 2.117E+002, 5.197E+002, 3.308E+001, 1.718E+000, 7.285E+000, 4.029E+001, 5.234E+001, 8.862E+001, 2.600E+001
 1.400E+002, 2.257E+002, 5.267E+002, 3.476E+001, 1.637E+000, 7.565E+000, 4.244E+001, 5.512E+001, 8.871E+001, 3.400E+001
 1.500E+002, 1.817E+002, 5.002E+002, 3.739E+001, 1.303E+000, 6.131E+000, 4.396E+001, 5.682E+001, 8.542E+001, 3.500E+001
 1.600E+002, 1.721E+002, 5.356E+002, 3.879E+001, 1.130E+000, 5.987E+000, 4.476E+001, 5.740E+001, 7.988E+001, 3.500E+001
 1.700E+002, 1.737E+002, 5.050E+002, 3.637E+001, 1.275E+000, 6.360E+000, 4.544E+001, 5.774E+001, 7.488E+001, 3.500E+001
 1.800E+002, 1.666E+002, 4.783E+002, 3.561E+001, 1.504E+000, 6.253E+000, 4.614E+001, 5.815E+001, 7.169E+001, 3.600E+001
 1.900E+002, 1.818E+002, 5.111E+002, 3.605E+001, 1.631E+000, 6.911E+000, 4.707E+001, 5.886E+001, 7.036E+001, 3.600E+001
 2.000E+002, 1.759E+002, 5.126E+002, 3.479E+001, 1.463E+000, 6.451E+000, 4.788E+001, 5.941E+001, 6.922E+001, 3.700E+001
 2.100E+002, 1.735E+002, 5.268E+002, 3.437E+001, 1.619E+000, 6.677E+000, 4.869E+001, 5.997E+001, 6.854E+001, 3.700E+001
 2.200E+002, 1.865E+002, 5.226E+002, 3.391E+001, 1.546E+000, 6.910E+000, 4.952E+001, 6.061E+001, 6.872E+001, 3.700E+001
 2.300E+002, 1.760E+002, 5.212E+002, 3.702E+001, 1.395E+000, 6.726E+000, 5.027E+001, 6.115E+001, 6.863E+001, 3.700E+001
 2.400E+002, 1.998E+002, 5.348E+002, 3.462E+001, 1.514E+000, 6.980E+000, 5.107E+001, 6.174E+001, 6.890E+001, 3.700E+001
 2.500E+002, 1.909E+002, 5.267E+002, 3.654E+001, 1.326E+000, 6.771E+000, 5.185E+001, 6.237E+001, 6.956E+001, 3.700E+001
 2.600E+002, 1.840E+002, 5.177E+002, 3.386E+001, 1.376E+000, 6.675E+000, 5.243E+001, 6.267E+001, 6.868E+001, 3.700E+001
 2.700E+002, 1.691E+002, 5.035E+002, 3.337E+001, 1.451E+000, 6.362E+000, 5.303E+001, 6.298E+001, 6.817E+001, 3.800E+001
 2.800E+002, 1.689E+002, 5.010E+002, 3.436E+001, 1.728E+000, 6.558E+000, 5.349E+001, 6.307E+001, 6.699E+001, 3.900E+001
 2.900E+002, 1.734E+002, 5.085E+002, 3.478E+001, 1.445E+000, 6.541E+000, 5.415E+001, 6.350E+001, 6.762E+001, 3.900E+001
 3.000E+002, 1.801E+002, 5.191E+002, 3.487E+001, 1.201E+000, 6.728E+000, 5.460E+001, 6.364E+001, 6.697E+001, 3.900E+001
 3.100E+002, 1.709E+002, 4.814E+002, 3.179E+001, 1.185E+000, 6.068E+000, 5.504E+001, 6.384E+001, 6.695E+001, 3.900E+001
 3.200E+002, 1.566E+002, 4.887E+002, 3.017E+001, 1.210E+000, 5.804E+000, 5.528E+001, 6.368E+001, 6.527E+001, 4.000E+001
 3.300E+002, 1.582E+002, 4.691E+002, 3.000E+001, 1.249E+000, 5.937E+000, 5.543E+001, 6.341E+001, 6.361E+001, 4.000E+001
 3.400E+002, 1.700E+002, 5.007E+002, 2.885E+001, 1.498E+000, 6.477E+000, 5.575E+001, 6.340E+001, 6.357E+001, 4.000E+001
 3.500E+002, 1.732E+002, 4.671E+002, 3.066E+001, 1.734E+000, 6.184E+000, 5.629E+001, 6.379E+001, 6.524E+001, 4.000E+001
 3.600E+002, 1.624E+002, 4.700E+002, 3.001E+001, 1.218E+000, 5.900E+000, 5.653E+001, 6.369E+001, 6.430E+001, 4.000E+001
 3.700E+002, 1.613E+002, 4.821E+002, 3.055E+001, 1.018E+000, 5.802E+000, 5.669E+001, 6.353E+001, 6.341E+001, 4.000E+001
 3.800E+002, 1.569E+002, 4.980E+002, 3.168E+001, 9.745E-001, 5.455E+000, 5.684E+001, 6.338E+001, 6.270E+001, 4.000E+001
 3.900E+002, 1.630E+002, 4.975E+002, 2.993E+001, 1.257E+000, 6.074E+000, 5.688E+001, 6.307E+001, 6.153E+001, 4.000E+001
 4.000E+002, 1.640E+002, 4.888E+002, 3.223E+001, 1.330E+000, 6.042E+000, 5.702E+001, 6.290E+001, 6.121E+001, 4.000E+001
 4.100E+002, 1.462E+002, 4.551E+002, 3.255E+001, 1.092E+000, 5.584E+000, 5.708E+001, 6.263E+001, 6.050E+001, 4.000E+001
 4.200E+002, 1.497E+002, 4.341E+002, 3.142E+001, 1.242E+000, 5.827E+000, 5.726E+001, 6.258E+001, 6.089E+001, 4.000E+001
 4.300E+002, 1.494E+002, 4.350E+002, 3.047E+001, 1.020E+000, 5.578E+000, 5.732E+001, 6.236E+001, 6.033E+001, 4.000E+001
 4.400E+002, 1.502E+002, 4.595E+002, 3.129E+001, 1.372E+000, 5.534E+000, 5.729E+001, 6.200E+001, 5.927E+001, 4.000E+001
 4.500E+002, 1.643E+002, 5.030E+002, 3.492E+001, 1.233E+000, 6.016E+000, 5.743E+001, 6.192E+001, 5.982E+001, 4.000E+001
 4.600E+002, 1.686E+002, 5.048E+002, 3.780E+001, 1.249E+000, 6.021E+000, 5.773E+001, 6.214E+001, 6.141E+001, 4.000E+001
 4.700E+002, 1.549E+002, 4.873E+002, 3.420E+001, 1.070E+000, 5.679E+000, 5.781E+001, 6.201E+001, 6.095E+001, 4.000E+001
 4.800E+002, 1.539E+002, 4.692E+002, 2.998E+001, 1.424E+000, 5.772E+000, 5.784E+001, 6.179E+001, 6.031E+001, 4.000E+001
 4.900E+002, 1.581E+002, 4.851E+002, 3.072E+001, 1.360E+000, 5.877E+000, 5.802E+001, 6.183E+001, 6.095E+001, 4.000E+001
 5.000E+002, 1.542E+002, 4.707E+002, 3.039E+001, 1.330E+000, 5.473E+000, 5.823E+001, 6.194E+001, 6.166E+001, 4.000E+001
 5.100E+002, 1.568E+002, 5.147E+002, 3.222E+001, 1.102E+000, 5.776E+000, 5.827E+001, 6.177E+001, 6.098E+001, 4.000E+001
 5.200E+002, 1.642E+002, 5.115E+002, 3.428E+001, 1.274E+000, 5.878E+000, 5.837E+001, 6.173E+001, 6.101E+001, 4.000E+001
 5.300E+002, 1.622E+002, 4.885E+002, 3.374E+001, 1.223E+000, 5.756E+000, 5.838E+001, 6.154E+001, 6.037E+001, 4.000E+001
 5.400E+002, 1.546E+002, 4.832E+002, 3.552E+001, 1.281E+000, 5.637E+000, 5.856E+001, 6.164E+001, 6.118E+001, 4.000E+001
 5.500E+002, 1.479E+002, 4.704E+002, 3.291E+001, 1.174E+000, 5.423E+000, 5.859E+001, 6.149E+001, 6.063E+001, 4.000E+001
 5.600E+002, 1.532E+002, 4.500E+002, 2.979E+001, 1.330E+000, 5.594E+000, 5.860E+001, 6.132E+001, 6.010E+001, 4.000E+001
 5.700E+002, 1.491E+002, 4.379E+002, 2.889E+001, 8.973E-001, 5.453E+000, 5.852E+001, 6.101E+001, 5.902E+001, 4.000E+001
 5.800E+002, 1.523E+002, 4.034E+002, 3.025E+001, 1.241E+000, 5.317E+000, 5.843E+001, 6.072E+001, 5.825E+001, 4.000E+001
 5.900E+002, 1.572E+002, 4.750E+002, 3.316E+001, 1.118E+000, 5.425E+000, 5.859E+001, 6.084E+001, 5.950E+001, 4.000E+001
 6.000E+002, 1.531E+002, 4.499E+002, 3.387E+001, 1.107E+000, 5.511E+000, 5.864E+001, 6.079E+001, 5.967E+001, 4.000E+001
