s,C,C,C,m/s,m/s,C,C,C,
 1.200E+002, 4.032E+002, 1.709E+002, 3.600E+001, 4.442E+000, 3.965E+000, 6.791E+001, 9.318E+001, 1.606E+002, 1.900E+001
 1.300E+002, 4.474E+002, 2.441E+002, 2.737E+001, 3.381E+000, 6.876E+000, 7.176E+001, 9.694E+001, 1.449E+002, 2.200E+001
 1.400E+002, 4.821E+002, 2.126E+002, 3.173E+001, 3.828E+000, 7.475E+000, 7.435E+001, 9.867E+001, 1.308E+002, 2.500E+001
 1.500E+002, 4.988E+002, 2.251E+002, 3.135E+001, 3.675E+000, 6.946E+000, 7.677E+001, 1.001E+002, 1.225E+002, 2.600E+001
 1.600E+002, 5.049E+002, 2.364E+002, 3.377E+001, 3.561E+000, 6.229E+000, 7.966E+001, 1.025E+002, 1.219E+002, 2.600E+001
 1.700E+002, 4.561E+002, 2.376E+002, 3.384E+001, 3.307E+000, 8.160E+000, 8.147E+001, 1.032E+002, 1.166E+002, 2.600E+001
 1.800E+002, 4.384E+002, 2.161E+002, 3.518E+001, 3.340E+000, 7.551E+000, 8.309E+001, 1.037E+002, 1.129E+002, 2.700E+001
 1.900E+002, 4.134E+002, 2.471E+002, 3.586E+001, 3.312E+000, 7.951E+000, 8.453E+001, 1.040E+002, 1.101E+002, 2.700E+001
 2.000E+002, 3.589E+002, 2.478E+002, 3.483E+001, 3.222E+000, 7.166E+000, 8.541E+001, 1.036E+002, 1.055E+002, 2.900E+001
 2.100E+002, 3.180E+002, 2.479E+002, 3.271E+001, 3.120E+000, 7.462E+000, 8.626E+001, 1.032E+002, 1.030E+002, 2.900E+001
 2.200E+002, 3.206E+002, 2.257E+002, 3.244E+001, 3.054E+000, 7.691E+000, 8.723E+001, 1.031E+002, 1.030E+002, 2.900E+001
 2.300E+002, 3.534E+002, 2.330E+002, 3.538E+001, 3.051E+000, 7.344E+000, 8.794E+001, 1.028E+002, 1.015E+002, 2.900E+001
 2.400E+002, 3.337E+002, 2.197E+002, 3.336E+001, 3.413E+000, 7.334E+000, 8.883E+001, 1.028E+002, 1.022E+002, 3.000E+001
 2.500E+002, 3.259E+002, 2.146E+002, 3.278E+001, 3.780E+000, 7.120E+000, 8.997E+001, 1.032E+002, 1.044E+002, 3.100E+001
 2.600E+002, 3.527E+002, 2.180E+002, 3.536E+001, 3.250E+000, 7.605E+000, 9.116E+001, 1.038E+002, 1.063E+002, 3.100E+001
 2.700E+002, 3.556E+002, 2.017E+002, 3.249E+001, 3.417E+000, 7.181E+000, 9.192E+001, 1.038E+002, 1.052E+002, 3.100E+001
 2.800E+002, 3.366E+002, 2.352E+002, 3.364E+001, 3.491E+000, 6.982E+000, 9.268E+001, 1.038E+002, 1.047E+002, 3.100E+001
 2.900E+002, 3.761E+002, 2.380E+002, 3.356E+001, 3.124E+000, 7.874E+000, 9.356E+001, 1.042E+002, 1.059E+002, 3.100E+001
 3.000E+002, 3.553E+002, 2.267E+002, 3.219E+001, 2.746E+000, 7.623E+000, 9.378E+001, 1.035E+002, 1.022E+002, 3.100E+001
 3.100E+002, 3.239E+002, 2.229E+002, 3.194E+001, 3.646E+000, 7.360E+000, 9.394E+001, 1.028E+002, 9.996E+001, 3.100E+001
 3.200E+002, 3.210E+002, 2.374E+002, 3.491E+001, 3.403E+000, 7.163E+000, 9.462E+001, 1.030E+002, 1.022E+002, 3.100E+001
 3.300E+002, 3.554E+002, 2.462E+002, 3.471E+001, 3.013E+000, 7.487E+000, 9.508E+001, 1.030E+002, 1.020E+002, 3.100E+001
 3.400E+002, 3.261E+002, 2.188E+002, 3.366E+001, 3.620E+000, 6.927E+000, 9.555E+001, 1.029E+002, 1.026E+002, 3.100E+001
 3.500E+002, 3.242E+002, 2.239E+002, 3.172E+001, 2.919E+000, 7.262E+000, 9.568E+001, 1.024E+002, 1.003E+002, 3.100E+001
 3.600E+002, 3.171E+002, 2.369E+002, 3.407E+001, 3.151E+000, 6.551E+000, 9.560E+001, 1.016E+002, 9.787E+001, 3.100E+001
 3.700E+002, 3.022E+002, 2.168E+002, 3.427E+001, 3.129E+000, 6.277E+000, 9.575E+001, 1.013E+002, 9.794E+001, 3.100E+001
 3.800E+002, 2.805E+002, 2.179E+002, 3.367E+001, 4.125E+000, 6.655E+000, 9.643E+001, 1.018E+002, 1.019E+002, 3.100E+001
 3.900E+002, 2.768E+002, 2.295E+002, 3.569E+001, 3.472E+000, 6.383E+000, 9.757E+001, 1.032E+002, 1.072E+002, 3.100E+001
 4.000E+002, 2.629E+002, 2.315E+002, 3.476E+001, 3.040E+000, 6.700E+000, 9.770E+001, 1.028E+002, 1.039E+002, 3.100E+001
 4.100E+002, 3.257E+002, 2.393E+002, 3.544E+001, 3.821E+000, 7.142E+000, 9.788E+001, 1.026E+002, 1.028E+002, 3.100E+001
 4.200E+002, 3.481E+002, 2.394E+002, 3.499E+001, 3.017E+000, 6.911E+000, 9.833E+001, 1.029E+002, 1.036E+002, 3.100E+001
 4.300E+002, 3.554E+002, 1.966E+002, 3.383E+001, 3.592E+000, 7.698E+000, 9.856E+001, 1.028E+002, 1.031E+002, 3.100E+001
 4.400E+002, 2.875E+002, 2.195E+002, 3.474E+001, 3.184E+000, 6.613E+000, 9.891E+001, 1.030E+002, 1.036E+002, 3.100E+001
 4.500E+002, 2.809E+002, 2.128E+002, 3.370E+001, 3.600E+000, 6.723E+000, 9.911E+001, 1.029E+002, 1.030E+002, 3.100E+001
 4.600E+002, 2.766E+002, 2.076E+002, 3.271E+001, 3.439E+000, 6.818E+000, 9.968E+001, 1.034E+002, 1.052E+002, 3.100E+001
 4.700E+002, 2.871E+002, 2.237E+002, 3.674E+001, 3.132E+000, 7.123E+000, 9.957E+001, 1.028E+002, 1.019E+002, 3.100E+001
 4.800E+002, 2.999E+002, 2.160E+002, 3.299E+001, 3.456E+000, 6.717E+000, 9.944E+001, 1.023E+002, 1.003E+002, 3.100E+001
 4.900E+002, 3.091E+002, 2.363E+002, 3.321E+001, 3.093E+000, 7.087E+000, 9.997E+001, 1.029E+002, 1.035E+002, 3.100E+001
 5.000E+002, 3.350E+002, 2.426E+002, 3.234E+001, 3.197E+000, 6.870E+000, 9.991E+001, 1.025E+002, 1.016E+002, 3.100E+001
 5.100E+002, 3.039E+002, 2.155E+002, 3.170E+001, 2.909E+000, 7.225E+000, 9.957E+001, 1.017E+002, 9.836E+001, 3.100E+001
 5.200E+002, 3.356E+002, 2.271E+002, 3.327E+001, 3.404E+000, 7.581E+000, 9.976E+001, 1.018E+002, 1.004E+002, 3.100E+001
 5.300E+002, 2.968E+002, 2.111E+002, 3.519E+001, 3.163E+000, 7.167E+000, 9.969E+001, 1.014E+002, 9.948E+001, 3.100E+001
 5.400E+002, 2.956E+002, 2.239E+002, 3.687E+001, 3.304E+000, 7.359E+000, 9.978E+001, 1.014E+002, 1.003E+002, 3.100E+001
 5.500E+002, 3.271E+002, 2.216E+002, 3.682E+001, 3.240E+000, 7.103E+000, 9.994E+001, 1.015E+002, 1.012E+002, 3.100E+001
 5.600E+002, 3.045E+002, 2.294E+002, 3.667E+001, 3.192E+000, 6.877E+000, 9.990E+001, 1.013E+002, 1.004E+002, 3.100E+001
 5.700E+002, 3.065E+002, 2.133E+002, 3.492E+001, 3.120E+000, 7.318E+000, 9.997E+001, 1.013E+002, 1.008E+002, 3.100E+001
 5.800E+002, 3.379E+002, 2.257E+002, 3.513E+001, 3.042E+000, 7.571E+000, 1.001E+002, 1.013E+002, 1.011E+002, 3.100E+001
 5.900E+002, 2.948E+002, 2.146E+002, 3.426E+001, 3.716E+000, 6.744E+000, 1.000E+002, 1.011E+002, 1.005E+002, 3.100E+001
 6.000E+002, 3.389E+002, 2.029E+002, 3.337E+001, 2.996E+000, 7.246E+000, 1.004E+002, 1.017E+002, 1.030E+002, 3.100E+001
