s,C,C,C,m/s,m/s,C,C,C,
 1.200E+002, 1.676E+002, 1.245E+002, 5.305E+001, 8.711E+000, 4.555E+000, 2.649E+002, 3.560E+002, 4.593E+002, 1.700E+001
 1.300E+002, 1.739E+002, 1.267E+002, 3.994E+001, 9.036E+000, 5.176E+000, 2.862E+002, 3.768E+002, 4.737E+002, 1.800E+001
 1.400E+002, 1.901E+002, 1.260E+002, 4.567E+001, 8.673E+000, 6.469E+000, 3.061E+002, 3.956E+002, 4.844E+002, 1.800E+001
 1.500E+002, 1.803E+002, 1.213E+002, 4.617E+001, 7.806E+000, 6.041E+000, 3.224E+002, 4.089E+002, 4.804E+002, 1.800E+001
 1.600E+002, 2.007E+002, 1.220E+002, 5.243E+001, 7.071E+000, 7.007E+000, 3.250E+002, 4.001E+002, 4.017E+002, 2.100E+001
 1.700E+002, 2.149E+002, 1.352E+002, 5.869E+001, 8.799E+000, 7.309E+000, 3.289E+002, 3.953E+002, 3.879E+002, 2.100E+001
 1.800E+002, 2.211E+002, 1.406E+002, 6.304E+001, 8.008E+000, 6.785E+000, 3.431E+002, 4.082E+002, 4.387E+002, 2.100E+001
 1.900E+002, 1.811E+002, 1.194E+002, 5.128E+001, 8.668E+000, 6.393E+000, 3.520E+002, 4.130E+002, 4.396E+002, 2.100E+001
 2.000E+002, 2.166E+002, 1.381E+002, 5.738E+001, 7.916E+000, 7.281E+000, 3.573E+002, 4.120E+002, 4.172E+002, 2.100E+001
 2.100E+002, 2.097E+002, 1.282E+002, 5.560E+001, 6.691E+000, 7.326E+000, 3.601E+002, 4.085E+002, 4.008E+002, 2.100E+001
 2.200E+002, 1.820E+002, 1.168E+002, 5.533E+001, 7.628E+000, 6.792E+000, 3.649E+002, 4.094E+002, 4.108E+002, 2.100E+001
 2.300E+002, 2.118E+002, 1.310E+002, 5.404E+001, 7.633E+000, 7.500E+000, 3.665E+002, 4.055E+002, 3.935E+002, 2.100E+001
 2.400E+002, 1.733E+002, 1.137E+002, 5.710E+001, 6.374E+000, 6.368E+000, 3.681E+002, 4.025E+002, 3.896E+002, 2.100E+001
 2.500E+002, 1.761E+002, 1.126E+002, 5.906E+001, 6.969E+000, 6.455E+000, 3.711E+002, 4.027E+002, 3.982E+002, 2.100E+001
 2.600E+002, 1.796E+002, 1.184E+002, 5.306E+001, 6.475E+000, 6.819E+000, 3.721E+002, 3.997E+002, 3.867E+002, 2.100E+001
 2.700E+002, 1.947E+002, 1.203E+002, 5.595E+001, 7.315E+000, 7.127E+000, 3.735E+002, 3.981E+002, 3.900E+002, 2.100E+001
 2.800E+002, 1.953E+002, 1.238E+002, 6.569E+001, 7.405E+000, 6.612E+000, 3.774E+002, 4.010E+002, 4.056E+002, 2.100E+001
 2.900E+002, 1.780E+002, 1.126E+002, 5.930E+001, 7.281E+000, 6.156E+000, 3.856E+002, 4.113E+002, 4.447E+002, 2.200E+001
 3.000E+002, 1.898E+002, 1.164E+002, 5.506E+001, 7.604E+000, 6.714E+000, 3.953E+002, 4.239E+002, 4.724E+002, 2.200E+001
 3.100E+002, 2.077E+002, 1.286E+002, 6.003E+001, 6.811E+000, 7.397E+000, 3.989E+002, 4.257E+002, 4.493E+002, 2.200E+001
 3.200E+002, 1.968E+002, 1.238E+002, 5.468E+001, 7.171E+000, 6.885E+000, 3.964E+002, 4.175E+002, 4.045E+002, 2.200E+001
 3.300E+002, 2.261E+002, 1.377E+002, 5.584E+001, 8.218E+000, 7.641E+000, 3.955E+002, 4.127E+002, 3.947E+002, 2.200E+001
 3.400E+002, 2.206E+002, 1.391E+002, 6.504E+001, 7.892E+000, 7.083E+000, 3.959E+002, 4.107E+002, 3.979E+002, 2.200E+001
 3.500E+002, 2.054E+002, 1.279E+002, 6.735E+001, 8.237E+000, 7.342E+000, 3.966E+002, 4.094E+002, 4.008E+002, 2.200E+001
 3.600E+002, 1.792E+002, 1.180E+002, 5.730E+001, 8.073E+000, 6.681E+000, 3.986E+002, 4.110E+002, 4.121E+002, 2.200E+001
 3.700E+002, 1.933E+002, 1.218E+002, 5.772E+001, 9.044E+000, 7.054E+000, 4.048E+002, 4.194E+002, 4.445E+002, 2.200E+001
 3.800E+002, 1.976E+002, 1.209E+002, 5.641E+001, 8.249E+000, 6.998E+000, 4.133E+002, 4.314E+002, 4.730E+002, 2.200E+001
 3.900E+002, 2.085E+002, 1.287E+002, 6.714E+001, 7.350E+000, 7.422E+000, 4.169E+002, 4.346E+002, 4.602E+002, 2.200E+001
 4.000E+002, 2.288E+002, 1.399E+002, 6.312E+001, 7.014E+000, 7.748E+000, 4.148E+002, 4.284E+002, 4.199E+002, 2.200E+001
 4.100E+002, 1.979E+002, 1.294E+002, 5.942E+001, 7.529E+000, 6.858E+000, 4.142E+002, 4.253E+002, 4.150E+002, 2.200E+001
 4.200E+002, 1.968E+002, 1.266E+002, 6.500E+001, 7.479E+000, 7.085E+000, 4.155E+002, 4.258E+002, 4.226E+002, 2.200E+001
 4.300E+002, 2.070E+002, 1.237E+002, 5.678E+001, 8.118E+000, 7.215E+000, 4.159E+002, 4.249E+002, 4.213E+002, 2.200E+001
 4.400E+002, 2.109E+002, 1.322E+002, 5.943E+001, 8.317E+000, 7.356E+000, 4.193E+002, 4.292E+002, 4.389E+002, 2.200E+001
 4.500E+002, 1.926E+002, 1.229E+002, 5.605E+001, 7.514E+000, 6.925E+000, 4.169E+002, 4.236E+002, 4.112E+002, 2.200E+001
 4.600E+002, 1.805E+002, 1.115E+002, 5.238E+001, 8.266E+000, 6.839E+000, 4.169E+002, 4.226E+002, 4.152E+002, 2.200E+001
 4.700E+002, 1.775E+002, 1.128E+002, 5.133E+001, 8.223E+000, 6.374E+000, 4.156E+002, 4.195E+002, 4.073E+002, 2.200E+001
 4.800E+002, 1.966E+002, 1.292E+002, 5.784E+001, 7.825E+000, 7.040E+000, 4.132E+002, 4.149E+002, 3.971E+002, 2.200E+001
 4.900E+002, 2.038E+002, 1.357E+002, 6.099E+001, 6.296E+000, 7.198E+000, 4.065E+002, 4.032E+002, 3.603E+002, 2.200E+001
 5.000E+002, 1.914E+002, 1.344E+002, 6.190E+001, 7.746E+000, 6.356E+000, 4.008E+002, 3.940E+002, 3.508E+002, 2.200E+001
 5.100E+002, 1.931E+002, 1.371E+002, 5.989E+001, 6.994E+000, 6.406E+000, 3.961E+002, 3.871E+002, 3.494E+002, 2.300E+001
 5.200E+002, 1.960E+002, 1.394E+002, 6.109E+001, 7.499E+000, 6.724E+000, 3.962E+002, 3.886E+002, 3.778E+002, 2.400E+001
 5.300E+002, 2.175E+002, 1.400E+002, 6.943E+001, 8.218E+000, 7.518E+000, 3.969E+002, 3.910E+002, 3.922E+002, 2.400E+001
 5.400E+002, 2.271E+002, 1.447E+002, 7.378E+001, 6.658E+000, 7.490E+000, 3.936E+002, 3.863E+002, 3.717E+002, 2.400E+001
 5.500E+002, 2.052E+002, 1.414E+002, 6.392E+001, 7.090E+000, 6.984E+000, 3.874E+002, 3.768E+002, 3.441E+002, 2.500E+001
 5.600E+002, 1.799E+002, 1.281E+002, 7.017E+001, 6.786E+000, 6.400E+000, 3.848E+002, 3.739E+002, 3.532E+002, 2.600E+001
 5.700E+002, 1.861E+002, 1.242E+002, 5.537E+001, 6.680E+000, 7.006E+000, 3.833E+002, 3.731E+002, 3.591E+002, 2.600E+001
 5.800E+002, 2.199E+002, 1.419E+002, 5.531E+001, 6.722E+000, 7.066E+000, 3.788E+002, 3.669E+002, 3.443E+002, 2.600E+001
 5.900E+002, 2.019E+002, 1.386E+002, 6.197E+001, 7.287E+000, 7.178E+000, 3.768E+002, 3.653E+002, 3.517E+002, 2.600E+001
 6.000E+002, 1.635E+002, 1.166E+002, 6.389E+001, 7.775E+000, 6.145E+000, 3.769E+002, 3.673E+002, 3.670E+002, 2.600E+001
