s,C,C,C,m/s,m/s,C,C,C,
 1.200E+002, 1.217E+002, 1.025E+002, 5.681E+001, 4.935E+000, 4.327E+000, 9.416E+001, 1.254E+002, 1.587E+002, 1.300E+001
 1.300E+002, 1.215E+002, 1.010E+002, 5.253E+001, 3.653E+000, 4.361E+000, 9.574E+001, 1.245E+002, 1.388E+002, 1.500E+001
 1.400E+002, 1.069E+002, 9.124E+001, 4.137E+001, 4.231E+000, 4.429E+000, 9.618E+001, 1.221E+002, 1.228E+002, 1.600E+001
 1.500E+002, 1.282E+002, 9.711E+001, 5.667E+001, 4.590E+000, 4.807E+000, 9.929E+001, 1.243E+002, 1.320E+002, 1.800E+001
 1.600E+002, 1.515E+002, 1.187E+002, 5.012E+001, 5.253E+000, 5.433E+000, 1.030E+002, 1.276E+002, 1.417E+002, 1.800E+001
 1.700E+002, 1.637E+002, 1.195E+002, 7.580E+001, 5.976E+000, 5.484E+000, 1.082E+002, 1.332E+002, 1.562E+002, 1.900E+001
 1.800E+002, 1.561E+002, 1.144E+002, 7.718E+001, 5.938E+000, 5.424E+000, 1.135E+002, 1.387E+002, 1.655E+002, 2.000E+001
 1.900E+002, 1.672E+002, 1.258E+002, 7.865E+001, 4.829E+000, 5.866E+000, 1.169E+002, 1.412E+002, 1.607E+002, 2.000E+001
 2.000E+002, 1.528E+002, 1.166E+002, 8.702E+001, 5.356E+000, 4.994E+000, 1.193E+002, 1.423E+002, 1.560E+002, 2.000E+001
 2.100E+002, 1.317E+002, 1.066E+002, 8.122E+001, 4.814E+000, 4.431E+000, 1.219E+002, 1.438E+002, 1.545E+002, 2.000E+001
 2.200E+002, 1.391E+002, 1.072E+002, 7.563E+001, 5.961E+000, 4.671E+000, 1.250E+002, 1.463E+002, 1.597E+002, 2.000E+001
 2.300E+002, 1.281E+002, 9.343E+001, 7.052E+001, 5.731E+000, 5.093E+000, 1.293E+002, 1.506E+002, 1.693E+002, 2.000E+001
 2.400E+002, 1.401E+002, 1.004E+002, 8.023E+001, 5.846E+000, 4.580E+000, 1.332E+002, 1.544E+002, 1.743E+002, 2.000E+001
 2.500E+002, 1.378E+002, 1.058E+002, 7.255E+001, 5.047E+000, 4.896E+000, 1.351E+002, 1.549E+002, 1.656E+002, 2.000E+001
 2.600E+002, 1.562E+002, 1.126E+002, 6.713E+001, 6.881E+000, 5.504E+000, 1.390E+002, 1.588E+002, 1.762E+002, 2.000E+001
 2.700E+002, 1.526E+002, 1.140E+002, 7.912E+001, 5.195E+000, 4.801E+000, 1.415E+002, 1.603E+002, 1.721E+002, 2.000E+001
 2.800E+002, 1.614E+002, 1.101E+002, 8.508E+001, 5.070E+000, 5.840E+000, 1.427E+002, 1.600E+002, 1.642E+002, 2.000E+001
 2.900E+002, 1.561E+002, 1.150E+002, 8.292E+001, 5.828E+000, 5.106E+000, 1.444E+002, 1.605E+002, 1.647E+002, 2.000E+001
 3.000E+002, 1.508E+002, 1.142E+002, 7.968E+001, 5.438E+000, 4.930E+000, 1.454E+002, 1.602E+002, 1.615E+002, 2.000E+001
 3.100E+002, 1.405E+002, 1.026E+002, 7.856E+001, 4.485E+000, 4.752E+000, 1.467E+002, 1.606E+002, 1.616E+002, 2.000E+001
 3.200E+002, 1.268E+002, 9.729E+001, 8.009E+001, 4.496E+000, 4.285E+000, 1.465E+002, 1.585E+002, 1.530E+002, 2.000E+001
 3.300E+002, 1.453E+002, 1.044E+002, 7.579E+001, 5.310E+000, 5.389E+000, 1.466E+002, 1.572E+002, 1.511E+002, 2.000E+001
 3.400E+002, 1.509E+002, 1.140E+002, 8.521E+001, 5.553E+000, 5.158E+000, 1.478E+002, 1.579E+002, 1.567E+002, 2.000E+001
 3.500E+002, 1.478E+002, 1.072E+002, 8.498E+001, 5.880E+000, 5.759E+000, 1.500E+002, 1.602E+002, 1.665E+002, 2.000E+001
 3.600E+002, 1.552E+002, 1.155E+002, 8.640E+001, 5.194E+000, 5.523E+000, 1.510E+002, 1.606E+002, 1.644E+002, 2.000E+001
 3.700E+002, 1.475E+002, 1.118E+002, 8.272E+001, 5.347E+000, 5.024E+000, 1.524E+002, 1.617E+002, 1.670E+002, 2.000E+001
 3.800E+002, 1.204E+002, 9.430E+001, 8.011E+001, 4.635E+000, 3.885E+000, 1.529E+002, 1.614E+002, 1.625E+002, 2.000E+001
 3.900E+002, 1.088E+002, 8.662E+001, 6.516E+001, 4.258E+000, 4.048E+000, 1.514E+002, 1.579E+002, 1.477E+002, 2.000E+001
 4.000E+002, 1.249E+002, 9.507E+001, 6.865E+001, 5.454E+000, 4.180E+000, 1.512E+002, 1.568E+002, 1.486E+002, 2.000E+001
 4.100E+002, 1.465E+002, 1.012E+002, 7.018E+001, 5.393E+000, 5.239E+000, 1.524E+002, 1.581E+002, 1.587E+002, 2.000E+001
 4.200E+002, 1.609E+002, 1.176E+002, 6.956E+001, 5.423E+000, 5.249E+000, 1.537E+002, 1.595E+002, 1.636E+002, 2.000E+001
 4.300E+002, 1.458E+002, 1.137E+002, 8.061E+001, 6.775E+000, 4.793E+000, 1.560E+002, 1.626E+002, 1.746E+002, 2.000E+001
 4.400E+002, 1.206E+002, 9.393E+001, 7.595E+001, 5.596E+000, 4.636E+000, 1.585E+002, 1.659E+002, 1.789E+002, 2.000E+001
 4.500E+002, 1.408E+002, 1.018E+002, 7.307E+001, 5.558E+000, 5.037E+000, 1.580E+002, 1.640E+002, 1.652E+002, 2.000E+001
 4.600E+002, 1.346E+002, 1.030E+002, 8.386E+001, 5.304E+000, 4.473E+000, 1.582E+002, 1.637E+002, 1.633E+002, 2.000E+001
 4.700E+002, 1.296E+002, 9.683E+001, 8.078E+001, 5.002E+000, 4.786E+000, 1.577E+002, 1.621E+002, 1.573E+002, 2.000E+001
 4.800E+002, 1.438E+002, 9.885E+001, 7.317E+001, 5.437E+000, 5.223E+000, 1.569E+002, 1.602E+002, 1.521E+002, 2.000E+001
 4.900E+002, 1.487E+002, 1.065E+002, 7.540E+001, 5.572E+000, 4.652E+000, 1.577E+002, 1.610E+002, 1.597E+002, 2.000E+001
 5.000E+002, 1.450E+002, 1.043E+002, 7.558E+001, 5.219E+000, 5.139E+000, 1.582E+002, 1.615E+002, 1.621E+002, 2.000E+001
 5.100E+002, 1.272E+002, 9.403E+001, 7.667E+001, 5.101E+000, 4.421E+000, 1.577E+002, 1.602E+002, 1.564E+002, 2.000E+001
 5.200E+002, 1.330E+002, 9.883E+001, 6.694E+001, 5.329E+000, 4.819E+000, 1.574E+002, 1.594E+002, 1.558E+002, 2.000E+001
 5.300E+002, 1.493E+002, 1.089E+002, 7.300E+001, 5.587E+000, 5.572E+000, 1.580E+002, 1.602E+002, 1.607E+002, 2.000E+001
 5.400E+002, 1.364E+002, 1.065E+002, 8.400E+001, 5.824E+000, 4.813E+000, 1.591E+002, 1.618E+002, 1.667E+002, 2.000E+001
 5.500E+002, 1.390E+002, 1.043E+002, 7.233E+001, 5.547E+000, 4.702E+000, 1.592E+002, 1.616E+002, 1.629E+002, 2.000E+001
 5.600E+002, 1.332E+002, 1.035E+002, 7.348E+001, 5.134E+000, 4.617E+000, 1.592E+002, 1.613E+002, 1.610E+002, 2.000E+001
 5.700E+002, 1.490E+002, 1.069E+002, 8.273E+001, 5.225E+000, 5.124E+000, 1.582E+002, 1.593E+002, 1.531E+002, 2.000E+001
 5.800E+002, 1.477E+002, 1.068E+002, 8.397E+001, 5.308E+000, 5.271E+000, 1.581E+002, 1.590E+002, 1.554E+002, 2.000E+001
 5.900E+002, 1.497E+002, 1.127E+002, 7.389E+001, 5.774E+000, 5.203E+000, 1.587E+002, 1.599E+002, 1.609E+002, 2.000E+001
 6.000E+002, 1.512E+002, 1.099E+002, 8.446E+001, 5.578E+000, 5.408E+000, 1.591E+002, 1.604E+002, 1.625E+002, 2.000E+001
