s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,
 9.001E+001, 4.173E+001, 2.734E+001, 2.089E+001, 2.075E+001, 2.065E+001, 2.058E+001, 2.057E+001, 2.062E+001, 2.076E+001, 1.817E+001, 4.129E+001, 4.590E+001, 3.082E+001, 2.046E+001, 1.998E+001, 1.978E+001, 1.976E+001, 1.981E+001, 1.984E+001, 1.996E+001, 1.817E+001, 4.127E+001, 4.473E+001, 3.264E+001, 2.048E+001, 1.999E+001, 2.003E+001, 2.029E+001, 2.046E+001, 1.971E+001, 1.962E+001, 1.980E+001, 2.580E+002, 2.163E+002, 2.141E+002, 2.170E+002, 2.371E+002, 2.623E+002, 2.977E+002, 3.183E+002, 3.617E+002, 4.124E+002, 6.091E+001, 6.065E+001, 6.080E+001, 6.135E+001, 6.363E+001, 6.535E+001, 6.890E+001, 6.839E+001, 6.302E+001, 5.483E+001, 5.082E+001, 8.985E+001, 8.104E+001, 6.542E+001, 5.475E+001, 1.187E+002, 9.155E+001, 6.838E+001, 5.336E+001, 6.606E+001, 8.797E+001, 1.059E+002, 7.646E+001, 6.094E+001, 5.566E+001, 5.281E+001, 6.269E+001, 7.047E+001, 6.397E+001, 7.768E+001, 8.662E+001, 7.013E+001, 9.023E+001, 1.225E+002, 6.896E+001, 9.270E+001, 1.172E+002, 1.087E+002, 8.751E+001, 6.774E+001, 5.739E+001, 6.575E+001, 7.382E+001, 9.153E+001, 8.712E+001, 7.676E+001, 6.339E+001, 5.220E+001, 5.245E+001, 6.393E+001, 7.060E+001, 6.915E+001, 6.595E+001, 5.043E+001, 4.585E+001, 2.079E-001, 3.899E-004, 8.595E-009, 1.967E-001, 4.680E-003, 1.347E-005, 4.000E+000
 1.000E+002, 4.035E+001, 3.103E+001, 2.109E+001, 2.075E+001, 2.073E+001, 2.069E+001, 2.064E+001, 2.073E+001, 2.090E+001, 1.830E+001, 4.230E+001, 4.590E+001, 3.304E+001, 2.029E+001, 1.984E+001, 1.978E+001, 1.980E+001, 1.977E+001, 1.992E+001, 2.003E+001, 1.830E+001, 4.351E+001, 4.866E+001, 3.420E+001, 2.044E+001, 1.984E+001, 2.002E+001, 2.032E+001, 2.035E+001, 1.965E+001, 1.968E+001, 2.120E+001, 2.255E+002, 1.652E+002, 1.573E+002, 1.546E+002, 1.603E+002, 1.752E+002, 1.993E+002, 2.125E+002, 2.388E+002, 2.653E+002, 5.893E+001, 5.927E+001, 6.169E+001, 6.292E+001, 6.505E+001, 6.594E+001, 6.707E+001, 7.593E+001, 7.124E+001, 5.189E+001, 4.892E+001, 9.610E+001, 7.989E+001, 6.367E+001, 5.369E+001, 1.137E+002, 8.202E+001, 6.480E+001, 5.271E+001, 7.382E+001, 8.831E+001, 9.616E+001, 7.373E+001, 5.801E+001, 5.063E+001, 5.082E+001, 5.992E+001, 6.513E+001, 5.957E+001, 6.646E+001, 9.016E+001, 7.210E+001, 8.423E+001, 1.141E+002, 7.148E+001, 9.014E+001, 1.042E+002, 1.026E+002, 8.188E+001, 6.395E+001, 5.457E+001, 6.701E+001, 7.143E+001, 8.308E+001, 8.180E+001, 7.136E+001, 5.878E+001, 5.110E+001, 4.950E+001, 6.080E+001, 6.146E+001, 6.414E+001, 6.166E+001, 5.008E+001, 4.471E+001, 2.080E-001, 3.877E-004, 1.266E-009, 1.964E-001, 4.768E-003, 1.375E-005, 4.000E+000
 1.100E+002, 4.020E+001, 3.008E+001, 2.144E+001, 2.101E+001, 2.098E+001, 2.092E+001, 2.085E+001, 2.094E+001, 2.111E+001, 1.846E+001, 4.163E+001, 4.168E+001, 3.132E+001, 2.085E+001, 2.005E+001, 1.996E+001, 1.987E+001, 1.987E+001, 1.994E+001, 2.012E+001, 1.846E+001, 4.343E+001, 4.808E+001, 3.525E+001, 2.090E+001, 1.990E+001, 2.002E+001, 2.047E+001, 2.043E+001, 1.996E+001, 1.994E+001, 2.299E+001, 2.068E+002, 1.481E+002, 1.394E+002, 1.359E+002, 1.427E+002, 1.589E+002, 1.820E+002, 1.955E+002, 2.276E+002, 2.669E+002, 5.949E+001, 5.949E+001, 6.077E+001, 6.164E+001, 6.383E+001, 6.501E+001, 6.710E+001, 7.753E+001, 6.509E+001, 5.329E+001, 4.594E+001, 9.221E+001, 7.593E+001, 5.592E+001, 4.571E+001, 1.176E+002, 8.616E+001, 6.004E+001, 4.853E+001, 7.293E+001, 7.871E+001, 1.014E+002, 7.080E+001, 5.334E+001, 5.259E+001, 5.606E+001, 6.854E+001, 7.061E+001, 5.371E+001, 7.319E+001, 9.021E+001, 5.927E+001, 7.573E+001, 1.065E+002, 5.833E+001, 7.599E+001, 9.788E+001, 1.038E+002, 8.508E+001, 5.908E+001, 4.738E+001, 5.805E+001, 6.705E+001, 8.347E+001, 8.468E+001, 7.441E+001, 5.852E+001, 4.855E+001, 5.237E+001, 5.932E+001, 6.832E+001, 6.847E+001, 6.537E+001, 5.705E+001, 4.730E+001, 2.080E-001, 3.874E-004, 1.709E-010, 1.969E-001, 4.418E-003, 1.265E-005, 4.000E+000
 1.200E+002, 4.731E+001, 3.488E+001, 2.227E+001, 2.154E+001, 2.125E+001, 2.119E+001, 2.116E+001, 2.119E+001, 2.122E+001, 1.866E+001, 4.305E+001, 4.702E+001, 3.454E+001, 2.124E+001, 2.012E+001, 2.002E+001, 2.000E+001, 2.000E+001, 2.007E+001, 2.018E+001, 1.866E+001, 4.398E+001, 4.881E+001, 3.524E+001, 2.171E+001, 2.026E+001, 2.017E+001, 2.032E+001, 2.022E+001, 2.003E+001, 2.012E+001, 2.505E+001, 2.339E+002, 1.901E+002, 1.851E+002, 1.904E+002, 2.044E+002, 2.228E+002, 2.472E+002, 2.657E+002, 3.111E+002, 3.615E+002, 6.355E+001, 6.310E+001, 6.403E+001, 6.489E+001, 6.719E+001, 6.826E+001, 6.761E+001, 7.597E+001, 6.794E+001, 5.839E+001, 5.290E+001, 9.595E+001, 8.047E+001, 6.198E+001, 4.739E+001, 1.214E+002, 8.544E+001, 5.715E+001, 4.587E+001, 7.420E+001, 8.384E+001, 1.031E+002, 6.832E+001, 4.967E+001, 5.831E+001, 5.622E+001, 6.280E+001, 6.114E+001, 5.998E+001, 7.466E+001, 8.651E+001, 7.050E+001, 8.471E+001, 1.127E+002, 6.460E+001, 9.073E+001, 1.079E+002, 1.137E+002, 8.563E+001, 6.274E+001, 4.801E+001, 6.217E+001, 7.357E+001, 8.426E+001, 8.679E+001, 7.785E+001, 5.340E+001, 4.406E+001, 5.514E+001, 6.148E+001, 6.791E+001, 6.631E+001, 6.611E+001, 5.732E+001, 4.317E+001, 2.078E-001, 3.894E-004, 7.642E-009, 1.961E-001, 4.791E-003, 1.382E-005, 4.000E+000
 1.300E+002, 4.390E+001, 3.081E+001, 2.299E+001, 2.240E+001, 2.191E+001, 2.176E+001, 2.172E+001, 2.144E+001, 2.127E+001, 1.888E+001, 4.201E+001, 3.816E+001, 2.953E+001, 2.288E+001, 2.052E+001, 2.007E+001, 1.997E+001, 1.992E+001, 1.999E+001, 2.007E+001, 1.888E+001, 4.400E+001, 4.667E+001, 3.242E+001, 2.127E+001, 2.055E+001, 2.023E+001, 2.011E+001, 2.006E+001, 2.010E+001, 2.018E+001, 2.725E+001, 2.223E+002, 1.666E+002, 1.590E+002, 1.569E+002, 1.676E+002, 1.839E+002, 2.060E+002, 2.219E+002, 2.556E+002, 3.002E+002, 6.147E+001, 6.066E+001, 6.021E+001, 6.051E+001, 6.210E+001, 6.342E+001, 6.598E+001, 6.720E+001, 6.326E+001, 5.422E+001, 4.775E+001, 8.531E+001, 7.495E+001, 6.127E+001, 4.685E+001, 1.097E+002, 9.048E+001, 6.652E+001, 4.879E+001, 6.411E+001, 7.890E+001, 1.051E+002, 7.639E+001, 5.663E+001, 5.519E+001, 5.573E+001, 6.293E+001, 6.464E+001, 6.057E+001, 7.567E+001, 8.551E+001, 6.207E+001, 8.188E+001, 1.079E+002, 6.372E+001, 8.242E+001, 1.052E+002, 1.159E+002, 9.053E+001, 7.143E+001, 5.164E+001, 6.533E+001, 6.974E+001, 8.195E+001, 8.200E+001, 7.887E+001, 6.502E+001, 5.229E+001, 5.353E+001, 6.116E+001, 6.934E+001, 6.975E+001, 6.306E+001, 6.196E+001, 5.116E+001, 2.075E-001, 3.930E-004, 2.106E-008, 1.969E-001, 4.380E-003, 1.253E-005, 4.000E+000
 1.400E+002, 4.395E+001, 3.198E+001, 2.265E+001, 2.197E+001, 2.148E+001, 2.125E+001, 2.130E+001, 2.112E+001, 2.106E+001, 1.912E+001, 4.405E+001, 4.359E+001, 2.902E+001, 2.151E+001, 2.030E+001, 2.021E+001, 2.013E+001, 2.000E+001, 2.001E+001, 2.016E+001, 1.913E+001, 4.413E+001, 4.556E+001, 3.167E+001, 2.089E+001, 2.046E+001, 2.023E+001, 2.009E+001, 2.006E+001, 1.994E+001, 1.988E+001, 2.950E+001, 2.390E+002, 1.924E+002, 1.838E+002, 1.832E+002, 2.016E+002, 2.320E+002, 2.670E+002, 2.888E+002, 3.392E+002, 3.978E+002, 6.021E+001, 5.978E+001, 6.105E+001, 6.184E+001, 6.356E+001, 6.414E+001, 6.420E+001, 6.678E+001, 6.562E+001, 5.440E+001, 5.105E+001, 9.012E+001, 7.762E+001, 6.888E+001, 4.761E+001, 1.187E+002, 9.633E+001, 7.424E+001, 5.528E+001, 6.491E+001, 8.600E+001, 1.073E+002, 8.141E+001, 6.165E+001, 5.529E+001, 6.100E+001, 6.847E+001, 7.227E+001, 6.679E+001, 8.064E+001, 9.221E+001, 6.721E+001, 9.227E+001, 1.285E+002, 6.478E+001, 8.443E+001, 1.054E+002, 1.163E+002, 9.752E+001, 7.308E+001, 5.043E+001, 6.525E+001, 6.564E+001, 8.446E+001, 9.057E+001, 8.324E+001, 6.875E+001, 4.923E+001, 5.504E+001, 6.244E+001, 6.774E+001, 6.924E+001, 6.856E+001, 6.353E+001, 5.894E+001, 2.077E-001, 3.895E-004, 8.438E-009, 1.970E-001, 4.605E-003, 1.323E-005, 4.000E+000
 1.500E+002, 4.557E+001, 3.220E+001, 2.260E+001, 2.151E+001, 2.107E+001, 2.096E+001, 2.095E+001, 2.072E+001, 2.076E+001, 1.938E+001, 4.320E+001, 4.790E+001, 3.546E+001, 2.176E+001, 2.059E+001, 2.012E+001, 2.004E+001, 1.993E+001, 2.001E+001, 2.012E+001, 1.939E+001, 4.468E+001, 4.760E+001, 3.302E+001, 2.109E+001, 2.021E+001, 2.009E+001, 2.020E+001, 2.020E+001, 1.993E+001, 1.985E+001, 3.174E+001, 2.244E+002, 1.643E+002, 1.487E+002, 1.436E+002, 1.491E+002, 1.617E+002, 1.773E+002, 1.877E+002, 2.164E+002, 2.525E+002, 6.301E+001, 6.291E+001, 6.373E+001, 6.414E+001, 6.463E+001, 6.510E+001, 6.574E+001, 7.321E+001, 6.694E+001, 5.700E+001, 5.033E+001, 9.269E+001, 7.466E+001, 6.197E+001, 4.461E+001, 1.015E+002, 8.409E+001, 6.532E+001, 4.758E+001, 6.782E+001, 8.582E+001, 9.213E+001, 7.196E+001, 5.745E+001, 5.644E+001, 5.627E+001, 6.276E+001, 6.839E+001, 6.351E+001, 7.867E+001, 9.148E+001, 7.550E+001, 1.001E+002, 1.348E+002, 6.989E+001, 9.270E+001, 1.196E+002, 9.472E+001, 8.457E+001, 6.805E+001, 5.031E+001, 7.006E+001, 8.007E+001, 8.662E+001, 8.444E+001, 7.384E+001, 6.481E+001, 5.189E+001, 6.048E+001, 6.280E+001, 6.816E+001, 6.818E+001, 6.400E+001, 5.847E+001, 5.555E+001, 2.073E-001, 3.915E-004, 1.744E-008, 1.964E-001, 4.694E-003, 1.351E-005, 4.000E+000
 1.600E+002, 4.271E+001, 3.074E+001, 2.165E+001, 2.100E+001, 2.068E+001, 2.053E+001, 2.047E+001, 2.035E+001, 2.040E+001, 1.964E+001, 4.203E+001, 4.350E+001, 3.267E+001, 2.065E+001, 2.003E+001, 1.968E+001, 1.963E+001, 1.958E+001, 1.966E+001, 1.977E+001, 1.966E+001, 4.329E+001, 4.541E+001, 3.320E+001, 2.208E+001, 2.014E+001, 1.998E+001, 2.007E+001, 2.010E+001, 1.991E+001, 1.957E+001, 3.393E+001, 1.980E+002, 1.376E+002, 1.235E+002, 1.136E+002, 1.089E+002, 1.104E+002, 1.162E+002, 1.213E+002, 1.361E+002, 1.536E+002, 5.901E+001, 5.879E+001, 5.932E+001, 5.982E+001, 6.080E+001, 6.115E+001, 6.224E+001, 6.531E+001, 5.985E+001, 5.427E+001, 4.646E+001, 8.171E+001, 6.885E+001, 5.642E+001, 4.667E+001, 9.426E+001, 7.567E+001, 5.736E+001, 4.061E+001, 6.562E+001, 7.360E+001, 8.581E+001, 6.531E+001, 4.837E+001, 5.389E+001, 4.674E+001, 5.891E+001, 6.582E+001, 5.601E+001, 7.511E+001, 8.387E+001, 6.642E+001, 8.938E+001, 1.134E+002, 7.436E+001, 9.652E+001, 1.224E+002, 9.649E+001, 7.730E+001, 6.371E+001, 4.722E+001, 7.565E+001, 7.823E+001, 8.410E+001, 8.072E+001, 7.147E+001, 6.088E+001, 5.252E+001, 6.579E+001, 6.513E+001, 6.474E+001, 6.986E+001, 6.303E+001, 5.508E+001, 5.261E+001, 2.072E-001, 3.960E-004, 3.191E-008, 1.957E-001, 4.722E-003, 1.360E-005, 4.000E+000
 1.700E+002, 4.193E+001, 3.234E+001, 2.166E+001, 2.065E+001, 2.032E+001, 2.024E+001, 2.024E+001, 2.024E+001, 2.032E+001, 1.991E+001, 4.225E+001, 4.270E+001, 3.163E+001, 2.184E+001, 2.021E+001, 1.949E+001, 1.939E+001, 1.939E+001, 1.946E+001, 1.957E+001, 1.993E+001, 4.186E+001, 4.264E+001, 3.347E+001, 2.189E+001, 1.999E+001, 2.006E+001, 2.001E+001, 1.997E+001, 1.975E+001, 1.936E+001, 3.605E+001, 1.885E+002, 1.318E+002, 1.240E+002, 1.187E+002, 1.280E+002, 1.444E+002, 1.664E+002, 1.771E+002, 1.990E+002, 2.307E+002, 5.719E+001, 5.718E+001, 5.756E+001, 5.773E+001, 5.813E+001, 5.867E+001, 5.955E+001, 6.461E+001, 5.382E+001, 5.118E+001, 4.823E+001, 7.697E+001, 6.827E+001, 5.743E+001, 4.695E+001, 8.647E+001, 7.610E+001, 6.225E+001, 4.582E+001, 6.073E+001, 7.052E+001, 8.723E+001, 6.688E+001, 5.394E+001, 5.115E+001, 4.315E+001, 5.399E+001, 6.247E+001, 5.984E+001, 7.267E+001, 8.002E+001, 6.173E+001, 8.686E+001, 9.855E+001, 6.647E+001, 8.612E+001, 1.106E+002, 9.787E+001, 7.697E+001, 6.192E+001, 5.175E+001, 6.622E+001, 7.130E+001, 8.090E+001, 7.730E+001, 6.788E+001, 5.838E+001, 5.121E+001, 5.931E+001, 5.983E+001, 6.785E+001, 6.621E+001, 6.130E+001, 5.529E+001, 4.761E+001, 2.073E-001, 4.023E-004, 5.097E-008, 1.948E-001, 5.056E-003, 1.465E-005, 4.000E+000
 1.800E+002, 4.134E+001, 3.052E+001, 2.126E+001, 2.051E+001, 2.033E+001, 2.028E+001, 2.029E+001, 2.036E+001, 2.049E+001, 2.018E+001, 4.289E+001, 4.606E+001, 3.302E+001, 2.069E+001, 1.991E+001, 1.952E+001, 1.948E+001, 1.949E+001, 1.960E+001, 1.972E+001, 2.021E+001, 4.265E+001, 4.405E+001, 3.203E+001, 2.156E+001, 2.021E+001, 2.024E+001, 2.024E+001, 2.019E+001, 1.988E+001, 1.953E+001, 3.807E+001, 2.266E+002, 1.782E+002, 1.714E+002, 1.736E+002, 1.888E+002, 2.160E+002, 2.531E+002, 2.760E+002, 3.246E+002, 3.784E+002, 5.612E+001, 5.580E+001, 5.568E+001, 5.603E+001, 5.789E+001, 5.954E+001, 6.200E+001, 6.780E+001, 5.945E+001, 5.089E+001, 5.025E+001, 8.386E+001, 7.008E+001, 5.976E+001, 5.279E+001, 9.687E+001, 8.287E+001, 6.686E+001, 5.331E+001, 6.582E+001, 7.629E+001, 9.002E+001, 7.349E+001, 5.903E+001, 5.287E+001, 5.283E+001, 6.266E+001, 6.832E+001, 5.849E+001, 7.807E+001, 9.170E+001, 6.981E+001, 1.047E+002, 1.268E+002, 7.106E+001, 9.857E+001, 1.211E+002, 1.026E+002, 7.731E+001, 6.138E+001, 5.187E+001, 6.749E+001, 7.708E+001, 8.458E+001, 8.903E+001, 7.626E+001, 6.179E+001, 5.243E+001, 5.828E+001, 6.244E+001, 6.869E+001, 7.303E+001, 6.849E+001, 5.914E+001, 4.520E+001, 2.073E-001, 4.039E-004, 5.596E-008, 1.960E-001, 4.774E-003, 1.377E-005, 4.000E+000
 1.900E+002, 4.859E+001, 3.812E+001, 2.135E+001, 2.052E+001, 2.037E+001, 2.028E+001, 2.029E+001, 2.040E+001, 2.059E+001, 2.045E+001, 4.384E+001, 4.871E+001, 3.764E+001, 2.131E+001, 1.980E+001, 1.964E+001, 1.966E+001, 1.965E+001, 1.966E+001, 1.973E+001, 2.049E+001, 4.432E+001, 4.915E+001, 3.601E+001, 2.136E+001, 2.010E+001, 2.029E+001, 2.003E+001, 1.986E+001, 1.959E+001, 1.948E+001, 3.996E+001, 2.619E+002, 2.172E+002, 2.158E+002, 2.246E+002, 2.473E+002, 2.803E+002, 3.221E+002, 3.458E+002, 3.967E+002, 4.505E+002, 6.456E+001, 6.413E+001, 6.418E+001, 6.436E+001, 6.479E+001, 6.534E+001, 6.619E+001, 6.995E+001, 6.593E+001, 5.875E+001, 5.337E+001, 8.548E+001, 7.765E+001, 6.454E+001, 5.234E+001, 1.085E+002, 9.327E+001, 6.491E+001, 5.146E+001, 6.765E+001, 8.128E+001, 1.099E+002, 7.621E+001, 5.658E+001, 5.758E+001, 5.267E+001, 5.886E+001, 6.682E+001, 5.685E+001, 7.510E+001, 8.106E+001, 6.741E+001, 9.705E+001, 1.200E+002, 7.707E+001, 1.020E+002, 1.274E+002, 1.073E+002, 8.548E+001, 6.613E+001, 5.182E+001, 7.298E+001, 7.679E+001, 9.346E+001, 8.740E+001, 7.552E+001, 6.318E+001, 5.204E+001, 6.409E+001, 6.509E+001, 7.199E+001, 6.422E+001, 6.700E+001, 5.594E+001, 4.775E+001, 2.074E-001, 4.019E-004, 4.950E-008, 1.950E-001, 5.242E-003, 1.523E-005, 4.000E+000
 2.000E+002, 4.175E+001, 3.243E+001, 2.167E+001, 2.054E+001, 2.046E+001, 2.036E+001, 2.031E+001, 2.025E+001, 2.044E+001, 2.071E+001, 4.344E+001, 4.629E+001, 3.556E+001, 2.116E+001, 1.991E+001, 1.957E+001, 1.965E+001, 1.959E+001, 1.953E+001, 1.962E+001, 2.076E+001, 4.373E+001, 4.741E+001, 3.544E+001, 2.112E+001, 1.998E+001, 1.980E+001, 1.948E+001, 1.933E+001, 1.931E+001, 1.942E+001, 4.172E+001, 2.272E+002, 1.690E+002, 1.572E+002, 1.487E+002, 1.478E+002, 1.596E+002, 1.757E+002, 1.851E+002, 2.101E+002, 2.429E+002, 5.986E+001, 5.916E+001, 5.872E+001, 5.918E+001, 6.093E+001, 6.193E+001, 6.358E+001, 6.485E+001, 6.151E+001, 5.256E+001, 5.043E+001, 7.892E+001, 7.344E+001, 6.386E+001, 4.935E+001, 9.245E+001, 8.504E+001, 6.225E+001, 5.134E+001, 6.355E+001, 7.494E+001, 1.017E+002, 7.087E+001, 5.427E+001, 5.262E+001, 5.728E+001, 5.881E+001, 6.184E+001, 6.852E+001, 8.209E+001, 8.053E+001, 6.504E+001, 9.227E+001, 1.141E+002, 7.560E+001, 9.309E+001, 1.250E+002, 1.067E+002, 8.162E+001, 6.778E+001, 5.451E+001, 6.886E+001, 7.323E+001, 9.291E+001, 9.182E+001, 7.986E+001, 6.406E+001, 5.577E+001, 5.947E+001, 6.629E+001, 7.322E+001, 7.126E+001, 6.997E+001, 6.021E+001, 5.247E+001, 2.073E-001, 3.937E-004, 2.405E-008, 1.956E-001, 4.858E-003, 1.403E-005, 4.000E+000
 2.100E+002, 4.470E+001, 3.251E+001, 2.174E+001, 2.101E+001, 2.062E+001, 2.036E+001, 2.026E+001, 2.024E+001, 2.040E+001, 2.096E+001, 4.553E+001, 4.936E+001, 3.663E+001, 2.142E+001, 2.046E+001, 2.004E+001, 1.964E+001, 1.958E+001, 1.953E+001, 1.967E+001, 2.102E+001, 4.474E+001, 4.943E+001, 3.830E+001, 2.107E+001, 1.990E+001, 1.956E+001, 1.936E+001, 1.931E+001, 1.936E+001, 1.949E+001, 4.337E+001, 2.385E+002, 1.826E+002, 1.766E+002, 1.782E+002, 1.851E+002, 2.031E+002, 2.258E+002, 2.396E+002, 2.737E+002, 3.196E+002, 6.408E+001, 6.329E+001, 6.339E+001, 6.412E+001, 6.616E+001, 6.750E+001, 6.924E+001, 6.608E+001, 6.282E+001, 5.660E+001, 5.409E+001, 8.063E+001, 7.923E+001, 6.800E+001, 5.560E+001, 1.043E+002, 9.468E+001, 7.366E+001, 5.802E+001, 6.537E+001, 7.718E+001, 1.145E+002, 8.179E+001, 6.527E+001, 5.713E+001, 5.788E+001, 5.918E+001, 6.416E+001, 6.495E+001, 7.706E+001, 8.088E+001, 5.926E+001, 8.784E+001, 1.124E+002, 6.735E+001, 8.969E+001, 1.228E+002, 1.212E+002, 8.977E+001, 7.050E+001, 5.267E+001, 7.155E+001, 7.780E+001, 8.493E+001, 9.533E+001, 7.866E+001, 6.295E+001, 5.340E+001, 6.185E+001, 6.597E+001, 6.578E+001, 6.912E+001, 7.155E+001, 6.122E+001, 5.408E+001, 2.071E-001, 4.416E-004, 1.751E-007, 1.929E-001, 6.028E-003, 1.770E-005, 4.000E+000
 2.200E+002, 4.731E+001, 3.752E+001, 2.349E+001, 2.113E+001, 2.053E+001, 2.040E+001, 2.040E+001, 2.042E+001, 2.060E+001, 2.121E+001, 4.705E+001, 5.512E+001, 4.272E+001, 2.158E+001, 2.059E+001, 2.016E+001, 1.972E+001, 1.969E+001, 1.966E+001, 1.986E+001, 2.128E+001, 4.449E+001, 4.873E+001, 3.908E+001, 2.177E+001, 1.964E+001, 1.943E+001, 1.936E+001, 1.941E+001, 1.950E+001, 1.963E+001, 4.494E+001, 2.449E+002, 1.888E+002, 1.837E+002, 1.887E+002, 2.047E+002, 2.323E+002, 2.666E+002, 2.864E+002, 3.337E+002, 3.883E+002, 6.332E+001, 6.246E+001, 6.218E+001, 6.271E+001, 6.439E+001, 6.503E+001, 6.546E+001, 6.785E+001, 6.090E+001, 5.838E+001, 5.744E+001, 8.466E+001, 7.241E+001, 7.307E+001, 6.069E+001, 1.124E+002, 9.680E+001, 7.410E+001, 5.815E+001, 6.542E+001, 7.756E+001, 1.005E+002, 8.326E+001, 6.475E+001, 6.044E+001, 5.395E+001, 6.025E+001, 6.421E+001, 6.892E+001, 7.894E+001, 8.439E+001, 6.577E+001, 9.327E+001, 1.188E+002, 6.899E+001, 9.031E+001, 1.157E+002, 1.033E+002, 9.081E+001, 7.539E+001, 5.619E+001, 6.806E+001, 7.706E+001, 8.048E+001, 8.154E+001, 6.970E+001, 6.457E+001, 6.050E+001, 6.036E+001, 6.370E+001, 6.044E+001, 6.143E+001, 6.149E+001, 5.699E+001, 5.337E+001, 2.071E-001, 4.475E-004, 1.936E-007, 1.944E-001, 5.378E-003, 1.566E-005, 4.000E+000
 2.300E+002, 4.906E+001, 3.854E+001, 2.572E+001, 2.097E+001, 2.062E+001, 2.062E+001, 2.066E+001, 2.094E+001, 2.111E+001, 2.145E+001, 4.690E+001, 5.267E+001, 3.846E+001, 2.146E+001, 2.054E+001, 1.999E+001, 1.976E+001, 1.976E+001, 1.984E+001, 2.005E+001, 2.152E+001, 4.557E+001, 5.226E+001, 3.887E+001, 2.133E+001, 1.963E+001, 1.948E+001, 1.939E+001, 1.945E+001, 1.952E+001, 1.964E+001, 4.645E+001, 2.318E+002, 1.721E+002, 1.648E+002, 1.607E+002, 1.695E+002, 1.926E+002, 2.222E+002, 2.425E+002, 2.914E+002, 3.489E+002, 6.390E+001, 6.359E+001, 6.507E+001, 6.630E+001, 6.827E+001, 6.894E+001, 6.906E+001, 6.844E+001, 6.696E+001, 5.820E+001, 5.547E+001, 8.386E+001, 8.280E+001, 6.685E+001, 5.210E+001, 1.064E+002, 8.821E+001, 6.600E+001, 4.867E+001, 6.861E+001, 8.096E+001, 1.095E+002, 7.462E+001, 5.681E+001, 5.520E+001, 5.685E+001, 5.870E+001, 6.530E+001, 6.553E+001, 7.400E+001, 8.303E+001, 6.405E+001, 8.382E+001, 1.070E+002, 7.076E+001, 9.043E+001, 1.234E+002, 1.102E+002, 8.282E+001, 6.936E+001, 5.447E+001, 6.646E+001, 7.625E+001, 8.554E+001, 8.462E+001, 7.424E+001, 6.354E+001, 5.892E+001, 5.976E+001, 6.816E+001, 6.769E+001, 6.528E+001, 6.397E+001, 5.668E+001, 5.447E+001, 2.073E-001, 4.072E-004, 6.649E-008, 1.936E-001, 5.701E-003, 1.668E-005, 4.000E+000
 2.400E+002, 4.724E+001, 3.634E+001, 2.459E+001, 2.131E+001, 2.071E+001, 2.045E+001, 2.052E+001, 2.061E+001, 2.065E+001, 2.169E+001, 4.586E+001, 4.668E+001, 3.469E+001, 2.143E+001, 2.067E+001, 2.024E+001, 2.007E+001, 2.004E+001, 2.001E+001, 2.010E+001, 2.176E+001, 4.531E+001, 4.807E+001, 3.703E+001, 2.218E+001, 2.011E+001, 1.970E+001, 1.934E+001, 1.936E+001, 1.943E+001, 1.961E+001, 4.790E+001, 2.068E+002, 1.392E+002, 1.364E+002, 1.377E+002, 1.439E+002, 1.554E+002, 1.700E+002, 1.788E+002, 2.057E+002, 2.411E+002, 6.440E+001, 6.440E+001, 6.459E+001, 6.508E+001, 6.593E+001, 6.628E+001, 6.668E+001, 6.681E+001, 6.277E+001, 5.804E+001, 4.972E+001, 8.038E+001, 7.500E+001, 6.031E+001, 4.776E+001, 9.937E+001, 8.015E+001, 6.610E+001, 5.469E+001, 6.118E+001, 7.654E+001, 9.337E+001, 7.087E+001, 5.988E+001, 5.631E+001, 5.511E+001, 5.758E+001, 6.350E+001, 6.037E+001, 7.027E+001, 8.294E+001, 6.782E+001, 8.184E+001, 1.031E+002, 6.750E+001, 8.333E+001, 1.129E+002, 9.706E+001, 7.958E+001, 6.768E+001, 5.807E+001, 6.282E+001, 7.593E+001, 8.390E+001, 8.337E+001, 7.021E+001, 5.868E+001, 5.258E+001, 5.961E+001, 6.737E+001, 6.731E+001, 7.066E+001, 6.077E+001, 5.142E+001, 4.683E+001, 2.072E-001, 4.046E-004, 5.853E-008, 1.945E-001, 5.364E-003, 1.562E-005, 4.000E+000
