s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,
 4.100E+002, 4.796E+001, 3.706E+001, 2.200E+001, 2.059E+001, 2.044E+001, 2.045E+001, 2.040E+001, 2.041E+001, 2.050E+001, 2.504E+001, 4.870E+001, 5.048E+001, 3.666E+001, 2.130E+001, 2.042E+001, 2.027E+001, 2.010E+001, 1.980E+001, 1.955E+001, 1.968E+001, 2.502E+001, 4.700E+001, 4.861E+001, 3.616E+001, 2.152E+001, 1.953E+001, 1.936E+001, 1.934E+001, 1.934E+001, 1.943E+001, 1.958E+001, 6.171E+001, 2.540E+002, 2.035E+002, 1.990E+002, 2.053E+002, 2.206E+002, 2.437E+002, 2.721E+002, 2.880E+002, 3.241E+002, 3.628E+002, 6.182E+001, 6.132E+001, 6.205E+001, 6.284E+001, 6.421E+001, 6.477E+001, 6.517E+001, 7.318E+001, 6.440E+001, 5.702E+001, 5.480E+001, 9.006E+001, 7.537E+001, 6.815E+001, 5.963E+001, 1.041E+002, 8.747E+001, 7.106E+001, 5.919E+001, 6.927E+001, 8.261E+001, 1.064E+002, 7.744E+001, 6.461E+001, 5.671E+001, 5.976E+001, 5.828E+001, 6.616E+001, 6.879E+001, 7.824E+001, 8.635E+001, 7.062E+001, 9.284E+001, 1.172E+002, 7.120E+001, 9.529E+001, 1.268E+002, 1.096E+002, 8.862E+001, 6.808E+001, 5.421E+001, 6.431E+001, 7.929E+001, 9.090E+001, 9.789E+001, 8.378E+001, 6.332E+001, 5.605E+001, 5.841E+001, 6.521E+001, 5.806E+001, 7.137E+001, 7.165E+001, 5.977E+001, 5.198E+001, 2.074E-001, 3.950E-004, 2.791E-008, 1.937E-001, 5.529E-003, 1.614E-005, 4.000E+000
 4.200E+002, 4.420E+001, 3.610E+001, 2.403E+001, 2.068E+001, 2.052E+001, 2.042E+001, 2.039E+001, 2.048E+001, 2.062E+001, 2.518E+001, 4.931E+001, 5.092E+001, 3.726E+001, 2.147E+001, 2.039E+001, 2.026E+001, 2.007E+001, 1.973E+001, 1.965E+001, 1.975E+001, 2.514E+001, 4.798E+001, 4.869E+001, 3.554E+001, 2.190E+001, 1.964E+001, 1.943E+001, 1.940E+001, 1.941E+001, 1.948E+001, 1.964E+001, 6.208E+001, 2.263E+002, 1.634E+002, 1.568E+002, 1.537E+002, 1.591E+002, 1.671E+002, 1.836E+002, 1.950E+002, 2.253E+002, 2.707E+002, 6.131E+001, 6.111E+001, 6.280E+001, 6.387E+001, 6.655E+001, 6.768E+001, 6.883E+001, 6.716E+001, 6.557E+001, 5.600E+001, 5.337E+001, 8.514E+001, 7.560E+001, 6.516E+001, 5.639E+001, 1.013E+002, 8.751E+001, 7.130E+001, 5.783E+001, 6.623E+001, 8.380E+001, 9.327E+001, 7.746E+001, 6.441E+001, 5.510E+001, 5.597E+001, 6.367E+001, 6.828E+001, 6.591E+001, 7.468E+001, 8.858E+001, 6.868E+001, 8.697E+001, 1.220E+002, 7.169E+001, 9.023E+001, 1.114E+002, 1.007E+002, 7.918E+001, 6.454E+001, 5.182E+001, 6.540E+001, 8.131E+001, 8.202E+001, 8.590E+001, 7.595E+001, 6.242E+001, 5.258E+001, 6.100E+001, 6.151E+001, 5.792E+001, 6.839E+001, 6.909E+001, 5.675E+001, 5.130E+001, 2.074E-001, 3.956E-004, 2.949E-008, 1.948E-001, 5.027E-003, 1.456E-005, 4.000E+000
 4.300E+002, 4.279E+001, 3.126E+001, 2.213E+001, 2.098E+001, 2.070E+001, 2.057E+001, 2.049E+001, 2.055E+001, 2.061E+001, 2.531E+001, 4.719E+001, 4.375E+001, 3.338E+001, 2.116E+001, 2.030E+001, 2.008E+001, 1.982E+001, 1.982E+001, 1.978E+001, 1.984E+001, 2.525E+001, 4.824E+001, 4.842E+001, 3.450E+001, 2.207E+001, 1.975E+001, 1.950E+001, 1.953E+001, 1.949E+001, 1.953E+001, 1.969E+001, 6.246E+001, 2.348E+002, 1.707E+002, 1.635E+002, 1.640E+002, 1.766E+002, 1.944E+002, 2.173E+002, 2.318E+002, 2.693E+002, 3.214E+002, 6.150E+001, 6.155E+001, 6.235E+001, 6.274E+001, 6.409E+001, 6.514E+001, 6.737E+001, 6.997E+001, 6.601E+001, 5.518E+001, 4.921E+001, 8.578E+001, 7.374E+001, 5.696E+001, 4.987E+001, 9.606E+001, 7.184E+001, 6.180E+001, 5.661E+001, 6.565E+001, 8.213E+001, 8.836E+001, 6.401E+001, 5.988E+001, 5.539E+001, 5.938E+001, 6.311E+001, 7.175E+001, 5.971E+001, 7.860E+001, 8.791E+001, 7.107E+001, 9.000E+001, 1.209E+002, 7.250E+001, 9.189E+001, 1.174E+002, 1.075E+002, 8.310E+001, 6.610E+001, 5.341E+001, 6.795E+001, 7.397E+001, 8.295E+001, 9.251E+001, 7.985E+001, 6.124E+001, 5.259E+001, 5.844E+001, 6.086E+001, 6.290E+001, 7.627E+001, 7.016E+001, 5.915E+001, 5.059E+001, 2.073E-001, 3.902E-004, 1.315E-008, 1.944E-001, 5.189E-003, 1.507E-005, 4.000E+000
 4.400E+002, 4.340E+001, 3.212E+001, 2.154E+001, 2.073E+001, 2.056E+001, 2.048E+001, 2.041E+001, 2.040E+001, 2.048E+001, 2.543E+001, 4.686E+001, 4.540E+001, 3.488E+001, 2.091E+001, 2.010E+001, 1.984E+001, 1.987E+001, 1.981E+001, 1.982E+001, 1.988E+001, 2.536E+001, 4.660E+001, 4.520E+001, 3.396E+001, 2.133E+001, 1.977E+001, 1.956E+001, 1.947E+001, 1.949E+001, 1.953E+001, 1.963E+001, 6.286E+001, 2.208E+002, 1.564E+002, 1.480E+002, 1.424E+002, 1.432E+002, 1.484E+002, 1.591E+002, 1.678E+002, 1.881E+002, 2.160E+002, 5.984E+001, 5.951E+001, 5.952E+001, 5.957E+001, 6.010E+001, 6.059E+001, 6.158E+001, 7.138E+001, 6.313E+001, 5.250E+001, 4.896E+001, 8.823E+001, 7.239E+001, 6.047E+001, 5.152E+001, 9.133E+001, 8.046E+001, 6.464E+001, 5.374E+001, 6.823E+001, 7.838E+001, 9.152E+001, 7.095E+001, 5.875E+001, 5.256E+001, 6.097E+001, 6.101E+001, 7.309E+001, 6.113E+001, 7.915E+001, 9.077E+001, 7.672E+001, 9.876E+001, 1.194E+002, 7.480E+001, 9.128E+001, 1.264E+002, 9.659E+001, 7.642E+001, 6.501E+001, 5.347E+001, 6.604E+001, 7.318E+001, 8.891E+001, 9.089E+001, 7.518E+001, 5.736E+001, 4.791E+001, 5.882E+001, 6.363E+001, 7.105E+001, 6.571E+001, 6.851E+001, 5.612E+001, 4.652E+001, 2.074E-001, 3.902E-004, 1.297E-008, 1.955E-001, 4.844E-003, 1.399E-005, 4.000E+000
 4.500E+002, 4.323E+001, 3.081E+001, 2.146E+001, 2.092E+001, 2.099E+001, 2.078E+001, 2.066E+001, 2.054E+001, 2.061E+001, 2.555E+001, 4.784E+001, 4.572E+001, 3.245E+001, 2.096E+001, 2.017E+001, 2.000E+001, 2.008E+001, 1.987E+001, 1.984E+001, 1.991E+001, 2.546E+001, 4.703E+001, 4.452E+001, 3.279E+001, 2.097E+001, 1.987E+001, 1.961E+001, 1.949E+001, 1.949E+001, 1.960E+001, 1.960E+001, 6.327E+001, 2.266E+002, 1.584E+002, 1.454E+002, 1.406E+002, 1.512E+002, 1.701E+002, 1.961E+002, 2.099E+002, 2.426E+002, 2.838E+002, 6.035E+001, 5.979E+001, 6.000E+001, 6.073E+001, 6.242E+001, 6.352E+001, 6.448E+001, 6.475E+001, 6.100E+001, 5.442E+001, 5.096E+001, 8.343E+001, 7.354E+001, 5.743E+001, 4.158E+001, 9.892E+001, 8.300E+001, 6.647E+001, 5.539E+001, 6.451E+001, 7.952E+001, 9.473E+001, 7.475E+001, 6.107E+001, 5.410E+001, 6.132E+001, 6.699E+001, 6.713E+001, 6.594E+001, 8.058E+001, 8.285E+001, 7.711E+001, 1.011E+002, 1.237E+002, 7.671E+001, 8.826E+001, 1.185E+002, 1.073E+002, 8.468E+001, 6.288E+001, 5.629E+001, 6.094E+001, 7.074E+001, 8.284E+001, 8.703E+001, 7.973E+001, 6.494E+001, 4.769E+001, 5.405E+001, 5.761E+001, 6.862E+001, 6.278E+001, 6.544E+001, 6.137E+001, 4.644E+001, 2.073E-001, 3.914E-004, 1.688E-008, 1.933E-001, 5.812E-003, 1.702E-005, 4.000E+000
 4.600E+002, 4.520E+001, 3.323E+001, 2.139E+001, 2.105E+001, 2.107E+001, 2.092E+001, 2.072E+001, 2.067E+001, 2.082E+001, 2.566E+001, 4.724E+001, 4.349E+001, 3.164E+001, 2.079E+001, 2.026E+001, 2.014E+001, 2.005E+001, 1.992E+001, 1.991E+001, 2.004E+001, 2.556E+001, 4.891E+001, 4.991E+001, 3.655E+001, 2.127E+001, 1.989E+001, 1.982E+001, 1.966E+001, 1.966E+001, 1.971E+001, 1.968E+001, 6.368E+001, 2.545E+002, 2.018E+002, 1.970E+002, 2.012E+002, 2.158E+002, 2.384E+002, 2.716E+002, 2.931E+002, 3.435E+002, 4.032E+002, 6.187E+001, 6.218E+001, 6.322E+001, 6.391E+001, 6.530E+001, 6.634E+001, 6.885E+001, 7.376E+001, 6.676E+001, 5.600E+001, 4.902E+001, 9.202E+001, 7.683E+001, 6.276E+001, 5.002E+001, 1.040E+002, 9.058E+001, 7.224E+001, 5.945E+001, 6.734E+001, 8.573E+001, 1.040E+002, 7.796E+001, 6.432E+001, 5.232E+001, 5.692E+001, 6.299E+001, 7.213E+001, 7.053E+001, 7.748E+001, 9.432E+001, 7.537E+001, 9.306E+001, 1.248E+002, 7.161E+001, 9.301E+001, 1.211E+002, 1.077E+002, 9.212E+001, 7.212E+001, 5.838E+001, 5.858E+001, 7.235E+001, 8.731E+001, 8.974E+001, 7.912E+001, 6.356E+001, 5.385E+001, 4.540E+001, 5.136E+001, 6.643E+001, 6.801E+001, 6.728E+001, 5.946E+001, 5.179E+001, 2.073E-001, 4.020E-004, 4.999E-008, 1.956E-001, 4.974E-003, 1.439E-005, 4.000E+000
 4.700E+002, 4.369E+001, 3.385E+001, 2.237E+001, 2.107E+001, 2.082E+001, 2.070E+001, 2.060E+001, 2.059E+001, 2.068E+001, 2.577E+001, 4.731E+001, 4.534E+001, 3.339E+001, 2.132E+001, 2.051E+001, 2.009E+001, 1.994E+001, 1.987E+001, 1.984E+001, 1.995E+001, 2.565E+001, 4.840E+001, 4.766E+001, 3.501E+001, 2.100E+001, 2.003E+001, 2.002E+001, 1.975E+001, 1.978E+001, 1.963E+001, 1.962E+001, 6.408E+001, 2.429E+002, 1.801E+002, 1.752E+002, 1.785E+002, 1.943E+002, 2.165E+002, 2.457E+002, 2.631E+002, 3.069E+002, 3.604E+002, 6.020E+001, 5.952E+001, 5.987E+001, 6.039E+001, 6.143E+001, 6.226E+001, 6.454E+001, 7.276E+001, 6.479E+001, 5.317E+001, 4.898E+001, 8.920E+001, 7.266E+001, 5.959E+001, 4.894E+001, 9.771E+001, 8.137E+001, 6.666E+001, 5.344E+001, 6.872E+001, 8.293E+001, 8.924E+001, 7.079E+001, 5.832E+001, 5.366E+001, 5.457E+001, 5.844E+001, 7.197E+001, 6.784E+001, 7.422E+001, 8.787E+001, 7.808E+001, 9.367E+001, 1.213E+002, 7.744E+001, 9.715E+001, 1.238E+002, 1.034E+002, 8.842E+001, 6.925E+001, 5.570E+001, 6.163E+001, 7.166E+001, 8.930E+001, 9.202E+001, 7.830E+001, 6.130E+001, 5.182E+001, 4.716E+001, 5.387E+001, 6.690E+001, 7.218E+001, 6.805E+001, 5.609E+001, 4.950E+001, 2.073E-001, 4.032E-004, 5.377E-008, 1.941E-001, 5.190E-003, 1.508E-005, 4.000E+000
 4.800E+002, 4.912E+001, 3.596E+001, 2.262E+001, 2.091E+001, 2.069E+001, 2.059E+001, 2.060E+001, 2.062E+001, 2.064E+001, 2.587E+001, 4.804E+001, 4.884E+001, 3.755E+001, 2.482E+001, 2.054E+001, 2.010E+001, 1.992E+001, 1.985E+001, 1.984E+001, 1.994E+001, 2.574E+001, 5.039E+001, 5.454E+001, 3.988E+001, 2.128E+001, 2.036E+001, 2.029E+001, 1.985E+001, 1.973E+001, 1.962E+001, 1.969E+001, 6.447E+001, 2.508E+002, 1.831E+002, 1.723E+002, 1.717E+002, 1.852E+002, 2.076E+002, 2.418E+002, 2.620E+002, 3.129E+002, 3.787E+002, 6.831E+001, 6.869E+001, 7.003E+001, 7.075E+001, 7.196E+001, 7.246E+001, 7.333E+001, 7.553E+001, 7.268E+001, 6.110E+001, 5.143E+001, 9.566E+001, 8.338E+001, 6.347E+001, 5.727E+001, 1.155E+002, 8.426E+001, 6.479E+001, 5.097E+001, 7.506E+001, 9.161E+001, 1.005E+002, 7.287E+001, 5.741E+001, 5.774E+001, 5.057E+001, 5.664E+001, 6.986E+001, 6.003E+001, 7.426E+001, 8.840E+001, 6.068E+001, 8.605E+001, 1.272E+002, 7.298E+001, 9.790E+001, 1.226E+002, 9.778E+001, 7.738E+001, 6.593E+001, 5.384E+001, 7.145E+001, 8.254E+001, 9.319E+001, 8.577E+001, 7.600E+001, 5.805E+001, 5.032E+001, 5.859E+001, 6.323E+001, 7.261E+001, 7.232E+001, 6.256E+001, 5.613E+001, 4.517E+001, 2.073E-001, 3.978E-004, 3.710E-008, 1.916E-001, 6.322E-003, 1.862E-005, 4.000E+000
 4.900E+002, 4.715E+001, 3.403E+001, 2.222E+001, 2.102E+001, 2.083E+001, 2.071E+001, 2.073E+001, 2.071E+001, 2.076E+001, 2.596E+001, 4.967E+001, 5.194E+001, 4.145E+001, 2.324E+001, 2.082E+001, 2.041E+001, 1.995E+001, 1.985E+001, 1.989E+001, 1.997E+001, 2.583E+001, 5.035E+001, 5.473E+001, 4.109E+001, 2.198E+001, 2.052E+001, 2.040E+001, 1.984E+001, 1.963E+001, 1.959E+001, 1.976E+001, 6.486E+001, 2.526E+002, 1.903E+002, 1.837E+002, 1.837E+002, 1.950E+002, 2.148E+002, 2.441E+002, 2.613E+002, 3.082E+002, 3.709E+002, 6.922E+001, 6.907E+001, 6.973E+001, 7.021E+001, 7.151E+001, 7.209E+001, 7.260E+001, 7.222E+001, 6.972E+001, 6.192E+001, 5.660E+001, 8.607E+001, 8.071E+001, 6.980E+001, 5.864E+001, 1.175E+002, 9.146E+001, 6.576E+001, 5.155E+001, 6.905E+001, 8.310E+001, 1.047E+002, 7.571E+001, 5.909E+001, 6.228E+001, 4.873E+001, 5.671E+001, 6.727E+001, 5.635E+001, 7.103E+001, 8.467E+001, 6.730E+001, 8.937E+001, 1.147E+002, 7.202E+001, 1.008E+002, 1.194E+002, 1.015E+002, 8.935E+001, 6.373E+001, 5.149E+001, 7.332E+001, 8.001E+001, 9.016E+001, 8.229E+001, 7.526E+001, 6.204E+001, 4.799E+001, 5.810E+001, 6.837E+001, 6.916E+001, 7.208E+001, 6.312E+001, 5.526E+001, 4.871E+001, 2.070E-001, 4.047E-004, 6.031E-008, 1.936E-001, 5.646E-003, 1.650E-005, 4.000E+000
 5.000E+002, 4.870E+001, 3.849E+001, 2.275E+001, 2.127E+001, 2.108E+001, 2.085E+001, 2.079E+001, 2.075E+001, 2.077E+001, 2.605E+001, 5.003E+001, 5.095E+001, 4.094E+001, 2.352E+001, 2.066E+001, 2.019E+001, 1.978E+001, 1.971E+001, 1.980E+001, 1.986E+001, 2.592E+001, 5.132E+001, 5.285E+001, 3.994E+001, 2.241E+001, 2.044E+001, 2.043E+001, 2.006E+001, 1.978E+001, 1.958E+001, 1.972E+001, 6.526E+001, 2.490E+002, 1.844E+002, 1.804E+002, 1.842E+002, 1.932E+002, 2.105E+002, 2.336E+002, 2.487E+002, 2.822E+002, 3.219E+002, 6.364E+001, 6.317E+001, 6.354E+001, 6.395E+001, 6.535E+001, 6.644E+001, 6.821E+001, 7.335E+001, 7.209E+001, 5.858E+001, 5.585E+001, 9.041E+001, 7.638E+001, 6.934E+001, 6.189E+001, 1.222E+002, 9.479E+001, 7.309E+001, 5.883E+001, 6.992E+001, 8.969E+001, 1.028E+002, 8.070E+001, 6.573E+001, 5.919E+001, 5.148E+001, 6.049E+001, 6.763E+001, 6.231E+001, 7.147E+001, 8.587E+001, 6.696E+001, 8.904E+001, 1.171E+002, 6.706E+001, 8.728E+001, 1.235E+002, 9.162E+001, 8.449E+001, 6.831E+001, 5.569E+001, 6.990E+001, 8.166E+001, 9.419E+001, 8.038E+001, 7.119E+001, 5.849E+001, 4.820E+001, 6.307E+001, 7.029E+001, 6.668E+001, 6.918E+001, 6.137E+001, 5.421E+001, 4.535E+001, 2.073E-001, 4.019E-004, 5.004E-008, 1.936E-001, 5.471E-003, 1.596E-005, 4.000E+000
 5.100E+002, 4.633E+001, 3.526E+001, 2.296E+001, 2.149E+001, 2.144E+001, 2.105E+001, 2.100E+001, 2.093E+001, 2.096E+001, 2.613E+001, 5.135E+001, 5.313E+001, 3.902E+001, 2.356E+001, 2.033E+001, 2.009E+001, 1.982E+001, 1.980E+001, 1.985E+001, 1.996E+001, 2.600E+001, 5.185E+001, 5.057E+001, 3.825E+001, 2.250E+001, 2.070E+001, 2.069E+001, 2.038E+001, 1.987E+001, 1.966E+001, 1.980E+001, 6.566E+001, 2.163E+002, 1.428E+002, 1.331E+002, 1.289E+002, 1.323E+002, 1.401E+002, 1.535E+002, 1.612E+002, 1.796E+002, 2.040E+002, 6.613E+001, 6.541E+001, 6.536E+001, 6.623E+001, 6.888E+001, 7.051E+001, 7.205E+001, 7.263E+001, 6.815E+001, 5.938E+001, 5.663E+001, 8.911E+001, 7.935E+001, 6.849E+001, 5.951E+001, 1.153E+002, 8.574E+001, 6.979E+001, 5.788E+001, 6.919E+001, 8.441E+001, 9.621E+001, 7.568E+001, 6.295E+001, 6.130E+001, 5.028E+001, 6.067E+001, 7.129E+001, 5.630E+001, 7.573E+001, 9.067E+001, 6.031E+001, 8.165E+001, 1.165E+002, 7.311E+001, 9.032E+001, 9.658E+001, 9.162E+001, 8.820E+001, 7.189E+001, 5.529E+001, 7.213E+001, 7.893E+001, 7.740E+001, 7.265E+001, 7.309E+001, 6.232E+001, 5.235E+001, 6.031E+001, 5.972E+001, 5.830E+001, 6.422E+001, 6.028E+001, 5.843E+001, 4.658E+001, 2.075E-001, 4.005E-004, 4.449E-008, 1.954E-001, 4.926E-003, 1.424E-005, 4.000E+000
 5.200E+002, 4.136E+001, 3.039E+001, 2.266E+001, 2.173E+001, 2.173E+001, 2.147E+001, 2.124E+001, 2.107E+001, 2.109E+001, 2.621E+001, 5.142E+001, 5.278E+001, 4.105E+001, 2.305E+001, 2.026E+001, 2.001E+001, 1.993E+001, 1.990E+001, 1.992E+001, 2.004E+001, 2.609E+001, 5.072E+001, 4.681E+001, 3.629E+001, 2.199E+001, 2.067E+001, 2.069E+001, 2.050E+001, 2.010E+001, 1.980E+001, 1.993E+001, 6.607E+001, 2.178E+002, 1.504E+002, 1.431E+002, 1.376E+002, 1.411E+002, 1.519E+002, 1.643E+002, 1.708E+002, 1.879E+002, 2.114E+002, 6.142E+001, 6.112E+001, 6.220E+001, 6.304E+001, 6.469E+001, 6.518E+001, 6.608E+001, 6.870E+001, 6.433E+001, 5.593E+001, 5.441E+001, 8.838E+001, 7.292E+001, 6.462E+001, 5.535E+001, 1.163E+002, 8.937E+001, 7.582E+001, 6.119E+001, 6.709E+001, 8.152E+001, 1.012E+002, 8.045E+001, 6.895E+001, 5.704E+001, 4.963E+001, 5.637E+001, 6.943E+001, 6.163E+001, 7.068E+001, 9.073E+001, 6.562E+001, 8.456E+001, 1.083E+002, 7.008E+001, 8.395E+001, 9.858E+001, 9.847E+001, 9.128E+001, 7.566E+001, 6.035E+001, 6.577E+001, 7.054E+001, 7.992E+001, 7.422E+001, 6.860E+001, 6.540E+001, 5.983E+001, 5.297E+001, 5.905E+001, 6.295E+001, 6.181E+001, 5.796E+001, 5.678E+001, 5.081E+001, 2.080E-001, 3.885E-004, 4.269E-009, 1.960E-001, 4.842E-003, 1.398E-005, 4.000E+000
 5.300E+002, 4.671E+001, 3.800E+001, 2.524E+001, 2.193E+001, 2.183E+001, 2.155E+001, 2.140E+001, 2.132E+001, 2.102E+001, 2.629E+001, 5.102E+001, 5.374E+001, 4.154E+001, 2.445E+001, 2.069E+001, 2.009E+001, 2.008E+001, 2.006E+001, 2.009E+001, 2.008E+001, 2.618E+001, 4.898E+001, 4.314E+001, 3.134E+001, 2.113E+001, 2.053E+001, 2.037E+001, 2.025E+001, 2.005E+001, 1.982E+001, 1.970E+001, 6.647E+001, 2.169E+002, 1.521E+002, 1.433E+002, 1.395E+002, 1.418E+002, 1.512E+002, 1.682E+002, 1.810E+002, 2.124E+002, 2.534E+002, 6.357E+001, 6.352E+001, 6.420E+001, 6.455E+001, 6.527E+001, 6.544E+001, 6.546E+001, 5.485E+001, 5.806E+001, 5.851E+001, 5.705E+001, 7.721E+001, 7.415E+001, 6.636E+001, 5.754E+001, 1.055E+002, 8.463E+001, 6.929E+001, 5.755E+001, 5.583E+001, 7.899E+001, 9.171E+001, 7.504E+001, 6.437E+001, 5.843E+001, 5.301E+001, 5.726E+001, 6.414E+001, 6.328E+001, 7.310E+001, 8.590E+001, 7.108E+001, 8.780E+001, 1.085E+002, 7.004E+001, 9.117E+001, 1.084E+002, 1.046E+002, 8.730E+001, 6.993E+001, 5.647E+001, 6.780E+001, 7.602E+001, 7.947E+001, 8.196E+001, 7.476E+001, 6.810E+001, 5.749E+001, 5.415E+001, 5.703E+001, 6.531E+001, 6.603E+001, 5.962E+001, 5.832E+001, 5.342E+001, 2.079E-001, 3.887E-004, 5.344E-009, 1.950E-001, 5.002E-003, 1.448E-005, 4.000E+000
 5.400E+002, 4.154E+001, 3.000E+001, 2.306E+001, 2.173E+001, 2.170E+001, 2.144E+001, 2.127E+001, 2.126E+001, 2.113E+001, 2.636E+001, 5.049E+001, 4.817E+001, 3.704E+001, 2.420E+001, 2.179E+001, 2.039E+001, 2.021E+001, 2.016E+001, 2.009E+001, 2.009E+001, 2.627E+001, 5.025E+001, 4.663E+001, 3.179E+001, 2.128E+001, 2.041E+001, 2.024E+001, 2.009E+001, 2.002E+001, 1.975E+001, 1.970E+001, 6.684E+001, 2.452E+002, 1.790E+002, 1.740E+002, 1.797E+002, 1.924E+002, 2.143E+002, 2.439E+002, 2.602E+002, 2.990E+002, 3.483E+002, 6.710E+001, 6.698E+001, 6.787E+001, 6.845E+001, 6.929E+001, 6.967E+001, 6.996E+001, 5.841E+001, 6.618E+001, 5.883E+001, 5.290E+001, 8.539E+001, 8.180E+001, 6.378E+001, 5.383E+001, 1.054E+002, 8.269E+001, 6.372E+001, 5.717E+001, 5.751E+001, 8.868E+001, 9.692E+001, 7.019E+001, 6.048E+001, 5.916E+001, 5.660E+001, 6.391E+001, 6.181E+001, 6.878E+001, 7.934E+001, 9.289E+001, 7.644E+001, 9.218E+001, 1.270E+002, 7.784E+001, 9.751E+001, 1.153E+002, 1.059E+002, 8.375E+001, 6.834E+001, 5.497E+001, 6.789E+001, 7.327E+001, 8.592E+001, 9.229E+001, 7.838E+001, 6.343E+001, 5.122E+001, 5.481E+001, 5.500E+001, 6.898E+001, 7.184E+001, 7.000E+001, 5.760E+001, 5.002E+001, 2.077E-001, 3.898E-004, 1.008E-008, 1.949E-001, 5.236E-003, 1.521E-005, 4.000E+000
 5.500E+002, 4.458E+001, 3.095E+001, 2.238E+001, 2.190E+001, 2.171E+001, 2.139E+001, 2.124E+001, 2.124E+001, 2.134E+001, 2.645E+001, 5.158E+001, 5.027E+001, 3.754E+001, 2.390E+001, 2.143E+001, 2.052E+001, 2.019E+001, 2.018E+001, 2.005E+001, 2.019E+001, 2.636E+001, 5.092E+001, 4.938E+001, 3.478E+001, 2.194E+001, 2.062E+001, 2.038E+001, 2.016E+001, 2.007E+001, 1.991E+001, 1.995E+001, 6.717E+001, 2.427E+002, 1.870E+002, 1.812E+002, 1.774E+002, 1.848E+002, 2.000E+002, 2.164E+002, 2.264E+002, 2.535E+002, 2.838E+002, 6.714E+001, 6.710E+001, 6.777E+001, 6.839E+001, 7.024E+001, 7.128E+001, 7.304E+001, 6.553E+001, 6.550E+001, 6.063E+001, 5.418E+001, 8.990E+001, 7.980E+001, 6.978E+001, 5.536E+001, 1.127E+002, 9.448E+001, 7.367E+001, 5.838E+001, 6.378E+001, 8.430E+001, 1.144E+002, 8.313E+001, 6.489E+001, 5.853E+001, 6.235E+001, 6.465E+001, 4.939E+001, 6.999E+001, 8.263E+001, 8.826E+001, 7.373E+001, 8.836E+001, 1.145E+002, 7.216E+001, 9.233E+001, 1.090E+002, 1.216E+002, 1.013E+002, 7.546E+001, 5.939E+001, 6.204E+001, 7.386E+001, 8.279E+001, 9.211E+001, 7.994E+001, 7.117E+001, 5.573E+001, 4.945E+001, 5.481E+001, 6.468E+001, 7.099E+001, 7.155E+001, 5.973E+001, 5.396E+001, 2.080E-001, 3.875E-004, 7.777E-010, 1.956E-001, 5.243E-003, 1.523E-005, 4.000E+000
 5.600E+002, 4.478E+001, 3.036E+001, 2.223E+001, 2.174E+001, 2.146E+001, 2.127E+001, 2.122E+001, 2.126E+001, 2.139E+001, 2.653E+001, 5.268E+001, 5.101E+001, 3.556E+001, 2.229E+001, 2.093E+001, 2.051E+001, 2.039E+001, 2.016E+001, 2.013E+001, 2.026E+001, 2.645E+001, 5.055E+001, 4.676E+001, 3.381E+001, 2.154E+001, 2.058E+001, 2.035E+001, 2.029E+001, 2.007E+001, 1.983E+001, 1.995E+001, 6.746E+001, 2.484E+002, 1.782E+002, 1.717E+002, 1.665E+002, 1.747E+002, 1.932E+002, 2.191E+002, 2.335E+002, 2.662E+002, 3.072E+002, 6.923E+001, 6.857E+001, 6.791E+001, 6.800E+001, 6.882E+001, 6.951E+001, 7.018E+001, 6.153E+001, 6.126E+001, 6.181E+001, 5.703E+001, 7.839E+001, 8.031E+001, 7.180E+001, 5.826E+001, 1.150E+002, 9.815E+001, 7.643E+001, 5.855E+001, 5.997E+001, 8.010E+001, 1.111E+002, 8.692E+001, 6.666E+001, 6.257E+001, 6.150E+001, 5.836E+001, 5.951E+001, 6.546E+001, 7.867E+001, 8.620E+001, 7.282E+001, 8.823E+001, 1.114E+002, 7.248E+001, 8.654E+001, 1.135E+002, 1.254E+002, 1.025E+002, 7.534E+001, 6.118E+001, 5.923E+001, 7.607E+001, 9.148E+001, 8.736E+001, 7.759E+001, 7.501E+001, 6.361E+001, 4.881E+001, 5.456E+001, 6.697E+001, 7.015E+001, 6.944E+001, 6.319E+001, 6.087E+001, 2.080E-001, 3.873E-004, 4.355E-011, 1.952E-001, 5.249E-003, 1.525E-005, 4.000E+000
