s,C,C,C,m/s,m/s,C,C,C,
 1.200E+002, 2.137E+002, 4.988E+002, 3.694E+001, 1.822E+000, 7.259E+000, 3.802E+001, 4.921E+001, 8.655E+001, 2.200E+001
 1.300E+002, 2.020E+002, 5.098E+002, 3.358E+001, 1.721E+000, 7.345E+000, 4.037E+001, 5.238E+001, 8.752E+001, 2.500E+001
 1.400E+002, 2.141E+002, 5.048E+002, 3.575E+001, 1.618E+000, 7.477E+000, 4.231E+001, 5.483E+001, 8.680E+001, 3.000E+001
 1.500E+002, 1.897E+002, 5.294E+002, 3.355E+001, 1.583E+000, 6.693E+000, 4.365E+001, 5.620E+001, 8.236E+001, 3.400E+001
 1.600E+002, 2.141E+002, 5.235E+002, 2.959E+001, 1.611E+000, 7.246E+000, 4.496E+001, 5.754E+001, 7.983E+001, 3.600E+001
 1.700E+002, 2.200E+002, 5.068E+002, 3.697E+001, 1.673E+000, 7.317E+000, 4.646E+001, 5.918E+001, 7.967E+001, 3.600E+001
 1.800E+002, 1.852E+002, 5.282E+002, 3.893E+001, 1.266E+000, 6.700E+000, 4.750E+001, 6.008E+001, 7.735E+001, 3.600E+001
 1.900E+002, 1.785E+002, 5.101E+002, 3.422E+001, 1.268E+000, 6.486E+000, 4.819E+001, 6.045E+001, 7.393E+001, 3.600E+001
 2.000E+002, 1.662E+002, 4.744E+002, 3.498E+001, 1.583E+000, 6.506E+000, 4.894E+001, 6.089E+001, 7.165E+001, 3.700E+001
 2.100E+002, 1.770E+002, 5.299E+002, 3.420E+001, 1.497E+000, 6.808E+000, 4.952E+001, 6.105E+001, 6.898E+001, 3.700E+001
 2.200E+002, 1.844E+002, 5.281E+002, 3.328E+001, 1.807E+000, 6.892E+000, 5.043E+001, 6.179E+001, 6.984E+001, 3.700E+001
 2.300E+002, 1.974E+002, 5.228E+002, 3.314E+001, 1.480E+000, 7.135E+000, 5.145E+001, 6.268E+001, 7.096E+001, 3.700E+001
 2.400E+002, 2.138E+002, 5.341E+002, 3.516E+001, 1.672E+000, 7.420E+000, 5.228E+001, 6.330E+001, 7.114E+001, 3.700E+001
 2.500E+002, 1.894E+002, 5.167E+002, 3.742E+001, 1.609E+000, 6.810E+000, 5.316E+001, 6.400E+001, 7.169E+001, 3.700E+001
 2.600E+002, 1.799E+002, 5.014E+002, 3.384E+001, 1.390E+000, 6.590E+000, 5.377E+001, 6.431E+001, 7.065E+001, 3.700E+001
 2.700E+002, 1.835E+002, 5.049E+002, 3.588E+001, 1.372E+000, 6.678E+000, 5.443E+001, 6.471E+001, 7.043E+001, 3.800E+001
 2.800E+002, 1.753E+002, 5.193E+002, 3.891E+001, 1.293E+000, 6.501E+000, 5.491E+001, 6.486E+001, 6.944E+001, 3.900E+001
 2.900E+002, 1.738E+002, 5.128E+002, 3.487E+001, 1.270E+000, 6.585E+000, 5.518E+001, 6.468E+001, 6.728E+001, 3.900E+001
 3.000E+002, 1.817E+002, 5.201E+002, 3.621E+001, 1.173E+000, 6.509E+000, 5.557E+001, 6.472E+001, 6.669E+001, 3.900E+001
 3.100E+002, 1.536E+002, 4.668E+002, 3.405E+001, 1.360E+000, 6.055E+000, 5.579E+001, 6.453E+001, 6.526E+001, 3.900E+001
 3.200E+002, 1.511E+002, 4.485E+002, 3.171E+001, 1.182E+000, 5.915E+000, 5.599E+001, 6.430E+001, 6.398E+001, 3.900E+001
 3.300E+002, 1.580E+002, 4.816E+002, 3.152E+001, 1.418E+000, 6.305E+000, 5.612E+001, 6.397E+001, 6.267E+001, 4.000E+001
 3.400E+002, 1.696E+002, 4.877E+002, 3.040E+001, 1.473E+000, 6.173E+000, 5.656E+001, 6.419E+001, 6.406E+001, 4.000E+001
 3.500E+002, 1.707E+002, 4.778E+002, 3.293E+001, 1.292E+000, 6.519E+000, 5.688E+001, 6.422E+001, 6.423E+001, 4.000E+001
 3.600E+002, 1.747E+002, 4.587E+002, 3.225E+001, 1.174E+000, 6.343E+000, 5.725E+001, 6.437E+001, 6.492E+001, 4.000E+001
 3.700E+002, 1.536E+002, 4.409E+002, 3.146E+001, 1.010E+000, 5.566E+000, 5.743E+001, 6.429E+001, 6.434E+001, 4.000E+001
 3.800E+002, 1.579E+002, 4.681E+002, 3.015E+001, 1.182E+000, 5.638E+000, 5.738E+001, 6.377E+001, 6.197E+001, 4.000E+001
 3.900E+002, 1.504E+002, 4.672E+002, 3.084E+001, 9.508E-001, 5.414E+000, 5.736E+001, 6.336E+001, 6.060E+001, 4.000E+001
 4.000E+002, 1.576E+002, 4.931E+002, 3.167E+001, 1.154E+000, 5.720E+000, 5.729E+001, 6.287E+001, 5.919E+001, 4.000E+001
 4.100E+002, 1.662E+002, 5.031E+002, 3.523E+001, 1.364E+000, 6.000E+000, 5.741E+001, 6.273E+001, 5.963E+001, 4.000E+001
 4.200E+002, 1.535E+002, 4.876E+002, 3.373E+001, 9.725E-001, 5.606E+000, 5.755E+001, 6.262E+001, 6.001E+001, 4.000E+001
 4.300E+002, 1.480E+002, 4.481E+002, 3.073E+001, 1.316E+000, 5.445E+000, 5.757E+001, 6.236E+001, 5.950E+001, 4.000E+001
 4.400E+002, 1.506E+002, 4.622E+002, 3.131E+001, 1.154E+000, 5.639E+000, 5.761E+001, 6.212E+001, 5.929E+001, 4.000E+001
 4.500E+002, 1.424E+002, 4.848E+002, 3.271E+001, 1.104E+000, 5.033E+000, 5.764E+001, 6.189E+001, 5.903E+001, 4.000E+001
 4.600E+002, 1.657E+002, 4.883E+002, 3.368E+001, 1.405E+000, 6.348E+000, 5.769E+001, 6.171E+001, 5.910E+001, 4.000E+001
 4.700E+002, 1.615E+002, 4.563E+002, 3.506E+001, 1.239E+000, 5.749E+000, 5.785E+001, 6.172E+001, 5.987E+001, 4.000E+001
 4.800E+002, 1.439E+002, 4.618E+002, 3.546E+001, 1.078E+000, 5.155E+000, 5.779E+001, 6.136E+001, 5.873E+001, 4.000E+001
 4.900E+002, 1.593E+002, 4.571E+002, 3.286E+001, 1.124E+000, 5.775E+000, 5.779E+001, 6.113E+001, 5.850E+001, 4.000E+001
 5.000E+002, 1.532E+002, 4.553E+002, 3.265E+001, 1.400E+000, 5.658E+000, 5.783E+001, 6.099E+001, 5.863E+001, 4.000E+001
 5.100E+002, 1.479E+002, 4.237E+002, 3.175E+001, 1.088E+000, 5.403E+000, 5.786E+001, 6.084E+001, 5.861E+001, 4.000E+001
 5.200E+002, 1.470E+002, 3.984E+002, 2.956E+001, 1.124E+000, 5.410E+000, 5.783E+001, 6.060E+001, 5.816E+001, 4.000E+001
 5.300E+002, 1.507E+002, 4.550E+002, 3.042E+001, 1.258E+000, 5.478E+000, 5.786E+001, 6.049E+001, 5.833E+001, 4.000E+001
 5.400E+002, 1.564E+002, 4.538E+002, 2.940E+001, 1.033E+000, 5.728E+000, 5.790E+001, 6.040E+001, 5.853E+001, 4.000E+001
 5.500E+002, 1.532E+002, 4.587E+002, 3.220E+001, 1.113E+000, 5.767E+000, 5.792E+001, 6.029E+001, 5.849E+001, 4.000E+001
 5.600E+002, 1.595E+002, 4.683E+002, 2.900E+001, 1.161E+000, 5.685E+000, 5.798E+001, 6.025E+001, 5.883E+001, 4.000E+001
 5.700E+002, 1.516E+002, 4.737E+002, 3.234E+001, 1.145E+000, 5.573E+000, 5.810E+001, 6.030E+001, 5.947E+001, 4.000E+001
 5.800E+002, 1.603E+002, 4.715E+002, 3.024E+001, 1.507E+000, 5.949E+000, 5.824E+001, 6.040E+001, 6.019E+001, 4.000E+001
 5.900E+002, 1.588E+002, 4.789E+002, 2.969E+001, 1.392E+000, 5.989E+000, 5.836E+001, 6.045E+001, 6.046E+001, 4.000E+001
 6.000E+002, 1.565E+002, 4.705E+002, 2.866E+001, 1.073E+000, 5.834E+000, 5.846E+001, 6.051E+001, 6.071E+001, 4.000E+001
