s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,
 3.320E+02, 1.257E+02, 1.346E+02, 1.367E+02, 1.391E+02, 1.671E+02, 1.671E+02, 1.671E+02, 1.671E+02, 1.723E+02, 1.723E+02, 1.680E+02, 1.624E+02, 1.538E+02, 1.430E+02, 1.043E+02, 1.824E+02, 1.912E+02, 1.912E+02, 1.912E+02, 1.912E+02, 1.912E+02, 1.912E+02, 1.804E+02, 1.589E+02, 1.378E+02, 1.267E+02, 1.006E+02, 1.638E+02, 1.700E+02, 1.700E+02, 1.700E+02, 1.700E+02, 1.771E+02, 1.771E+02, 1.789E+02, 1.738E+02, 1.617E+02, 1.498E+02, 1.013E+02, 1.677E+02, 1.720E+02, 1.720E+02, 1.720E+02, 1.720E+02, 1.769E+02, 1.769E+02, 1.773E+02, 1.741E+02, 1.666E+02, 1.513E+02, 1.058E+02, 6.589E-01, 6.589E-01, 5.759E-01, 3.390E-01, 6.341E-01, 6.341E-01, 6.032E-01, 4.355E-01, 0.000E+00
 3.360E+02, 1.290E+02, 1.380E+02, 1.392E+02, 1.410E+02, 1.737E+02, 1.737E+02, 1.737E+02, 1.737E+02, 1.726E+02, 1.726E+02, 1.635E+02, 1.539E+02, 1.454E+02, 1.388E+02, 1.076E+02, 1.828E+02, 1.924E+02, 1.924E+02, 1.924E+02, 1.924E+02, 1.951E+02, 1.951E+02, 1.810E+02, 1.572E+02, 1.396E+02, 1.300E+02, 1.033E+02, 1.674E+02, 1.738E+02, 1.738E+02, 1.738E+02, 1.738E+02, 1.798E+02, 1.798E+02, 1.831E+02, 1.804E+02, 1.695E+02, 1.551E+02, 1.019E+02, 1.642E+02, 1.690E+02, 1.690E+02, 1.690E+02, 1.690E+02, 1.754E+02, 1.754E+02, 1.779E+02, 1.731E+02, 1.639E+02, 1.452E+02, 1.058E+02, 6.160E-01, 6.160E-01, 4.172E-01, 3.788E-01, 6.450E-01, 6.450E-01, 4.840E-01, 3.347E-01, 0.000E+00
 3.400E+02, 1.315E+02, 1.425E+02, 1.418E+02, 1.431E+02, 1.701E+02, 1.701E+02, 1.701E+02, 1.701E+02, 1.725E+02, 1.725E+02, 1.632E+02, 1.524E+02, 1.426E+02, 1.366E+02, 1.076E+02, 1.953E+02, 2.024E+02, 2.024E+02, 2.024E+02, 2.024E+02, 2.015E+02, 2.015E+02, 1.865E+02, 1.641E+02, 1.496E+02, 1.404E+02, 1.040E+02, 1.695E+02, 1.769E+02, 1.769E+02, 1.769E+02, 1.769E+02, 1.851E+02, 1.851E+02, 1.844E+02, 1.770E+02, 1.655E+02, 1.503E+02, 1.031E+02, 1.638E+02, 1.710E+02, 1.710E+02, 1.710E+02, 1.710E+02, 1.793E+02, 1.793E+02, 1.801E+02, 1.740E+02, 1.636E+02, 1.485E+02, 1.081E+02, 7.285E-01, 7.285E-01, 5.998E-01, 2.939E-01, 6.935E-01, 6.935E-01, 6.530E-01, 6.104E-01, 0.000E+00
 3.440E+02, 1.341E+02, 1.464E+02, 1.445E+02, 1.454E+02, 1.735E+02, 1.735E+02, 1.735E+02, 1.735E+02, 1.749E+02, 1.749E+02, 1.668E+02, 1.564E+02, 1.481E+02, 1.419E+02, 1.107E+02, 1.941E+02, 2.015E+02, 2.015E+02, 2.015E+02, 2.015E+02, 2.050E+02, 2.050E+02, 1.934E+02, 1.698E+02, 1.498E+02, 1.369E+02, 1.054E+02, 1.744E+02, 1.812E+02, 1.812E+02, 1.812E+02, 1.812E+02, 1.884E+02, 1.884E+02, 1.887E+02, 1.846E+02, 1.711E+02, 1.509E+02, 1.027E+02, 1.671E+02, 1.735E+02, 1.735E+02, 1.735E+02, 1.735E+02, 1.817E+02, 1.817E+02, 1.822E+02, 1.743E+02, 1.647E+02, 1.508E+02, 1.091E+02, 5.622E-01, 5.622E-01, 3.908E-01, 3.444E-01, 7.077E-01, 7.077E-01, 6.085E-01, 5.594E-01, 0.000E+00
 3.480E+02, 1.372E+02, 1.499E+02, 1.470E+02, 1.480E+02, 1.800E+02, 1.800E+02, 1.800E+02, 1.800E+02, 1.802E+02, 1.802E+02, 1.689E+02, 1.588E+02, 1.511E+02, 1.436E+02, 1.096E+02, 1.916E+02, 2.008E+02, 2.008E+02, 2.008E+02, 2.008E+02, 2.047E+02, 2.047E+02, 1.955E+02, 1.741E+02, 1.519E+02, 1.382E+02, 1.059E+02, 1.780E+02, 1.844E+02, 1.844E+02, 1.844E+02, 1.844E+02, 1.939E+02, 1.939E+02, 1.940E+02, 1.880E+02, 1.708E+02, 1.501E+02, 1.066E+02, 1.718E+02, 1.786E+02, 1.786E+02, 1.786E+02, 1.786E+02, 1.868E+02, 1.868E+02, 1.840E+02, 1.746E+02, 1.639E+02, 1.499E+02, 1.092E+02, 6.705E-01, 6.705E-01, 4.228E-01, 4.403E-01, 6.559E-01, 6.559E-01, 5.946E-01, 5.947E-01, 0.000E+00
 3.520E+02, 1.398E+02, 1.534E+02, 1.488E+02, 1.511E+02, 1.789E+02, 1.789E+02, 1.789E+02, 1.789E+02, 1.804E+02, 1.804E+02, 1.702E+02, 1.586E+02, 1.515E+02, 1.469E+02, 1.114E+02, 1.907E+02, 2.027E+02, 2.027E+02, 2.027E+02, 2.027E+02, 2.125E+02, 2.125E+02, 2.007E+02, 1.791E+02, 1.582E+02, 1.431E+02, 1.084E+02, 1.779E+02, 1.820E+02, 1.820E+02, 1.820E+02, 1.820E+02, 1.878E+02, 1.878E+02, 1.897E+02, 1.888E+02, 1.765E+02, 1.567E+02, 1.086E+02, 1.774E+02, 1.840E+02, 1.840E+02, 1.840E+02, 1.840E+02, 1.899E+02, 1.899E+02, 1.864E+02, 1.793E+02, 1.676E+02, 1.527E+02, 1.113E+02, 6.883E-01, 6.883E-01, 4.920E-01, 3.144E-01, 8.124E-01, 8.124E-01, 7.077E-01, 4.557E-01, 0.000E+00
 3.560E+02, 1.425E+02, 1.569E+02, 1.511E+02, 1.534E+02, 1.810E+02, 1.810E+02, 1.810E+02, 1.810E+02, 1.838E+02, 1.838E+02, 1.761E+02, 1.613E+02, 1.512E+02, 1.467E+02, 1.128E+02, 1.934E+02, 2.043E+02, 2.043E+02, 2.043E+02, 2.043E+02, 2.116E+02, 2.116E+02, 1.983E+02, 1.770E+02, 1.578E+02, 1.439E+02, 1.104E+02, 1.787E+02, 1.841E+02, 1.841E+02, 1.841E+02, 1.841E+02, 1.897E+02, 1.897E+02, 1.906E+02, 1.902E+02, 1.809E+02, 1.644E+02, 1.097E+02, 1.787E+02, 1.848E+02, 1.848E+02, 1.848E+02, 1.848E+02, 1.922E+02, 1.922E+02, 1.929E+02, 1.880E+02, 1.746E+02, 1.596E+02, 1.133E+02, 9.182E-01, 9.182E-01, 6.297E-01, 4.082E-01, 5.763E-01, 5.763E-01, 4.199E-01, 3.288E-01, 0.000E+00
 3.600E+02, 1.466E+02, 1.603E+02, 1.537E+02, 1.560E+02, 1.937E+02, 1.937E+02, 1.937E+02, 1.937E+02, 1.910E+02, 1.910E+02, 1.804E+02, 1.643E+02, 1.536E+02, 1.474E+02, 1.145E+02, 1.965E+02, 2.070E+02, 2.070E+02, 2.070E+02, 2.070E+02, 2.110E+02, 2.110E+02, 1.956E+02, 1.741E+02, 1.563E+02, 1.428E+02, 1.114E+02, 1.816E+02, 1.888E+02, 1.888E+02, 1.888E+02, 1.888E+02, 1.962E+02, 1.962E+02, 1.974E+02, 1.941E+02, 1.806E+02, 1.606E+02, 1.115E+02, 1.813E+02, 1.872E+02, 1.872E+02, 1.872E+02, 1.872E+02, 1.938E+02, 1.938E+02, 1.932E+02, 1.874E+02, 1.742E+02, 1.614E+02, 1.147E+02, 6.473E-01, 6.473E-01, 4.829E-01, 3.907E-01, 8.017E-01, 8.017E-01, 6.032E-01, 4.500E-01, 0.000E+00
 3.640E+02, 1.496E+02, 1.635E+02, 1.564E+02, 1.585E+02, 1.936E+02, 1.936E+02, 1.936E+02, 1.936E+02, 1.918E+02, 1.918E+02, 1.827E+02, 1.713E+02, 1.624E+02, 1.555E+02, 1.227E+02, 1.967E+02, 2.071E+02, 2.071E+02, 2.071E+02, 2.071E+02, 2.153E+02, 2.153E+02, 2.058E+02, 1.820E+02, 1.561E+02, 1.428E+02, 1.155E+02, 1.850E+02, 1.927E+02, 1.927E+02, 1.927E+02, 1.927E+02, 1.999E+02, 1.999E+02, 2.003E+02, 1.946E+02, 1.799E+02, 1.599E+02, 1.128E+02, 1.832E+02, 1.891E+02, 1.891E+02, 1.891E+02, 1.891E+02, 1.955E+02, 1.955E+02, 1.937E+02, 1.900E+02, 1.805E+02, 1.630E+02, 1.187E+02, 7.981E-01, 7.981E-01, 5.136E-01, 3.744E-01, 6.737E-01, 6.737E-01, 6.159E-01, 4.520E-01, 0.000E+00
 3.680E+02, 1.537E+02, 1.663E+02, 1.594E+02, 1.603E+02, 2.041E+02, 2.041E+02, 2.041E+02, 2.041E+02, 1.978E+02, 1.978E+02, 1.771E+02, 1.669E+02, 1.594E+02, 1.532E+02, 1.239E+02, 1.953E+02, 2.062E+02, 2.062E+02, 2.062E+02, 2.062E+02, 2.127E+02, 2.127E+02, 2.061E+02, 1.824E+02, 1.565E+02, 1.438E+02, 1.164E+02, 1.856E+02, 1.958E+02, 1.958E+02, 1.958E+02, 1.958E+02, 2.053E+02, 2.053E+02, 2.054E+02, 1.999E+02, 1.876E+02, 1.696E+02, 1.135E+02, 1.790E+02, 1.848E+02, 1.848E+02, 1.848E+02, 1.848E+02, 1.930E+02, 1.930E+02, 1.943E+02, 1.918E+02, 1.866E+02, 1.689E+02, 1.207E+02, 8.640E-01, 8.640E-01, 4.877E-01, 3.521E-01, 6.530E-01, 6.530E-01, 6.269E-01, 5.334E-01, 0.000E+00
 3.700E+02, 1.567E+02, 1.689E+02, 1.604E+02, 1.607E+02, 2.069E+02, 2.069E+02, 2.069E+02, 2.069E+02, 1.954E+02, 1.954E+02, 1.743E+02, 1.655E+02, 1.575E+02, 1.508E+02, 1.223E+02, 2.038E+02, 2.134E+02, 2.134E+02, 2.134E+02, 2.134E+02, 2.173E+02, 2.173E+02, 2.104E+02, 1.861E+02, 1.599E+02, 1.464E+02, 1.161E+02, 1.827E+02, 1.909E+02, 1.909E+02, 1.909E+02, 1.909E+02, 2.009E+02, 2.009E+02, 2.062E+02, 2.020E+02, 1.913E+02, 1.721E+02, 1.164E+02, 1.711E+02, 1.752E+02, 1.752E+02, 1.752E+02, 1.752E+02, 1.834E+02, 1.834E+02, 1.891E+02, 1.928E+02, 1.905E+02, 1.737E+02, 1.224E+02, 8.802E-01, 8.802E-01, 4.429E-01, 4.226E-01, 8.461E-01, 8.461E-01, 6.966E-01, 5.808E-01, 0.000E+00
