m,C,m,C,m/s,m/s,m/s,m/s
 1.925E+00, 1.609E+02, 1.925E+00, 1.583E+02,-3.875E-01,-4.062E-01, 6.488E-03, 2.556E-01
 1.975E+00, 1.610E+02,NaN,NaN,NaN,NaN,NaN,NaN
 2.025E+00, 1.611E+02,NaN,NaN,NaN,NaN,NaN,NaN
 2.075E+00, 1.611E+02,NaN,NaN,NaN,NaN,NaN,NaN
 2.125E+00, 1.615E+02,NaN,NaN,NaN,NaN,NaN,NaN
 2.175E+00, 1.625E+02,NaN,NaN,NaN,NaN,NaN,NaN
 2.225E+00, 1.644E+02,NaN,NaN,NaN,NaN,NaN,NaN
 2.275E+00, 1.672E+02,NaN,NaN,NaN,NaN,NaN,NaN
 2.325E+00, 1.707E+02,NaN,NaN,NaN,NaN,NaN,NaN
 2.375E+00, 1.727E+02,NaN,NaN,NaN,NaN,NaN,NaN
