m,C,m,C,m/s,m/s,m/s,m/s
 1.775E+00, 8.620E+01, 1.775E+00, 8.554E+01,-1.271E+00,-1.174E+00,-7.997E-03, 4.379E-01
 1.825E+00, 8.643E+01, 1.825E+00, 8.656E+01,-1.392E+00,-1.316E+00, 6.109E-04, 3.724E-01
 1.875E+00, 8.676E+01, 1.875E+00, 8.772E+01,-1.322E+00,-1.312E+00,-1.001E-02, 1.732E-01
 1.925E+00, 8.715E+01, 1.925E+00, 8.673E+01,-3.983E-01,-3.782E-01,-1.001E-02, 1.732E-01
 1.975E+00, 8.740E+01,NaN,NaN,NaN,NaN,NaN,NaN
 2.025E+00, 8.777E+01,NaN,NaN,NaN,NaN,NaN,NaN
 2.075E+00, 8.835E+01,NaN,NaN,NaN,NaN,NaN,NaN
 2.125E+00, 8.897E+01,NaN,NaN,NaN,NaN,NaN,NaN
 2.175E+00, 8.976E+01,NaN,NaN,NaN,NaN,NaN,NaN
 2.225E+00, 9.081E+01,NaN,NaN,NaN,NaN,NaN,NaN
 2.275E+00, 9.198E+01,NaN,NaN,NaN,NaN,NaN,NaN
 2.325E+00, 9.324E+01,NaN,NaN,NaN,NaN,NaN,NaN
 2.375E+00, 9.408E+01,NaN,NaN,NaN,NaN,NaN,NaN
