s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
 2.7000427E+002, 3.7365330E+001, 4.2803423E+001, 5.0591301E+001, 5.6215331E+001, 6.3379050E+001, 7.3398629E+001, 7.5195761E+001, 7.6312573E+001, 7.6654830E+001, 7.6644830E+001, 3.7292114E+001, 4.3917144E+001, 4.9442794E+001, 5.8335621E+001, 6.1349285E+001, 6.4537306E+001, 7.0920911E+001, 7.2426535E+001, 7.5736466E+001, 7.9317980E+001, 4.2416137E+001, 4.7088250E+001, 5.1005156E+001, 5.7268784E+001, 6.1731817E+001, 6.6789836E+001, 7.2703218E+001, 7.8204086E+001, 2.2000000E+001, 8.2150045E+001, 1.6146138E+002, 9.2702983E+001
 3.0000673E+002, 4.0571976E+001, 4.7059710E+001, 5.3636557E+001, 5.9857849E+001, 7.2958434E+001, 7.6870849E+001, 7.8180080E+001, 7.9762563E+001, 8.0423430E+001, 8.0766853E+001, 4.0696317E+001, 4.8075472E+001, 5.2431403E+001, 6.1427911E+001, 6.5922385E+001, 6.9914543E+001, 7.4004857E+001, 7.5636102E+001, 7.8588641E+001, 8.3431670E+001, 4.6100856E+001, 5.0153059E+001, 5.4819382E+001, 6.0927345E+001, 6.5017438E+001, 7.0362951E+001, 7.5033059E+001, 8.2688017E+001, 2.2000000E+001, 8.6996452E+001, 1.9887539E+002, 1.0161380E+002
 3.3000167E+002, 4.3338819E+001, 4.9640989E+001, 5.6360575E+001, 6.2795379E+001, 7.3581103E+001, 8.1752053E+001, 8.3182979E+001, 8.4325929E+001, 8.4899276E+001, 8.4883289E+001, 4.3318487E+001, 5.0351017E+001, 5.5694283E+001, 6.4765315E+001, 6.9205076E+001, 7.2417244E+001, 7.8388251E+001, 8.1583649E+001, 8.4787809E+001, 8.7617229E+001, 4.8300100E+001, 5.4792682E+001, 5.8251594E+001, 6.3612291E+001, 6.8503364E+001, 7.4240058E+001, 7.9300807E+001, 8.5214826E+001, 2.2000000E+001, 9.0112412E+001, 2.0264392E+002, 1.0916737E+002
 3.6000569E+002, 4.6649493E+001, 5.2986405E+001, 5.9595294E+001, 6.4613935E+001, 7.4819796E+001, 8.4186777E+001, 8.6817848E+001, 8.7755997E+001, 8.8247400E+001, 8.8214412E+001, 4.6453022E+001, 5.3344458E+001, 5.8598420E+001, 6.7495361E+001, 7.1285634E+001, 7.5644817E+001, 8.1379114E+001, 8.3481718E+001, 8.6145104E+001, 9.0629122E+001, 5.0711468E+001, 5.6702140E+001, 6.0160624E+001, 6.7022474E+001, 7.1886830E+001, 7.7689932E+001, 8.2860479E+001, 8.7993149E+001, 2.2000000E+001, 9.3062157E+001, 1.9194113E+002, 1.1007622E+002
 3.9000044E+002, 4.7863682E+001, 5.5569312E+001, 6.2345997E+001, 6.8315204E+001, 7.7764353E+001, 8.5378444E+001, 8.7544620E+001, 8.8100788E+001, 8.8426480E+001, 8.8308821E+001, 4.7486648E+001, 5.5695989E+001, 6.1000915E+001, 7.0036651E+001, 7.3708067E+001, 7.8102633E+001, 8.2690358E+001, 8.5393483E+001, 8.7650818E+001, 8.9815393E+001, 5.2012095E+001, 5.8394595E+001, 6.2077184E+001, 6.8602473E+001, 7.4370093E+001, 8.0316257E+001, 8.3711071E+001, 8.9581635E+001, 2.2000000E+001, 9.3030083E+001, 1.7525839E+002, 1.0542002E+002
 4.2000318E+002, 4.9228810E+001, 5.6955113E+001, 6.4188635E+001, 6.9908921E+001, 8.0288263E+001, 8.5427938E+001, 8.6912323E+001, 8.8016818E+001, 8.8519130E+001, 8.8193326E+001, 4.8639345E+001, 5.7917226E+001, 6.3387539E+001, 7.1781475E+001, 7.5781159E+001, 7.9472192E+001, 8.3215082E+001, 8.5083526E+001, 8.7447181E+001, 9.0094114E+001, 5.2276975E+001, 5.9735095E+001, 6.3600152E+001, 7.1783946E+001, 7.5837958E+001, 8.0509607E+001, 8.4310376E+001, 8.8758127E+001, 2.2000000E+001, 9.2641623E+001, 1.6363915E+002, 1.0153479E+002
 4.5001772E+002, 4.8055879E+001, 5.7615778E+001, 6.4950789E+001, 7.0771657E+001, 7.9651542E+001, 8.3505838E+001, 8.4999141E+001, 8.5418142E+001, 8.5647701E+001, 8.5337537E+001, 4.7464803E+001, 5.8146054E+001, 6.4452903E+001, 7.2163900E+001, 7.6131226E+001, 7.9903875E+001, 8.2542608E+001, 8.4470206E+001, 8.4957457E+001, 8.5715561E+001, 4.6896264E+001, 5.9058473E+001, 6.4729705E+001, 7.2272926E+001, 7.5783389E+001, 8.0565070E+001, 8.3432811E+001, 8.3624556E+001, 2.2000000E+001, 8.5846981E+001, 1.0204959E+002, 8.5878707E+001
 4.8000189E+002, 4.4121891E+001, 5.4817161E+001, 6.1389158E+001, 6.8623900E+001, 7.2826144E+001, 7.6510397E+001, 7.8807950E+001, 7.9442292E+001, 7.9752029E+001, 7.9739950E+001, 4.0898558E+001, 5.5516578E+001, 6.1835327E+001, 6.8870493E+001, 7.3440813E+001, 7.6161163E+001, 7.7990570E+001, 7.9131579E+001, 7.9337537E+001, 7.8893280E+001, 4.1554607E+001, 5.5728829E+001, 6.2415926E+001, 6.8621305E+001, 7.3494511E+001, 7.6506402E+001, 7.8350989E+001, 7.7998584E+001, 2.2000000E+001, 7.8205802E+001, 6.5992607E+001, 7.7053493E+001
 5.1002203E+002, 4.0171904E+001, 4.9619751E+001, 5.8955537E+001, 6.5418182E+001, 6.9099917E+001, 7.1542417E+001, 7.3471969E+001, 7.4085791E+001, 7.4387176E+001, 7.4481426E+001, 3.8184215E+001, 5.1339712E+001, 5.9544298E+001, 6.5223970E+001, 6.9295111E+001, 7.2028226E+001, 7.3891098E+001, 7.4364554E+001, 7.4666309E+001, 7.4601646E+001, 3.7839736E+001, 5.2020287E+001, 5.9651114E+001, 6.5716995E+001, 6.9227413E+001, 7.2209651E+001, 7.4345228E+001, 7.3567908E+001, 2.2000000E+001, 7.3409731E+001, 6.3051045E+001, 7.3519878E+001
 5.4001531E+002, 3.7698086E+001, 4.6342707E+001, 5.6776021E+001, 6.3042811E+001, 6.6046629E+001, 6.7958883E+001, 6.9704053E+001, 7.0224911E+001, 7.0675353E+001, 7.0815066E+001, 3.6340351E+001, 4.6985968E+001, 5.7103966E+001, 6.3217857E+001, 6.5482576E+001, 6.8452012E+001, 7.0023238E+001, 7.0773031E+001, 7.0808447E+001, 7.0753894E+001, 3.5937597E+001, 4.7960939E+001, 5.6700853E+001, 6.3037958E+001, 6.5921024E+001, 6.8992380E+001, 7.0369683E+001, 6.9319155E+001, 2.2000000E+001, 6.9316681E+001, 6.0503668E+001, 7.0395159E+001
 5.7001559E+002, 3.6287974E+001, 4.4344725E+001, 5.4362215E+001, 5.9931105E+001, 6.3120550E+001, 6.4849820E+001, 6.6654870E+001, 6.7398101E+001, 6.7557634E+001, 6.7242282E+001, 3.4613231E+001, 4.4470964E+001, 5.4467227E+001, 6.0668665E+001, 6.3269749E+001, 6.5323619E+001, 6.6816553E+001, 6.7625856E+001, 6.7718808E+001, 6.7774426E+001, 3.4620990E+001, 4.4539681E+001, 5.4327676E+001, 6.0905880E+001, 6.3450352E+001, 6.5952215E+001, 6.7302664E+001, 6.6279198E+001, 2.2000000E+001, 6.5942869E+001, 5.7915388E+001, 6.6420549E+001
 6.0000000E+002, 3.5092312E+001, 4.0393775E+001, 5.1565904E+001, 5.8051528E+001, 6.0769167E+001, 6.2603007E+001, 6.4170876E+001, 6.4693998E+001, 6.4708475E+001, 6.4518776E+001, 3.3504116E+001, 4.1219873E+001, 5.2100785E+001, 5.7968799E+001, 6.1057417E+001, 6.2731832E+001, 6.3967632E+001, 6.4735493E+001, 6.4854588E+001, 6.4975952E+001, 3.4430370E+001, 4.1119839E+001, 5.2366987E+001, 5.8559000E+001, 6.0999363E+001, 6.2894161E+001, 6.4167861E+001, 6.3643054E+001, 2.2000000E+001, 6.3645332E+001, 5.6020573E+001, 6.3732062E+001
