s,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 7.200E+02, 1.523E-01, 3.323E-02, 2.428E-07, 1.254E-08, 5.128E-08, 2.864E-02, 1.587E-01, 2.947E-02, 1.308E-07, 1.063E-08, 2.762E-08, 2.594E-02, 1.619E+01, 1.147E+01, 4.909E+02, 4.953E+02, 1.187E+02, 4.854E+02, 1.139E+02, 4.830E+02, 4.051E+02, 3.379E+02, 4.199E+02, 8.443E+01, 4.656E+02, 4.681E+02, 4.725E+02, 4.688E+02, 4.475E+02, 4.396E+02, 4.226E+02, 2.189E+01, 5.226E+01, 3.589E+02, 2.580E+02, 2.710E+02, 1.450E+02, 2.187E+01, 5.537E+01, 4.694E+01, 4.999E+01, 4.679E+01, 4.486E+01,-3.420E+00,-3.059E+00,-3.384E+00,-1.085E+00,-3.171E-02, 8.371E-01, 7.089E-01, 8.180E-01, 8.965E-01
 8.000E+02, 1.512E-01, 3.385E-02, 2.667E-06, 1.327E-07, 5.638E-07, 2.908E-02, 1.463E-01, 3.677E-02, 8.233E-06, 2.962E-07, 1.742E-06, 3.118E-02, 1.881E+01, 1.403E+01, 5.407E+02, 5.780E+02, 1.188E+02, 5.177E+02, 1.132E+02, 4.682E+02, 4.268E+02, 3.636E+02, 4.681E+02, 8.694E+01, 5.280E+02, 4.923E+02, 4.845E+02, 5.079E+02, 4.791E+02, 4.526E+02, 4.319E+02, 2.215E+01, 5.752E+01, 3.812E+02, 2.687E+02, 2.833E+02, 1.449E+02, 2.221E+01, 6.120E+01, 5.223E+01, 5.548E+01, 5.151E+01, 4.923E+01,-3.635E+00,-3.238E+00,-3.498E+00,-1.371E+00,-4.900E-02, 7.614E-01, 6.645E-01, 7.788E-01, 8.578E-01
 8.800E+02, 1.346E-01, 4.370E-02, 4.225E-06, 1.775E-07, 8.938E-07, 3.616E-02, 1.317E-01, 4.531E-02, 1.074E-04, 3.194E-06, 2.298E-05, 3.743E-02, 2.840E+01, 2.302E+01, 6.053E+02, 6.685E+02, 1.566E+02, 5.949E+02, 1.460E+02, 6.140E+02, 5.041E+02, 4.541E+02, 5.584E+02, 8.943E+01, 6.017E+02, 5.966E+02, 5.955E+02, 5.903E+02, 5.551E+02, 6.015E+02, 5.607E+02, 2.277E+01, 7.986E+01, 4.906E+02, 3.816E+02, 3.841E+02, 2.032E+02, 2.333E+01, 8.596E+01, 7.133E+01, 7.686E+01, 7.115E+01, 6.734E+01,-3.991E+00,-3.769E+00,-4.067E+00,-1.711E+00,-1.934E-01, 8.149E-01, 6.939E-01, 8.137E-01, 9.032E-01
 9.600E+02, 1.075E-01, 5.974E-02, 1.272E-05, 5.703E-07, 2.694E-06, 4.770E-02, 1.124E-01, 5.679E-02, 4.571E-05, 9.472E-07, 9.695E-06, 4.561E-02, 4.768E+01, 3.470E+01, 7.341E+02, 7.701E+02, 2.477E+02, 7.119E+02, 1.770E+02, 7.309E+02, 6.313E+02, 5.491E+02, 6.554E+02, 9.452E+01, 6.883E+02, 6.878E+02, 6.876E+02, 6.968E+02, 6.487E+02, 7.035E+02, 6.536E+02, 2.328E+01, 1.120E+02, 5.625E+02, 4.616E+02, 4.701E+02, 3.049E+02, 2.493E+01, 1.218E+02, 1.009E+02, 1.086E+02, 1.005E+02, 9.406E+01,-4.385E+00,-4.120E+00,-4.419E+00,-1.788E+00,-4.078E-01, 8.078E-01, 7.258E-01, 8.475E-01, 9.814E-01
 1.040E+03, 1.112E-01, 5.745E-02, 6.897E-05, 2.476E-06, 1.463E-05, 4.612E-02, 1.018E-01, 6.243E-02, 6.648E-04, 2.453E-05, 1.443E-04, 5.039E-02, 5.876E+01, 4.170E+01, 7.885E+02, 8.217E+02, 2.939E+02, 7.576E+02, 2.208E+02, 7.968E+02, 6.917E+02, 5.967E+02, 7.027E+02, 1.054E+02, 7.312E+02, 7.207E+02, 7.334E+02, 7.520E+02, 6.983E+02, 7.425E+02, 6.899E+02, 2.512E+01, 1.340E+02, 6.107E+02, 5.046E+02, 5.170E+02, 3.480E+02, 2.540E+01, 1.432E+02, 1.181E+02, 1.270E+02, 1.177E+02, 1.107E+02,-4.585E+00,-4.227E+00,-4.659E+00,-1.843E+00,-4.212E-01, 8.739E-01, 7.502E-01, 8.487E-01, 9.768E-01
 1.120E+03, 9.938E-02, 6.432E-02, 2.053E-04, 1.137E-05, 4.456E-05, 5.121E-02, 1.025E-01, 6.248E-02, 2.133E-04, 5.390E-06, 4.595E-05, 4.990E-02, 6.182E+01, 4.373E+01, 8.135E+02, 8.217E+02, 3.036E+02, 7.576E+02, 2.123E+02, 7.958E+02, 7.059E+02, 6.104E+02, 7.114E+02, 1.182E+02, 7.331E+02, 7.293E+02, 7.330E+02, 7.526E+02, 6.996E+02, 7.443E+02, 6.929E+02, 2.511E+01, 1.403E+02, 6.107E+02, 4.925E+02, 5.088E+02, 3.283E+02, 2.589E+01, 1.499E+02, 1.239E+02, 1.331E+02, 1.239E+02, 1.152E+02,-4.691E+00,-4.169E+00,-4.557E+00,-1.867E+00,-4.108E-01, 8.563E-01, 7.392E-01, 8.301E-01, 9.926E-01
 1.200E+03, 1.183E-01, 5.334E-02, 2.468E-05, 9.151E-07, 5.225E-06, 4.311E-02, 1.093E-01, 5.856E-02, 1.140E-04, 2.440E-06, 2.427E-05, 4.697E-02, 6.090E+01, 4.434E+01, 7.946E+02, 8.167E+02, 2.994E+02, 7.432E+02, 2.191E+02, 7.938E+02, 7.042E+02, 6.156E+02, 7.170E+02, 1.275E+02, 7.349E+02, 7.365E+02, 7.437E+02, 7.495E+02, 6.985E+02, 7.745E+02, 7.143E+02, 2.427E+01, 1.423E+02, 6.350E+02, 5.124E+02, 5.262E+02, 3.468E+02, 2.578E+01, 1.526E+02, 1.262E+02, 1.339E+02, 1.240E+02, 1.172E+02,-4.646E+00,-4.222E+00,-4.584E+00,-2.020E+00,-4.441E-01, 8.588E-01, 7.655E-01, 8.805E-01, 1.005E+00
 1.280E+03, 1.103E-01, 5.781E-02, 2.424E-04, 1.642E-05, 5.244E-05, 4.657E-02, 9.413E-02, 6.748E-02, 1.515E-04, 3.373E-06, 3.222E-05, 5.343E-02, 6.950E+01, 5.121E+01, 8.183E+02, 8.634E+02, 3.169E+02, 7.947E+02, 2.353E+02, 8.253E+02, 7.359E+02, 6.479E+02, 7.488E+02, 1.340E+02, 7.657E+02, 7.663E+02, 7.722E+02, 7.897E+02, 7.314E+02, 7.850E+02, 7.247E+02, 2.568E+01, 1.580E+02, 6.420E+02, 5.273E+02, 5.414E+02, 3.671E+02, 2.644E+01, 1.673E+02, 1.399E+02, 1.470E+02, 1.375E+02, 1.296E+02,-4.815E+00,-4.335E+00,-4.739E+00,-1.991E+00,-5.815E-01, 8.286E-01, 7.515E-01, 8.434E-01, 9.629E-01
 1.360E+03, 6.911E-02, 7.549E-02, 6.670E-03, 7.238E-04, 1.451E-03, 6.666E-02, 7.393E-02, 7.798E-02, 1.551E-03, 6.557E-05, 3.344E-04, 6.263E-02, 1.095E+02, 7.470E+01, 1.012E+03, 9.659E+02, 4.426E+02, 9.756E+02, 2.723E+02, 9.590E+02, 8.646E+02, 7.469E+02, 8.579E+02, 1.401E+02, 8.664E+02, 8.554E+02, 8.592E+02, 9.139E+02, 8.347E+02, 8.944E+02, 8.225E+02, 3.141E+01, 2.242E+02, 7.353E+02, 5.922E+02, 6.175E+02, 4.345E+02, 2.939E+01, 2.351E+02, 1.968E+02, 2.080E+02, 1.949E+02, 1.813E+02,-5.200E+00,-4.746E+00,-5.234E+00,-2.146E+00,-5.549E-01, 8.188E-01, 7.582E-01, 8.464E-01, 1.007E+00
 1.440E+03, 8.881E-02, 6.798E-02, 2.668E-03, 4.625E-04, 5.802E-04, 5.663E-02, 6.236E-02, 8.408E-02, 2.270E-03, 1.374E-04, 4.902E-04, 6.785E-02, 1.364E+02, 8.821E+01, 1.033E+03, 1.009E+03, 5.760E+02, 1.028E+03, 3.089E+02, 9.941E+02, 9.392E+02, 7.983E+02, 9.021E+02, 1.538E+02, 8.976E+02, 8.837E+02, 8.897E+02, 9.580E+02, 8.752E+02, 9.443E+02, 8.641E+02, 3.400E+01, 2.628E+02, 7.960E+02, 6.399E+02, 6.681E+02, 5.073E+02, 3.090E+01, 2.737E+02, 2.308E+02, 2.435E+02, 2.287E+02, 2.129E+02,-5.381E+00,-4.815E+00,-5.301E+00,-2.304E+00,-6.432E-01, 8.610E-01, 7.888E-01, 8.720E-01, 1.032E+00
 1.520E+03, 5.651E-02, 8.121E-02, 8.316E-03, 1.029E-03, 1.807E-03, 7.263E-02, 4.902E-02, 9.166E-02, 2.574E-03, 1.327E-04, 5.580E-04, 7.368E-02, 1.561E+02, 9.510E+01, 1.121E+03, 1.026E+03, 7.206E+02, 1.095E+03, 3.357E+02, 1.006E+03, 9.833E+02, 8.204E+02, 9.217E+02, 1.687E+02, 9.104E+02, 8.973E+02, 8.940E+02, 9.909E+02, 9.005E+02, 9.766E+02, 8.906E+02, 3.515E+01, 2.805E+02, 8.089E+02, 6.413E+02, 6.767E+02, 5.238E+02, 3.094E+01, 2.891E+02, 2.433E+02, 2.579E+02, 2.420E+02, 2.265E+02,-5.396E+00,-4.852E+00,-5.347E+00,-2.299E+00,-7.115E-01, 8.885E-01, 7.861E-01, 8.745E-01, 1.011E+00
 1.600E+03, 9.380E-02, 6.553E-02, 2.223E-03, 1.898E-04, 4.818E-04, 5.440E-02, 6.382E-02, 8.339E-02, 2.103E-03, 1.659E-04, 4.546E-04, 6.715E-02, 1.436E+02, 9.147E+01, 1.053E+03, 1.006E+03, 6.328E+02, 1.026E+03, 3.424E+02, 9.948E+02, 9.584E+02, 8.113E+02, 9.075E+02, 1.800E+02, 8.975E+02, 8.855E+02, 8.912E+02, 9.643E+02, 8.805E+02, 9.540E+02, 8.721E+02, 3.677E+01, 2.744E+02, 8.099E+02, 6.969E+02, 7.049E+02, 4.898E+02, 3.023E+01, 2.801E+02, 2.352E+02, 2.483E+02, 2.342E+02, 2.194E+02,-5.321E+00,-4.787E+00,-5.315E+00,-2.365E+00,-5.512E-01, 9.020E-01, 8.057E-01, 8.912E-01, 1.016E+00
 1.680E+03, 9.441E-02, 6.460E-02, 2.769E-03, 2.322E-04, 6.006E-04, 5.436E-02, 7.746E-02, 7.699E-02, 4.888E-04, 1.160E-05, 1.044E-04, 6.069E-02, 1.504E+02, 9.295E+01, 1.045E+03, 9.981E+02, 6.485E+02, 1.009E+03, 3.295E+02, 1.011E+03, 9.738E+02, 8.155E+02, 9.080E+02, 1.855E+02, 8.928E+02, 8.928E+02, 9.048E+02, 9.478E+02, 8.705E+02, 9.733E+02, 8.857E+02, 3.131E+01, 2.711E+02, 8.331E+02, 7.031E+02, 7.107E+02, 5.104E+02, 3.039E+01, 2.846E+02, 2.405E+02, 2.518E+02, 2.354E+02, 2.211E+02,-5.335E+00,-4.877E+00,-5.312E+00,-2.537E+00,-6.432E-01, 8.779E-01, 8.018E-01, 9.093E-01, 1.058E+00
 1.760E+03, 8.183E-02, 7.106E-02, 3.704E-03, 2.921E-04, 8.008E-04, 6.008E-02, 7.426E-02, 7.871E-02, 6.565E-04, 3.143E-05, 1.414E-04, 6.212E-02, 1.578E+02, 9.312E+01, 1.089E+03, 9.919E+02, 7.190E+02, 1.073E+03, 3.642E+02, 9.929E+02, 9.909E+02, 8.163E+02, 9.049E+02, 1.877E+02, 8.856E+02, 8.820E+02, 8.929E+02, 9.542E+02, 8.743E+02, 9.577E+02, 8.759E+02, 3.044E+01, 2.708E+02, 8.206E+02, 7.062E+02, 7.120E+02, 5.029E+02, 3.107E+01, 2.851E+02, 2.406E+02, 2.535E+02, 2.381E+02, 2.231E+02,-5.234E+00,-4.760E+00,-5.330E+00,-2.477E+00,-6.059E-01, 8.885E-01, 7.968E-01, 8.882E-01, 1.020E+00
 1.840E+03, 8.828E-02, 6.971E-02, 1.340E-03, 7.975E-05, 2.889E-04, 5.641E-02, 7.194E-02, 7.789E-02, 2.772E-03, 2.071E-04, 5.996E-04, 6.396E-02, 1.402E+02, 9.138E+01, 1.033E+03, 1.008E+03, 5.858E+02, 9.952E+02, 3.254E+02, 9.818E+02, 9.518E+02, 8.109E+02, 9.124E+02, 1.900E+02, 9.019E+02, 8.919E+02, 8.883E+02, 9.566E+02, 8.752E+02, 9.551E+02, 8.725E+02, 3.484E+01, 2.669E+02, 8.117E+02, 6.751E+02, 6.919E+02, 4.852E+02, 3.013E+01, 2.776E+02, 2.319E+02, 2.470E+02, 2.322E+02, 2.173E+02,-5.261E+00,-4.842E+00,-5.346E+00,-2.451E+00,-5.365E-01, 8.862E-01, 8.017E-01, 8.996E-01, 1.029E+00
 1.920E+03, 7.827E-02, 7.580E-02, 1.182E-03, 4.694E-05, 2.555E-04, 6.062E-02, 6.434E-02, 8.417E-02, 1.057E-03, 2.030E-05, 2.265E-04, 6.652E-02, 1.313E+02, 8.816E+01, 1.023E+03, 1.007E+03, 5.604E+02, 9.574E+02, 3.475E+02, 9.982E+02, 9.310E+02, 8.004E+02, 8.998E+02, 1.886E+02, 8.894E+02, 8.893E+02, 9.020E+02, 9.514E+02, 8.687E+02, 9.365E+02, 8.583E+02, 3.129E+01, 2.567E+02, 7.855E+02, 6.772E+02, 6.878E+02, 5.019E+02, 3.022E+01, 2.692E+02, 2.274E+02, 2.411E+02, 2.281E+02, 2.116E+02,-5.251E+00,-4.809E+00,-5.325E+00,-2.219E+00,-6.710E-01, 8.941E-01, 8.056E-01, 8.615E-01, 1.050E+00
 2.000E+03, 8.036E-02, 6.917E-02, 6.258E-03, 1.404E-03, 1.350E-03, 6.145E-02, 7.582E-02, 7.705E-02, 1.372E-03, 6.310E-05, 2.985E-04, 6.175E-02, 1.461E+02, 8.953E+01, 1.048E+03, 9.906E+02, 6.498E+02, 1.059E+03, 3.596E+02, 9.606E+02, 9.622E+02, 8.043E+02, 8.999E+02, 1.855E+02, 8.855E+02, 8.785E+02, 8.685E+02, 9.449E+02, 8.659E+02, 9.603E+02, 8.738E+02, 3.630E+01, 2.626E+02, 8.133E+02, 6.678E+02, 6.832E+02, 4.892E+02, 3.049E+01, 2.726E+02, 2.296E+02, 2.449E+02, 2.313E+02, 2.142E+02,-5.251E+00,-4.761E+00,-5.228E+00,-2.446E+00,-6.705E-01, 8.936E-01, 7.835E-01, 8.450E-01, 1.038E+00
 2.080E+03, 3.822E-02, 8.651E-02, 1.346E-02, 2.806E-03, 2.905E-03, 8.202E-02, 4.567E-02, 9.178E-02, 4.349E-03, 4.440E-04, 9.416E-04, 7.577E-02, 1.883E+02, 1.126E+02, 1.167E+03, 1.061E+03, 8.775E+02, 1.169E+03, 3.547E+02, 1.056E+03, 1.045E+03, 8.693E+02, 9.686E+02, 1.862E+02, 9.532E+02, 9.512E+02, 9.454E+02, 1.037E+03, 9.414E+02, 1.035E+03, 9.400E+02, 3.920E+01, 3.210E+02, 8.625E+02, 7.400E+02, 7.535E+02, 5.515E+02, 3.437E+01, 3.316E+02, 2.819E+02, 2.977E+02, 2.806E+02, 2.608E+02,-5.660E+00,-5.168E+00,-5.631E+00,-2.483E+00,-7.177E-01, 8.604E-01, 7.788E-01, 8.682E-01, 1.039E+00
 2.160E+03, 2.313E-02, 8.633E-02, 2.217E-02, 4.002E-03, 4.810E-03, 9.180E-02, 3.483E-02, 9.575E-02, 6.702E-03, 5.598E-04, 1.450E-03, 8.138E-02, 2.516E+02, 1.423E+02, 1.251E+03, 1.128E+03, 1.191E+03, 1.246E+03, 4.786E+02, 1.142E+03, 1.157E+03, 9.458E+02, 1.046E+03, 1.945E+02, 1.023E+03, 1.016E+03, 1.021E+03, 1.123E+03, 1.016E+03, 1.103E+03, 1.005E+03, 5.276E+01, 4.043E+02, 9.308E+02, 8.024E+02, 8.205E+02, 6.586E+02, 3.588E+01, 4.059E+02, 3.466E+02, 3.647E+02, 3.453E+02, 3.222E+02,-5.905E+00,-5.428E+00,-5.894E+00,-2.538E+00,-8.058E-01, 8.901E-01, 8.054E-01, 8.762E-01, 1.082E+00
 2.240E+03, 1.521E-02, 8.648E-02, 2.655E-02, 4.306E-03, 5.783E-03, 9.702E-02, 2.290E-02, 1.022E-01, 7.306E-03, 6.122E-04, 1.579E-03, 8.672E-02, 2.665E+02, 1.499E+02, 1.245E+03, 1.149E+03, 1.263E+03, 1.252E+03, 4.683E+02, 1.154E+03, 1.180E+03, 9.641E+02, 1.064E+03, 2.063E+02, 1.033E+03, 1.037E+03, 1.038E+03, 1.137E+03, 1.027E+03, 1.119E+03, 1.018E+03, 4.426E+01, 4.119E+02, 9.385E+02, 7.977E+02, 8.261E+02, 6.484E+02, 3.607E+01, 4.206E+02, 3.621E+02, 3.794E+02, 3.580E+02, 3.362E+02,-5.983E+00,-5.490E+00,-5.868E+00,-2.562E+00,-7.380E-01, 8.953E-01, 8.037E-01, 8.844E-01, 1.053E+00
 2.320E+03, 2.216E-02, 8.609E-02, 2.296E-02, 4.038E-03, 4.991E-03, 9.258E-02, 3.614E-02, 9.593E-02, 5.799E-03, 3.733E-04, 1.257E-03, 8.049E-02, 2.640E+02, 1.464E+02, 1.249E+03, 1.133E+03, 1.232E+03, 1.256E+03, 4.307E+02, 1.137E+03, 1.176E+03, 9.565E+02, 1.053E+03, 2.140E+02, 1.020E+03, 1.020E+03, 1.023E+03, 1.133E+03, 1.022E+03, 1.106E+03, 1.009E+03, 3.780E+01, 4.034E+02, 9.269E+02, 8.020E+02, 8.234E+02, 6.414E+02, 3.697E+01, 4.181E+02, 3.568E+02, 3.744E+02, 3.535E+02, 3.319E+02,-5.997E+00,-5.498E+00,-5.879E+00,-2.485E+00,-7.370E-01, 8.996E-01, 8.048E-01, 8.989E-01, 1.061E+00
 2.400E+03, 4.352E-02, 8.046E-02, 1.632E-02, 2.588E-03, 3.549E-03, 8.108E-02, 3.169E-02, 9.842E-02, 5.939E-03, 4.094E-04, 1.285E-03, 8.244E-02, 2.690E+02, 1.515E+02, 1.245E+03, 1.153E+03, 1.201E+03, 1.250E+03, 4.488E+02, 1.159E+03, 1.184E+03, 9.681E+02, 1.066E+03, 2.179E+02, 1.036E+03, 1.035E+03, 1.043E+03, 1.138E+03, 1.028E+03, 1.128E+03, 1.023E+03, 4.533E+01, 4.209E+02, 9.386E+02, 7.852E+02, 8.212E+02, 6.568E+02, 3.743E+01, 4.289E+02, 3.687E+02, 3.853E+02, 3.651E+02, 3.409E+02,-6.033E+00,-5.554E+00,-5.997E+00,-2.489E+00,-6.853E-01, 8.848E-01, 8.038E-01, 8.856E-01, 1.069E+00
