s,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 7.201E+02, 1.109E-01, 4.355E-02, 1.022E-06, 9.943E-07, 5.550E-02, 1.092E-01, 4.401E-02, 8.026E-05, 8.359E-05, 5.628E-02, 2.766E+01, 3.008E+01, 6.495E+02, 8.314E+02, 2.158E+02, 6.583E+02, 3.737E+02, 7.450E+02, 5.083E+02, 5.232E+02, 6.374E+02, 1.036E+02, 2.000E+01, 6.881E+02, 2.000E+01, 2.000E+01, 2.000E+01, 6.986E+02, 6.451E+02, 2.000E+01, 2.000E+01, 5.740E+02, 5.398E+02, 5.237E+02, 3.387E+02, 3.695E+01, 1.088E+02, 2.000E+01, 8.696E+01, 2.000E+01, 7.878E+01, 1.035E-04,-3.897E+00,-2.631E-05,-1.600E+00,-6.784E-01, 2.364E-06, 8.876E-01, 4.837E-06, 1.089E+00
 8.001E+02, 1.071E-01, 4.495E-02, 1.780E-06, 1.642E-06, 5.731E-02, 1.125E-01, 4.249E-02, 5.157E-05, 5.494E-05, 5.425E-02, 2.847E+01, 3.026E+01, 6.799E+02, 8.149E+02, 2.207E+02, 6.494E+02, 3.465E+02, 7.457E+02, 5.147E+02, 5.250E+02, 6.357E+02, 1.064E+02, 2.000E+01, 6.791E+02, 2.000E+01, 2.000E+01, 2.000E+01, 6.896E+02, 6.382E+02, 2.000E+01, 2.000E+01, 5.565E+02, 5.212E+02, 5.094E+02, 3.131E+02, 3.595E+01, 1.107E+02, 2.000E+01, 8.717E+01, 2.000E+01, 7.913E+01, 1.505E-04,-3.973E+00,-7.347E-06,-1.656E+00,-5.649E-01, 2.737E-05, 8.936E-01, 2.954E-05, 1.090E+00
 8.801E+02, 1.049E-01, 4.608E-02, 9.848E-07, 8.509E-07, 5.881E-02, 1.115E-01, 4.305E-02, 6.378E-05, 6.971E-05, 5.497E-02, 2.871E+01, 3.095E+01, 6.751E+02, 8.273E+02, 2.253E+02, 6.521E+02, 3.896E+02, 7.607E+02, 5.172E+02, 5.302E+02, 6.437E+02, 1.087E+02, 2.000E+01, 6.972E+02, 2.000E+01, 2.000E+01, 2.000E+01, 7.052E+02, 6.503E+02, 2.000E+01, 2.000E+01, 5.613E+02, 5.241E+02, 5.138E+02, 3.195E+02, 3.678E+01, 1.122E+02, 2.000E+01, 8.837E+01, 2.000E+01, 8.105E+01, 2.046E-05,-3.958E+00, 1.077E-04,-1.563E+00,-5.444E-01, 2.779E-05, 9.148E-01, 3.099E-05, 1.073E+00
 9.600E+02, 1.087E-01, 4.431E-02, 7.406E-07, 7.402E-07, 5.647E-02, 1.124E-01, 4.248E-02, 7.050E-05, 7.513E-05, 5.428E-02, 2.871E+01, 3.102E+01, 6.635E+02, 8.220E+02, 2.234E+02, 6.549E+02, 4.023E+02, 7.674E+02, 5.176E+02, 5.313E+02, 6.436E+02, 1.104E+02, 2.000E+01, 6.905E+02, 2.000E+01, 2.000E+01, 2.000E+01, 6.994E+02, 6.459E+02, 2.000E+01, 2.000E+01, 5.681E+02, 5.308E+02, 5.167E+02, 3.342E+02, 3.448E+01, 1.115E+02, 2.000E+01, 8.870E+01, 2.000E+01, 8.142E+01, 1.353E-04,-3.996E+00, 8.563E-06,-1.628E+00,-7.008E-01, 2.638E-05, 8.952E-01, 2.821E-05, 1.066E+00
 1.040E+03, 1.100E-01, 4.381E-02, 2.676E-07, 2.894E-07, 5.586E-02, 1.145E-01, 4.172E-02, 5.453E-05, 6.007E-05, 5.322E-02, 2.855E+01, 3.076E+01, 6.546E+02, 8.095E+02, 2.160E+02, 6.573E+02, 4.260E+02, 7.716E+02, 5.168E+02, 5.296E+02, 6.357E+02, 1.114E+02, 2.000E+01, 6.990E+02, 2.000E+01, 2.000E+01, 2.000E+01, 7.149E+02, 6.570E+02, 2.000E+01, 2.000E+01, 5.688E+02, 5.255E+02, 5.155E+02, 3.316E+02, 3.370E+01, 1.084E+02, 2.000E+01, 8.867E+01, 2.000E+01, 8.036E+01, 1.222E-05,-4.091E+00,-5.779E-06,-1.681E+00,-6.790E-01, 4.765E-05, 8.807E-01, 4.097E-05, 1.090E+00
 1.120E+03, 1.103E-01, 4.359E-02, 1.249E-06, 1.061E-06, 5.557E-02, 1.169E-01, 4.050E-02, 3.988E-05, 4.340E-05, 5.160E-02, 2.875E+01, 3.002E+01, 6.552E+02, 7.944E+02, 2.201E+02, 6.709E+02, 3.561E+02, 7.441E+02, 5.179E+02, 5.242E+02, 6.266E+02, 1.118E+02, 2.000E+01, 6.736E+02, 2.000E+01, 2.000E+01, 2.000E+01, 6.939E+02, 6.405E+02, 2.000E+01, 2.000E+01, 5.735E+02, 5.418E+02, 5.280E+02, 3.381E+02, 3.355E+01, 1.070E+02, 2.000E+01, 8.680E+01, 2.000E+01, 7.983E+01,-7.271E-05,-4.030E+00, 1.040E-04,-1.785E+00,-6.541E-01,-3.157E-06, 9.000E-01,-5.601E-06, 1.019E+00
 1.200E+03, 1.061E-01, 4.548E-02, 4.012E-06, 3.832E-06, 5.808E-02, 1.131E-01, 4.208E-02, 5.416E-05, 5.902E-05, 5.373E-02, 2.943E+01, 3.078E+01, 6.776E+02, 8.230E+02, 2.269E+02, 6.504E+02, 3.905E+02, 7.188E+02, 5.231E+02, 5.298E+02, 6.427E+02, 1.120E+02, 2.000E+01, 6.750E+02, 2.000E+01, 2.000E+01, 2.000E+01, 6.878E+02, 6.370E+02, 2.000E+01, 2.000E+01, 5.621E+02, 5.163E+02, 5.064E+02, 3.379E+02, 3.675E+01, 1.132E+02, 2.000E+01, 8.881E+01, 2.000E+01, 8.108E+01, 1.277E-04,-3.979E+00, 3.962E-05,-1.590E+00,-7.062E-01, 3.066E-05, 9.036E-01, 3.094E-05, 1.072E+00
 1.280E+03, 1.094E-01, 4.408E-02, 8.141E-07, 7.634E-07, 5.625E-02, 1.123E-01, 4.268E-02, 4.819E-05, 5.274E-05, 5.453E-02, 2.905E+01, 3.107E+01, 6.577E+02, 8.199E+02, 2.261E+02, 6.508E+02, 3.883E+02, 7.540E+02, 5.205E+02, 5.317E+02, 6.390E+02, 1.125E+02, 2.000E+01, 6.894E+02, 2.000E+01, 2.000E+01, 2.000E+01, 6.936E+02, 6.423E+02, 2.000E+01, 2.000E+01, 5.639E+02, 5.178E+02, 5.089E+02, 3.306E+02, 3.205E+01, 1.090E+02, 2.000E+01, 8.946E+01, 2.000E+01, 8.122E+01, 7.525E-05,-4.035E+00, 3.683E-05,-1.599E+00,-7.488E-01, 1.498E-05, 8.812E-01, 2.008E-05, 1.068E+00
 1.360E+03, 1.089E-01, 4.435E-02, 1.700E-06, 1.763E-06, 5.656E-02, 1.136E-01, 4.199E-02, 5.713E-05, 5.932E-05, 5.365E-02, 2.941E+01, 3.061E+01, 6.582E+02, 8.126E+02, 2.166E+02, 6.790E+02, 3.764E+02, 7.370E+02, 5.235E+02, 5.290E+02, 6.326E+02, 1.128E+02, 2.000E+01, 6.728E+02, 2.000E+01, 2.000E+01, 2.000E+01, 6.843E+02, 6.337E+02, 2.000E+01, 2.000E+01, 5.771E+02, 5.420E+02, 5.264E+02, 3.394E+02, 4.502E+01, 1.196E+02, 2.000E+01, 9.028E+01, 2.000E+01, 8.088E+01, 1.836E-04,-3.930E+00, 2.222E-05,-1.611E+00,-5.816E-01, 3.112E-05, 8.686E-01, 3.354E-05, 1.031E+00
 1.440E+03, 1.093E-01, 4.391E-02, 1.750E-06, 1.641E-06, 5.604E-02, 1.166E-01, 4.078E-02, 3.598E-05, 4.131E-05, 5.198E-02, 2.943E+01, 3.073E+01, 6.886E+02, 7.986E+02, 2.189E+02, 6.559E+02, 3.686E+02, 7.263E+02, 5.234E+02, 5.296E+02, 6.327E+02, 1.129E+02, 2.000E+01, 6.683E+02, 2.000E+01, 2.000E+01, 2.000E+01, 6.836E+02, 6.344E+02, 2.000E+01, 2.000E+01, 5.600E+02, 5.102E+02, 5.026E+02, 3.291E+02, 2.902E+01, 1.037E+02, 2.000E+01, 8.808E+01, 2.000E+01, 8.079E+01,-3.414E-05,-3.852E+00, 1.294E-04,-1.690E+00,-6.702E-01, 1.423E-05, 9.123E-01, 1.460E-05, 1.079E+00
 1.520E+03, 1.077E-01, 4.476E-02, 1.450E-06, 1.387E-06, 5.708E-02, 1.099E-01, 4.363E-02, 6.175E-05, 6.847E-05, 5.581E-02, 2.921E+01, 3.100E+01, 6.751E+02, 8.318E+02, 2.154E+02, 6.559E+02, 3.817E+02, 7.308E+02, 5.221E+02, 5.313E+02, 6.426E+02, 1.132E+02, 2.000E+01, 6.872E+02, 2.000E+01, 2.000E+01, 2.000E+01, 6.984E+02, 6.445E+02, 2.000E+01, 2.000E+01, 5.506E+02, 4.907E+02, 4.901E+02, 3.076E+02, 3.127E+01, 1.073E+02, 2.000E+01, 8.927E+01, 2.000E+01, 8.150E+01, 1.528E-04,-4.019E+00, 9.268E-05,-1.619E+00,-6.243E-01, 6.241E-05, 8.793E-01, 6.541E-05, 1.046E+00
 1.600E+03, 1.106E-01, 4.366E-02, 1.341E-06, 1.346E-06, 5.567E-02, 1.153E-01, 4.139E-02, 3.284E-05, 3.767E-05, 5.281E-02, 2.916E+01, 3.064E+01, 6.900E+02, 8.120E+02, 2.227E+02, 6.283E+02, 3.416E+02, 7.273E+02, 5.220E+02, 5.292E+02, 6.339E+02, 1.134E+02, 2.000E+01, 6.820E+02, 2.000E+01, 2.000E+01, 2.000E+01, 6.920E+02, 6.405E+02, 2.000E+01, 2.000E+01, 5.617E+02, 5.245E+02, 5.127E+02, 3.273E+02, 3.050E+01, 1.053E+02, 2.000E+01, 8.808E+01, 2.000E+01, 8.125E+01, 1.031E-06,-3.869E+00, 2.964E-05,-1.548E+00,-5.520E-01, 3.142E-05, 9.117E-01, 2.769E-05, 1.038E+00
 1.680E+03, 6.012E-02, 6.558E-02, 6.621E-04, 5.665E-04, 8.513E-02, 4.028E-02, 6.809E-02, 7.358E-03, 1.106E-02, 9.906E-02, 5.345E+01, 6.195E+01, 8.431E+02, 1.151E+03, 3.104E+02, 7.624E+02, 4.561E+02, 1.006E+03, 6.471E+02, 6.802E+02, 8.321E+02, 1.139E+02, 2.000E+01, 9.386E+02, 2.000E+01, 2.000E+01, 2.000E+01, 1.016E+03, 8.759E+02, 2.000E+01, 2.000E+01, 7.125E+02, 6.544E+02, 6.393E+02, 4.148E+02, 9.868E+01, 2.332E+02, 2.000E+01, 1.619E+02, 2.000E+01, 1.400E+02, 1.967E-05,-4.502E+00, 1.301E-04,-1.953E+00,-8.687E-01,-1.477E-05, 7.625E-01,-1.496E-05, 9.736E-01
 1.760E+03, 6.142E-04, 8.907E-02, 4.098E-03, 4.962E-03, 1.229E-01, 4.239E-03, 7.540E-02, 1.597E-02, 2.918E-02, 1.226E-01, 7.728E+01, 8.631E+01, 8.822E+02, 1.181E+03, 4.289E+02, 8.475E+02, 5.703E+02, 1.105E+03, 7.616E+02, 7.894E+02, 9.217E+02, 1.198E+02, 2.000E+01, 1.017E+03, 2.000E+01, 2.000E+01, 2.000E+01, 1.227E+03, 1.037E+03, 2.000E+01, 2.000E+01, 8.550E+02, 7.632E+02, 7.493E+02, 5.229E+02, 8.907E+01, 3.059E+02, 2.000E+01, 2.305E+02, 2.000E+01, 2.023E+02, 2.702E-04,-4.615E+00, 1.273E-04,-2.102E+00,-8.457E-01, 3.494E-05, 8.325E-01, 3.570E-05, 1.063E+00
 1.840E+03, 1.011E-04, 8.796E-02, 5.351E-03, 8.874E-03, 1.238E-01, 4.897E-03, 7.910E-02, 1.193E-02, 2.084E-02, 1.216E-01, 7.628E+01, 8.459E+01, 8.465E+02, 1.147E+03, 3.956E+02, 8.415E+02, 5.446E+02, 1.124E+03, 7.599E+02, 7.852E+02, 9.111E+02, 1.317E+02, 2.000E+01, 1.018E+03, 2.000E+01, 2.000E+01, 2.000E+01, 1.274E+03, 1.062E+03, 2.000E+01, 2.000E+01, 8.585E+02, 7.642E+02, 7.490E+02, 5.219E+02, 1.159E+02, 3.107E+02, 2.000E+01, 2.289E+02, 2.000E+01, 1.985E+02, 1.350E-04,-4.765E+00, 1.796E-04,-2.057E+00,-9.839E-01, 3.260E-05, 8.159E-01, 2.967E-05, 1.060E+00
 1.920E+03, 1.184E-04, 8.536E-02, 8.051E-03, 1.210E-02, 1.243E-01, 2.719E-03, 7.618E-02, 1.580E-02, 2.822E-02, 1.238E-01, 8.080E+01, 8.948E+01, 8.547E+02, 1.140E+03, 4.183E+02, 8.471E+02, 5.828E+02, 1.111E+03, 7.768E+02, 8.023E+02, 9.254E+02, 1.410E+02, 2.000E+01, 1.025E+03, 2.000E+01, 2.000E+01, 2.000E+01, 1.265E+03, 1.062E+03, 2.000E+01, 2.000E+01, 8.985E+02, 8.227E+02, 7.896E+02, 5.405E+02, 1.376E+02, 3.515E+02, 2.000E+01, 2.534E+02, 2.000E+01, 2.112E+02, 9.385E-05,-4.622E+00, 1.299E-04,-2.212E+00,-9.409E-01, 2.362E-05, 7.410E-01, 2.534E-05, 1.040E+00
 2.000E+03, 6.517E-05, 8.773E-02, 5.726E-03, 8.142E-03, 1.239E-01, 1.343E-03, 7.433E-02, 1.768E-02, 3.514E-02, 1.250E-01, 8.317E+01, 9.154E+01, 8.613E+02, 1.119E+03, 4.203E+02, 8.656E+02, 5.611E+02, 1.154E+03, 7.858E+02, 8.095E+02, 9.279E+02, 1.471E+02, 2.000E+01, 1.042E+03, 2.000E+01, 2.000E+01, 2.000E+01, 1.286E+03, 1.071E+03, 2.000E+01, 2.000E+01, 8.585E+02, 7.493E+02, 7.455E+02, 5.333E+02, 1.175E+02, 3.419E+02, 2.000E+01, 2.568E+02, 2.000E+01, 2.146E+02, 1.162E-04,-4.671E+00, 1.291E-04,-2.069E+00,-9.007E-01, 2.058E-05, 7.211E-01, 2.363E-05, 1.058E+00
 2.080E+03, 5.940E-05, 8.658E-02, 6.792E-03, 1.147E-02, 1.241E-01, 3.713E-03, 7.590E-02, 1.541E-02, 2.987E-02, 1.231E-01, 8.656E+01, 9.456E+01, 8.630E+02, 1.131E+03, 4.342E+02, 8.738E+02, 6.212E+02, 1.181E+03, 7.971E+02, 8.186E+02, 9.318E+02, 1.513E+02, 2.000E+01, 1.044E+03, 2.000E+01, 2.000E+01, 2.000E+01, 1.284E+03, 1.073E+03, 2.000E+01, 2.000E+01, 9.026E+02, 8.076E+02, 7.835E+02, 5.418E+02, 1.305E+02, 3.516E+02, 2.000E+01, 2.531E+02, 2.000E+01, 2.182E+02, 1.921E-04,-4.771E+00, 1.419E-04,-2.256E+00,-9.338E-01, 3.082E-05, 8.236E-01, 3.076E-05, 1.111E+00
 2.160E+03, 1.171E-05, 8.638E-02, 7.330E-03, 9.456E-03, 1.244E-01, 2.542E-03, 7.612E-02, 1.592E-02, 2.657E-02, 1.243E-01, 8.848E+01, 9.729E+01, 8.792E+02, 1.175E+03, 4.438E+02, 8.678E+02, 6.301E+02, 1.116E+03, 8.044E+02, 8.278E+02, 9.463E+02, 1.544E+02, 2.000E+01, 1.026E+03, 2.000E+01, 2.000E+01, 2.000E+01, 1.270E+03, 1.068E+03, 2.000E+01, 2.000E+01, 8.999E+02, 7.802E+02, 7.750E+02, 5.450E+02, 1.161E+02, 3.544E+02, 2.000E+01, 2.560E+02, 2.000E+01, 2.260E+02, 1.263E-04,-4.651E+00, 1.179E-04,-2.116E+00,-9.142E-01, 3.337E-05, 8.689E-01, 2.670E-05, 1.092E+00
 2.240E+03, 4.407E-05, 8.544E-02, 8.060E-03, 1.195E-02, 1.245E-01, 9.363E-04, 7.481E-02, 1.766E-02, 3.399E-02, 1.255E-01, 8.887E+01, 9.601E+01, 8.751E+02, 1.117E+03, 4.447E+02, 8.615E+02, 6.502E+02, 1.097E+03, 8.057E+02, 8.243E+02, 9.366E+02, 1.568E+02, 2.000E+01, 1.031E+03, 2.000E+01, 2.000E+01, 2.000E+01, 1.274E+03, 1.068E+03, 2.000E+01, 2.000E+01, 8.934E+02, 8.053E+02, 7.837E+02, 5.594E+02, 1.403E+02, 3.616E+02, 2.000E+01, 2.642E+02, 2.000E+01, 2.256E+02, 1.801E-04,-4.612E+00, 2.052E-04,-2.177E+00,-1.012E+00, 5.949E-05, 7.617E-01, 6.565E-05, 1.059E+00
 2.320E+03, 1.687E-04, 8.788E-02, 5.849E-03, 7.169E-03, 1.241E-01, 4.325E-03, 7.614E-02, 1.537E-02, 2.610E-02, 1.227E-01, 9.127E+01, 9.973E+01, 8.806E+02, 1.161E+03, 4.514E+02, 8.822E+02, 6.203E+02, 1.150E+03, 8.140E+02, 8.354E+02, 9.500E+02, 1.583E+02, 2.000E+01, 1.053E+03, 2.000E+01, 2.000E+01, 2.000E+01, 1.300E+03, 1.086E+03, 2.000E+01, 2.000E+01, 9.143E+02, 8.337E+02, 8.040E+02, 5.666E+02, 1.313E+02, 3.642E+02, 2.000E+01, 2.756E+02, 2.000E+01, 2.359E+02, 1.839E-04,-4.665E+00, 7.160E-05,-2.210E+00,-1.084E+00, 1.615E-05, 7.239E-01, 1.467E-05, 1.003E+00
 2.400E+03, 1.524E-06, 8.586E-02, 7.847E-03, 1.093E-02, 1.247E-01, 1.344E-03, 7.425E-02, 1.820E-02, 3.284E-02, 1.250E-01, 8.987E+01, 9.817E+01, 8.703E+02, 1.169E+03, 4.490E+02, 8.786E+02, 6.359E+02, 1.082E+03, 8.098E+02, 8.311E+02, 9.511E+02, 1.595E+02, 2.000E+01, 1.033E+03, 2.000E+01, 2.000E+01, 2.000E+01, 1.274E+03, 1.072E+03, 2.000E+01, 2.000E+01, 9.462E+02, 8.502E+02, 8.184E+02, 5.633E+02, 1.324E+02, 3.691E+02, 2.000E+01, 2.678E+02, 2.000E+01, 2.317E+02, 2.614E-04,-4.540E+00, 1.983E-04,-2.337E+00,-9.892E-01, 7.908E-05, 7.985E-01, 8.384E-05, 1.033E+00
 2.480E+03, 9.313E-06, 8.754E-02, 5.952E-03, 7.564E-03, 1.242E-01, 3.001E-03, 7.504E-02, 1.686E-02, 3.241E-02, 1.235E-01, 9.035E+01, 9.853E+01, 8.762E+02, 1.159E+03, 4.440E+02, 8.716E+02, 5.843E+02, 1.130E+03, 8.110E+02, 8.321E+02, 9.487E+02, 1.601E+02, 2.000E+01, 1.042E+03, 2.000E+01, 2.000E+01, 2.000E+01, 1.278E+03, 1.072E+03, 2.000E+01, 2.000E+01, 8.961E+02, 8.120E+02, 7.903E+02, 5.551E+02, 1.497E+02, 3.709E+02, 2.000E+01, 2.715E+02, 2.000E+01, 2.327E+02, 1.268E-04,-4.519E+00, 7.431E-05,-2.140E+00,-8.731E-01, 4.655E-05, 7.777E-01, 4.375E-05, 1.038E+00
