s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
 2.7000115E+002, 4.8224076E+001, 6.1845646E+001, 7.4508132E+001, 9.6107575E+001, 1.1068353E+002, 1.1708124E+002, 1.1926233E+002, 1.2054015E+002, 1.2168072E+002, 1.2211532E+002, 4.8356939E+001, 6.1935506E+001, 7.4608818E+001, 9.1160367E+001, 9.7388129E+001, 1.0539375E+002, 1.0987241E+002, 1.1373863E+002, 1.1865948E+002, 1.2499101E+002, 5.6122347E+001, 6.8176526E+001, 7.8558941E+001, 8.9375590E+001, 9.8445716E+001, 1.0591124E+002, 1.1287157E+002, 1.2036191E+002, 2.5000000E+001, 1.3190705E+002, 3.4768107E+002, 1.6276601E+002
 3.0000342E+002, 5.0057780E+001, 6.6489308E+001, 8.1186529E+001, 1.0066314E+002, 1.1854290E+002, 1.2274706E+002, 1.2433049E+002, 1.2521861E+002, 1.2621597E+002, 1.2641342E+002, 5.0923455E+001, 6.8271800E+001, 8.0580502E+001, 9.6754752E+001, 1.0346558E+002, 1.0850914E+002, 1.1577170E+002, 1.1822711E+002, 1.2412167E+002, 1.3014518E+002, 5.7517434E+001, 7.3019076E+001, 8.3809266E+001, 9.6394375E+001, 1.0354903E+002, 1.1304474E+002, 1.1661477E+002, 1.2581829E+002, 2.5000000E+001, 1.3614828E+002, 3.3011078E+002, 1.6356989E+002
 3.3000184E+002, 5.1158460E+001, 7.0376725E+001, 8.4981595E+001, 1.0085635E+002, 1.1797717E+002, 1.2510891E+002, 1.2607567E+002, 1.2743495E+002, 1.2847715E+002, 1.2822045E+002, 4.9990985E+001, 7.1240797E+001, 8.4323648E+001, 1.0226088E+002, 1.0766670E+002, 1.1300150E+002, 1.1847226E+002, 1.2131129E+002, 1.2592882E+002, 1.3123389E+002, 5.6843059E+001, 7.5894171E+001, 8.7803920E+001, 9.7823467E+001, 1.0669455E+002, 1.1394640E+002, 1.2054601E+002, 1.2731680E+002, 2.5000000E+001, 1.3508895E+002, 2.6033159E+002, 1.5323777E+002
 3.6001314E+002, 4.7104922E+001, 6.9734018E+001, 8.5619481E+001, 1.0063073E+002, 1.1224061E+002, 1.2052634E+002, 1.2314486E+002, 1.2369433E+002, 1.2384919E+002, 1.2379766E+002, 4.5611681E+001, 6.9940500E+001, 8.6976422E+001, 9.9304690E+001, 1.0718041E+002, 1.1320262E+002, 1.1694990E+002, 1.1950037E+002, 1.2164009E+002, 1.2411129E+002, 5.1655557E+001, 7.0760071E+001, 8.5751681E+001, 9.9670281E+001, 1.0894063E+002, 1.1361775E+002, 1.1656973E+002, 1.1939153E+002, 2.5000000E+001, 1.2405726E+002, 1.4039744E+002, 1.2446003E+002
 3.9000982E+002, 4.0313637E+001, 5.1310087E+001, 7.4225723E+001, 9.1309300E+001, 9.8891929E+001, 1.0544519E+002, 1.0965204E+002, 1.1037529E+002, 1.1069456E+002, 1.1073413E+002, 3.9780538E+001, 5.2240266E+001, 7.4227617E+001, 9.0404811E+001, 9.9851014E+001, 1.0441463E+002, 1.0787165E+002, 1.1028061E+002, 1.1085877E+002, 1.1141834E+002, 4.0027045E+001, 5.1648973E+001, 7.5127650E+001, 9.0502366E+001, 9.9542852E+001, 1.0581023E+002, 1.0850156E+002, 1.0845358E+002, 2.5000000E+001, 1.0882765E+002, 8.4190296E+001, 1.0768880E+002
 4.2000651E+002, 3.5850493E+001, 4.0542975E+001, 5.9198872E+001, 7.9866662E+001, 9.0272801E+001, 9.5972703E+001, 9.9542314E+001, 1.0085225E+002, 1.0176755E+002, 1.0191286E+002, 3.6070550E+001, 4.0438548E+001, 5.9462763E+001, 7.9880086E+001, 8.9769458E+001, 9.6713275E+001, 9.9802199E+001, 1.0180380E+002, 1.0226307E+002, 1.0248944E+002, 3.5767689E+001, 4.0341074E+001, 5.9999891E+001, 7.9008379E+001, 8.9390476E+001, 9.6516400E+001, 1.0033954E+002, 1.0022811E+002, 2.5000000E+001, 1.0075341E+002, 7.2493470E+001, 9.8757551E+001
 4.5000319E+002, 3.1442263E+001, 3.5878015E+001, 4.5442488E+001, 6.9670352E+001, 8.1448205E+001, 8.9070894E+001, 9.2575240E+001, 9.4425006E+001, 9.5109875E+001, 9.5602569E+001, 3.2913477E+001, 3.5636808E+001, 4.5614024E+001, 6.9795364E+001, 8.0796886E+001, 8.9179363E+001, 9.3156602E+001, 9.4719386E+001, 9.5067987E+001, 9.5600783E+001, 3.3214163E+001, 3.6781546E+001, 4.6302827E+001, 6.8702983E+001, 8.2043963E+001, 8.9157999E+001, 9.3013738E+001, 9.3004393E+001, 2.5000000E+001, 9.3502772E+001, 5.8472924E+001, 9.1234950E+001
 4.8002083E+002, 3.0504283E+001, 3.3009517E+001, 3.9180791E+001, 5.6325597E+001, 7.2664869E+001, 8.3405229E+001, 8.6591551E+001, 8.8742548E+001, 8.9627748E+001, 8.9866423E+001, 3.1065681E+001, 3.3481550E+001, 3.9900487E+001, 5.5745423E+001, 7.2764809E+001, 8.3219829E+001, 8.7515071E+001, 8.8799797E+001, 8.9346175E+001, 8.9705972E+001, 3.1870616E+001, 3.3409413E+001, 3.9539906E+001, 5.6715891E+001, 7.3538897E+001, 8.2989533E+001, 8.6947022E+001, 8.6809463E+001, 2.5000000E+001, 8.8528010E+001, 4.5088305E+001, 8.5449724E+001
 5.1001751E+002, 2.9967693E+001, 3.2226679E+001, 3.5576330E+001, 4.5631605E+001, 6.4270469E+001, 7.7826405E+001, 8.1444232E+001, 8.3582612E+001, 8.4371899E+001, 8.4638805E+001, 3.0528974E+001, 3.1942984E+001, 3.5445288E+001, 4.4999840E+001, 6.3359601E+001, 7.7945426E+001, 8.2066798E+001, 8.3819178E+001, 8.4256275E+001, 8.4804486E+001, 3.0251182E+001, 3.2152605E+001, 3.6131708E+001, 4.4989015E+001, 6.3959296E+001, 7.7066311E+001, 8.1897918E+001, 8.2549628E+001, 2.5000000E+001, 8.3675863E+001, 3.9698176E+001, 8.0122381E+001
 5.4001420E+002, 2.8252111E+001, 3.0989316E+001, 3.3278463E+001, 4.0462969E+001, 5.3434344E+001, 7.1897796E+001, 7.6738355E+001, 7.8869057E+001, 7.9978629E+001, 8.0265332E+001, 3.0022126E+001, 3.0700311E+001, 3.3043817E+001, 4.0427456E+001, 5.1430304E+001, 7.1969418E+001, 7.7248475E+001, 7.9105542E+001, 7.9693035E+001, 8.0325982E+001, 2.8989378E+001, 3.0982813E+001, 3.4163875E+001, 3.9734035E+001, 5.2791445E+001, 7.2018292E+001, 7.7692717E+001, 7.8249369E+001, 2.5000000E+001, 7.9711338E+001, 3.6698782E+001, 7.5800847E+001
 5.7001088E+002, 2.9439217E+001, 3.0484972E+001, 3.2233628E+001, 3.6851543E+001, 4.6008581E+001, 6.7179699E+001, 7.3408744E+001, 7.5402094E+001, 7.5962997E+001, 7.6308163E+001, 2.9346225E+001, 3.0128253E+001, 3.2182634E+001, 3.6794161E+001, 4.5344006E+001, 6.6922388E+001, 7.3523182E+001, 7.5064487E+001, 7.5642331E+001, 7.6365540E+001, 2.9001274E+001, 2.9840911E+001, 3.2595855E+001, 3.7523447E+001, 4.5244016E+001, 6.6919998E+001, 7.3512015E+001, 7.3462533E+001, 2.5000000E+001, 7.5890631E+001, 3.4710160E+001, 7.1161083E+001
 6.0000000E+002, 2.8134967E+001, 2.9782533E+001, 3.1300133E+001, 3.5039886E+001, 4.1306633E+001, 6.1488953E+001, 6.9759208E+001, 7.1679025E+001, 7.2233256E+001, 7.2574739E+001, 2.8721397E+001, 2.9464553E+001, 3.1683009E+001, 3.4752972E+001, 4.0887109E+001, 6.0960077E+001, 6.9943778E+001, 7.1378680E+001, 7.2188122E+001, 7.2853839E+001, 2.8203380E+001, 2.9424040E+001, 3.1507499E+001, 3.5758462E+001, 4.0922849E+001, 6.0454908E+001, 6.9919137E+001, 7.0743076E+001, 2.5000000E+001, 7.2380769E+001, 3.3336485E+001, 6.7653004E+001
