m,,m,,m,,m,,m,,m,,m,,m,,m,,m,,m,,m,,m,,m,
-1.9457627E-001, 5.8784467E+006,-1.9457627E-001, 9.0783428E-005,-1.9457627E-001, 9.2831890E-005,-1.9457627E-001, 9.4299074E-005,-1.9457627E-001,-8.1286360E-001,-1.9457627E-001,-1.4223794E+000,-1.9457627E-001,-2.4495077E-003,-1.9457627E-001, 6.9032906E+006,-1.9457627E-001, 1.1033039E-004,-1.9457627E-001, 1.1208936E-004,-1.9457627E-001, 1.1306912E-004,-1.9457627E-001,-5.2905332E-001,-1.9457627E-001,-6.8442046E-001,-1.9457627E-001,-3.6979377E-003
-1.8508475E-001, 9.8815107E+006,-1.8508475E-001, 9.0761285E-005,-1.8508475E-001, 9.2132513E-005,-1.8508475E-001, 9.3139142E-005,-1.8508475E-001,-7.0317536E-001,-1.8508475E-001,-1.1793077E+000,-1.8508475E-001,-4.8709242E-003,-1.8508475E-001, 9.0568858E+006,-1.8508475E-001, 1.0856529E-004,-1.8508475E-001, 1.1023101E-004,-1.8508475E-001, 1.1116335E-004,-1.8508475E-001,-5.5449209E-001,-1.8508475E-001,-7.0569171E-001,-1.8508475E-001,-4.4283800E-003
-1.7559322E-001, 1.4445095E+007,-1.7559322E-001, 9.0588021E-005,-1.7559322E-001, 9.1412788E-005,-1.7559322E-001, 9.2026409E-005,-1.7559322E-001,-6.5010902E-001,-1.7559322E-001,-9.6944580E-001,-1.7559322E-001,-5.4675414E-003,-1.7559322E-001, 1.1020931E+007,-1.7559322E-001, 1.0721008E-004,-1.7559322E-001, 1.0878621E-004,-1.7559322E-001, 1.0971262E-004,-1.7559322E-001,-6.3308801E-001,-1.7559322E-001,-8.1000587E-001,-1.7559322E-001,-6.4452964E-003
-1.6610169E-001, 1.4035678E+007,-1.6610169E-001, 8.9029933E-005,-1.6610169E-001, 9.0405067E-005,-1.6610169E-001, 9.1364329E-005,-1.6610169E-001,-8.4940272E-001,-1.6610169E-001,-1.3271965E+000,-1.6610169E-001,-6.1574103E-003,-1.6610169E-001, 1.3316637E+007,-1.6610169E-001, 1.0621982E-004,-1.6610169E-001, 1.0758060E-004,-1.6610169E-001, 1.0840394E-004,-1.6610169E-001,-6.3439894E-001,-1.6610169E-001,-8.1577835E-001,-1.6610169E-001,-7.4533746E-003
-1.5661017E-001, 2.0703909E+007,-1.5661017E-001, 8.6244426E-005,-1.5661017E-001, 8.7639648E-005,-1.5661017E-001, 8.8668537E-005,-1.5661017E-001,-8.1149702E-001,-1.5661017E-001,-1.3238089E+000,-1.5661017E-001,-9.4169051E-003,-1.5661017E-001, 1.6887520E+007,-1.5661017E-001, 1.0231854E-004,-1.5661017E-001, 1.0424287E-004,-1.5661017E-001, 1.0529636E-004,-1.5661017E-001,-6.2470402E-001,-1.5661017E-001,-8.0370291E-001,-1.5661017E-001,-8.3271609E-003
-1.4711864E-001, 2.8188238E+007,-1.4711864E-001, 8.5125196E-005,-1.4711864E-001, 8.6329855E-005,-1.4711864E-001, 8.7201382E-005,-1.4711864E-001,-7.8766973E-001,-1.4711864E-001,-1.2642067E+000,-1.4711864E-001,-1.1063537E-002,-1.4711864E-001, 2.2950434E+007,-1.4711864E-001, 9.9417857E-005,-1.4711864E-001, 1.0124869E-004,-1.4711864E-001, 1.0227798E-004,-1.4711864E-001,-5.9488582E-001,-1.4711864E-001,-7.7031184E-001,-1.4711864E-001,-9.6788645E-003
-1.3762712E-001, 2.5780564E+007,-1.3762712E-001, 8.3812321E-005,-1.3762712E-001, 8.5623254E-005,-1.3762712E-001, 8.6958952E-005,-1.3762712E-001,-9.7843441E-001,-1.3762712E-001,-1.7313594E+000,-1.3762712E-001,-1.3668630E-002,-1.3762712E-001, 3.0189835E+007,-1.3762712E-001, 9.8128872E-005,-1.3762712E-001, 9.9582666E-005,-1.3762712E-001, 1.0043845E-004,-1.3762712E-001,-5.4139773E-001,-1.3762712E-001,-7.0191705E-001,-1.3762712E-001,-1.1786426E-002
-1.2813559E-001, 3.9133102E+007,-1.2813559E-001, 8.0765537E-005,-1.2813559E-001, 8.2394070E-005,-1.2813559E-001, 8.3664718E-005,-1.2813559E-001,-8.2680689E-001,-1.2813559E-001,-1.5228629E+000,-1.2813559E-001,-1.7693556E-002,-1.2813559E-001, 3.1687669E+007,-1.2813559E-001, 9.7377741E-005,-1.2813559E-001, 9.8832011E-005,-1.2813559E-001, 9.9674717E-005,-1.2813559E-001,-5.2930395E-001,-1.2813559E-001,-7.0224329E-001,-1.2813559E-001,-1.1483589E-002
-1.1864407E-001, 6.2964626E+007,-1.1864407E-001, 7.9235837E-005,-1.1864407E-001, 8.0529337E-005,-1.1864407E-001, 8.1552555E-005,-1.1864407E-001,-8.4378624E-001,-1.1864407E-001,-1.4113458E+000,-1.1864407E-001,-2.4004764E-002,-1.1864407E-001, 4.4937355E+007,-1.1864407E-001, 9.4817614E-005,-1.1864407E-001, 9.6263748E-005,-1.1864407E-001, 9.7094159E-005,-1.1864407E-001,-6.1109338E-001,-1.1864407E-001,-7.6930035E-001,-1.1864407E-001,-1.6511061E-002
-1.0915254E-001, 8.3313404E+007,-1.0915254E-001, 7.7280304E-005,-1.0915254E-001, 7.8563358E-005,-1.0915254E-001, 7.9604361E-005,-1.0915254E-001,-1.0718073E+000,-1.0915254E-001,-1.6711383E+000,-1.0915254E-001,-3.3619070E-002,-1.0915254E-001, 6.9566986E+007,-1.0915254E-001, 8.7718386E-005,-1.0915254E-001, 9.1596230E-005,-1.0915254E-001, 9.3122044E-005,-1.0915254E-001,-8.8373870E-001,-1.0915254E-001,-1.0078186E+000,-1.0915254E-001,-2.7305076E-002
-9.9661017E-002, 1.1020136E+008,-9.9661017E-002, 7.3548753E-005,-9.9661017E-002, 7.5069017E-005,-9.9661017E-002, 7.6268141E-005,-9.9661017E-002,-1.3510891E+000,-9.9661017E-002,-1.9969417E+000,-9.9661017E-002,-4.6215108E-002,-9.9661017E-002, 1.1882901E+008,-9.9661017E-002, 7.3000596E-005,-9.9661017E-002, 8.3131571E-005,-9.9661017E-002, 8.6623929E-005,-9.9661017E-002,-1.2905405E+000,-9.9661017E-002,-1.4011965E+000,-9.9661017E-002,-4.1451421E-002
-9.0169492E-002, 1.7188891E+008,-9.0169492E-002, 6.7795337E-005,-9.0169492E-002, 6.9791997E-005,-9.0169492E-002, 7.1246193E-005,-9.0169492E-002,-1.6125089E+000,-9.0169492E-002,-2.2809731E+000,-9.0169492E-002,-6.5155203E-002,-9.0169492E-002, 2.1961508E+008,-9.0169492E-002, 6.2620195E-005,-9.0169492E-002, 7.4166649E-005,-9.0169492E-002, 7.8858567E-005,-9.0169492E-002,-1.5692156E+000,-9.0169492E-002,-1.7110241E+000,-9.0169492E-002,-6.0870030E-002
-8.0677966E-002, 2.5971394E+008,-8.0677966E-002, 6.1360764E-005,-8.0677966E-002, 6.4430490E-005,-8.0677966E-002, 6.6509313E-005,-8.0677966E-002,-1.9241977E+000,-8.0677966E-002,-2.6148473E+000,-8.0677966E-002,-9.0619727E-002,-8.0677966E-002, 3.3207427E+008,-8.0677966E-002, 5.7851758E-005,-8.0677966E-002, 6.7555955E-005,-8.0677966E-002, 7.2193021E-005,-8.0677966E-002,-1.8968884E+000,-8.0677966E-002,-2.0554780E+000,-8.0677966E-002,-8.5841342E-002
-7.1186441E-002, 4.0464536E+008,-7.1186441E-002, 5.4279359E-005,-7.1186441E-002, 5.8242896E-005,-7.1186441E-002, 6.1066838E-005,-7.1186441E-002,-2.4213473E+000,-7.1186441E-002,-3.2076836E+000,-7.1186441E-002,-1.2035703E-001,-7.1186441E-002, 4.6063457E+008,-7.1186441E-002, 5.2730755E-005,-7.1186441E-002, 6.1047832E-005,-7.1186441E-002, 6.5851074E-005,-7.1186441E-002,-2.3515893E+000,-7.1186441E-002,-2.5320901E+000,-7.1186441E-002,-1.0875896E-001
-6.1694915E-002, 5.8398406E+008,-6.1694915E-002, 4.9004623E-005,-6.1694915E-002, 5.3682727E-005,-6.1694915E-002, 5.7137309E-005,-6.1694915E-002,-2.9644225E+000,-6.1694915E-002,-3.8466695E+000,-6.1694915E-002,-1.6205046E-001,-6.1694915E-002, 5.5452865E+008,-6.1694915E-002, 4.8231691E-005,-6.1694915E-002, 5.6452946E-005,-6.1694915E-002, 6.1625286E-005,-6.1694915E-002,-2.8752364E+000,-6.1694915E-002,-3.1041792E+000,-6.1694915E-002,-1.2461099E-001
-5.2203390E-002, 8.0077577E+008,-5.2203390E-002, 4.3357567E-005,-5.2203390E-002, 4.9371815E-005,-5.2203390E-002, 5.3853140E-005,-5.2203390E-002,-3.5613951E+000,-5.2203390E-002,-4.4971513E+000,-5.2203390E-002,-1.9251585E-001,-5.2203390E-002, 7.4770844E+008,-5.2203390E-002, 4.3022274E-005,-5.2203390E-002, 5.2413098E-005,-5.2203390E-002, 5.8187467E-005,-5.2203390E-002,-3.4607094E+000,-5.2203390E-002,-3.6607229E+000,-5.2203390E-002,-1.5492870E-001
-4.2711864E-002, 1.2388586E+009,-4.2711864E-002, 3.7673388E-005,-4.2711864E-002, 4.5010126E-005,-4.2711864E-002, 5.0535389E-005,-4.2711864E-002,-4.1297552E+000,-4.2711864E-002,-5.1230020E+000,-4.2711864E-002,-2.3617355E-001,-4.2711864E-002, 1.2509963E+009,-4.2711864E-002, 3.7778479E-005,-4.2711864E-002, 4.8278122E-005,-4.2711864E-002, 5.4456094E-005,-4.2711864E-002,-3.9606297E+000,-4.2711864E-002,-4.1163516E+000,-4.2711864E-002,-2.0829419E-001
-3.3220339E-002, 2.0637375E+009,-3.3220339E-002, 3.1935005E-005,-3.3220339E-002, 4.0911037E-005,-3.3220339E-002, 4.6993796E-005,-3.3220339E-002,-4.5681154E+000,-3.3220339E-002,-5.4833831E+000,-3.3220339E-002,-2.8210718E-001,-3.3220339E-002, 2.2017436E+009,-3.3220339E-002, 3.1641948E-005,-3.3220339E-002, 4.3780041E-005,-3.3220339E-002, 5.0564018E-005,-3.3220339E-002,-4.3339030E+000,-3.3220339E-002,-4.4521808E+000,-3.3220339E-002,-2.6976924E-001
-2.3728814E-002, 3.5216838E+009,-2.3728814E-002, 2.6284613E-005,-2.3728814E-002, 3.6908781E-005,-2.3728814E-002, 4.3885016E-005,-2.3728814E-002,-4.9463158E+000,-2.3728814E-002,-5.9043892E+000,-2.3728814E-002,-3.2309060E-001,-2.3728814E-002, 3.7457965E+009,-2.3728814E-002, 2.5975100E-005,-2.3728814E-002, 3.8573404E-005,-2.3728814E-002, 4.5997130E-005,-2.3728814E-002,-4.6495951E+000,-2.3728814E-002,-4.8247549E+000,-2.3728814E-002,-3.0612910E-001
-1.4237288E-002, 6.2688863E+009,-1.4237288E-002, 2.1746048E-005,-1.4237288E-002, 3.2840412E-005,-1.4237288E-002, 4.0296027E-005,-1.4237288E-002,-5.3138973E+000,-1.4237288E-002,-6.2365423E+000,-1.4237288E-002,-3.9412711E-001,-1.4237288E-002, 6.2394901E+009,-1.4237288E-002, 2.1890941E-005,-1.4237288E-002, 3.3882548E-005,-1.4237288E-002, 4.1524620E-005,-1.4237288E-002,-4.9535642E+000,-1.4237288E-002,-5.1969273E+000,-1.4237288E-002,-3.4888455E-001
-4.7457627E-003, 9.0530736E+009,-4.7457627E-003, 1.9464253E-005,-4.7457627E-003, 3.0466383E-005,-4.7457627E-003, 3.8395841E-005,-4.7457627E-003,-5.5937487E+000,-4.7457627E-003,-6.5278942E+000,-4.7457627E-003,-4.4875924E-001,-4.7457627E-003, 8.5546376E+009,-4.7457627E-003, 2.0065195E-005,-4.7457627E-003, 3.1589259E-005,-4.7457627E-003, 3.9319750E-005,-4.7457627E-003,-5.1997361E+000,-4.7457627E-003,-5.4899025E+000,-4.7457627E-003,-3.9648687E-001
 4.7457627E-003, 9.0125373E+009, 4.7457627E-003, 1.9443219E-005, 4.7457627E-003, 3.0188586E-005, 4.7457627E-003, 3.8065073E-005, 4.7457627E-003,-5.5861181E+000, 4.7457627E-003,-6.5450344E+000, 4.7457627E-003,-4.4184494E-001, 4.7457627E-003, 8.4259399E+009, 4.7457627E-003, 2.0271051E-005, 4.7457627E-003, 3.1245785E-005, 4.7457627E-003, 3.8667954E-005, 4.7457627E-003,-5.1952712E+000, 4.7457627E-003,-5.4820461E+000, 4.7457627E-003,-3.9531107E-001
 1.4237288E-002, 6.2405259E+009, 1.4237288E-002, 2.1670359E-005, 1.4237288E-002, 3.2362160E-005, 1.4237288E-002, 3.9836352E-005, 1.4237288E-002,-5.2926959E+000, 1.4237288E-002,-6.2770843E+000, 1.4237288E-002,-3.8524527E-001, 1.4237288E-002, 5.9970540E+009, 1.4237288E-002, 2.2514449E-005, 1.4237288E-002, 3.3958590E-005, 1.4237288E-002, 4.1340768E-005, 1.4237288E-002,-4.9256572E+000, 1.4237288E-002,-5.1617370E+000, 1.4237288E-002,-3.4939151E-001
 2.3728814E-002, 3.5720350E+009, 2.3728814E-002, 2.6169360E-005, 2.3728814E-002, 3.6516468E-005, 2.3728814E-002, 4.3484324E-005, 2.3728814E-002,-4.9086481E+000, 2.3728814E-002,-5.8705002E+000, 2.3728814E-002,-3.1766836E-001, 2.3728814E-002, 3.6230594E+009, 2.3728814E-002, 2.6682738E-005, 2.3728814E-002, 3.8882197E-005, 2.3728814E-002, 4.6209484E-005, 2.3728814E-002,-4.5805235E+000, 2.3728814E-002,-4.7666580E+000, 2.3728814E-002,-3.0369241E-001
 3.3220339E-002, 2.1163547E+009, 3.3220339E-002, 3.1653198E-005, 3.3220339E-002, 4.0732724E-005, 3.3220339E-002, 4.7075016E-005, 3.3220339E-002,-4.5292866E+000, 3.3220339E-002,-5.4764268E+000, 3.3220339E-002,-2.8268688E-001, 3.3220339E-002, 2.1465021E+009, 3.3220339E-002, 3.2118271E-005, 3.3220339E-002, 4.3943819E-005, 3.3220339E-002, 5.0716178E-005, 3.3220339E-002,-4.2382062E+000, 3.3220339E-002,-4.3626036E+000, 3.3220339E-002,-2.6936772E-001
 4.2711864E-002, 1.2275717E+009, 4.2711864E-002, 3.7635751E-005, 4.2711864E-002, 4.5394050E-005, 4.2711864E-002, 5.1108880E-005, 4.2711864E-002,-4.1089112E+000, 4.2711864E-002,-5.1626599E+000, 4.2711864E-002,-2.3363373E-001, 4.2711864E-002, 1.2182795E+009, 4.2711864E-002, 3.8284454E-005, 4.2711864E-002, 4.8816528E-005, 4.2711864E-002, 5.4934499E-005, 4.2711864E-002,-3.8422814E+000, 4.2711864E-002,-3.9781220E+000, 4.2711864E-002,-2.0954572E-001
 5.2203390E-002, 7.5378096E+008, 5.2203390E-002, 4.3362852E-005, 5.2203390E-002, 4.9417829E-005, 5.2203390E-002, 5.4160662E-005, 5.2203390E-002,-3.5359196E+000, 5.2203390E-002,-4.5802513E+000, 5.2203390E-002,-1.8194803E-001, 5.2203390E-002, 7.2906546E+008, 5.2203390E-002, 4.3917399E-005, 5.2203390E-002, 5.3038490E-005, 5.2203390E-002, 5.8657708E-005, 5.2203390E-002,-3.3204367E+000, 5.2203390E-002,-3.5633851E+000, 5.2203390E-002,-1.5293448E-001
 6.1694915E-002, 5.4310596E+008, 6.1694915E-002, 4.8664517E-005, 6.1694915E-002, 5.3324858E-005, 6.1694915E-002, 5.6898977E-005, 6.1694915E-002,-2.9111176E+000, 6.1694915E-002,-3.8109901E+000, 6.1694915E-002,-1.4463703E-001, 6.1694915E-002, 5.4043005E+008, 6.1694915E-002, 4.8954337E-005, 6.1694915E-002, 5.6686676E-005, 6.1694915E-002, 6.1576711E-005, 6.1694915E-002,-2.7306393E+000, 6.1694915E-002,-2.9708778E+000, 6.1694915E-002,-1.2493619E-001
 7.1186441E-002, 3.9380296E+008, 7.1186441E-002, 5.4173155E-005, 7.1186441E-002, 5.8029392E-005, 7.1186441E-002, 6.0812994E-005, 7.1186441E-002,-2.3677276E+000, 7.1186441E-002,-3.1294873E+000, 7.1186441E-002,-1.1286852E-001, 7.1186441E-002, 4.2633714E+008, 7.1186441E-002, 5.3697409E-005, 7.1186441E-002, 6.1580137E-005, 7.1186441E-002, 6.6274584E-005, 7.1186441E-002,-2.2342471E+000, 7.1186441E-002,-2.3895752E+000, 7.1186441E-002,-1.0215661E-001
 8.0677966E-002, 2.4478136E+008, 8.0677966E-002, 6.1199322E-005, 8.0677966E-002, 6.4268445E-005, 8.0677966E-002, 6.6325443E-005, 8.0677966E-002,-1.8897738E+000, 8.0677966E-002,-2.6022831E+000, 8.0677966E-002,-8.5218910E-002, 8.0677966E-002, 3.0774655E+008, 8.0677966E-002, 5.8505478E-005, 8.0677966E-002, 6.7890798E-005, 8.0677966E-002, 7.2555302E-005, 8.0677966E-002,-1.8250883E+000, 8.0677966E-002,-1.9435000E+000, 8.0677966E-002,-7.6969759E-002
 9.0169492E-002, 1.5128278E+008, 9.0169492E-002, 6.7911036E-005, 9.0169492E-002, 6.9983626E-005, 9.0169492E-002, 7.1512553E-005, 9.0169492E-002,-1.5789217E+000, 9.0169492E-002,-2.2898751E+000, 9.0169492E-002,-5.8485275E-002, 9.0169492E-002, 1.8707996E+008, 9.0169492E-002, 6.5809611E-005, 9.0169492E-002, 7.6259507E-005, 9.0169492E-002, 8.0409544E-005, 9.0169492E-002,-1.5142833E+000, 9.0169492E-002,-1.6176974E+000, 9.0169492E-002,-5.5874091E-002
 9.9661017E-002, 1.0321872E+008, 9.9661017E-002, 7.3013584E-005, 9.9661017E-002, 7.4753153E-005, 9.9661017E-002, 7.6099261E-005, 9.9661017E-002,-1.3304526E+000, 9.9661017E-002,-2.0130523E+000, 9.9661017E-002,-4.5144907E-002, 9.9661017E-002, 9.7822884E+007, 9.9661017E-002, 7.8619248E-005, 9.9661017E-002, 8.6727682E-005, 9.9661017E-002, 8.9311728E-005, 9.9661017E-002,-1.2150362E+000, 9.9661017E-002,-1.3138087E+000, 9.9661017E-002,-3.6085103E-002
 1.0915254E-001, 8.0631725E+007, 1.0915254E-001, 7.6731743E-005, 1.0915254E-001, 7.8144120E-005, 1.0915254E-001, 7.9257675E-005, 1.0915254E-001,-1.0816348E+000, 1.0915254E-001,-1.6845148E+000, 1.0915254E-001,-3.3608878E-002, 1.0915254E-001, 6.7961404E+007, 1.0915254E-001, 8.7960117E-005, 1.0915254E-001, 9.2553448E-005, 1.0915254E-001, 9.4127312E-005, 1.0915254E-001,-8.9826497E-001, 1.0915254E-001,-1.0362459E+000, 1.0915254E-001,-2.6730124E-002
 1.1864407E-001, 6.5897397E+007, 1.1864407E-001, 7.9467057E-005, 1.1864407E-001, 8.0696127E-005, 1.1864407E-001, 8.1652352E-005, 1.1864407E-001,-7.7582739E-001, 1.1864407E-001,-1.2842381E+000, 1.1864407E-001,-2.3646901E-002, 1.1864407E-001, 4.5446563E+007, 1.1864407E-001, 9.4987326E-005, 1.1864407E-001, 9.6965505E-005, 1.1864407E-001, 9.7986911E-005, 1.1864407E-001,-6.8721696E-001, 1.1864407E-001,-8.6711925E-001, 1.1864407E-001,-1.7523339E-002
 1.2813559E-001, 5.1897974E+007, 1.2813559E-001, 8.1431752E-005, 1.2813559E-001, 8.2568959E-005, 1.2813559E-001, 8.3421865E-005, 1.2813559E-001,-7.1097976E-001, 1.2813559E-001,-1.1737558E+000, 1.2813559E-001,-1.8009546E-002, 1.2813559E-001, 3.6194916E+007, 1.2813559E-001, 9.7380354E-005, 1.2813559E-001, 9.8928266E-005, 1.2813559E-001, 9.9814816E-005, 1.2813559E-001,-5.6903815E-001, 1.2813559E-001,-7.4177655E-001, 1.2813559E-001,-1.3600430E-002
 1.3762712E-001, 3.9032471E+007, 1.3762712E-001, 8.3322749E-005, 1.3762712E-001, 8.4538416E-005, 1.3762712E-001, 8.5430016E-005, 1.3762712E-001,-7.4087398E-001, 1.3762712E-001,-1.2016349E+000, 1.3762712E-001,-1.4211635E-002, 1.3762712E-001, 3.2765439E+007, 1.3762712E-001, 9.8448066E-005, 1.3762712E-001, 1.0007445E-004, 1.3762712E-001, 1.0100741E-004, 1.3762712E-001,-5.8049944E-001, 1.3762712E-001,-7.4163243E-001, 1.3762712E-001,-1.2464169E-002
 1.4711864E-001, 2.9477869E+007, 1.4711864E-001, 8.4472951E-005, 1.4711864E-001, 8.5610943E-005, 1.4711864E-001, 8.6432609E-005, 1.4711864E-001,-7.1315361E-001, 1.4711864E-001,-1.1121149E+000, 1.4711864E-001,-1.0000828E-002, 1.4711864E-001, 2.7926573E+007, 1.4711864E-001, 9.9989991E-005, 1.4711864E-001, 1.0163361E-004, 1.4711864E-001, 1.0259784E-004, 1.4711864E-001,-6.1258443E-001, 1.4711864E-001,-7.8783539E-001, 1.4711864E-001,-1.2044926E-002
 1.5661017E-001, 1.4663711E+007, 1.5661017E-001, 8.6644157E-005, 1.5661017E-001, 8.8150260E-005, 1.5661017E-001, 8.9255173E-005, 1.5661017E-001,-8.5401948E-001, 1.5661017E-001,-1.4096597E+000, 1.5661017E-001,-7.2985454E-003, 1.5661017E-001, 1.9060344E+007, 1.5661017E-001, 1.0042642E-004, 1.5661017E-001, 1.0233637E-004, 1.5661017E-001, 1.0343083E-004, 1.5661017E-001,-6.0654310E-001, 1.5661017E-001,-7.8244533E-001, 1.5661017E-001,-8.2687714E-003
 1.6610169E-001, 9.1796814E+006, 1.6610169E-001, 8.8490272E-005, 1.6610169E-001, 9.0698142E-005, 1.6610169E-001, 9.2213444E-005, 1.6610169E-001,-1.0063376E+000, 1.6610169E-001,-1.7017197E+000, 1.6610169E-001,-4.9178400E-003, 1.6610169E-001, 1.2913299E+007, 1.6610169E-001, 1.0301325E-004, 1.6610169E-001, 1.0504011E-004, 1.6610169E-001, 1.0614116E-004, 1.6610169E-001,-6.1835345E-001, 1.6610169E-001,-7.8949808E-001, 1.6610169E-001,-6.2937508E-003
 1.7559322E-001, 1.0533630E+007, 1.7559322E-001, 8.9233713E-005, 1.7559322E-001, 9.0911019E-005, 1.7559322E-001, 9.2074262E-005, 1.7559322E-001,-8.5038204E-001, 1.7559322E-001,-1.3883034E+000, 1.7559322E-001,-5.0206012E-003, 1.7559322E-001, 1.1149383E+007, 1.7559322E-001, 1.0661118E-004, 1.7559322E-001, 1.0796302E-004, 1.7559322E-001, 1.0877746E-004, 1.7559322E-001,-5.7421308E-001, 1.7559322E-001,-7.2837113E-001, 1.7559322E-001,-5.3860886E-003
