m,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
 8.6982759E-003, 1.6246824E+002, 1.9745680E-001, 1.7725716E-007, 1.3210521E-006, 4.7821880E-003, 1.6513151E-006, 2.0103413E-002, 2.2046104E+002, 1.9246413E-001, 2.2150677E-007, 1.6264418E-006, 7.0431569E-003, 2.0330523E-006, 2.4601632E-002, 2.6605762E+002, 1.8852866E-001, 2.7645874E-007, 1.9197084E-006, 8.8253323E-003, 2.3996355E-006, 2.8147325E-002
 8.9504310E-003, 1.1612302E+002, 2.0159729E-001, 5.4500567E-008, 4.8403015E-007, 2.9074940E-003, 6.0503769E-007, 1.6373268E-002, 1.6003347E+002, 1.9785419E-001, 6.8328286E-008, 6.0119907E-007, 4.6026509E-003, 7.5149884E-007, 1.9745718E-002, 1.9799021E+002, 1.9461655E-001, 8.5898055E-008, 7.1427320E-007, 6.0688938E-003, 8.9284150E-007, 2.2662760E-002
 9.2025862E-003, 8.7299656E+001, 2.0413462E-001, 1.6611098E-008, 1.7537816E-007, 1.7585340E-003, 2.1922270E-007, 1.4087290E-002, 1.1812953E+002, 2.0153505E-001, 2.0840829E-008, 2.1984227E-007, 2.9358394E-003, 2.7480284E-007, 1.6429467E-002, 1.4771075E+002, 1.9903959E-001, 2.6389569E-008, 2.6316539E-007, 4.0659939E-003, 3.2895674E-007, 1.8677841E-002
 9.4547414E-003, 7.0533332E+001, 2.0558627E-001, 5.0338455E-009, 6.2985934E-008, 1.1011605E-003, 7.8732417E-008, 1.2779422E-002, 9.0768269E+001, 2.0390199E-001, 6.2948528E-009, 7.9600326E-008, 1.8639525E-003, 9.9500407E-008, 1.4296941E-002, 1.1241818E+002, 2.0209643E-001, 8.0175361E-009, 9.5998995E-008, 2.6816688E-003, 1.1999874E-007, 1.5923727E-002
 9.7068966E-003, 6.1296908E+001, 2.0637093E-001, 1.5219642E-009, 2.2486516E-008, 7.4581400E-004, 2.8108145E-008, 1.2072463E-002, 7.3843644E+001, 2.0534220E-001, 1.8878187E-009, 2.8597706E-008, 1.2117183E-003, 3.5747133E-008, 1.2999342E-002, 8.8809057E+001, 2.0410985E-001, 2.4117785E-009, 3.4701220E-008, 1.7698410E-003, 4.3376526E-008, 1.4109682E-002
 9.9590517E-003, 5.6417915E+001, 2.0677674E-001, 4.6042250E-010, 7.9997260E-009, 5.6203446E-004, 9.9996575E-009, 1.1706839E-002, 6.3844716E+001, 2.0617773E-001, 5.6391436E-010, 1.0221200E-008, 8.3332232E-004, 1.2776500E-008, 1.2246544E-002, 7.3685682E+001, 2.0537873E-001, 7.1986035E-010, 1.2450876E-008, 1.1951852E-003, 1.5563595E-008, 1.2966439E-002
 1.0211207E-002, 5.3921505E+001, 2.0697967E-001, 1.3958756E-010, 2.8403283E-009, 4.7013099E-004, 3.5504104E-009, 1.1524001E-002, 5.8153900E+001, 2.0664384E-001, 1.6829061E-010, 3.6435501E-009, 6.2222623E-004, 4.5544377E-009, 1.1826582E-002, 6.4355631E+001, 2.0614788E-001, 2.1376502E-010, 4.4441539E-009, 8.4684460E-004, 5.5551924E-009, 1.2273441E-002
 1.0463362E-002, 5.2675311E+001, 2.0707853E-001, 4.2440406E-011, 1.0074423E-009, 4.2535990E-004, 1.2593029E-009, 1.1434932E-002, 5.5009647E+001, 2.0689586E-001, 5.0299252E-011, 1.2980923E-009, 5.0808755E-004, 1.6226154E-009, 1.1599511E-002, 5.8779096E+001, 2.0659891E-001, 6.3335172E-011, 1.5818594E-009, 6.4257785E-004, 1.9773242E-009, 1.1867068E-002
 1.0715517E-002, 5.2065475E+001, 2.0712567E-001, 1.2952569E-011, 3.5752934E-010, 4.0401141E-004, 4.4691167E-010, 1.1392460E-002, 5.3312900E+001, 2.0702877E-001, 1.5090262E-011, 4.6331841E-010, 4.4789607E-004, 5.7914801E-010, 1.1479765E-002, 5.5532101E+001, 2.0685619E-001, 1.8779492E-011, 5.6325858E-010, 5.2605811E-004, 7.0407322E-010, 1.1635262E-002
 1.0967672E-002, 5.1771971E+001, 2.0714773E-001, 4.0050665E-012, 1.2813967E-010, 3.9401811E-004, 1.6017459E-010, 1.1372580E-002, 5.2414751E+001, 2.0709743E-001, 4.5775435E-012, 1.6705295E-010, 4.1679950E-004, 2.0881619E-010, 1.1417901E-002, 5.3681868E+001, 2.0699962E-001, 5.6115986E-012, 2.0246610E-010, 4.6109694E-004, 2.5308262E-010, 1.1506027E-002
 1.1219828E-002, 5.1632651E+001, 2.0715789E-001, 1.3423557E-012, 4.8941983E-011, 3.8941765E-004, 6.1177478E-011, 1.1363427E-002, 5.1947005E+001, 2.0713228E-001, 1.4661480E-012, 6.3326427E-011, 4.0101577E-004, 7.9158034E-011, 1.1386501E-002, 5.2646504E+001, 2.0707806E-001, 1.7428322E-012, 7.5972646E-011, 4.2557509E-004, 9.4965807E-011, 1.1435359E-002
 1.1471983E-002, 5.1567199E+001, 2.0716250E-001, 6.0386085E-013, 2.3112543E-011, 3.8733242E-004, 2.8890679E-011, 1.1359279E-002, 5.1706814E+001, 2.0714969E-001, 5.8094471E-013, 2.8370936E-011, 3.9313114E-004, 3.5463670E-011, 1.1370815E-002, 5.2076160E+001, 2.0712022E-001, 6.3393691E-013, 3.2902353E-011, 4.0647821E-004, 4.1127941E-011, 1.1397368E-002
 1.1724138E-002, 5.1536601E+001, 2.0716455E-001, 3.9350668E-013, 1.4268430E-011, 3.8640104E-004, 1.7835538E-011, 1.1357426E-002, 5.1584953E+001, 2.0715826E-001, 3.3662466E-013, 1.6599114E-011, 3.8925081E-004, 2.0748892E-011, 1.1363095E-002, 5.1766312E+001, 2.0714254E-001, 3.2016988E-013, 1.8191891E-011, 3.9636980E-004, 2.2739863E-011, 1.1377258E-002
 1.1976293E-002, 5.1522239E+001, 2.0716546E-001, 2.8731841E-013, 9.8015556E-012, 3.8599084E-004, 1.2251944E-011, 1.1356610E-002, 5.1523704E+001, 2.0716242E-001, 2.5074270E-013, 1.1664060E-011, 3.8736836E-004, 1.4580074E-011, 1.1359350E-002, 5.1600017E+001, 2.0715418E-001, 2.1885158E-013, 1.2357033E-011, 3.9109759E-004, 1.5446291E-011, 1.1366769E-002
 1.2228448E-002, 5.1515317E+001, 2.0716585E-001, 1.9671157E-013, 6.5550788E-012, 3.8581260E-004, 8.1938485E-012, 1.1356255E-002, 5.1493069E+001, 2.0716440E-001, 1.8915303E-013, 8.3708092E-012, 3.8646784E-004, 1.0463511E-011, 1.1357559E-002, 5.1511627E+001, 2.0716017E-001, 1.6806277E-013, 9.1413078E-012, 3.8838720E-004, 1.1426635E-011, 1.1361377E-002
 1.2480603E-002, 5.1511833E+001, 2.0716602E-001, 1.2740170E-013, 4.2736370E-012, 3.8573615E-004, 5.3420463E-012, 1.1356103E-002, 5.1477684E+001, 2.0716534E-001, 1.3656537E-013, 5.8831130E-012, 3.8604297E-004, 7.3538912E-012, 1.1356714E-002, 5.1464813E+001, 2.0716320E-001, 1.2624941E-013, 6.6810237E-012, 3.8701371E-004, 8.3512796E-012, 1.1358645E-002
 1.2732759E-002, 5.1509915E+001, 2.0716609E-001, 7.8602008E-014, 2.7208637E-012, 3.8570377E-004, 3.4010796E-012, 1.1356039E-002, 5.1469755E+001, 2.0716578E-001, 9.4556240E-014, 4.0506796E-012, 3.8584524E-004, 5.0633495E-012, 1.1356320E-002, 5.1439681E+001, 2.0716471E-001, 9.2123352E-014, 4.8059477E-012, 3.8632773E-004, 6.0074346E-012, 1.1357280E-002
 1.2984914E-002, 5.1508711E+001, 2.0716612E-001, 4.6472824E-014, 1.6945867E-012, 3.8569022E-004, 2.1182333E-012, 1.1356012E-002, 5.1465370E+001, 2.0716598E-001, 6.2948181E-014, 2.7336772E-012, 3.8575447E-004, 3.4170965E-012, 1.1356140E-002, 5.1425388E+001, 2.0716546E-001, 6.5205169E-014, 3.4004256E-012, 3.8599014E-004, 4.2505319E-012, 1.1356609E-002
 1.3237069E-002, 5.1507822E+001, 2.0716613E-001, 2.6458672E-014, 1.0341344E-012, 3.8568461E-004, 1.2926680E-012, 1.1356001E-002, 5.1462501E+001, 2.0716607E-001, 4.0388571E-014, 1.8093013E-012, 3.8571336E-004, 2.2616267E-012, 1.1356058E-002, 5.1415889E+001, 2.0716582E-001, 4.4745304E-014, 2.3655309E-012, 3.8582648E-004, 2.9569136E-012, 1.1356283E-002
 1.3489224E-002, 5.1507035E+001, 2.0716614E-001, 1.4576297E-014, 6.1928446E-013, 3.8568232E-004, 7.7410557E-013, 1.1355996E-002, 5.1459997E+001, 2.0716611E-001, 2.5041385E-014, 1.1751170E-012, 3.8569499E-004, 1.4688963E-012, 1.1356021E-002, 5.1407559E+001, 2.0716599E-001, 2.9770619E-014, 1.6175818E-012, 3.8574834E-004, 2.0219772E-012, 1.1356127E-002
 1.3741379E-002, 5.1506191E+001, 2.0716614E-001, 7.8095373E-015, 3.6440495E-013, 3.8568139E-004, 4.5550618E-013, 1.1355994E-002, 5.1457026E+001, 2.0716613E-001, 1.5047452E-014, 7.4942293E-013, 3.8568690E-004, 9.3677867E-013, 1.1356005E-002, 5.1397801E+001, 2.0716607E-001, 1.9218549E-014, 1.0871734E-012, 3.8571162E-004, 1.3589667E-012, 1.1356054E-002
 1.3993534E-002, 5.1505099E+001, 2.0716614E-001, 4.0991180E-015, 2.1095202E-013, 3.8568102E-004, 2.6369003E-013, 1.1355994E-002, 5.1452739E+001, 2.0716614E-001, 8.7842139E-015, 4.6958812E-013, 3.8568338E-004, 5.8698515E-013, 1.1355998E-002, 5.1384221E+001, 2.0716611E-001, 1.2054632E-014, 7.1814845E-013, 3.8569463E-004, 8.9768557E-013, 1.1356021E-002
 1.4245690E-002, 5.1503461E+001, 2.0716614E-001, 2.1246086E-015, 1.2027176E-013, 3.8568087E-004, 1.5033970E-013, 1.1355993E-002, 5.1446021E+001, 2.0716614E-001, 5.0023106E-015, 2.8927816E-013, 3.8568187E-004, 3.6159769E-013, 1.1355995E-002, 5.1364069E+001, 2.0716613E-001, 7.3548082E-015, 4.6625417E-013, 3.8568690E-004, 5.8281771E-013, 1.1356005E-002
 1.4497845E-002, 5.1500782E+001, 2.0716614E-001, 1.0957363E-015, 6.7601514E-014, 3.8568081E-004, 8.4501893E-014, 1.1355993E-002, 5.1435246E+001, 2.0716614E-001, 2.7931642E-015, 1.7529992E-013, 3.8568123E-004, 2.1912490E-013, 1.1355994E-002, 5.1333809E+001, 2.0716614E-001, 4.3776075E-015, 2.9754415E-013, 3.8568344E-004, 3.7193018E-013, 1.1355998E-002
 1.4750000E-002, 5.1496233E+001, 2.0716614E-001, 5.6340123E-016, 3.7493593E-014, 3.8568079E-004, 4.6866992E-014, 1.1355993E-002, 5.1418011E+001, 2.0716614E-001, 1.5357296E-015, 1.0456010E-013, 3.8568096E-004, 1.3070012E-013, 1.1355993E-002, 5.1288749E+001, 2.0716614E-001, 2.5497730E-015, 1.8665572E-013, 3.8568191E-004, 2.3331965E-013, 1.1355995E-002
