m,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
 2.3943966E-003, 6.7785456E+002, 6.8753529E-003, 4.7532408E-001, 1.4580101E-002, 3.7619264E-002, 1.8225126E-002, 9.1002840E-002, 7.9664899E+002, 5.2443951E-003, 4.0985288E-001, 1.6494708E-002, 4.3383944E-002, 2.0618386E-002, 1.0455729E-001, 8.8209385E+002, 3.9608849E-003, 3.6410473E-001, 1.7557499E-002, 4.7641248E-002, 2.1946874E-002, 1.1428441E-001
 2.6465517E-003, 7.6357416E+002, 6.8474680E-003, 4.1647479E-001, 1.6192375E-002, 4.2214405E-002, 2.0240469E-002, 1.0194053E-001, 8.7966770E+002, 4.9787987E-003, 3.5869303E-001, 1.7836034E-002, 4.7523937E-002, 2.2295042E-002, 1.1431097E-001, 9.6156229E+002, 3.6300947E-003, 3.1886060E-001, 1.8639339E-002, 5.1408223E-002, 2.3299173E-002, 1.2304459E-001
 2.8987069E-003, 8.5215121E+002, 6.6245061E-003, 3.6064700E-001, 1.7758710E-002, 4.6640642E-002, 2.2198387E-002, 1.1247679E-001, 9.6427384E+002, 4.6037669E-003, 3.1063612E-001, 1.9107703E-002, 5.1462712E-002, 2.3884629E-002, 1.2358081E-001, 1.0420422E+003, 3.2446456E-003, 2.7646018E-001, 1.9647608E-002, 5.4975929E-002, 2.4559510E-002, 1.3132471E-001
 3.1508621E-003, 9.4283538E+002, 6.2261294E-003, 3.0845395E-001, 1.9258297E-002, 5.0843708E-002, 2.4072871E-002, 1.2248202E-001, 1.0497569E+003, 4.1402191E-003, 2.6598220E-001, 2.0296610E-002, 5.5170345E-002, 2.5370762E-002, 1.3229458E-001, 1.1228511E+003, 2.8201805E-003, 2.3710020E-001, 2.0573614E-002, 5.8323935E-002, 2.5717017E-002, 1.3907571E-001
 3.4030172E-003, 1.0348262E+003, 5.6792532E-003, 2.6024972E-001, 2.0675345E-002, 5.4787474E-002, 2.5844181E-002, 1.3186912E-001, 1.1354166E+003, 3.6104511E-003, 2.2486485E-001, 2.1392596E-002, 5.8630214E-002, 2.6740745E-002, 1.4041039E-001, 1.2033635E+003, 2.3720170E-003, 2.0084936E-001, 2.1412662E-002, 6.1441628E-002, 2.6765828E-002, 1.4627234E-001
 3.6551724E-003, 1.1272865E+003, 5.0147194E-003, 2.1617971E-001, 2.1997752E-002, 5.8451492E-002, 2.7497191E-002, 1.4058705E-001, 1.2206014E+003, 3.0364173E-003, 1.8729698E-001, 2.2390374E-002, 6.1834312E-002, 2.7987967E-002, 1.4790833E-001, 1.2830098E+003, 1.9142547E-003, 1.6767770E-001, 2.2162862E-002, 6.4326575E-002, 2.7703577E-002, 1.5290870E-001
 3.9073276E-003, 1.2193963E+003, 4.2648088E-003, 1.7623966E-001, 2.3217799E-002, 6.1826149E-002, 2.9022249E-002, 1.4861113E-001, 1.3046894E+003, 2.4379343E-003, 1.5319080E-001, 2.3288109E-002, 6.4783030E-002, 2.9110136E-002, 1.5478879E-001, 1.3612464E+003, 1.4596064E-003, 1.3748626E-001, 2.2824253E-002, 6.6982317E-002, 2.8530317E-002, 1.5899291E-001
 4.1594828E-003, 1.3103639E+003, 3.4609776E-003, 1.4030340E-001, 2.4330408E-002, 6.4912113E-002, 3.0413010E-002, 1.5594032E-001, 1.3870685E+003, 1.8334279E-003, 1.2239389E-001, 2.4086091E-002, 6.7482210E-002, 3.0107613E-002, 1.6106520E-001, 1.4372952E+003, 1.0764377E-003, 1.1019238E-001, 2.3357401E-002, 6.9409202E-002, 2.9196751E-002, 1.6449785E-001
 4.4116379E-003, 1.3993487E+003, 2.6434571E-003, 1.0817651E-001, 2.5326339E-002, 6.7714991E-002, 3.1657924E-002, 1.6258112E-001, 1.4661718E+003, 1.4374597E-003, 9.4927169E-002, 2.4642110E-002, 6.9917532E-002, 3.0802637E-002, 1.6660540E-001, 1.5094283E+003, 1.0231718E-003, 8.5894523E-002, 2.3579692E-002, 7.1589839E-002, 2.9474615E-002, 1.6925504E-001
 4.6637931E-003, 1.4833159E+003, 2.2869270E-003, 8.0089706E-002, 2.5878177E-002, 7.0193364E-002, 3.2347722E-002, 1.6821049E-001, 1.5395048E+003, 1.6451969E-003, 7.0980205E-002, 2.4670768E-002, 7.2062403E-002, 3.0838460E-002, 1.7114684E-001, 1.5764669E+003, 1.4448912E-003, 6.4539700E-002, 2.3384672E-002, 7.3527011E-002, 2.9230841E-002, 1.7319311E-001
 4.9159483E-003, 1.5586152E+003, 2.9605772E-003, 5.6331803E-002, 2.5566809E-002, 7.2312232E-002, 3.1958512E-002, 1.7245083E-001, 1.6059394E+003, 2.5687763E-003, 5.0400933E-002, 2.4086413E-002, 7.3931451E-002, 3.0108016E-002, 1.7465794E-001, 1.6373467E+003, 2.4599953E-003, 4.6034498E-002, 2.2682748E-002, 7.5229338E-002, 2.8353435E-002, 1.7626504E-001
 5.1681034E-003, 1.6234347E+003, 4.8542856E-003, 3.6739211E-002, 2.4242724E-002, 7.4090193E-002, 3.0303405E-002, 1.7523212E-001, 1.6633912E+003, 4.4907374E-003, 3.3221702E-002, 2.2673295E-002, 7.5522359E-002, 2.8341619E-002, 1.7697677E-001, 1.6897992E+003, 4.4037586E-003, 3.0517611E-002, 2.1219909E-002, 7.6683420E-002, 2.6524886E-002, 1.7825790E-001
 5.4202586E-003, 1.6736504E+003, 8.5685241E-003, 2.1598982E-002, 2.1442378E-002, 7.5504746E-002, 2.6802972E-002, 1.7616931E-001, 1.7076860E+003, 8.0531946E-003, 1.9850625E-002, 1.9942823E-002, 7.6797303E-002, 2.4928528E-002, 1.7766833E-001, 1.7295853E+003, 7.9348877E-003, 1.8449914E-002, 1.8506100E-002, 7.7839821E-002, 2.3132625E-002, 1.7871194E-001
 5.6724138E-003, 1.6995730E+003, 1.5369888E-002, 1.1618185E-002, 1.6517915E-002, 7.6302077E-002, 2.0647393E-002, 1.7427867E-001, 1.7288759E+003, 1.4478791E-002, 1.0922152E-002, 1.5410748E-002, 7.7431627E-002, 1.9263434E-002, 1.7572772E-001, 1.7458158E+003, 1.4268433E-002, 1.0340799E-002, 1.4266392E-002, 7.8264251E-002, 1.7832991E-002, 1.7655779E-001
 5.9245690E-003, 1.6714504E+003, 2.7498278E-002, 6.3079137E-003, 1.0796109E-002, 7.4722414E-002, 1.3495137E-002, 1.6702969E-001, 1.7005145E+003, 2.5749048E-002, 6.0097766E-003, 1.0295338E-002, 7.5841418E-002, 1.2869173E-002, 1.6889470E-001, 1.7147605E+003, 2.5137642E-002, 5.7584509E-003, 9.6585674E-003, 7.6521819E-002, 1.2073209E-002, 1.6978771E-001
 6.1767241E-003, 1.5667611E+003, 5.3051090E-002, 2.4254129E-003, 4.8053058E-003, 6.7088838E-002, 6.0066323E-003, 1.4752618E-001, 1.6055604E+003, 4.9162257E-002, 2.3581145E-003, 4.6752909E-003, 6.8933963E-002, 5.8441136E-003, 1.5110302E-001, 1.6242649E+003, 4.7250654E-002, 2.2888631E-003, 4.4584710E-003, 6.9935571E-002, 5.5730887E-003, 1.5293863E-001
 6.4288793E-003, 1.4154276E+003, 7.3169089E-002, 1.1599840E-003, 2.5861587E-003, 5.9420391E-002, 3.2326983E-003, 1.3066946E-001, 1.4664569E+003, 6.7854233E-002, 1.1529860E-003, 2.5633158E-003, 6.1841747E-002, 3.2041447E-003, 1.3546999E-001, 1.4925105E+003, 6.4941131E-002, 1.1351768E-003, 2.4717714E-003, 6.3217359E-002, 3.0897142E-003, 1.3814023E-001
 6.6810345E-003, 1.2400576E+003, 9.3961238E-002, 5.2249583E-004, 1.3221970E-003, 5.0817718E-002, 1.6527463E-003, 1.1264242E-001, 1.3037816E+003, 8.7430661E-002, 5.3578653E-004, 1.3449828E-003, 5.3760540E-002, 1.6812286E-003, 1.1851334E-001, 1.3380850E+003, 8.3587085E-002, 5.3825999E-004, 1.3175550E-003, 5.5517403E-002, 1.6469437E-003, 1.2198848E-001
 6.9331897E-003, 1.0558597E+003, 1.1395492E-001, 2.1772494E-004, 6.3234628E-004, 4.2202875E-002, 7.9043285E-004, 9.5005317E-002, 1.1313290E+003, 1.0654628E-001, 2.3322744E-004, 6.6698091E-004, 4.5536092E-002, 8.3372614E-004, 1.0166149E-001, 1.1737907E+003, 1.0194562E-001, 2.4100944E-004, 6.6802749E-004, 4.7618348E-002, 8.3503437E-004, 1.0580463E-001
 7.1853448E-003, 8.7331647E+002, 1.3254142E-001, 8.2319607E-005, 2.7815681E-004, 3.4009168E-002, 3.4769602E-004, 7.8448425E-002, 9.5842870E+002, 1.2452391E-001, 9.3684030E-005, 3.0850093E-004, 3.7621088E-002, 3.8562616E-004, 8.5655975E-002, 1.0081838E+003, 1.1937408E-001, 1.0065609E-004, 3.1866303E-004, 3.9946699E-002, 3.9832879E-004, 9.0289891E-002
 7.4375000E-003, 7.0014569E+002, 1.4947984E-001, 2.7636704E-005, 1.1041835E-004, 2.6443047E-002, 1.3802293E-004, 6.3274848E-002, 7.9179981E+002, 1.4107652E-001, 3.4168508E-005, 1.3118614E-004, 3.0235865E-002, 1.6398268E-004, 7.0835362E-002, 8.4734044E+002, 1.3552386E-001, 3.8709669E-005, 1.4136212E-004, 3.2744140E-002, 1.7670265E-004, 7.5832709E-002
 7.6896552E-003, 5.4244653E+002, 1.6436475E-001, 8.0433331E-006, 3.8722162E-005, 1.9746358E-002, 4.8402702E-005, 4.9900428E-002, 6.3660494E+002, 1.5596501E-001, 1.1118119E-005, 5.0483023E-005, 2.3543252E-002, 6.3103779E-005, 5.7462536E-002, 6.9585606E+002, 1.5021337E-001, 1.3521900E-005, 5.7595842E-005, 2.6143675E-002, 7.1994803E-005, 6.2640994E-002
 7.9418103E-003, 4.0526583E+002, 1.7689757E-001, 1.9784147E-006, 1.1728018E-005, 1.4086982E-002, 1.4660022E-005, 3.8622028E-002, 4.9707071E+002, 1.6892088E-001, 3.1672253E-006, 1.7283853E-005, 1.7696159E-002, 2.1604817E-005, 4.5806194E-002, 5.5743871E+002, 1.6323281E-001, 4.2282177E-006, 2.1268398E-005, 2.0269778E-002, 2.6585497E-005, 5.0929069E-002
 8.1939655E-003, 2.9245096E+002, 1.8691701E-001, 4.0133742E-007, 3.0022697E-006, 9.5545804E-003, 3.7528371E-006, 2.9598885E-002, 3.7667171E+002, 1.7976915E-001, 7.7454632E-007, 5.1735022E-006, 1.2790480E-002, 6.4668778E-006, 3.6037995E-002, 4.3516635E+002, 1.7441212E-001, 1.1653012E-006, 7.0198381E-006, 1.5215512E-002, 8.7747976E-006, 4.0863721E-002
 8.4461207E-003, 2.0582498E+002, 1.9443149E-001, 6.5870900E-008, 6.3903038E-007, 6.1527519E-003, 7.9878798E-007, 2.2829534E-002, 2.7781656E+002, 1.8844269E-001, 1.5951815E-007, 1.3315741E-006, 8.8646271E-003, 1.6644676E-006, 2.8225072E-002, 3.3138182E+002, 1.8366228E-001, 2.7850484E-007, 2.0420187E-006, 1.1029216E-002, 2.5525234E-006, 3.2531845E-002
 8.6982759E-003, 1.4432686E+002, 1.9965848E-001, 8.6931564E-009, 1.1272141E-007, 3.7857947E-003, 1.4090176E-007, 1.8120300E-002, 2.0124306E+002, 1.9500733E-001, 2.7220801E-008, 2.9082144E-007, 5.8921703E-003, 3.6352680E-007, 2.2310877E-002, 2.4730252E+002, 1.9099017E-001, 5.6794888E-008, 5.1656676E-007, 7.7113835E-003, 6.4570845E-007, 2.5930204E-002
 8.9504310E-003, 1.0410739E+002, 2.0300881E-001, 9.4328766E-010, 1.6896604E-008, 2.2685071E-003, 2.1120755E-008, 1.5101721E-002, 1.4562374E+002, 1.9967643E-001, 3.8151756E-009, 5.3610772E-008, 3.7777016E-003, 6.7013466E-008, 1.8104156E-002, 1.8264885E+002, 1.9651421E-001, 9.7425839E-009, 1.1241513E-007, 5.2098176E-003, 1.4051892E-007, 2.0953267E-002
 9.2025862E-003, 7.9786728E+001, 2.0498989E-001, 9.1169057E-011, 2.3189623E-009, 1.3712929E-003, 2.8987029E-009, 1.3316783E-002, 1.0781681E+002, 2.0278499E-001, 4.4246044E-010, 8.4367747E-009, 2.3698764E-003, 1.0545968E-008, 1.5303380E-002, 1.3560866E+002, 2.0045952E-001, 1.3935684E-009, 2.0943267E-008, 3.4230645E-003, 2.6179084E-008, 1.7398614E-002
 9.4547414E-003, 6.6057380E+001, 2.0607963E-001, 8.6009808E-012, 3.1383449E-010, 8.7775499E-004, 3.9229311E-010, 1.2334931E-002, 8.3711675E+001, 2.0472312E-001, 4.4378545E-011, 1.1876208E-009, 1.4921115E-003, 1.4845260E-009, 1.3557140E-002, 1.0323808E+002, 2.0312407E-001, 1.6672964E-010, 3.3661409E-009, 2.2163121E-003, 4.2076761E-009, 1.4997874E-002
 9.7068966E-003, 5.8731433E+001, 2.0664423E-001, 8.9675677E-013, 4.8609412E-011, 6.2205409E-004, 6.0761764E-011, 1.1826237E-002, 6.9210876E+001, 2.0586009E-001, 4.2681418E-012, 1.6536057E-010, 9.7718696E-004, 2.0670072E-010, 1.2532742E-002, 8.2121495E+001, 2.0482730E-001, 1.7228474E-011, 4.8612533E-010, 1.4449318E-003, 6.0765666E-010, 1.3463279E-002
 9.9590517E-003, 5.4991879E+001, 2.0692322E-001, 2.3083401E-013, 1.6818115E-011, 4.9570088E-004, 2.1022644E-011, 1.1574868E-002, 6.0913245E+001, 2.0649252E-001, 5.1323103E-013, 3.0769756E-011, 6.9075893E-004, 3.8462195E-011, 1.1962919E-002, 6.9004635E+001, 2.0586142E-001, 1.7367631E-012, 7.3376983E-011, 9.7658501E-004, 9.1721229E-011, 1.2531545E-002
 1.0211207E-002, 5.3148440E+001, 2.0705604E-001, 1.4595002E-013, 1.1182211E-011, 4.3554456E-004, 1.3977764E-011, 1.1455193E-002, 5.6357500E+001, 2.0682907E-001, 1.7722963E-013, 1.4111088E-011, 5.3834079E-004, 1.7638861E-011, 1.1659697E-002, 6.1199946E+001, 2.0646115E-001, 2.7875825E-013, 1.9201076E-011, 7.0496723E-004, 2.4001346E-011, 1.1991185E-002
 1.0463362E-002, 5.2265017E+001, 2.0711740E-001, 9.4971730E-014, 7.5589265E-012, 4.0775622E-004, 9.4486582E-012, 1.1399910E-002, 5.3939074E+001, 2.0700178E-001, 1.1549044E-013, 9.8413638E-012, 4.6011874E-004, 1.2301705E-011, 1.1504081E-002, 5.6722868E+001, 2.0679557E-001, 1.3404077E-013, 1.1494118E-011, 5.5351093E-004, 1.4367648E-011, 1.1689876E-002
 1.0715517E-002, 5.1851626E+001, 2.0714502E-001, 5.9925975E-014, 5.0044960E-012, 3.9524636E-004, 6.2556200E-012, 1.1375023E-002, 5.2690373E+001, 2.0708781E-001, 7.5648002E-014, 6.8378960E-012, 4.2115756E-004, 8.5473700E-012, 1.1426571E-002, 5.4232185E+001, 2.0697598E-001, 8.8495464E-014, 8.2079359E-012, 4.7180328E-004, 1.0259920E-011, 1.1527326E-002
 1.0967672E-002, 5.1662089E+001, 2.0715717E-001, 3.6595529E-014, 3.2471914E-012, 3.8974315E-004, 4.0589893E-012, 1.1364075E-002, 5.2060607E+001, 2.0712958E-001, 4.8671610E-014, 4.6784373E-012, 4.0224167E-004, 5.8480466E-012, 1.1388939E-002, 5.2881899E+001, 2.0707062E-001, 5.7911414E-014, 5.7957433E-012, 4.2894143E-004, 7.2446791E-012, 1.1442056E-002
 1.1219828E-002, 5.1576649E+001, 2.0716240E-001, 2.1639142E-014, 2.0682390E-012, 3.8737381E-004, 2.5852988E-012, 1.1359361E-002, 5.1749429E+001, 2.0714939E-001, 3.0698971E-014, 3.1548377E-012, 3.9326654E-004, 3.9435472E-012, 1.1371084E-002, 5.2166018E+001, 2.0711906E-001, 3.7463788E-014, 4.0461753E-012, 4.0700348E-004, 5.0577192E-012, 1.1398413E-002
 1.1471983E-002, 5.1538583E+001, 2.0716461E-001, 1.2438126E-014, 1.2974988E-012, 3.8637505E-004, 1.6218735E-012, 1.1357374E-002, 5.1598410E+001, 2.0715859E-001, 1.8995247E-014, 2.1010283E-012, 3.8910141E-004, 2.6262853E-012, 1.1362798E-002, 5.1793878E+001, 2.0714329E-001, 2.3949590E-014, 2.7960233E-012, 3.9603126E-004, 3.4950291E-012, 1.1376584E-002
 1.1724138E-002, 5.1521661E+001, 2.0716552E-001, 7.0312889E-015, 8.0757957E-013, 3.8596416E-004, 1.0094745E-012, 1.1356557E-002, 5.1526207E+001, 2.0716275E-001, 1.1578624E-014, 1.3876666E-012, 3.8721599E-004, 1.7345832E-012, 1.1359047E-002, 5.1603805E+001, 2.0715511E-001, 1.5151110E-014, 1.9167148E-012, 3.9067707E-004, 2.3958935E-012, 1.1365933E-002
 1.1976293E-002, 5.1514015E+001, 2.0716587E-001, 4.0015136E-015, 5.0588284E-013, 3.8580219E-004, 6.3235355E-013, 1.1356235E-002, 5.1492046E+001, 2.0716457E-001, 7.0166915E-015, 9.1484395E-013, 3.8639275E-004, 1.1435549E-012, 1.1357409E-002, 5.1508157E+001, 2.0716071E-001, 9.5037382E-015, 1.3065401E-012, 3.8813988E-004, 1.6331751E-012, 1.1360885E-002
 1.2228448E-002, 5.1510389E+001, 2.0716607E-001, 1.6659195E-015, 2.4027274E-013, 3.8571474E-004, 3.0034092E-013, 1.1356061E-002, 5.1475904E+001, 2.0716565E-001, 3.2204389E-015, 4.7301279E-013, 3.8590315E-004, 5.9126599E-013, 1.1356435E-002, 5.1460494E+001, 2.0716429E-001, 4.6453880E-015, 7.1707365E-013, 3.8651954E-004, 8.9634206E-013, 1.1357662E-002
 1.2480603E-002, 5.1508497E+001, 2.0716611E-001, 8.6690412E-016, 1.3892650E-013, 3.8569374E-004, 1.7365813E-013, 1.1356019E-002, 5.1468152E+001, 2.0716594E-001, 1.8161528E-015, 2.9222801E-013, 3.8577376E-004, 3.6528501E-013, 1.1356178E-002, 5.1436705E+001, 2.0716531E-001, 2.7615815E-015, 4.6444822E-013, 3.8605780E-004, 5.8056028E-013, 1.1356743E-002
 1.2732759E-002, 5.1507361E+001, 2.0716613E-001, 4.4106790E-016, 7.9037300E-014, 3.8568565E-004, 9.8796625E-014, 1.1356003E-002, 5.1464212E+001, 2.0716606E-001, 1.0079195E-015, 1.7767554E-013, 3.8571900E-004, 2.2209443E-013, 1.1356069E-002, 5.1424368E+001, 2.0716578E-001, 1.6194750E-015, 2.9642065E-013, 3.8584725E-004, 3.7052581E-013, 1.1356324E-002
 1.2984914E-002, 5.1506561E+001, 2.0716614E-001, 2.1971458E-016, 4.4274629E-014, 3.8568258E-004, 5.5343286E-014, 1.1355997E-002, 5.1461916E+001, 2.0716611E-001, 5.4761286E-016, 1.0635135E-013, 3.8569623E-004, 1.3293918E-013, 1.1356024E-002, 5.1417104E+001, 2.0716598E-001, 9.3647074E-016, 1.8641521E-013, 3.8575300E-004, 2.3301902E-013, 1.1356137E-002
 1.3237069E-002, 5.1505906E+001, 2.0716614E-001, 1.0733819E-016, 2.4437142E-014, 3.8568143E-004, 3.0546427E-014, 1.1355994E-002, 5.1460184E+001, 2.0716613E-001, 2.9101444E-016, 6.2693920E-014, 3.8568692E-004, 7.8367400E-014, 1.1356005E-002, 5.1411472E+001, 2.0716607E-001, 5.3115109E-016, 1.1552395E-013, 3.8571156E-004, 1.4440493E-013, 1.1356054E-002
 1.3489224E-002, 5.1505287E+001, 2.0716614E-001, 5.1503713E-017, 1.3298516E-014, 3.8568101E-004, 1.6623145E-014, 1.1355994E-002, 5.1458370E+001, 2.0716614E-001, 1.5144687E-016, 3.6411279E-014, 3.8568318E-004, 4.5514099E-014, 1.1355998E-002, 5.1405311E+001, 2.0716611E-001, 2.9494947E-016, 7.0551676E-014, 3.8569367E-004, 8.8189595E-014, 1.1356019E-002
 1.3741379E-002, 5.1504598E+001, 2.0716614E-001, 2.4303954E-017, 7.1399086E-015, 3.8568086E-004, 8.9248858E-015, 1.1355993E-002, 5.1455914E+001, 2.0716614E-001, 7.7267462E-017, 2.0842056E-014, 3.8568170E-004, 2.6052570E-014, 1.1355995E-002, 5.1396831E+001, 2.0716613E-001, 1.6044242E-016, 4.2464296E-014, 3.8568608E-004, 5.3080370E-014, 1.1356004E-002
 1.3993534E-002, 5.1503683E+001, 2.0716614E-001, 1.1291848E-017, 3.7849368E-015, 3.8568081E-004, 4.7311710E-015, 1.1355993E-002, 5.1452119E+001, 2.0716614E-001, 3.8688210E-017, 1.1762972E-014, 3.8568113E-004, 1.4703715E-014, 1.1355994E-002, 5.1384043E+001, 2.0716614E-001, 8.5543037E-017, 2.5192105E-014, 3.8568292E-004, 3.1490131E-014, 1.1355997E-002
 1.4245690E-002, 5.1502280E+001, 2.0716614E-001, 5.1705838E-018, 1.9835613E-015, 3.8568079E-004, 2.4794516E-015, 1.1355993E-002, 5.1445960E+001, 2.0716614E-001, 1.9029597E-017, 6.5491942E-015, 3.8568091E-004, 8.1864928E-015, 1.1355993E-002, 5.1364364E+001, 2.0716614E-001, 4.4730326E-017, 1.4732643E-014, 3.8568163E-004, 1.8415804E-014, 1.1355995E-002
 1.4497845E-002, 5.1499931E+001, 2.0716614E-001, 2.3355483E-018, 1.0307454E-015, 3.8568078E-004, 1.2884317E-015, 1.1355993E-002, 5.1435871E+001, 2.0716614E-001, 9.2032767E-018, 3.5993360E-015, 3.8568083E-004, 4.4991700E-015, 1.1355993E-002, 5.1334266E+001, 2.0716614E-001, 2.2952608E-017, 8.4946115E-015, 3.8568111E-004, 1.0618264E-014, 1.1355994E-002
 1.4750000E-002, 5.1495857E+001, 2.0716614E-001, 1.0414992E-018, 5.3331822E-016, 3.8568078E-004, 6.6664777E-016, 1.1355993E-002, 5.1419484E+001, 2.0716614E-001, 4.3800853E-018, 1.9549557E-015, 3.8568079E-004, 2.4436946E-015, 1.1355993E-002, 5.1288936E+001, 2.0716614E-001, 1.1564787E-017, 4.8302980E-015, 3.8568091E-004, 6.0378725E-015, 1.1355993E-002
