s,kg/s,kg/s,Pa,Pa,kg/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2
 4.5000845E+001, 5.1486170E-003,-4.4055071E-003, 1.7883038E+000,-1.2070106E+000, 5.1354102E-004, 5.9253977E-007, 1.2586545E-001, 1.0002613E-001, 4.5816630E-002, 2.1714214E-002, 2.9145623E-003, 5.6885570E+002, 5.8840839E+002, 5.8162733E+002, 5.7850950E+002, 5.7405653E+002, 5.6913661E+002, 5.6370963E+002, 5.5663663E+002, 5.5440716E+002, 6.2321022E+002, 3.4319685E+002, 9.1798433E+001, 6.1511177E+002, 6.8707859E+002, 7.6815746E+002, 7.1926920E+002, 6.3901465E+002, 6.0114030E+002, 6.0248910E+002, 4.9399749E+001, 5.9628697E+001, 5.5603770E+001, 4.4486873E+001
 5.0000471E+001, 5.1841625E-003,-4.5093540E-003, 1.8114438E+000,-1.1906748E+000, 5.5759082E-004, 4.1514654E-007, 1.3265761E-001, 9.7256816E-002, 4.0771943E-002, 2.4083731E-002, 3.8738472E-003, 5.6844593E+002, 5.8752119E+002, 5.8572478E+002, 5.8401691E+002, 5.8278832E+002, 5.8052460E+002, 5.7666501E+002, 5.7133548E+002, 5.8393631E+002, 6.3119759E+002, 3.5107487E+002, 1.0084749E+002, 6.2348195E+002, 6.6354524E+002, 7.0741342E+002, 6.3775066E+002, 6.3062316E+002, 6.1664051E+002, 6.2483791E+002, 5.4996566E+001, 5.2943727E+001, 5.4042714E+001, 4.6353859E+001
 5.5001896E+001, 5.1475318E-003,-4.5247450E-003, 1.8226740E+000,-1.2050695E+000, 5.8926925E-004, 1.5416221E-007, 1.2799912E-001, 9.7982873E-002, 4.4008436E-002, 2.3521116E-002, 3.4329332E-003, 5.7207215E+002, 5.9133084E+002, 5.9143409E+002, 5.9218187E+002, 5.9250702E+002, 5.9134244E+002, 5.8936274E+002, 5.8663524E+002, 5.9190489E+002, 6.4604629E+002, 3.9199144E+002, 1.1013218E+002, 6.1003204E+002, 6.3118070E+002, 6.7998233E+002, 6.1621266E+002, 6.2936349E+002, 6.3831425E+002, 6.5805379E+002, 5.4191937E+001, 5.0365878E+001, 5.2222943E+001, 4.8574118E+001
 6.0001180E+001, 5.1088438E-003,-4.4040481E-003, 1.8432234E+000,-1.2054302E+000, 6.0859025E-004, 5.3357617E-007, 1.6630910E-001, 9.0909985E-002, 2.3635470E-002, 2.9845415E-002, 1.2156109E-003, 5.8393451E+002, 6.0296627E+002, 6.0390558E+002, 6.0573180E+002, 6.0818418E+002, 6.0816126E+002, 6.0747977E+002, 6.0772054E+002, 6.2160279E+002, 6.8248576E+002, 4.1601357E+002, 1.2504464E+002, 6.1120750E+002, 6.2170210E+002, 6.5251672E+002, 5.9543955E+002, 6.3534161E+002, 6.6444364E+002, 7.3956076E+002, 5.3401998E+001, 4.7092592E+001, 5.0537464E+001, 5.0527475E+001
 6.5000566E+001, 5.0884987E-003,-4.4289577E-003, 1.9285543E+000,-1.1689941E+000, 6.2790778E-004, 3.2895274E-007, 1.7948675E-001, 8.4606048E-002, 1.2960284E-002, 3.5580480E-002, 3.8520408E-003, 6.0605054E+002, 6.2450869E+002, 6.3397545E+002, 6.3829773E+002, 6.4489568E+002, 6.5592607E+002, 6.5917472E+002, 6.5403947E+002, 6.6767531E+002, 7.2208513E+002, 3.5728100E+002, 1.2987834E+002, 5.9959692E+002, 6.0644580E+002, 6.1252004E+002, 5.8026731E+002, 6.3394444E+002, 6.4747919E+002, 6.6550401E+002, 4.7947148E+001, 4.3440973E+001, 4.6483787E+001, 5.0493445E+001
 7.0001625E+001, 5.0799030E-003,-4.2911937E-003, 1.9683223E+000,-1.1837670E+000, 6.4722875E-004, 1.3693651E-007, 1.9193086E-001, 8.4140245E-002, 9.3661282E-003, 3.6079144E-002, 3.8850361E-004, 6.2585519E+002, 6.4376843E+002, 6.6063972E+002, 6.7394948E+002, 6.8945541E+002, 7.0432680E+002, 7.0785644E+002, 7.0052217E+002, 6.9606028E+002, 7.3004431E+002, 3.1862828E+002, 1.3512253E+002, 5.9256036E+002, 6.0169049E+002, 6.0086283E+002, 5.6593928E+002, 6.3748225E+002, 6.4111553E+002, 6.4738935E+002, 4.9480406E+001, 4.2094084E+001, 4.6689277E+001, 5.1679887E+001
 7.5000239E+001, 5.0355152E-003,-4.3491616E-003, 1.9774814E+000,-1.1875200E+000, 6.6654764E-004, 6.9859186E-007, 1.7862148E-001, 7.8513420E-002, 1.3888912E-002, 4.0959700E-002, 3.4442567E-003, 6.3837806E+002, 6.5826760E+002, 6.7548416E+002, 6.9074441E+002, 7.0856346E+002, 7.2165336E+002, 7.3654458E+002, 7.3323424E+002, 7.3885298E+002, 6.8169140E+002, 3.0517106E+002, 1.3853899E+002, 5.9423595E+002, 6.0807348E+002, 6.0327475E+002, 5.6778273E+002, 6.4350019E+002, 6.4083772E+002, 6.3899300E+002, 4.7671602E+001, 4.2306710E+001, 4.7825459E+001, 5.3008775E+001
 8.0001716E+001, 5.1450968E-003,-4.2680795E-003, 2.0200323E+000,-1.0947643E+000, 6.8586794E-004, 3.2674630E-008, 1.7100561E-001, 7.6647729E-002, 1.6684650E-002, 4.2648954E-002, 5.0175241E-003, 6.4002232E+002, 6.5867527E+002, 6.7728420E+002, 6.9435865E+002, 7.1554379E+002, 7.4500737E+002, 7.8493342E+002, 8.0900781E+002, 7.9141708E+002, 6.5599052E+002, 3.0982847E+002, 1.4293980E+002, 5.9903608E+002, 6.1373793E+002, 6.0971327E+002, 5.7282973E+002, 6.4820037E+002, 6.4579419E+002, 6.4144902E+002, 4.8269049E+001, 4.3738188E+001, 4.9161737E+001, 5.3972404E+001
 8.5001470E+001, 5.1355057E-003,-4.2998822E-003, 2.0423828E+000,-1.1167482E+000, 7.0519034E-004, 1.0257551E-007, 1.4609975E-001, 7.7181546E-002, 2.0012322E-002, 4.2094922E-002, 1.4991124E-002, 6.5197957E+002, 6.6936606E+002, 6.9062990E+002, 7.0894378E+002, 7.3116846E+002, 7.5713672E+002, 7.7914220E+002, 7.9771450E+002, 7.9120767E+002, 7.2863564E+002, 3.2812017E+002, 1.5283810E+002, 6.0539341E+002, 6.2044360E+002, 6.1678447E+002, 5.7883750E+002, 6.5581412E+002, 6.5554184E+002, 6.4907050E+002, 4.9123667E+001, 4.4451575E+001, 5.0615713E+001, 5.6028863E+001
 9.0000317E+001, 5.1241658E-003,-4.3329096E-003, 2.0333374E+000,-1.1103628E+000, 7.2450778E-004, 1.3096970E-006, 1.4426511E-001, 7.8002172E-002, 1.8042745E-002, 4.1405820E-002, 1.7290700E-002, 6.5740780E+002, 6.7803435E+002, 6.9896920E+002, 7.1490289E+002, 7.3165940E+002, 7.5608313E+002, 7.9458380E+002, 8.1757873E+002, 7.9853929E+002, 7.1723165E+002, 3.2680890E+002, 1.5591096E+002, 6.1360393E+002, 6.2680037E+002, 6.2184139E+002, 5.8194903E+002, 6.6140553E+002, 6.6135511E+002, 6.5384725E+002, 5.0254886E+001, 4.5735319E+001, 5.2000860E+001, 5.7117593E+001
 9.5000132E+001, 5.0972278E-003,-4.2575954E-003, 2.0099205E+000,-1.1204535E+000, 7.4382502E-004, 3.7972417E-007, 1.7594092E-001, 7.8830420E-002, 1.5192406E-002, 4.0646951E-002, 3.7336921E-003, 6.6102715E+002, 6.8093709E+002, 6.9905684E+002, 7.1508631E+002, 7.3581282E+002, 7.6776750E+002, 8.0314428E+002, 8.3072164E+002, 8.1311966E+002, 7.1418405E+002, 3.3732127E+002, 1.6075816E+002, 6.2211506E+002, 6.3304167E+002, 6.2791550E+002, 5.8323449E+002, 6.7008713E+002, 6.6875025E+002, 6.6848988E+002, 5.2240561E+001, 4.5158968E+001, 5.2957918E+001, 5.8834830E+001
 1.0000040E+002, 5.1357524E-003,-4.3281274E-003, 2.0659083E+000,-1.0729065E+000, 7.6314498E-004, 1.1706056E-007, 1.4995501E-001, 7.5002722E-002, 2.0282287E-002, 4.3888386E-002, 1.2861423E-002, 6.6999967E+002, 6.8984134E+002, 7.1035329E+002, 7.2860571E+002, 7.5172192E+002, 7.8215666E+002, 8.0647594E+002, 8.1367986E+002, 8.1499004E+002, 6.8625548E+002, 3.4186702E+002, 1.6600206E+002, 6.2547117E+002, 6.3787585E+002, 6.3200257E+002, 5.8289408E+002, 6.7534600E+002, 6.7196400E+002, 6.6724417E+002, 5.1674551E+001, 4.5763988E+001, 5.3836546E+001, 5.9891282E+001
 1.0500108E+002, 5.1391759E-003,-4.1909258E-003, 2.0712853E+000,-1.0773721E+000, 7.7280000E-004, 7.6273318E-007, 1.5745643E-001, 7.6202107E-002, 1.8103104E-002, 4.2733572E-002, 1.0613544E-002, 6.7700028E+002, 6.9802247E+002, 7.1701037E+002, 7.3527534E+002, 7.5833070E+002, 7.8346225E+002, 7.9450381E+002, 7.7498605E+002, 7.7139215E+002, 6.7083198E+002, 3.4033429E+002, 1.6788439E+002, 6.2821707E+002, 6.4344223E+002, 6.3528836E+002, 5.8433135E+002, 6.7915847E+002, 6.7467661E+002, 6.6566259E+002, 5.2346897E+001, 4.6552942E+001, 5.4697478E+001, 6.0863657E+001
 1.1000242E+002, 5.0710630E-003,-4.1562256E-003, 2.0297360E+000,-1.1522651E+000, 7.7280000E-004, 2.5420574E-008, 1.4027676E-001, 7.2751523E-002, 2.1341416E-002, 4.5771370E-002, 1.6643980E-002, 6.7240754E+002, 6.9358575E+002, 7.1092375E+002, 7.2541073E+002, 7.4359763E+002, 7.6089570E+002, 7.8085005E+002, 7.7226379E+002, 7.8741518E+002, 7.1371257E+002, 3.4921843E+002, 1.7234289E+002, 6.3406228E+002, 6.4624186E+002, 6.3830286E+002, 5.8695267E+002, 6.8221302E+002, 6.7636161E+002, 6.6649967E+002, 5.1870471E+001, 4.6184409E+001, 5.5092990E+001, 6.1241441E+001
 1.1500157E+002, 5.0996877E-003,-4.2371162E-003, 2.0243175E+000,-1.1128082E+000, 7.7280000E-004, 1.0522411E-007, 1.7255350E-001, 7.4058753E-002, 1.2466890E-002, 4.4656126E-002, 7.7419495E-003, 6.7291674E+002, 6.9349770E+002, 7.1045286E+002, 7.2524915E+002, 7.4263607E+002, 7.6100884E+002, 7.8605403E+002, 8.0767404E+002, 8.2383497E+002, 7.4128295E+002, 3.5526465E+002, 1.7562205E+002, 6.3561166E+002, 6.4863161E+002, 6.4045652E+002, 5.9158261E+002, 6.8425525E+002, 6.7837250E+002, 6.6866104E+002, 5.2333223E+001, 4.7061226E+001, 5.5497832E+001, 6.1481677E+001
 1.2000004E+002, 5.1241899E-003,-4.1673284E-003, 2.0494681E+000,-1.0991494E+000, 7.7280000E-004, 2.7857817E-008, 1.6911246E-001, 7.4141433E-002, 1.7616387E-002, 4.4536843E-002, 5.2497766E-003, 6.7898452E+002, 7.0038391E+002, 7.1880947E+002, 7.3428190E+002, 7.5146397E+002, 7.7079662E+002, 7.9424445E+002, 7.9731468E+002, 8.1263691E+002, 7.1068834E+002, 3.5993454E+002, 1.7727560E+002, 6.4001999E+002, 6.5264674E+002, 6.4476752E+002, 5.9658082E+002, 6.8824137E+002, 6.8536768E+002, 6.7548313E+002, 5.4655694E+001, 4.9293836E+001, 5.6968269E+001, 6.3278005E+001
 1.2500084E+002, 5.1421139E-003,-4.2829431E-003, 2.0852985E+000,-1.0696327E+000, 7.7280000E-004, 1.3048789E-007, 1.4783852E-001, 7.5935841E-002, 2.0686564E-002, 4.2976553E-002, 1.3434114E-002, 6.8170490E+002, 7.0318905E+002, 7.2131165E+002, 7.3680737E+002, 7.5437648E+002, 7.7493809E+002, 8.0000963E+002, 8.1951656E+002, 8.0897612E+002, 8.1023905E+002, 3.7970251E+002, 1.8433500E+002, 6.4641794E+002, 6.5804111E+002, 6.5150927E+002, 6.0923392E+002, 6.9373776E+002, 6.9253382E+002, 6.8297679E+002, 5.4847778E+001, 5.1075487E+001, 5.8026022E+001, 6.3913753E+001
 1.3000194E+002, 5.0711340E-003,-4.1815308E-003, 2.0350198E+000,-1.1376530E+000, 7.7280000E-004, 3.1900387E-008, 1.7166811E-001, 7.4624433E-002, 1.4667309E-002, 4.4040557E-002, 6.2861245E-003, 6.8650794E+002, 7.0986467E+002, 7.2675103E+002, 7.4200961E+002, 7.5771020E+002, 7.7410662E+002, 7.8918539E+002, 8.0869808E+002, 8.1465227E+002, 7.7886985E+002, 3.7634263E+002, 1.8545631E+002, 6.5009599E+002, 6.6037218E+002, 6.5425464E+002, 6.0902187E+002, 6.9693497E+002, 6.9416898E+002, 6.9052641E+002, 5.7345119E+001, 5.0795935E+001, 5.8601393E+001, 6.4890650E+001
 1.3500056E+002, 5.1420273E-003,-4.2287645E-003, 2.0870049E+000,-1.0730027E+000, 7.7280000E-004, 1.1891452E-007, 1.6025084E-001, 7.2996583E-002, 1.8007515E-002, 4.5453627E-002, 9.2318946E-003, 6.8558202E+002, 7.0687712E+002, 7.2290549E+002, 7.3702503E+002, 7.5437013E+002, 7.7683304E+002, 7.9993821E+002, 8.0255635E+002, 8.1072863E+002, 7.6059074E+002, 3.7527872E+002, 1.8538419E+002, 6.5208183E+002, 6.6458501E+002, 6.5837274E+002, 6.1465087E+002, 6.9769784E+002, 6.9845650E+002, 6.9017519E+002, 5.7037727E+001, 5.1770212E+001, 5.9875565E+001, 6.5685503E+001
 1.4000157E+002, 5.0915206E-003,-4.1252919E-003, 2.0629947E+000,-1.1170500E+000, 7.7280000E-004, 2.4553129E-007, 1.5355913E-001, 7.3513666E-002, 1.8505793E-002, 4.5016419E-002, 1.2513537E-002, 6.9154960E+002, 7.1397118E+002, 7.2974711E+002, 7.4403051E+002, 7.6136008E+002, 7.8646416E+002, 8.0871028E+002, 8.0775100E+002, 8.0713163E+002, 7.5950946E+002, 3.7373448E+002, 1.8596121E+002, 6.5710248E+002, 6.7002851E+002, 6.6394946E+002, 6.1943041E+002, 7.0129727E+002, 7.0293439E+002, 6.9578285E+002, 5.8187445E+001, 5.3007858E+001, 6.1036858E+001, 6.6449054E+001
 1.4500046E+002, 5.0491925E-003,-4.2137469E-003, 2.0320964E+000,-1.1673057E+000, 7.7280000E-004, 3.8065446E-007, 1.5284121E-001, 7.5775224E-002, 1.6052220E-002, 4.3013814E-002, 1.5164938E-002, 6.8829884E+002, 7.1152015E+002, 7.2681877E+002, 7.4001462E+002, 7.5281256E+002, 7.6608567E+002, 7.8005093E+002, 7.9582378E+002, 8.0709789E+002, 7.8446257E+002, 3.8443514E+002, 1.8901977E+002, 6.6139249E+002, 6.7296316E+002, 6.6780994E+002, 6.2615625E+002, 7.0278340E+002, 7.0575905E+002, 6.9982202E+002, 5.8847019E+001, 5.3203284E+001, 6.1362076E+001, 6.6956949E+001
 1.5000155E+002, 5.0369087E-003,-4.1396632E-003, 2.0135840E+000,-1.1658010E+000, 7.7280000E-004, 5.6111986E-008, 1.5009435E-001, 7.5958999E-002, 1.9576319E-002, 4.2983931E-002, 1.3056963E-002, 6.9412040E+002, 7.1752629E+002, 7.3321114E+002, 7.4633642E+002, 7.6255944E+002, 7.8210744E+002, 8.0315164E+002, 8.0604249E+002, 8.0016737E+002, 7.9683783E+002, 3.7866515E+002, 1.9140684E+002, 6.6618706E+002, 6.7534275E+002, 6.6995556E+002, 6.2601294E+002, 7.0916382E+002, 7.1036213E+002, 7.0883703E+002, 6.0168574E+001, 5.5045194E+001, 6.2499675E+001, 6.8274043E+001
 1.5500123E+002, 5.1542546E-003,-4.2429616E-003, 2.1342894E+000,-1.0713787E+000, 7.6345313E-004, 4.4995570E-008, 1.3347588E-001, 7.4404868E-002, 2.2048083E-002, 4.4268320E-002, 1.8526181E-002, 6.9500999E+002, 7.1732990E+002, 7.3324793E+002, 7.4578074E+002, 7.6057042E+002, 7.8056132E+002, 8.0332916E+002, 8.1085596E+002, 8.2542886E+002, 8.1659049E+002, 3.9446239E+002, 1.9590667E+002, 6.6976535E+002, 6.7971393E+002, 6.7435860E+002, 6.3452201E+002, 7.1083492E+002, 7.1248524E+002, 7.0739503E+002, 5.9437130E+001, 5.5180367E+001, 6.3292855E+001, 6.8990735E+001
 1.6000116E+002, 5.1133923E-003,-4.2044442E-003, 2.1185983E+000,-1.0906127E+000, 7.4477745E-004, 7.8527905E-008, 1.6126988E-001, 7.5539371E-002, 1.6466349E-002, 4.3302356E-002, 1.0243913E-002, 6.9974103E+002, 7.2233773E+002, 7.3717163E+002, 7.4829732E+002, 7.6007209E+002, 7.7234865E+002, 7.8134795E+002, 7.8255494E+002, 8.0305053E+002, 8.1705625E+002, 3.8785867E+002, 1.9707706E+002, 6.7253215E+002, 6.8304778E+002, 6.7840370E+002, 6.3792220E+002, 7.1422860E+002, 7.1679263E+002, 7.1347976E+002, 6.2337344E+001, 5.7865755E+001, 6.4184243E+001, 6.9637624E+001
 1.6500054E+002, 5.0247425E-003,-4.1862034E-003, 2.0236915E+000,-1.1210998E+000, 7.2610351E-004, 6.9451648E-008, 1.7808176E-001, 7.4706855E-002, 1.2335117E-002, 4.3963629E-002, 5.1294004E-003, 7.0187466E+002, 7.2456267E+002, 7.3917895E+002, 7.5187689E+002, 7.6774001E+002, 7.9060962E+002, 8.0600102E+002, 8.0565249E+002, 8.1010823E+002, 7.6220914E+002, 3.9215167E+002, 1.9798959E+002, 6.7591795E+002, 6.8733315E+002, 6.8344943E+002, 6.4359330E+002, 7.1697027E+002, 7.2068425E+002, 7.2068190E+002, 6.3514682E+001, 5.8266274E+001, 6.5455828E+001, 7.0869359E+001
 1.7000048E+002, 5.1344269E-003,-4.2492611E-003, 2.1125116E+000,-1.0693730E+000, 7.0742744E-004, 9.9671981E-008, 1.5608662E-001, 7.6221279E-002, 1.5208222E-002, 4.2724099E-002, 1.3540198E-002, 7.0665016E+002, 7.3041676E+002, 7.4509515E+002, 7.5817954E+002, 7.7458295E+002, 7.9740104E+002, 8.1762821E+002, 8.3957237E+002, 8.6256223E+002, 7.3445876E+002, 3.9644063E+002, 1.9820908E+002, 6.8119767E+002, 6.9274139E+002, 6.8998445E+002, 6.5456240E+002, 7.2132910E+002, 7.2722845E+002, 7.2326172E+002, 6.4791474E+001, 6.1231469E+001, 6.7145912E+001, 7.2203576E+001
 1.7500160E+002, 5.1481026E-003,-4.2872134E-003, 2.1449340E+000,-1.0262902E+000, 6.8875042E-004, 8.5988261E-008, 1.6779258E-001, 7.6649170E-002, 1.6523194E-002, 4.2340926E-002, 6.8315757E-003, 7.0854779E+002, 7.3207466E+002, 7.4667809E+002, 7.5956492E+002, 7.7282455E+002, 7.8238019E+002, 7.9097772E+002, 8.0082358E+002, 8.2264255E+002, 8.0185317E+002, 4.0815769E+002, 2.0342001E+002, 6.8864373E+002, 6.9965148E+002, 6.9820456E+002, 6.6426415E+002, 7.2659787E+002, 7.3375384E+002, 7.3573042E+002, 6.6574854E+001, 6.3032018E+001, 6.9214035E+001, 7.3603271E+001
 1.8000032E+002, 5.0657998E-003,-4.2683788E-003, 2.0869725E+000,-1.0844005E+000, 6.7007424E-004, 1.7083161E-008, 1.8445220E-001, 7.6629759E-002, 1.1308387E-002, 4.2476557E-002, 2.7162161E-003, 7.0713529E+002, 7.3061637E+002, 7.4470831E+002, 7.5782638E+002, 7.7373246E+002, 7.8150371E+002, 7.8440735E+002, 7.8578035E+002, 7.9327135E+002, 8.2273142E+002, 4.1355372E+002, 2.0127470E+002, 6.9425636E+002, 7.0490804E+002, 7.0687609E+002, 6.7459548E+002, 7.2907798E+002, 7.4064662E+002, 7.4621782E+002, 7.0026604E+001, 6.4791918E+001, 7.0778920E+001, 7.4564740E+001
 1.8500136E+002, 5.1121294E-003,-4.2696334E-003, 2.1248953E+000,-1.0532993E+000, 6.5139843E-004, 2.3076003E-007, 1.7010936E-001, 7.8398216E-002, 1.5821563E-002, 4.0948978E-002, 6.2198962E-003, 7.0487475E+002, 7.2924685E+002, 7.4125424E+002, 7.5040253E+002, 7.5900218E+002, 7.6782626E+002, 7.6985670E+002, 7.7273275E+002, 7.9733807E+002, 8.3740095E+002, 4.1911875E+002, 2.0448881E+002, 6.9988679E+002, 7.1019997E+002, 7.1489109E+002, 6.8795055E+002, 7.3204005E+002, 7.4453591E+002, 7.6549475E+002, 7.2082735E+001, 6.9584488E+001, 7.2527561E+001, 7.5549617E+001
