s,kg/m2/s
 3.680E+002, 7.405E-003
 3.700E+002, 7.295E-003
 3.720E+002, 7.183E-003
 3.740E+002, 7.071E-003
 3.760E+002, 6.958E-003
 3.780E+002, 6.844E-003
 3.800E+002, 6.729E-003
 3.820E+002, 6.613E-003
 3.840E+002, 6.496E-003
 3.860E+002, 6.378E-003
 3.880E+002, 6.257E-003
 3.900E+002, 6.136E-003
 3.920E+002, 6.012E-003
 3.940E+002, 5.886E-003
 3.960E+002, 5.758E-003
 3.980E+002, 5.627E-003
 4.000E+002, 5.495E-003
