s,kW,C,kg/s,m,kW/m2
 1.500E+002, 6.715E+002, 7.346E+002, 3.459E-002, 1.886E-002, 9.089E+001
 1.520E+002, 6.487E+002, 7.378E+002, 3.310E-002, 1.885E-002, 9.087E+001
 1.540E+002, 6.277E+002, 7.428E+002, 3.219E-002, 1.885E-002, 9.322E+001
 1.560E+002, 6.283E+002, 7.386E+002, 3.205E-002, 1.885E-002, 8.924E+001
 1.580E+002, 6.174E+002, 7.431E+002, 3.202E-002, 1.884E-002, 9.070E+001
 1.600E+002, 6.264E+002, 7.403E+002, 3.175E-002, 1.884E-002, 8.960E+001
 1.620E+002, 6.011E+002, 7.425E+002, 3.106E-002, 1.884E-002, 8.924E+001
 1.640E+002, 5.882E+002, 7.423E+002, 2.999E-002, 1.884E-002, 8.938E+001
 1.660E+002, 5.691E+002, 7.473E+002, 2.895E-002, 1.883E-002, 9.150E+001
 1.680E+002, 5.473E+002, 7.546E+002, 2.827E-002, 1.883E-002, 9.258E+001
 1.700E+002, 5.496E+002, 7.646E+002, 2.784E-002, 1.883E-002, 9.621E+001
 1.720E+002, 5.308E+002, 7.642E+002, 2.741E-002, 1.882E-002, 9.549E+001
 1.740E+002, 5.252E+002, 7.568E+002, 2.686E-002, 1.882E-002, 9.063E+001
 1.760E+002, 5.120E+002, 7.550E+002, 2.615E-002, 1.882E-002, 9.037E+001
 1.780E+002, 4.925E+002, 7.565E+002, 2.537E-002, 1.882E-002, 9.103E+001
 1.800E+002, 4.857E+002, 7.634E+002, 2.470E-002, 1.881E-002, 9.426E+001
 1.820E+002, 4.709E+002, 7.677E+002, 2.421E-002, 1.881E-002, 9.394E+001
 1.840E+002, 4.600E+002, 7.602E+002, 2.368E-002, 1.881E-002, 9.045E+001
 1.860E+002, 4.486E+002, 7.586E+002, 2.292E-002, 1.881E-002, 9.074E+001
 1.880E+002, 4.330E+002, 7.612E+002, 2.199E-002, 1.880E-002, 9.096E+001
 1.900E+002, 4.138E+002, 7.600E+002, 2.108E-002, 1.880E-002, 9.060E+001
 1.920E+002, 3.928E+002, 7.640E+002, 2.024E-002, 1.880E-002, 9.117E+001
 1.940E+002, 3.806E+002, 7.663E+002, 1.931E-002, 1.880E-002, 9.260E+001
 1.960E+002, 3.514E+002, 7.652E+002, 1.807E-002, 1.879E-002, 9.119E+001
 1.980E+002, 3.244E+002, 7.716E+002, 1.641E-002, 1.879E-002, 9.350E+001
 2.000E+002, 2.801E+002, 7.754E+002, 1.417E-002, 1.879E-002, 9.415E+001
 2.020E+002, 2.255E+002, 7.828E+002, 1.145E-002, 1.879E-002, 9.523E+001
 2.040E+002, 1.814E+002, 7.813E+002, 9.243E-003, 1.879E-002, 9.380E+001
 2.060E+002, 1.514E+002, 7.842E+002, 7.728E-003, 1.879E-002, 9.489E+001
 2.080E+002, 1.286E+002, 7.783E+002, 6.589E-003, 1.879E-002, 9.021E+001
 2.100E+002, 1.161E+002, 7.624E+002, 5.946E-003, 1.878E-002, 8.412E+001
 2.120E+002, 1.063E+002, 7.291E+002, 5.453E-003, 1.878E-002, 7.268E+001
 2.140E+002, 9.916E+001, 7.123E+002, 5.080E-003, 1.878E-002, 6.908E+001
 2.160E+002, 9.280E+001, 7.051E+002, 4.755E-003, 1.878E-002, 6.883E+001
 2.180E+002, 8.786E+001, 7.003E+002, 4.511E-003, 1.878E-002, 6.744E+001
 2.200E+002, 8.409E+001, 6.987E+002, 4.310E-003, 1.878E-002, 6.743E+001
 2.220E+002, 8.019E+001, 6.924E+002, 4.110E-003, 1.878E-002, 6.458E+001
 2.240E+002, 7.640E+001, 6.896E+002, 3.914E-003, 1.878E-002, 6.500E+001
 2.260E+002, 7.258E+001, 6.848E+002, 3.722E-003, 1.878E-002, 6.281E+001
 2.280E+002, 6.891E+001, 6.862E+002, 3.529E-003, 1.878E-002, 6.459E+001
 2.300E+002, 6.510E+001, 6.833E+002, 3.337E-003, 1.878E-002, 6.335E+001
 2.320E+002, 6.136E+001, 6.782E+002, 3.144E-003, 1.878E-002, 6.099E+001
 2.340E+002, 5.746E+001, 6.748E+002, 2.945E-003, 1.878E-002, 6.111E+001
 2.360E+002, 5.352E+001, 6.710E+002, 2.739E-003, 1.878E-002, 5.900E+001
 2.380E+002, 4.924E+001, 6.663E+002, 2.523E-003, 1.878E-002, 5.871E+001
 2.400E+002, 4.484E+001, 6.661E+002, 2.294E-003, 1.878E-002, 5.887E+001
 2.420E+002, 4.006E+001, 6.615E+002, 2.051E-003, 1.878E-002, 5.726E+001
 2.440E+002, 3.510E+001, 6.606E+002, 1.794E-003, 1.878E-002, 5.741E+001
 2.460E+002, 2.988E+001, 6.549E+002, 1.527E-003, 1.878E-002, 5.538E+001
 2.480E+002, 2.470E+001, 6.473E+002, 1.261E-003, 1.878E-002, 5.384E+001
 2.500E+002, 1.980E+001, 6.462E+002, 1.011E-003, 1.878E-002, 5.382E+001
 2.520E+002, 1.560E+001, 6.417E+002, 7.956E-004, 1.878E-002, 5.265E+001
 2.540E+002, 1.225E+001, 6.382E+002, 6.252E-004, 1.878E-002, 5.212E+001
 2.560E+002, 9.785E+000, 6.358E+002, 4.997E-004, 1.878E-002, 5.200E+001
 2.580E+002, 8.045E+000, 6.338E+002, 4.108E-004, 1.878E-002, 5.175E+001
 2.600E+002, 6.837E+000, 6.301E+002, 3.499E-004, 1.878E-002, 5.149E+001
 2.620E+002, 6.064E+000, 6.321E+002, 3.100E-004, 1.878E-002, 5.187E+001
 2.640E+002, 5.535E+000, 6.332E+002, 2.834E-004, 1.878E-002, 5.191E+001
 2.660E+002, 5.136E+000, 6.324E+002, 2.629E-004, 1.878E-002, 5.182E+001
 2.680E+002, 4.768E+000, 6.316E+002, 2.440E-004, 1.878E-002, 5.176E+001
 2.700E+002, 4.385E+000, 6.296E+002, 2.245E-004, 1.878E-002, 5.159E+001
 2.720E+002, 3.985E+000, 6.303E+002, 2.038E-004, 1.878E-002, 5.170E+001
 2.740E+002, 3.553E+000, 6.317E+002, 1.817E-004, 1.878E-002, 5.193E+001
 2.760E+002, 3.088E+000, 6.312E+002, 1.579E-004, 1.878E-002, 5.177E+001
 2.780E+002, 2.597E+000, 6.297E+002, 1.325E-004, 1.878E-002, 5.167E+001
 2.800E+002, 2.086E+000, 6.309E+002, 1.064E-004, 1.878E-002, 5.189E+001
 2.820E+002, 1.581E+000, 6.312E+002, 8.047E-005, 1.878E-002, 5.194E+001
 2.840E+002, 1.104E+000, 6.295E+002, 5.607E-005, 1.878E-002, 5.164E+001
 2.860E+002, 6.923E-001, 6.302E+002, 3.505E-005, 1.878E-002, 5.182E+001
 2.880E+002, 3.801E-001, 6.287E+002, 1.917E-005, 1.878E-002, 5.154E+001
 2.900E+002, 1.797E-001, 6.283E+002, 9.028E-006, 1.878E-002, 5.157E+001
 2.920E+002, 7.277E-002, 6.288E+002, 3.641E-006, 1.878E-002, 5.162E+001
 2.940E+002, 2.533E-002, 6.298E+002, 1.263E-006, 1.878E-002, 5.188E+001
 2.960E+002, 7.677E-003, 6.302E+002, 3.817E-007, 1.878E-002, 5.189E+001
 2.980E+002, 2.045E-003, 6.303E+002, 1.013E-007, 1.878E-002, 5.191E+001
 3.000E+002, 4.823E-004, 6.304E+002, 2.385E-008, 1.878E-002, 5.196E+001
