s,mol/mol,kW/m2,kW/m2,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m
 9.0002575E+000, 2.0782285E-001, 1.1030870E+000, 1.1499818E+000, 1.7298528E+001, 1.6522432E+001, 1.4935989E+001, 1.5297767E+001, 1.5260253E+001, 1.5254084E+001, 1.5537324E+001, 1.5974167E+001, 1.5618844E+001, 1.5452394E+001, 1.4580713E+001, 1.4300945E+001, 1.4084528E+001, 1.3083068E+001, 1.1341766E+001, 1.0549291E+001, 9.7831519E+000, 9.3397691E+000, 8.3666782E+000, 7.3701462E+000, 6.8194315E+000, 5.7730041E+000, 5.0710865E+000, 4.1821971E+000, 3.3036745E+000, 2.4949316E+000, 1.8402438E+000, 1.0891485E+000, 7.2616199E-001, 5.7721903E-001, 4.0707100E-001, 3.1146543E-001, 2.5091708E-001, 1.9858670E-001, 1.6252448E-001, 1.5922539E-001, 1.4910386E-001, 1.2486692E-001, 8.8249412E-002, 6.3948066E-002, 4.8112511E-002, 2.3789066E-002, 1.0699048E-002, 3.0360646E-003, 1.1216097E-003, 6.1246220E-004, 4.0497842E-004, 2.8421110E-004, 1.7795403E-004, 1.0489343E-004
 1.0000133E+001, 2.0782285E-001, 1.0928117E+000, 1.1497649E+000, 1.7549295E+001, 1.7222878E+001, 1.4989424E+001, 1.4895409E+001, 1.5040534E+001, 1.6101671E+001, 1.6153924E+001, 1.4587010E+001, 1.3105309E+001, 1.2100215E+001, 1.1401083E+001, 1.0577258E+001, 9.8422024E+000, 9.5787938E+000, 9.4176368E+000, 9.0509821E+000, 7.9317268E+000, 6.7687590E+000, 5.9707654E+000, 5.0588963E+000, 4.3676649E+000, 4.0374513E+000, 3.7186809E+000, 3.5716406E+000, 3.5898713E+000, 3.4533620E+000, 3.1319650E+000, 2.3060071E+000, 1.6855732E+000, 1.1834879E+000, 7.6895471E-001, 5.8674946E-001, 4.2090669E-001, 3.2892428E-001, 2.5170352E-001, 1.4327413E-001, 9.6993166E-002, 4.5841041E-002, 1.8477122E-002, 5.9355319E-003, 2.1497615E-003, 8.7796417E-004, 5.4082002E-004, 3.3029729E-004, 2.3710037E-004, 1.7576938E-004, 1.0082793E-004, 5.6576164E-005, 3.1993014E-005, 2.2016652E-005
 1.1000225E+001, 2.0423000E-001, 1.0965221E+000, 1.1479762E+000, 1.6797391E+001, 1.7385525E+001, 1.5466317E+001, 1.5911741E+001, 1.6765092E+001, 1.7078298E+001, 1.6929018E+001, 1.7323308E+001, 1.7240750E+001, 1.6724365E+001, 1.5278532E+001, 1.4024719E+001, 1.3476288E+001, 1.2619630E+001, 1.1149509E+001, 1.0104555E+001, 9.1990963E+000, 8.2558371E+000, 7.1764001E+000, 5.9610237E+000, 5.1919539E+000, 4.2556734E+000, 3.4525344E+000, 2.8091340E+000, 2.2242092E+000, 1.6562861E+000, 1.3559118E+000, 1.1751306E+000, 8.8171461E-001, 6.6470005E-001, 5.1866873E-001, 4.2651992E-001, 2.2008041E-001, 1.2229618E-001, 7.1975249E-002, 3.9423701E-002, 1.6769693E-002, 5.5218634E-003, 2.2972715E-003, 1.0004472E-003, 6.0927271E-004, 3.8198710E-004, 2.2392892E-004, 1.3534889E-004, 8.5342397E-005, 4.0476051E-005, 2.4278552E-005, 1.6171639E-005, 1.0673407E-005, 5.7535279E-006
 1.2000020E+001, 2.0069287E-001, 1.0857110E+000, 1.1215916E+000, 1.5574606E+001, 1.6821864E+001, 1.4250206E+001, 1.4159642E+001, 1.4614206E+001, 1.4280371E+001, 1.3706359E+001, 1.3373865E+001, 1.3541361E+001, 1.4337436E+001, 1.4258396E+001, 1.3940453E+001, 1.3966655E+001, 1.3598569E+001, 1.3353650E+001, 1.2834349E+001, 1.2220886E+001, 1.1062468E+001, 9.7912100E+000, 8.5137559E+000, 7.2385931E+000, 5.6837704E+000, 4.2903690E+000, 3.4186023E+000, 3.0413281E+000, 2.6340524E+000, 2.3551770E+000, 1.9108047E+000, 1.3726613E+000, 9.7162363E-001, 7.8891389E-001, 6.6010146E-001, 5.1637773E-001, 4.0422109E-001, 2.5751815E-001, 1.6559737E-001, 1.2596430E-001, 1.0342489E-001, 6.9000838E-002, 4.4053743E-002, 3.4002015E-002, 2.9372550E-002, 2.6346633E-002, 2.0736294E-002, 8.1275927E-003, 7.7306273E-004, 2.0223660E-004, 1.2761644E-004, 8.7026590E-005, 5.1988290E-005
 1.3000300E+001, 1.9728243E-001, 1.0590795E+000, 1.0989138E+000, 1.7947117E+001, 1.6335614E+001, 1.4144114E+001, 1.3545645E+001, 1.3622219E+001, 1.4535407E+001, 1.5233109E+001, 1.5124651E+001, 1.4794184E+001, 1.4178224E+001, 1.3975658E+001, 1.4275985E+001, 1.4458616E+001, 1.4562195E+001, 1.4217188E+001, 1.3041223E+001, 1.1410737E+001, 9.9373905E+000, 7.9743432E+000, 6.7346904E+000, 5.7374977E+000, 5.1868103E+000, 4.5486500E+000, 3.0568891E+000, 2.0995426E+000, 1.3950095E+000, 9.7201796E-001, 5.7550752E-001, 4.4501535E-001, 3.4733461E-001, 2.5103341E-001, 1.7907861E-001, 1.2455261E-001, 6.6708848E-002, 4.4670600E-002, 2.8589784E-002, 1.2360531E-002, 5.3780346E-003, 1.4497788E-003, 6.5606139E-004, 4.1684917E-004, 2.2988455E-004, 1.4615281E-004, 9.0331879E-005, 4.5719277E-005, 2.0124968E-005, 1.2161671E-005, 7.5974362E-006, 5.3035587E-006, 2.7164479E-006
 1.4000379E+001, 1.9397808E-001, 1.0152275E+000, 1.0618733E+000, 1.7746941E+001, 1.5677399E+001, 1.4434184E+001, 1.4666118E+001, 1.5761409E+001, 1.6006558E+001, 1.6034488E+001, 1.6485243E+001, 1.6528185E+001, 1.6164985E+001, 1.5539744E+001, 1.4875138E+001, 1.3294943E+001, 1.2092121E+001, 1.0986278E+001, 1.0211569E+001, 9.2113297E+000, 8.4603001E+000, 7.3918318E+000, 6.9130169E+000, 6.3191853E+000, 5.6910366E+000, 5.0898723E+000, 4.8528543E+000, 4.5232617E+000, 4.0043212E+000, 3.2578281E+000, 2.5108767E+000, 1.9081950E+000, 1.2780619E+000, 8.4201779E-001, 5.5182820E-001, 3.7983942E-001, 2.5293624E-001, 1.5929112E-001, 1.0982155E-001, 6.9274681E-002, 4.7321994E-002, 2.0309164E-002, 9.6370939E-003, 6.8789235E-003, 4.0958368E-003, 2.4129366E-003, 1.0523733E-003, 6.5734568E-004, 4.2360066E-004, 2.7791865E-004, 1.7266769E-004, 9.6952462E-005, 5.1019833E-005
 1.5000269E+001, 1.9079175E-001, 1.0002112E+000, 1.0657395E+000, 1.8831781E+001, 1.5948741E+001, 1.3934826E+001, 1.3765447E+001, 1.3836230E+001, 1.3907435E+001, 1.3642241E+001, 1.2725079E+001, 1.2875752E+001, 1.3660636E+001, 1.4098265E+001, 1.4299389E+001, 1.4303083E+001, 1.3357168E+001, 1.2439692E+001, 1.2065183E+001, 1.1747786E+001, 1.1657170E+001, 1.0750171E+001, 1.0010233E+001, 9.1389800E+000, 7.7872637E+000, 6.7746471E+000, 5.6336849E+000, 4.6651643E+000, 3.8353596E+000, 3.4042143E+000, 2.6527599E+000, 2.0249440E+000, 1.6609783E+000, 1.4632141E+000, 1.4050795E+000, 1.2619014E+000, 1.1666522E+000, 1.0035842E+000, 9.3888769E-001, 8.4621960E-001, 6.7887098E-001, 5.0544412E-001, 4.1442606E-001, 3.9893773E-001, 3.7342081E-001, 2.7298115E-001, 1.4859061E-001, 5.8175451E-002, 8.9416165E-003, 2.3779688E-003, 1.3160570E-003, 8.2910574E-004, 5.9432564E-004
 1.6000211E+001, 1.8770018E-001, 9.6815819E-001, 1.0230058E+000, 1.8447146E+001, 1.5603053E+001, 1.4237727E+001, 1.3798619E+001, 1.3606577E+001, 1.3192539E+001, 1.3261199E+001, 1.4404635E+001, 1.4175792E+001, 1.3597854E+001, 1.2974032E+001, 1.2727865E+001, 1.1953150E+001, 1.1624338E+001, 1.0888157E+001, 1.0287092E+001, 9.9050136E+000, 9.1471070E+000, 8.2705206E+000, 7.5027082E+000, 6.8133353E+000, 5.8522231E+000, 5.1148480E+000, 4.2697744E+000, 3.7285303E+000, 3.1678725E+000, 2.6153964E+000, 2.1466222E+000, 1.5874640E+000, 1.1906191E+000, 1.0031474E+000, 9.0434816E-001, 7.5783382E-001, 5.8222968E-001, 4.5571553E-001, 3.5681496E-001, 2.1444479E-001, 1.2562361E-001, 7.5003185E-002, 6.4249772E-002, 4.9221131E-002, 2.4095161E-002, 1.3702093E-002, 5.5966292E-003, 1.4731985E-003, 8.0019262E-004, 5.8521638E-004, 4.4142283E-004, 3.0490929E-004, 1.8075875E-004
 1.7000106E+001, 1.8471503E-001, 9.3946894E-001, 9.7572885E-001, 1.8066173E+001, 1.5317081E+001, 1.3634661E+001, 1.3701655E+001, 1.3489193E+001, 1.3686889E+001, 1.3710519E+001, 1.4220351E+001, 1.3797930E+001, 1.3513481E+001, 1.3248388E+001, 1.2889653E+001, 1.1889354E+001, 1.0882399E+001, 9.9257406E+000, 9.6243616E+000, 9.2739599E+000, 8.8438849E+000, 8.1716663E+000, 7.6299521E+000, 6.9266973E+000, 6.3544878E+000, 5.6475303E+000, 4.7988714E+000, 4.1900103E+000, 3.4274387E+000, 2.8733719E+000, 2.3480494E+000, 1.9660743E+000, 1.4916424E+000, 1.0444872E+000, 8.4010722E-001, 5.6078635E-001, 3.8114786E-001, 2.6353327E-001, 2.0087437E-001, 1.2435619E-001, 7.2267761E-002, 2.6272196E-002, 1.3500503E-002, 1.0629538E-002, 8.4041633E-003, 6.1967647E-003, 2.2257455E-003, 1.0483367E-003, 6.8423259E-004, 5.2518132E-004, 3.9884555E-004, 3.1504844E-004, 2.6733213E-004
 1.8000262E+001, 1.8181553E-001, 9.3901833E-001, 9.8102164E-001, 1.7973336E+001, 1.5352855E+001, 1.3539634E+001, 1.3961533E+001, 1.4125723E+001, 1.3380414E+001, 1.3067396E+001, 1.2903497E+001, 1.2944426E+001, 1.3167150E+001, 1.3033145E+001, 1.2646703E+001, 1.1280340E+001, 1.0125071E+001, 9.2076566E+000, 8.4927555E+000, 7.8525444E+000, 7.3317736E+000, 6.8139234E+000, 6.0735494E+000, 5.2581275E+000, 4.5649106E+000, 3.8969025E+000, 3.2153904E+000, 2.7501582E+000, 2.5273566E+000, 2.1501953E+000, 1.7300958E+000, 1.3772315E+000, 1.0821456E+000, 8.7490169E-001, 7.6295874E-001, 6.5459124E-001, 5.7460360E-001, 4.9625450E-001, 4.0485467E-001, 2.9195317E-001, 2.3234781E-001, 2.1342680E-001, 1.4664473E-001, 1.0772201E-001, 3.3978806E-002, 9.2510467E-003, 3.7328059E-003, 2.0925105E-003, 1.3192548E-003, 9.5403134E-004, 6.9646731E-004, 4.8296165E-004, 3.3292672E-004
 1.9000267E+001, 1.7901331E-001, 9.0406120E-001, 9.3736412E-001, 1.7449050E+001, 1.5172368E+001, 1.3068815E+001, 1.2481834E+001, 1.2728053E+001, 1.3370059E+001, 1.3791365E+001, 1.3911453E+001, 1.3788449E+001, 1.4417605E+001, 1.4209581E+001, 1.3554498E+001, 1.2844363E+001, 1.2003868E+001, 1.1041346E+001, 1.0330897E+001, 9.3034155E+000, 8.3458270E+000, 7.9525378E+000, 7.6347595E+000, 7.0024224E+000, 6.4416429E+000, 5.5543464E+000, 4.5732210E+000, 3.9130010E+000, 3.2752492E+000, 3.0178201E+000, 2.8157235E+000, 2.5592958E+000, 2.2067104E+000, 1.8919357E+000, 1.4323203E+000, 1.0104812E+000, 8.1800718E-001, 5.8170787E-001, 4.7533623E-001, 4.3432323E-001, 4.1078141E-001, 3.4669921E-001, 2.4438263E-001, 1.6343863E-001, 9.6997317E-002, 5.4243732E-002, 1.8155329E-002, 8.9436167E-003, 3.8723233E-003, 1.0558138E-003, 5.4760148E-004, 3.2839503E-004, 2.2796923E-004
 2.0000335E+001, 1.7840582E-001, 8.6172824E-001, 9.0582217E-001, 1.8740468E+001, 1.5578929E+001, 1.3006839E+001, 1.2634195E+001, 1.2104342E+001, 1.2480220E+001, 1.2530447E+001, 1.3530194E+001, 1.3286419E+001, 1.3498209E+001, 1.3780060E+001, 1.2893218E+001, 1.2427447E+001, 1.1795779E+001, 1.1390201E+001, 1.1326500E+001, 1.0576594E+001, 9.7351041E+000, 9.1327746E+000, 8.4109320E+000, 7.8499077E+000, 7.3859331E+000, 6.5858485E+000, 5.9086229E+000, 5.4561742E+000, 5.1914814E+000, 4.4699594E+000, 3.6920330E+000, 3.2837687E+000, 2.7845930E+000, 2.1580270E+000, 1.7781909E+000, 1.5202759E+000, 1.3163390E+000, 1.0990895E+000, 8.6555022E-001, 6.2925023E-001, 4.1278650E-001, 3.2450610E-001, 2.8258243E-001, 2.5383676E-001, 2.4629436E-001, 2.4328901E-001, 2.0318656E-001, 1.3850569E-001, 9.1291826E-002, 6.9590003E-002, 5.3223269E-002, 2.5878748E-002, 1.2552058E-002
 2.1000270E+001, 1.7838935E-001, 8.3862412E-001, 8.8422600E-001, 1.7776289E+001, 1.5285050E+001, 1.3075446E+001, 1.2563979E+001, 1.2633868E+001, 1.2904689E+001, 1.3735529E+001, 1.3837739E+001, 1.3798730E+001, 1.4374265E+001, 1.4642158E+001, 1.4539319E+001, 1.3781528E+001, 1.2643052E+001, 1.1002872E+001, 1.0435777E+001, 9.9105012E+000, 9.3702377E+000, 9.3322865E+000, 8.8496385E+000, 7.9614991E+000, 6.6959883E+000, 5.8615793E+000, 4.9202942E+000, 4.2909293E+000, 3.8278994E+000, 3.4623220E+000, 3.0667568E+000, 2.6414725E+000, 2.3775009E+000, 2.2184221E+000, 2.0198978E+000, 1.6186992E+000, 1.2152947E+000, 9.5336342E-001, 7.8678917E-001, 5.6592562E-001, 3.4538060E-001, 1.9666248E-001, 1.2928985E-001, 1.0491862E-001, 9.3023179E-002, 7.5017033E-002, 5.1160446E-002, 3.0365694E-002, 2.0001784E-002, 1.2460395E-002, 4.1341169E-003, 1.0740819E-003, 4.4096498E-004
 2.2000189E+001, 1.7837283E-001, 8.6393068E-001, 8.9357908E-001, 1.8834851E+001, 1.5649290E+001, 1.2763739E+001, 1.2475092E+001, 1.2519699E+001, 1.3042126E+001, 1.3350153E+001, 1.3803094E+001, 1.2943565E+001, 1.2813577E+001, 1.2481038E+001, 1.1994664E+001, 1.1636584E+001, 1.1786390E+001, 1.0559713E+001, 9.5651655E+000, 9.0026787E+000, 8.2947729E+000, 7.6419909E+000, 7.0735665E+000, 6.6894047E+000, 6.3987619E+000, 6.1711039E+000, 5.4517968E+000, 4.9190247E+000, 4.1393596E+000, 3.3774185E+000, 2.7661577E+000, 2.2865782E+000, 1.6413463E+000, 1.2511966E+000, 1.0747434E+000, 8.5870277E-001, 6.7346223E-001, 5.3877199E-001, 4.5644057E-001, 4.3704343E-001, 3.9600048E-001, 3.6151208E-001, 2.8499999E-001, 1.7682099E-001, 9.6322799E-002, 4.4172044E-002, 1.4979510E-002, 4.3573775E-003, 1.3839652E-003, 7.9981102E-004, 4.8765628E-004, 2.6962226E-004, 1.5412754E-004
 2.3000031E+001, 1.7835638E-001, 8.3665217E-001, 8.8638202E-001, 1.7827544E+001, 1.5131450E+001, 1.2854436E+001, 1.2850386E+001, 1.2694791E+001, 1.3536591E+001, 1.3797004E+001, 1.3799027E+001, 1.3216060E+001, 1.2859338E+001, 1.2947025E+001, 1.2727972E+001, 1.2561059E+001, 1.2708632E+001, 1.1912585E+001, 1.1130415E+001, 1.0355631E+001, 9.3197010E+000, 8.5587371E+000, 7.5891689E+000, 6.5031638E+000, 5.5447574E+000, 5.2030574E+000, 4.6150907E+000, 3.7498826E+000, 2.9953035E+000, 2.3965260E+000, 1.8111106E+000, 1.4397436E+000, 1.1976213E+000, 1.0327601E+000, 9.4562307E-001, 8.1896792E-001, 6.7200923E-001, 4.5848363E-001, 3.1295426E-001, 1.9941238E-001, 1.6243420E-001, 1.3302158E-001, 9.5484943E-002, 5.3189407E-002, 2.7428926E-002, 7.6772941E-003, 1.8140501E-003, 1.1296164E-003, 1.5517125E-003, 9.4977179E-004, 4.6644784E-004, 2.4982509E-004, 8.9119755E-005
