s,,,,C,C,C,C,C,C,C,C,C
 4.1000233E+002, 1.8519265E+002, 1.7297071E+002, 1.6255275E+002, 1.7710386E+002, 1.9136248E+002, 1.7663599E+002, 1.7318511E+002, 1.7281266E+002, 1.6994955E+002, 1.6031689E+002, 1.6318009E+002, 1.6118665E+002
 4.2000446E+002, 1.9775264E+002, 1.7785148E+002, 1.6661933E+002, 1.7797059E+002, 2.0064811E+002, 1.9435928E+002, 1.7339154E+002, 1.7302438E+002, 1.7805667E+002, 1.6349143E+002, 1.6414551E+002, 1.6665726E+002
 4.3000506E+002, 2.0393653E+002, 1.8875115E+002, 1.7413731E+002, 2.0046788E+002, 2.0869519E+002, 1.9404276E+002, 1.8366544E+002, 1.8414292E+002, 1.8253940E+002, 1.6841748E+002, 1.6999101E+002, 1.7152924E+002
 4.4000215E+002, 2.1235539E+002, 1.9632560E+002, 1.8149635E+002, 2.0140472E+002, 2.1329672E+002, 2.0900490E+002, 1.9311383E+002, 1.9410083E+002, 1.9197287E+002, 1.7780294E+002, 1.7936355E+002, 1.7962944E+002
 4.5000592E+002, 2.1974833E+002, 2.0152346E+002, 1.8968279E+002, 2.1860609E+002, 2.1756872E+002, 2.1486155E+002, 2.0035751E+002, 1.9983736E+002, 2.0008276E+002, 1.8343029E+002, 1.8621596E+002, 1.8714544E+002
 4.6000693E+002, 2.1920117E+002, 2.0593608E+002, 1.9045361E+002, 2.1482561E+002, 2.2994827E+002, 2.1957136E+002, 1.9924577E+002, 2.0496220E+002, 2.0768309E+002, 1.8881251E+002, 1.9106988E+002, 1.9297476E+002
 4.7000621E+002, 2.2256884E+002, 2.1051643E+002, 1.9525759E+002, 2.0888405E+002, 2.3253799E+002, 2.1987980E+002, 2.0489768E+002, 2.0787945E+002, 2.1021118E+002, 1.9147066E+002, 1.9272839E+002, 1.9584907E+002
 4.8000182E+002, 2.4468238E+002, 2.2538496E+002, 2.0751892E+002, 2.3136772E+002, 2.4880151E+002, 2.2815282E+002, 2.1663354E+002, 2.1681493E+002, 2.1753841E+002, 1.9603970E+002, 1.9802738E+002, 2.0160957E+002
 4.9000498E+002, 2.4512879E+002, 2.2569843E+002, 2.1165131E+002, 2.3070496E+002, 2.5935617E+002, 2.4391678E+002, 2.2528485E+002, 2.2605071E+002, 2.3040878E+002, 2.0940472E+002, 2.0909001E+002, 2.1464282E+002
 5.0000523E+002, 2.5628238E+002, 2.3756864E+002, 2.1774735E+002, 2.4585874E+002, 2.6048168E+002, 2.4273916E+002, 2.2574352E+002, 2.3368346E+002, 2.3579723E+002, 2.1047013E+002, 2.1351349E+002, 2.1867320E+002
 5.1000432E+002, 2.6770690E+002, 2.4720798E+002, 2.2448842E+002, 2.6617475E+002, 2.6544768E+002, 2.5112203E+002, 2.4136774E+002, 2.3878440E+002, 2.3904227E+002, 2.1936941E+002, 2.2209354E+002, 2.2405464E+002
 5.2000202E+002, 2.7175921E+002, 2.4642647E+002, 2.2967607E+002, 2.6947292E+002, 2.7282997E+002, 2.6471904E+002, 2.4689251E+002, 2.4300323E+002, 2.5602250E+002, 2.2617024E+002, 2.2824255E+002, 2.3561621E+002
 5.3000460E+002, 2.8839799E+002, 2.5791749E+002, 2.3773483E+002, 2.8467270E+002, 2.9042931E+002, 2.7725096E+002, 2.5317893E+002, 2.4952006E+002, 2.5723311E+002, 2.3223316E+002, 2.2975978E+002, 2.3752174E+002
 5.4000129E+002, 2.8582489E+002, 2.6399718E+002, 2.4119627E+002, 2.8846629E+002, 2.9290732E+002, 2.7820665E+002, 2.5913350E+002, 2.5929750E+002, 2.6589051E+002, 2.3950429E+002, 2.3921941E+002, 2.4571628E+002
 5.5000820E+002, 3.0128967E+002, 2.7244799E+002, 2.5071965E+002, 2.9619297E+002, 3.0331208E+002, 2.9443436E+002, 2.6641707E+002, 2.7090212E+002, 2.6907922E+002, 2.4476646E+002, 2.4515625E+002, 2.5040924E+002
 5.6000475E+002, 3.0532277E+002, 2.7571252E+002, 2.5488397E+002, 2.8849811E+002, 3.0784874E+002, 3.0891067E+002, 2.7187171E+002, 2.7441992E+002, 2.8337255E+002, 2.5211049E+002, 2.5375613E+002, 2.5735375E+002
 5.7000134E+002, 3.1145671E+002, 2.8470274E+002, 2.6670485E+002, 3.0984146E+002, 3.1541068E+002, 3.0606480E+002, 2.7302103E+002, 2.8232897E+002, 2.9005518E+002, 2.5209367E+002, 2.5817044E+002, 2.6464454E+002
 5.8000715E+002, 3.3140886E+002, 2.9245325E+002, 2.7054707E+002, 3.0130373E+002, 3.5020074E+002, 3.0409068E+002, 2.8077506E+002, 2.9510520E+002, 2.9386469E+002, 2.5952290E+002, 2.6828388E+002, 2.7300738E+002
 5.9000196E+002, 3.4176335E+002, 3.0409870E+002, 2.7794941E+002, 3.2737345E+002, 3.4893340E+002, 3.3211366E+002, 2.9642750E+002, 3.0013018E+002, 3.0676749E+002, 2.6912545E+002, 2.7343420E+002, 2.7975948E+002
 6.0000791E+002, 3.5162668E+002, 3.1146575E+002, 2.8661349E+002, 3.3340253E+002, 3.6046519E+002, 3.5091872E+002, 3.0523493E+002, 3.0749721E+002, 3.1317794E+002, 2.7614284E+002, 2.8056071E+002, 2.8624760E+002
 6.1000638E+002, 3.6025761E+002, 3.1839199E+002, 2.9072906E+002, 3.5040983E+002, 3.6222942E+002, 3.5709476E+002, 3.1604759E+002, 3.1591311E+002, 3.2317116E+002, 2.8472711E+002, 2.8820813E+002, 2.9493761E+002
 6.2000114E+002, 3.7197815E+002, 3.2452497E+002, 2.9957325E+002, 3.5314970E+002, 3.8374096E+002, 3.6095712E+002, 3.1622781E+002, 3.2277124E+002, 3.3488444E+002, 2.9080232E+002, 2.9274271E+002, 3.0456056E+002
 6.3000806E+002, 3.8043002E+002, 3.3259102E+002, 3.0376180E+002, 3.5754831E+002, 3.8657983E+002, 3.8452465E+002, 3.1817640E+002, 3.3313634E+002, 3.4106514E+002, 2.9419098E+002, 2.9981945E+002, 3.0795225E+002
 6.4000419E+002, 4.0725083E+002, 3.3856391E+002, 3.1024109E+002, 3.6824743E+002, 3.9977769E+002, 3.9943068E+002, 3.2890046E+002, 3.3853538E+002, 3.5137734E+002, 3.0046432E+002, 3.0557053E+002, 3.1775560E+002
 6.5000688E+002, 4.1355676E+002, 3.5111467E+002, 3.1703327E+002, 3.7889356E+002, 4.1028628E+002, 4.1902281E+002, 3.4054058E+002, 3.4466506E+002, 3.5738796E+002, 3.0744053E+002, 3.1060111E+002, 3.1948749E+002
 6.6000544E+002, 4.2112441E+002, 3.5660127E+002, 3.1923822E+002, 3.8042053E+002, 4.0592112E+002, 4.3363374E+002, 3.4377054E+002, 3.5085646E+002, 3.6780254E+002, 3.1309717E+002, 3.1914774E+002, 3.2388131E+002
 6.7000166E+002, 4.2202272E+002, 3.6746976E+002, 3.3288039E+002, 3.9424814E+002, 4.2103793E+002, 4.4566573E+002, 3.5257107E+002, 3.5930721E+002, 3.7968267E+002, 3.1977396E+002, 3.2366984E+002, 3.3431993E+002
 6.8000344E+002, 4.4346537E+002, 3.8392434E+002, 3.3957484E+002, 4.2323481E+002, 4.4874471E+002, 4.5010963E+002, 3.6365326E+002, 3.7423579E+002, 3.8777645E+002, 3.2625339E+002, 3.3331848E+002, 3.4361617E+002
 6.9000465E+002, 4.4810550E+002, 3.8940907E+002, 3.4653924E+002, 4.2178070E+002, 4.5091965E+002, 4.5931167E+002, 3.7808524E+002, 3.8619888E+002, 3.9531025E+002, 3.3918208E+002, 3.4312777E+002, 3.5193165E+002
 7.0000071E+002, 4.5556110E+002, 3.9282031E+002, 3.4944835E+002, 4.0826450E+002, 4.7080647E+002, 4.7411399E+002, 3.6551394E+002, 3.9026874E+002, 4.1219927E+002, 3.3825402E+002, 3.4721033E+002, 3.6059799E+002
 7.1000255E+002, 4.7024464E+002, 4.0414486E+002, 3.5401688E+002, 4.4007378E+002, 4.7939960E+002, 4.7706424E+002, 3.8064795E+002, 4.0153010E+002, 4.1879899E+002, 3.4585484E+002, 3.5502438E+002, 3.6641918E+002
 7.2000448E+002, 4.8710638E+002, 4.1440277E+002, 3.5882329E+002, 4.3496905E+002, 5.0792119E+002, 4.8881070E+002, 3.8634152E+002, 4.1017376E+002, 4.2538840E+002, 3.4728304E+002, 3.5899861E+002, 3.7073148E+002
 7.3000081E+002, 5.0113867E+002, 4.2244763E+002, 3.7046658E+002, 4.5453281E+002, 5.1859769E+002, 5.2318702E+002, 4.0436037E+002, 4.1702785E+002, 4.3568746E+002, 3.5955621E+002, 3.6313012E+002, 3.7737890E+002
 7.4000335E+002, 5.1974862E+002, 4.2800869E+002, 3.7564505E+002, 4.6242569E+002, 5.2153937E+002, 5.3207952E+002, 4.0381554E+002, 4.2601308E+002, 4.4364233E+002, 3.6252465E+002, 3.7453079E+002, 3.8845471E+002
 7.5000193E+002, 5.2051277E+002, 4.3998622E+002, 3.8468166E+002, 4.7286940E+002, 5.3581915E+002, 5.4115488E+002, 4.1673947E+002, 4.3277903E+002, 4.5028338E+002, 3.7034130E+002, 3.7689179E+002, 3.9096316E+002
 7.6000129E+002, 5.3833150E+002, 4.4567338E+002, 3.8394744E+002, 4.8293823E+002, 5.5601559E+002, 5.5187725E+002, 4.1476711E+002, 4.3818506E+002, 4.6031203E+002, 3.7543206E+002, 3.8239691E+002, 4.0101865E+002
 7.7000760E+002, 5.3656528E+002, 4.4962850E+002, 3.9258613E+002, 4.8190061E+002, 5.7422853E+002, 5.5352500E+002, 4.2361304E+002, 4.4864493E+002, 4.6721842E+002, 3.8151284E+002, 3.8819232E+002, 4.0591546E+002
 7.8000713E+002, 5.5493580E+002, 4.5973491E+002, 4.0092046E+002, 5.0347309E+002, 5.9430040E+002, 5.6832598E+002, 4.3083790E+002, 4.6001846E+002, 4.7166731E+002, 3.8650365E+002, 3.9362589E+002, 4.1067908E+002
 7.9000513E+002, 5.8013977E+002, 4.6226919E+002, 4.0291296E+002, 5.1356461E+002, 5.8724998E+002, 6.0659303E+002, 4.3546816E+002, 4.6225719E+002, 4.8080755E+002, 3.9011036E+002, 3.9938342E+002, 4.1592773E+002
 8.0000240E+002, 5.7726535E+002, 4.7341185E+002, 4.0834685E+002, 5.3287650E+002, 6.1018031E+002, 5.8535635E+002, 4.5000476E+002, 4.6837898E+002, 4.8620218E+002, 3.9993185E+002, 4.0485406E+002, 4.1737116E+002
 8.1000154E+002, 5.9731669E+002, 4.8614058E+002, 4.1823259E+002, 5.3890421E+002, 6.4675808E+002, 6.1854256E+002, 4.5495910E+002, 4.8515287E+002, 4.9252617E+002, 4.0498165E+002, 4.1151763E+002, 4.2300355E+002
 8.2000441E+002, 6.0149693E+002, 4.8729511E+002, 4.2043594E+002, 5.4287074E+002, 6.1838600E+002, 6.3498585E+002, 4.5904054E+002, 4.7942382E+002, 5.0503490E+002, 4.0797899E+002, 4.1649672E+002, 4.3343412E+002
 8.3000190E+002, 6.3422093E+002, 4.9207265E+002, 4.2781525E+002, 5.7126550E+002, 6.4085045E+002, 6.5271327E+002, 4.6562640E+002, 4.9058743E+002, 5.1552572E+002, 4.1292332E+002, 4.2240890E+002, 4.3847406E+002
 8.4000689E+002, 6.5231572E+002, 5.0925890E+002, 4.3133965E+002, 6.0442268E+002, 6.3056857E+002, 6.8294477E+002, 4.7861594E+002, 4.9271751E+002, 5.2500709E+002, 4.2159822E+002, 4.2745669E+002, 4.4625884E+002
 8.5000135E+002, 6.5711877E+002, 5.0661435E+002, 4.3898867E+002, 6.1083564E+002, 6.2615550E+002, 7.0805401E+002, 4.8405870E+002, 5.0961239E+002, 5.2700623E+002, 4.2651324E+002, 4.3412318E+002, 4.4795609E+002
 8.6000433E+002, 6.9883065E+002, 5.2421958E+002, 4.4585214E+002, 6.5493102E+002, 6.2621103E+002, 7.0518158E+002, 5.0488736E+002, 5.0272269E+002, 5.3486396E+002, 4.3529525E+002, 4.3468845E+002, 4.5116581E+002
 8.7000026E+002, 7.4881019E+002, 5.4377751E+002, 4.6328806E+002, 6.9075188E+002, 6.8956950E+002, 7.4521593E+002, 5.2848161E+002, 5.1916001E+002, 5.4429476E+002, 4.5537927E+002, 4.4807484E+002, 4.5255277E+002
 8.8000545E+002, 1.0199999E+003, 6.1719324E+002, 5.0200790E+002, 7.9597917E+002, 8.4325380E+002, 9.2659281E+002, 5.7376899E+002, 5.7186269E+002, 5.9416492E+002, 4.8083787E+002, 4.7354224E+002, 4.7663272E+002
 8.9000423E+002, 1.1948374E+003, 7.7692533E+002, 5.9945537E+002, 1.1145430E+003, 1.1531196E+003, 1.1382948E+003, 6.8049381E+002, 6.9501076E+002, 7.3753422E+002, 5.3592262E+002, 5.4897042E+002, 5.6698809E+002
 9.0000686E+002, 9.9806873E+002, 9.7453782E+002, 7.4620866E+002, 1.1199547E+003, 1.1063606E+003, 1.0859459E+003, 8.9993609E+002, 8.6333054E+002, 9.0860742E+002, 6.7556731E+002, 6.6602322E+002, 6.9657259E+002
 9.1000278E+002, 8.4417212E+002, 1.0322549E+003, 8.7367361E+002, 9.2913768E+002, 9.1483743E+002, 9.0616321E+002, 1.0438694E+003, 1.0514341E+003, 1.0263086E+003, 8.0382156E+002, 7.8255763E+002, 8.3122832E+002
 9.2000152E+002, 7.4851392E+002, 8.9064876E+002, 1.0248594E+003, 7.9262898E+002, 7.9152076E+002, 7.9320274E+002, 9.7767264E+002, 9.6873893E+002, 9.4427630E+002, 9.4780830E+002, 9.2573951E+002, 9.4923183E+002
 9.3000384E+002, 6.8758244E+002, 7.6556024E+002, 1.0473218E+003, 7.1571866E+002, 7.1513045E+002, 7.2131271E+002, 8.1540354E+002, 8.2960399E+002, 8.2416263E+002, 1.0832392E+003, 1.0740711E+003, 1.0414811E+003
 9.4000017E+002, 6.4642013E+002, 6.9418072E+002, 9.6952255E+002, 6.6740338E+002, 6.6513289E+002, 6.6973177E+002, 7.1282381E+002, 7.2908623E+002, 7.2658467E+002, 1.0456885E+003, 9.9809403E+002, 9.5469533E+002
 9.5000277E+002, 6.1350919E+002, 6.7084693E+002, 9.7485695E+002, 6.2869213E+002, 6.2589087E+002, 6.3187322E+002, 6.7857468E+002, 6.8912583E+002, 6.9288413E+002, 1.0064115E+003, 9.7976158E+002, 9.0438182E+002
 9.6000402E+002, 5.9428864E+002, 6.7330801E+002, 9.8612003E+002, 5.9903593E+002, 6.0169834E+002, 6.0949177E+002, 6.6639649E+002, 6.7104766E+002, 6.7560181E+002, 1.0288116E+003, 9.8871633E+002, 9.2091610E+002
 9.7000023E+002, 5.8874472E+002, 6.6670104E+002, 9.9200994E+002, 5.8369122E+002, 5.8947435E+002, 6.0124509E+002, 6.6313690E+002, 6.7137199E+002, 6.7550605E+002, 1.0421789E+003, 1.0095128E+003, 9.3597504E+002
 9.8000014E+002, 5.8416771E+002, 6.6526830E+002, 1.0098083E+003, 5.7907745E+002, 5.8922360E+002, 5.9060261E+002, 6.5970251E+002, 6.6207494E+002, 6.7000576E+002, 1.0614199E+003, 1.0122372E+003, 9.2242596E+002
 9.9000640E+002, 5.8066174E+002, 6.6427333E+002, 1.0199662E+003, 5.7409054E+002, 5.8441295E+002, 5.8397930E+002, 6.6501994E+002, 6.6972543E+002, 6.6901697E+002, 1.0685657E+003, 1.0165764E+003, 9.3119206E+002
 1.0000006E+003, 5.8174452E+002, 6.6911499E+002, 1.0271882E+003, 5.7421496E+002, 5.8332731E+002, 5.9087230E+002, 6.6972015E+002, 6.6695823E+002, 6.7381844E+002, 1.0838274E+003, 1.0567775E+003, 9.4526348E+002
 1.0100067E+003, 5.8177597E+002, 6.7791065E+002, 1.0252511E+003, 5.8078846E+002, 5.8558986E+002, 5.8383328E+002, 6.6181398E+002, 6.7618150E+002, 6.7717577E+002, 1.0824205E+003, 1.0393087E+003, 9.5946946E+002
 1.0200011E+003, 5.8231857E+002, 6.7741092E+002, 1.0512033E+003, 5.7707417E+002, 5.8431732E+002, 5.9008611E+002, 6.7410848E+002, 6.7257130E+002, 6.8592910E+002, 1.1124020E+003, 1.0565075E+003, 9.5924257E+002
 1.0300049E+003, 5.8688125E+002, 6.8176774E+002, 1.0511017E+003, 5.7901081E+002, 5.8818329E+002, 5.9480186E+002, 6.6572845E+002, 6.7572935E+002, 6.9366438E+002, 1.1157899E+003, 1.0715589E+003, 9.7808888E+002
 1.0400030E+003, 5.8804743E+002, 6.7860170E+002, 1.0558864E+003, 5.8107218E+002, 5.9068408E+002, 5.8358227E+002, 6.8091543E+002, 6.8047947E+002, 6.7629880E+002, 1.1056120E+003, 1.0746650E+003, 9.8371156E+002
 1.0500026E+003, 5.8902369E+002, 6.7665561E+002, 1.0690825E+003, 5.7765909E+002, 5.8882832E+002, 5.9814026E+002, 6.7147358E+002, 6.8544944E+002, 6.9336975E+002, 1.1275424E+003, 1.0719920E+003, 9.8704831E+002
