s,,,,C,C,C,C,C,C,C,C,C
 9.0013052E+001, 5.6615927E+001, 5.4293422E+001, 4.9932753E+001, 5.3931754E+001, 5.9862206E+001, 5.4068586E+001, 5.2083061E+001, 5.4682860E+001, 5.2088768E+001, 4.8676790E+001, 4.9237316E+001, 4.8350246E+001
 1.0000717E+002, 5.8659325E+001, 5.5085400E+001, 5.1943919E+001, 5.6763132E+001, 5.9141179E+001, 5.7752091E+001, 5.4344971E+001, 5.6241860E+001, 5.3435168E+001, 5.1138045E+001, 5.1805790E+001, 5.0194704E+001
 1.1001370E+002, 6.0272604E+001, 5.7028937E+001, 5.2775640E+001, 5.8583321E+001, 5.8730432E+001, 5.9514297E+001, 5.5766452E+001, 5.7068773E+001, 5.6127084E+001, 5.2650136E+001, 5.3119920E+001, 5.1121622E+001
 1.2001070E+002, 6.5708964E+001, 5.7814904E+001, 5.4278609E+001, 6.2716185E+001, 6.2802014E+001, 6.1252384E+001, 5.7386317E+001, 5.7262685E+001, 5.7443347E+001, 5.3269517E+001, 5.4135808E+001, 5.3192780E+001
 1.3001793E+002, 6.9898958E+001, 6.2420568E+001, 5.6217775E+001, 6.7245654E+001, 7.0025429E+001, 6.4749075E+001, 6.0863939E+001, 6.0859775E+001, 5.8835957E+001, 5.4364220E+001, 5.5426541E+001, 5.4945865E+001
 1.4000602E+002, 7.6601652E+001, 6.9051045E+001, 6.1888078E+001, 7.3830021E+001, 7.2824868E+001, 7.1156542E+001, 6.7118866E+001, 6.7236445E+001, 6.4175639E+001, 5.8809310E+001, 5.9011630E+001, 5.7518232E+001
 1.5000608E+002, 8.2225742E+001, 7.4094706E+001, 6.6003988E+001, 8.0413009E+001, 8.0586626E+001, 7.4840828E+001, 7.2045556E+001, 7.2458692E+001, 7.0114331E+001, 6.4817895E+001, 6.4780350E+001, 6.3066498E+001
 1.6001020E+002, 8.5239804E+001, 7.8783296E+001, 7.0363358E+001, 8.4475210E+001, 8.3961295E+001, 8.3352313E+001, 7.7187396E+001, 7.7804848E+001, 7.4573921E+001, 6.9298216E+001, 6.9324554E+001, 6.6888657E+001
 1.7000020E+002, 8.9661620E+001, 8.1851570E+001, 7.5395703E+001, 8.7924869E+001, 8.6464511E+001, 9.0451863E+001, 7.9665806E+001, 7.9775939E+001, 8.0265947E+001, 7.3427849E+001, 7.4502023E+001, 7.3085208E+001
 1.8000847E+002, 9.2278270E+001, 8.5866849E+001, 7.8024859E+001, 9.3941943E+001, 9.1876742E+001, 8.9838630E+001, 8.4615506E+001, 8.3923606E+001, 8.3748727E+001, 7.5265529E+001, 7.6629173E+001, 7.7280055E+001
 1.9000485E+002, 9.8805730E+001, 8.9170999E+001, 8.2014291E+001, 9.8542199E+001, 9.5465844E+001, 9.1842474E+001, 8.8614604E+001, 8.7446817E+001, 8.5961650E+001, 7.9911799E+001, 8.0545622E+001, 8.0334071E+001
 2.0000297E+002, 1.0567845E+002, 9.4441815E+001, 8.7120772E+001, 1.0370528E+002, 1.0073320E+002, 9.6192847E+001, 9.4570607E+001, 9.3842504E+001, 8.8253190E+001, 8.5461993E+001, 8.5093778E+001, 8.2767980E+001
 2.1001401E+002, 1.1114522E+002, 1.0051693E+002, 9.2484623E+001, 1.0631900E+002, 1.0993561E+002, 1.0732312E+002, 9.9394926E+001, 9.9433209E+001, 9.5124689E+001, 9.0384807E+001, 9.0094743E+001, 8.6729061E+001
 2.2001119E+002, 1.1371720E+002, 1.0695878E+002, 9.7785642E+001, 1.1082168E+002, 1.1730716E+002, 1.0963466E+002, 1.0447484E+002, 1.0406763E+002, 1.0437705E+002, 9.5219212E+001, 9.5426502E+001, 9.4397023E+001
 2.3001310E+002, 1.2126559E+002, 1.0976535E+002, 1.0301833E+002, 1.1693060E+002, 1.2114784E+002, 1.1811764E+002, 1.0885505E+002, 1.0881222E+002, 1.0998733E+002, 9.9648198E+001, 1.0054086E+002, 1.0098003E+002
 2.4001369E+002, 1.2561609E+002, 1.1482374E+002, 1.0664638E+002, 1.2393538E+002, 1.2321467E+002, 1.2047083E+002, 1.1260856E+002, 1.1262682E+002, 1.1419614E+002, 1.0295150E+002, 1.0572202E+002, 1.0575392E+002
 2.5000970E+002, 1.3516425E+002, 1.2275398E+002, 1.1218141E+002, 1.3118908E+002, 1.3486060E+002, 1.2887035E+002, 1.1881831E+002, 1.1865877E+002, 1.1916969E+002, 1.0825093E+002, 1.0885117E+002, 1.0848644E+002
 2.6000211E+002, 1.3724971E+002, 1.2783150E+002, 1.1909492E+002, 1.3585881E+002, 1.3923155E+002, 1.3306123E+002, 1.2619376E+002, 1.2645890E+002, 1.2426580E+002, 1.1482889E+002, 1.1623999E+002, 1.1557164E+002
 2.7001248E+002, 1.4702123E+002, 1.3540910E+002, 1.2338839E+002, 1.4335771E+002, 1.4294024E+002, 1.4020636E+002, 1.3109762E+002, 1.3226088E+002, 1.3099918E+002, 1.1999317E+002, 1.2051833E+002, 1.2036518E+002
 2.8000034E+002, 1.4917392E+002, 1.3886778E+002, 1.2894809E+002, 1.4762903E+002, 1.5092052E+002, 1.4473056E+002, 1.3890312E+002, 1.3832084E+002, 1.3498769E+002, 1.2560333E+002, 1.2703850E+002, 1.2583846E+002
 2.9000576E+002, 1.5122872E+002, 1.4145875E+002, 1.3204525E+002, 1.5360691E+002, 1.5454624E+002, 1.4542795E+002, 1.4057097E+002, 1.4165409E+002, 1.3977386E+002, 1.3086235E+002, 1.3099769E+002, 1.3000968E+002
 3.0000970E+002, 1.6155488E+002, 1.4851442E+002, 1.3412008E+002, 1.6343062E+002, 1.5860350E+002, 1.5266270E+002, 1.4550391E+002, 1.4363735E+002, 1.4140812E+002, 1.3281583E+002, 1.3397403E+002, 1.3369450E+002
 3.1000070E+002, 1.6813819E+002, 1.5373976E+002, 1.4126259E+002, 1.7223832E+002, 1.6307147E+002, 1.6049852E+002, 1.5357302E+002, 1.5090225E+002, 1.4805827E+002, 1.3767436E+002, 1.3856275E+002, 1.3714267E+002
 3.2000647E+002, 1.7643784E+002, 1.5972131E+002, 1.4890659E+002, 1.8000318E+002, 1.7118052E+002, 1.6250494E+002, 1.6146019E+002, 1.5890959E+002, 1.5655060E+002, 1.4544283E+002, 1.4477060E+002, 1.4334292E+002
 3.3000549E+002, 1.8428423E+002, 1.6770538E+002, 1.5325852E+002, 1.8872771E+002, 1.7825636E+002, 1.7434071E+002, 1.6797205E+002, 1.6482483E+002, 1.5805356E+002, 1.5290755E+002, 1.5242616E+002, 1.4867582E+002
 3.4000981E+002, 1.8329885E+002, 1.7452939E+002, 1.6176296E+002, 1.8492648E+002, 1.9284279E+002, 1.7704231E+002, 1.7215926E+002, 1.7374295E+002, 1.6933614E+002, 1.5800529E+002, 1.5932372E+002, 1.5666663E+002
 3.5000196E+002, 1.9984626E+002, 1.8229087E+002, 1.6674568E+002, 1.9430453E+002, 1.9734012E+002, 1.8771841E+002, 1.7547823E+002, 1.8150582E+002, 1.7656553E+002, 1.6253230E+002, 1.6575228E+002, 1.6421507E+002
 3.6000227E+002, 2.0941814E+002, 1.9168621E+002, 1.7494338E+002, 2.1292960E+002, 2.0334973E+002, 2.0091252E+002, 1.9027890E+002, 1.8705387E+002, 1.8317850E+002, 1.7012743E+002, 1.7068136E+002, 1.7028266E+002
 3.7000359E+002, 2.2353270E+002, 2.0194150E+002, 1.8447928E+002, 2.2664093E+002, 2.1993021E+002, 2.1041349E+002, 2.0052755E+002, 1.9854598E+002, 1.9437691E+002, 1.7838994E+002, 1.8001067E+002, 1.7790048E+002
 3.8000629E+002, 2.3349073E+002, 2.0572926E+002, 1.8960196E+002, 2.3811124E+002, 2.2645735E+002, 2.1950816E+002, 2.0655537E+002, 2.0301825E+002, 2.0392553E+002, 1.8674679E+002, 1.8789579E+002, 1.8674052E+002
 3.9000369E+002, 2.4247169E+002, 2.1194122E+002, 1.9558845E+002, 2.4368184E+002, 2.3201949E+002, 2.2435649E+002, 2.1234234E+002, 2.1030838E+002, 2.0751708E+002, 1.9250293E+002, 1.9312652E+002, 1.9329432E+002
 4.0000634E+002, 2.4691699E+002, 2.2423305E+002, 2.0609312E+002, 2.5450480E+002, 2.4597877E+002, 2.3583189E+002, 2.2477962E+002, 2.1942972E+002, 2.1531230E+002, 2.0108488E+002, 2.0014371E+002, 1.9774491E+002
 4.1000715E+002, 2.5710900E+002, 2.2412845E+002, 2.0629228E+002, 2.4618142E+002, 2.4669227E+002, 2.4695490E+002, 2.2362685E+002, 2.2352385E+002, 2.2319561E+002, 2.0730497E+002, 2.0657230E+002, 2.0824616E+002
 4.2000852E+002, 2.7712335E+002, 2.4939575E+002, 2.1997201E+002, 2.7234908E+002, 2.7324563E+002, 2.6209301E+002, 2.3765399E+002, 2.3668728E+002, 2.3623937E+002, 2.1104095E+002, 2.1281964E+002, 2.1066908E+002
 4.3000157E+002, 2.7740041E+002, 2.4846016E+002, 2.3128354E+002, 2.7270259E+002, 2.7377849E+002, 2.8400336E+002, 2.5031201E+002, 2.4914240E+002, 2.5680898E+002, 2.2791132E+002, 2.2713717E+002, 2.3163630E+002
 4.4000796E+002, 2.8096302E+002, 2.5631874E+002, 2.3460789E+002, 2.7129244E+002, 2.8845247E+002, 2.8931128E+002, 2.4817633E+002, 2.5370121E+002, 2.6000520E+002, 2.2771387E+002, 2.3033878E+002, 2.3406908E+002
 4.5000668E+002, 3.0184451E+002, 2.6875649E+002, 2.4086913E+002, 2.8018340E+002, 2.9444647E+002, 3.0098998E+002, 2.5344248E+002, 2.6158131E+002, 2.6573128E+002, 2.3393333E+002, 2.3855014E+002, 2.4083799E+002
 4.6000768E+002, 3.1732026E+002, 2.8087340E+002, 2.5238953E+002, 3.1696517E+002, 3.1295579E+002, 3.0756539E+002, 2.7400346E+002, 2.7616300E+002, 2.7326559E+002, 2.4528970E+002, 2.4869300E+002, 2.4568735E+002
 4.7000728E+002, 3.2491131E+002, 2.8955267E+002, 2.6232120E+002, 3.2096919E+002, 3.2244538E+002, 3.2157063E+002, 2.8463549E+002, 2.8204575E+002, 2.8834876E+002, 2.5686010E+002, 2.5780283E+002, 2.6003941E+002
 4.8000193E+002, 3.3895211E+002, 2.9691219E+002, 2.6941180E+002, 3.2353032E+002, 3.4050002E+002, 3.2793516E+002, 2.8921680E+002, 2.9578630E+002, 2.9807582E+002, 2.6409383E+002, 2.6628331E+002, 2.7045131E+002
 4.9000197E+002, 3.6563232E+002, 3.1321169E+002, 2.8111552E+002, 3.4494177E+002, 3.6139326E+002, 3.3956190E+002, 3.0458462E+002, 3.0475343E+002, 3.0672867E+002, 2.7236813E+002, 2.7486492E+002, 2.7595736E+002
 5.0000306E+002, 3.7302490E+002, 3.2546485E+002, 2.9260579E+002, 3.7715064E+002, 3.7821498E+002, 3.5911425E+002, 3.2198244E+002, 3.1799565E+002, 3.2085808E+002, 2.8756999E+002, 2.8423066E+002, 2.8792688E+002
 5.1000329E+002, 3.7980691E+002, 3.2877754E+002, 2.9636073E+002, 3.7328811E+002, 3.7723632E+002, 3.6591433E+002, 3.2276364E+002, 3.2655451E+002, 3.3108491E+002, 2.9115613E+002, 2.9528630E+002, 2.9865410E+002
 5.2001024E+002, 3.9225574E+002, 3.4142313E+002, 3.0464373E+002, 3.9594659E+002, 3.9642860E+002, 3.8040866E+002, 3.3088216E+002, 3.3596438E+002, 3.3763487E+002, 2.9676364E+002, 3.0010070E+002, 3.0239714E+002
 5.3000695E+002, 4.0712919E+002, 3.4669434E+002, 3.1259214E+002, 4.1057915E+002, 4.0088711E+002, 3.8623976E+002, 3.4568740E+002, 3.4538251E+002, 3.4370549E+002, 3.0560509E+002, 3.0925712E+002, 3.1058817E+002
 5.4000196E+002, 4.3371715E+002, 3.6382325E+002, 3.2305128E+002, 4.1660811E+002, 4.3266080E+002, 4.0151560E+002, 3.5426703E+002, 3.5349434E+002, 3.5870762E+002, 3.1626471E+002, 3.1568532E+002, 3.2005657E+002
 5.5000647E+002, 4.3413317E+002, 3.7473537E+002, 3.3042213E+002, 4.3352675E+002, 4.4144029E+002, 4.2352467E+002, 3.6918131E+002, 3.6766616E+002, 3.7131498E+002, 3.2676493E+002, 3.2540143E+002, 3.2974533E+002
 5.6000575E+002, 4.5532387E+002, 3.8516399E+002, 3.3810813E+002, 4.4420884E+002, 4.5550266E+002, 4.4031962E+002, 3.7319656E+002, 3.7466168E+002, 3.8568003E+002, 3.3026703E+002, 3.3309577E+002, 3.3873545E+002
 5.7000947E+002, 4.7083360E+002, 3.8834367E+002, 3.4404140E+002, 4.5628199E+002, 4.7829648E+002, 4.3578773E+002, 3.8615232E+002, 3.9001329E+002, 3.8868203E+002, 3.4161368E+002, 3.4349565E+002, 3.4746358E+002
 5.8000306E+002, 4.9280706E+002, 4.0363658E+002, 3.5414037E+002, 4.7860739E+002, 4.8632836E+002, 4.8345994E+002, 3.9741138E+002, 3.9761945E+002, 4.0178867E+002, 3.4882414E+002, 3.5068263E+002, 3.5281428E+002
 5.9000397E+002, 5.0255749E+002, 4.0931412E+002, 3.6137709E+002, 4.9340236E+002, 4.8738371E+002, 4.9473300E+002, 4.0288291E+002, 4.0571923E+002, 4.1307799E+002, 3.5769240E+002, 3.5757657E+002, 3.6191353E+002
 6.0000291E+002, 5.1170745E+002, 4.2010751E+002, 3.7206200E+002, 4.9536883E+002, 5.1785248E+002, 5.0240974E+002, 4.1489252E+002, 4.2087603E+002, 4.2493120E+002, 3.6591189E+002, 3.6546028E+002, 3.6721412E+002
 6.1000509E+002, 5.2749096E+002, 4.3047580E+002, 3.7745900E+002, 5.0360396E+002, 5.2716479E+002, 5.0707727E+002, 4.2025897E+002, 4.2663556E+002, 4.3005021E+002, 3.6964604E+002, 3.7226978E+002, 3.7658361E+002
 6.2000015E+002, 5.4203007E+002, 4.3999673E+002, 3.8475012E+002, 5.1096970E+002, 5.3854943E+002, 5.4270556E+002, 4.2811718E+002, 4.3660209E+002, 4.4495624E+002, 3.7962682E+002, 3.8178464E+002, 3.8569911E+002
 6.3000849E+002, 5.5676221E+002, 4.4922500E+002, 3.9306723E+002, 5.3796653E+002, 5.4501671E+002, 5.5341697E+002, 4.3429264E+002, 4.4330886E+002, 4.5740261E+002, 3.8480842E+002, 3.8707383E+002, 3.9060450E+002
 6.4000519E+002, 5.6424359E+002, 4.6158009E+002, 4.0227458E+002, 5.4425736E+002, 5.7325421E+002, 5.6953278E+002, 4.4707694E+002, 4.5926967E+002, 4.6690988E+002, 3.9358964E+002, 3.9711415E+002, 4.0023174E+002
 6.5000022E+002, 5.9081654E+002, 4.6514342E+002, 4.0698086E+002, 5.4648333E+002, 5.8574921E+002, 5.8285540E+002, 4.5428603E+002, 4.6711067E+002, 4.7118278E+002, 4.0013347E+002, 4.0141067E+002, 4.0565771E+002
 6.6000035E+002, 5.9639537E+002, 4.8078502E+002, 4.1509353E+002, 5.6275765E+002, 6.0444501E+002, 6.0351650E+002, 4.5944326E+002, 4.8037258E+002, 4.8594343E+002, 4.0600760E+002, 4.1081088E+002, 4.1817857E+002
 6.7000746E+002, 6.3221405E+002, 4.8845918E+002, 4.2545159E+002, 5.9096439E+002, 6.2246981E+002, 6.3610429E+002, 4.7522201E+002, 4.8981147E+002, 4.9619905E+002, 4.1608499E+002, 4.1923427E+002, 4.2465489E+002
 6.8000369E+002, 6.3806131E+002, 4.9864341E+002, 4.3338615E+002, 6.1479368E+002, 6.4465033E+002, 6.5629281E+002, 4.8680656E+002, 4.9453191E+002, 5.1082437E+002, 4.2568329E+002, 4.2674628E+002, 4.3040334E+002
 6.9000967E+002, 6.5944868E+002, 5.1114623E+002, 4.3785316E+002, 6.2548952E+002, 6.5247001E+002, 6.8261337E+002, 4.9202159E+002, 5.0545734E+002, 5.2136474E+002, 4.2903677E+002, 4.3352584E+002, 4.3970199E+002
 7.0000185E+002, 6.8502572E+002, 5.2279791E+002, 4.4848269E+002, 6.3652439E+002, 6.7388915E+002, 7.1737122E+002, 5.0362043E+002, 5.1579271E+002, 5.3072643E+002, 4.3822637E+002, 4.4133425E+002, 4.4787280E+002
 7.1000600E+002, 7.0799095E+002, 5.3397772E+002, 4.4691515E+002, 6.5905436E+002, 6.7584317E+002, 7.3543871E+002, 5.1403841E+002, 5.2787783E+002, 5.3732577E+002, 4.4604377E+002, 4.5022784E+002, 4.5067340E+002
 7.2000756E+002, 7.3433940E+002, 5.4809637E+002, 4.6470143E+002, 6.9297667E+002, 7.0819525E+002, 7.6870627E+002, 5.2675965E+002, 5.3836785E+002, 5.5504494E+002, 4.5575967E+002, 4.5463566E+002, 4.6039896E+002
 7.3001012E+002, 7.5416279E+002, 5.5609451E+002, 4.6855288E+002, 7.0666203E+002, 7.4589957E+002, 7.9615050E+002, 5.3646804E+002, 5.5408508E+002, 5.6376585E+002, 4.6176709E+002, 4.6833419E+002, 4.7301783E+002
 7.4001012E+002, 7.9489909E+002, 5.6351010E+002, 4.8560306E+002, 7.4356337E+002, 7.5687855E+002, 8.2719655E+002, 5.4994221E+002, 5.6399246E+002, 5.7862110E+002, 4.7332562E+002, 4.7726297E+002, 4.8124659E+002
 7.5000055E+002, 9.6001054E+002, 6.1664566E+002, 4.9807939E+002, 8.2745350E+002, 8.3727211E+002, 8.9710165E+002, 5.7557367E+002, 5.8078496E+002, 6.0073397E+002, 4.8216925E+002, 4.8466847E+002, 4.9031676E+002
 7.6000363E+002, 1.1568597E+003, 7.3892492E+002, 5.6979831E+002, 1.0954687E+003, 1.1122957E+003, 1.1038309E+003, 6.7005137E+002, 6.7756326E+002, 7.0488860E+002, 5.3136352E+002, 5.3733559E+002, 5.4053968E+002
 7.7000864E+002, 9.9082887E+002, 9.9020543E+002, 7.0684997E+002, 1.1073790E+003, 1.0850287E+003, 1.0639976E+003, 8.6375924E+002, 8.7531117E+002, 9.0461498E+002, 6.1847508E+002, 6.3321567E+002, 6.5178834E+002
 7.8000615E+002, 8.3601689E+002, 1.0512360E+003, 9.1120532E+002, 9.1929075E+002, 9.1080266E+002, 8.9759381E+002, 1.0639729E+003, 1.0704641E+003, 1.0513168E+003, 7.8439259E+002, 7.8622348E+002, 8.1540729E+002
 7.9000197E+002, 7.3990151E+002, 8.6974382E+002, 1.0901534E+003, 7.8410907E+002, 7.7934927E+002, 7.8382346E+002, 9.8009868E+002, 9.6284590E+002, 9.5654306E+002, 1.0301683E+003, 1.0170568E+003, 1.0253384E+003
 8.0000425E+002, 6.7678363E+002, 7.3704254E+002, 9.5036875E+002, 7.0332493E+002, 7.0129831E+002, 7.1734460E+002, 7.8057412E+002, 7.9511302E+002, 8.0902347E+002, 1.0314536E+003, 1.0536961E+003, 1.0627390E+003
 8.1000042E+002, 6.2532882E+002, 6.5764605E+002, 7.9818040E+002, 6.4751235E+002, 6.5020535E+002, 6.5444513E+002, 6.9626764E+002, 6.9506911E+002, 6.9597414E+002, 8.5000569E+002, 8.3952212E+002, 8.4578355E+002
 8.2000118E+002, 5.8706120E+002, 6.2823176E+002, 7.2414654E+002, 6.0468776E+002, 6.0460538E+002, 6.0632720E+002, 6.4094457E+002, 6.3859555E+002, 6.4317287E+002, 7.7192698E+002, 7.9029732E+002, 7.7726128E+002
 8.3000543E+002, 5.6590197E+002, 5.9046199E+002, 7.1408563E+002, 5.7595469E+002, 5.7525018E+002, 5.7797500E+002, 6.0663136E+002, 6.0852128E+002, 6.0703869E+002, 7.3559860E+002, 7.4089816E+002, 7.3253926E+002
 8.4000355E+002, 5.4421119E+002, 5.7371609E+002, 7.2928773E+002, 5.5579738E+002, 5.5401356E+002, 5.5565893E+002, 5.7683319E+002, 5.8522993E+002, 5.8357185E+002, 7.1600937E+002, 7.2668725E+002, 7.3837770E+002
 8.5000779E+002, 5.3049031E+002, 5.6540050E+002, 7.1136762E+002, 5.3811567E+002, 5.3630734E+002, 5.3941747E+002, 5.7317802E+002, 5.7212669E+002, 5.6389331E+002, 7.2799369E+002, 7.2396988E+002, 7.1716051E+002
 8.6000038E+002, 5.1718643E+002, 5.6055264E+002, 7.5049949E+002, 5.2620580E+002, 5.2314528E+002, 5.2318574E+002, 5.6230408E+002, 5.6793404E+002, 5.6318952E+002, 7.6024260E+002, 7.3215296E+002, 7.0179377E+002
 8.7000693E+002, 5.1220736E+002, 5.6767523E+002, 7.2580042E+002, 5.1273696E+002, 5.1556865E+002, 5.1357846E+002, 5.6919268E+002, 5.7377311E+002, 5.6176958E+002, 7.2667085E+002, 7.3731273E+002, 7.2085368E+002
 8.8000480E+002, 5.1051936E+002, 5.5846670E+002, 7.0168528E+002, 5.1319882E+002, 5.1581017E+002, 5.0777427E+002, 5.6551842E+002, 5.6554170E+002, 5.5347494E+002, 6.8684241E+002, 7.3028201E+002, 7.5694376E+002
 8.9000221E+002, 5.0382184E+002, 5.5313833E+002, 7.4259467E+002, 5.1603669E+002, 5.0922704E+002, 5.0111899E+002, 5.5814771E+002, 5.5802731E+002, 5.5260094E+002, 7.3240576E+002, 7.2136028E+002, 6.9593240E+002
 9.0000892E+002, 5.0267501E+002, 5.6364018E+002, 7.4060411E+002, 5.0561638E+002, 5.0855231E+002, 4.9957537E+002, 5.5999227E+002, 5.6317723E+002, 5.5326397E+002, 7.4589861E+002, 7.3426997E+002, 7.1731134E+002
 9.1000483E+002, 5.0927073E+002, 5.5370791E+002, 7.2102783E+002, 5.0488889E+002, 5.1117178E+002, 5.0026837E+002, 5.6124077E+002, 5.6316487E+002, 5.6318005E+002, 7.3202373E+002, 7.1701370E+002, 7.0512332E+002
 9.2000775E+002, 5.0170608E+002, 5.5766418E+002, 7.3731801E+002, 5.0189477E+002, 5.0737497E+002, 5.0468167E+002, 5.5890768E+002, 5.5407620E+002, 5.5669054E+002, 7.2555080E+002, 7.3209946E+002, 7.2626346E+002
 9.3000060E+002, 5.0176162E+002, 5.5727854E+002, 7.0444277E+002, 4.9881303E+002, 5.0269649E+002, 5.0241631E+002, 5.6123069E+002, 5.5854405E+002, 5.5511841E+002, 7.0440704E+002, 7.2250018E+002, 7.4103226E+002
 9.4000470E+002, 4.9642126E+002, 5.5968428E+002, 7.2668899E+002, 5.0651200E+002, 5.0291117E+002, 4.9574116E+002, 5.5889123E+002, 5.5568555E+002, 5.4996767E+002, 7.0900788E+002, 7.3052210E+002, 7.4078155E+002
 9.5000038E+002, 5.0224059E+002, 5.6283960E+002, 7.0326287E+002, 5.0047459E+002, 4.9805621E+002, 4.9271180E+002, 5.6501888E+002, 5.5997904E+002, 5.5838512E+002, 7.3054954E+002, 7.3481325E+002, 7.2291956E+002
 9.6000244E+002, 5.0388767E+002, 5.5973912E+002, 7.3745966E+002, 5.1007920E+002, 5.0552049E+002, 4.9950484E+002, 5.5228451E+002, 5.6072823E+002, 5.6268443E+002, 7.2136326E+002, 7.2930553E+002, 7.2934329E+002
 9.7000780E+002, 4.9564922E+002, 5.5797298E+002, 7.2800857E+002, 5.0132625E+002, 5.0127765E+002, 4.9960532E+002, 5.5631761E+002, 5.5487415E+002, 5.5035450E+002, 7.1825257E+002, 7.3453896E+002, 7.4769221E+002
 9.8000127E+002, 4.9402212E+002, 5.5946586E+002, 7.1169665E+002, 5.0187367E+002, 4.9931751E+002, 4.8511728E+002, 5.5721265E+002, 5.5578755E+002, 5.5604059E+002, 7.4254979E+002, 7.1643358E+002, 7.1684333E+002
 9.9000841E+002, 4.9610190E+002, 5.5382456E+002, 7.0543727E+002, 4.9262972E+002, 4.9908879E+002, 5.0266078E+002, 5.4861026E+002, 5.5189031E+002, 5.6100263E+002, 7.1826765E+002, 7.2649101E+002, 7.2638233E+002
 1.0000048E+003, 4.9378413E+002, 5.5014195E+002, 7.0069522E+002, 5.0142839E+002, 4.9809366E+002, 4.8939084E+002, 5.5877440E+002, 5.5777544E+002, 5.5094417E+002, 7.7566336E+002, 7.1308463E+002, 6.9545801E+002
 1.0100000E+003, 4.9096109E+002, 5.5547496E+002, 7.3872351E+002, 4.9621884E+002, 4.9522331E+002, 4.9515667E+002, 5.5387252E+002, 5.4857122E+002, 5.4957581E+002, 7.0252551E+002, 7.1535615E+002, 7.2979420E+002
 1.0200024E+003, 5.0142596E+002, 5.3836606E+002, 7.2108803E+002, 5.0139513E+002, 4.9760349E+002, 4.9279353E+002, 5.5749905E+002, 5.5048251E+002, 5.5109039E+002, 7.5252206E+002, 7.0932537E+002, 6.8895706E+002
 1.0300061E+003, 4.9628138E+002, 5.6149456E+002, 7.4192166E+002, 4.9235392E+002, 4.9482461E+002, 4.9840973E+002, 5.5410296E+002, 5.5865291E+002, 5.5893811E+002, 7.0721952E+002, 7.5415617E+002, 7.8832381E+002
 1.0400028E+003, 4.9890654E+002, 5.5743897E+002, 7.2306395E+002, 5.0897358E+002, 5.0039599E+002, 4.9134054E+002, 5.6595281E+002, 5.5505128E+002, 5.4503574E+002, 7.2603290E+002, 7.3546349E+002, 7.4926815E+002
 1.0500046E+003, 4.9525053E+002, 5.6543300E+002, 7.1686666E+002, 5.0158971E+002, 5.0069103E+002, 4.8537789E+002, 5.5740260E+002, 5.6004220E+002, 5.5935243E+002, 7.5036150E+002, 7.3001120E+002, 7.0861523E+002
