s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 7.4001606E+001, 4.1117822E+000, 2.4105369E+000, 1.6780447E+000, 1.4365063E+000, 9.0598874E-001, 9.4773235E-001
 7.5001884E+001, 4.2720170E+000, 2.3559415E+000, 1.7400684E+000, 1.4063875E+000, 9.5198110E-001, 9.3244356E-001
 7.6001395E+001, 4.1357421E+000, 2.4041659E+000, 1.6708181E+000, 1.4271196E+000, 8.8862172E-001, 9.3566705E-001
 7.7003060E+001, 4.2653171E+000, 2.3108396E+000, 1.7066273E+000, 1.3632461E+000, 9.5743016E-001, 9.4543662E-001
 7.8001220E+001, 4.1921451E+000, 2.3994902E+000, 1.7001176E+000, 1.4491905E+000, 9.1267862E-001, 9.4593142E-001
 7.9002044E+001, 4.2990928E+000, 2.2846798E+000, 1.7241857E+000, 1.3764451E+000, 9.5108509E-001, 9.3499109E-001
 8.0002410E+001, 4.1787477E+000, 2.3492532E+000, 1.6852414E+000, 1.4184906E+000, 9.2125259E-001, 9.5558205E-001
 8.1001215E+001, 4.2678407E+000, 2.3258665E+000, 1.6983083E+000, 1.3594956E+000, 9.5298204E-001, 9.3548888E-001
 8.2002158E+001, 4.2012998E+000, 2.3433054E+000, 1.6768217E+000, 1.4045846E+000, 9.1167806E-001, 9.4295084E-001
 8.3002030E+001, 4.2940750E+000, 2.3461527E+000, 1.7062710E+000, 1.3692482E+000, 9.3975589E-001, 9.2683325E-001
 8.4001253E+001, 5.8400912E+000, 3.2158813E+000, 2.2957420E+000, 1.8716113E+000, 1.2594730E+000, 1.2173989E+000
 8.5002088E+001, 8.3483291E+000, 5.4643775E+000, 3.6794695E+000, 3.0378902E+000, 2.1123343E+000, 1.9308559E+000
 8.6002659E+001, 8.2321044E+000, 5.1593115E+000, 3.7119853E+000, 3.0409715E+000, 2.1391797E+000, 1.9037164E+000
 8.7001110E+001, 8.0345366E+000, 5.2971658E+000, 3.6800624E+000, 3.1458107E+000, 2.0547635E+000, 1.9000835E+000
 8.8001065E+001, 8.2328138E+000, 5.4472647E+000, 3.7424015E+000, 3.1534713E+000, 2.1437050E+000, 1.9789638E+000
 8.9002111E+001, 8.0934643E+000, 5.2225140E+000, 3.6917445E+000, 3.1140169E+000, 2.1185109E+000, 1.9394240E+000
 9.0000838E+001, 8.0809044E+000, 5.5529262E+000, 3.7085392E+000, 3.2139887E+000, 2.1249290E+000, 1.9942502E+000
 9.1002501E+001, 8.2989570E+000, 5.3928488E+000, 3.7499060E+000, 3.1137542E+000, 2.1835495E+000, 1.9727585E+000
 9.2000390E+001, 8.1371379E+000, 5.3582299E+000, 3.6677114E+000, 3.1293373E+000, 2.1030082E+000, 1.9393349E+000
 9.3001573E+001, 7.9999809E+000, 5.5662366E+000, 3.6821193E+000, 3.2177945E+000, 2.0854257E+000, 1.9655160E+000
 9.4000644E+001, 8.3240065E+000, 5.3838877E+000, 3.7938654E+000, 3.1513666E+000, 2.2021955E+000, 1.9949890E+000
 9.5000293E+001, 8.0938854E+000, 5.2880125E+000, 3.6483266E+000, 3.0690203E+000, 2.1524655E+000, 1.9630677E+000
 9.6000792E+001, 7.9195943E+000, 5.5636353E+000, 3.6027119E+000, 3.1567892E+000, 2.1462994E+000, 2.0352422E+000
 9.7000600E+001, 8.2587247E+000, 5.6831254E+000, 3.8126992E+000, 3.2715968E+000, 2.1710232E+000, 2.0053485E+000
 9.8001954E+001, 8.3111022E+000, 5.3606935E+000, 3.7570701E+000, 3.1222599E+000, 2.1143069E+000, 1.8931002E+000
 9.9000684E+001, 8.0439654E+000, 5.4436536E+000, 3.6697287E+000, 3.1894310E+000, 2.0667454E+000, 1.9321899E+000
 1.0000116E+002, 8.2387827E+000, 5.5759336E+000, 3.8024824E+000, 3.2598443E+000, 2.1370414E+000, 1.9792909E+000
 1.0100043E+002, 8.2856075E+000, 5.3108677E+000, 3.7082497E+000, 3.0687073E+000, 2.1606230E+000, 1.9341116E+000
 1.0200042E+002, 8.0306183E+000, 5.6295632E+000, 3.6654680E+000, 3.2134030E+000, 2.1141110E+000, 1.9855618E+000
 1.0300054E+002, 8.2998683E+000, 5.6322367E+000, 3.7746986E+000, 3.2216764E+000, 2.1455847E+000, 1.9953825E+000
 1.0400077E+002, 8.3287847E+000, 5.3588487E+000, 3.7492485E+000, 3.0936634E+000, 2.1820926E+000, 1.9505807E+000
 1.0500017E+002, 8.1299365E+000, 5.4326023E+000, 3.6309318E+000, 3.0830207E+000, 2.0909778E+000, 1.9245839E+000
 1.0600114E+002, 8.0655020E+000, 5.5030845E+000, 3.7249735E+000, 3.2101641E+000, 2.1541698E+000, 2.0198565E+000
 1.0700125E+002, 8.2323156E+000, 5.4687695E+000, 3.7678691E+000, 3.1915648E+000, 2.1027700E+000, 1.9435828E+000
 1.0800049E+002, 8.1901689E+000, 5.3643072E+000, 3.7202174E+000, 3.1625707E+000, 2.1034135E+000, 1.9156680E+000
 1.0900190E+002, 8.1868081E+000, 5.5676380E+000, 3.7913566E+000, 3.2947789E+000, 2.0765864E+000, 1.9556979E+000
 1.1000085E+002, 8.3888270E+000, 5.4083271E+000, 3.8056465E+000, 3.1693217E+000, 2.1659857E+000, 1.9675352E+000
 1.1100020E+002, 1.0063635E+001, 6.9242893E+000, 4.5601617E+000, 3.8586966E+000, 2.5894437E+000, 2.3502146E+000
 1.1200057E+002, 1.3645135E+001, 1.2997526E+001, 6.8168364E+000, 6.8257015E+000, 3.9978034E+000, 4.0561272E+000
 1.1300132E+002, 1.3391797E+001, 1.3523767E+001, 6.7611216E+000, 7.0482514E+000, 4.0247695E+000, 4.2036563E+000
 1.1400091E+002, 1.3282802E+001, 1.2717628E+001, 6.5976982E+000, 6.6440576E+000, 3.9220700E+000, 3.9867446E+000
 1.1500009E+002, 1.3103004E+001, 1.3258536E+001, 6.6776251E+000, 6.9920732E+000, 4.0079093E+000, 4.1843522E+000
 1.1600164E+002, 1.3014158E+001, 1.3542506E+001, 6.6532028E+000, 7.0736921E+000, 3.9465208E+000, 4.1830928E+000
 1.1700025E+002, 1.3384829E+001, 1.3408308E+001, 6.6834652E+000, 6.8593719E+000, 4.0520433E+000, 4.2061249E+000
 1.1800104E+002, 1.2944687E+001, 1.2888263E+001, 6.5535455E+000, 6.7634651E+000, 3.9461281E+000, 4.0759740E+000
 1.1900056E+002, 1.3317327E+001, 1.3072323E+001, 6.6413476E+000, 6.7917728E+000, 4.0569554E+000, 4.1818399E+000
 1.2000158E+002, 1.2814261E+001, 1.4078651E+001, 6.6495770E+000, 7.2611807E+000, 4.0813665E+000, 4.3700383E+000
 1.2100112E+002, 1.3367714E+001, 1.3736139E+001, 6.7737271E+000, 7.1010526E+000, 4.1045556E+000, 4.3100642E+000
 1.2200176E+002, 1.3217462E+001, 1.3566016E+001, 6.6167747E+000, 6.9717880E+000, 4.0251019E+000, 4.2351544E+000
 1.2300049E+002, 1.3069729E+001, 1.2850748E+001, 6.6026639E+000, 6.7681779E+000, 4.0021619E+000, 4.1438964E+000
 1.2400068E+002, 1.3007220E+001, 1.3386340E+001, 6.6072166E+000, 7.0114955E+000, 4.0296889E+000, 4.2280949E+000
 1.2500037E+002, 1.3296368E+001, 1.3548250E+001, 6.7849771E+000, 7.0881825E+000, 4.0694118E+000, 4.2349672E+000
 1.2600062E+002, 1.3560594E+001, 1.4402094E+001, 6.9469999E+000, 7.3571219E+000, 4.1322366E+000, 4.3449200E+000
 1.2700070E+002, 1.3074620E+001, 1.2961465E+001, 6.6031024E+000, 6.8265689E+000, 3.9714645E+000, 4.1611829E+000
 1.2800125E+002, 1.2990725E+001, 1.3029628E+001, 6.5632521E+000, 6.7865673E+000, 3.9308099E+000, 4.0504347E+000
 1.2900167E+002, 1.3344187E+001, 1.4123048E+001, 6.7839744E+000, 7.1890608E+000, 4.0979540E+000, 4.3181620E+000
 1.3000146E+002, 1.3331323E+001, 1.3909344E+001, 6.8076854E+000, 7.2058330E+000, 4.0248848E+000, 4.2261379E+000
 1.3100097E+002, 1.2991926E+001, 1.3201817E+001, 6.6160205E+000, 6.9351941E+000, 3.9421686E+000, 4.1354977E+000
 1.3200149E+002, 1.3074565E+001, 1.3526813E+001, 6.7558666E+000, 7.0971356E+000, 3.9886653E+000, 4.1443919E+000
 1.3300088E+002, 1.3202725E+001, 1.3383167E+001, 6.7686272E+000, 7.0876777E+000, 4.0720735E+000, 4.2336797E+000
 1.3400056E+002, 1.3539611E+001, 1.3887648E+001, 6.8890677E+000, 7.1592665E+000, 4.1359053E+000, 4.3210771E+000
 1.3500154E+002, 1.3034886E+001, 1.3268119E+001, 6.6659889E+000, 7.0784594E+000, 3.9596748E+000, 4.1654045E+000
 1.3600006E+002, 1.2992270E+001, 1.2690224E+001, 6.5790291E+000, 6.7689806E+000, 3.9754237E+000, 4.1074669E+000
 1.3700083E+002, 1.2690326E+001, 1.3221086E+001, 6.5442851E+000, 6.9766735E+000, 3.9543086E+000, 4.1749949E+000
 1.3800111E+002, 9.1011823E+000, 9.7752973E+000, 4.9172329E+000, 5.3257498E+000, 2.9190582E+000, 3.1313961E+000
 1.3900102E+002, 2.3990454E-001, 2.5031861E-001, 1.6784142E-001, 1.8829614E-001, 9.1679803E-002, 1.0198522E-001
 1.4000434E+002, 2.1250109E-002, 3.4254810E-002, 1.3661013E-002, 2.1352473E-002, 6.5901043E-003, 1.0683763E-002
 1.4100692E+002, 1.7479948E-002, 2.9756515E-002, 1.0108228E-002, 1.6081728E-002, 4.1938168E-003, 8.1031016E-003
 1.4200839E+002, 1.5260723E-002, 2.4384618E-002, 8.2815181E-003, 1.4082384E-002, 3.1437296E-003, 7.0067756E-003
 1.4300485E+002, 1.2574396E-002, 2.2130380E-002, 6.3463331E-003, 1.2741828E-002, 2.0284935E-003, 5.7165229E-003
 1.4401139E+002, 1.1582671E-002, 1.9875128E-002, 5.2904970E-003, 1.0983371E-002, 1.0822278E-003, 3.7240523E-003
 1.4500142E+002, 9.8652864E-003, 1.6908995E-002, 4.0493268E-003, 9.3800549E-003, 7.5360312E-004, 1.8350790E-003
 1.4601527E+002, 7.3374322E-003, 1.4464342E-002, 3.3977986E-003, 8.0833012E-003, 9.7905563E-004, 1.2625360E-003
 1.4700291E+002, 6.6696926E-003, 1.2057597E-002, 2.3748296E-003, 6.1852071E-003, 7.1953560E-004, 1.0050291E-003
 1.4801655E+002, 6.3475543E-003, 1.1272775E-002, 1.3945742E-003, 5.4325336E-003, 5.2526496E-004, 7.7454949E-004
 1.4902207E+002, 5.6573154E-003, 1.0267555E-002, 1.0755662E-003, 4.9713950E-003, 4.5717782E-004, 6.4910356E-004
 1.5000000E+002, 4.7022710E-003, 9.8524498E-003, 6.6484356E-004, 4.1767280E-003, 3.8612826E-004, 5.6380391E-004
