s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 4.9003140E+001, 8.4596931E+000, 4.8804939E+000, 4.1492611E+000, 3.4710747E+000, 2.1818176E+000, 2.0558682E+000
 5.0001723E+001, 8.5789207E+000, 4.9741296E+000, 4.0890393E+000, 3.4299632E+000, 2.1418539E+000, 2.0312912E+000
 5.1002089E+001, 8.3980850E+000, 5.2148336E+000, 4.0538102E+000, 3.5310194E+000, 2.1786960E+000, 2.1037079E+000
 5.2001419E+001, 8.3491459E+000, 4.8698051E+000, 3.9924456E+000, 3.3905813E+000, 2.1564876E+000, 2.0686985E+000
 5.3003219E+001, 8.4789024E+000, 4.7991606E+000, 4.1210674E+000, 3.3910594E+000, 2.1684895E+000, 2.0223605E+000
 5.4003918E+001, 8.3976667E+000, 4.7741384E+000, 3.9360024E+000, 3.3305124E+000, 2.0560510E+000, 1.9849531E+000
 5.5001755E+001, 9.4242059E+000, 5.5681560E+000, 4.4208374E+000, 3.6828146E+000, 2.3860819E+000, 2.2231960E+000
 5.6002739E+001, 1.1656733E+001, 8.0114489E+000, 5.6520641E+000, 5.0253690E+000, 3.1213504E+000, 3.0245336E+000
 5.7001523E+001, 1.1044978E+001, 8.2843846E+000, 5.5876089E+000, 5.1743577E+000, 3.1191103E+000, 3.1096400E+000
 5.8000918E+001, 1.1507305E+001, 8.1087186E+000, 5.6881076E+000, 5.1292836E+000, 3.1328498E+000, 3.0334646E+000
 5.9001261E+001, 1.1168368E+001, 8.3679654E+000, 5.5786076E+000, 5.2217017E+000, 3.1493194E+000, 3.1324239E+000
 6.0003930E+001, 1.1735320E+001, 7.9824047E+000, 5.7586355E+000, 5.1298623E+000, 3.2114063E+000, 3.0749290E+000
 6.1000560E+001, 1.1675235E+001, 8.8076642E+000, 5.8998603E+000, 5.4528686E+000, 3.2297243E+000, 3.2019314E+000
 6.2002480E+001, 1.1803702E+001, 7.9629897E+000, 5.7440074E+000, 5.0391670E+000, 3.2947445E+000, 3.0756644E+000
 6.3003268E+001, 1.1423381E+001, 8.7051385E+000, 5.6790484E+000, 5.4252512E+000, 3.1978657E+000, 3.2650660E+000
 6.4001620E+001, 1.1640891E+001, 8.4385191E+000, 5.7465137E+000, 5.2168521E+000, 3.1806436E+000, 3.0852161E+000
 6.5002595E+001, 1.1380142E+001, 8.9526619E+000, 5.7187415E+000, 5.4413633E+000, 3.2976705E+000, 3.3240530E+000
 6.6002548E+001, 1.1987507E+001, 8.0534084E+000, 5.7941606E+000, 5.0798922E+000, 3.1666553E+000, 2.9798553E+000
 6.7001055E+001, 1.1510292E+001, 8.6439353E+000, 5.8020913E+000, 5.3721983E+000, 3.2230771E+000, 3.1606449E+000
 6.8000797E+001, 1.1819879E+001, 8.4832844E+000, 5.7817514E+000, 5.3655663E+000, 3.2116509E+000, 3.1925531E+000
 6.9001247E+001, 1.1692497E+001, 8.3765828E+000, 5.8410550E+000, 5.2632127E+000, 3.1487627E+000, 3.0427011E+000
 7.0000216E+001, 1.1424324E+001, 8.5896669E+000, 5.6788235E+000, 5.2952137E+000, 3.1784473E+000, 3.1714216E+000
 7.1002900E+001, 1.1689518E+001, 8.2641901E+000, 5.9122912E+000, 5.3333729E+000, 3.2331972E+000, 3.0996230E+000
 7.2003038E+001, 1.1731047E+001, 8.3787771E+000, 5.8013188E+000, 5.3170180E+000, 3.1589734E+000, 3.1052644E+000
 7.3000512E+001, 1.1916296E+001, 7.5688149E+000, 5.8121117E+000, 5.0588519E+000, 3.2463350E+000, 3.0307623E+000
 7.4000431E+001, 1.1328580E+001, 8.6740056E+000, 5.7380913E+000, 5.3872401E+000, 3.2294746E+000, 3.2866800E+000
 7.5004018E+001, 1.1214375E+001, 8.2889555E+000, 5.5827731E+000, 5.1714401E+000, 3.0886550E+000, 3.0196257E+000
 7.6004136E+001, 1.1382976E+001, 8.8287490E+000, 5.7708190E+000, 5.3954130E+000, 3.2104831E+000, 3.2069309E+000
 7.7003095E+001, 1.1668545E+001, 8.0180539E+000, 5.7177273E+000, 5.1275866E+000, 3.2990431E+000, 3.1673085E+000
 7.8002227E+001, 1.3404952E+001, 9.6316972E+000, 6.4628062E+000, 5.7663946E+000, 3.6955871E+000, 3.5456096E+000
 7.9002533E+001, 1.5917382E+001, 1.5234714E+001, 8.0063799E+000, 8.4504537E+000, 4.6418837E+000, 5.0002772E+000
 8.0003589E+001, 1.6697123E+001, 1.5427746E+001, 8.4216024E+000, 8.5877474E+000, 4.9987324E+000, 5.2109790E+000
 8.1003625E+001, 1.5736093E+001, 1.6305380E+001, 8.3638638E+000, 9.2032369E+000, 5.1181465E+000, 5.6167287E+000
 8.2002768E+001, 1.5423115E+001, 1.5073619E+001, 8.0653407E+000, 8.6940358E+000, 4.7949639E+000, 5.2413696E+000
 8.3003428E+001, 1.5472920E+001, 1.4742953E+001, 7.9588905E+000, 8.3738794E+000, 4.6748101E+000, 5.0062533E+000
 8.4001238E+001, 1.5503688E+001, 1.6947278E+001, 8.3665914E+000, 9.3924401E+000, 4.8587466E+000, 5.4118993E+000
 8.5001371E+001, 1.5935738E+001, 1.5045404E+001, 8.2463506E+000, 8.5338394E+000, 4.8691462E+000, 5.0720711E+000
 8.6000114E+001, 1.5228073E+001, 1.5670807E+001, 7.9386173E+000, 8.6853493E+000, 4.6136736E+000, 5.0809949E+000
 8.7001161E+001, 1.5738205E+001, 1.6216409E+001, 8.1931579E+000, 8.9496500E+000, 4.7389176E+000, 5.1967510E+000
 8.8001947E+001, 1.5160038E+001, 1.4497063E+001, 7.9877971E+000, 8.5089368E+000, 4.7500948E+000, 5.0818787E+000
 8.9004245E+001, 1.6191972E+001, 1.6094008E+001, 8.5813982E+000, 9.0759418E+000, 5.0882501E+000, 5.5398233E+000
 9.0002387E+001, 1.5900978E+001, 1.5063897E+001, 8.1644287E+000, 8.5791148E+000, 4.7415430E+000, 5.0585447E+000
 9.1001607E+001, 1.5806696E+001, 1.6012839E+001, 8.2488643E+000, 8.9525993E+000, 4.7734212E+000, 5.2937101E+000
 9.2001978E+001, 1.5854459E+001, 1.5000588E+001, 8.3606525E+000, 8.8101784E+000, 4.9295227E+000, 5.3035115E+000
 9.3002828E+001, 1.5940012E+001, 1.5427617E+001, 8.3342206E+000, 8.6999439E+000, 4.9233864E+000, 5.3036391E+000
 9.4000677E+001, 1.5850216E+001, 1.5771267E+001, 8.3171551E+000, 8.9700423E+000, 4.8801438E+000, 5.2924596E+000
 9.5000590E+001, 1.5707815E+001, 1.5650037E+001, 8.0480349E+000, 8.6303616E+000, 4.7694724E+000, 5.2368582E+000
 9.6001415E+001, 1.6266817E+001, 1.6381682E+001, 8.3585379E+000, 9.1276087E+000, 4.9053774E+000, 5.4837403E+000
 9.7002145E+001, 1.5067029E+001, 1.5531865E+001, 7.8908832E+000, 8.6656577E+000, 4.6793678E+000, 5.2511086E+000
 9.8001840E+001, 1.5453472E+001, 1.5068967E+001, 7.9743779E+000, 8.4446007E+000, 4.5889459E+000, 5.0514250E+000
 9.9000761E+001, 1.5209913E+001, 1.5540764E+001, 7.9393700E+000, 8.7314620E+000, 4.5284393E+000, 5.0848046E+000
 1.0000229E+002, 1.5751460E+001, 1.5157641E+001, 7.8915592E+000, 8.3253158E+000, 4.5559162E+000, 4.8893813E+000
 1.0100218E+002, 1.2852098E+001, 1.3856310E+001, 7.0645667E+000, 7.8561364E+000, 4.0902761E+000, 4.5759225E+000
 1.0200408E+002, 4.3769879E+000, 2.5932725E+000, 2.0868958E+000, 1.8317231E+000, 1.0712453E+000, 1.0724705E+000
 1.0300503E+002, 4.3491405E+000, 2.0654442E+000, 1.8937177E+000, 1.5258306E+000, 8.7923830E-001, 8.9021187E-001
 1.0400587E+002, 4.2354469E+000, 2.1024568E+000, 1.9173957E+000, 1.5245865E+000, 9.2439727E-001, 8.9849357E-001
 1.0500182E+002, 4.2122816E+000, 2.2279716E+000, 1.8902425E+000, 1.5911847E+000, 9.5081524E-001, 9.5455975E-001
 1.0600209E+002, 4.1335049E+000, 2.1328143E+000, 1.9053875E+000, 1.5659503E+000, 9.6302401E-001, 9.4229901E-001
 1.0700584E+002, 4.1975883E+000, 2.2056328E+000, 1.9329770E+000, 1.5809803E+000, 9.7128822E-001, 9.3723556E-001
 1.0800522E+002, 4.1626884E+000, 2.1493686E+000, 1.9404742E+000, 1.5768706E+000, 9.5679610E-001, 9.2975533E-001
 1.0900574E+002, 4.1473244E+000, 2.1650361E+000, 1.8875613E+000, 1.5900532E+000, 9.3022802E-001, 9.2718580E-001
 1.1000047E+002, 4.1532681E+000, 2.1429201E+000, 1.9137816E+000, 1.5639346E+000, 9.2883120E-001, 8.9125018E-001
 1.1100640E+002, 4.1848257E+000, 2.0895432E+000, 1.8764243E+000, 1.5436610E+000, 9.7697224E-001, 9.6331294E-001
 1.1200026E+002, 4.1018268E+000, 2.1553960E+000, 1.9288565E+000, 1.6002785E+000, 1.0028680E+000, 9.8211586E-001
 1.1300167E+002, 4.1740131E+000, 2.1457699E+000, 1.9290323E+000, 1.5881069E+000, 1.0168589E+000, 9.9315022E-001
 1.1400781E+002, 4.1697017E+000, 2.1309285E+000, 1.8948753E+000, 1.5463577E+000, 9.3934898E-001, 9.2001792E-001
 1.1500167E+002, 4.2899792E+000, 2.0779539E+000, 1.8996834E+000, 1.5321894E+000, 9.7136175E-001, 9.3722623E-001
 1.1600394E+002, 4.3046837E+000, 2.0721342E+000, 1.9252025E+000, 1.5631238E+000, 9.6665738E-001, 9.4467376E-001
 1.1700010E+002, 4.1301155E+000, 2.0850339E+000, 1.9011604E+000, 1.5565200E+000, 1.0167944E+000, 9.9033341E-001
 1.1800307E+002, 1.0529814E+001, 6.0034899E+000, 4.1392271E+000, 3.2727166E+000, 2.1668331E+000, 2.0051658E+000
 1.1900034E+002, 1.9100850E+001, 2.1998783E+001, 1.0037065E+001, 1.1685802E+001, 6.2190900E+000, 7.2621360E+000
 1.2000161E+002, 1.9058796E+001, 2.3019607E+001, 1.0545610E+001, 1.2902646E+001, 6.6836962E+000, 7.9862728E+000
 1.2100207E+002, 1.9193646E+001, 2.4144164E+001, 1.0382404E+001, 1.2883730E+001, 6.4587864E+000, 7.8054361E+000
 1.2200193E+002, 1.8355960E+001, 2.2944120E+001, 1.0068673E+001, 1.2631235E+001, 6.4444130E+000, 7.8826396E+000
 1.2300204E+002, 1.9482355E+001, 2.6649497E+001, 1.0672616E+001, 1.3771627E+001, 6.8746398E+000, 8.4693900E+000
 1.2400284E+002, 1.8158322E+001, 2.2070883E+001, 9.9934313E+000, 1.2286216E+001, 6.3397934E+000, 7.5322288E+000
 1.2500124E+002, 1.9063303E+001, 2.6917231E+001, 1.0585393E+001, 1.3773103E+001, 6.5721248E+000, 8.2498509E+000
 1.2600175E+002, 1.8401585E+001, 2.2837567E+001, 1.0178156E+001, 1.2792345E+001, 6.3778085E+000, 7.8524620E+000
 1.2700138E+002, 1.9715260E+001, 2.4503462E+001, 1.0611993E+001, 1.3049084E+001, 6.6794934E+000, 8.0801325E+000
 1.2800225E+002, 1.8777836E+001, 2.3988086E+001, 1.0386190E+001, 1.3015209E+001, 6.5774342E+000, 7.9288069E+000
 1.2900065E+002, 1.9587003E+001, 2.5356271E+001, 1.0522535E+001, 1.3104631E+001, 6.6785314E+000, 8.1009309E+000
 1.3000002E+002, 1.9646883E+001, 2.4698198E+001, 1.0701015E+001, 1.3305538E+001, 6.7026279E+000, 8.1499792E+000
 1.3100245E+002, 1.9418062E+001, 2.5015032E+001, 1.0397831E+001, 1.2873773E+001, 6.4633369E+000, 7.7682542E+000
 1.3200140E+002, 1.9308601E+001, 2.6763752E+001, 1.0645730E+001, 1.4101388E+001, 6.7573639E+000, 8.5790538E+000
 1.3300108E+002, 2.0172152E+001, 2.4516241E+001, 1.0900785E+001, 1.3178789E+001, 6.8907403E+000, 8.1160650E+000
 1.3400029E+002, 1.9176252E+001, 2.3200627E+001, 1.0166529E+001, 1.2502164E+001, 6.5652501E+000, 7.9217699E+000
 1.3500181E+002, 1.9638779E+001, 2.4261161E+001, 1.0482921E+001, 1.2902813E+001, 6.6566433E+000, 8.0572110E+000
 1.3600316E+002, 1.9805076E+001, 2.4467840E+001, 1.0497709E+001, 1.2967515E+001, 6.5628765E+000, 7.9299672E+000
 1.3700168E+002, 1.9844940E+001, 2.3996718E+001, 1.0743045E+001, 1.3129438E+001, 6.8151697E+000, 8.1295990E+000
 1.3800133E+002, 1.9864783E+001, 2.5136255E+001, 1.0464905E+001, 1.3105393E+001, 6.6775912E+000, 8.2058246E+000
 1.3900038E+002, 1.8969195E+001, 2.4374517E+001, 1.0463413E+001, 1.3290449E+001, 6.5217599E+000, 7.9745553E+000
 1.4000175E+002, 1.9525392E+001, 2.4408588E+001, 1.0495252E+001, 1.3071358E+001, 6.6882309E+000, 8.1077350E+000
 1.4100025E+002, 1.9050796E+001, 2.4426272E+001, 1.0383564E+001, 1.3097271E+001, 6.4820892E+000, 8.0099063E+000
 1.4200268E+002, 1.9064270E+001, 2.3347488E+001, 1.0199312E+001, 1.2733025E+001, 6.4021427E+000, 7.8345050E+000
 1.4300014E+002, 1.9592225E+001, 2.5009539E+001, 1.0705244E+001, 1.3465505E+001, 6.7264199E+000, 8.1861798E+000
 1.4400116E+002, 1.9077249E+001, 2.3530092E+001, 1.0221241E+001, 1.2649050E+001, 6.4900116E+000, 7.8610250E+000
 1.4500342E+002, 1.9351600E+001, 2.4126184E+001, 1.0537268E+001, 1.3180049E+001, 6.5083126E+000, 7.9510686E+000
 1.4600255E+002, 1.9246213E+001, 2.4013960E+001, 1.0422074E+001, 1.2976899E+001, 6.4440451E+000, 7.7909716E+000
 1.4700182E+002, 1.4777144E+001, 1.8191206E+001, 8.2347666E+000, 1.0274548E+001, 5.1606831E+000, 6.3489425E+000
 1.4800503E+002, 7.7444301E-001, 1.0138486E+000, 6.8268215E-001, 8.4898590E-001, 3.8477169E-001, 4.4802256E-001
 1.4900813E+002, 1.0259030E-002, 2.2040615E-002, 8.1719455E-003, 1.3696807E-002, 5.2158771E-003, 7.9264844E-003
 1.5000000E+002, 7.3085127E-003, 1.4800276E-002, 4.8697669E-003, 8.0052676E-003, 2.6051874E-003, 3.8851751E-003
