s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 4.9000212E+001, 8.5699019E+000, 5.1788133E+000, 3.8921833E+000, 3.1530059E+000, 2.0896151E+000, 1.8448766E+000
 5.0000701E+001, 8.3837994E+000, 5.2698604E+000, 3.7857284E+000, 3.1406098E+000, 2.0674038E+000, 1.8939151E+000
 5.1000928E+001, 8.4294524E+000, 5.4594464E+000, 3.8505071E+000, 3.2335380E+000, 2.1019474E+000, 1.9241450E+000
 5.2002023E+001, 8.5264740E+000, 5.3098069E+000, 3.8783485E+000, 3.1642790E+000, 2.0248327E+000, 1.8103166E+000
 5.3000762E+001, 8.4215275E+000, 5.1486675E+000, 3.8186150E+000, 3.1151275E+000, 2.0672429E+000, 1.8571387E+000
 5.4001723E+001, 8.4619442E+000, 5.3615221E+000, 3.8504475E+000, 3.2204028E+000, 2.0427472E+000, 1.8588149E+000
 5.5000425E+001, 9.2559261E+000, 6.3951271E+000, 4.2913085E+000, 3.7138104E+000, 2.3473603E+000, 2.2085570E+000
 5.6000285E+001, 1.1549481E+001, 8.5631770E+000, 5.5051252E+000, 4.7905886E+000, 3.0603241E+000, 2.8283288E+000
 5.7000383E+001, 1.1133251E+001, 8.9790741E+000, 5.5212319E+000, 5.1205816E+000, 3.0525240E+000, 2.9513072E+000
 5.8002108E+001, 1.1337707E+001, 8.9185633E+000, 5.5109154E+000, 5.0220718E+000, 2.9989017E+000, 2.8615422E+000
 5.9000349E+001, 1.1341162E+001, 8.5491762E+000, 5.5128817E+000, 4.8956656E+000, 3.1033162E+000, 2.8938052E+000
 6.0001703E+001, 1.1009763E+001, 8.9248781E+000, 5.4196331E+000, 5.0186581E+000, 3.0348974E+000, 2.9381711E+000
 6.1001550E+001, 1.1116513E+001, 9.3940811E+000, 5.4560838E+000, 5.1316539E+000, 3.1695849E+000, 3.1355977E+000
 6.2001414E+001, 1.1103282E+001, 9.3243285E+000, 5.4381548E+000, 5.1231817E+000, 3.0171207E+000, 2.9706651E+000
 6.3001642E+001, 1.1272903E+001, 9.1156691E+000, 5.5348677E+000, 5.1364635E+000, 3.0222527E+000, 2.8952219E+000
 6.4001256E+001, 1.1178480E+001, 8.8794038E+000, 5.4774126E+000, 5.0438920E+000, 3.1223623E+000, 2.9976694E+000
 6.5000584E+001, 1.1311260E+001, 9.0089025E+000, 5.5147604E+000, 5.0404365E+000, 3.1359839E+000, 2.9978144E+000
 6.6000192E+001, 1.1158016E+001, 9.3007860E+000, 5.4905278E+000, 5.1785430E+000, 3.1713643E+000, 3.1237195E+000
 6.7001990E+001, 1.1351619E+001, 8.6374266E+000, 5.5017364E+000, 4.9357330E+000, 3.1229908E+000, 2.9516397E+000
 6.8000087E+001, 1.1241248E+001, 9.0773817E+000, 5.5854289E+000, 5.1906764E+000, 3.1468634E+000, 3.0275724E+000
 6.9000804E+001, 1.1464507E+001, 9.0407275E+000, 5.5494340E+000, 5.0471581E+000, 3.2154617E+000, 3.1077154E+000
 7.0001278E+001, 1.1361289E+001, 8.9685500E+000, 5.5051253E+000, 5.0148173E+000, 3.1555008E+000, 3.0374845E+000
 7.1002123E+001, 1.1004155E+001, 9.1570436E+000, 5.5107470E+000, 5.1874062E+000, 3.1061058E+000, 3.0396797E+000
 7.2000899E+001, 1.1283763E+001, 8.6996358E+000, 5.5003388E+000, 4.9625229E+000, 3.1310595E+000, 2.9888055E+000
 7.3000022E+001, 1.1384420E+001, 8.7979800E+000, 5.5433657E+000, 4.9839156E+000, 3.1209475E+000, 2.9672263E+000
 7.4002151E+001, 1.1423326E+001, 8.9109942E+000, 5.5773114E+000, 5.0687507E+000, 3.2001428E+000, 3.0811140E+000
 7.5001461E+001, 1.1294311E+001, 9.2418988E+000, 5.5235218E+000, 5.1401834E+000, 3.0955738E+000, 2.9838356E+000
 7.6001051E+001, 1.1150293E+001, 8.9947769E+000, 5.4879471E+000, 5.0779526E+000, 3.1000467E+000, 3.0123446E+000
 7.7002041E+001, 1.1320851E+001, 8.7001874E+000, 5.5006398E+000, 4.9556553E+000, 3.1175911E+000, 2.9701399E+000
 7.8000395E+001, 1.2786308E+001, 1.0475682E+001, 6.1481328E+000, 5.6759846E+000, 3.5640995E+000, 3.4597471E+000
 7.9001410E+001, 1.4907808E+001, 1.6612333E+001, 7.6610879E+000, 8.5729895E+000, 4.7754978E+000, 5.2071852E+000
 8.0001589E+001, 1.4699253E+001, 1.6145957E+001, 7.6092438E+000, 8.5172948E+000, 4.6947713E+000, 5.1698066E+000
 8.1000352E+001, 1.4891235E+001, 1.6167783E+001, 7.6564307E+000, 8.4848768E+000, 4.8304897E+000, 5.2637107E+000
 8.2001049E+001, 1.4847762E+001, 1.6821479E+001, 7.7006202E+000, 8.7555542E+000, 4.6146009E+000, 5.1054906E+000
 8.3001907E+001, 1.5144292E+001, 1.6736471E+001, 7.7755606E+000, 8.6251791E+000, 4.7552985E+000, 5.2040817E+000
 8.4001507E+001, 1.5137455E+001, 1.6505385E+001, 7.8288760E+000, 8.6900974E+000, 4.8492074E+000, 5.2764903E+000
 8.5001553E+001, 1.5368442E+001, 1.6275914E+001, 7.8940254E+000, 8.5207989E+000, 4.8889483E+000, 5.2700002E+000
 8.6001232E+001, 1.4521976E+001, 1.6890632E+001, 7.5953210E+000, 8.7673223E+000, 4.7297844E+000, 5.2736388E+000
 8.7001256E+001, 1.4813927E+001, 1.6309138E+001, 7.6737270E+000, 8.5945348E+000, 4.6579410E+000, 5.1886726E+000
 8.8001770E+001, 1.4841544E+001, 1.6474525E+001, 7.7052227E+000, 8.5889385E+000, 4.6408756E+000, 5.1372171E+000
 8.9000835E+001, 1.4429257E+001, 1.6890498E+001, 7.5369143E+000, 8.7417090E+000, 4.6246214E+000, 5.2263713E+000
 9.0000517E+001, 1.4552848E+001, 1.6978348E+001, 7.5901601E+000, 8.8354107E+000, 4.7500475E+000, 5.3592666E+000
 9.1001880E+001, 1.4856179E+001, 1.6648935E+001, 7.6539717E+000, 8.5790003E+000, 4.6518011E+000, 5.1640762E+000
 9.2000003E+001, 1.4817116E+001, 1.6898492E+001, 7.6979758E+000, 8.8103483E+000, 4.8171008E+000, 5.3551846E+000
 9.3000503E+001, 1.4790716E+001, 1.8207939E+001, 7.8263563E+000, 9.1763610E+000, 4.8927831E+000, 5.5213774E+000
 9.4001340E+001, 1.5212304E+001, 1.7146060E+001, 7.8047917E+000, 8.6876920E+000, 4.8337059E+000, 5.3263213E+000
 9.5000978E+001, 1.5309968E+001, 1.6696500E+001, 7.8260110E+000, 8.6343526E+000, 4.8540765E+000, 5.2592054E+000
 9.6000231E+001, 1.5091674E+001, 1.6072140E+001, 7.8019399E+000, 8.4942513E+000, 4.7778835E+000, 5.1337681E+000
 9.7001517E+001, 1.4937786E+001, 1.6102581E+001, 7.6635864E+000, 8.4601130E+000, 4.7192365E+000, 5.1702066E+000
 9.8001291E+001, 1.4980029E+001, 1.6283975E+001, 7.7053436E+000, 8.5072571E+000, 4.7876051E+000, 5.2112314E+000
 9.9000980E+001, 1.4895979E+001, 1.7140622E+001, 7.8081475E+000, 8.9109480E+000, 4.9033121E+000, 5.4597676E+000
 1.0000052E+002, 1.5117934E+001, 1.7036172E+001, 7.8210107E+000, 8.7547240E+000, 4.8420118E+000, 5.3378269E+000
 1.0100083E+002, 1.1862820E+001, 1.2982870E+001, 6.2243677E+000, 6.9913647E+000, 3.8432496E+000, 4.2845513E+000
 1.0200098E+002, 4.3310537E+000, 2.5869786E+000, 1.9080198E+000, 1.6513290E+000, 1.0437193E+000, 1.0258199E+000
 1.0300308E+002, 4.3488558E+000, 2.1004408E+000, 1.7094656E+000, 1.3231991E+000, 9.3299772E-001, 8.9284137E-001
 1.0400097E+002, 4.2987668E+000, 2.1065813E+000, 1.7235062E+000, 1.3334080E+000, 9.4891463E-001, 9.0549155E-001
 1.0500023E+002, 4.2893879E+000, 2.0763452E+000, 1.7047515E+000, 1.3131043E+000, 9.4788134E-001, 9.0810796E-001
 1.0600082E+002, 4.2505344E+000, 2.0355510E+000, 1.6914174E+000, 1.3068041E+000, 9.3368046E-001, 9.0547362E-001
 1.0700202E+002, 4.2660022E+000, 2.0689036E+000, 1.7203707E+000, 1.3267120E+000, 9.2072447E-001, 8.9520386E-001
 1.0800041E+002, 4.2630334E+000, 2.0955837E+000, 1.6987537E+000, 1.3353761E+000, 9.0386929E-001, 8.8624557E-001
 1.0900035E+002, 4.3047451E+000, 2.0645934E+000, 1.6915334E+000, 1.3011807E+000, 9.1383963E-001, 8.9262798E-001
 1.1000244E+002, 4.2234200E+000, 2.1298062E+000, 1.6779021E+000, 1.3207432E+000, 9.7348647E-001, 9.4318139E-001
 1.1100259E+002, 4.3095994E+000, 2.0696033E+000, 1.6904217E+000, 1.2906458E+000, 9.2522943E-001, 8.8562800E-001
 1.1200142E+002, 4.2637401E+000, 2.0932287E+000, 1.6534062E+000, 1.2859817E+000, 9.1813978E-001, 9.0713358E-001
 1.1300234E+002, 4.2386479E+000, 2.0898540E+000, 1.6668450E+000, 1.2970934E+000, 9.3934230E-001, 9.1883796E-001
 1.1400149E+002, 4.2657698E+000, 2.0509799E+000, 1.6799957E+000, 1.3029127E+000, 9.1817886E-001, 8.9407861E-001
 1.1500081E+002, 4.2022798E+000, 2.0846556E+000, 1.6563705E+000, 1.2990559E+000, 9.2008051E-001, 9.1017622E-001
 1.1600313E+002, 4.2687417E+000, 2.0350876E+000, 1.6695007E+000, 1.2673227E+000, 9.3788537E-001, 9.0442049E-001
 1.1700037E+002, 4.1493352E+000, 2.0818605E+000, 1.6604008E+000, 1.3047738E+000, 9.1432580E-001, 9.0165553E-001
 1.1800147E+002, 1.0568981E+001, 7.3889589E+000, 4.5307169E+000, 3.9360262E+000, 2.5795768E+000, 2.4848844E+000
 1.1900154E+002, 1.7717772E+001, 2.2790011E+001, 9.5667813E+000, 1.1841050E+001, 6.1047461E+000, 7.3013933E+000
 1.2000128E+002, 1.7606907E+001, 2.3868362E+001, 9.7077587E+000, 1.2690076E+001, 6.2926301E+000, 7.7427126E+000
 1.2100041E+002, 1.7042984E+001, 2.4029724E+001, 9.6260634E+000, 1.2717158E+001, 6.3069686E+000, 7.8344105E+000
 1.2200073E+002, 1.8209657E+001, 2.6599393E+001, 1.0239903E+001, 1.3578295E+001, 6.5714727E+000, 8.2277771E+000
 1.2300127E+002, 1.7678049E+001, 2.5660315E+001, 9.8632835E+000, 1.3266510E+001, 6.4387808E+000, 8.1765480E+000
 1.2400048E+002, 1.7830301E+001, 2.5420060E+001, 1.0027378E+001, 1.3245622E+001, 6.4258429E+000, 7.9540201E+000
 1.2500037E+002, 1.7850482E+001, 2.5274819E+001, 9.8901143E+000, 1.3036475E+001, 6.5356902E+000, 8.1285626E+000
 1.2600092E+002, 1.7837142E+001, 2.5962195E+001, 9.8484865E+000, 1.3231155E+001, 6.6419907E+000, 8.3451211E+000
 1.2700088E+002, 1.8065272E+001, 2.5413349E+001, 1.0155723E+001, 1.3381996E+001, 6.5818628E+000, 8.1510764E+000
 1.2800048E+002, 1.7736316E+001, 2.4732553E+001, 9.7760519E+000, 1.2794510E+001, 6.3890449E+000, 7.9643677E+000
 1.2900065E+002, 1.7851570E+001, 2.6345161E+001, 1.0070486E+001, 1.3654428E+001, 6.6509758E+000, 8.3556913E+000
 1.3000103E+002, 1.8106289E+001, 2.7300375E+001, 1.0146313E+001, 1.3826696E+001, 6.6272042E+000, 8.3013740E+000
 1.3100080E+002, 1.8223874E+001, 2.7353655E+001, 1.0209926E+001, 1.3766311E+001, 6.6572631E+000, 8.2956399E+000
 1.3200041E+002, 1.7880779E+001, 2.7579313E+001, 1.0131278E+001, 1.3991664E+001, 6.5495782E+000, 8.2926954E+000
 1.3300032E+002, 1.8001317E+001, 2.5631045E+001, 9.9137044E+000, 1.3174357E+001, 6.4253839E+000, 8.0744084E+000
 1.3400019E+002, 1.7142579E+001, 2.5229608E+001, 9.6895405E+000, 1.3150773E+001, 6.3748507E+000, 8.0959439E+000
 1.3500151E+002, 1.7433805E+001, 2.6506431E+001, 9.8551701E+000, 1.3594519E+001, 6.4934464E+000, 8.2990413E+000
 1.3600139E+002, 1.7407766E+001, 2.6277866E+001, 9.8042545E+000, 1.3242405E+001, 6.3911806E+000, 8.0191640E+000
 1.3700141E+002, 1.7561202E+001, 2.5143851E+001, 9.7864372E+000, 1.2895744E+001, 6.4602978E+000, 7.9784422E+000
 1.3800045E+002, 1.7453796E+001, 2.4441091E+001, 9.5975722E+000, 1.2760431E+001, 6.3572633E+000, 7.9892864E+000
 1.3900083E+002, 1.7693934E+001, 2.4489815E+001, 9.7495626E+000, 1.2788749E+001, 6.4459757E+000, 7.9264841E+000
 1.4000034E+002, 1.7610826E+001, 2.3987983E+001, 9.7358185E+000, 1.2656738E+001, 6.4716156E+000, 8.0773292E+000
 1.4100143E+002, 1.6945208E+001, 2.3083467E+001, 9.2582603E+000, 1.1982363E+001, 6.1268673E+000, 7.6067658E+000
 1.4200027E+002, 1.7932557E+001, 2.3567293E+001, 9.6591590E+000, 1.2369414E+001, 6.2904954E+000, 7.7791997E+000
 1.4300087E+002, 1.7408205E+001, 2.4068436E+001, 9.7341564E+000, 1.2853603E+001, 6.4114586E+000, 8.0070788E+000
 1.4400038E+002, 1.7304250E+001, 2.5865639E+001, 9.7763066E+000, 1.3488053E+001, 6.4354649E+000, 8.2243224E+000
 1.4500059E+002, 1.7074227E+001, 2.5462121E+001, 9.6263370E+000, 1.3095944E+001, 6.2611731E+000, 7.9842956E+000
 1.4600079E+002, 1.7414567E+001, 2.6342860E+001, 9.8176188E+000, 1.3565859E+001, 6.5212767E+000, 8.4538754E+000
 1.4700173E+002, 1.4073112E+001, 1.8999278E+001, 8.1382841E+000, 1.0500336E+001, 5.2635514E+000, 6.4738502E+000
 1.4800105E+002, 4.5255473E-001, 8.1154091E-001, 4.3316965E-001, 5.6760461E-001, 2.8557462E-001, 3.3486531E-001
 1.4900681E+002, 1.0398218E-002, 2.1448634E-002, 7.1297526E-003, 1.1673204E-002, 4.9597199E-003, 7.1343410E-003
 1.5000000E+002, 7.0612696E-003, 1.4261756E-002, 4.3126781E-003, 6.4404690E-003, 2.6435978E-003, 3.4222866E-003
