s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 7.4005975E+001, 4.3665122E+000, 2.1467548E+000, 1.9824553E+000, 1.6152428E+000, 1.0521075E+000, 1.0224771E+000
 7.5001226E+001, 4.4091597E+000, 2.1346883E+000, 2.0089702E+000, 1.6105020E+000, 9.8539261E-001, 9.4229260E-001
 7.6001273E+001, 4.3025907E+000, 2.1501817E+000, 1.9796148E+000, 1.6019319E+000, 1.0347650E+000, 1.0034546E+000
 7.7002417E+001, 4.3156382E+000, 2.1762007E+000, 1.9718333E+000, 1.5908980E+000, 1.0483024E+000, 1.0073235E+000
 7.8001569E+001, 4.3837006E+000, 2.1553288E+000, 1.9384197E+000, 1.5823293E+000, 9.7271215E-001, 9.7016745E-001
 7.9002744E+001, 4.3130703E+000, 2.1772844E+000, 1.9843520E+000, 1.5937870E+000, 9.9675227E-001, 9.6023834E-001
 8.0001029E+001, 4.2739389E+000, 2.1976817E+000, 1.9662480E+000, 1.6145844E+000, 9.9473493E-001, 9.6778750E-001
 8.1003603E+001, 4.3040616E+000, 2.1772106E+000, 1.9736742E+000, 1.6230213E+000, 1.0073159E+000, 9.8855049E-001
 8.2003945E+001, 4.4360321E+000, 2.1980651E+000, 1.9648594E+000, 1.5820175E+000, 9.6879959E-001, 9.4628039E-001
 8.3005635E+001, 4.3642606E+000, 2.1877717E+000, 1.9795811E+000, 1.6041419E+000, 1.0436364E+000, 1.0115066E+000
 8.4001222E+001, 5.6947786E+000, 2.6891820E+000, 2.3982813E+000, 1.8499555E+000, 1.2488106E+000, 1.1672972E+000
 8.5004213E+001, 8.1581684E+000, 4.9263528E+000, 3.8756708E+000, 3.3493195E+000, 2.0419423E+000, 1.9845810E+000
 8.6003328E+001, 8.5287989E+000, 4.7712184E+000, 3.9932352E+000, 3.3309762E+000, 2.1198101E+000, 2.0259309E+000
 8.7003368E+001, 8.5704466E+000, 4.7169266E+000, 4.0190496E+000, 3.2511825E+000, 2.1667904E+000, 2.0177799E+000
 8.8005245E+001, 8.4600835E+000, 4.7558911E+000, 4.0066281E+000, 3.3593185E+000, 2.1059739E+000, 1.9960136E+000
 8.9003134E+001, 8.5661527E+000, 4.7974225E+000, 4.0826616E+000, 3.4350673E+000, 2.1275235E+000, 2.0365908E+000
 9.0002815E+001, 8.4168565E+000, 4.7865607E+000, 4.0598873E+000, 3.3768524E+000, 2.1572345E+000, 2.0407300E+000
 9.1002928E+001, 8.3169412E+000, 4.8898086E+000, 3.9809307E+000, 3.4178854E+000, 2.0917813E+000, 2.0472867E+000
 9.2003737E+001, 8.3893728E+000, 4.9155960E+000, 3.9503936E+000, 3.3613645E+000, 2.0712848E+000, 1.9825257E+000
 9.3001877E+001, 8.3791167E+000, 4.7397056E+000, 3.9796626E+000, 3.3272376E+000, 2.0691550E+000, 1.9463806E+000
 9.4004805E+001, 8.4728707E+000, 4.9803281E+000, 4.0689235E+000, 3.4854038E+000, 2.0988730E+000, 2.0121181E+000
 9.5004065E+001, 8.4300018E+000, 4.8203349E+000, 4.0622619E+000, 3.3719562E+000, 2.1505675E+000, 2.0092640E+000
 9.6000062E+001, 8.2808197E+000, 4.8707139E+000, 3.9752780E+000, 3.4198677E+000, 2.1119684E+000, 2.0491587E+000
 9.7000446E+001, 8.2715336E+000, 4.7233358E+000, 3.9699127E+000, 3.3086777E+000, 2.1419695E+000, 2.0316867E+000
 9.8003856E+001, 8.3032491E+000, 4.9377065E+000, 3.9991113E+000, 3.3862352E+000, 2.1864758E+000, 2.0798708E+000
 9.9002476E+001, 8.2088809E+000, 5.0078914E+000, 3.9191925E+000, 3.4177261E+000, 2.0858363E+000, 2.0539427E+000
 1.0000269E+002, 8.4392539E+000, 4.9428447E+000, 4.0055415E+000, 3.4006696E+000, 2.0350230E+000, 1.9537684E+000
 1.0100112E+002, 8.5895502E+000, 4.7716766E+000, 4.0779922E+000, 3.3708144E+000, 2.1195232E+000, 2.0010183E+000
 1.0200030E+002, 8.7277963E+000, 4.8078841E+000, 4.1494214E+000, 3.3935265E+000, 2.1475851E+000, 2.0005030E+000
 1.0300186E+002, 8.3688529E+000, 5.0293705E+000, 4.0271860E+000, 3.4659984E+000, 2.1491406E+000, 2.0776346E+000
 1.0400248E+002, 8.5319756E+000, 4.7481290E+000, 3.9871587E+000, 3.3586778E+000, 2.0626436E+000, 1.9645677E+000
 1.0500306E+002, 8.4213117E+000, 4.8938268E+000, 4.0629648E+000, 3.4239951E+000, 2.0389975E+000, 1.9572119E+000
 1.0600533E+002, 8.5903933E+000, 4.7115171E+000, 4.0050561E+000, 3.3046283E+000, 2.0369496E+000, 1.9356035E+000
 1.0700478E+002, 8.5854686E+000, 4.8183359E+000, 4.0077414E+000, 3.3338585E+000, 2.0634124E+000, 1.9771860E+000
 1.0800321E+002, 8.4892798E+000, 4.8327571E+000, 3.9480192E+000, 3.3234006E+000, 2.0715313E+000, 2.0095139E+000
 1.0900004E+002, 8.5796044E+000, 4.8483888E+000, 4.0466368E+000, 3.3708705E+000, 2.0508219E+000, 1.9314600E+000
 1.1000509E+002, 8.5842955E+000, 4.9643683E+000, 4.0018277E+000, 3.3486809E+000, 2.0858549E+000, 2.0017117E+000
 1.1100252E+002, 1.0519514E+001, 6.3924018E+000, 4.8574516E+000, 4.0237434E+000, 2.5533551E+000, 2.3950706E+000
 1.1200142E+002, 1.3991432E+001, 1.1193482E+001, 6.6829593E+000, 6.4023299E+000, 3.7494866E+000, 3.8266388E+000
 1.1300272E+002, 1.4186565E+001, 1.2269567E+001, 6.9851296E+000, 6.8442297E+000, 4.0720446E+000, 4.2000388E+000
 1.1400294E+002, 1.3873276E+001, 1.2109023E+001, 6.9719567E+000, 7.0030292E+000, 4.0008177E+000, 4.1630820E+000
 1.1500192E+002, 1.3864205E+001, 1.2042456E+001, 6.9760304E+000, 6.9505131E+000, 3.8391535E+000, 3.9796192E+000
 1.1600293E+002, 1.3802714E+001, 1.2406754E+001, 6.9928298E+000, 7.1540918E+000, 3.9446590E+000, 4.1584374E+000
 1.1700394E+002, 1.3939695E+001, 1.2308003E+001, 7.0668738E+000, 7.0469530E+000, 4.1368735E+000, 4.2827386E+000
 1.1800003E+002, 1.4250381E+001, 1.1699380E+001, 7.0778849E+000, 6.8572169E+000, 4.0781714E+000, 4.1523556E+000
 1.1900089E+002, 1.4276901E+001, 1.2680983E+001, 7.1293610E+000, 7.0976332E+000, 4.0675417E+000, 4.2188046E+000
 1.2000397E+002, 1.3550476E+001, 1.1665033E+001, 6.7344421E+000, 6.7619423E+000, 3.7410879E+000, 3.8783234E+000
 1.2100141E+002, 1.3987650E+001, 1.2472781E+001, 7.0637509E+000, 7.1322136E+000, 3.9327584E+000, 4.2040534E+000
 1.2200016E+002, 1.4456126E+001, 1.2079280E+001, 7.0242986E+000, 6.8825885E+000, 3.9298067E+000, 4.0617768E+000
 1.2300054E+002, 1.3827399E+001, 1.2169571E+001, 6.9775805E+000, 6.9972623E+000, 4.0574449E+000, 4.2505245E+000
 1.2400169E+002, 1.3835183E+001, 1.2128148E+001, 6.9544083E+000, 7.0222839E+000, 3.9718525E+000, 4.1644590E+000
 1.2500169E+002, 1.4400318E+001, 1.2286944E+001, 7.1526662E+000, 6.9624652E+000, 4.0699699E+000, 4.1578187E+000
 1.2600387E+002, 1.3839861E+001, 1.2410188E+001, 7.0303105E+000, 7.1254312E+000, 4.1008792E+000, 4.3186359E+000
 1.2700362E+002, 1.4244129E+001, 1.2304807E+001, 7.1853530E+000, 7.0984461E+000, 3.9995676E+000, 4.1394152E+000
 1.2800286E+002, 1.4088512E+001, 1.1852611E+001, 7.0121093E+000, 6.9759298E+000, 4.0227943E+000, 4.1739943E+000
 1.2900272E+002, 1.3892769E+001, 1.2907821E+001, 6.9432564E+000, 7.1503973E+000, 3.9549392E+000, 4.2563519E+000
 1.3000176E+002, 1.4168146E+001, 1.1961496E+001, 7.0106112E+000, 6.7824550E+000, 4.0996621E+000, 4.0990167E+000
 1.3100313E+002, 1.4220681E+001, 1.2776449E+001, 7.0364688E+000, 7.1471490E+000, 3.8581356E+000, 4.0151409E+000
 1.3200115E+002, 1.4040542E+001, 1.2070521E+001, 7.0917373E+000, 7.0014196E+000, 3.9670843E+000, 4.0801551E+000
 1.3300080E+002, 1.4060975E+001, 1.2520011E+001, 7.0694089E+000, 7.1123819E+000, 4.0330600E+000, 4.2320973E+000
 1.3400367E+002, 1.3956192E+001, 1.2098053E+001, 6.9517364E+000, 6.9774463E+000, 3.8769625E+000, 4.0460036E+000
 1.3500401E+002, 1.3926375E+001, 1.1942800E+001, 6.9181213E+000, 6.8419248E+000, 4.0089079E+000, 4.1810024E+000
 1.3600212E+002, 1.4049608E+001, 1.2571393E+001, 7.1326625E+000, 7.2109092E+000, 4.0268849E+000, 4.2891816E+000
 1.3700047E+002, 1.3579803E+001, 1.2123204E+001, 6.8459995E+000, 6.9880042E+000, 3.9766012E+000, 4.1710471E+000
 1.3800067E+002, 9.9436203E+000, 9.3396348E+000, 5.5607401E+000, 5.8410015E+000, 3.1283112E+000, 3.4218878E+000
 1.3900574E+002, 4.5088449E-001, 4.0460050E-001, 3.8290519E-001, 4.0275125E-001, 2.2152242E-001, 2.5152104E-001
 1.4000305E+002, 8.4442127E-003, 1.3953850E-002, 6.3722561E-003, 1.1233409E-002, 4.0139217E-003, 6.4678343E-003
 1.4100627E+002, 5.9201566E-003, 8.8222161E-003, 3.7632946E-003, 7.2163099E-003, 2.1024572E-003, 3.7226344E-003
 1.4200047E+002, 4.8609295E-003, 6.8441894E-003, 2.7469169E-003, 5.6206602E-003, 1.6503224E-003, 2.8340675E-003
 1.4300762E+002, 4.0889724E-003, 5.8695807E-003, 2.2511652E-003, 4.8265343E-003, 1.4581510E-003, 2.2638333E-003
 1.4401812E+002, 3.4861547E-003, 5.3523641E-003, 1.8490154E-003, 3.9838633E-003, 1.1132099E-003, 1.7646109E-003
 1.4502041E+002, 3.0384413E-003, 4.6979582E-003, 1.3809529E-003, 3.3478461E-003, 8.2036631E-004, 1.4513282E-003
 1.4600345E+002, 2.6137406E-003, 4.2283100E-003, 1.1838604E-003, 2.7949264E-003, 7.1268448E-004, 1.2508220E-003
 1.4702581E+002, 2.1768872E-003, 3.8175722E-003, 1.0740261E-003, 2.4440639E-003, 6.1661932E-004, 1.0738816E-003
 1.4801186E+002, 1.8218081E-003, 3.2915631E-003, 9.5632688E-004, 2.1529905E-003, 5.3563571E-004, 9.0889786E-004
 1.4901810E+002, 1.5695556E-003, 2.7924794E-003, 8.3000340E-004, 1.8335970E-003, 4.6820530E-004, 7.7260186E-004
 1.5000000E+002, 1.2774100E-003, 2.2876042E-003, 6.4520851E-004, 1.4804289E-003, 4.0791888E-004, 6.5952120E-004
