s,C,C,C,C,C,C
 1.4001398E+002, 1.9900263E+002, 3.7330162E+001, 3.8353401E+001, 3.7912502E+001, 3.6995569E+001, 3.7533035E+001
 1.5001534E+002, 2.1315288E+002, 3.9290467E+001, 4.0458889E+001, 3.9909139E+001, 3.8884809E+001, 3.9534662E+001
 1.6000865E+002, 2.2536503E+002, 4.1550006E+001, 4.2848169E+001, 4.2175187E+001, 4.1068119E+001, 4.1837804E+001
 1.7001857E+002, 2.3758081E+002, 4.4105361E+001, 4.5507816E+001, 4.4699200E+001, 4.3542759E+001, 4.4438839E+001
 1.8003813E+002, 2.4981018E+002, 4.6948619E+001, 4.8423044E+001, 4.7467296E+001, 4.6302068E+001, 4.7328892E+001
 1.9003017E+002, 2.6203020E+002, 5.0075978E+001, 5.1591486E+001, 5.0477276E+001, 4.9341772E+001, 5.0504621E+001
 2.0004218E+002, 2.7424763E+002, 5.3485209E+001, 5.5008458E+001, 5.3723873E+001, 5.2660466E+001, 5.3963165E+001
 2.1001315E+002, 2.8645243E+002, 5.7184412E+001, 5.8689264E+001, 5.7222190E+001, 5.6264981E+001, 5.7713586E+001
 2.2001981E+002, 2.9864903E+002, 6.1205208E+001, 6.2673714E+001, 6.1010629E+001, 6.0184218E+001, 6.1789385E+001
 2.3000462E+002, 3.1086326E+002, 6.5568225E+001, 6.6975844E+001, 6.5102860E+001, 6.4438994E+001, 6.6210833E+001
 2.4003110E+002, 3.2308026E+002, 7.0291796E+001, 7.1615193E+001, 6.9517991E+001, 6.9047332E+001, 7.0996531E+001
 2.5000819E+002, 3.3529786E+002, 7.5376432E+001, 7.6585460E+001, 7.4250883E+001, 7.4010828E+001, 7.6146209E+001
 2.6000274E+002, 3.4749262E+002, 8.0825332E+001, 8.1894749E+001, 7.9310122E+001, 7.9332222E+001, 8.1663521E+001
 2.7003543E+002, 3.5972312E+002, 8.6692098E+001, 8.7600016E+001, 8.4749549E+001, 8.5062730E+001, 8.7603481E+001
 2.8001065E+002, 3.7194577E+002, 9.2968967E+001, 9.3688616E+001, 9.0558919E+001, 9.1195652E+001, 9.3957644E+001
 2.9001441E+002, 3.8098313E+002, 9.9660827E+001, 1.0016387E+002, 9.6743347E+001, 9.7736103E+001, 1.0073085E+002
 3.0000663E+002, 3.8691406E+002, 1.0674153E+002, 1.0696143E+002, 1.0324447E+002, 1.0466292E+002, 1.0789359E+002
 3.1001085E+002, 3.9284307E+002, 1.1407897E+002, 1.1389051E+002, 1.0987746E+002, 1.1185546E+002, 1.1530596E+002
 3.2001121E+002, 3.9877542E+002, 1.2158811E+002, 1.2088423E+002, 1.1658125E+002, 1.1922861E+002, 1.2288413E+002
 3.3000643E+002, 4.0470541E+002, 1.2923589E+002, 1.2794142E+002, 1.2335749E+002, 1.2674416E+002, 1.3059919E+002
 3.4002180E+002, 4.1063898E+002, 1.3701335E+002, 1.3506482E+002, 1.3020843E+002, 1.3439144E+002, 1.3844328E+002
 3.5003300E+002, 4.1657906E+002, 1.4490177E+002, 1.4224856E+002, 1.3712847E+002, 1.4215109E+002, 1.4639812E+002
 3.6002781E+002, 4.2251138E+002, 1.5287869E+002, 1.4948063E+002, 1.4410388E+002, 1.5000025E+002, 1.5444140E+002
 3.7002341E+002, 4.2843739E+002, 1.6093788E+002, 1.5677021E+002, 1.5114722E+002, 1.5793209E+002, 1.6256749E+002
 3.8000441E+002, 4.3436328E+002, 1.6907765E+002, 1.6412400E+002, 1.5826563E+002, 1.6594424E+002, 1.7077512E+002
 3.9001244E+002, 4.4028883E+002, 1.7731001E+002, 1.7155555E+002, 1.6546808E+002, 1.7404825E+002, 1.7907625E+002
 4.0002688E+002, 4.4622914E+002, 1.8562965E+002, 1.7907012E+002, 1.7276714E+002, 1.8223994E+002, 1.8746525E+002
 4.1000698E+002, 4.5215784E+002, 1.9402390E+002, 1.8666148E+002, 1.8015080E+002, 1.9050512E+002, 1.9593034E+002
 4.2000002E+002, 4.5808045E+002, 2.0249696E+002, 1.9433854E+002, 1.8762830E+002, 1.9884829E+002, 2.0447546E+002
 4.3001037E+002, 4.6338518E+002, 2.1106850E+002, 2.0211542E+002, 1.9521422E+002, 2.0728980E+002, 2.1311965E+002
 4.4002624E+002, 4.6496329E+002, 2.1967757E+002, 2.0990730E+002, 2.0282994E+002, 2.1577574E+002, 2.2179719E+002
 4.5002855E+002, 4.6592401E+002, 2.2819868E+002, 2.1755553E+002, 2.1032524E+002, 2.2418829E+002, 2.3037790E+002
 4.6002402E+002, 4.6688418E+002, 2.3653652E+002, 2.2496092E+002, 2.1760161E+002, 2.3243305E+002, 2.3876647E+002
 4.7002412E+002, 4.6784396E+002, 2.4464290E+002, 2.3209121E+002, 2.2462555E+002, 2.4046118E+002, 2.4691527E+002
 4.8000529E+002, 4.6880288E+002, 2.5248610E+002, 2.3894463E+002, 2.3139408E+002, 2.4823913E+002, 2.5479390E+002
 4.9003653E+002, 4.6976358E+002, 2.6010113E+002, 2.4558573E+002, 2.3796739E+002, 2.5579621E+002, 2.6244126E+002
 5.0002088E+002, 4.7072428E+002, 2.6749767E+002, 2.5203114E+002, 2.4436044E+002, 2.6314052E+002, 2.6986754E+002
 5.1003030E+002, 4.7168401E+002, 2.7462498E+002, 2.5822295E+002, 2.5051715E+002, 2.7022793E+002, 2.7701702E+002
 5.2000196E+002, 4.7264324E+002, 2.8147751E+002, 2.6418047E+002, 2.5645450E+002, 2.7705154E+002, 2.8388542E+002
 5.3001696E+002, 4.7360256E+002, 2.8811305E+002, 2.6998012E+002, 2.6224445E+002, 2.8366242E+002, 2.9053502E+002
 5.4002059E+002, 4.7456381E+002, 2.9454522E+002, 2.7562560E+002, 2.6789086E+002, 2.9007616E+002, 2.9697783E+002
 5.5002258E+002, 4.7552332E+002, 3.0074144E+002, 2.8108004E+002, 2.7335690E+002, 2.9626367E+002, 3.0317876E+002
 5.6000789E+002, 4.7928510E+002, 3.0671755E+002, 2.8637646E+002, 2.7867151E+002, 3.0223817E+002, 3.0915546E+002
 5.7002794E+002, 4.8581122E+002, 3.1257178E+002, 2.9166180E+002, 2.8397381E+002, 3.0808876E+002, 3.1501231E+002
 5.8000809E+002, 4.9233957E+002, 3.1844860E+002, 2.9712211E+002, 2.8944361E+002, 3.1395099E+002, 3.2089929E+002
 5.9000641E+002, 4.9885649E+002, 3.2443375E+002, 3.0283899E+002, 2.9516152E+002, 3.1990958E+002, 3.2690263E+002
 6.0000613E+002, 5.0538318E+002, 3.3061750E+002, 3.0886310E+002, 3.0117841E+002, 3.2605391E+002, 3.3311293E+002
 6.1001961E+002, 5.1191503E+002, 3.3695753E+002, 3.1510343E+002, 3.0740907E+002, 3.3235329E+002, 3.3947942E+002
 6.2001742E+002, 5.1844154E+002, 3.4346027E+002, 3.2157200E+002, 3.1386464E+002, 3.3881075E+002, 3.4601168E+002
 6.3000005E+002, 5.2496273E+002, 3.5007273E+002, 3.2817048E+002, 3.2045383E+002, 3.4538265E+002, 3.5264973E+002
 6.4000023E+002, 5.3148256E+002, 3.5674192E+002, 3.3485185E+002, 3.2713148E+002, 3.5201908E+002, 3.5933931E+002
 6.5002456E+002, 5.3801788E+002, 3.6352906E+002, 3.4169481E+002, 3.3397259E+002, 3.5877128E+002, 3.6614909E+002
 6.6000413E+002, 5.4454424E+002, 3.7040609E+002, 3.4864865E+002, 3.4092905E+002, 3.6561362E+002, 3.7304894E+002
 6.7001018E+002, 5.5106533E+002, 3.7735289E+002, 3.5568897E+002, 3.4797651E+002, 3.7252811E+002, 3.8001713E+002
 6.8001736E+002, 5.5759604E+002, 3.8435790E+002, 3.6279399E+002, 3.5509415E+002, 3.7950502E+002, 3.8704078E+002
 6.9001985E+002, 5.6412652E+002, 3.9149364E+002, 3.7008384E+002, 3.6239626E+002, 3.8660173E+002, 3.9420394E+002
 7.0002691E+002, 5.7065668E+002, 3.9875706E+002, 3.7748876E+002, 3.6981938E+002, 3.9382377E+002, 4.0149594E+002
 7.1001361E+002, 5.7718037E+002, 4.0605687E+002, 3.8492552E+002, 3.7728074E+002, 4.0108679E+002, 4.0882148E+002
 7.2001829E+002, 5.8370411E+002, 4.1342501E+002, 3.9242791E+002, 3.8481240E+002, 4.0841778E+002, 4.1621581E+002
 7.3001445E+002, 5.9023032E+002, 4.2082583E+002, 3.9995714E+002, 3.9237794E+002, 4.1578484E+002, 4.2364098E+002
 7.4002766E+002, 5.9675707E+002, 4.2827799E+002, 4.0754545E+002, 4.0000790E+002, 4.2320222E+002, 4.3111894E+002
 7.5001341E+002, 6.0244588E+002, 4.3577058E+002, 4.1517645E+002, 4.0768549E+002, 4.3065935E+002, 4.3863796E+002
 7.6001448E+002, 6.0730006E+002, 4.4330722E+002, 4.2283414E+002, 4.1539443E+002, 4.3815991E+002, 4.4620159E+002
 7.7001876E+002, 6.1215678E+002, 4.5076620E+002, 4.3035037E+002, 4.2297406E+002, 4.4559657E+002, 4.5367837E+002
 7.8001585E+002, 6.1701436E+002, 4.5814141E+002, 4.3776499E+002, 4.3046061E+002, 4.5295472E+002, 4.6106868E+002
 7.9000013E+002, 6.2186654E+002, 4.6543745E+002, 4.4509605E+002, 4.3786821E+002, 4.6023658E+002, 4.6837841E+002
 8.0001621E+002, 6.2672596E+002, 4.7268524E+002, 4.5237354E+002, 4.4522568E+002, 4.6747084E+002, 4.7563944E+002
 8.1002522E+002, 6.3158841E+002, 4.7984680E+002, 4.5954118E+002, 4.5247913E+002, 4.7462535E+002, 4.8280933E+002
 8.2002672E+002, 6.3644736E+002, 4.8688594E+002, 4.6658393E+002, 4.5961196E+002, 4.8166440E+002, 4.8985250E+002
 8.3001382E+002, 6.4130313E+002, 4.9383452E+002, 4.7354354E+002, 4.6666385E+002, 4.8861447E+002, 4.9680422E+002
 8.4000192E+002, 6.4615397E+002, 5.0065729E+002, 4.8037175E+002, 4.7358757E+002, 4.9544690E+002, 5.0362475E+002
 8.5002462E+002, 6.5101335E+002, 5.0737399E+002, 4.8711340E+002, 4.8042524E+002, 5.0217899E+002, 5.1033558E+002
 8.6002585E+002, 6.5587586E+002, 5.1408410E+002, 4.9390375E+002, 4.8730983E+002, 5.0889555E+002, 5.1704638E+002
 8.7000311E+002, 6.6072780E+002, 5.2075610E+002, 5.0065931E+002, 4.9415996E+002, 5.1557402E+002, 5.2371850E+002
 8.8000955E+002, 6.6558063E+002, 5.2734613E+002, 5.0732865E+002, 5.0092501E+002, 5.2217814E+002, 5.3030327E+002
 8.9002012E+002, 6.6692115E+002, 5.3386818E+002, 5.1393637E+002, 5.0762959E+002, 5.2871894E+002, 5.3681700E+002
 9.0002310E+002, 6.6477281E+002, 5.4017529E+002, 5.2023354E+002, 5.1403466E+002, 5.3506454E+002, 5.4310205E+002
 9.1001574E+002, 6.6262709E+002, 5.4602217E+002, 5.2590441E+002, 5.1983405E+002, 5.4098415E+002, 5.4890383E+002
 9.2000993E+002, 6.6048244E+002, 5.5128414E+002, 5.3087013E+002, 5.2494399E+002, 5.4635149E+002, 5.5409936E+002
 9.3002115E+002, 6.5833554E+002, 5.5596011E+002, 5.3520735E+002, 5.2943327E+002, 5.5115622E+002, 5.5869439E+002
 9.4001072E+002, 6.5618840E+002, 5.6016949E+002, 5.3912314E+002, 5.3350175E+002, 5.5549784E+002, 5.6282206E+002
 9.5000984E+002, 6.5404426E+002, 5.6397451E+002, 5.4266174E+002, 5.3719450E+002, 5.5943863E+002, 5.6654353E+002
 9.6001580E+002, 6.5189709E+002, 5.6738696E+002, 5.4584527E+002, 5.4053093E+002, 5.6299319E+002, 5.6986794E+002
 9.7001949E+002, 6.4974906E+002, 5.7043543E+002, 5.4871681E+002, 5.4355318E+002, 5.6618777E+002, 5.7282561E+002
 9.8002115E+002, 6.4760199E+002, 5.7316602E+002, 5.5131845E+002, 5.4630345E+002, 5.6906645E+002, 5.7546455E+002
 9.9001653E+002, 6.4545720E+002, 5.7554260E+002, 5.5360632E+002, 5.4873713E+002, 5.7160118E+002, 5.7774254E+002
 1.0000044E+003, 6.4331154E+002, 5.7759712E+002, 5.5562934E+002, 5.5090318E+002, 5.7381916E+002, 5.7969503E+002
 1.0100155E+003, 6.4116612E+002, 5.7933607E+002, 5.5738426E+002, 5.5279914E+002, 5.7572873E+002, 5.8132661E+002
 1.0200224E+003, 6.3901718E+002, 5.8080091E+002, 5.5893004E+002, 5.5448256E+002, 5.7736595E+002, 5.8268327E+002
 1.0300085E+003, 6.3687144E+002, 5.8202022E+002, 5.6029893E+002, 5.5598350E+002, 5.7875745E+002, 5.8379465E+002
 1.0400230E+003, 6.3472555E+002, 5.8308896E+002, 5.6158949E+002, 5.5740152E+002, 5.7998969E+002, 5.8476171E+002
 1.0500166E+003, 6.3257796E+002, 5.8397865E+002, 5.6273467E+002, 5.5867204E+002, 5.8104337E+002, 5.8554895E+002
 1.0600131E+003, 6.3043256E+002, 5.8467611E+002, 5.6372489E+002, 5.5978422E+002, 5.8190583E+002, 5.8614286E+002
 1.0700149E+003, 6.2828653E+002, 5.8523663E+002, 5.6462822E+002, 5.6080626E+002, 5.8262561E+002, 5.8660426E+002
 1.0800234E+003, 6.2613879E+002, 5.8563934E+002, 5.6538457E+002, 5.6168046E+002, 5.8318887E+002, 5.8690668E+002
 1.0900185E+003, 6.2314005E+002, 5.8586163E+002, 5.6599115E+002, 5.6240174E+002, 5.8357364E+002, 5.8702736E+002
 1.1000139E+003, 6.1511442E+002, 5.8593049E+002, 5.6644942E+002, 5.6297543E+002, 5.8380323E+002, 5.8699604E+002
 1.1100096E+003, 6.0626621E+002, 5.8563692E+002, 5.6642391E+002, 5.6307961E+002, 5.8369189E+002, 5.8658725E+002
 1.1200264E+003, 5.9739764E+002, 5.8483094E+002, 5.6577870E+002, 5.6257966E+002, 5.8309272E+002, 5.8565040E+002
 1.1300040E+003, 5.8854416E+002, 5.8343594E+002, 5.6448356E+002, 5.6143973E+002, 5.8192863E+002, 5.8410917E+002
 1.1400057E+003, 5.7969607E+002, 5.8156318E+002, 5.6275475E+002, 5.5986827E+002, 5.8028851E+002, 5.8209083E+002
 1.1500059E+003, 5.7083709E+002, 5.7929340E+002, 5.6066214E+002, 5.5793532E+002, 5.7824910E+002, 5.7967793E+002
 1.1600225E+003, 5.6197615E+002, 5.7663884E+002, 5.5821639E+002, 5.5565131E+002, 5.7582489E+002, 5.7688097E+002
 1.1700166E+003, 5.5311325E+002, 5.7359922E+002, 5.5541935E+002, 5.5301722E+002, 5.7301842E+002, 5.7369687E+002
 1.1800053E+003, 5.4426104E+002, 5.7023490E+002, 5.5235119E+002, 5.5010993E+002, 5.6988544E+002, 5.7018889E+002
 1.1900102E+003, 5.3540565E+002, 5.6654303E+002, 5.4900767E+002, 5.4692509E+002, 5.6642700E+002, 5.6635177E+002
 1.2000222E+003, 5.2654329E+002, 5.6260198E+002, 5.4549201E+002, 5.4356533E+002, 5.6271221E+002, 5.6227107E+002
 1.2100276E+003, 5.1767655E+002, 5.5847832E+002, 5.4186136E+002, 5.4008837E+002, 5.5880419E+002, 5.5801523E+002
 1.2200028E+003, 5.0882643E+002, 5.5409967E+002, 5.3797415E+002, 5.3635412E+002, 5.5464909E+002, 5.5349755E+002
 1.2300168E+003, 4.9955237E+002, 5.4945253E+002, 5.3387779E+002, 5.3240787E+002, 5.5022716E+002, 5.4871025E+002
 1.2400029E+003, 4.8777496E+002, 5.4469092E+002, 5.2974616E+002, 5.2842432E+002, 5.4567415E+002, 5.4382082E+002
 1.2500152E+003, 4.7558099E+002, 5.3976309E+002, 5.2543742E+002, 5.2426910E+002, 5.4095145E+002, 5.3876756E+002
 1.2600009E+003, 4.6339108E+002, 5.3457084E+002, 5.2084412E+002, 5.1983523E+002, 5.3597049E+002, 5.3344581E+002
 1.2700176E+003, 4.5119682E+002, 5.2913784E+002, 5.1602997E+002, 5.1518357E+002, 5.3074766E+002, 5.2788479E+002
 1.2800047E+003, 4.3900064E+002, 5.2347056E+002, 5.1098984E+002, 5.1030938E+002, 5.2529012E+002, 5.2209004E+002
 1.2900168E+003, 4.2680585E+002, 5.1755989E+002, 5.0572498E+002, 5.0521313E+002, 5.1958928E+002, 5.1605219E+002
 1.3000053E+003, 4.1460711E+002, 5.1144118E+002, 5.0028614E+002, 4.9994266E+002, 5.1367731E+002, 5.0980846E+002
 1.3100162E+003, 4.0242040E+002, 5.0510435E+002, 4.9465128E+002, 4.9447537E+002, 5.0754915E+002, 5.0334482E+002
 1.3200229E+003, 3.9021669E+002, 4.9854943E+002, 4.8883987E+002, 4.8883035E+002, 5.0120335E+002, 4.9666288E+002
 1.3300153E+003, 3.7802087E+002, 4.9188010E+002, 4.8297423E+002, 4.8312857E+002, 4.9473282E+002, 4.8987394E+002
 1.3400035E+003, 3.6583232E+002, 4.8518717E+002, 4.7715359E+002, 4.7746941E+002, 4.8822053E+002, 4.8307448E+002
 1.3500245E+003, 3.5363702E+002, 4.7844284E+002, 4.7129436E+002, 4.7177178E+002, 4.8164870E+002, 4.7622870E+002
 1.3600343E+003, 3.4142667E+002, 4.7161411E+002, 4.6536191E+002, 4.6599920E+002, 4.7499022E+002, 4.6929954E+002
 1.3700181E+003, 3.2924077E+002, 4.6467705E+002, 4.5931596E+002, 4.6011161E+002, 4.6822658E+002, 4.6225938E+002
 1.3800058E+003, 3.1705750E+002, 4.5767654E+002, 4.5324200E+002, 4.5419442E+002, 4.6139209E+002, 4.5516136E+002
 1.3900263E+003, 3.0964326E+002, 4.5066505E+002, 4.4720084E+002, 4.4830658E+002, 4.5453518E+002, 4.4806010E+002
 1.4000016E+003, 3.0694909E+002, 4.4366195E+002, 4.4120648E+002, 4.4245677E+002, 4.4768064E+002, 4.4097049E+002
 1.4100265E+003, 3.0425690E+002, 4.3678495E+002, 4.3542427E+002, 4.3680486E+002, 4.4093391E+002, 4.3401915E+002
 1.4200309E+003, 3.0155999E+002, 4.3009107E+002, 4.2987942E+002, 4.3137618E+002, 4.3435416E+002, 4.2726072E+002
 1.4300244E+003, 2.9886595E+002, 4.2365955E+002, 4.2464778E+002, 4.2624731E+002, 4.2801718E+002, 4.2077735E+002
 1.4400288E+003, 2.9617195E+002, 4.1751864E+002, 4.1971422E+002, 4.2140791E+002, 4.2195176E+002, 4.1459677E+002
 1.4500269E+003, 2.9347826E+002, 4.1158394E+002, 4.1495006E+002, 4.1672986E+002, 4.1608816E+002, 4.0862392E+002
 1.4600252E+003, 2.9078563E+002, 4.0583708E+002, 4.1034375E+002, 4.1220267E+002, 4.1040743E+002, 4.0284142E+002
 1.4700273E+003, 2.8809168E+002, 4.0028053E+002, 4.0590049E+002, 4.0783347E+002, 4.0490861E+002, 3.9725474E+002
 1.4800107E+003, 2.8540007E+002, 3.9490295E+002, 4.0158565E+002, 4.0358825E+002, 3.9958274E+002, 3.9185077E+002
 1.4900297E+003, 2.8270524E+002, 3.8966006E+002, 3.9735489E+002, 3.9942307E+002, 3.9438862E+002, 3.8658305E+002
 1.5000015E+003, 2.8001563E+002, 3.8453849E+002, 3.9319850E+002, 3.9532876E+002, 3.8931364E+002, 3.8143765E+002
 1.5100375E+003, 2.7732017E+002, 3.7958286E+002, 3.8919240E+002, 3.9138262E+002, 3.8439170E+002, 3.7646749E+002
 1.5200026E+003, 2.7462587E+002, 3.7482219E+002, 3.8533366E+002, 3.8758228E+002, 3.7965297E+002, 3.7169965E+002
 1.5300031E+003, 2.7193820E+002, 3.7016604E+002, 3.8150878E+002, 3.8381259E+002, 3.7502106E+002, 3.6703351E+002
 1.5400292E+003, 2.6924005E+002, 3.6562094E+002, 3.7776539E+002, 3.8012126E+002, 3.7049445E+002, 3.6248227E+002
 1.5500367E+003, 2.6654233E+002, 3.6117321E+002, 3.7407138E+002, 3.7647669E+002, 3.6606393E+002, 3.5802893E+002
 1.5600049E+003, 2.6385151E+002, 3.5684431E+002, 3.7045569E+002, 3.7290822E+002, 3.6174838E+002, 3.5369696E+002
 1.5700239E+003, 2.6116057E+002, 3.5260963E+002, 3.6689504E+002, 3.6939381E+002, 3.5752299E+002, 3.4946189E+002
 1.5800407E+003, 2.5846123E+002, 3.4850647E+002, 3.6344441E+002, 3.6598822E+002, 3.5341862E+002, 3.4536569E+002
 1.5900232E+003, 2.5576870E+002, 3.4449993E+002, 3.6002503E+002, 3.6261148E+002, 3.4941173E+002, 3.4136456E+002
 1.6000127E+003, 2.5307836E+002, 3.4051938E+002, 3.5657259E+002, 3.5919995E+002, 3.4543699E+002, 3.3738479E+002
 1.6100322E+003, 2.5038235E+002, 3.3655720E+002, 3.5310570E+002, 3.5577197E+002, 3.4148200E+002, 3.3342225E+002
 1.6200087E+003, 2.4769241E+002, 3.3267026E+002, 3.4971730E+002, 3.5241984E+002, 3.3759623E+002, 3.2953932E+002
 1.6300381E+003, 2.4499631E+002, 3.2889986E+002, 3.4642422E+002, 3.4916197E+002, 3.3381913E+002, 3.2577814E+002
 1.6400370E+003, 2.4229809E+002, 3.2515856E+002, 3.4311039E+002, 3.4588215E+002, 3.3007490E+002, 3.2204295E+002
 1.6500231E+003, 2.3960688E+002, 3.2153275E+002, 3.3991774E+002, 3.4272212E+002, 3.2643679E+002, 3.1842975E+002
 1.6600351E+003, 2.3691273E+002, 3.1800921E+002, 3.3680122E+002, 3.3963680E+002, 3.2289702E+002, 3.1492077E+002
 1.6700273E+003, 2.3421971E+002, 3.1449769E+002, 3.3363507E+002, 3.3650135E+002, 3.1937703E+002, 3.1141771E+002
 1.6800275E+003, 2.3152647E+002, 3.1100167E+002, 3.3046211E+002, 3.3335802E+002, 3.1587436E+002, 3.0792900E+002
 1.6900095E+003, 2.2883504E+002, 3.0755293E+002, 3.2732422E+002, 3.3024807E+002, 3.1241696E+002, 3.0448896E+002
 1.7000472E+003, 2.2613951E+002, 3.0413806E+002, 3.2421036E+002, 3.2716055E+002, 3.0899254E+002, 3.0108334E+002
 1.7100106E+003, 2.2344559E+002, 3.0080178E+002, 3.2117463E+002, 3.2414968E+002, 3.0564253E+002, 2.9775900E+002
 1.7200101E+003, 2.2075615E+002, 2.9753034E+002, 3.1818624E+002, 3.2118549E+002, 3.0235593E+002, 2.9450039E+002
 1.7300185E+003, 2.1806208E+002, 2.9431610E+002, 3.1524075E+002, 3.1826370E+002, 2.9912472E+002, 2.9129988E+002
 1.7400155E+003, 2.1536799E+002, 2.9113893E+002, 3.1230768E+002, 3.1535356E+002, 2.9593183E+002, 2.8813525E+002
 1.7500140E+003, 2.1267464E+002, 2.8802117E+002, 3.0942870E+002, 3.1249680E+002, 2.9279583E+002, 2.8503174E+002
 1.7600333E+003, 2.0997884E+002, 2.8494191E+002, 3.0656133E+002, 3.0965104E+002, 2.8969906E+002, 2.8196595E+002
 1.7700050E+003, 2.0728643E+002, 2.8193192E+002, 3.0376610E+002, 3.0687669E+002, 2.8666697E+002, 2.7897280E+002
 1.7800335E+003, 2.0459453E+002, 2.7897126E+002, 3.0099539E+002, 3.0412690E+002, 2.8368477E+002, 2.7602804E+002
 1.7900014E+003, 2.0189985E+002, 2.7605484E+002, 2.9826152E+002, 3.0141371E+002, 2.8074546E+002, 2.7312862E+002
 1.8000205E+003, 1.9920846E+002, 2.7319238E+002, 2.9556262E+002, 2.9873517E+002, 2.7785923E+002, 2.7028353E+002
 1.8100107E+003, 1.9651341E+002, 2.7034244E+002, 2.9285719E+002, 2.9604867E+002, 2.7498876E+002, 2.6744862E+002
 1.8200060E+003, 1.9382239E+002, 2.6753455E+002, 2.9019144E+002, 2.9340108E+002, 2.7215922E+002, 2.6465674E+002
 1.8300284E+003, 1.9112453E+002, 2.6472695E+002, 2.8749829E+002, 2.9072556E+002, 2.6933419E+002, 2.6186191E+002
 1.8400493E+003, 1.8842707E+002, 2.6191699E+002, 2.8479575E+002, 2.8803981E+002, 2.6650817E+002, 2.5906398E+002
 1.8500139E+003, 1.8573545E+002, 2.5917207E+002, 2.8218088E+002, 2.8544080E+002, 2.6374124E+002, 2.5633548E+002
 1.8600238E+003, 1.8304445E+002, 2.5652646E+002, 2.7967020E+002, 2.8294640E+002, 2.6106617E+002, 2.5371124E+002
 1.8700311E+003, 1.8034812E+002, 2.5389218E+002, 2.7713401E+002, 2.8042607E+002, 2.5840816E+002, 2.5109367E+002
 1.8800277E+003, 1.7765444E+002, 2.5127463E+002, 2.7460593E+002, 2.7791333E+002, 2.5576883E+002, 2.4849158E+002
 1.8900428E+003, 1.7496020E+002, 2.4864433E+002, 2.7204325E+002, 2.7536519E+002, 2.5312181E+002, 2.4587305E+002
 1.9000079E+003, 1.7226878E+002, 2.4603331E+002, 2.6951224E+002, 2.7284810E+002, 2.5049309E+002, 2.4327484E+002
 1.9100092E+003, 1.6957857E+002, 2.4348042E+002, 2.6704973E+002, 2.7039900E+002, 2.4791797E+002, 2.4073814E+002
 1.9200273E+003, 1.6688342E+002, 2.4096400E+002, 2.6461693E+002, 2.6797969E+002, 2.4537810E+002, 2.3823861E+002
 1.9300411E+003, 1.6418490E+002, 2.3849735E+002, 2.6222623E+002, 2.6560357E+002, 2.4288563E+002, 2.3579001E+002
 1.9400193E+003, 1.6149299E+002, 2.3605623E+002, 2.5984669E+002, 2.6323813E+002, 2.4042122E+002, 2.3336480E+002
 1.9500143E+003, 1.5880297E+002, 2.3365244E+002, 2.5751165E+002, 2.6091608E+002, 2.3799333E+002, 2.3097778E+002
 1.9600371E+003, 1.5610738E+002, 2.3127155E+002, 2.5518823E+002, 2.5860580E+002, 2.3558931E+002, 2.2861289E+002
 1.9700142E+003, 1.5341410E+002, 2.2890648E+002, 2.5286616E+002, 2.5629648E+002, 2.3320279E+002, 2.2626262E+002
 1.9800418E+003, 1.5072071E+002, 2.2653274E+002, 2.5052103E+002, 2.5396344E+002, 2.3081107E+002, 2.2390142E+002
