s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,m3/s,m3/s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kg,kg,kg,kg,kg,kg,kg,kg,kg
Time,"TG_L4_NE_005","TG_L4_NE_055","TG_L4_NE_105","TG_L4_NE_155","TG_L4_NE_205","TG_L4_NE_255","TG_L4_NE_305","TG_L4_NE_355","TG_L4_NE_390","TG_L4_NW_005","TG_L4_NW_055","TG_L4_NW_105","TG_L4_NW_155","TG_L4_NW_205","TG_L4_NW_255","TG_L4_NW_305","TG_L4_NW_355","TG_L4_NW_390","TG_L4_SE_005","TG_L4_SE_055","TG_L4_SE_105","TG_L4_SE_155","TG_L4_SE_205","TG_L4_SE_255","TG_L4_SE_305","TG_L4_SE_355","TG_L4_SE_390","TG_L4_SW_005","TG_L4_SW_055","TG_L4_SW_105","TG_L4_SW_155","TG_L4_SW_205","TG_L4_SW_255","TG_L4_SW_305","TG_L4_SW_355","TG_L4_SW_390","TG_L4_CC_005","TG_L4_CC_055","TG_L4_CC_105","TG_L4_CC_155","TG_L4_CC_205","TG_L4_CC_255","TG_L4_CC_305","TG_L4_CC_355","TG_L4_CC_390","TG_EXT_L4","TG_ADM_L4","CO_L4_BAS","CO_L4_HAUT","CO_ADM_L4","CO_EXT_L4","CO2_L4_BAS","CO2_L4_HAUT","CO2_ADM_L4","CO2_EXT_L4","O2_L4_BAS","O2_L4_HAUT","O2_ADM_L4","O2_EXT_L4","H2O_L4_HAUT","H2O_EXT_L4","DEXT_L4","DADM_L4","FLR_L4_NE_030","FLR_L4_NE_155","FLR_L4_NE_260","FLR_L4_NE_355","FLT_L4_EC_265","FLT_L4_NC_265","FLT_L4_SC_265","FLT_L4_WC_265","Mass1","Mass2","Mass3","Mass4","Mass5","Mass6","Mass7","Mass8","Mass9"
 2.4000782E+002, 4.2601652E+001, 4.0681156E+001, 4.5866348E+001, 5.8486507E+001, 7.5040062E+001, 8.3522658E+001, 9.5518887E+001, 1.1225052E+002, 1.4424271E+002, 4.8077530E+001, 4.7322327E+001, 4.9302788E+001, 5.8491249E+001, 7.7877519E+001, 8.4324254E+001, 9.2363217E+001, 1.1166155E+002, 1.5489066E+002, 2.6769757E+001, 3.6019597E+001, 4.2855982E+001, 5.4321635E+001, 7.1342700E+001, 9.8595559E+001, 1.1305203E+002, 1.2234850E+002, 1.2517489E+002, 2.7653384E+001, 3.6101488E+001, 4.2216899E+001, 5.3388328E+001, 7.6771743E+001, 9.7583087E+001, 1.0432853E+002, 1.1456305E+002, 1.2243903E+002, 3.8867512E+001, 3.6992543E+001, 4.4194678E+001, 5.6253914E+001, 7.1575024E+001, 9.2832313E+001, 1.0328838E+002, 1.2203951E+002, 1.3587479E+002, 1.7000000E+001, 1.7000000E+001, 5.7430357E-006, 2.7993963E-005, 0.0000000E+000, 2.9270604E-005, 2.5094527E-003, 1.0720671E-002, 3.9011087E-004, 1.1191788E-002, 2.0625655E-001, 1.9351285E-001, 2.0954574E-001, 1.9278169E-001, 2.1729891E-002, 2.2352762E-002, 8.8892400E-001, 6.1439377E-001, 1.7954563E-001, 2.8041075E-001, 2.4473044E-001, 3.7674168E-001, 1.0567158E+000, 8.0490872E-001, 8.6199530E-001, 8.0455415E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.5000412E+002, 4.4241568E+001, 4.3022891E+001, 4.6096208E+001, 6.0070092E+001, 7.7014281E+001, 8.3779665E+001, 9.6851323E+001, 1.1181600E+002, 1.4218036E+002, 4.8881309E+001, 4.7996648E+001, 4.9833199E+001, 6.0925313E+001, 7.8754393E+001, 8.6864458E+001, 9.3878414E+001, 1.1230091E+002, 1.5525560E+002, 2.7454948E+001, 3.6961430E+001, 4.3888013E+001, 5.5892680E+001, 7.2514736E+001, 1.0155588E+002, 1.1294992E+002, 1.2294570E+002, 1.2397357E+002, 2.8399350E+001, 3.7333688E+001, 4.3566327E+001, 5.4220386E+001, 7.6955402E+001, 9.7784085E+001, 1.0579735E+002, 1.1367204E+002, 1.2142254E+002, 3.8574398E+001, 3.7559787E+001, 4.5214713E+001, 5.7734115E+001, 7.2749098E+001, 9.2657718E+001, 1.0465951E+002, 1.2193818E+002, 1.3386372E+002, 1.7000000E+001, 1.7000000E+001, 5.9692293E-006, 2.8058538E-005, 0.0000000E+000, 2.9684151E-005, 2.5929245E-003, 1.0744501E-002, 3.9011087E-004, 1.1344398E-002, 2.0612701E-001, 1.9347587E-001, 2.0954574E-001, 1.9254484E-001, 2.1761336E-002, 2.2554343E-002, 8.8844243E-001, 6.1621362E-001, 1.8122605E-001, 2.8412252E-001, 2.5557733E-001, 3.8410232E-001, 1.0674355E+000, 8.1861972E-001, 8.5096762E-001, 8.1776756E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.6000944E+002, 4.6022537E+001, 4.4033850E+001, 4.7751734E+001, 6.1236126E+001, 7.8818891E+001, 8.4959587E+001, 9.6171810E+001, 1.1596855E+002, 1.4387020E+002, 4.9581818E+001, 4.9673753E+001, 5.1919031E+001, 6.2159953E+001, 7.9330425E+001, 8.9290209E+001, 9.4409150E+001, 1.1457645E+002, 1.5691990E+002, 2.8537806E+001, 3.8221050E+001, 4.4720311E+001, 5.7344939E+001, 7.4902305E+001, 1.0286012E+002, 1.1326998E+002, 1.2346348E+002, 1.2443459E+002, 2.8896676E+001, 3.8774636E+001, 4.4320666E+001, 5.6626040E+001, 8.0499035E+001, 9.8151219E+001, 1.0510615E+002, 1.1388969E+002, 1.2139936E+002, 4.0066648E+001, 3.7998577E+001, 4.6265686E+001, 5.8417001E+001, 7.4157697E+001, 9.2182832E+001, 1.0641129E+002, 1.2347370E+002, 1.3430665E+002, 1.7000000E+001, 1.7000000E+001, 8.5792703E-006, 2.9606348E-005, 0.0000000E+000, 2.9958038E-005, 3.5561031E-003, 1.1315687E-002, 3.9011087E-004, 1.1445470E-002, 2.0463217E-001, 1.9258940E-001, 2.0954574E-001, 1.9238797E-001, 2.2516280E-002, 2.2687787E-002, 8.8476761E-001, 6.1768995E-001, 1.7989295E-001, 2.7874286E-001, 2.5474984E-001, 3.8999713E-001, 1.0109133E+000, 8.3040673E-001, 8.7223827E-001, 8.1692193E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.7000666E+002, 4.6690767E+001, 4.4715704E+001, 4.9414557E+001, 6.2737973E+001, 7.9883914E+001, 8.6976298E+001, 9.6286405E+001, 1.1348725E+002, 1.4941651E+002, 5.0532746E+001, 5.0684939E+001, 5.4260450E+001, 6.3958425E+001, 7.9911983E+001, 9.1201520E+001, 9.2713954E+001, 1.1282024E+002, 1.5669379E+002, 2.9608634E+001, 3.9346987E+001, 4.5745463E+001, 5.8292851E+001, 7.7052136E+001, 1.0283061E+002, 1.1434817E+002, 1.2408456E+002, 1.2754937E+002, 2.9541399E+001, 3.9182848E+001, 4.5646603E+001, 5.8258928E+001, 8.2992284E+001, 9.6952908E+001, 1.0553975E+002, 1.1616375E+002, 1.2609106E+002, 4.1184799E+001, 3.9040705E+001, 4.6967505E+001, 5.9474498E+001, 7.5399878E+001, 9.3441119E+001, 1.0905992E+002, 1.2691186E+002, 1.3776110E+002, 1.7000000E+001, 1.7000000E+001, 7.9778446E-006, 3.0047622E-005, 0.0000000E+000, 3.1489850E-005, 3.3341601E-003, 1.1478529E-002, 3.9011087E-004, 1.2010752E-002, 2.0497662E-001, 1.9233667E-001, 2.0954574E-001, 1.9151067E-001, 2.2731211E-002, 2.3433492E-002, 8.8185233E-001, 6.1839332E-001, 1.8399066E-001, 2.8310172E-001, 2.5298916E-001, 3.6869940E-001, 1.0563560E+000, 8.4927891E-001, 9.1290084E-001, 8.5682293E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.8000816E+002, 4.6418624E+001, 4.5621769E+001, 5.0874883E+001, 6.1605968E+001, 8.0635058E+001, 8.8274513E+001, 9.7880986E+001, 1.1260931E+002, 1.4835211E+002, 5.1829444E+001, 5.1715761E+001, 5.4718478E+001, 6.4470398E+001, 8.2590543E+001, 9.0966492E+001, 9.4364557E+001, 1.1155069E+002, 1.5576201E+002, 3.0664162E+001, 3.9779389E+001, 4.6534482E+001, 5.9075422E+001, 7.8060913E+001, 1.0222033E+002, 1.1409912E+002, 1.2435525E+002, 1.2917829E+002, 3.0389893E+001, 3.9578164E+001, 4.6781832E+001, 5.9035516E+001, 8.4111266E+001, 9.9277632E+001, 1.0862448E+002, 1.1733655E+002, 1.2803694E+002, 4.0520913E+001, 4.0512576E+001, 4.8088949E+001, 5.9821970E+001, 7.6432369E+001, 9.4107312E+001, 1.0792269E+002, 1.2327692E+002, 1.4076956E+002, 1.7000000E+001, 1.7000000E+001, 9.0869532E-006, 3.0100252E-005, 0.0000000E+000, 3.2128309E-005, 3.7434524E-003, 1.1497951E-002, 3.9011087E-004, 1.2246361E-002, 2.0434140E-001, 1.9230653E-001, 2.0954574E-001, 1.9114500E-001, 2.2756835E-002, 2.3743999E-002, 8.7628852E-001, 6.2035012E-001, 1.7767670E-001, 2.7847779E-001, 2.5325129E-001, 3.6160352E-001, 1.0588159E+000, 8.5724936E-001, 9.0097689E-001, 8.5727572E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.9000911E+002, 4.7239307E+001, 4.6298862E+001, 5.1585136E+001, 6.3218763E+001, 8.1385478E+001, 8.7906241E+001, 9.9322491E+001, 1.1632618E+002, 1.4978554E+002, 5.1840247E+001, 5.2432573E+001, 5.4797706E+001, 6.3548529E+001, 8.3153665E+001, 9.2344233E+001, 9.5568418E+001, 1.1580032E+002, 1.5997094E+002, 3.0984670E+001, 4.0832326E+001, 4.7340707E+001, 6.0018752E+001, 7.7687768E+001, 1.0249102E+002, 1.1351333E+002, 1.2568938E+002, 1.3181913E+002, 3.1294465E+001, 4.0538676E+001, 4.7534454E+001, 5.9505231E+001, 8.4733295E+001, 9.9876264E+001, 1.0891973E+002, 1.1750334E+002, 1.2987520E+002, 4.1556528E+001, 4.0579034E+001, 4.9443943E+001, 6.0197206E+001, 7.6533648E+001, 9.4676672E+001, 1.0745204E+002, 1.2492075E+002, 1.4238315E+002, 1.7000000E+001, 1.7000000E+001, 1.0136043E-005, 3.0634974E-005, 0.0000000E+000, 3.3607239E-005, 4.1305962E-003, 1.1695279E-002, 3.9011087E-004, 1.2792128E-002, 2.0374056E-001, 1.9200028E-001, 2.0954574E-001, 1.9029798E-001, 2.3017219E-002, 2.4462495E-002, 8.7388075E-001, 6.2016359E-001, 1.7354734E-001, 2.7172787E-001, 2.6148809E-001, 3.9739083E-001, 1.0831926E+000, 8.2861656E-001, 9.0277412E-001, 8.5417086E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.0000546E+002, 4.7570690E+001, 4.7732329E+001, 5.2025037E+001, 6.4085070E+001, 8.2009593E+001, 8.8360502E+001, 1.0115799E+002, 1.1659114E+002, 1.4988676E+002, 5.1752340E+001, 5.2780471E+001, 5.6096097E+001, 6.4660115E+001, 8.2419350E+001, 9.3100123E+001, 9.5945943E+001, 1.1707140E+002, 1.6064674E+002, 3.1616633E+001, 4.1764673E+001, 4.7854364E+001, 6.0650539E+001, 7.7725865E+001, 1.0352512E+002, 1.1396100E+002, 1.2680298E+002, 1.3157663E+002, 3.2076744E+001, 4.1219858E+001, 4.8554313E+001, 6.0164275E+001, 8.4055312E+001, 1.0129347E+002, 1.1042059E+002, 1.1936326E+002, 1.3059737E+002, 4.1739778E+001, 4.1008731E+001, 4.9345194E+001, 5.9923348E+001, 7.6780244E+001, 9.4023728E+001, 1.0657490E+002, 1.2409105E+002, 1.4190394E+002, 1.7000000E+001, 1.7000000E+001, 1.0547332E-005, 3.1937084E-005, 0.0000000E+000, 3.3767897E-005, 4.2823732E-003, 1.2175794E-002, 3.9011087E-004, 1.2851415E-002, 2.0350500E-001, 1.9125452E-001, 2.0954574E-001, 1.9020597E-001, 2.3650939E-002, 2.4540462E-002, 8.7887709E-001, 6.2036233E-001, 1.9330407E-001, 2.9972572E-001, 2.6776587E-001, 4.1951133E-001, 1.0719971E+000, 8.4195865E-001, 9.1349679E-001, 8.5226577E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.1000348E+002, 4.8591937E+001, 4.8098554E+001, 5.2151687E+001, 6.5445452E+001, 8.2871940E+001, 8.9203017E+001, 1.0126066E+002, 1.1815180E+002, 1.5248062E+002, 5.1909418E+001, 5.2757901E+001, 5.6710792E+001, 6.6281194E+001, 8.2870391E+001, 9.3535524E+001, 9.5849949E+001, 1.1608634E+002, 1.5728000E+002, 3.2445996E+001, 4.2661853E+001, 4.8377025E+001, 6.0524346E+001, 7.7830242E+001, 1.0422992E+002, 1.1690177E+002, 1.2898627E+002, 1.3338590E+002, 3.3267146E+001, 4.1963058E+001, 4.8857212E+001, 6.0088455E+001, 8.3267296E+001, 1.0144054E+002, 1.0984106E+002, 1.2070269E+002, 1.3085326E+002, 4.2437943E+001, 4.2250478E+001, 5.0444153E+001, 6.0734079E+001, 7.6776578E+001, 9.4601474E+001, 1.0728599E+002, 1.2620066E+002, 1.4444560E+002, 1.7000000E+001, 1.7000000E+001, 1.0836561E-005, 3.2693695E-005, 0.0000000E+000, 3.4269621E-005, 4.3891070E-003, 1.2455005E-002, 3.9011087E-004, 1.3036566E-002, 2.0333936E-001, 1.9082119E-001, 2.0954574E-001, 1.8991862E-001, 2.4018571E-002, 2.4783936E-002, 8.6895301E-001, 6.2088620E-001, 1.7631930E-001, 2.7631448E-001, 2.6481182E-001, 3.9985068E-001, 1.0926263E+000, 8.4616495E-001, 9.0706368E-001, 8.6271823E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.2000461E+002, 4.8948438E+001, 4.8968210E+001, 5.3131725E+001, 6.5859741E+001, 8.3110202E+001, 9.0181346E+001, 1.0157486E+002, 1.1872736E+002, 1.5642655E+002, 5.2369888E+001, 5.3305950E+001, 5.7733183E+001, 6.6725042E+001, 8.2564889E+001, 9.4114704E+001, 9.5672460E+001, 1.1300471E+002, 1.6148288E+002, 3.3167753E+001, 4.2970976E+001, 4.8754146E+001, 6.0986209E+001, 7.7887591E+001, 1.0502212E+002, 1.1557646E+002, 1.2875093E+002, 1.3479364E+002, 3.4244477E+001, 4.2776945E+001, 4.8308864E+001, 6.0030870E+001, 8.3547816E+001, 1.0133920E+002, 1.1077005E+002, 1.2061485E+002, 1.3143893E+002, 4.3525345E+001, 4.2595273E+001, 5.0607117E+001, 6.2135223E+001, 7.7591968E+001, 9.5359791E+001, 1.0883417E+002, 1.2863593E+002, 1.4632147E+002, 1.7000000E+001, 1.7000000E+001, 1.0460828E-005, 3.2298377E-005, 0.0000000E+000, 3.5084375E-005, 4.2504507E-003, 1.2309121E-002, 3.9011087E-004, 1.3337233E-002, 2.0355455E-001, 1.9104760E-001, 2.0954574E-001, 1.8945199E-001, 2.3826477E-002, 2.5179005E-002, 8.6546495E-001, 6.2121940E-001, 1.8313513E-001, 2.8729439E-001, 2.6860650E-001, 4.0507892E-001, 1.1097503E+000, 8.7576417E-001, 9.4459037E-001, 8.8030819E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.3000517E+002, 4.8504091E+001, 4.9536423E+001, 5.3576276E+001, 6.5730258E+001, 8.3169693E+001, 8.9743840E+001, 1.0112710E+002, 1.2040927E+002, 1.5337216E+002, 5.2596608E+001, 5.3694331E+001, 5.8539853E+001, 6.6858160E+001, 8.1661347E+001, 9.4239434E+001, 9.5912013E+001, 1.1435638E+002, 1.6527624E+002, 3.3696661E+001, 4.3156538E+001, 4.9249930E+001, 6.0895020E+001, 7.7938821E+001, 1.0409839E+002, 1.1674703E+002, 1.2968174E+002, 1.3361150E+002, 3.5450278E+001, 4.4099552E+001, 4.8040058E+001, 6.0218910E+001, 8.3521522E+001, 1.0122949E+002, 1.1152590E+002, 1.1916528E+002, 1.3007102E+002, 4.3670070E+001, 4.3484831E+001, 5.2042066E+001, 6.1584075E+001, 7.8176439E+001, 9.6547997E+001, 1.0905000E+002, 1.2870971E+002, 1.4398302E+002, 1.7000000E+001, 1.7000000E+001, 1.1900843E-005, 3.4265461E-005, 0.0000000E+000, 3.5689972E-005, 4.7818568E-003, 1.3035031E-002, 3.9011087E-004, 1.3560715E-002, 2.0272981E-001, 1.8992100E-001, 2.0954574E-001, 1.8910514E-001, 2.4781768E-002, 2.5472490E-002, 8.7724923E-001, 6.1988292E-001, 1.8404500E-001, 2.8905244E-001, 2.7559887E-001, 4.2803652E-001, 1.1287298E+000, 8.7590355E-001, 9.2489765E-001, 8.7190096E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.4000205E+002, 4.8477846E+001, 4.9343849E+001, 5.3559674E+001, 6.6405045E+001, 8.3487664E+001, 9.0353586E+001, 1.0247067E+002, 1.1919596E+002, 1.5082328E+002, 5.2925046E+001, 5.3926208E+001, 5.8707239E+001, 6.7079465E+001, 8.3023297E+001, 9.4925688E+001, 9.8152307E+001, 1.1707664E+002, 1.6477333E+002, 3.4562910E+001, 4.3823607E+001, 4.9543481E+001, 6.1445736E+001, 7.7835499E+001, 1.0471648E+002, 1.1821942E+002, 1.3051138E+002, 1.3273335E+002, 3.5990236E+001, 4.4766005E+001, 4.9173821E+001, 6.1018872E+001, 8.3869575E+001, 1.0228249E+002, 1.1135271E+002, 1.1902496E+002, 1.2833995E+002, 4.2870691E+001, 4.3856261E+001, 5.2371364E+001, 6.1818399E+001, 7.8590012E+001, 9.7908588E+001, 1.1065395E+002, 1.2720661E+002, 1.4304734E+002, 1.7000000E+001, 1.7000000E+001, 1.2426360E-005, 3.3592118E-005, 0.0000000E+000, 3.5344704E-005, 4.9757874E-003, 1.2786548E-002, 3.9011087E-004, 1.3433302E-002, 2.0242884E-001, 1.9030664E-001, 2.0954574E-001, 1.8930289E-001, 2.4454931E-002, 2.5305214E-002, 8.7440659E-001, 6.2046100E-001, 1.9042677E-001, 2.9421052E-001, 2.7757197E-001, 4.2014431E-001, 1.1028161E+000, 8.8536791E-001, 9.5118822E-001, 8.8192151E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.5000694E+002, 4.9311469E+001, 4.9844242E+001, 5.3423238E+001, 6.7565751E+001, 8.4527503E+001, 9.1094304E+001, 1.0355044E+002, 1.1601644E+002, 1.5191758E+002, 5.3450678E+001, 5.4276366E+001, 5.8557170E+001, 6.7188870E+001, 8.2874656E+001, 9.6086994E+001, 9.8874035E+001, 1.2057781E+002, 1.6975477E+002, 3.5164573E+001, 4.4364958E+001, 4.9828228E+001, 6.1667483E+001, 7.7964373E+001, 1.0573300E+002, 1.2063505E+002, 1.3082436E+002, 1.3205745E+002, 3.5873848E+001, 4.4798567E+001, 4.9156504E+001, 6.1538670E+001, 8.4418270E+001, 1.0438951E+002, 1.1168041E+002, 1.1956132E+002, 1.2830187E+002, 4.4553924E+001, 4.4119647E+001, 5.3345702E+001, 6.1974857E+001, 7.8419936E+001, 9.8670396E+001, 1.1095744E+002, 1.2540008E+002, 1.4345961E+002, 1.7000000E+001, 1.7000000E+001, 1.3141194E-005, 3.4117031E-005, 0.0000000E+000, 3.5580267E-005, 5.2395815E-003, 1.2980256E-002, 3.9011087E-004, 1.3520231E-002, 2.0201943E-001, 1.9000601E-001, 2.0954574E-001, 1.8916797E-001, 2.4709814E-002, 2.5419338E-002, 8.7145999E-001, 6.2062616E-001, 1.8397300E-001, 2.8595635E-001, 2.7584432E-001, 4.0999906E-001, 1.0996100E+000, 9.0183262E-001, 9.4787879E-001, 8.8114589E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.6000912E+002, 4.9805483E+001, 4.9705083E+001, 5.4801536E+001, 6.7634806E+001, 8.3520294E+001, 9.1508504E+001, 1.0156554E+002, 1.2021129E+002, 1.5682402E+002, 5.4788964E+001, 5.4998916E+001, 5.8439376E+001, 6.7773410E+001, 8.3386037E+001, 9.6438139E+001, 9.9265715E+001, 1.2211689E+002, 1.6560831E+002, 3.5861395E+001, 4.4741233E+001, 4.9929961E+001, 6.2182478E+001, 7.8538291E+001, 1.0622479E+002, 1.2086026E+002, 1.2964991E+002, 1.3271434E+002, 3.6083230E+001, 4.4894960E+001, 4.9713215E+001, 6.1627635E+001, 8.3540594E+001, 1.0362212E+002, 1.1224820E+002, 1.2112322E+002, 1.2990922E+002, 4.3764644E+001, 4.4982745E+001, 5.3287822E+001, 6.2956568E+001, 7.8593991E+001, 9.9170558E+001, 1.1206004E+002, 1.2723962E+002, 1.4569455E+002, 1.7000000E+001, 1.7000000E+001, 1.3318185E-005, 3.4206908E-005, 0.0000000E+000, 3.5931173E-005, 5.3048961E-003, 1.3013423E-002, 3.9011087E-004, 1.3649725E-002, 2.0191806E-001, 1.8995453E-001, 2.0954574E-001, 1.8896700E-001, 2.4753474E-002, 2.5589322E-002, 8.7535222E-001, 6.2076252E-001, 1.8681974E-001, 2.8884154E-001, 2.7945464E-001, 4.2648251E-001, 1.1115381E+000, 9.0238276E-001, 9.2518303E-001, 8.8504998E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.7000367E+002, 5.0177704E+001, 4.9469607E+001, 5.5152998E+001, 6.7210778E+001, 8.4559673E+001, 9.1918197E+001, 1.0226458E+002, 1.2110618E+002, 1.5845202E+002, 5.5136318E+001, 5.5587843E+001, 5.8766929E+001, 6.8214953E+001, 8.3174458E+001, 9.7637018E+001, 9.9620509E+001, 1.2057856E+002, 1.6441052E+002, 3.6630939E+001, 4.5130193E+001, 5.0242312E+001, 6.2809522E+001, 7.9776393E+001, 1.0706986E+002, 1.2061372E+002, 1.3049232E+002, 1.3475305E+002, 3.6267614E+001, 4.5340570E+001, 5.0707818E+001, 6.1996061E+001, 8.4374034E+001, 1.0321789E+002, 1.1204745E+002, 1.2224006E+002, 1.3180476E+002, 4.3753688E+001, 4.4847048E+001, 5.4512985E+001, 6.2823079E+001, 7.9804176E+001, 9.9441613E+001, 1.1150832E+002, 1.2854044E+002, 1.4675537E+002, 1.7000000E+001, 1.7000000E+001, 1.4274309E-005, 3.5199354E-005, 0.0000000E+000, 3.6644559E-005, 5.6577328E-003, 1.3379663E-002, 3.9011087E-004, 1.3912985E-002, 2.0137047E-001, 1.8938613E-001, 2.0954574E-001, 1.8855843E-001, 2.5234410E-002, 2.5934718E-002, 8.7052737E-001, 6.1995936E-001, 1.8400883E-001, 2.8780704E-001, 2.7777884E-001, 4.1846501E-001, 1.1196204E+000, 8.8682653E-001, 9.5327290E-001, 8.9453001E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.8000815E+002, 4.9715397E+001, 4.9471990E+001, 5.6762500E+001, 6.8278568E+001, 8.4296995E+001, 9.2103161E+001, 1.0237857E+002, 1.2387779E+002, 1.5792831E+002, 5.4644234E+001, 5.5214925E+001, 5.8692591E+001, 6.9135470E+001, 8.3534640E+001, 9.6297630E+001, 1.0056179E+002, 1.1992502E+002, 1.6414271E+002, 3.6966792E+001, 4.5424282E+001, 5.0880840E+001, 6.2250975E+001, 7.8713710E+001, 1.0828624E+002, 1.2284246E+002, 1.3187080E+002, 1.3607108E+002, 3.6532507E+001, 4.6094382E+001, 5.0501549E+001, 6.2575871E+001, 8.4733075E+001, 1.0418438E+002, 1.1264842E+002, 1.2333192E+002, 1.3450089E+002, 4.4935929E+001, 4.4615653E+001, 5.5083703E+001, 6.4509465E+001, 8.0269655E+001, 9.9264230E+001, 1.1164009E+002, 1.2934047E+002, 1.4871556E+002, 1.7000000E+001, 1.7000000E+001, 1.4137758E-005, 3.5871404E-005, 0.0000000E+000, 3.7252515E-005, 5.6073414E-003, 1.3627669E-002, 3.9011087E-004, 1.4137337E-002, 2.0144867E-001, 1.8900123E-001, 2.0954574E-001, 1.8821023E-001, 2.5560216E-002, 2.6228832E-002, 8.7520836E-001, 6.1974370E-001, 1.9949133E-001, 3.0506326E-001, 2.8736458E-001, 4.1603425E-001, 1.0798873E+000, 8.8248310E-001, 9.7005956E-001, 8.9250857E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
