s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,m3/s,m3/s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kg,kg,kg,kg,kg,kg,kg,kg,kg
Time,"TG_L4_NE_005","TG_L4_NE_055","TG_L4_NE_105","TG_L4_NE_155","TG_L4_NE_205","TG_L4_NE_255","TG_L4_NE_305","TG_L4_NE_355","TG_L4_NE_390","TG_L4_NW_005","TG_L4_NW_055","TG_L4_NW_105","TG_L4_NW_155","TG_L4_NW_205","TG_L4_NW_255","TG_L4_NW_305","TG_L4_NW_355","TG_L4_NW_390","TG_L4_SE_005","TG_L4_SE_055","TG_L4_SE_105","TG_L4_SE_155","TG_L4_SE_205","TG_L4_SE_255","TG_L4_SE_305","TG_L4_SE_355","TG_L4_SE_390","TG_L4_SW_005","TG_L4_SW_055","TG_L4_SW_105","TG_L4_SW_155","TG_L4_SW_205","TG_L4_SW_255","TG_L4_SW_305","TG_L4_SW_355","TG_L4_SW_390","TG_L4_CC_005","TG_L4_CC_055","TG_L4_CC_105","TG_L4_CC_155","TG_L4_CC_205","TG_L4_CC_255","TG_L4_CC_305","TG_L4_CC_355","TG_L4_CC_390","TG_EXT_L4","TG_ADM_L4","CO_L4_BAS","CO_L4_HAUT","CO_ADM_L4","CO_EXT_L4","CO2_L4_BAS","CO2_L4_HAUT","CO2_ADM_L4","CO2_EXT_L4","O2_L4_BAS","O2_L4_HAUT","O2_ADM_L4","O2_EXT_L4","H2O_L4_HAUT","H2O_EXT_L4","DEXT_L4","DADM_L4","FLR_L4_NE_030","FLR_L4_NE_155","FLR_L4_NE_260","FLR_L4_NE_355","FLT_L4_EC_265","FLT_L4_NC_265","FLT_L4_SC_265","FLT_L4_WC_265","Mass1","Mass2","Mass3","Mass4","Mass5","Mass6","Mass7","Mass8","Mass9"
 5.4000332E+002, 4.8089475E+001, 5.2615262E+001, 5.4802472E+001, 5.6729675E+001, 5.6417617E+001, 5.4983388E+001, 5.6583380E+001, 6.6270917E+001, 9.0767141E+001, 4.8348938E+001, 5.3009664E+001, 5.2780782E+001, 5.2644366E+001, 5.1988808E+001, 5.1429650E+001, 5.2557602E+001, 7.5229289E+001, 1.0733045E+002, 4.2823710E+001, 4.7257160E+001, 4.9267995E+001, 5.2629743E+001, 5.4486846E+001, 5.2954147E+001, 5.0677165E+001, 4.7932508E+001, 4.6126657E+001, 3.9956138E+001, 4.0942868E+001, 4.1869276E+001, 4.2208564E+001, 4.2128855E+001, 4.1565612E+001, 4.1304369E+001, 4.0944344E+001, 4.0592556E+001, 4.7840114E+001, 4.7013696E+001, 4.7444167E+001, 4.9039252E+001, 5.1355085E+001, 5.2865455E+001, 5.5205815E+001, 6.0373687E+001, 6.8353174E+001, 1.7000000E+001, 1.7000000E+001, 3.2728303E-005, 3.3199332E-005, 0.0000000E+000, 3.2449075E-005, 1.2467776E-002, 1.2641599E-002, 3.9011087E-004, 1.2364733E-002, 1.9080137E-001, 1.9053160E-001, 2.0954574E-001, 1.9096129E-001, 4.7366858E-002, 4.7449629E-002, 7.4086364E-001, 6.4582434E-001, 1.5165972E-001, 2.1406371E-001, 1.5001242E-001, 1.6007581E-001, 3.8269022E-001, 3.8111680E-001, 2.3456311E-001, 3.2652127E-001, 6.4408583E-001, 1.9828210E+001, 2.0744851E+001, 4.2780586E+000, 6.4728112E+001, 7.2884979E+001, 4.0702702E-001, 1.5211342E+001, 1.4605100E+001
 5.5000135E+002, 4.9239916E+001, 5.1877566E+001, 5.3597221E+001, 5.5228998E+001, 5.5947106E+001, 5.7083139E+001, 6.0365249E+001, 6.9710001E+001, 9.2718958E+001, 4.9047749E+001, 5.1982235E+001, 5.1963921E+001, 5.1883033E+001, 5.2889260E+001, 5.3275034E+001, 5.4305859E+001, 7.7951894E+001, 1.0926261E+002, 4.3411398E+001, 4.7826088E+001, 5.0266052E+001, 5.3739556E+001, 5.5047081E+001, 5.2519114E+001, 5.2578888E+001, 4.9517213E+001, 4.8346889E+001, 4.0583094E+001, 4.1284540E+001, 4.1647767E+001, 4.2197068E+001, 4.2141971E+001, 4.2291635E+001, 4.2500733E+001, 4.1912453E+001, 4.1198199E+001, 4.9066726E+001, 4.6504824E+001, 4.7008133E+001, 4.8687517E+001, 5.0752404E+001, 5.1872576E+001, 5.2805959E+001, 5.7101076E+001, 6.2023300E+001, 1.7000000E+001, 1.7000000E+001, 3.3147334E-005, 3.3722008E-005, 0.0000000E+000, 3.2992173E-005, 1.2622410E-002, 1.2834481E-002, 3.9011087E-004, 1.2565152E-002, 1.9056138E-001, 1.9023225E-001, 2.0954574E-001, 1.9065024E-001, 4.7694405E-002, 4.8092868E-002, 7.3810591E-001, 6.4926476E-001, 1.4334817E-001, 2.0478974E-001, 1.4994258E-001, 2.0362446E-001, 3.7996991E-001, 3.6673086E-001, 2.0767235E-001, 3.2358071E-001, 6.9739718E-001, 2.1583564E+001, 2.2389503E+001, 4.6063172E+000, 7.0091263E+001, 7.8922977E+001, 4.3803212E-001, 1.6562508E+001, 1.5864196E+001
 5.6000686E+002, 4.8374705E+001, 5.1088933E+001, 5.3029910E+001, 5.4769590E+001, 5.4908803E+001, 5.6445764E+001, 5.9722493E+001, 7.1334187E+001, 9.6818717E+001, 4.8441559E+001, 5.1681579E+001, 5.2117468E+001, 5.1334798E+001, 5.1693903E+001, 5.2193957E+001, 5.2560259E+001, 7.5822304E+001, 1.0488620E+002, 4.3980555E+001, 4.5910711E+001, 4.7526399E+001, 4.9940909E+001, 5.2106895E+001, 5.4266610E+001, 5.5994095E+001, 5.4362625E+001, 5.2598234E+001, 4.2573517E+001, 4.2933700E+001, 4.3280583E+001, 4.3453884E+001, 4.3358467E+001, 4.3072812E+001, 4.2898958E+001, 4.2394915E+001, 4.1859751E+001, 4.8456130E+001, 4.6206551E+001, 4.6518530E+001, 4.7226374E+001, 4.8827754E+001, 4.9614154E+001, 5.2469651E+001, 5.6763631E+001, 5.9871831E+001, 1.7000000E+001, 1.7000000E+001, 3.3072852E-005, 3.4354657E-005, 0.0000000E+000, 3.3299097E-005, 1.2594924E-002, 1.3067946E-002, 3.9011087E-004, 1.2678415E-002, 1.9060404E-001, 1.8986991E-001, 2.0954574E-001, 1.9047446E-001, 4.8226237E-002, 4.8714144E-002, 7.3603946E-001, 6.5040632E-001, 1.3581920E-001, 1.9225351E-001, 1.3966777E-001, 1.4987282E-001, 3.6375565E-001, 3.5002079E-001, 2.2513757E-001, 3.1111311E-001, 7.4434898E-001, 2.3240898E+001, 2.4178388E+001, 4.9116163E+000, 7.5489667E+001, 8.4895102E+001, 4.7765270E-001, 1.7994904E+001, 1.7059539E+001
 5.7000188E+002, 4.6641664E+001, 5.1260616E+001, 5.3269621E+001, 5.4845697E+001, 5.4722024E+001, 5.4530292E+001, 5.7958239E+001, 6.9060511E+001, 9.6168298E+001, 4.7346006E+001, 5.1886140E+001, 5.2185014E+001, 5.1189431E+001, 5.0753763E+001, 5.1061232E+001, 5.0888853E+001, 7.4298233E+001, 1.1000257E+002, 4.3442668E+001, 4.4954557E+001, 4.6959184E+001, 4.8680592E+001, 5.0551774E+001, 5.3605343E+001, 5.7277350E+001, 5.9527735E+001, 6.0700578E+001, 4.2690758E+001, 4.3253393E+001, 4.4015398E+001, 4.4263855E+001, 4.4316287E+001, 4.3844529E+001, 4.3219616E+001, 4.2522068E+001, 4.2056428E+001, 4.5915168E+001, 4.6010602E+001, 4.7180391E+001, 4.8776419E+001, 4.9926425E+001, 4.9024158E+001, 5.0917221E+001, 5.7682895E+001, 6.3535694E+001, 1.7000000E+001, 1.7000000E+001, 3.3872058E-005, 3.5264211E-005, 0.0000000E+000, 3.3650991E-005, 1.2889854E-002, 1.3403598E-002, 3.9011087E-004, 1.2808274E-002, 1.9014631E-001, 1.8934899E-001, 2.0954574E-001, 1.9027292E-001, 4.9026237E-002, 4.9384083E-002, 7.4155747E-001, 6.4482301E-001, 1.3090553E-001, 1.8473632E-001, 1.4181993E-001, 1.5789087E-001, 3.3768150E-001, 3.5596442E-001, 2.0846049E-001, 3.1679802E-001, 7.9531578E-001, 2.4860589E+001, 2.6089113E+001, 5.2514698E+000, 8.0919814E+001, 9.0808709E+001, 5.1520911E-001, 1.9278851E+001, 1.8373336E+001
 5.8000277E+002, 4.7709791E+001, 5.1446887E+001, 5.3260758E+001, 5.4736169E+001, 5.4644499E+001, 5.4378924E+001, 5.7722389E+001, 7.0515853E+001, 9.3641765E+001, 4.8276765E+001, 5.2551703E+001, 5.2611164E+001, 5.1395021E+001, 5.0625330E+001, 5.1033819E+001, 5.2704556E+001, 7.7258837E+001, 1.0837048E+002, 4.4223063E+001, 4.7781130E+001, 5.0237653E+001, 5.2553095E+001, 5.3121773E+001, 5.4346215E+001, 5.6281900E+001, 5.5912552E+001, 5.4000168E+001, 4.2377518E+001, 4.2229974E+001, 4.2837170E+001, 4.2960157E+001, 4.2967330E+001, 4.2370979E+001, 4.1829867E+001, 4.1643761E+001, 4.1412336E+001, 4.6977257E+001, 4.7877961E+001, 4.8493492E+001, 4.9175637E+001, 5.1162982E+001, 5.1389963E+001, 5.1804691E+001, 5.7181957E+001, 6.1688649E+001, 1.7000000E+001, 1.7000000E+001, 3.4727182E-005, 3.5329813E-005, 0.0000000E+000, 3.4199532E-005, 1.3205418E-002, 1.3427806E-002, 3.9011087E-004, 1.3010701E-002, 1.8965656E-001, 1.8931142E-001, 2.0954574E-001, 1.8995876E-001, 4.9581276E-002, 4.9908127E-002, 7.3541243E-001, 6.5106445E-001, 1.3372884E-001, 1.8699563E-001, 1.4733696E-001, 1.7451675E-001, 3.6858543E-001, 3.6210091E-001, 1.8308254E-001, 3.2900647E-001, 8.5382192E-001, 2.6621198E+001, 2.7930388E+001, 5.6053334E+000, 8.6328735E+001, 9.6854773E+001, 5.4244734E-001, 2.0493101E+001, 1.9542081E+001
 5.9000259E+002, 4.9077090E+001, 5.2273702E+001, 5.4332087E+001, 5.4853794E+001, 5.5478701E+001, 5.6916991E+001, 5.9971318E+001, 7.1546019E+001, 8.9410170E+001, 4.9314726E+001, 5.3012469E+001, 5.3236961E+001, 5.2363345E+001, 5.1562232E+001, 5.1711945E+001, 5.3093546E+001, 7.3637447E+001, 1.0351656E+002, 4.2750313E+001, 4.7043150E+001, 5.0318157E+001, 5.2502440E+001, 5.3150701E+001, 5.3663051E+001, 5.4631486E+001, 5.3369169E+001, 5.1143754E+001, 4.0441305E+001, 4.1341075E+001, 4.1955813E+001, 4.2431990E+001, 4.2733561E+001, 4.2672823E+001, 4.2115880E+001, 4.1399565E+001, 4.0944851E+001, 4.8439817E+001, 4.8682558E+001, 4.9024086E+001, 5.0309434E+001, 5.2299169E+001, 5.4419156E+001, 5.4721920E+001, 6.0047814E+001, 6.3786621E+001, 1.7000000E+001, 1.7000000E+001, 3.5181422E-005, 3.5622101E-005, 0.0000000E+000, 3.4745937E-005, 1.3373046E-002, 1.3535669E-002, 3.9011087E-004, 1.3212340E-002, 1.8939640E-001, 1.8914402E-001, 2.0954574E-001, 1.8964582E-001, 5.0111987E-002, 5.0469867E-002, 7.4037783E-001, 6.4655035E-001, 1.4210578E-001, 2.0490426E-001, 1.5420746E-001, 1.8899019E-001, 3.9430611E-001, 3.6937437E-001, 2.1146463E-001, 3.4170288E-001, 9.0682266E-001, 2.8446119E+001, 2.9809949E+001, 5.9406765E+000, 9.1700496E+001, 1.0287270E+002, 5.6899589E-001, 2.1690142E+001, 2.0725072E+001
 6.0000546E+002, 4.8431944E+001, 5.1810180E+001, 5.3865449E+001, 5.5564933E+001, 5.6140517E+001, 5.6631925E+001, 5.8825775E+001, 6.7712308E+001, 9.6612796E+001, 4.8810692E+001, 5.2673964E+001, 5.3029535E+001, 5.2626832E+001, 5.2167494E+001, 5.2070996E+001, 5.2898325E+001, 7.5357270E+001, 1.0785203E+002, 4.3430343E+001, 4.6262238E+001, 4.9011790E+001, 5.1661254E+001, 5.5013681E+001, 5.6271777E+001, 5.6718921E+001, 5.6823600E+001, 5.4621667E+001, 4.1831336E+001, 4.1538897E+001, 4.2000948E+001, 4.3402798E+001, 4.3828866E+001, 4.3542281E+001, 4.2712474E+001, 4.2062377E+001, 4.1654339E+001, 4.7516132E+001, 4.8457265E+001, 4.8980184E+001, 5.0379043E+001, 5.0824185E+001, 5.1683171E+001, 5.1775178E+001, 5.4090328E+001, 5.4671310E+001, 1.7000000E+001, 1.7000000E+001, 3.5109017E-005, 3.6550568E-005, 0.0000000E+000, 3.5270892E-005, 1.3346327E-002, 1.3878299E-002, 3.9011087E-004, 1.3406063E-002, 1.8943787E-001, 1.8861226E-001, 2.0954574E-001, 1.8934516E-001, 5.0307670E-002, 5.0855000E-002, 7.3620495E-001, 6.5085527E-001, 1.3399454E-001, 1.8777284E-001, 1.4884116E-001, 1.7968067E-001, 3.8028892E-001, 3.5643169E-001, 1.9871233E-001, 3.1231785E-001, 9.5580339E-001, 3.0126459E+001, 3.1556352E+001, 6.2691359E+000, 9.7088569E+001, 1.0899359E+002, 5.9982800E-001, 2.2985037E+001, 2.1914122E+001
 6.1000315E+002, 4.8151390E+001, 5.3243711E+001, 5.4509921E+001, 5.5873549E+001, 5.6076179E+001, 5.6721800E+001, 5.9514476E+001, 6.9812801E+001, 9.2053465E+001, 4.9202690E+001, 5.3083920E+001, 5.3193918E+001, 5.2591379E+001, 5.2601826E+001, 5.3128861E+001, 5.5054892E+001, 7.3319382E+001, 1.0166680E+002, 4.4123253E+001, 4.6786852E+001, 4.9379448E+001, 5.1791081E+001, 5.4796270E+001, 5.5881494E+001, 5.6583483E+001, 5.7719949E+001, 5.6991171E+001, 4.1712445E+001, 4.1554059E+001, 4.2144263E+001, 4.3131128E+001, 4.3711807E+001, 4.3320495E+001, 4.2619770E+001, 4.2159720E+001, 4.1866552E+001, 4.6753876E+001, 4.7025299E+001, 4.7242659E+001, 4.8103146E+001, 4.9240958E+001, 5.0417673E+001, 5.0868391E+001, 5.4394638E+001, 5.6371285E+001, 1.7000000E+001, 1.7000000E+001, 3.5479269E-005, 3.6255824E-005, 0.0000000E+000, 3.5444048E-005, 1.3482960E-002, 1.3769530E-002, 3.9011087E-004, 1.3469962E-002, 1.8922582E-001, 1.8878107E-001, 2.0954574E-001, 1.8924599E-001, 5.0515085E-002, 5.1162610E-002, 7.3949192E-001, 6.4765347E-001, 1.3723405E-001, 1.9440611E-001, 1.5568051E-001, 2.0455246E-001, 3.8926383E-001, 3.8364778E-001, 2.2913043E-001, 3.2420624E-001, 1.0050075E+000, 3.1791286E+001, 3.3378088E+001, 6.6157181E+000, 1.0255101E+002, 1.1503355E+002, 6.3009171E-001, 2.4229536E+001, 2.3115685E+001
 6.2000022E+002, 4.8779714E+001, 5.2866816E+001, 5.4093439E+001, 5.4381373E+001, 5.5238183E+001, 5.5949654E+001, 6.0274884E+001, 7.3434077E+001, 9.8853919E+001, 4.8878292E+001, 5.3094651E+001, 5.3674660E+001, 5.3743017E+001, 5.2534730E+001, 5.2596192E+001, 5.2876190E+001, 7.5578040E+001, 1.0605208E+002, 4.3452867E+001, 4.6470350E+001, 4.7739272E+001, 4.9281725E+001, 5.5688300E+001, 5.8873778E+001, 5.8700857E+001, 5.5858536E+001, 5.3988895E+001, 4.2140857E+001, 4.1468576E+001, 4.1965347E+001, 4.2805732E+001, 4.3354439E+001, 4.2598278E+001, 4.2323153E+001, 4.2088830E+001, 4.1917559E+001, 4.8965957E+001, 4.5928618E+001, 4.6147649E+001, 4.7029716E+001, 4.8639084E+001, 5.2135148E+001, 5.4620397E+001, 6.1666651E+001, 6.1745897E+001, 1.7000000E+001, 1.7000000E+001, 3.5834756E-005, 3.6933554E-005, 0.0000000E+000, 3.5659110E-005, 1.3614145E-002, 1.4019632E-002, 3.9011087E-004, 1.3549326E-002, 1.8902222E-001, 1.8839291E-001, 2.0954574E-001, 1.8912282E-001, 5.0681193E-002, 5.1372476E-002, 7.3806278E-001, 6.4871326E-001, 1.4471546E-001, 2.0638770E-001, 1.4806551E-001, 1.8591288E-001, 3.8556112E-001, 3.7224027E-001, 2.0507437E-001, 3.1732321E-001, 1.0561433E+000, 3.3454559E+001, 3.5156720E+001, 6.9365178E+000, 1.0799986E+002, 1.2105035E+002, 6.5987984E-001, 2.5544866E+001, 2.4325920E+001
 6.3000335E+002, 4.9089955E+001, 5.2481255E+001, 5.4360526E+001, 5.4850501E+001, 5.6507327E+001, 5.7346338E+001, 5.8458248E+001, 7.0553394E+001, 9.8244987E+001, 4.8907352E+001, 5.2370868E+001, 5.2448994E+001, 5.2098573E+001, 5.1020714E+001, 5.1642893E+001, 5.2762112E+001, 7.7439079E+001, 1.1021439E+002, 4.3798432E+001, 4.5324363E+001, 4.6860452E+001, 4.8463595E+001, 5.3019098E+001, 5.7808620E+001, 5.9723771E+001, 5.7886929E+001, 5.5571470E+001, 4.2799242E+001, 4.2908436E+001, 4.2912241E+001, 4.3525374E+001, 4.3396417E+001, 4.2901202E+001, 4.2640633E+001, 4.2456999E+001, 4.2299932E+001, 4.8699514E+001, 4.6684069E+001, 4.7335960E+001, 4.8055740E+001, 5.0015874E+001, 5.2909348E+001, 5.6343018E+001, 6.3417732E+001, 6.9854802E+001, 1.7000000E+001, 1.7000000E+001, 3.6526818E-005, 3.7525385E-005, 0.0000000E+000, 3.6245529E-005, 1.3869535E-002, 1.4238034E-002, 3.9011087E-004, 1.3765732E-002, 1.8862586E-001, 1.8805395E-001, 2.0954574E-001, 1.8878696E-001, 5.1466687E-002, 5.2061467E-002, 7.3414644E-001, 6.5215043E-001, 1.3268923E-001, 1.8728649E-001, 1.4772007E-001, 1.5889826E-001, 3.5483679E-001, 3.6443049E-001, 2.2303873E-001, 3.2547981E-001, 1.1031387E+000, 3.5030398E+001, 3.6985041E+001, 7.2607760E+000, 1.1348733E+002, 1.2699286E+002, 6.9668668E-001, 2.6897580E+001, 2.5589633E+001
 6.4000528E+002, 4.9036421E+001, 5.3058257E+001, 5.4659907E+001, 5.5758769E+001, 5.6181720E+001, 5.5603841E+001, 5.8324678E+001, 7.1428533E+001, 9.9618050E+001, 4.9458092E+001, 5.1691508E+001, 5.1395870E+001, 5.1819171E+001, 5.2016729E+001, 5.2193495E+001, 5.5281766E+001, 8.1197504E+001, 1.1314710E+002, 4.3872161E+001, 4.7231839E+001, 5.0609281E+001, 5.2643380E+001, 5.4010025E+001, 5.4513980E+001, 5.6523317E+001, 5.6487095E+001, 5.4175265E+001, 4.1713636E+001, 4.1708803E+001, 4.2055405E+001, 4.2788207E+001, 4.3106616E+001, 4.2725110E+001, 4.2186446E+001, 4.1836066E+001, 4.1686925E+001, 4.9503805E+001, 4.9314301E+001, 5.0403985E+001, 5.1376793E+001, 5.3627287E+001, 5.5020911E+001, 5.6905423E+001, 6.4187256E+001, 6.6765419E+001, 1.7000000E+001, 1.7000000E+001, 3.6589174E-005, 3.7993778E-005, 0.0000000E+000, 3.6625065E-005, 1.3892546E-002, 1.4410884E-002, 3.9011087E-004, 1.3905791E-002, 1.8859015E-001, 1.8778569E-001, 2.0954574E-001, 1.8856959E-001, 5.1934534E-002, 5.2205653E-002, 7.3661107E-001, 6.5029889E-001, 1.2871000E-001, 1.8175106E-001, 1.4539762E-001, 1.8168881E-001, 3.9732160E-001, 3.6156690E-001, 2.2624051E-001, 3.3827142E-001, 1.1549071E+000, 3.6686837E+001, 3.8747644E+001, 7.6002136E+000, 1.1898090E+002, 1.3305040E+002, 7.2803289E-001, 2.8168440E+001, 2.6817594E+001
 6.5000499E+002, 4.9705776E+001, 5.1870086E+001, 5.3438293E+001, 5.6109257E+001, 6.0202693E+001, 6.0487156E+001, 6.4031955E+001, 7.6590927E+001, 9.9182352E+001, 4.9500986E+001, 5.1327686E+001, 5.1226010E+001, 5.1964115E+001, 5.3245937E+001, 5.3572865E+001, 5.5574293E+001, 7.8571455E+001, 1.0876709E+002, 4.3625370E+001, 4.6857896E+001, 4.9697000E+001, 5.2329760E+001, 5.5739443E+001, 5.5503293E+001, 5.4607370E+001, 5.2374628E+001, 5.0277129E+001, 4.0645858E+001, 4.2056210E+001, 4.2542344E+001, 4.3359816E+001, 4.3042052E+001, 4.2689219E+001, 4.2165671E+001, 4.1620793E+001, 4.1121503E+001, 4.9409038E+001, 4.6525994E+001, 4.7300968E+001, 4.8036451E+001, 5.0203756E+001, 5.2273671E+001, 5.5789887E+001, 5.9020305E+001, 5.7998629E+001, 1.7000000E+001, 1.7000000E+001, 3.7021183E-005, 3.7574948E-005, 0.0000000E+000, 3.7007613E-005, 1.4051969E-002, 1.4256324E-002, 3.9011087E-004, 1.4046962E-002, 1.8834272E-001, 1.8802557E-001, 2.0954574E-001, 1.8835050E-001, 5.2150667E-002, 5.2598731E-002, 7.4085793E-001, 6.4585074E-001, 1.4599909E-001, 2.0760432E-001, 1.4769056E-001, 1.9944439E-001, 3.8904801E-001, 3.6210658E-001, 2.2038913E-001, 3.3014989E-001, 1.2076073E+000, 3.8523029E+001, 4.0578112E+001, 7.9099638E+000, 1.2432113E+002, 1.3908453E+002, 7.5436493E-001, 2.9429535E+001, 2.8008579E+001
 6.6000557E+002, 4.9491105E+001, 5.1202657E+001, 5.2687050E+001, 5.5089247E+001, 5.8540478E+001, 6.0576332E+001, 6.2240094E+001, 7.4531785E+001, 1.0282987E+002, 4.9474658E+001, 5.1686327E+001, 5.1679617E+001, 5.1645054E+001, 5.1792578E+001, 5.1934584E+001, 5.3246226E+001, 7.2959438E+001, 1.0702245E+002, 4.4137466E+001, 4.5255460E+001, 4.7079278E+001, 5.0009508E+001, 5.4274459E+001, 5.6637437E+001, 5.8512936E+001, 5.6086030E+001, 5.5272284E+001, 4.2364494E+001, 4.2078246E+001, 4.2347549E+001, 4.2818639E+001, 4.3174880E+001, 4.4432173E+001, 4.5613713E+001, 4.6033498E+001, 4.5483749E+001, 4.8509951E+001, 4.5449771E+001, 4.5975662E+001, 4.6802405E+001, 4.9130467E+001, 5.1320586E+001, 5.4596979E+001, 6.0660533E+001, 6.6346106E+001, 1.7000000E+001, 1.7000000E+001, 3.6882013E-005, 3.8177660E-005, 0.0000000E+000, 3.7063666E-005, 1.4000612E-002, 1.4478742E-002, 3.9011087E-004, 1.4067647E-002, 1.8842243E-001, 1.8768038E-001, 2.0954574E-001, 1.8831839E-001, 5.1798739E-002, 5.2693956E-002, 7.3069220E-001, 6.5604607E-001, 1.2648692E-001, 1.7648029E-001, 1.3671876E-001, 1.4416672E-001, 3.6251303E-001, 3.4727464E-001, 2.1383189E-001, 3.0971226E-001, 1.2573425E+000, 4.0217656E+001, 4.2205180E+001, 8.2368583E+000, 1.2966993E+002, 1.4519601E+002, 7.9475845E-001, 3.0863275E+001, 2.9211635E+001
 6.7000058E+002, 4.7376371E+001, 5.2411393E+001, 5.4176597E+001, 5.5351399E+001, 5.4849507E+001, 5.4621407E+001, 5.7506141E+001, 6.8928762E+001, 9.5852474E+001, 4.8231753E+001, 5.2439005E+001, 5.2866091E+001, 5.2082407E+001, 5.1318440E+001, 5.0667986E+001, 5.1867695E+001, 7.2590557E+001, 1.0780250E+002, 4.3149458E+001, 4.4371082E+001, 4.6076246E+001, 4.9193684E+001, 5.3336863E+001, 5.5685529E+001, 5.6951082E+001, 5.7591690E+001, 5.6385484E+001, 4.2609104E+001, 4.2807505E+001, 4.3025548E+001, 4.3544828E+001, 4.4174534E+001, 4.4729927E+001, 4.4905199E+001, 4.4681980E+001, 4.4249798E+001, 4.7545787E+001, 4.5471947E+001, 4.5470143E+001, 4.7327561E+001, 4.9682185E+001, 5.1782799E+001, 5.4490823E+001, 5.9996028E+001, 6.5933062E+001, 1.7000000E+001, 1.7000000E+001, 3.7194924E-005, 3.8187888E-005, 0.0000000E+000, 3.7304277E-005, 1.4116085E-002, 1.4482517E-002, 3.9011087E-004, 1.4156439E-002, 1.8824322E-001, 1.8767452E-001, 2.0954574E-001, 1.8818059E-001, 5.2560375E-002, 5.2953494E-002, 7.4087586E-001, 6.4584110E-001, 1.3412743E-001, 1.8601836E-001, 1.4576013E-001, 1.5640167E-001, 3.5345598E-001, 3.7085681E-001, 2.5544294E-001, 3.0592490E-001, 1.3059586E+000, 4.1828121E+001, 4.4082106E+001, 8.5882402E+000, 1.3523451E+002, 1.5107539E+002, 8.2895498E-001, 3.2115674E+001, 3.0487711E+001
 6.8000153E+002, 4.8821980E+001, 5.1571881E+001, 5.3037290E+001, 5.3712009E+001, 5.4350450E+001, 5.6154351E+001, 5.8588575E+001, 6.9405734E+001, 9.5443175E+001, 4.8702144E+001, 5.2832186E+001, 5.3235708E+001, 5.2326319E+001, 5.1669696E+001, 5.1241389E+001, 5.3735036E+001, 8.0812798E+001, 1.1021925E+002, 4.2913213E+001, 4.7414815E+001, 4.9440702E+001, 5.1301839E+001, 5.2576352E+001, 5.3007079E+001, 5.2658274E+001, 5.2365500E+001, 5.0694403E+001, 4.0541018E+001, 4.2080714E+001, 4.2598656E+001, 4.2974062E+001, 4.3551330E+001, 4.3266673E+001, 4.3038575E+001, 4.2626541E+001, 4.2354782E+001, 4.9903992E+001, 4.7199243E+001, 4.8132703E+001, 5.1159765E+001, 5.3595378E+001, 5.5638760E+001, 5.8208803E+001, 6.4496739E+001, 6.9444380E+001, 1.7000000E+001, 1.7000000E+001, 3.8180024E-005, 3.8200035E-005, 0.0000000E+000, 3.7600522E-005, 1.4479614E-002, 1.4486999E-002, 3.9011087E-004, 1.4265762E-002, 1.8767902E-001, 1.8766756E-001, 2.0954574E-001, 1.8801092E-001, 5.3020162E-002, 5.3136094E-002, 7.4360752E-001, 6.4358377E-001, 1.3845240E-001, 1.9711420E-001, 1.4679664E-001, 1.7223681E-001, 4.2018336E-001, 3.7869907E-001, 2.1551570E-001, 3.2689054E-001, 1.3605564E+000, 4.3603888E+001, 4.5770672E+001, 8.9373819E+000, 1.4067584E+002, 1.5715016E+002, 8.5503019E-001, 3.3364232E+001, 3.1727801E+001
