s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_C12H26,MLR_PRODUCTS,ZONE_1
 1.9200078E+003, 1.2763581E+002,-6.0754871E+001,-1.9234794E+001,-4.5310147E+001,-3.5443052E-001, 6.1715329E-002, 0.0000000E+000, 1.7833309E+000, 2.0432793E+000, 0.0000000E+000, 3.0333292E-003, 0.0000000E+000, 6.1993171E+001
 1.9300045E+003, 1.2722299E+002,-6.0598420E+001,-1.9255904E+001,-4.5790370E+001,-3.5200090E-001, 6.3757060E-002, 0.0000000E+000, 1.0239937E+000, 1.2900546E+000, 0.0000000E+000, 3.0364463E-003, 0.0000000E+000, 6.7024963E+001
 1.9400022E+003, 1.2713590E+002,-6.0737776E+001,-1.9046526E+001,-4.6273911E+001,-3.5439696E-001,-3.5150088E-002, 0.0000000E+000, 4.3225576E-001, 6.8813965E-001, 0.0000000E+000, 3.0395635E-003, 0.0000000E+000, 6.3545824E+001
 1.9500015E+003, 1.2758806E+002,-6.0912647E+001,-1.9007460E+001,-4.5910380E+001,-3.5304311E-001, 1.1160023E-001, 0.0000000E+000, 1.2761240E+000, 1.5161307E+000, 0.0000000E+000, 3.0426814E-003, 0.0000000E+000, 7.2781549E+001
 1.9600088E+003, 1.2797558E+002,-6.0811268E+001,-1.9265054E+001,-4.6227286E+001,-3.5402290E-001, 3.9343408E-002, 0.0000000E+000, 1.1134966E+000, 1.3572921E+000, 0.0000000E+000, 3.0458012E-003, 0.0000000E+000, 7.5890776E+001
 1.9700024E+003, 1.2681270E+002,-6.0862154E+001,-1.9096083E+001,-4.6180806E+001,-3.5442149E-001,-1.2329688E-001, 0.0000000E+000,-2.2947621E-002, 1.9594102E-001, 0.0000000E+000, 3.0489193E-003, 0.0000000E+000, 6.5823264E+001
 1.9800068E+003, 1.2810929E+002,-6.0786295E+001,-1.9279805E+001,-4.6290984E+001,-3.5413959E-001, 5.7757611E-002, 0.0000000E+000, 1.2058470E+000, 1.4558209E+000, 0.0000000E+000, 3.0520365E-003, 0.0000000E+000, 7.0411297E+001
 1.9900127E+003, 1.2854401E+002,-6.1330422E+001,-1.9479679E+001,-4.5979323E+001,-3.5705152E-001, 6.7172415E-002, 0.0000000E+000, 1.1878707E+000, 1.4647119E+000, 0.0000000E+000, 3.0551550E-003, 0.0000000E+000, 7.5230605E+001
 2.0000013E+003, 1.2830805E+002,-6.0712558E+001,-1.9581942E+001,-4.6797930E+001,-3.5924702E-001,-9.5037993E-002, 0.0000000E+000, 5.6523952E-001, 7.6133100E-001, 0.0000000E+000, 3.0582726E-003, 0.0000000E+000, 6.7600947E+001
 2.0100062E+003, 1.2806430E+002,-6.0873816E+001,-1.9414934E+001,-4.6270755E+001,-3.5626190E-001, 9.2521694E-003, 0.0000000E+000, 9.6006987E-001, 1.1577835E+000, 0.0000000E+000, 3.0613892E-003, 0.0000000E+000, 6.8623929E+001
 2.0200070E+003, 1.2801811E+002,-6.1107704E+001,-1.9441706E+001,-4.6185014E+001,-3.5769152E-001,-1.1604782E-001, 0.0000000E+000, 5.4581887E-001, 8.0994729E-001, 0.0000000E+000, 3.0645085E-003, 0.0000000E+000, 5.8631386E+001
 2.0300063E+003, 1.2902533E+002,-6.1370457E+001,-1.9315689E+001,-4.5754601E+001,-3.5924769E-001, 1.8815545E-001, 0.0000000E+000, 2.1295826E+000, 2.4134896E+000, 0.0000000E+000, 3.0676273E-003, 0.0000000E+000, 7.4063744E+001
 2.0400105E+003, 1.2906977E+002,-6.1576867E+001,-1.9193545E+001,-4.5860322E+001,-3.5662375E-001, 1.3388605E-001, 0.0000000E+000, 1.9371654E+000, 2.2162950E+000, 0.0000000E+000, 3.0707455E-003, 0.0000000E+000, 8.4547462E+001
 2.0500000E+003, 1.2806676E+002,-6.1466995E+001,-1.9453395E+001,-4.6584037E+001,-3.5676895E-001,-2.2861290E-001, 0.0000000E+000,-2.6656707E-001,-2.3044944E-002, 0.0000000E+000, 3.0738622E-003, 0.0000000E+000, 6.5196500E+001
 2.0600034E+003, 1.2894499E+002,-6.1576368E+001,-1.9402335E+001,-4.6329871E+001,-3.5714335E-001, 1.0283246E-001, 0.0000000E+000, 1.1175274E+000, 1.3821097E+000, 0.0000000E+000, 3.0769783E-003, 0.0000000E+000, 7.3426946E+001
 2.0700042E+003, 1.2868646E+002,-6.1513045E+001,-1.9404728E+001,-4.6056334E+001,-3.5495337E-001,-9.8555551E-002, 0.0000000E+000, 9.9299275E-001, 1.2588426E+000, 0.0000000E+000, 3.0800964E-003, 0.0000000E+000, 6.4980310E+001
 2.0800071E+003, 1.2968280E+002,-6.1708947E+001,-1.9406144E+001,-4.6481537E+001,-3.5561466E-001, 1.8822486E-001, 0.0000000E+000, 1.6969846E+000, 1.9187822E+000, 0.0000000E+000, 3.0832151E-003, 0.0000000E+000, 8.0972564E+001
 2.0900056E+003, 1.2908710E+002,-6.1603070E+001,-1.9532267E+001,-4.6573536E+001,-3.5696042E-001,-3.1821650E-002, 0.0000000E+000, 7.4154692E-001, 9.8944777E-001, 0.0000000E+000, 3.0863345E-003, 0.0000000E+000, 7.7989907E+001
 2.1000088E+003, 1.2978753E+002,-6.1964245E+001,-1.9569432E+001,-4.6461326E+001,-3.5682254E-001, 2.9215406E-002, 0.0000000E+000, 1.2443514E+000, 1.4649240E+000, 0.0000000E+000, 3.0894531E-003, 0.0000000E+000, 8.0360512E+001
 2.1100005E+003, 1.2881513E+002,-6.1777351E+001,-1.9551913E+001,-4.6369231E+001,-3.5670198E-001,-1.8811956E-001, 0.0000000E+000, 3.3198336E-001, 5.7181600E-001, 0.0000000E+000, 3.0925695E-003, 0.0000000E+000, 6.4657328E+001
 2.1200078E+003, 1.3042771E+002,-6.2174118E+001,-1.9471931E+001,-4.6665659E+001,-3.5909699E-001, 1.5382991E-001, 0.0000000E+000, 1.6568248E+000, 1.9107380E+000, 0.0000000E+000, 3.0956874E-003, 0.0000000E+000, 7.7000967E+001
 2.1300046E+003, 1.2957047E+002,-6.2177717E+001,-1.9593740E+001,-4.6344966E+001,-3.5880131E-001,-5.0311693E-002, 0.0000000E+000, 7.8446032E-001, 1.0449323E+000, 0.0000000E+000, 3.0988056E-003, 0.0000000E+000, 7.2450979E+001
 2.1400044E+003, 1.2996118E+002,-6.2431558E+001,-1.9630398E+001,-4.6223602E+001,-3.6188942E-001,-4.6661616E-002, 0.0000000E+000, 1.0025593E+000, 1.2670680E+000, 0.0000000E+000, 3.1019226E-003, 0.0000000E+000, 6.8216384E+001
 2.1500105E+003, 1.2919085E+002,-6.2072520E+001,-1.9676444E+001,-4.6392786E+001,-3.6066760E-001,-1.4072813E-001, 0.0000000E+000, 3.4354467E-001, 5.4770059E-001, 0.0000000E+000, 3.1050427E-003, 0.0000000E+000, 5.6594076E+001
 2.1600105E+003, 1.2996703E+002,-6.2123491E+001,-1.9658959E+001,-4.6683095E+001,-3.5744230E-001, 7.2226645E-002, 0.0000000E+000, 9.7565485E-001, 1.2162719E+000, 0.0000000E+000, 3.1081620E-003, 0.0000000E+000, 6.2424755E+001
 2.1700088E+003, 1.3060418E+002,-6.2407748E+001,-1.9568362E+001,-4.6562156E+001,-3.5796864E-001, 1.8349004E-001, 0.0000000E+000, 1.6054718E+000, 1.8914346E+000, 0.0000000E+000, 3.1112790E-003, 0.0000000E+000, 7.7108025E+001
 2.1800012E+003, 1.3014919E+002,-6.2248732E+001,-1.9855705E+001,-4.6627210E+001,-3.5996082E-001,-4.6173783E-002, 0.0000000E+000, 8.0729232E-001, 1.0114056E+000, 0.0000000E+000, 3.1143955E-003, 0.0000000E+000, 7.3546959E+001
 2.1900105E+003, 1.3095398E+002,-6.2740901E+001,-1.9614437E+001,-4.6940631E+001,-3.5988493E-001,-8.5270563E-002, 0.0000000E+000, 8.9207892E-001, 1.2128521E+000, 0.0000000E+000, 3.1175133E-003, 0.0000000E+000, 6.5332874E+001
 2.2000051E+003, 1.3021686E+002,-6.2507431E+001,-1.9721195E+001,-4.6988316E+001,-3.5838916E-001,-9.8357593E-002, 0.0000000E+000, 3.7705784E-001, 5.4317595E-001, 0.0000000E+000, 3.1206316E-003, 0.0000000E+000, 5.7727743E+001
 2.2100005E+003, 1.3121685E+002,-6.2790797E+001,-1.9870549E+001,-4.6555228E+001,-3.6359215E-001, 1.5208822E-001, 0.0000000E+000, 1.5807710E+000, 1.7887747E+000, 0.0000000E+000, 3.1237472E-003, 0.0000000E+000, 7.0776008E+001
 2.2200002E+003, 1.3119466E+002,-6.2754850E+001,-1.9749247E+001,-4.6503720E+001,-3.5899272E-001, 2.7094946E-001, 0.0000000E+000, 1.8168403E+000, 2.0987957E+000, 0.0000000E+000, 3.1268667E-003, 0.0000000E+000, 9.2879475E+001
 2.2300125E+003, 1.3061459E+002,-6.2748575E+001,-1.9782743E+001,-4.6534310E+001,-3.6260209E-001,-1.7658656E-001, 0.0000000E+000, 7.5260532E-001, 1.0097706E+000, 0.0000000E+000, 3.1299860E-003, 0.0000000E+000, 7.7726943E+001
 2.2400017E+003, 1.3145734E+002,-6.3060014E+001,-1.9733562E+001,-4.6343974E+001,-3.6299902E-001, 1.6530669E-001, 0.0000000E+000, 1.8271291E+000, 2.1221013E+000, 0.0000000E+000, 3.1331043E-003, 0.0000000E+000, 9.0888713E+001
 2.2500100E+003, 1.3047170E+002,-6.2962005E+001,-1.9686478E+001,-4.6898363E+001,-3.6098491E-001,-3.3532915E-001, 0.0000000E+000, 7.8776497E-004, 2.2854112E-001, 0.0000000E+000, 3.1362213E-003, 0.0000000E+000, 6.2674349E+001
 2.2600078E+003, 1.3183498E+002,-6.3262018E+001,-1.9739481E+001,-4.6549009E+001,-3.6321603E-001, 1.3190229E-001, 0.0000000E+000, 1.7968177E+000, 2.0531558E+000, 0.0000000E+000, 3.1393401E-003, 0.0000000E+000, 7.3436862E+001
 2.2700112E+003, 1.3126552E+002,-6.3354319E+001,-1.9946382E+001,-4.6605238E+001,-3.5837800E-001,-1.2075957E-001, 0.0000000E+000, 6.0405753E-001, 8.8044660E-001, 0.0000000E+000, 3.1398476E-003, 0.0000000E+000, 6.2891675E+001
 2.2800090E+003, 1.3016774E+002,-6.3143245E+001,-1.9745483E+001,-4.6619255E+001,-3.5617134E-001,-8.9813563E-002, 0.0000000E+000,-2.8240958E-002, 2.1376963E-001, 0.0000000E+000, 3.1126983E-003, 0.0000000E+000, 5.5056900E+001
 2.2900029E+003, 1.2975398E+002,-6.3077826E+001,-1.9788708E+001,-4.6732166E+001,-3.5900002E-001, 1.8735401E-001, 0.0000000E+000,-2.5309719E-001,-1.6364632E-002, 0.0000000E+000, 3.0781181E-003, 0.0000000E+000, 7.0469184E+001
 2.3000012E+003, 1.2729498E+002,-6.2465005E+001,-1.9590983E+001,-4.6613530E+001,-3.5236397E-001,-8.5644918E-002, 0.0000000E+000,-1.9980494E+000,-1.8125463E+000, 0.0000000E+000, 3.0435629E-003, 0.0000000E+000, 6.3546496E+001
 2.3100110E+003, 1.2571876E+002,-6.1954601E+001,-1.9584053E+001,-4.5838134E+001,-3.4795343E-001, 1.6167736E-002, 0.0000000E+000,-2.2462112E+000,-1.9898146E+000, 0.0000000E+000, 3.0089653E-003, 0.0000000E+000, 6.4354004E+001
 2.3200105E+003, 1.2501640E+002,-6.1593168E+001,-1.9686446E+001,-4.5781972E+001,-3.4812020E-001,-1.6298893E-001, 0.0000000E+000,-2.8227958E+000,-2.5562910E+000, 0.0000000E+000, 2.9743725E-003, 0.0000000E+000, 4.9939039E+001
 2.3300088E+003, 1.2345051E+002,-6.0790651E+001,-1.9565800E+001,-4.5567295E+001,-3.4459910E-001, 6.2641395E-002, 0.0000000E+000,-2.9624568E+000,-2.7551940E+000, 0.0000000E+000, 2.9398069E-003, 0.0000000E+000, 5.5027370E+001
 2.3400107E+003, 1.2166470E+002,-6.0318806E+001,-1.9454131E+001,-4.5304071E+001,-3.4316761E-001,-5.7972364E-002, 0.0000000E+000,-3.9866754E+000,-3.8134480E+000, 0.0000000E+000, 2.9052285E-003, 0.0000000E+000, 5.0148568E+001
 2.3500022E+003, 1.1994891E+002,-5.9633924E+001,-1.9401197E+001,-4.4557787E+001,-3.3760121E-001,-1.3179694E-002, 0.0000000E+000,-4.2545824E+000,-3.9947790E+000, 0.0000000E+000, 2.8706405E-003, 0.0000000E+000, 4.8044036E+001
 2.3600095E+003, 1.1840048E+002,-5.8826666E+001,-1.9080802E+001,-4.3929748E+001,-3.3514302E-001,-1.3408405E-001, 0.0000000E+000,-4.0210868E+000,-3.9059609E+000, 0.0000000E+000, 2.8360559E-003, 0.0000000E+000, 3.7544704E+001
 2.3700054E+003, 1.1710523E+002,-5.8438140E+001,-1.8987666E+001,-4.3587056E+001,-3.3032334E-001,-1.5589834E-001, 0.0000000E+000,-4.6531247E+000,-4.3938595E+000, 0.0000000E+000, 2.8014728E-003, 0.0000000E+000, 2.3478647E+001
 2.3800024E+003, 1.1701391E+002,-5.7900618E+001,-1.8921386E+001,-4.2780721E+001,-3.2772318E-001, 3.8085683E-001, 0.0000000E+000,-2.7385516E+000,-2.5356771E+000, 0.0000000E+000, 2.7669091E-003, 0.0000000E+000, 5.5033106E+001
 2.3900095E+003, 1.1463689E+002,-5.6976849E+001,-1.8881017E+001,-4.2704079E+001,-3.2529571E-001, 1.8316606E-002, 0.0000000E+000,-4.3918047E+000,-4.2320317E+000, 0.0000000E+000, 2.7323249E-003, 0.0000000E+000, 5.6784980E+001
 2.4000020E+003, 1.1276748E+002,-5.6418670E+001,-1.8858149E+001,-4.1870339E+001,-3.2449751E-001,-7.8702516E-002, 0.0000000E+000,-4.9571491E+000,-4.7828783E+000, 0.0000000E+000, 2.6977517E-003, 0.0000000E+000, 5.0056739E+001
 2.4100085E+003, 1.1102759E+002,-5.5686358E+001,-1.8402646E+001,-4.1267747E+001,-3.1694902E-001,-9.7419909E-002, 0.0000000E+000,-5.0024255E+000,-4.7435290E+000, 0.0000000E+000, 2.6631739E-003, 0.0000000E+000, 4.0788962E+001
 2.4200068E+003, 1.1069149E+002,-5.4946430E+001,-1.8441290E+001,-4.1025939E+001,-3.1375205E-001, 3.6122160E-002, 0.0000000E+000,-4.1523490E+000,-3.9998010E+000, 0.0000000E+000, 2.6285651E-003, 0.0000000E+000, 4.3910534E+001
 2.4300002E+003, 1.0907757E+002,-5.4254559E+001,-1.8313726E+001,-4.0606661E+001,-3.1210035E-001, 5.2899247E-002, 0.0000000E+000,-4.5432904E+000,-4.3565825E+000, 0.0000000E+000, 2.5940038E-003, 0.0000000E+000, 4.8052945E+001
 2.4400046E+003, 1.0704840E+002,-5.3823890E+001,-1.8282718E+001,-3.9827265E+001,-3.0732787E-001,-4.7432946E-002, 0.0000000E+000,-5.4447388E+000,-5.2402383E+000, 0.0000000E+000, 2.5594335E-003, 0.0000000E+000, 4.3435848E+001
 2.4500129E+003, 1.0604716E+002,-5.2923389E+001,-1.8138326E+001,-3.9787893E+001,-3.0294677E-001,-3.6165232E-002, 0.0000000E+000,-5.2929397E+000,-5.1415597E+000, 0.0000000E+000, 2.5248353E-003, 0.0000000E+000, 4.0415785E+001
 2.4600100E+003, 1.0466516E+002,-5.2227222E+001,-1.7943852E+001,-3.8868278E+001,-2.9915310E-001, 9.5711002E-002, 0.0000000E+000,-4.7512898E+000,-4.5776366E+000, 0.0000000E+000, 2.4902414E-003, 0.0000000E+000, 4.8115785E+001
 2.4700063E+003, 1.0252547E+002,-5.1112893E+001,-1.7839691E+001,-3.8618068E+001,-2.9793065E-001,-2.0979049E-001, 0.0000000E+000,-5.7115296E+000,-5.5529072E+000, 0.0000000E+000, 2.4556742E-003, 0.0000000E+000, 3.0441885E+001
 2.4800144E+003, 1.0182125E+002,-5.0565469E+001,-1.7622590E+001,-3.8230320E+001,-2.9326423E-001, 9.8849353E-002, 0.0000000E+000,-4.8906480E+000,-4.7915461E+000, 0.0000000E+000, 2.4210854E-003, 0.0000000E+000, 3.9418326E+001
 2.4900073E+003, 9.9988201E+001,-5.0122238E+001,-1.7641166E+001,-3.7215758E+001,-2.8971299E-001,-1.0765523E-001, 0.0000000E+000,-5.5677643E+000,-5.3883298E+000, 0.0000000E+000, 2.3865030E-003, 0.0000000E+000, 3.0089092E+001
 2.5000032E+003, 9.9120421E+001,-4.9474561E+001,-1.7517434E+001,-3.6999059E+001,-2.8802139E-001, 8.2617144E-002, 0.0000000E+000,-5.2367965E+000,-5.0760379E+000, 0.0000000E+000, 2.3519408E-003, 0.0000000E+000, 3.6742330E+001
 2.5100137E+003, 9.7166486E+001,-4.8682691E+001,-1.7307717E+001,-3.6460769E+001,-2.8350011E-001,-4.6697023E-002, 0.0000000E+000,-5.7932021E+000,-5.6148878E+000, 0.0000000E+000, 2.3173460E-003, 0.0000000E+000, 3.2408533E+001
 2.5200007E+003, 9.5957337E+001,-4.7910580E+001,-1.7422960E+001,-3.5755760E+001,-2.8011135E-001, 1.1910548E-001, 0.0000000E+000,-5.4257105E+000,-5.2929693E+000, 0.0000000E+000, 2.2827778E-003, 0.0000000E+000, 4.2477662E+001
 2.5300010E+003, 9.4354808E+001,-4.7188979E+001,-1.7093842E+001,-3.5095912E+001,-2.7823607E-001, 6.5590700E-003, 0.0000000E+000,-5.4362285E+000,-5.2956030E+000, 0.0000000E+000, 2.2482192E-003, 0.0000000E+000, 4.3061560E+001
 2.5400122E+003, 9.2739369E+001,-4.6521811E+001,-1.7036786E+001,-3.4469415E+001,-2.7198056E-001,-6.4998378E-002, 0.0000000E+000,-5.7802064E+000,-5.6256218E+000, 0.0000000E+000, 2.2136123E-003, 0.0000000E+000, 3.7414937E+001
 2.5500024E+003, 9.1582141E+001,-4.5966293E+001,-1.6718463E+001,-3.4203105E+001,-2.6896717E-001,-5.6356215E-002, 0.0000000E+000,-5.7881571E+000,-5.6310442E+000, 0.0000000E+000, 2.1740131E-003, 0.0000000E+000, 3.2479931E+001
 2.5600107E+003, 7.7751759E+001,-4.3317833E+001,-1.6333897E+001,-3.2843578E+001,-2.3233543E-001,-7.6634182E-001, 0.0000000E+000,-1.5760431E+001,-1.5742226E+001, 0.0000000E+000, 1.8343745E-003, 0.0000000E+000,-3.1736405E+001
 2.5700085E+003, 5.6352254E+001,-3.8830112E+001,-1.4867154E+001,-2.9736783E+001,-1.7580964E-001,-7.4675840E-001, 0.0000000E+000,-2.7968168E+001,-2.8004363E+001, 0.0000000E+000, 1.3170822E-003, 0.0000000E+000,-9.4156774E+001
 2.5800090E+003, 3.4201208E+001,-3.3016874E+001,-1.3390804E+001,-2.5962507E+001,-1.1333680E-001,-7.7795335E-001, 0.0000000E+000,-3.9026953E+001,-3.9060267E+001, 0.0000000E+000, 7.9995987E-004, 0.0000000E+000,-1.5908874E+002
 2.5900005E+003, 1.2094329E+001,-2.6163837E+001,-1.1836983E+001,-2.1612112E+001,-4.4336963E-002,-7.1074168E-001, 0.0000000E+000,-4.8248758E+001,-4.8273681E+001, 0.0000000E+000, 2.8292366E-004, 0.0000000E+000,-2.1843853E+002
 2.6000063E+003, 4.3332084E-002,-2.0456194E+001,-1.0780707E+001,-1.7837591E+001,-3.7052598E-003, 2.2202452E-001, 0.0000000E+000,-4.8832128E+001,-4.8812841E+001, 0.0000000E+000, 5.5813052E-007, 0.0000000E+000,-2.0003321E+002
 2.6100168E+003, 0.0000000E+000,-1.6923927E+001,-1.0577277E+001,-1.5228599E+001,-3.2138646E-003, 4.2057352E-001, 0.0000000E+000,-4.2328148E+001,-4.2312444E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6484048E+002
 2.6200186E+003, 0.0000000E+000,-1.4093212E+001,-1.0318114E+001,-1.3042055E+001,-2.8124145E-003, 3.6391911E-001, 0.0000000E+000,-3.7106886E+001,-3.7092274E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3441979E+002
 2.6300166E+003, 0.0000000E+000,-1.1810273E+001,-9.9917780E+000,-1.1182770E+001,-2.4633196E-003, 2.9114986E-001, 0.0000000E+000,-3.2707742E+001,-3.2696134E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1009062E+002
 2.6400312E+003, 0.0000000E+000,-9.9250717E+000,-9.7238186E+000,-9.6111654E+000,-2.1708671E-003, 2.2676905E-001, 0.0000000E+000,-2.9044926E+001,-2.9035457E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.1109331E+001
 2.6500029E+003, 0.0000000E+000,-8.3653462E+000,-9.3462901E+000,-8.3286125E+000,-1.9164510E-003, 2.0668131E-001, 0.0000000E+000,-2.5845038E+001,-2.5835484E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.3887011E+001
 2.6600078E+003, 0.0000000E+000,-7.0703017E+000,-9.1666630E+000,-7.2163401E+000,-1.6905391E-003, 1.5084937E-001, 0.0000000E+000,-2.3311893E+001,-2.3304146E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.1277271E+001
 2.6700205E+003, 0.0000000E+000,-5.9547302E+000,-8.9251473E+000,-6.2635469E+000,-1.4775743E-003, 1.3225312E-001, 0.0000000E+000,-2.1018871E+001,-2.1012649E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.0205705E+001
 2.6800129E+003, 0.0000000E+000,-5.0293106E+000,-8.6395080E+000,-5.4885453E+000,-1.2930964E-003, 1.1593642E-001, 0.0000000E+000,-1.9049049E+001,-1.9042721E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.0524535E+001
 2.6900288E+003, 0.0000000E+000,-4.2204370E+000,-8.4369349E+000,-4.8041023E+000,-1.1275025E-003, 9.4282141E-002, 0.0000000E+000,-1.7373641E+001,-1.7368320E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.2635101E+001
 2.7000005E+003, 0.0000000E+000,-3.5308891E+000,-8.1953016E+000,-4.2442385E+000,-9.7209513E-004, 7.6091918E-002, 0.0000000E+000,-1.5899520E+001,-1.5895309E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.6289676E+001
 2.7100322E+003, 0.0000000E+000,-2.9284780E+000,-7.9413989E+000,-3.7598245E+000,-8.3473612E-004, 7.4337073E-002, 0.0000000E+000,-1.4560714E+001,-1.4556199E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0059512E+001
 2.7200210E+003, 0.0000000E+000,-2.4065303E+000,-7.7568603E+000,-3.3189809E+000,-7.0478298E-004, 5.8989289E-002, 0.0000000E+000,-1.3427852E+001,-1.3424087E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5135650E+001
 2.7300083E+003, 0.0000000E+000,-1.9485402E+000,-7.5365772E+000,-2.9081953E+000,-5.8470795E-004, 5.7022374E-002, 0.0000000E+000,-1.2340703E+001,-1.2336875E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0378129E+001
 2.7400164E+003, 0.0000000E+000,-1.5430111E+000,-7.3614204E+000,-2.5385039E+000,-4.6062964E-004, 4.0626493E-002, 0.0000000E+000,-1.1405382E+001,-1.1402769E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.9763820E+000
 2.7500042E+003, 0.0000000E+000,-1.1857366E+000,-7.1678521E+000,-2.2666416E+000,-3.4902414E-004, 4.1306448E-002, 0.0000000E+000,-1.0582457E+001,-1.0579273E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.5292856E+000
 2.7600427E+003, 0.0000000E+000,-8.7156841E-001,-7.0348784E+000,-1.9899380E+000,-2.1357923E-004, 2.7822018E-002, 0.0000000E+000,-9.8710723E+000,-9.8687764E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1954834E+000
 2.7700039E+003, 0.0000000E+000,-5.8594511E-001,-6.9553227E+000,-1.7550085E+000,-4.1340575E-005, 1.3821649E-002, 0.0000000E+000,-9.2853741E+000,-9.2824960E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.4102896E-002
 2.7800042E+003, 0.0000000E+000,-3.3436809E-001,-6.6973993E+000,-1.6164106E+000,-1.6050555E-005, 2.3361330E-002, 0.0000000E+000,-8.6313168E+000,-8.6248327E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9085073E+000
 2.7900422E+003, 0.0000000E+000,-1.0794172E-001,-6.6080679E+000,-1.4128242E+000,-1.4714902E-005, 2.5091433E-002, 0.0000000E+000,-8.1122852E+000,-8.1037572E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0112147E+000
 2.8000154E+003, 0.0000000E+000, 9.1397891E-002,-6.4631888E+000,-1.2463274E+000,-1.5960452E-005, 1.9089119E-002, 0.0000000E+000,-7.6077059E+000,-7.5990451E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6024904E+000
 2.8100029E+003, 0.0000000E+000, 2.7950288E-001,-6.3922567E+000,-1.0615507E+000,-1.7732905E-005, 2.3156670E-002, 0.0000000E+000,-7.1606419E+000,-7.1511655E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.5354373E+000
 2.8200208E+003, 0.0000000E+000, 4.4287220E-001,-6.2903053E+000,-9.0767409E-001,-1.8509403E-005, 2.0192715E-002, 0.0000000E+000,-6.7443551E+000,-6.7349329E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.2245813E+000
 2.8300027E+003, 0.0000000E+000, 5.7981908E-001,-6.1230918E+000,-8.0477992E-001,-1.6674600E-005, 1.6555414E-002, 0.0000000E+000,-6.3408336E+000,-6.3315139E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0605120E+001
 2.8400337E+003, 0.0000000E+000, 7.1406712E-001,-5.9912030E+000,-6.8338822E-001,-1.5951247E-005, 1.8305431E-002, 0.0000000E+000,-5.9511207E+000,-5.9422346E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2141035E+001
 2.8500315E+003, 0.0000000E+000, 8.2458755E-001,-5.9327689E+000,-5.7871337E-001,-1.4632393E-005, 1.1685626E-002, 0.0000000E+000,-5.6832812E+000,-5.6752237E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3117243E+001
 2.8600212E+003, 0.0000000E+000, 9.3535420E-001,-5.7988480E+000,-4.8311894E-001,-1.6941872E-005, 1.8659809E-002, 0.0000000E+000,-5.3365806E+000,-5.3279699E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4674128E+001
 2.8700413E+003, 0.0000000E+000, 1.0230552E+000,-5.6905704E+000,-3.9735175E-001,-1.6799919E-005, 6.9295030E-003, 0.0000000E+000,-5.0649106E+000,-5.0579543E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5256221E+001
 2.8800088E+003, 0.0000000E+000, 1.1114321E+000,-5.6681565E+000,-3.2874421E-001,-1.4008058E-005, 1.4134896E-002, 0.0000000E+000,-4.8788519E+000,-4.8713477E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6432021E+001
 2.8900293E+003, 0.0000000E+000, 1.1836664E+000,-5.5032662E+000,-2.5745386E-001,-1.6220552E-005, 1.1566758E-002, 0.0000000E+000,-4.5720500E+000,-4.5655031E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7399981E+001
